dR2_M,dR2_OxM,unit
6.834158212787322e-06,0.0002901681728180172,per100poss
7.22842943158275e-05,5.2578855848084416e-05,per100poss
0.00014198832490186497,1.7113287120729126e-08,per100poss
2.712653410452681e-06,2.643302228544364e-06,per100poss
2.0743256257116371e-07,5.782933044662375e-05,per100poss
7.927120190154291e-06,1.924566245847803e-05,per100poss
1.3020772533844926e-05,8.645309346966279e-06,per100poss
1.2855768316555327e-06,0.0001975616471275865,per100poss
0.00016129899267036674,0.00013469122420362023,per100poss
2.3665228885749734e-05,9.354717586029793e-05,per100poss
6.206385510854062e-06,2.816615937484279e-06,per100poss
2.1199475363276044e-05,5.966983568361783e-06,per100poss
7.175681203897e-06,5.821223752255911e-06,per100poss
3.816612802964858e-05,0.00028334691172959836,per100poss
4.4089854223106073e-07,4.526228492340856e-06,per100poss
3.230816441313067e-05,0.00020186781941711196,per100poss
2.651355463778593e-05,8.738118887563484e-05,per100poss
8.852177184714982e-06,3.3906098118041683e-07,per100poss
3.728296220562033e-05,0.000108183688747987,per100poss
4.8316299836370646e-05,3.314490848471685e-05,per100poss
5.524269553391914e-05,8.146928225372108e-06,per100poss
0.00041690253458193105,4.855349479138127e-07,per100poss
0.00011843494061181126,1.107826404589396e-05,per100poss
2.2347981612824697e-05,1.658996692910364e-05,per100poss
0.00014805925340755088,8.909207763752036e-07,per100poss
6.38828764910615e-05,8.102973406476366e-06,per100poss
0.00010378077562400723,0.00026081940715405594,per100poss
7.427682354954612e-06,0.00011623793025028473,per100poss
9.042816025983669e-06,1.7133077899855742e-05,per100poss
0.0003411200128041747,5.417754304137823e-05,per100poss
0.00031022305857730803,0.0001846617089819036,per100poss
0.0003285496321754344,0.0001866898919247184,per100poss
0.00014267808902246326,2.5459204873956587e-05,per100poss
5.71054915931013e-05,0.0001122104723523254,per100poss
0.00013877276000062722,6.045507304763831e-07,per100poss
0.00010612666561704565,7.067936722193746e-05,per100poss
7.940904266556803e-05,4.543759685826654e-05,per100poss
4.2929983113393355e-05,9.500759848568574e-05,per100poss
0.0001498275244284919,4.221875837262523e-06,per100poss
0.00015203209717895572,1.0921087550963549e-06,per100poss
1.9081059363101893e-05,3.8412444280933045e-07,per100poss
1.909687454604292e-05,8.319017680402663e-05,per100poss
0.00015846631543114942,0.00014002980202421078,per100poss
7.582368659608818e-06,1.2260580544154465e-06,per100poss
4.221766572332086e-05,3.871470924710074e-05,per100poss
2.5188160557299e-08,1.5450797274940697e-07,per100poss
4.99273681557888e-05,7.782832438518739e-07,per100poss
2.6450389939758345e-05,0.00017389159479253014,per100poss
3.6867475937341077e-05,3.697732344987159e-06,per100poss
2.2748487029544684e-05,2.6952392517820556e-07,per100poss
2.3741802412935442e-08,6.369729055322182e-08,per100poss
0.00014139645294397596,1.3511810360578025e-06,per100poss
3.114814881344241e-05,1.9431507148892635e-05,per100poss
3.480379118059318e-05,4.4337467735022784e-05,per100poss
4.6264597842848865e-05,7.545374735762334e-05,per100poss
4.749094895784012e-05,4.2966460537252615e-05,per100poss
8.51736770002276e-09,8.13602469271757e-05,per100poss
5.064158636214344e-06,5.3177330056497496e-05,per100poss
0.00019358545368108881,7.450051039192829e-05,per100poss
2.052273877062305e-06,0.0002917138361506755,per100poss
5.145106433013247e-06,0.00011784397718983541,per100poss
0.0005066559503402734,3.4894491072190448e-06,per100poss
5.820886735885544e-05,0.00018344392337565907,per100poss
2.0393269750673682e-07,4.0780177001598084e-05,per100poss
0.0003846920629617667,1.3596717949093673e-05,per100poss
0.00039597555961357056,4.767235139768733e-05,per100poss
2.427840855001584e-05,9.106149370663452e-06,per100poss
2.8285059941901558e-05,8.017316307840083e-06,per100poss
4.433410810666949e-05,1.5158648010604736e-05,per100poss
3.667511023053294e-05,2.474619149150925e-06,per100poss
4.170724351448829e-05,2.3482695744592164e-06,per100poss
1.6068021180259962e-07,1.4964680638995809e-05,per100poss
3.580722509211043e-05,0.00011048794227352943,per100poss
1.4015902285224868e-05,2.0156447370744957e-05,per100poss
8.526554126431218e-05,0.00011697202618965452,per100poss
9.379593435276945e-09,2.4003962526109035e-05,per100poss
3.8089581432254604e-06,3.9921908469242595e-05,per100poss
1.1908622050582629e-05,6.219272671292853e-05,per100poss
4.084052035346897e-05,8.280788825310026e-06,per100poss
1.0566763644415111e-05,6.095737395050982e-05,per100poss
5.836595387509469e-05,0.00020919264015450967,per100poss
0.00013618227634693003,4.776115334914621e-05,per100poss
0.00010582749546339532,4.128198295860752e-05,per100poss
2.0070856088238997e-10,3.3642425199431614e-05,per100poss
0.0001595271908235718,5.037010690767119e-07,per100poss
7.156777521510893e-05,4.189078367089483e-05,per100poss
7.531759789736192e-06,7.597879247978057e-07,per100poss
2.074571575905182e-05,3.059848301401047e-07,per100poss
5.1954821274069474e-05,4.298001615132829e-05,per100poss
0.000133962135297927,9.507149674181647e-07,per100poss
2.5438167499114428e-05,1.6571268971143915e-05,per100poss
1.4414880578073053e-06,4.6113804177849715e-05,per100poss
4.646008910924593e-07,1.423332940875266e-05,per100poss
4.595898655135322e-05,4.511707820709088e-05,per100poss
5.728429249185485e-05,0.00020518770454081015,per100poss
0.0001487682537300028,2.3246453192515837e-05,per100poss
0.00021761041604773101,1.3340015565521668e-05,per100poss
6.76653032558594e-05,6.116400193989513e-05,per100poss
0.0002617244009075481,2.10909392067693e-05,per100poss
1.3000963092757445e-05,2.6167204952076695e-05,per100poss
5.670680215952295e-06,5.950402147669731e-05,per100poss
0.0001372132270702764,1.3505868048380165e-05,per100poss
6.658758888644645e-05,0.00016071998567002144,per100poss
5.4302783357051965e-05,1.1408022661196782e-05,per100poss
1.633923299215745e-05,3.0787453940472886e-05,per100poss
5.444408266441769e-07,3.389402659148555e-05,per100poss
1.4080329535648417e-06,2.37868877372982e-06,per100poss
0.00011481997433959723,3.828683996232041e-05,per100poss
4.353885014740655e-07,0.00024124491193333597,per100poss
1.179978497489742e-05,5.520198445818636e-05,per100poss
2.460599398967922e-05,0.0002411952822514163,per100poss
1.9928832572069233e-05,1.5140649474165713e-06,per100poss
9.87506229122026e-07,5.841882743395921e-05,per100poss
2.6948047217478788e-05,9.302237724628792e-05,per100poss
2.5295311815609622e-05,2.0888892216519572e-05,per100poss
8.652718620616451e-05,4.722303455051424e-06,per100poss
1.661529229912695e-05,2.2749284411816006e-06,per100poss
8.543439885322357e-06,5.108810565623845e-05,per100poss
4.756562103258588e-05,0.0002926678648598191,per100poss
2.990936898172869e-05,8.416009253620071e-05,per100poss
0.00015215854357053527,0.0007748887370601087,per100poss
0.0001326479058317842,3.0558688102200193e-07,per100poss
1.2757310314470693e-05,9.69489500901588e-07,per100poss
1.6379686492706824e-06,3.225594252842523e-05,per100poss
1.1769933503935626e-05,1.1408898800135958e-06,per100poss
6.4881640529868e-05,3.7689906597249134e-05,per100poss
7.772440842046535e-06,4.1053365493759486e-05,per100poss
2.854820124631452e-06,0.00020277459646356188,per100poss
7.529345499113216e-05,0.0001192988738057954,per100poss
1.1203210327659363e-05,2.4227455586944835e-05,per100poss
2.661180766860838e-06,7.632712698735222e-05,per100poss
9.621117340596896e-07,2.5137322075097224e-05,per100poss
5.107503021506421e-05,4.466802216995802e-08,per100poss
0.00013379603984176036,7.30930243632022e-05,per100poss
4.322933626832448e-05,0.00012161702731183777,per100poss
6.22030927400763e-05,6.632890659763468e-05,per100poss
4.253574142376593e-05,7.219771327116042e-06,per100poss
1.9464688970627364e-06,7.628162584483178e-06,per100poss
1.3602734173612241e-05,2.866037784443609e-05,per100poss
3.997059005445003e-06,3.965681085293937e-06,per100poss
2.927694134435832e-05,7.446736651883779e-05,per100poss
4.393986066297817e-05,5.8777498526785266e-05,per100poss
0.00010450851235732639,0.00012532651259500316,per100poss
2.5511325051352784e-06,9.053890253296615e-06,per100poss
2.1374405565599552e-05,0.00013275394451572886,per100poss
5.372217514176825e-07,0.00022289573623912595,per100poss
3.088146463436914e-06,0.00022058716411799129,per100poss
1.1284404676570325e-05,6.957525983675161e-06,per100poss
0.0003426565507339552,0.00033278760128574447,per100poss
6.182345760075147e-05,7.760988933314117e-05,per100poss
0.000260230400450423,5.8335055769687116e-05,per100poss
5.828190912993136e-06,2.109274266359762e-08,per100poss
0.00014192047236016858,3.417131980609778e-05,per100poss
8.735721689068221e-05,6.232261102501191e-05,per100poss
6.712668973674063e-05,0.00013419457706032034,per100poss
0.00014900889110447402,2.8750794539122992e-05,per100poss
3.879764472769498e-05,1.7751577185975975e-07,per100poss
5.321761093024513e-05,1.954373210788507e-05,per100poss
1.9392113183025472e-06,2.0924821849677144e-06,per100poss
4.379499892515071e-06,6.781102182051857e-05,per100poss
5.276417677935186e-05,8.0573869065792e-05,per100poss
1.4475446669992564e-05,5.037236502358766e-05,per100poss
8.15822399297117e-05,1.6220242859965595e-06,per100poss
5.854620989453885e-06,1.089467134707256e-05,per100poss
3.909057606721333e-06,5.908802958032311e-08,per100poss
1.085592623906173e-06,1.0485340437460522e-05,per100poss
3.279630867192296e-05,2.45196053944019e-05,per100poss
4.015448953564871e-06,9.292452030074116e-09,per100poss
0.00015636523878614916,3.554426491025886e-06,per100poss
9.955684091789152e-06,5.945735475765268e-05,per100poss
0.00019264960073284154,5.021743015731772e-05,per100poss
6.177468585555346e-07,2.869003416094973e-05,per100poss
4.646780967210162e-05,5.320204921055449e-08,per100poss
1.66338962381829e-07,8.926487247862269e-05,per100poss
3.9987818537978725e-05,7.174615762939318e-06,per100poss
5.8025913607817614e-05,1.643668449125002e-07,per100poss
1.4746998488135432e-05,2.1086366210454344e-05,per100poss
6.033841832675524e-05,5.139496009087807e-05,per100poss
2.991598092583203e-07,2.747794379820423e-05,per100poss
5.665160281353998e-05,0.00038387763697911303,per100poss
1.2174502850292868e-08,1.4707609195863114e-05,per100poss
0.0001996186507070563,4.826022150616893e-05,per100poss
1.2176668917618372e-06,1.176704466310241e-06,per100poss
7.163907611318354e-05,7.29865210646885e-06,per100poss
7.488054192161808e-05,7.875655905209555e-08,per100poss
3.335307471852289e-05,5.3084632779532015e-06,per100poss
0.00019031097752064685,4.810848392200473e-05,per100poss
0.0001996974189664158,6.55426581714913e-05,per100poss
4.91040466510384e-06,0.00011446592688302282,per100poss
7.803766996805628e-05,2.2108289807754034e-06,per100poss
0.000527579627050967,4.916059809234596e-07,per100poss
8.236555549856472e-05,7.457000542276937e-06,per100poss
4.4550905905715865e-05,0.00010370518356206393,per100poss
7.79493841396306e-06,3.1316881844545286e-05,per100poss
5.2783245336196494e-05,3.0819956664540626e-07,per100poss
3.369177613521401e-05,1.898821172641174e-05,per100poss
8.393954304963813e-07,0.00018895228562920696,per100poss
5.707562416468193e-06,1.095529140604512e-05,per100poss
4.756120659488161e-05,1.4345396438519842e-05,per100poss
4.2777651643177705e-08,0.00013389403148600376,per100poss
5.128248127528323e-05,3.7073495022799108e-06,per100poss
0.00016568305312503195,0.00011941794726355592,per100poss
3.5042150231534563e-06,1.5933211583440965e-06,per100poss
3.8082238303926985e-06,0.0001933991623150888,per100poss
5.26170126877723e-05,7.451484622433835e-05,per100poss
0.0004911595262636625,0.00017500854448782022,per100poss
6.377315912686754e-06,1.27086676178223e-05,per100poss
7.507246137405943e-06,0.00014835119753420223,per100poss
1.0026956308806234e-05,6.877087018852812e-06,per100poss
5.933768561616759e-05,7.200421585418226e-06,per100poss
4.561324461360705e-06,1.4336865592823322e-05,per100poss
7.822010861247009e-07,6.977829108245626e-05,per100poss
9.396343077261449e-05,0.0001274174054612942,per100poss
0.00014410898746308742,0.00024350952556506655,per100poss
0.00011018770337622996,4.413680584658408e-05,per100poss
9.509605841784285e-06,1.6087014806931421e-06,per100poss
1.438613273507805e-06,1.133447811119126e-05,per100poss
5.4129031558103335e-06,0.0002297883712736315,per100poss
1.0884429230140213e-06,1.083545003377484e-05,per100poss
0.00010954472549351557,0.00023744207313947108,per100poss
7.48686091061046e-05,6.827198134273793e-06,per100poss
7.307440309967106e-06,2.829443750174132e-05,per100poss
6.555488607595805e-05,2.0121365554848225e-06,per100poss
8.851509196983187e-05,1.605194723586223e-06,per100poss
1.874546447866443e-05,5.1756108943146195e-05,per100poss
8.029428460032406e-05,0.00024503068870895817,per100poss
0.0001230280003653439,4.396856288835238e-06,per100poss
4.782512801804195e-05,0.0002010611021926456,per100poss
4.53212660120883e-05,7.693505684158719e-05,per100poss
9.727618421884188e-08,0.00014879019630953394,per100poss
5.383890346100095e-06,0.00012343845588846936,per100poss
1.3015106460456671e-05,2.6772234675842554e-06,per100poss
1.3644862717487882e-07,2.176605120585151e-07,per100poss
9.390113253626708e-08,4.062436105856104e-05,per100poss
7.30506131058073e-05,9.577866773546884e-05,per100poss
5.633327183340864e-05,0.00018795556050088535,per100poss
9.375904387098899e-06,7.850100144035643e-06,per100poss
1.366529812218964e-05,0.0002951165640202591,per100poss
7.170088563313026e-05,1.2246379565761245e-05,per100poss
2.296178704652707e-05,2.858476811773425e-05,per100poss
9.403837493260347e-06,9.817185175353682e-05,per100poss
1.9417313432690264e-06,1.603087070811693e-05,per100poss
0.0001273968665138625,1.8229500859945347e-05,per100poss
6.48633118541797e-05,1.1465709888636155e-05,per100poss
2.2553685585791072e-09,1.0689979287992202e-05,per100poss
9.436048931110719e-08,1.1422638837021992e-06,per100poss
2.576962256328752e-05,2.132423336764777e-05,per100poss
1.8221144806318534e-06,1.9457234499808962e-05,per100poss
2.3561201658583997e-05,2.8292334998902824e-05,per100poss
5.917373993324926e-05,4.529451447510269e-05,per100poss
4.0489039216939915e-05,1.735853402795584e-05,per100poss
4.259113980742413e-05,3.530353509528794e-08,per100poss
1.6079942181113083e-06,8.811499210059637e-06,per100poss
5.241037238867818e-06,0.0003198927972577481,per100poss
5.061177665854899e-08,5.597030195825248e-05,per100poss
0.00012788805371122258,3.477413424524123e-05,per100poss
6.448417683713181e-05,0.00015012227962529767,per100poss
7.270363999167806e-06,5.053308854363614e-06,per100poss
7.682286415233719e-06,2.649642896324078e-05,per100poss
2.2648926689683435e-06,2.4076994237232086e-06,per100poss
0.000242641580884273,1.5409259160881206e-06,per100poss
1.6100018780829117e-05,8.115110712392237e-05,per100poss
9.623116508095109e-07,9.271256489051805e-05,per100poss
8.926740846770809e-05,1.6398566393571734e-05,per100poss
5.926514462961663e-06,1.6175280349806087e-05,per100poss
4.164210149593117e-06,7.083459612822196e-05,per100poss
1.5840163114511085e-07,4.947893489926081e-06,per100poss
6.71000286150969e-05,0.00013277571610803562,per100poss
1.6441141779122148e-06,0.00020733732310052044,per100poss
1.3860308297752866e-06,0.00015228417836732344,per100poss
5.271574884968544e-05,0.0001159324584462107,per100poss
6.958042843263623e-05,1.6696977538810387e-05,per100poss
1.760616954105121e-05,1.9464807198277256e-05,per100poss
2.2046439421608e-05,0.00021058283877473105,per100poss
2.5323456156134405e-05,8.340322879929474e-05,per100poss
4.586773213466344e-07,0.0001200687373774656,per100poss
3.019922196367819e-05,1.3765028834655801e-05,per100poss
5.442143467548899e-05,0.0004033874106615931,per100poss
6.203423538686526e-05,0.0001265307267162008,per100poss
0.0001145498926838906,5.767065647599434e-05,per100poss
8.945343750177415e-07,1.2322505623663105e-06,per100poss
0.00010802001908427616,6.1925208303392765e-06,per100poss
1.7040413098357021e-06,4.210303720664221e-06,per100poss
8.730775611276442e-05,1.7952034815360562e-06,per100poss
1.898687712498237e-06,2.3990348852587218e-05,per100poss
6.280914913903146e-05,3.3967840262771887e-07,per100poss
1.5824463305280645e-06,1.8498714049797194e-05,per100poss
0.00024390012714847753,1.4034493126091618e-05,per100poss
5.271880477719648e-06,1.8033848993015411e-06,per100poss
0.00017295315773713238,8.935036873125579e-05,per100poss
6.108894068490578e-06,1.154117931190246e-05,per100poss
0.00015598384645854058,7.85975563033503e-05,per100poss
2.274262412838013e-07,5.85266345165536e-07,per100poss
6.987062598495797e-07,9.326008518306672e-05,per100poss
5.2771128620121566e-05,4.222632272066207e-06,per100poss
2.2452001613437744e-06,0.000200595035241391,per100poss
7.861584481072548e-06,2.1539249117630277e-07,per100poss
3.630691249423279e-06,5.922959045590037e-05,per100poss
0.00011951611607241563,8.597528481035788e-06,per100poss
4.1619945764792554e-05,4.932814793279228e-05,per100poss
0.0002857614272945286,2.8637718483826013e-05,per100poss
0.00013141534790872544,6.378416871233306e-06,per100poss
7.170650432875014e-05,1.6085917888042367e-05,per100poss
1.0862666787514463e-05,1.6982035581425414e-05,per100poss
7.311832261269746e-05,3.971235954858265e-06,per100poss
7.011474286811037e-05,6.340191666343031e-06,per100poss
1.4987588305537258e-05,5.52401378259848e-05,per100poss
0.00020890458317179839,1.8447293137491272e-07,per100poss
5.3003240751858804e-05,0.00012479980500712529,per100poss
0.00010717346093180868,1.6695989042414539e-06,per100poss
1.996589440989016e-05,0.0001043417302968308,per100poss
6.33013405026972e-05,2.088299434221952e-05,per100poss
5.602031519336137e-05,8.51344778129981e-06,per100poss
0.00025073264380337523,4.432768818674049e-09,per100poss
1.040370019067538e-05,2.96959163592625e-07,per100poss
1.1315431596159442e-06,0.00021139873341202708,per100poss
0.00010475430787348916,8.291144544914086e-05,per100poss
2.2050001065143654e-05,1.466575053998831e-05,per100poss
4.360588918062014e-06,8.441877320752855e-05,per100poss
9.62695990133211e-05,9.561789935941256e-06,per100poss
1.935598618352241e-05,0.00028060888170766685,per100poss
1.4014856569710687e-06,2.4706075533509342e-05,per100poss
5.717882965938781e-05,8.688986128202458e-05,per100poss
0.00024635611381429445,0.0004460580063019304,per100poss
5.041237828851131e-06,2.884736047703562e-06,per100poss
4.8219914502434236e-06,3.244524222623113e-07,per100poss
1.4026558590174432e-06,0.00030865587317374654,per100poss
1.855339891299046e-05,6.333224407184534e-05,per100poss
4.41863800659803e-06,0.00010713929861960736,per100poss
5.02907886109627e-05,5.751769882045288e-06,per100poss
7.187382592421798e-07,5.523802402040978e-05,per100poss
4.082092764901013e-05,3.1950525604118596e-06,per100poss
