dR2_M,dR2_OxM,target
3.569988543672409e-07,0.0002686201676596056,pts
2.8688873250803937e-05,2.2758261029487414e-05,pts
1.5572064706259603e-05,0.0001958290955411668,pts
1.9207911677865397e-06,2.046038660141747e-05,pts
0.00044929425411821544,5.322476345215321e-07,pts
8.760742442737168e-05,0.0003719223031106722,pts
0.00018260031927952447,4.992383039637005e-06,pts
8.040956349653072e-06,6.129872313853646e-06,pts
0.00011467034887091554,0.00011676201151777921,pts
8.997561428991663e-05,7.155428809468845e-07,pts
1.1225836141659506e-05,1.080122657193261e-05,pts
5.987054798428648e-05,0.00013579434190735817,pts
1.5881242584336874e-06,2.0009086063255133e-05,pts
2.6109649997607676e-09,6.937192076339471e-07,pts
0.0002194357849393258,8.975579117942445e-06,pts
1.787077781656432e-05,0.0005961321919137896,pts
0.0001466864183083949,4.0857437760166704e-05,pts
9.281431818886077e-06,0.00020273574854523524,pts
2.317345591085207e-06,0.0003746971967854007,pts
3.0532796975180077e-06,0.0001372240889615517,pts
6.949342905193667e-05,2.657888908963457e-09,pts
8.383252272370356e-07,3.5331525337745084e-05,pts
0.00015421970400109064,5.1717484560787064e-05,pts
2.3912676969661817e-06,6.267269523541064e-05,pts
1.5892775218739885e-05,0.00019066820038970977,pts
0.0003023001776901735,2.31957376742864e-05,pts
5.924867827689084e-06,1.0850869092138282e-09,pts
8.81325039914227e-06,3.8240110789011794e-07,pts
4.048333478745558e-05,3.484288591315554e-06,pts
0.00011903647429356567,1.7445428634021987e-05,pts
7.6172818842534795e-06,4.265732143848844e-05,pts
0.00019072936675013086,7.533239825285865e-05,pts
5.600181445120089e-05,1.5738787262353782e-07,pts
3.385000716182862e-05,1.4057353486918167e-05,pts
5.93376687312297e-05,3.4978183552469844e-05,pts
1.2732346953425733e-06,3.3232069793553976e-05,pts
5.936569272335657e-05,1.509151670964215e-05,pts
7.565482531690648e-05,1.8449251781849085e-07,pts
5.4720147603881664e-05,0.0001582900996937031,pts
0.00025593244190202924,5.497452289837668e-06,pts
6.877496776847014e-05,1.5320555408759873e-06,pts
0.00030687208663993104,6.679273934362406e-05,pts
6.707358316504486e-05,3.205445169907062e-05,pts
2.9031307215876545e-05,0.00017329447766956108,pts
1.1078386274343544e-05,1.5337639063139896e-05,pts
0.00013128167271847513,8.45757191233476e-05,pts
2.2994701037726273e-06,0.0001791512079575286,pts
4.959598461917736e-07,4.6869123692228065e-05,pts
2.5315480679855007e-05,2.257529958193949e-05,pts
0.00021911777412308986,5.021136483263078e-07,pts
5.5903157156200756e-05,5.494295302277408e-06,pts
0.00018482965984656374,0.0002659929709288855,pts
0.0001684540201153384,3.85136816555276e-05,pts
0.00024066555705315462,0.00018571143233414578,pts
7.175777787682414e-05,0.00012640488012316542,pts
4.9001963930761505e-05,0.00018144696192046172,pts
0.00016343731658441385,5.57527758959786e-06,pts
4.996998926420915e-05,0.00018369590544320413,pts
1.8086399306005418e-06,4.882248684112689e-06,pts
0.0001711401225572562,2.3168427636610645e-05,pts
7.373282728062591e-05,2.3455297704089162e-08,pts
1.688624042250897e-05,0.0001213674243378815,pts
6.0409404239236686e-05,0.0002045802683036113,pts
7.671035159972917e-05,3.125590924080157e-06,pts
7.89280454950303e-05,1.92674465138154e-05,pts
6.108286094708149e-07,0.00033143517143741086,pts
2.3049245848283384e-05,1.233025115621178e-05,pts
6.381887815753995e-05,1.7801380204351958e-05,pts
0.00012723445851459125,8.909471473950159e-05,pts
3.385340591999242e-05,2.092426431843375e-05,pts
7.713011164067751e-05,0.00013715475397357846,pts
0.0004900921076035347,1.794412314271021e-05,pts
5.893677651802598e-06,0.00023317662809074768,pts
5.352482045795082e-05,1.4865124055352119e-05,pts
3.835120170214701e-06,3.576121160420165e-06,pts
1.4343772161140578e-06,1.0626052403872599e-05,pts
1.4860348576895e-05,6.781000140776428e-05,pts
1.4258049202742207e-05,0.0002641163239190947,pts
1.3665780442706499e-05,2.4835598964045857e-05,pts
0.0001675016634750115,6.07766168503332e-05,pts
4.356109658609775e-05,3.397550667194604e-05,pts
1.1408136185275808e-05,6.148383550208525e-05,pts
2.9259861300534595e-07,7.77753141313342e-05,pts
0.00035292418011878546,1.4169948629239038e-05,pts
1.578563997484128e-05,0.0002464771519170572,pts
8.291077083477649e-05,3.833678229347992e-05,pts
5.1797759810789934e-05,8.836566836534221e-05,pts
7.149083710999982e-05,5.996775706118562e-06,pts
0.00013988282666477225,0.0001722467092599711,pts
2.5105203783848395e-05,1.0216002962804005e-05,pts
3.943617262236465e-05,0.00012187250898820778,pts
0.00026011675786630217,1.8580083656072333e-06,pts
5.6242662359262674e-05,0.00011451631166625731,pts
2.1446647044953693e-05,5.647898968708098e-05,pts
1.2128993804649824e-05,3.2731050127798866e-05,pts
