unit,null,test,observed,B_final,draws_used,exceedances,p_perm,halted_early,halt_iteration,p_is_lower_bound,null_mean,null_sd,mde_at_q,mde_at_q_over_m,q_bh,starred_bh,n_bets,meets_c6_bet_floor,starred_final,battery_m
props_regular,game_date_blocked,top_half|roi_m110,-0.04835589941972973,2000,258,200,0.7760617760617761,True,258.0,True,-0.0321922840478013,0.02183203052770474,-0.0019342359767892147,0.027633784655061156,0.9078590785907859,False,987.0,True,False,30
props_regular,game_date_blocked,spearman,0.15874541592332567,2000,2000,0,0.0004997501249375312,False,,False,0.0001329220391923271,0.02215953575484807,0.028609672890506945,0.061477847636556136,0.0074962518740629685,True,,True,True,30
props_regular,player_season_blocked,top_decile|mean_realised_edge,-0.047280315369325844,2000,2000,67,0.03398300849575212,False,,False,-0.30786855576610694,0.13435305704024939,-0.1398171345606242,0.054614958134183725,0.12931034482758622,False,197.0,True,False,30
props_regular,player_season_blocked,top_decile|roi_captured,-0.06963830898016833,2000,314,200,0.638095238095238,True,314.0,True,-0.05296023654014924,0.06014850951286318,0.024516424371605023,0.10727372735222862,0.9078590785907859,False,197.0,True,False,30
props_regular,player_season_blocked,top_decile|roi_m110,-0.05999077065066929,2000,278,200,0.7204301075268817,True,278.0,True,-0.03004684392771896,0.06149027312868625,0.046608214120904476,0.13531149053991678,0.9078590785907859,False,197.0,True,False,30
props_regular,player_season_blocked,top_quartile|mean_realised_edge,-0.05011088813525151,2000,2000,1,0.0009995002498750624,False,,False,-0.30565931775245,0.07769024894191405,-0.20445578602575806,-0.09251456070900661,0.014992503748125935,True,493.0,True,True,30
props_regular,player_season_blocked,top_quartile|roi_captured,-0.084314124442529,2000,247,200,0.8104838709677419,True,247.0,True,-0.05451606885918121,0.031918506725791954,-0.012698160934886175,0.015264069666615504,0.9078590785907859,False,493.0,True,False,30
props_regular,player_season_blocked,top_quartile|roi_m110,-0.07062511524986169,2000,227,200,0.881578947368421,True,227.0,True,-0.02959819531917006,0.03226261629821282,0.01069518716577534,0.04645030425963509,0.9159957466200821,False,493.0,True,False,30
props_regular,player_season_blocked,top_half|mean_realised_edge,-0.05790595411912571,2000,2000,0,0.0004997501249375312,False,,False,-0.3043690566737573,0.04384937190643086,-0.24971060148437726,-0.1879563009337757,0.0074962518740629685,True,987.0,True,True,30
props_regular,player_season_blocked,top_half|roi_captured,-0.06848428223873955,2000,256,200,0.7821011673151751,True,256.0,True,-0.053211822193315245,0.019246953420789397,-0.02752044507727382,-0.0032634730170120613,0.9078590785907859,False,987.0,True,False,30
props_regular,player_season_blocked,top_half|roi_m110,-0.04835589941972973,2000,245,200,0.8170731707317073,True,245.0,True,-0.029234595192042186,0.019488964009964197,-0.0038684719535783973,0.021998710509348842,0.9078590785907859,False,987.0,True,False,30
props_regular,player_season_blocked,spearman,0.15874541592332567,2000,2000,0,0.0004997501249375312,False,,False,0.0006984064446475322,0.020383800918732913,0.026114090878857625,0.057450977814338534,0.0074962518740629685,True,,True,True,30
props_playoff,game_date_blocked,top_decile|mean_realised_edge,0.09262708062323792,2000,760,200,0.26412614980289095,True,760.0,True,-0.1485735210721989,0.3772943868298314,0.3480421405742324,0.8656103508437074,0.5659846067204806,False,25.0,False,False,30
props_playoff,game_date_blocked,top_decile|roi_captured,0.38794100259839936,2000,2000,20,0.010494752623688156,False,,False,-0.022096803109863637,0.18055619087036823,0.20867133988123765,0.44002637105156156,0.07196401799100449,True,25.0,False,False,30
props_playoff,game_date_blocked,top_decile|roi_m110,0.3745454545454543,2000,2000,59,0.029985007496251874,False,,False,-0.00017090909090908423,0.18388184460015,0.22181818181818183,0.4509090909090908,0.12931034482758622,False,25.0,False,False,30
props_playoff,game_date_blocked,top_quartile|mean_realised_edge,0.06501639303027311,2000,1452,200,0.1383344803854095,True,1452.0,True,-0.16711712216034316,0.21519519132473092,0.09972510040689181,0.4344558984458151,0.41500344115622845,False,64.0,True,False,30
props_playoff,game_date_blocked,top_quartile|roi_captured,0.20172004392136397,2000,2000,23,0.01199400299850075,False,,False,-0.02608386304341226,0.09987305872466336,0.10372693262376699,0.23625482698669123,0.07196401799100449,True,64.0,True,True,30
props_playoff,game_date_blocked,top_quartile|roi_m110,0.19318181818181787,2000,2000,68,0.034482758620689655,False,,False,-0.004602982954545472,0.10177939590029376,0.13352272727272718,0.2628835227272771,0.12931034482758622,False,64.0,True,False,30
props_playoff,game_date_blocked,top_half|mean_realised_edge,-0.19771239997685286,2000,321,200,0.6242236024844721,True,321.0,True,-0.16006708359656552,0.12242928075587707,-0.0015433728731201468,0.1412293530609931,0.9078590785907859,False,128.0,True,False,30
props_playoff,game_date_blocked,top_half|roi_captured,-0.09019137937451661,2000,226,200,0.8854625550660793,True,226.0,True,-0.020518015577199986,0.05802283891055617,0.05366459298166955,0.10715780764381791,0.9159957466200821,False,128.0,True,False,30
props_playoff,game_date_blocked,top_half|roi_m110,-0.0901988636363638,2000,210,200,0.95260663507109,True,210.0,True,0.0008522727272726816,0.05748613064854989,0.07386363636363627,0.13352272727272713,0.95260663507109,False,128.0,True,False,30
props_playoff,game_date_blocked,spearman,0.092646343556878,2000,2000,168,0.08445777111444278,False,,False,0.0016896297064545659,0.06469963155988924,0.08559066720073243,0.18762336680781258,0.28152590371480923,False,,True,False,30
props_playoff,player_season_blocked,top_decile|mean_realised_edge,0.09262708062323792,2000,864,200,0.2323699421965318,True,864.0,True,-0.17577639481789817,0.3854791680086984,0.32371414938756454,1.0241398962012322,0.5659846067204806,False,25.0,False,False,30
props_playoff,player_season_blocked,top_decile|roi_captured,0.38794100259839936,2000,2000,20,0.010494752623688156,False,,False,-0.0297279276451819,0.18234740896141804,0.20083002269571307,0.4954953870774691,0.07196401799100449,True,25.0,False,False,30
props_playoff,player_season_blocked,top_decile|roi_m110,0.3745454545454543,2000,2000,58,0.02948525737131434,False,,False,-0.008341818181818174,0.18444314455558852,0.22181818181818183,0.527272727272727,0.12931034482758622,False,25.0,False,False,30
props_playoff,player_season_blocked,top_quartile|mean_realised_edge,0.06501639303027311,2000,1536,200,0.13077423552374756,True,1536.0,True,-0.1723089487701531,0.2130432137674859,0.10396427188832841,0.4016808070090691,0.41500344115622845,False,64.0,True,False,30
props_playoff,player_season_blocked,top_quartile|roi_captured,0.20172004392136397,2000,2000,18,0.009495252373813094,False,,False,-0.02962138830964432,0.10309378744328195,0.10174513431331358,0.24153885152084925,0.07196401799100449,True,64.0,True,True,30
props_playoff,player_season_blocked,top_quartile|roi_m110,0.19318181818181787,2000,2000,68,0.034482758620689655,False,,False,-0.008286931818181837,0.10477979314106514,0.13352272727272715,0.25284090909090906,0.12931034482758622,False,64.0,True,False,30
props_playoff,player_season_blocked,top_half|mean_realised_edge,-0.19771239997685286,2000,353,200,0.5677966101694916,True,353.0,True,-0.1805903996760695,0.1288390957187399,-0.01699583405332689,0.1590503062956724,0.9078590785907859,False,128.0,True,False,30
props_playoff,player_season_blocked,top_half|roi_captured,-0.09019137937451661,2000,232,200,0.8626609442060086,True,232.0,True,-0.032272345577032485,0.05559893911796267,0.04477594287633725,0.10566528318986658,0.9159957466200821,False,128.0,True,False,30
props_playoff,player_season_blocked,top_half|roi_m110,-0.0901988636363638,2000,218,200,0.9178082191780822,True,218.0,True,-0.011109518348623894,0.05794120902738208,0.07386363636363621,0.13352272727272718,0.95260663507109,False,128.0,True,False,30
props_playoff,player_season_blocked,spearman,0.092646343556878,2000,2000,141,0.07096451774112944,False,,False,0.0006633103971160445,0.06134148681841671,0.0808832112611582,0.16211269741359643,0.28152590371480923,False,,True,False,30
