unit,slice,arm,curve_type,x,x_label,n,coverage_share,realised_edge_mean,realised_edge_ci90_low,realised_edge_ci90_high,roi_captured,roi_captured_ci90_low,roi_captured_ci90_high,roi_m110,pred_score_mean,mean_abs_disagreement,hit_rate,starrable
props_playoff,2025_development,selector_ridge,decile,4.0,decile_4,26,0.1015625,-0.2986053538170691,-0.5589092298330276,-0.038301477801110595,-0.2108911114354243,-0.5414230623692393,0.11964083949839069,-0.19230769230769226,0.16819751731614077,0.8284651821531053,0.4230769230769231,False
props_playoff,2025_development,selector_ridge,decile,5.0,decile_5,26,0.1015625,-0.6587181559420358,-1.0208568864215974,-0.29657942546247407,-0.48269486923333077,-0.7730714296470329,-0.1923183088196287,-0.48601398601398604,0.03203274248211592,1.2591378081036253,0.2692307692307692,False
props_playoff,2025_development,selector_ridge,decile,6.0,decile_6,25,0.09765625,0.3086880750012665,-0.10290581212322653,0.7202819621257595,0.10446091497149307,-0.14261929086943564,0.3515411208124218,0.14545454545454542,-0.07733321126669136,1.4400992440153209,0.6,False
props_playoff,2025_development,selector_ridge,decile,7.0,decile_7,26,0.1015625,0.0666056323756701,-0.52256134067119,0.6557726054225301,-0.033683484105843146,-0.24749179111865632,0.18012482290697002,0.027972027972027972,-0.22347330119782624,1.873969789676284,0.5384615384615384,False
props_playoff,2025_development,selector_ridge,decile,8.0,decile_8,25,0.09765625,0.28837140927365423,-0.31101197092993804,0.8877547894772465,0.03416446217463406,-0.22199637099738714,0.29032529534665524,0.06909090909090908,-0.43898097578842865,2.3108654382911507,0.56,False
props_playoff,2025_development,selector_ridge,decile,9.0,decile_9,26,0.1015625,-0.31683321871852704,-1.035131740261975,0.40146530282492093,-0.013855722499748193,-0.3098410954150784,0.282129650415582,0.027972027972027948,-0.6727041598266423,2.760788641521167,0.5384615384615384,False
props_playoff,2025_development,selector_ridge,decile,10.0,decile_10,26,0.1015625,-1.047926977570229,-1.823807854866441,-0.2720461002740169,0.06832219867336925,-0.12134258291452943,0.25798698026126793,0.10139860139860139,-1.3648191922228585,4.933861778523749,0.5769230769230769,False
props_playoff,2025_development,selector_ridge,coverage,0.05,top_5pct,12,0.046875,0.08694781830164929,-0.02209138484904312,0.1959870214523417,0.6269693013898577,0.2958657818661931,0.9580728209135223,0.5909090909090909,0.6059293664986806,0.17548708507494393,0.8333333333333334,False
props_playoff,2025_development,selector_ridge,coverage,0.1,top_10pct,25,0.09765625,0.09262708062323792,0.0277890553284047,0.15746510591807114,0.3879410025983993,0.22879393036935303,0.5470880748274456,0.37454545454545446,0.5306826104977175,0.2427960902733793,0.72,False
props_playoff,2025_development,selector_ridge,coverage,0.15,top_15pct,38,0.1484375,0.0890137005264529,0.020204964141196394,0.15782243691170939,0.2658252577141395,0.12833186701026522,0.4033186484180138,0.25598086124401914,0.4879786376551331,0.3080398927044909,0.6578947368421053,False
props_playoff,2025_development,selector_ridge,coverage,0.2,top_20pct,51,0.19921875,0.08032188958093567,-0.002911685134612041,0.16355546429648338,0.24564592094175122,0.09332395745299368,0.3979678844305088,0.2352941176470588,0.4522381304898414,0.36760931310312456,0.6470588235294118,True
props_playoff,2025_development,selector_ridge,coverage,0.25,top_25pct,64,0.25,0.06501639303027311,-0.0009276477322053972,0.13096043379275163,0.20172004392136395,0.12309613753250921,0.2803439503102187,0.19318181818181815,0.42244621793185955,0.43741457673396456,0.625,True
props_playoff,2025_development,selector_ridge,coverage,0.3,top_30pct,76,0.296875,-0.005483893990795308,-0.09438132379630639,0.08341353581471576,0.08537814391380932,-0.036595185259247584,0.20735147308686624,0.08014354066985648,0.39534353010247963,0.4610921196141891,0.5657894736842105,True
