stratum,target,stage,candidate,family,level,n,denominator_SST,dR2_single,p_correct_single,p_fw_single,r2base_single,inflation_single,dR2_complete,p_correct_complete,p_fw_complete,r2base_complete,inflation_complete,dR2_plus_M02,p_correct_plus_M02,p_fw_plus_M02,r2base_plus_M02,inflation_plus_M02,shrink_single_to_complete_x,shrink_complete_to_plusM02_x,dR2_matchup,p_correct_matchup,p_fw_matchup,r2base_matchup,inflation_matchup,D085_interaction_dR2_over_own_main_effects,D085_shrink_x,dR2_matchup2,p_correct_matchup2,p_fw_matchup2,r2base_matchup2,inflation_matchup2
POOLED,y_fta_given,B,M04_opp_allowed_ft_rate,M,opp_team_season,7190,40660.77273991655,0.0030312564784003,0.0033277870216306,0.0332778702163061,0.140464232262786,2.398976754344471,0.0025765067484033,0.0033277870216306,0.0499168053244592,0.1693918257817793,2.404755993246084,0.0006966827505932,0.0232945091514143,0.3610648918469218,0.1730862068434195,1.128994846072166,1.1764985596404183,3.6982496641541625,,,,,,,,,,,,
POOLED,y_fta_given,B,M05_opp_allowed_hurdle_rate,M,opp_team_season,7190,40660.77273991655,0.0018370160288002,0.0066555740432612,0.1098169717138103,0.140464232262786,1.8453413570037096,0.0010712348335921,0.038269550748752,0.4941763727121464,0.1693918257817793,1.900178975869543,3.091389124414449e-05,0.6772046589018302,1.0,0.1730862068434195,1.1381299375760114,1.7148583776353288,34.65221589647037,,,,,,,,,,,,
POOLED,y_fta_given,B,M06_opp_pace,M,opp_team_season,7190,40660.77273991655,0.0022638301988299,0.0066555740432612,0.168053244592346,0.140464232262786,2.6802936506963646,0.0020935228139811,0.0066555740432612,0.1896838602329451,0.1693918257817793,2.714127264493101,0.0010342453229647,0.0083194675540765,0.173044925124792,0.1730862068434195,1.319275323173205,1.0813496675132663,2.024203317622887,,,,,,,,,,,,
POOLED,y_fta_given,B,X01_fd_x_oppfoul,X,opp_team_season,7190,40660.77273991655,,,,,,0.0005342047295786,0.0748752079866888,0.78369384359401,0.1693918257817793,1.448453626425693,,,,,,,,0.0003738709021791,0.1214642262895174,0.9018302828618968,0.1809939477659344,1.2330350851963645,0.0003738709021791,1.4288481036234624,,,,,
POOLED,y_fta_given,B,X02_ftr_x_oppftrate,X,opp_team_season,7190,40660.77273991655,,,,,,0.0001186120452704,0.2728785357737104,1.0,0.1693918257817793,0.8170484387250441,,,,,,,,,,,,,6.710378874287644e-06,17.67590884098799,6.710378874287644e-06,0.7953410981697171,1.0,0.1725045822460773,0.8112637458469901
POOLED,y_ftm_given,C,M01_opp_pf_pg,M,opp_team_season,7278,32835.73619126134,0.0034942543579031,0.0016638935108153,0.0016638935108153,0.1402614109709085,1.7983735268026422,0.0029352941316924,0.0016638935108153,0.0066555740432612,0.158808403811153,1.7549699649074977,0.0002344425124728,0.1880199667221297,0.956738768718802,0.1617429576201068,0.8949328184390212,1.1904273306635955,12.520315111505012,,,,,,,,,,,,
POOLED,y_ftm_given,C,M02_opp_allowed_fta_pg,M,opp_team_season,7278,32835.73619126134,0.003270330713587,0.0016638935108153,0.0049916805324459,0.1402614109709085,2.133415468132827,0.0029345538089537,0.0016638935108153,0.0099833610648918,0.158808403811153,2.1015991243464685,,,,,,1.1144217916907169,,,,,,,,,,,,,
POOLED,y_ftm_given,C,M03_opp_allowed_ftm_pg,M,opp_team_season,7278,32835.73619126134,0.0032996361764297,0.0016638935108153,0.0083194675540765,0.1402614109709085,2.213046174847131,0.0030089932675181,0.0016638935108153,0.0116472545757071,0.158808403811153,2.1574097090044635,9.68237135829046e-05,0.3777038269550749,1.0,0.1617429576201068,1.154540917396627,1.0965914121673428,31.077028097478117,,,,,,,,,,,,
POOLED,y_ftm_given,C,M04_opp_allowed_ft_rate,M,opp_team_season,7278,32835.73619126134,0.002239717949016,0.0033277870216306,0.0565723793677204,0.1402614109709085,2.2046747041072585,0.0019482434407221,0.0033277870216306,0.0981697171381031,0.158808403811153,2.195860847100044,0.0007501351170026,0.0266222961730449,0.3660565723793677,0.1617429576201068,1.2795407737883029,1.1496088744360753,2.597190021588267,,,,,,,,,,,,
POOLED,y_ftm_given,C,M05_opp_allowed_hurdle_rate,M,opp_team_season,7278,32835.73619126134,0.0015001278116038,0.0033277870216306,0.1214642262895174,0.1402614109709085,1.5650191365412611,0.0011808400816465,0.0133111480865224,0.2412645590682196,0.158808403811153,1.5521063536558064,3.0163969074633977e-06,0.9001663893510815,1.0,0.1617429576201068,0.9990771582032842,1.2703903220426787,391.4737078282954,,,,,,,,,,,,
POOLED,y_ftm_given,C,M06_opp_pace,M,opp_team_season,7278,32835.73619126134,0.0017564479577332,0.0083194675540765,0.1797004991680532,0.1402614109709085,2.321962217982635,0.0015339772901764,0.0133111480865224,0.2096505823627288,0.158808403811153,2.2122973261580507,0.0007333348681001,0.0083194675540765,0.2096505823627288,0.1617429576201068,1.0802734005119468,1.1450286578435702,2.091782836060391,,,,,,,,,,,,
POOLED,y_ftm_given,C,X01_fd_x_oppfoul,X,opp_team_season,7278,32835.73619126134,,,,,,0.0004257774783247,0.0848585690515806,0.8136439267886856,0.158808403811153,1.244654254457401,,,,,,,,0.0005461183509587,0.0349417637271214,0.5257903494176372,0.1710839563017215,1.0632346683258906,0.0005461183509587,0.7796432358979625,,,,,
POOLED,y_ftm_given,C,X02_ftr_x_oppftrate,X,opp_team_season,7278,32835.73619126134,,,,,,0.0002381110017967,0.2246256239600665,0.9933444259567388,0.158808403811153,1.3935068549952427,,,,,,,,,,,,,7.131857981254091e-05,3.3386952239173686,7.131857981254091e-05,0.4658901830282861,1.0,0.160945818938034,1.3330484101596238
POOLED,y_fta,AB,M01_opp_pf_pg,M,opp_team_season,12942,81998.69417400709,0.0025715076214562,0.0016638935108153,0.0066555740432612,0.2829376147212181,3.151980263665931,0.002525043763491,0.0016638935108153,0.0049916805324459,0.3005735044867397,3.137344350274359,0.0001978701446315,0.1314475873544093,0.8901830282861897,0.3031009554232196,1.3391148004574491,1.018401208975864,12.761115468902451,,,,,,,,,,,,
POOLED,y_fta,AB,M02_opp_allowed_fta_pg,M,opp_team_season,12942,81998.69417400709,0.0025783846465051,0.0016638935108153,0.0099833610648918,0.2829376147212181,3.638510519761605,0.00252745093648,0.0016638935108153,0.0083194675540765,0.3005735044867397,3.5491986358901566,,,,,,1.020152205247567,,,,,,,,,,,,,
POOLED,y_fta,AB,M03_opp_allowed_ftm_pg,M,opp_team_season,12942,81998.69417400709,0.0027148046834496,0.0016638935108153,0.0049916805324459,0.2829376147212181,3.469176598476187,0.0026437513262687,0.0016638935108153,0.0033277870216306,0.3005735044867397,3.364320691361732,0.0001209409444107,0.2246256239600665,0.995008319467554,0.3031009554232196,1.4795246195133802,1.0268759608647393,21.85985349420506,,,,,,,,,,,,
POOLED,y_fta,AB,M04_opp_allowed_ft_rate,M,opp_team_season,12942,81998.69417400709,0.0021321004622754,0.0033277870216306,0.0282861896838602,0.2829376147212181,3.385254511249536,0.0020222694448787,0.0033277870216306,0.0282861896838602,0.3005735044867397,3.3060218919441877,0.0001338782216548,0.237936772046589,0.995008319467554,0.3031009554232196,1.4941063929856764,1.0543107733120538,15.105290613233917,,,,,,,,,,,,
POOLED,y_fta,AB,M05_opp_allowed_hurdle_rate,M,opp_team_season,12942,81998.69417400709,0.0007300830334745,0.038269550748752,0.4725457570715474,0.2829376147212181,2.577653347129221,0.0005557273294244,0.0715474209650582,0.7088186356073212,0.3005735044867397,2.605191538791614,8.463476746160978e-05,0.3294509151414309,0.9983361064891848,0.3031009554232196,1.4062079315286848,1.3137432600816856,6.566182505038218,,,,,,,,,,,,
POOLED,y_fta,AB,M06_opp_pace,M,opp_team_season,12942,81998.69417400709,0.0009983151732211,0.0049916805324459,0.1198003327787021,0.2829376147212181,2.276324296581175,0.0009609240642772,0.0033277870216306,0.108153078202995,0.3005735044867397,2.2316199166240174,0.0003692840929098,0.0049916805324459,0.1331114808652246,0.3031009554232196,0.9115442128923756,1.0389116167800683,2.602126879350614,,,,,,,,,,,,
POOLED,y_fta,AB,X01_fd_x_oppfoul,X,opp_team_season,12942,81998.69417400709,,,,,,0.0002355515352208,0.0415973377703826,0.6156405990016639,0.3005735044867397,0.958803077420644,,,,,,,,0.000241167915313,0.0349417637271214,0.5574043261231281,0.3042711805592067,0.916390039431872,0.000241167915313,0.9767117442429654,,,,,
POOLED,y_fta,AB,X02_ftr_x_oppftrate,X,opp_team_season,12942,81998.69417400709,,,,,,5.581180094959654e-07,0.9351081530782028,1.0,0.3005735044867397,1.34704353677443,,,,,,,,,,,,,9.901520646778951e-07,0.5636689852053441,9.901520646778951e-07,0.913477537437604,1.0,0.303178027498917,1.3830746713423816
POOLED,y_ftm,ABC,M01_opp_pf_pg,M,opp_team_season,12942,58788.285272755376,0.0022766267260104,0.0033277870216306,0.0183028286189683,0.2715552254433815,3.79638678103261,0.0023794331965059,0.0033277870216306,0.0149750415973377,0.2892856757698936,3.778542366272691,0.0001752969876446,0.1347753743760399,0.9500831946755408,0.2916922380563868,1.693466323235873,0.9567937142986545,13.573725529899018,,,,,,,,,,,,
POOLED,y_ftm,ABC,M02_opp_allowed_fta_pg,M,opp_team_season,12942,58788.285272755376,0.0023548177226758,0.0016638935108153,0.0183028286189683,0.2715552254433815,4.260044003706482,0.0024065622864932,0.0016638935108153,0.0149750415973377,0.2892856757698936,4.152915384959869,,,,,,0.9784985561737524,,,,,,,,,,,,,
POOLED,y_ftm,ABC,M03_opp_allowed_ftm_pg,M,opp_team_season,12942,58788.285272755376,0.0023236050471276,0.0016638935108153,0.016638935108153,0.2715552254433815,3.86700813489916,0.0023845328015358,0.0016638935108153,0.0116472545757071,0.2892856757698936,3.8022597621871297,2.980414933988952e-05,0.5457570715474209,1.0,0.2916922380563868,1.7732219877898556,0.97444876649675,80.00673914032399,,,,,,,,,,,,
POOLED,y_ftm,ABC,M04_opp_allowed_ft_rate,M,opp_team_season,12942,58788.285272755376,0.0018912410406979,0.0016638935108153,0.0349417637271214,0.2715552254433815,3.970401507017276,0.0018781058070666,0.0016638935108153,0.0266222961730449,0.2892856757698936,3.8311705547588777,0.0001747002637709,0.1647254575707154,0.9584026622296172,0.2916922380563868,1.7976808978947656,1.006993873072474,10.750446316037207,,,,,,,,,,,,
POOLED,y_ftm,ABC,M05_opp_allowed_hurdle_rate,M,opp_team_season,12942,58788.285272755376,0.0007482718730994,0.0149750415973377,0.367720465890183,0.2715552254433815,2.3672846820676057,0.000635695382107,0.0366056572379367,0.5108153078202995,0.2892856757698936,2.491928869759532,3.817991850933588e-05,0.4858569051580699,1.0,0.2916922380563868,1.4130050848519005,1.1770918810504292,16.649993162022014,,,,,,,,,,,,
POOLED,y_ftm,ABC,M06_opp_pace,M,opp_team_season,12942,58788.285272755376,0.0009002212859061,0.0149750415973377,0.232945091514143,0.2715552254433815,1.948567302055733,0.0009097532951729,0.0116472545757071,0.1963394342762063,0.2892856757698936,1.971020368611745,0.0003482942267165,0.0149750415973377,0.2346089850249584,0.2916922380563868,0.812059901623841,0.9895224240270671,2.6120251941856307,,,,,,,,,,,,
POOLED,y_ftm,ABC,X01_fd_x_oppfoul,X,opp_team_season,12942,58788.285272755376,,,,,,0.0002652623644103,0.0482529118136439,0.610648918469218,0.2892856757698936,1.1991100959955676,,,,,,,,0.0003050493889022,0.0299500831946755,0.4592346089850249,0.2928914006605442,1.1991379561189386,0.0003050493889022,0.8695718597074263,,,,,
POOLED,y_ftm,ABC,X02_ftr_x_oppftrate,X,opp_team_season,12942,58788.285272755376,,,,,,7.167835754335368e-06,0.7254575707154742,1.0,0.2892856757698936,0.9397946636316258,,,,,,,,,,,,,7.124767989729102e-06,1.0060447953769656,7.124767989729102e-06,0.7337770382695508,1.0,0.2913990225815153,0.9517062587944016
POOLED,y_pts,ANCHOR,M01_opp_pf_pg,M,opp_team_season,12942,748943.2616288054,0.0003355279850258,0.0582362728785357,0.6821963394342762,0.4835719822616077,2.3995355806592493,0.0003633781496965,0.0499168053244592,0.6073211314475874,0.4984016859063139,2.42882830198176,1.0682421525258698e-06,0.9118136439267888,1.0,0.4988722490714781,1.9590326372770697,0.9233576242986514,340.164586126178,,,,,,,,,,,,
POOLED,y_pts,ANCHOR,M02_opp_allowed_fta_pg,M,opp_team_season,12942,748943.2616288054,0.0004845715957362,0.0332778702163061,0.4442595673876872,0.4835719822616077,2.402122852394045,0.0004705631651639,0.0349417637271214,0.4475873544093178,0.4984016859063139,2.423429557852569,,,,,,1.029769500907324,,,,,,,,,,,,,
POOLED,y_pts,ANCHOR,M03_opp_allowed_ftm_pg,M,opp_team_season,12942,748943.2616288054,0.0006327440673102,0.016638935108153,0.2362728785357737,0.4835719822616077,2.4795490573360746,0.0005992143542813,0.016638935108153,0.2445923460898502,0.4984016859063139,2.4634177704054534,0.000189229027875,0.1281198003327787,0.891846921797005,0.4988722490714781,1.9295405077953391,1.0559561245309548,3.166609061042823,,,,,,,,,,,,
POOLED,y_pts,ANCHOR,M04_opp_allowed_ft_rate,M,opp_team_season,12942,748943.2616288054,0.0001873928340284,0.1464226289517471,0.9700499168053244,0.4835719822616077,2.419351739347442,0.0001769085535471,0.1530782029950083,0.9717138103161398,0.4984016859063139,2.454679110713452,0.0007085521742117,0.0016638935108153,0.0399334442595673,0.4988722490714781,1.963856046510817,1.059263841521991,0.2496761141745415,,,,,,,,,,,,
POOLED,y_pts,ANCHOR,M05_opp_allowed_hurdle_rate,M,opp_team_season,12942,748943.2616288054,4.7909921809381687e-05,0.3926788685524126,1.0,0.4835719822616077,1.5415875755424444,5.7689880300122615e-05,0.3594009983361065,1.0,0.4984016859063139,1.6210548447621071,5.222866160997944e-05,0.3161397670549085,1.0,0.4988722490714781,1.3085184105403933,0.8304735867042501,1.1045636346365746,,,,,,,,,,,,
POOLED,y_pts,ANCHOR,M06_opp_pace,M,opp_team_season,12942,748943.2616288054,0.0002429193730597,0.0366056572379367,0.4875207986688852,0.4835719822616077,1.2103439870297696,0.000201521750801,0.0549084858569051,0.6339434276206323,0.4984016859063139,1.2313906592471109,8.352411539028012e-05,0.2013311148086522,0.9833610648918468,0.4988722490714781,1.173702847507292,1.2054250823752497,2.4127373257334916,,,,,,,,,,,,
POOLED,y_pts,ANCHOR,X01_fd_x_oppfoul,X,opp_team_season,12942,748943.2616288054,,,,,,5.482638630922543e-05,0.2645590682196339,0.9983361064891848,0.4984016859063139,1.2439232627554997,,,,,,,,0.0001292843843484,0.0881863560732113,0.870216306156406,0.4995689956712856,1.2968341241170138,0.0001292843843484,0.42407585870136805,,,,,
POOLED,y_pts,ANCHOR,X02_ftr_x_oppftrate,X,opp_team_season,12942,748943.2616288054,,,,,,2.048582083333464e-05,0.4792013311148086,1.0,0.4984016859063139,1.1701127893915322,,,,,,,,,,,,,3.564423899286466e-06,5.747302063998487,3.564423899286466e-06,0.7520798668885191,1.0,0.4987303265702358,1.1809804711975294
DECISION,y_any_fta,A,M01_opp_pf_pg,M,opp_team_season,5111,1006.4711406769712,0.0036888479600401,0.0016638935108153,0.0016638935108153,0.1415140197735755,1.606330926074289,0.0044802366764017,0.0016638935108153,0.0016638935108153,0.1535840649299156,1.6633665210407835,6.409471820192018e-05,0.5224625623960066,1.0,0.1586212000004244,0.7330792888964839,0.8233600647639885,69.90024766607803,,,,,,,,,,,,
DECISION,y_any_fta,A,M02_opp_allowed_fta_pg,M,opp_team_season,5111,1006.4711406769712,0.0044795072055876,0.0016638935108153,0.0016638935108153,0.1415140197735755,1.578074385360945,0.0050371350705089,0.0016638935108153,0.0016638935108153,0.1535840649299156,1.5923964692123034,,,,,,0.8892966225610934,,,,,,,,,,,,,
DECISION,y_any_fta,A,M03_opp_allowed_ftm_pg,M,opp_team_season,5111,1006.4711406769712,0.0044563268164839,0.0016638935108153,0.0016638935108153,0.1415140197735755,1.595995052417238,0.0050455830463299,0.0016638935108153,0.0016638935108153,0.1535840649299156,1.613847745765138,5.243462498104067e-05,0.5207986688851913,1.0,0.1586212000004244,0.6780990435382835,0.8832134513622526,96.22616826484949,,,,,,,,,,,,
DECISION,y_any_fta,A,M04_opp_allowed_ft_rate,M,opp_team_season,5111,1006.4711406769712,0.0047354405419001,0.0016638935108153,0.0016638935108153,0.1415140197735755,1.629660198066419,0.0052113207180137,0.0016638935108153,0.0016638935108153,0.1535840649299156,1.6781082912089724,0.0001980771897578,0.2662229617304492,1.0,0.1586212000004244,0.7104910853791153,0.9086833833756096,26.309544902095347,,,,,,,,,,,,
DECISION,y_any_fta,A,M05_opp_allowed_hurdle_rate,M,opp_team_season,5111,1006.4711406769712,0.0029347554160337,0.0049916805324459,0.0183028286189683,0.1415140197735755,1.6043633820833865,0.0033456045546614,0.0033277870216306,0.0033277870216306,0.1535840649299156,1.6572229217953884,0.0001677585791013,0.2961730449251248,1.0,0.1586212000004244,0.8213929978476057,0.8771973399978584,19.94297145686467,,,,,,,,,,,,
DECISION,y_any_fta,A,M06_opp_pace,M,opp_team_season,5111,1006.4711406769712,0.0007350143185894,0.043261231281198,0.5990016638935108,0.1415140197735755,1.0894954370378689,0.0007661789100634,0.0332778702163061,0.5590682196339434,0.1535840649299156,1.11950701064714,2.044673596991754e-05,0.6805324459234608,1.0,0.1586212000004244,0.6856911455541025,0.9593246550320457,37.471942279229715,,,,,,,,,,,,
DECISION,y_any_fta,A,X01_fd_x_oppfoul,X,opp_team_season,5111,1006.4711406769712,,,,,,1.3761370198317082e-06,0.9217970049916804,1.0,0.1535840649299156,0.877610865390135,,,,,,,,0.0001702669312294,0.3128119800332778,1.0,0.1597395298443642,0.8781124898316953,0.0001702669312294,0.008082233055446591,,,,,
DECISION,y_any_fta,A,X02_ftr_x_oppftrate,X,opp_team_season,5111,1006.4711406769712,,,,,,0.0005586015938134,0.064891846921797,0.6855241264559068,0.1535840649299156,0.9273935548045332,,,,,,,,,,,,,0.0001518367565035,3.678961581351506,0.0001518367565035,0.3494176372712146,1.0,0.160943749265118,0.9241724597902572
DECISION,y_fta_given,B,M01_opp_pf_pg,M,opp_team_season,3733,24932.223948566832,0.0081075784127784,0.0016638935108153,0.0016638935108153,0.1305949072298904,2.110839424487573,0.0075282776954731,0.0016638935108153,0.0016638935108153,0.1428627544307176,2.090367211878002,0.0001346960575124,0.4359400998336106,1.0,0.1512818807510423,0.8969368970071022,1.0769499666110411,55.890854079229854,,,,,,,,,,,,
DECISION,y_fta_given,B,M02_opp_allowed_fta_pg,M,opp_team_season,3733,24932.223948566832,0.0086910778716113,0.0016638935108153,0.0016638935108153,0.1305949072298904,2.2350000806215067,0.0084191263203245,0.0016638935108153,0.0016638935108153,0.1428627544307176,2.226997308398979,,,,,,1.0323016356970778,,,,,,,,,,,,,
DECISION,y_fta_given,B,M03_opp_allowed_ftm_pg,M,opp_team_season,3733,24932.223948566832,0.008901353039301,0.0016638935108153,0.0016638935108153,0.1305949072298904,2.155519156820947,0.0086431645532998,0.0016638935108153,0.0016638935108153,0.1428627544307176,2.1602429250616466,0.0002323640411722,0.2861896838602329,1.0,0.1512818807510423,0.8962201689584564,1.0298719854758092,37.19665275960034,,,,,,,,,,,,
DECISION,y_fta_given,B,M04_opp_allowed_ft_rate,M,opp_team_season,3733,24932.223948566832,0.007095302961118,0.0016638935108153,0.0066555740432612,0.1305949072298904,2.1453129246871288,0.0066463756291939,0.0016638935108153,0.0066555740432612,0.1428627544307176,2.157427538777155,0.0006882329018398,0.0732113144758735,0.7371048252911814,0.1512818807510423,0.8996274771676339,1.0675446825412949,9.657160550486116,,,,,,,,,,,,
DECISION,y_fta_given,B,M05_opp_allowed_hurdle_rate,M,opp_team_season,3733,24932.223948566832,0.0048984560057055,0.0016638935108153,0.038269550748752,0.1305949072298904,2.4988618382677754,0.0041301767875672,0.0049916805324459,0.0632279534109817,0.1428627544307176,2.3287496615469725,7.252104590273783e-06,0.8519134775374376,1.0,0.1512818807510423,1.0687497415451692,1.1860160612134087,569.5142335793694,,,,,,,,,,,,
DECISION,y_fta_given,B,M06_opp_pace,M,opp_team_season,3733,24932.223948566832,0.0039835946994456,0.0116472545757071,0.2312811980033277,0.1305949072298904,2.781351897316356,0.0038333083977034,0.0116472545757071,0.2412645590682196,0.1428627544307176,2.731228578258529,0.0011531152417633,0.0133111480865224,0.3377703826955074,0.1512818807510423,0.9285286955825294,1.039205377222516,3.324306416973251,,,,,,,,,,,,
DECISION,y_fta_given,B,X01_fd_x_oppfoul,X,opp_team_season,3733,24932.223948566832,,,,,,0.0022949142817642,0.0116472545757071,0.1264559068219634,0.1428627544307176,1.350964772510934,,,,,,,,0.0006278930262185,0.103161397670549,0.8668885191347754,0.1573535800165381,1.0290143174999755,0.0006278930262185,3.6549446895204003,,,,,
DECISION,y_fta_given,B,X02_ftr_x_oppftrate,X,opp_team_season,3733,24932.223948566832,,,,,,0.0004427141844864,0.1896838602329451,0.961730449251248,0.1428627544307176,1.012230061408939,,,,,,,,,,,,,0.000340237822628,1.3011903881434217,0.000340237822628,0.2296173044925124,0.9900166389351082,0.1510334966801212,0.9808330180476322
DECISION,y_ftm_given,C,M01_opp_pf_pg,M,opp_team_season,3733,20027.356549691936,0.0070067603266408,0.0016638935108153,0.0049916805324459,0.1330106376158448,1.986348729338304,0.0065945133027641,0.0016638935108153,0.0049916805324459,0.1393291498378683,1.9379452897471288,4.543279400086156e-05,0.6422628951747088,1.0,0.1470727531957065,0.7214274809128723,1.0625136389828658,145.14875098016304,,,,,,,,,,,,
DECISION,y_ftm_given,C,M02_opp_allowed_fta_pg,M,opp_team_season,3733,20027.356549691936,0.0082118442517998,0.0016638935108153,0.0016638935108153,0.1330106376158448,2.1471684126580834,0.0077436033578386,0.0016638935108153,0.0016638935108153,0.1393291498378683,2.117025028854504,,,,,,1.0604680886046693,,,,,,,,,,,,,
DECISION,y_ftm_given,C,M03_opp_allowed_ftm_pg,M,opp_team_season,3733,20027.356549691936,0.0079189360684272,0.0016638935108153,0.0016638935108153,0.1330106376158448,2.1445720599727505,0.0074253693774356,0.0016638935108153,0.0016638935108153,0.1393291498378683,2.1218692241716037,6.077668502148536e-07,0.9750415973377704,1.0,0.1470727531957065,0.8350804295030153,1.0664703216639244,12217.463612585378,,,,,,,,,,,,
DECISION,y_ftm_given,C,M04_opp_allowed_ft_rate,M,opp_team_season,3733,20027.356549691936,0.0067168536658454,0.0016638935108153,0.0066555740432612,0.1330106376158448,2.163893939875135,0.0061739558468385,0.0016638935108153,0.0066555740432612,0.1393291498378683,2.1248035970751897,0.000563192179746,0.0848585690515806,0.8019966722129783,0.1470727531957065,0.859662783129479,1.0879335441449425,10.962431775283099,,,,,,,,,,,,
