target,slice,fold,n_test,split_alpha_eff,split_alpha_exp,single_alpha,mae_split,mae_single,mae_incumbent,mae_naive,gap_vs_single_pct,gap_vs_incumbent_pct,gap_vs_naive_pct
reb,S2_min_lt15,test2022,969,0.03,0.4,0.15,1.3764266321744836,1.3752416132502512,1.3876944125096697,1.3884200962409277,-0.08616805314898207,0.8119785043169686,0.8638209788892957
reb,S2_min_lt15,test2023,1396,0.03,0.3,0.15,1.3814117627788607,1.3965671291341886,1.4090387378292586,1.4201463896577085,1.0851871019421426,1.9606966301692712,2.7275094427542643
reb,S2_min_lt15,test2024,1280,0.05,0.3,0.15,1.3054611303300818,1.3277759162506302,1.3457716049942252,1.3422138196339968,1.6806138481228663,2.995342932972372,2.7382141925745414
reb,S2_min_15_25,test2021,1222,0.03,0.4,0.15,1.8395456598668511,1.8679563340311314,1.8848328245812929,1.9227803194669097,1.5209495878829646,2.40271519700969,4.328869957600532
reb,S2_min_15_25,test2022,1230,0.05,0.4,0.2,1.7222632971409357,1.7500977998456968,1.776821617288934,1.7946399950017362,1.5904541281758762,3.070556977534022,4.032936859892641
reb,S2_min_15_25,test2023,1214,0.03,0.5,0.15,1.8052755124342688,1.7942508741883,1.8172113292586292,1.8309356104649366,-0.6144424062747688,0.6568205157090825,1.4014746277260866
reb,S2_min_15_25,test2024,1286,0.05,0.3,0.15,1.6718539099494643,1.712069600471656,1.7210556094183562,1.7666588613759322,2.3489518481674336,2.8588093957940184,5.366341714247579
reb,S2_min_ge25,test2021,1436,0.05,0.2,0.05,2.0750547186758226,2.0720042838865815,2.146405570384461,2.0696267546326332,-0.14722145185526211,3.324201758191406,-0.26226777514541905
reb,S2_min_ge25,test2022,1831,0.03,0.15,0.05,2.0046076439536296,2.0108985952909793,2.0586485248400486,2.0187817567372055,0.3128427933701642,2.6250659223442643,0.7021121890106844
reb,S2_min_ge25,test2023,1825,0.03,0.2,0.05,2.056812669408947,2.056096485040276,2.140592434430431,2.061533903196476,-0.034832235446221514,3.9138587838546823,0.2290155781677363
reb,S2_min_ge25,test2024,1881,0.03,0.15,0.05,2.1221677045822616,2.129806301785341,2.196347450150302,2.1419488005922696,0.3586522021592434,3.377413968038814,0.9235092829734459
reb,S3_usage_low,test2021,1143,0.02,0.4,0.15,1.7220285036062921,1.723902193140268,1.742424728047524,1.7527732373128635,0.10868885377788222,1.1705655982101972,1.754062251298715
reb,S3_usage_low,test2022,1240,0.03,0.4,0.15,1.5542505782823992,1.558546934237642,1.585642851579325,1.5981551873501432,0.27566420111334283,1.9797820969368132,2.7472056165297047
reb,S3_usage_low,test2023,1561,0.05,0.4,0.15,1.6090638346891466,1.632343477692626,1.6526772322268586,1.65713184057856,1.4261485601293902,2.6389543394959345,2.900674811283045
reb,S3_usage_low,test2024,1643,0.05,0.3,0.15,1.4899877080569501,1.5231695786825532,1.538909669614938,1.5609724294509502,2.1784751409165697,3.1790015050219953,4.5474679792370125
reb,S3_usage_mid,test2021,1145,0.05,0.3,0.1,1.8582787574386854,1.8776586400188051,1.913174380393789,1.8899807997496016,1.0321302374709387,2.869347588890693,1.67737377623711
reb,S3_usage_mid,test2022,1507,0.03,0.3,0.1,1.6879903677419026,1.7085458781223009,1.730922648355037,1.7235537270478098,1.2030997027126284,2.4803119107566527,2.063373989902942
reb,S3_usage_mid,test2023,1468,0.02,0.3,0.1,1.767635120959039,1.7706137621505684,1.819869832131682,1.7749045017674603,0.16822647915666974,2.870244357612017,0.4095646160783478
reb,S3_usage_mid,test2024,1502,0.03,0.3,0.1,1.7817189788572023,1.8061050778294863,1.8382464702870394,1.823743840883373,1.3502037767143815,3.075076837819814,2.3043182427316657
reb,S3_usage_high,test2021,1145,0.05,0.2,0.08,2.025415551814051,2.037263757011153,2.090504588581364,2.0339596429071487,0.581574435628523,3.1135562735828644,0.4200718103180014
reb,S3_usage_high,test2022,1283,0.05,0.2,0.08,2.062686833611957,2.078172282051083,2.1238147754793326,2.0811128329853403,0.7451474823753405,2.878214360928879,0.8853916559128291
reb,S3_usage_high,test2023,1406,0.02,0.2,0.08,1.9573109230062997,1.9573090636253108,2.011590150419433,1.9738527401581787,-9.499680063360157e-05,2.698324377946249,0.8380471762322733
reb,S3_usage_high,test2024,1302,0.03,0.2,0.08,2.0652590800783237,2.071690546830047,2.133425450298661,2.0852701445317092,0.3104453395109659,3.19516063759315,0.9596389468223754
ast,S1_starter1,test2021,1883,0.05,0.2,0.08,1.4343238126279365,1.442263379667879,1.4767141611352361,1.4343177498016477,0.5504935611532187,2.870585900978405,-0.000422697570996869
ast,S1_starter1,test2022,2165,0.05,0.15,0.08,1.4761967249203953,1.4825727583237942,1.5328911465419608,1.4807510417510854,0.4300654634048217,3.698528871372376,0.30756803151084033
ast,S1_starter1,test2023,2409,0.03,0.2,0.05,1.5143054450808837,1.5162977779291478,1.5794963589975664,1.521033570272603,0.13139456360511476,4.127322835872588,0.44233903335305425
ast,S1_starter1,test2024,2421,0.02,0.25,0.05,1.4679381037784425,1.4656363098293481,1.5073479807453525,1.4757950963536268,-0.1570508272521145,2.6145175148888073,0.5323904785018798
ast,S1_starter0,test2021,1550,0.0,0.5,0.15,0.9632939769046905,0.9606286160277693,0.9760959098141928,0.9666309230457069,-0.27746007483543617,1.311544570649744,0.34521408962400124
ast,S1_starter0,test2022,1865,0.05,0.5,0.15,0.9370480552841834,0.9642997272388276,0.9805982962295234,0.9728226349844616,2.8260582456739374,4.441190762088211,3.677400012474998
ast,S1_starter0,test2023,2026,0.03,0.4,0.15,0.8333238974225838,0.8608385986714582,0.8682019468954668,0.8792092695748731,3.196267138966362,4.017273814876893,5.218936348848593
ast,S1_starter0,test2024,2026,0.0,0.5,0.1,0.8845019576816082,0.8951487771391274,0.9010240601903953,0.9263320301857415,1.18939105201553,1.8337026988264629,4.515667292185268
ast,S2_min_lt15,test2021,775,0.01,0.5,0.15,0.8196770156110104,0.8117207738591181,0.8256986368375808,0.804494405853387,-0.9801697835163606,0.7292759074464774,-1.887223782683484
ast,S2_min_lt15,test2022,969,0.08,0.3,0.15,0.7798347288173688,0.7975735337634963,0.7984165158088415,0.8034800109917177,2.2240964870566433,2.327329986736098,2.9428587955989176
ast,S2_min_lt15,test2023,1396,0.05,0.3,0.15,0.7102786076297243,0.721087996914304,0.7267780148189186,0.7339300372634618,1.499038859450654,2.2702127544825674,3.2225727839024683
ast,S2_min_lt15,test2024,1280,0.01,0.5,0.15,0.8041072799968749,0.7945054922885564,0.8011689567218132,0.8051504001109645,-1.2085237674897369,-0.36675450919673847,0.1295559331456357
ast,S2_min_15_25,test2021,1222,0.05,0.4,0.1,1.1216491406135929,1.138672131272268,1.1537447726147445,1.149750149636712,1.494986150197156,2.781865865221901,2.44409700942402
ast,S2_min_15_25,test2022,1230,0.08,0.4,0.15,1.135340820316707,1.1488311445363766,1.1797099289730677,1.1590310759633944,1.1742651897824137,3.7610184984188266,2.0439707043226485
ast,S2_min_15_25,test2023,1214,0.05,0.3,0.15,1.1946810418943137,1.2222480028274605,1.2420190631542423,1.248458809953457,2.2554310474940755,3.811376384168254,4.307532425611079
ast,S2_min_15_25,test2024,1286,0.03,0.4,0.1,1.1376802757643427,1.1390120110117516,1.1607049801062803,1.2022850713088375,0.11692021107187317,1.9836827390737422,5.373500601996533
ast,S2_min_ge25,test2021,1436,0.01,0.25,0.05,1.5182468535214197,1.5187852040304894,1.562540995783639,1.5115740990284898,0.0354461254719261,2.834750728572402,-0.4414440878034756
ast,S2_min_ge25,test2022,1831,0.02,0.15,0.05,1.5301703546750434,1.5392155811052202,1.5962951055574908,1.53793548091271,0.587651693577709,4.142388876106588,0.5049058516458855
ast,S2_min_ge25,test2023,1825,0.01,0.25,0.05,1.5904805347411641,1.5896994025639986,1.6666249982898045,1.5919191910367694,-0.049137099498540615,4.568782037157456,0.09037244501514498
ast,S2_min_ge25,test2024,1881,0.0,0.25,0.03,1.5226611660260703,1.5272132703664993,1.5718242096276673,1.527335198077216,0.29806605460785873,3.127769842229544,0.30602529536607354
ast,S3_usage_low,test2021,1143,0.05,0.4,0.1,1.0185357791337017,1.0253031328305846,1.0403426005530718,1.0244970900684278,0.6600344308126737,2.0961192406979228,0.5818768049724676
ast,S3_usage_low,test2022,1240,0.08,0.4,0.15,1.0645423507650515,1.081706014452272,1.099554241423206,1.0842734723815364,1.586721665397365,3.184189495994021,1.8197550820040536
ast,S3_usage_low,test2023,1561,0.08,0.3,0.15,0.9356876362713095,0.9539048806288424,0.9686728351178708,0.9705111892039816,1.9097548117715433,3.405194989549556,3.5881660428082855
ast,S3_usage_low,test2024,1643,0.01,0.5,0.1,0.9948266988052474,0.9829337689231867,0.9875791187804326,1.015835254140541,-1.2099421403630803,-0.7338733562699188,2.068106540865053
ast,S3_usage_mid,test2021,1145,0.0,0.4,0.08,1.2108145209539944,1.2174198261705742,1.2366453412797247,1.2238539643155781,0.5425659312085396,2.0887815983683407,1.0654411181219487
ast,S3_usage_mid,test2022,1507,0.03,0.3,0.1,1.2119199922506307,1.2385791718106263,1.2772973158617507,1.2420486328266291,2.1524001183568755,5.118410788095329,2.4257214878480444
ast,S3_usage_mid,test2023,1468,0.02,0.4,0.1,1.3437320402428725,1.3569230521411235,1.4032253024368926,1.3624509291398037,0.9721267449496542,4.239751242420008,1.3739128871782218
ast,S3_usage_mid,test2024,1502,0.02,0.4,0.08,1.2005319133517218,1.2151785681774614,1.252498301422602,1.2408130136581907,1.2053088500159106,4.149018646321217,3.246347343481782
ast,S3_usage_high,test2021,1145,0.05,0.15,0.05,1.4277327369994997,1.429552482182415,1.4746994912071638,1.4207731794827936,0.12729474472579622,3.1848355877045824,-0.4898429684067918
ast,S3_usage_high,test2022,1283,0.03,0.1,0.05,1.3993151955875867,1.4027707397377236,1.4490965240553177,1.405981156831088,0.24633705653020818,3.43533557919367,0.47411455061927404
ast,S3_usage_high,test2023,1406,0.01,0.15,0.05,1.3676121551041522,1.3662915360656525,1.4167502372965854,1.3729743389905738,-0.09665719238096224,3.468365905214,0.39055237480722693
ast,S3_usage_high,test2024,1302,0.01,0.2,0.03,1.4727738591627673,1.4719425575130407,1.513762877447957,1.472296583994571,-0.056476500763121114,2.7077568683870004,-0.032417053288364445
