target,protocol,fold,contrast,n_test,mae_hi,mae_lo,gap_pct
pts,P1_LOSO,test2023,SPLIT_tuned_vs_TOT_tuned,4435,4.064248511026379,4.085092276972347,0.5102397824270556
pts,P1_LOSO,test2023,SPLITFORM_vs_SINGLE_tuned,4435,4.061500993034957,4.071979822729555,0.25733992187549964
pts,P1_LOSO,test2023,SPLITFORM_vs_INCUMBENT,4435,4.061500993034957,4.187762521566142,3.0150116650827945
pts,P1_LOSO,test2023,SPLITFORM_vs_NAIVE,4435,4.061500993034957,4.102661221162649,1.003256810856735
pts,P1_LOSO,test2023,FROZEN_SPLIT_vs_INCUMBENT,4435,4.065448581216348,4.187762521566142,2.9207468121676268
pts,P1_LOSO,test2023,FROZEN_SPLIT_vs_NAIVE,4435,4.065448581216348,4.102661221162649,0.9070366267228829
pts,P1_LOSO,test2023,FROZEN_SPLIT_vs_SINGLE_tuned,4435,4.065448581216348,4.071979822729555,0.16039474156405406
pts,P1_LOSO,test2023,SINGLE_tuned_vs_INCUMBENT,4435,4.071979822729555,4.187762521566142,2.7647866429944012
pts,P1_LOSO,test2023,SINGLE_tuned_vs_NAIVE,4435,4.071979822729555,4.102661221162649,0.7478413834130633
pts,P1_LOSO,test2024,SPLIT_tuned_vs_SINGLE_tuned,4447,4.031557957641535,4.051779875409682,0.49908727497449273
pts,P1_LOSO,test2024,SPLIT_tuned_vs_INCUMBENT,4447,4.031557957641535,4.147008954438363,2.7839582230287974
pts,P1_LOSO,test2024,SPLIT_tuned_vs_NAIVE,4447,4.031557957641535,4.1065203967892465,1.825449088389332
pts,P1_LOSO,test2024,SPLIT_tuned_vs_TOT_tuned,4447,4.031557957641535,4.067259430967101,0.8777771354771152
pts,P1_LOSO,test2024,SPLITFORM_vs_SINGLE_tuned,4447,4.027832929595463,4.051779875409682,0.5910228726776056
pts,P1_LOSO,test2024,SPLITFORM_vs_INCUMBENT,4447,4.027832929595463,4.147008954438363,2.8737826745069066
pts,P1_LOSO,test2024,SPLITFORM_vs_NAIVE,4447,4.027832929595463,4.1065203967892465,1.916159171041906
pts,P1_LOSO,test2024,FROZEN_SPLIT_vs_INCUMBENT,4447,4.033100876967765,4.147008954438363,2.746752628751538
pts,P1_LOSO,test2024,FROZEN_SPLIT_vs_NAIVE,4447,4.033100876967765,4.1065203967892465,1.7878766626578948
pts,P1_LOSO,test2024,FROZEN_SPLIT_vs_SINGLE_tuned,4447,4.033100876967765,4.051779875409682,0.46100723672774674
pts,P1_LOSO,test2024,SINGLE_tuned_vs_INCUMBENT,4447,4.051779875409682,4.147008954438363,2.296331647096174
pts,P1_LOSO,test2024,SINGLE_tuned_vs_NAIVE,4447,4.051779875409682,4.1065203967892465,1.3330147202571796
pts,P2_WALKFWD,test2022,SPLIT_tuned_vs_SINGLE_tuned,4030,3.970880851903951,3.9923229442178645,0.537083112100644
pts,P2_WALKFWD,test2022,SPLIT_tuned_vs_INCUMBENT,4030,3.970880851903951,4.093315351053275,2.9910839661503106
pts,P2_WALKFWD,test2022,SPLIT_tuned_vs_NAIVE,4030,3.970880851903951,4.035696742831123,1.6060644557177948
pts,P2_WALKFWD,test2022,SPLIT_tuned_vs_TOT_tuned,4030,3.970880851903951,3.987637377527371,0.4202118707646926
pts,P2_WALKFWD,test2022,SPLITFORM_vs_SINGLE_tuned,4030,3.9703461157065556,3.9923229442178645,0.550477223871336
pts,P2_WALKFWD,test2022,SPLITFORM_vs_INCUMBENT,4030,3.9703461157065556,4.093315351053275,3.004147611424011
pts,P2_WALKFWD,test2022,SPLITFORM_vs_NAIVE,4030,3.9703461157065556,4.035696742831123,1.6193146137814651
pts,P2_WALKFWD,test2022,FROZEN_SPLIT_vs_INCUMBENT,4030,3.9665157130401325,4.093315351053275,3.0977246348858722
pts,P2_WALKFWD,test2022,FROZEN_SPLIT_vs_NAIVE,4030,3.9665157130401325,4.035696742831123,1.7142276588021867
pts,P2_WALKFWD,test2022,FROZEN_SPLIT_vs_SINGLE_tuned,4030,3.9665157130401325,3.9923229442178645,0.6464214327928792
pts,P2_WALKFWD,test2022,SINGLE_tuned_vs_INCUMBENT,4030,3.9923229442178645,4.093315351053275,2.467252048133147
pts,P2_WALKFWD,test2022,SINGLE_tuned_vs_NAIVE,4030,3.9923229442178645,4.035696742831123,1.0747536640434108
pts,P2_WALKFWD,test2023,SPLIT_tuned_vs_SINGLE_tuned,4435,4.064248511026379,4.071979822729555,0.18986615945445073
pts,P2_WALKFWD,test2023,SPLIT_tuned_vs_INCUMBENT,4435,4.064248511026379,4.187762521566142,2.9494034082326888
pts,P2_WALKFWD,test2023,SPLIT_tuned_vs_NAIVE,4435,4.064248511026379,4.102661221162649,0.9362876451540165
pts,P2_WALKFWD,test2023,SPLIT_tuned_vs_TOT_tuned,4435,4.064248511026379,4.085092276972347,0.5102397824270556
pts,P2_WALKFWD,test2023,SPLITFORM_vs_SINGLE_tuned,4435,4.07764356355571,4.071979822729555,-0.13909059162178855
pts,P2_WALKFWD,test2023,SPLITFORM_vs_INCUMBENT,4435,4.07764356355571,4.187762521566142,2.6295416094714334
pts,P2_WALKFWD,test2023,SPLITFORM_vs_NAIVE,4435,4.07764356355571,4.102661221162649,0.6097909687958565
pts,P2_WALKFWD,test2023,FROZEN_SPLIT_vs_INCUMBENT,4435,4.065448581216348,4.187762521566142,2.9207468121676268
pts,P2_WALKFWD,test2023,FROZEN_SPLIT_vs_NAIVE,4435,4.065448581216348,4.102661221162649,0.9070366267228829
pts,P2_WALKFWD,test2023,FROZEN_SPLIT_vs_SINGLE_tuned,4435,4.065448581216348,4.071979822729555,0.16039474156405406
pts,P2_WALKFWD,test2023,SINGLE_tuned_vs_INCUMBENT,4435,4.071979822729555,4.187762521566142,2.7647866429944012
pts,P2_WALKFWD,test2023,SINGLE_tuned_vs_NAIVE,4435,4.071979822729555,4.102661221162649,0.7478413834130633
pts,P2_WALKFWD,test2024,SPLIT_tuned_vs_SINGLE_tuned,4447,4.031557957641535,4.051779875409682,0.49908727497449273
pts,P2_WALKFWD,test2024,SPLIT_tuned_vs_INCUMBENT,4447,4.031557957641535,4.147008954438363,2.7839582230287974
pts,P2_WALKFWD,test2024,SPLIT_tuned_vs_NAIVE,4447,4.031557957641535,4.1065203967892465,1.825449088389332
pts,P2_WALKFWD,test2024,SPLIT_tuned_vs_TOT_tuned,4447,4.031557957641535,4.067259430967101,0.8777771354771152
pts,P2_WALKFWD,test2024,SPLITFORM_vs_SINGLE_tuned,4447,4.027832929595463,4.051779875409682,0.5910228726776056
pts,P2_WALKFWD,test2024,SPLITFORM_vs_INCUMBENT,4447,4.027832929595463,4.147008954438363,2.8737826745069066
pts,P2_WALKFWD,test2024,SPLITFORM_vs_NAIVE,4447,4.027832929595463,4.1065203967892465,1.916159171041906
pts,P2_WALKFWD,test2024,FROZEN_SPLIT_vs_INCUMBENT,4447,4.033100876967765,4.147008954438363,2.746752628751538
pts,P2_WALKFWD,test2024,FROZEN_SPLIT_vs_NAIVE,4447,4.033100876967765,4.1065203967892465,1.7878766626578948
pts,P2_WALKFWD,test2024,FROZEN_SPLIT_vs_SINGLE_tuned,4447,4.033100876967765,4.051779875409682,0.46100723672774674
pts,P2_WALKFWD,test2024,SINGLE_tuned_vs_INCUMBENT,4447,4.051779875409682,4.147008954438363,2.296331647096174
pts,P2_WALKFWD,test2024,SINGLE_tuned_vs_NAIVE,4447,4.051779875409682,4.1065203967892465,1.3330147202571796
pts,P3_HALF,test2021H2,SPLIT_tuned_vs_SINGLE_tuned,1890,4.179586855407457,4.188546262371867,0.2139025428678489
pts,P3_HALF,test2021H2,SPLIT_tuned_vs_INCUMBENT,1890,4.179586855407457,4.304288328400448,2.8971449744708866
pts,P3_HALF,test2021H2,SPLIT_tuned_vs_NAIVE,1890,4.179586855407457,4.248262535420806,1.6165592272311387
pts,P3_HALF,test2021H2,SPLIT_tuned_vs_TOT_tuned,1890,4.179586855407457,4.19606308284322,0.3926591929261092
pts,P3_HALF,test2021H2,SPLITFORM_vs_SINGLE_tuned,1890,4.183580038012927,4.188546262371867,0.11856677825321787
pts,P3_HALF,test2021H2,SPLITFORM_vs_INCUMBENT,1890,4.183580038012927,4.304288328400448,2.8043727830932306
pts,P3_HALF,test2021H2,SPLITFORM_vs_NAIVE,1890,4.183580038012927,4.248262535420806,1.522563562599404
pts,P3_HALF,test2021H2,FROZEN_SPLIT_vs_INCUMBENT,1890,4.190238930252516,4.304288328400448,2.6496691077922017
pts,P3_HALF,test2021H2,FROZEN_SPLIT_vs_NAIVE,1890,4.190238930252516,4.248262535420806,1.3658196659106105
pts,P3_HALF,test2021H2,FROZEN_SPLIT_vs_SINGLE_tuned,1890,4.190238930252516,4.188546262371867,-0.04041182249447802
pts,P3_HALF,test2021H2,SINGLE_tuned_vs_INCUMBENT,1890,4.188546262371867,4.304288328400448,2.6889942586999673
pts,P3_HALF,test2021H2,SINGLE_tuned_vs_NAIVE,1890,4.188546262371867,4.248262535420806,1.4056634341931926
pts,P3_HALF,test2022H2,SPLIT_tuned_vs_SINGLE_tuned,2189,3.937741220250982,3.980094470209816,1.064126750654782
pts,P3_HALF,test2022H2,SPLIT_tuned_vs_INCUMBENT,2189,3.937741220250982,4.093409858088029,3.8029086564460965
pts,P3_HALF,test2022H2,SPLIT_tuned_vs_NAIVE,2189,3.937741220250982,4.067290716263027,3.185154567241604
pts,P3_HALF,test2022H2,SPLIT_tuned_vs_TOT_tuned,2189,3.937741220250982,3.9836488240591947,1.152400872560717
pts,P3_HALF,test2022H2,SPLITFORM_vs_SINGLE_tuned,2189,3.9475466795063623,3.980094470209816,0.8177642753725423
pts,P3_HALF,test2022H2,SPLITFORM_vs_INCUMBENT,2189,3.9475466795063623,4.093409858088029,3.5633660844750494
pts,P3_HALF,test2022H2,SPLITFORM_vs_NAIVE,2189,3.9475466795063623,4.067290716263027,2.944073711718457
pts,P3_HALF,test2022H2,FROZEN_SPLIT_vs_INCUMBENT,2189,3.9317830041484267,4.093409858088029,3.948464960581693
pts,P3_HALF,test2022H2,FROZEN_SPLIT_vs_NAIVE,2189,3.9317830041484267,4.067290716263027,3.331645598205563
pts,P3_HALF,test2022H2,FROZEN_SPLIT_vs_SINGLE_tuned,2189,3.9317830041484267,3.980094470209816,1.2138271195066048
pts,P3_HALF,test2022H2,SINGLE_tuned_vs_INCUMBENT,2189,3.980094470209816,4.093409858088029,2.768239482648363
pts,P3_HALF,test2022H2,SINGLE_tuned_vs_NAIVE,2189,3.980094470209816,4.067290716263027,2.143841002182552
pts,P3_HALF,test2023H2,SPLIT_tuned_vs_SINGLE_tuned,2391,4.065096988176401,4.068526307755803,0.08428898623232041
pts,P3_HALF,test2023H2,SPLIT_tuned_vs_INCUMBENT,2391,4.065096988176401,4.204959550595176,3.3261333607591808
pts,P3_HALF,test2023H2,SPLIT_tuned_vs_NAIVE,2391,4.065096988176401,4.111322647657222,1.1243500800688244
pts,P3_HALF,test2023H2,SPLIT_tuned_vs_TOT_tuned,2391,4.065096988176401,4.087942922352786,0.558861378701358
pts,P3_HALF,test2023H2,SPLITFORM_vs_SINGLE_tuned,2391,4.081970092899716,4.068526307755803,-0.33043377692518316
pts,P3_HALF,test2023H2,SPLITFORM_vs_INCUMBENT,2391,4.081970092899716,4.204959550595176,2.9248666061021336
pts,P3_HALF,test2023H2,SPLITFORM_vs_NAIVE,2391,4.081970092899716,4.111322647657222,0.7139443257812177
pts,P3_HALF,test2023H2,FROZEN_SPLIT_vs_INCUMBENT,2391,4.06842469266675,4.204959550595176,3.2469957507463034
pts,P3_HALF,test2023H2,FROZEN_SPLIT_vs_NAIVE,2391,4.06842469266675,4.111322647657222,1.0434100815443716
pts,P3_HALF,test2023H2,FROZEN_SPLIT_vs_SINGLE_tuned,2391,4.06842469266675,4.068526307755803,0.002497589578311611
pts,P3_HALF,test2023H2,SINGLE_tuned_vs_INCUMBENT,2391,4.068526307755803,4.204959550595176,3.2445791974398874
pts,P3_HALF,test2023H2,SINGLE_tuned_vs_NAIVE,2391,4.068526307755803,4.111322647657222,1.0409384903373113
pts,P3_HALF,test2024H2,SPLIT_tuned_vs_SINGLE_tuned,2397,4.090262074674597,4.112692024441563,0.5453836473449761
pts,P3_HALF,test2024H2,SPLIT_tuned_vs_INCUMBENT,2397,4.090262074674597,4.21044530293015,2.8544065914338006
pts,P3_HALF,test2024H2,SPLIT_tuned_vs_NAIVE,2397,4.090262074674597,4.211648678358888,2.8821635647821857
pts,P3_HALF,test2024H2,SPLIT_tuned_vs_TOT_tuned,2397,4.090262074674597,4.144874192198421,1.3175820300316066
pts,P3_HALF,test2024H2,SPLITFORM_vs_SINGLE_tuned,2397,4.081818740165389,4.112692024441563,0.7506831071399264
pts,P3_HALF,test2024H2,SPLITFORM_vs_INCUMBENT,2397,4.081818740165389,4.21044530293015,3.054939644394555
pts,P3_HALF,test2024H2,SPLITFORM_vs_NAIVE,2397,4.081818740165389,4.211648678358888,3.082639320335913
pts,P3_HALF,test2024H2,FROZEN_SPLIT_vs_INCUMBENT,2397,4.092207484694775,4.21044530293015,2.808202214456761
pts,P3_HALF,test2024H2,FROZEN_SPLIT_vs_NAIVE,2397,4.092207484694775,4.211648678358888,2.8359723895739073
pts,P3_HALF,test2024H2,FROZEN_SPLIT_vs_SINGLE_tuned,2397,4.092207484694775,4.112692024441563,0.4980810531167576
pts,P3_HALF,test2024H2,SINGLE_tuned_vs_INCUMBENT,2397,4.112692024441563,4.21044530293015,2.321685034610445
pts,P3_HALF,test2024H2,SINGLE_tuned_vs_NAIVE,2397,4.112692024441563,4.211648678358888,2.3495942200925573
reb,P1_LOSO,test2021,SPLIT_tuned_vs_SINGLE_tuned,3433,1.8683848737549538,1.8817105544139618,0.7081684602209299
reb,P1_LOSO,test2021,SPLIT_tuned_vs_INCUMBENT,3433,1.8683848737549538,1.9154686523841742,2.458081398023167
reb,P1_LOSO,test2021,SPLIT_tuned_vs_NAIVE,3433,1.8683848737549538,1.8923191427586898,1.2648114402544093
reb,P1_LOSO,test2021,SPLIT_tuned_vs_TOT_tuned,3433,1.8683848737549538,1.8817521284994698,0.7103621429234281
reb,P1_LOSO,test2021,SPLITFORM_vs_SINGLE_tuned,3433,1.8626435681259277,1.8817105544139618,1.0132794463690704
reb,P1_LOSO,test2021,SPLITFORM_vs_INCUMBENT,3433,1.8626435681259277,1.9154686523841742,2.7578151275143754
reb,P1_LOSO,test2021,SPLITFORM_vs_NAIVE,3433,1.8626435681259277,1.8923191427586898,1.568211934351626
reb,P1_LOSO,test2021,FROZEN_SPLIT_vs_INCUMBENT,3433,1.8683286005284514,1.9154686523841742,2.4610192287432007
reb,P1_LOSO,test2021,FROZEN_SPLIT_vs_NAIVE,3433,1.8683286005284514,1.8923191427586898,1.2677852106523735
reb,P1_LOSO,test2021,FROZEN_SPLIT_vs_SINGLE_tuned,3433,1.8683286005284514,1.8817105544139618,0.7111589959529194
reb,P1_LOSO,test2021,SINGLE_tuned_vs_INCUMBENT,3433,1.8817105544139618,1.9154686523841742,1.7623936538034077
reb,P1_LOSO,test2021,SINGLE_tuned_vs_NAIVE,3433,1.8817105544139618,1.8923191427586898,0.5606130649432856
reb,P1_LOSO,test2022,SPLIT_tuned_vs_SINGLE_tuned,4030,1.7647690412297956,1.779079322396722,0.804364425283077
reb,P1_LOSO,test2022,SPLIT_tuned_vs_INCUMBENT,4030,1.7647690412297956,1.8113032069402948,2.569098620937464
reb,P1_LOSO,test2022,SPLIT_tuned_vs_NAIVE,4030,1.7647690412297956,1.7988028942172252,1.8920279201707575
reb,P1_LOSO,test2022,SPLIT_tuned_vs_TOT_tuned,4030,1.7647690412297956,1.7719292071754194,0.40408871396377927
reb,P1_LOSO,test2022,SPLITFORM_vs_SINGLE_tuned,4030,1.7630612678030844,1.779079322396722,0.9003564029994265
reb,P1_LOSO,test2022,SPLITFORM_vs_INCUMBENT,4030,1.7630612678030844,1.8113032069402948,2.6633828589472928
reb,P1_LOSO,test2022,SPLITFORM_vs_NAIVE,4030,1.7630612678030844,1.7988028942172252,1.9869673619629284
reb,P1_LOSO,test2022,FROZEN_SPLIT_vs_INCUMBENT,4030,1.7645219698144692,1.8113032069402948,2.5827391541391798
reb,P1_LOSO,test2022,FROZEN_SPLIT_vs_NAIVE,4030,1.7645219698144692,1.7988028942172252,1.905763244709133
reb,P1_LOSO,test2022,FROZEN_SPLIT_vs_SINGLE_tuned,4030,1.7645219698144692,1.779079322396722,0.8182520250216642
reb,P1_LOSO,test2022,SINGLE_tuned_vs_INCUMBENT,4030,1.779079322396722,1.8113032069402948,1.7790441942631037
reb,P1_LOSO,test2022,SINGLE_tuned_vs_NAIVE,4030,1.779079322396722,1.7988028942172252,1.0964832158048146
reb,P1_LOSO,test2023,SPLIT_tuned_vs_SINGLE_tuned,4435,1.7718856384431467,1.7819593815372765,0.565318334329219
reb,P1_LOSO,test2023,SPLIT_tuned_vs_INCUMBENT,4435,1.7718856384431467,1.8218024407136773,2.7399679106246007
reb,P1_LOSO,test2023,SPLIT_tuned_vs_NAIVE,4435,1.7718856384431467,1.796523013393498,1.3713921150285222
reb,P1_LOSO,test2023,SPLIT_tuned_vs_TOT_tuned,4435,1.7718856384431467,1.7765103753048266,0.2603270392319724
reb,P1_LOSO,test2023,SPLITFORM_vs_SINGLE_tuned,4435,1.7681881985000298,1.7819593815372765,0.7728112761676096
reb,P1_LOSO,test2023,SPLITFORM_vs_INCUMBENT,4435,1.7681881985000298,1.8218024407136773,2.9429229545133575
reb,P1_LOSO,test2023,SPLITFORM_vs_NAIVE,4435,1.7681881985000298,1.796523013393498,1.577203001699698
reb,P1_LOSO,test2023,FROZEN_SPLIT_vs_INCUMBENT,4435,1.7718856384431467,1.8218024407136773,2.7399679106246007
reb,P1_LOSO,test2023,FROZEN_SPLIT_vs_NAIVE,4435,1.7718856384431467,1.796523013393498,1.3713921150285222
reb,P1_LOSO,test2023,FROZEN_SPLIT_vs_SINGLE_tuned,4435,1.7718856384431467,1.7819593815372765,0.565318334329219
reb,P1_LOSO,test2023,SINGLE_tuned_vs_INCUMBENT,4435,1.7819593815372765,1.8218024407136773,2.187013162678195
reb,P1_LOSO,test2023,SINGLE_tuned_vs_NAIVE,4435,1.7819593815372765,1.796523013393498,0.8106565709231764
reb,P1_LOSO,test2024,SPLIT_tuned_vs_SINGLE_tuned,4447,1.75816048974705,1.7814906906788495,1.3095887087071647
reb,P1_LOSO,test2024,SPLIT_tuned_vs_INCUMBENT,4447,1.75816048974705,1.814075718875047,3.0822985251503927
reb,P1_LOSO,test2024,SPLIT_tuned_vs_NAIVE,4447,1.75816048974705,1.8032297456206483,2.4993629338166268
reb,P1_LOSO,test2024,SPLIT_tuned_vs_TOT_tuned,4447,1.75816048974705,1.7807374543258874,1.2678435287578143
reb,P1_LOSO,test2024,SPLITFORM_vs_SINGLE_tuned,4447,1.7580186856404885,1.7814906906788495,1.3175485654329648
reb,P1_LOSO,test2024,SPLITFORM_vs_INCUMBENT,4447,1.7580186856404885,1.814075718875047,3.090115404296399
reb,P1_LOSO,test2024,SPLITFORM_vs_NAIVE,4447,1.7580186856404885,1.8032297456206483,2.507226829524087
reb,P1_LOSO,test2024,FROZEN_SPLIT_vs_INCUMBENT,4447,1.757938286525643,1.814075718875047,3.094547364550811
reb,P1_LOSO,test2024,FROZEN_SPLIT_vs_NAIVE,4447,1.757938286525643,1.8032297456206483,2.5116854469044143
reb,P1_LOSO,test2024,FROZEN_SPLIT_vs_SINGLE_tuned,4447,1.757938286525643,1.7814906906788495,1.3220615901299864
reb,P1_LOSO,test2024,SINGLE_tuned_vs_INCUMBENT,4447,1.7814906906788495,1.814075718875047,1.796233082068054
reb,P1_LOSO,test2024,SINGLE_tuned_vs_NAIVE,4447,1.7814906906788495,1.8032297456206483,1.2055621306488897
reb,P2_WALKFWD,test2022,SPLIT_tuned_vs_SINGLE_tuned,4030,1.7645219698144692,1.7808574622710984,0.9172824216822415
reb,P2_WALKFWD,test2022,SPLIT_tuned_vs_INCUMBENT,4030,1.7645219698144692,1.8113032069402948,2.5827391541391798
reb,P2_WALKFWD,test2022,SPLIT_tuned_vs_NAIVE,4030,1.7645219698144692,1.7988028942172252,1.905763244709133
reb,P2_WALKFWD,test2022,SPLIT_tuned_vs_TOT_tuned,4030,1.7645219698144692,1.7719292071754194,0.4180323531524056
reb,P2_WALKFWD,test2022,SPLITFORM_vs_SINGLE_tuned,4030,1.7608312792483654,1.7808574622710984,1.1245247554621247
reb,P2_WALKFWD,test2022,SPLITFORM_vs_INCUMBENT,4030,1.7608312792483654,1.8113032069402948,2.7864980031249464
reb,P2_WALKFWD,test2022,SPLITFORM_vs_NAIVE,4030,1.7608312792483654,1.7988028942172252,2.1109380628044687
reb,P2_WALKFWD,test2022,FROZEN_SPLIT_vs_INCUMBENT,4030,1.7645219698144692,1.8113032069402948,2.5827391541391798
reb,P2_WALKFWD,test2022,FROZEN_SPLIT_vs_NAIVE,4030,1.7645219698144692,1.7988028942172252,1.905763244709133
reb,P2_WALKFWD,test2022,FROZEN_SPLIT_vs_SINGLE_tuned,4030,1.7645219698144692,1.7808574622710984,0.9172824216822415
reb,P2_WALKFWD,test2022,SINGLE_tuned_vs_INCUMBENT,4030,1.7808574622710984,1.8113032069402948,1.680875104319292
reb,P2_WALKFWD,test2022,SINGLE_tuned_vs_NAIVE,4030,1.7808574622710984,1.7988028942172252,0.9976319253108582
reb,P2_WALKFWD,test2023,SPLIT_tuned_vs_SINGLE_tuned,4435,1.7718856384431467,1.7819593815372765,0.565318334329219
reb,P2_WALKFWD,test2023,SPLIT_tuned_vs_INCUMBENT,4435,1.7718856384431467,1.8218024407136773,2.7399679106246007
reb,P2_WALKFWD,test2023,SPLIT_tuned_vs_NAIVE,4435,1.7718856384431467,1.796523013393498,1.3713921150285222
reb,P2_WALKFWD,test2023,SPLIT_tuned_vs_TOT_tuned,4435,1.7718856384431467,1.7765103753048266,0.2603270392319724
reb,P2_WALKFWD,test2023,SPLITFORM_vs_SINGLE_tuned,4435,1.7681881985000298,1.7819593815372765,0.7728112761676096
reb,P2_WALKFWD,test2023,SPLITFORM_vs_INCUMBENT,4435,1.7681881985000298,1.8218024407136773,2.9429229545133575
reb,P2_WALKFWD,test2023,SPLITFORM_vs_NAIVE,4435,1.7681881985000298,1.796523013393498,1.577203001699698
reb,P2_WALKFWD,test2023,FROZEN_SPLIT_vs_INCUMBENT,4435,1.7718856384431467,1.8218024407136773,2.7399679106246007
reb,P2_WALKFWD,test2023,FROZEN_SPLIT_vs_NAIVE,4435,1.7718856384431467,1.796523013393498,1.3713921150285222
reb,P2_WALKFWD,test2023,FROZEN_SPLIT_vs_SINGLE_tuned,4435,1.7718856384431467,1.7819593815372765,0.565318334329219
reb,P2_WALKFWD,test2023,SINGLE_tuned_vs_INCUMBENT,4435,1.7819593815372765,1.8218024407136773,2.187013162678195
reb,P2_WALKFWD,test2023,SINGLE_tuned_vs_NAIVE,4435,1.7819593815372765,1.796523013393498,0.8106565709231764
reb,P2_WALKFWD,test2024,SPLIT_tuned_vs_SINGLE_tuned,4447,1.75816048974705,1.7814906906788495,1.3095887087071647
reb,P2_WALKFWD,test2024,SPLIT_tuned_vs_INCUMBENT,4447,1.75816048974705,1.814075718875047,3.0822985251503927
reb,P2_WALKFWD,test2024,SPLIT_tuned_vs_NAIVE,4447,1.75816048974705,1.8032297456206483,2.4993629338166268
reb,P2_WALKFWD,test2024,SPLIT_tuned_vs_TOT_tuned,4447,1.75816048974705,1.7807374543258874,1.2678435287578143
reb,P2_WALKFWD,test2024,SPLITFORM_vs_SINGLE_tuned,4447,1.7580186856404885,1.7814906906788495,1.3175485654329648
reb,P2_WALKFWD,test2024,SPLITFORM_vs_INCUMBENT,4447,1.7580186856404885,1.814075718875047,3.090115404296399
reb,P2_WALKFWD,test2024,SPLITFORM_vs_NAIVE,4447,1.7580186856404885,1.8032297456206483,2.507226829524087
reb,P2_WALKFWD,test2024,FROZEN_SPLIT_vs_INCUMBENT,4447,1.757938286525643,1.814075718875047,3.094547364550811
reb,P2_WALKFWD,test2024,FROZEN_SPLIT_vs_NAIVE,4447,1.757938286525643,1.8032297456206483,2.5116854469044143
