absence_game_id,n_playing,n_gainers,total_pos_delta,top1_share,top2_share,hhi,even_split_top1_baseline
1022300102,8.0,6.0,0.3220049342105259,0.39353046036602546,0.6716706081857611,0.26281580768076196,0.16666666666666666
1022300103,10.0,6.0,0.5047061289587602,0.612446026355174,0.8076562761832674,0.4267141585339562,0.16666666666666666
1022300105,7.0,2.0,0.0412244318181818,0.5292536696299357,1.0,0.5017115543736348,0.5
1022300106,18.0,10.0,0.6780153283850648,0.23211127154727407,0.42738709269332076,0.15517905271574448,0.1
1022300108,16.0,7.0,0.5281412187563501,0.26710929494126406,0.5017766445032695,0.18041488172259126,0.14285714285714285
1022300109,10.0,7.0,0.3989220019746332,0.546736610360648,0.6581479745482532,0.3381880127893212,0.14285714285714285
1022300111,8.0,5.0,0.2358523391812864,0.4868865567835958,0.6428717541826028,0.30522986272024905,0.2
1022300115,10.0,5.0,0.35171206690561496,0.5045162254613891,0.7549315007999786,0.34633183561503944,0.2
1022300117,8.0,4.0,0.17176169590643262,0.5281865770098313,0.7542750138315533,0.37832909804954856,0.25
1022300125,9.0,4.0,0.21473935483870943,0.43457334623219196,0.6589732939557637,0.2974210359393092,0.25
1022300126,10.0,5.0,0.55955641025641,0.4053210647628387,0.6570085278173645,0.29118979332665634,0.2
1022300132,9.0,5.0,0.2000729838709676,0.35893151894167674,0.5994687422533314,0.24463023640113876,0.2
1022300137,7.0,4.0,0.1723497983870966,0.4885038983219377,0.7577600879681353,0.35073398610536277,0.25
1022300139,9.0,5.0,0.1938124069478906,0.35534860139502006,0.658734751569654,0.2628582958602467,0.2
1022300140,40.0,23.0,1.452715968580765,0.14422373923303491,0.2849039723086649,0.07165920295498564,0.043478260869565216
1022300145,18.0,8.0,0.46396841908863573,0.2466102220135184,0.48689751248191593,0.16465381335581664,0.125
1022300147,11.0,6.0,0.3175499443442639,0.2489829317788082,0.4891280361138154,0.21351975102438947,0.16666666666666666
1022300148,9.0,4.0,0.24435743826066386,0.4638894543850889,0.7040798415084742,0.3173800547258453,0.25
1022300151,20.0,14.0,0.4432945698822864,0.1469113416329315,0.28443957090397415,0.09709783269264027,0.07142857142857142
