event_key,top1_share,n_gainers,event_key_parts,player_id,team_id,season,game_id,is_starter_type,pos_simple,co_absent_count
100940_1611661317_2023_1022300197,0.3778758016636492,5.0,"['100940', '1611661317', '2023', '1022300197']",100940,1611661317,2023,1022300197,True,G,2
100940_1611661317_2023_1022300207,0.720415275096594,3.0,"['100940', '1611661317', '2023', '1022300207']",100940,1611661317,2023,1022300207,True,G,1
100940_1611661317_2023_1022300213,0.5137177232133363,3.0,"['100940', '1611661317', '2023', '1022300213']",100940,1611661317,2023,1022300213,True,G,1
100940_1611661317_2023_1022300222,0.6900758248697378,4.0,"['100940', '1611661317', '2023', '1022300222']",100940,1611661317,2023,1022300222,True,G,1
100940_1611661317_2023_1022300227,0.35781741522155297,5.0,"['100940', '1611661317', '2023', '1022300227']",100940,1611661317,2023,1022300227,True,G,1
100940_1611661317_2023_1022300234,0.3578882372799209,5.0,"['100940', '1611661317', '2023', '1022300234']",100940,1611661317,2023,1022300234,True,G,1
100940_1611661317_2024_1022400109,0.6543539512672003,2.0,"['100940', '1611661317', '2024', '1022400109']",100940,1611661317,2024,1022400109,True,G,1
100940_1611661317_2024_1022400132,0.4924949920162326,6.0,"['100940', '1611661317', '2024', '1022400132']",100940,1611661317,2024,1022400132,True,G,1
100940_1611661317_2024_1022400135,0.4462696892257044,4.0,"['100940', '1611661317', '2024', '1022400135']",100940,1611661317,2024,1022400135,True,G,1
1627668_1611661313_2024_1022400137,0.4251484389402714,6.0,"['1627668', '1611661313', '2024', '1022400137']",1627668,1611661313,2024,1022400137,True,F,1
1627668_1611661313_2024_1022400145,0.47552600974604214,3.0,"['1627668', '1611661313', '2024', '1022400145']",1627668,1611661313,2024,1022400145,True,F,1
1627668_1611661328_2021_1022100120,0.46408597424784076,3.0,"['1627668', '1611661328', '2021', '1022100120']",1627668,1611661328,2021,1022100120,True,F,1
1627668_1611661328_2021_1022100131,0.4777471982759182,6.0,"['1627668', '1611661328', '2021', '1022100131']",1627668,1611661328,2021,1022100131,True,F,1
1627668_1611661328_2021_1022100187,0.6694119402409073,4.0,"['1627668', '1611661328', '2021', '1022100187']",1627668,1611661328,2021,1022100187,True,F,1
1627669_1611661317_2023_1022300049,0.7429002379886076,4.0,"['1627669', '1611661317', '2023', '1022300049']",1627669,1611661317,2023,1022300049,True,G,1
1627671_1611661324_2021_1022100138,0.6080499580947145,2.0,"['1627671', '1611661324', '2021', '1022100138']",1627671,1611661324,2021,1022100138,False,G,1
1627671_1611661324_2021_1022100141,0.3571060893772961,3.0,"['1627671', '1611661324', '2021', '1022100141']",1627671,1611661324,2021,1022100141,False,G,1
1627671_1611661324_2021_1022100190,0.4475097990084546,3.0,"['1627671', '1611661324', '2021', '1022100190']",1627671,1611661324,2021,1022100190,False,G,1
1627671_1611661324_2023_1022300038,0.4136188475464009,5.0,"['1627671', '1611661324', '2023', '1022300038']",1627671,1611661324,2023,1022300038,False,G,3
1627671_1611661324_2023_1022300125,0.38447317302570344,3.0,"['1627671', '1611661324', '2023', '1022300125']",1627671,1611661324,2023,1022300125,False,G,1
1627671_1611661324_2023_1022300132,0.5513812624146429,5.0,"['1627671', '1611661324', '2023', '1022300132']",1627671,1611661324,2023,1022300132,False,G,1
1627671_1611661324_2023_1022300140,0.5432622237152122,5.0,"['1627671', '1611661324', '2023', '1022300140']",1627671,1611661324,2023,1022300140,False,G,2
1627671_1611661324_2023_1022300145,0.5091946642727726,4.0,"['1627671', '1611661324', '2023', '1022300145']",1627671,1611661324,2023,1022300145,False,G,2
1627671_1611661324_2023_1022300151,0.2718406203317196,7.0,"['1627671', '1611661324', '2023', '1022300151']",1627671,1611661324,2023,1022300151,False,G,2
1627671_1611661324_2023_1022300160,0.41235144518129624,3.0,"['1627671', '1611661324', '2023', '1022300160']",1627671,1611661324,2023,1022300160,False,G,2
1627672_1611661324_2022_1022200198,0.46493152096591844,5.0,"['1627672', '1611661324', '2022', '1022200198']",1627672,1611661324,2022,1022200198,True,G,1
1627672_1611661324_2023_1022300038,0.3894393375464141,6.0,"['1627672', '1611661324', '2023', '1022300038']",1627672,1611661324,2023,1022300038,False,G,3
1627672_1611661324_2023_1022300043,0.4729315374474396,5.0,"['1627672', '1611661324', '2023', '1022300043']",1627672,1611661324,2023,1022300043,False,G,2
1627672_1611661324_2023_1022300051,0.51350117403513,5.0,"['1627672', '1611661324', '2023', '1022300051']",1627672,1611661324,2023,1022300051,False,G,2
1627672_1611661324_2023_1022300068,0.453860965284606,4.0,"['1627672', '1611661324', '2023', '1022300068']",1627672,1611661324,2023,1022300068,False,G,2
1627672_1611661324_2023_1022300072,0.37986724410399814,7.0,"['1627672', '1611661324', '2023', '1022300072']",1627672,1611661324,2023,1022300072,False,G,2
1627672_1611661324_2023_1022300083,0.5247058899417091,4.0,"['1627672', '1611661324', '2023', '1022300083']",1627672,1611661324,2023,1022300083,False,G,1
1627672_1611661324_2023_1022300089,0.6355131278861526,4.0,"['1627672', '1611661324', '2023', '1022300089']",1627672,1611661324,2023,1022300089,False,G,1
1627672_1611661324_2023_1022300093,0.31194138634837226,5.0,"['1627672', '1611661324', '2023', '1022300093']",1627672,1611661324,2023,1022300093,False,G,1
1627672_1611661324_2023_1022300099,0.5482052396329942,4.0,"['1627672', '1611661324', '2023', '1022300099']",1627672,1611661324,2023,1022300099,False,G,1
1627672_1611661324_2023_1022300106,0.4662883188058409,7.0,"['1627672', '1611661324', '2023', '1022300106']",1627672,1611661324,2023,1022300106,False,G,1
1627672_1611661324_2023_1022300111,0.38349212587161247,6.0,"['1627672', '1611661324', '2023', '1022300111']",1627672,1611661324,2023,1022300111,False,G,1
1627672_1611661324_2023_1022300117,0.5426642430933025,5.0,"['1627672', '1611661324', '2023', '1022300117']",1627672,1611661324,2023,1022300117,False,G,1
1627672_1611661324_2023_1022300140,0.5463837475700858,5.0,"['1627672', '1611661324', '2023', '1022300140']",1627672,1611661324,2023,1022300140,False,G,2
1627672_1611661324_2023_1022300160,0.43732845934164005,4.0,"['1627672', '1611661324', '2023', '1022300160']",1627672,1611661324,2023,1022300160,False,G,2
1627672_1611661324_2023_1022300187,0.3984976447921156,4.0,"['1627672', '1611661324', '2023', '1022300187']",1627672,1611661324,2023,1022300187,False,G,1
1627672_1611661324_2023_1022300196,0.5859744374679648,6.0,"['1627672', '1611661324', '2023', '1022300196']",1627672,1611661324,2023,1022300196,False,G,1
1627672_1611661324_2023_1022300232,0.7999442702729807,4.0,"['1627672', '1611661324', '2023', '1022300232']",1627672,1611661324,2023,1022300232,False,G,1
1627672_1611661330_2024_1022400085,0.4447146180112092,4.0,"['1627672', '1611661330', '2024', '1022400085']",1627672,1611661330,2024,1022400085,False,G,1
1627672_1611661330_2024_1022400106,0.37955183033756035,3.0,"['1627672', '1611661330', '2024', '1022400106']",1627672,1611661330,2024,1022400106,False,G,2
1627672_1611661330_2024_1022400123,0.5005147039385304,4.0,"['1627672', '1611661330', '2024', '1022400123']",1627672,1611661330,2024,1022400123,False,G,3
1627672_1611661330_2024_1022400130,0.3410270706407709,5.0,"['1627672', '1611661330', '2024', '1022400130']",1627672,1611661330,2024,1022400130,False,G,2
1627672_1611661330_2024_1022400152,0.35981397244018576,5.0,"['1627672', '1611661330', '2024', '1022400152']",1627672,1611661330,2024,1022400152,False,G,1
1627672_1611661330_2024_1022400184,0.4230360835985512,3.0,"['1627672', '1611661330', '2024', '1022400184']",1627672,1611661330,2024,1022400184,False,G,2
1627672_1611661330_2024_1022400198,0.3987829121401083,4.0,"['1627672', '1611661330', '2024', '1022400198']",1627672,1611661330,2024,1022400198,False,G,2
1627672_1611661330_2024_1022400208,0.5072086964386766,3.0,"['1627672', '1611661330', '2024', '1022400208']",1627672,1611661330,2024,1022400208,False,G,2
1627672_1611661330_2024_1022400226,0.5374600167848353,3.0,"['1627672', '1611661330', '2024', '1022400226']",1627672,1611661330,2024,1022400226,False,G,2
1627673_1611661323_2022_1022200150,0.431749905611656,5.0,"['1627673', '1611661323', '2022', '1022200150']",1627673,1611661323,2022,1022200150,True,C,1
1627673_1611661323_2022_1022200154,0.5722836920862611,3.0,"['1627673', '1611661323', '2022', '1022200154']",1627673,1611661323,2022,1022200154,True,C,1
1627673_1611661323_2022_1022200161,0.4373916614671504,4.0,"['1627673', '1611661323', '2022', '1022200161']",1627673,1611661323,2022,1022200161,True,C,1
1627674_1611661317_2024_1022400223,0.5472172772880028,3.0,"['1627674', '1611661317', '2024', '1022400223']",1627674,1611661317,2024,1022400223,True,Hybrid,1
1627674_1611661317_2024_1022400227,0.5384268884365148,3.0,"['1627674', '1611661317', '2024', '1022400227']",1627674,1611661317,2024,1022400227,True,Hybrid,1
1627674_1611661329_2022_1022200111,0.25312503363376265,5.0,"['1627674', '1611661329', '2022', '1022200111']",1627674,1611661329,2022,1022200111,True,Hybrid,2
1627674_1611661329_2023_1022300057,0.6289654187412121,2.0,"['1627674', '1611661329', '2023', '1022300057']",1627674,1611661329,2023,1022300057,True,Hybrid,1
1627674_1611661329_2023_1022300236,0.4613447980642794,4.0,"['1627674', '1611661329', '2023', '1022300236']",1627674,1611661329,2023,1022300236,True,Hybrid,1
1627675_1611661323_2022_1022200019,0.28242975940016257,5.0,"['1627675', '1611661323', '2022', '1022200019']",1627675,1611661323,2022,1022200019,True,G,1
1627676_1611661325_2021_1022100181,0.5415083683460903,5.0,"['1627676', '1611661325', '2021', '1022100181']",1627676,1611661325,2021,1022100181,True,G,1
1627676_1611661325_2021_1022100184,0.4633832561199711,4.0,"['1627676', '1611661325', '2021', '1022100184']",1627676,1611661325,2021,1022100184,True,G,1
1627676_1611661325_2021_1022100192,0.8515986543579006,3.0,"['1627676', '1611661325', '2021', '1022100192']",1627676,1611661325,2021,1022100192,True,G,1
1628242_1611661325_2022_1022200064,0.42310352081620883,5.0,"['1628242', '1611661325', '2022', '1022200064']",1628242,1611661325,2022,1022200064,False,F,1
1628242_1611661325_2023_1022300018,0.4808419855708972,3.0,"['1628242', '1611661325', '2023', '1022300018']",1628242,1611661325,2023,1022300018,False,F,1
1628242_1611661325_2023_1022300036,0.460324614548888,5.0,"['1628242', '1611661325', '2023', '1022300036']",1628242,1611661325,2023,1022300036,False,F,1
1628242_1611661325_2023_1022300043,0.6973350054333238,4.0,"['1628242', '1611661325', '2023', '1022300043']",1628242,1611661325,2023,1022300043,False,F,1
1628242_1611661325_2023_1022300052,0.7264083223513504,4.0,"['1628242', '1611661325', '2023', '1022300052']",1628242,1611661325,2023,1022300052,False,F,1
1628242_1611661325_2023_1022300057,0.37649602906853524,5.0,"['1628242', '1611661325', '2023', '1022300057']",1628242,1611661325,2023,1022300057,False,F,1
1628242_1611661325_2023_1022300081,0.37681692674487643,5.0,"['1628242', '1611661325', '2023', '1022300081']",1628242,1611661325,2023,1022300081,False,F,1
1628242_1611661325_2023_1022300095,0.3022025382017766,5.0,"['1628242', '1611661325', '2023', '1022300095']",1628242,1611661325,2023,1022300095,False,F,1
1628242_1611661325_2023_1022300103,0.6621164445572304,5.0,"['1628242', '1611661325', '2023', '1022300103']",1628242,1611661325,2023,1022300103,False,F,1
1628242_1611661325_2023_1022300109,0.43869056535200324,6.0,"['1628242', '1611661325', '2023', '1022300109']",1628242,1611661325,2023,1022300109,False,F,1
1628242_1611661325_2023_1022300180,0.3101835280640492,5.0,"['1628242', '1611661325', '2023', '1022300180']",1628242,1611661325,2023,1022300180,False,F,1
1628276_1611661319_2021_1022100032,0.6050145713349124,2.0,"['1628276', '1611661319', '2021', '1022100032']",1628276,1611661319,2021,1022100032,False,G,1
1628276_1611661319_2021_1022100036,0.49293242032393764,4.0,"['1628276', '1611661319', '2021', '1022100036']",1628276,1611661319,2021,1022100036,False,G,1
1628276_1611661319_2021_1022100038,0.2805899443792474,5.0,"['1628276', '1611661319', '2021', '1022100038']",1628276,1611661319,2021,1022100038,False,G,1
1628279_1611661320_2022_1022200136,0.5008688640351561,5.0,"['1628279', '1611661320', '2022', '1022200136']",1628279,1611661320,2022,1022200136,True,G,2
1628279_1611661322_2024_1022400014,0.3315064944751226,7.0,"['1628279', '1611661322', '2024', '1022400014']",1628279,1611661322,2024,1022400014,True,G,1
1628279_1611661322_2024_1022400023,0.5759200563313153,4.0,"['1628279', '1611661322', '2024', '1022400023']",1628279,1611661322,2024,1022400023,True,G,1
1628279_1611661322_2024_1022400028,0.18584850912355014,7.0,"['1628279', '1611661322', '2024', '1022400028']",1628279,1611661322,2024,1022400028,True,G,1
1628279_1611661322_2024_1022400036,0.5103159123426364,5.0,"['1628279', '1611661322', '2024', '1022400036']",1628279,1611661322,2024,1022400036,True,G,1
1628279_1611661322_2024_1022400049,0.44803452727072307,6.0,"['1628279', '1611661322', '2024', '1022400049']",1628279,1611661322,2024,1022400049,True,G,1
1628279_1611661322_2024_1022400054,0.3744435566885955,6.0,"['1628279', '1611661322', '2024', '1022400054']",1628279,1611661322,2024,1022400054,True,G,1
1628279_1611661322_2024_1022400056,0.3458792689448706,5.0,"['1628279', '1611661322', '2024', '1022400056']",1628279,1611661322,2024,1022400056,True,G,1
1628279_1611661322_2024_1022400062,0.5899599900294404,4.0,"['1628279', '1611661322', '2024', '1022400062']",1628279,1611661322,2024,1022400062,True,G,1
1628279_1611661322_2024_1022400074,0.3372989089066126,6.0,"['1628279', '1611661322', '2024', '1022400074']",1628279,1611661322,2024,1022400074,True,G,1
1628279_1611661322_2024_1022400084,0.5124336580891391,5.0,"['1628279', '1611661322', '2024', '1022400084']",1628279,1611661322,2024,1022400084,True,G,1
1628279_1611661322_2024_1022400095,0.28881007253845686,5.0,"['1628279', '1611661322', '2024', '1022400095']",1628279,1611661322,2024,1022400095,True,G,1
1628279_1611661322_2024_1022400099,0.42606100956502396,5.0,"['1628279', '1611661322', '2024', '1022400099']",1628279,1611661322,2024,1022400099,True,G,1
1628279_1611661322_2024_1022400104,0.40099988601774145,5.0,"['1628279', '1611661322', '2024', '1022400104']",1628279,1611661322,2024,1022400104,True,G,1
1628279_1611661322_2024_1022400122,0.3335435191880998,6.0,"['1628279', '1611661322', '2024', '1022400122']",1628279,1611661322,2024,1022400122,True,G,1
1628279_1611661322_2024_1022400129,0.3126409372092005,6.0,"['1628279', '1611661322', '2024', '1022400129']",1628279,1611661322,2024,1022400129,True,G,1
1628279_1611661322_2024_1022400140,0.4969500319469656,5.0,"['1628279', '1611661322', '2024', '1022400140']",1628279,1611661322,2024,1022400140,True,G,1
1628279_1611661322_2024_1022400143,0.3741784016613661,5.0,"['1628279', '1611661322', '2024', '1022400143']",1628279,1611661322,2024,1022400143,True,G,1
1628878_1611661322_2021_1022100177,0.3293306822595074,7.0,"['1628878', '1611661322', '2021', '1022100177']",1628878,1611661322,2021,1022100177,True,G,2
1628878_1611661322_2023_1022300140,0.2961198716769363,5.0,"['1628878', '1611661322', '2023', '1022300140']",1628878,1611661322,2023,1022300140,True,G,3
1628878_1611661322_2023_1022300170,0.5815303919083287,6.0,"['1628878', '1611661322', '2023', '1022300170']",1628878,1611661322,2023,1022300170,True,G,3
1628878_1611661322_2023_1022300223,0.631896963784871,5.0,"['1628878', '1611661322', '2023', '1022300223']",1628878,1611661322,2023,1022300223,True,G,2
1628878_1611661322_2023_1022300227,0.468025798208875,6.0,"['1628878', '1611661322', '2023', '1022300227']",1628878,1611661322,2023,1022300227,True,G,2
1628882_1611661320_2024_1022400092,0.4207269314801297,4.0,"['1628882', '1611661320', '2024', '1022400092']",1628882,1611661320,2024,1022400092,True,G,2
1628882_1611661320_2024_1022400103,0.3514958678197273,4.0,"['1628882', '1611661320', '2024', '1022400103']",1628882,1611661320,2024,1022400103,True,G,2
1628882_1611661320_2024_1022400162,0.8264197733616375,3.0,"['1628882', '1611661320', '2024', '1022400162']",1628882,1611661320,2024,1022400162,True,G,2
1628882_1611661320_2024_1022400170,0.4546378220164798,4.0,"['1628882', '1611661320', '2024', '1022400170']",1628882,1611661320,2024,1022400170,True,G,1
1628882_1611661320_2024_1022400199,0.4035850320981576,5.0,"['1628882', '1611661320', '2024', '1022400199']",1628882,1611661320,2024,1022400199,True,G,2
1628882_1611661320_2024_1022400229,0.5123132682655539,2.0,"['1628882', '1611661320', '2024', '1022400229']",1628882,1611661320,2024,1022400229,True,G,1
1628882_1611661320_2024_1022400238,0.4882423594138969,3.0,"['1628882', '1611661320', '2024', '1022400238']",1628882,1611661320,2024,1022400238,True,G,1
1628886_1611661320_2022_1022200051,0.7206336274024248,2.0,"['1628886', '1611661320', '2022', '1022200051']",1628886,1611661320,2022,1022200051,True,G,1
1628886_1611661320_2022_1022200055,0.6398126684626246,2.0,"['1628886', '1611661320', '2022', '1022200055']",1628886,1611661320,2022,1022200055,True,G,1
1628886_1611661320_2022_1022200108,0.5371274541792596,5.0,"['1628886', '1611661320', '2022', '1022200108']",1628886,1611661320,2022,1022200108,True,G,2
1628890_1611661317_2022_1022200152,0.5658174050956858,5.0,"['1628890', '1611661317', '2022', '1022200152']",1628890,1611661317,2022,1022200152,True,G,1
1628890_1611661317_2022_1022200163,0.4137173870012364,4.0,"['1628890', '1611661317', '2022', '1022200163']",1628890,1611661317,2022,1022200163,True,G,1
1628890_1611661317_2022_1022200172,0.4751461849694377,3.0,"['1628890', '1611661317', '2022', '1022200172']",1628890,1611661317,2022,1022200172,True,G,1
1628890_1611661317_2022_1022200178,0.3717678903553847,5.0,"['1628890', '1611661317', '2022', '1022200178']",1628890,1611661317,2022,1022200178,True,G,1
1628890_1611661317_2022_1022200182,0.3829786492416752,4.0,"['1628890', '1611661317', '2022', '1022200182']",1628890,1611661317,2022,1022200182,True,G,1
1628899_1611661322_2021_1022100081,0.5329483737022601,3.0,"['1628899', '1611661322', '2021', '1022100081']",1628899,1611661322,2021,1022100081,True,F,1
1628899_1611661322_2021_1022100093,0.5145373518471819,4.0,"['1628899', '1611661322', '2021', '1022100093']",1628899,1611661322,2021,1022100093,True,F,1
1628899_1611661322_2021_1022100114,0.7130511025923544,3.0,"['1628899', '1611661322', '2021', '1022100114']",1628899,1611661322,2021,1022100114,True,F,1
1628899_1611661322_2021_1022100164,0.36653698215224395,5.0,"['1628899', '1611661322', '2021', '1022100164']",1628899,1611661322,2021,1022100164,True,F,1
1628899_1611661322_2021_1022100169,0.5434555234430387,5.0,"['1628899', '1611661322', '2021', '1022100169']",1628899,1611661322,2021,1022100169,True,F,1
1628899_1611661322_2021_1022100177,0.32575773257231844,7.0,"['1628899', '1611661322', '2021', '1022100177']",1628899,1611661322,2021,1022100177,True,F,2
1628899_1611661322_2022_1022200207,0.4461177695670113,5.0,"['1628899', '1611661322', '2022', '1022200207']",1628899,1611661322,2022,1022200207,False,F,1
1628899_1611661322_2022_1022200213,0.339577208066763,5.0,"['1628899', '1611661322', '2022', '1022200213']",1628899,1611661322,2022,1022200213,False,F,1
1628899_1611661322_2023_1022300007,0.5766464185492625,4.0,"['1628899', '1611661322', '2023', '1022300007']",1628899,1611661322,2023,1022300007,True,F,1
1628899_1611661322_2023_1022300014,0.4382254400776038,5.0,"['1628899', '1611661322', '2023', '1022300014']",1628899,1611661322,2023,1022300014,True,F,1
1628909_1611661325_2022_1022200179,0.5578895915025388,4.0,"['1628909', '1611661325', '2022', '1022200179']",1628909,1611661325,2022,1022200179,True,G,1
1628909_1611661325_2022_1022200207,0.3300931471632209,5.0,"['1628909', '1611661325', '2022', '1022200207']",1628909,1611661325,2022,1022200207,True,G,1
1628909_1611661325_2022_1022200213,0.5307726211188676,5.0,"['1628909', '1611661325', '2022', '1022200213']",1628909,1611661325,2022,1022200213,True,G,1
1628922_1611661320_2023_1022300004,0.5403443533157891,5.0,"['1628922', '1611661320', '2023', '1022300004']",1628922,1611661320,2023,1022300004,True,Hybrid,1
1628922_1611661320_2023_1022300012,0.3219420408936925,4.0,"['1628922', '1611661320', '2023', '1022300012']",1628922,1611661320,2023,1022300012,True,Hybrid,2
1628922_1611661320_2023_1022300029,0.4009222844036379,5.0,"['1628922', '1611661320', '2023', '1022300029']",1628922,1611661320,2023,1022300029,True,Hybrid,1
1628922_1611661320_2023_1022300031,0.715644069941727,3.0,"['1628922', '1611661320', '2023', '1022300031']",1628922,1611661320,2023,1022300031,True,Hybrid,1
1628922_1611661320_2024_1022400033,0.5677578684672123,3.0,"['1628922', '1611661320', '2024', '1022400033']",1628922,1611661320,2024,1022400033,True,Hybrid,1
1628922_1611661320_2024_1022400039,0.4100400673412358,3.0,"['1628922', '1611661320', '2024', '1022400039']",1628922,1611661320,2024,1022400039,True,Hybrid,1
1628922_1611661320_2024_1022400048,0.5044835127092003,4.0,"['1628922', '1611661320', '2024', '1022400048']",1628922,1611661320,2024,1022400048,True,Hybrid,1
1628922_1611661320_2024_1022400069,0.3444336670679809,5.0,"['1628922', '1611661320', '2024', '1022400069']",1628922,1611661320,2024,1022400069,True,Hybrid,1
1628922_1611661320_2024_1022400075,0.5360812501235271,5.0,"['1628922', '1611661320', '2024', '1022400075']",1628922,1611661320,2024,1022400075,True,Hybrid,2
1628922_1611661320_2024_1022400082,0.39356665249058564,5.0,"['1628922', '1611661320', '2024', '1022400082']",1628922,1611661320,2024,1022400082,True,Hybrid,1
1628922_1611661320_2024_1022400088,0.2822838027969883,5.0,"['1628922', '1611661320', '2024', '1022400088']",1628922,1611661320,2024,1022400088,True,Hybrid,1
1628922_1611661320_2024_1022400092,0.3377700113353468,5.0,"['1628922', '1611661320', '2024', '1022400092']",1628922,1611661320,2024,1022400092,True,Hybrid,2
1628922_1611661320_2024_1022400103,0.4447764453647721,4.0,"['1628922', '1611661320', '2024', '1022400103']",1628922,1611661320,2024,1022400103,True,Hybrid,2
1628922_1611661329_2022_1022200053,0.5396970965483951,5.0,"['1628922', '1611661329', '2022', '1022200053']",1628922,1611661329,2022,1022200053,False,Hybrid,1
1628927_1611661325_2022_1022200122,0.3007266621990704,8.0,"['1628927', '1611661325', '2022', '1022200122']",1628927,1611661325,2022,1022200122,True,Hybrid,1
1628932_1611661319_2024_1022400209,0.374996412232765,6.0,"['1628932', '1611661319', '2024', '1022400209']",1628932,1611661319,2024,1022400209,True,C,1
1629476_1611661330_2022_1022200167,0.4575662152357891,4.0,"['1629476', '1611661330', '2022', '1022200167']",1629476,1611661330,2022,1022200167,False,G,1
1629476_1611661330_2022_1022200198,0.3211569787329256,6.0,"['1629476', '1611661330', '2022', '1022200198']",1629476,1611661330,2022,1022200198,False,G,1
1629476_1611661330_2022_1022200212,0.5649640620040415,3.0,"['1629476', '1611661330', '2022', '1022200212']",1629476,1611661330,2022,1022200212,False,G,1
1629476_1611661330_2023_1022300162,0.3725517480623145,5.0,"['1629476', '1611661330', '2023', '1022300162']",1629476,1611661330,2023,1022300162,False,G,2
1629476_1611661330_2023_1022300176,0.6269493251061788,3.0,"['1629476', '1611661330', '2023', '1022300176']",1629476,1611661330,2023,1022300176,False,G,2
1629477_1611661313_2021_1022100064,0.6349316630303997,5.0,"['1629477', '1611661313', '2021', '1022100064']",1629477,1611661313,2021,1022100064,True,G,1
1629477_1611661313_2021_1022100067,0.5162330957442801,4.0,"['1629477', '1611661313', '2021', '1022100067']",1629477,1611661313,2021,1022100067,True,G,1
1629477_1611661313_2023_1022300053,0.5418495612807006,5.0,"['1629477', '1611661313', '2023', '1022300053']",1629477,1611661313,2023,1022300053,True,G,1
1629477_1611661313_2023_1022300062,0.2720663369207096,8.0,"['1629477', '1611661313', '2023', '1022300062']",1629477,1611661313,2023,1022300062,True,G,1
1629477_1611661313_2023_1022300217,0.36054254213645925,6.0,"['1629477', '1611661313', '2023', '1022300217']",1629477,1611661313,2023,1022300217,True,G,1
1629477_1611661313_2023_1022300220,0.6740897845741847,5.0,"['1629477', '1611661313', '2023', '1022300220']",1629477,1611661313,2023,1022300220,True,G,1
1629477_1611661313_2024_1022400163,0.313181026714886,5.0,"['1629477', '1611661313', '2024', '1022400163']",1629477,1611661313,2024,1022400163,True,G,1
1629477_1611661313_2024_1022400167,0.32085394365027536,6.0,"['1629477', '1611661313', '2024', '1022400167']",1629477,1611661313,2024,1022400167,True,G,1
1629479_1611661321_2022_1022200062,0.6249522998512091,5.0,"['1629479', '1611661321', '2022', '1022200062']",1629479,1611661321,2022,1022200062,False,C,1
1629479_1611661321_2022_1022200075,0.40309661912654693,6.0,"['1629479', '1611661321', '2022', '1022200075']",1629479,1611661321,2022,1022200075,False,C,2
1629481_1611661321_2022_1022200185,0.32976863631427245,6.0,"['1629481', '1611661321', '2022', '1022200185']",1629481,1611661321,2022,1022200185,True,G,2
1629481_1611661321_2022_1022200210,0.5302098641905449,6.0,"['1629481', '1611661321', '2022', '1022200210']",1629481,1611661321,2022,1022200210,True,G,2
1629481_1611661321_2024_1022400081,0.33113944031138565,5.0,"['1629481', '1611661321', '2024', '1022400081']",1629481,1611661321,2024,1022400081,True,G,3
1629483_1611661324_2023_1022300038,0.40851009588235737,6.0,"['1629483', '1611661324', '2023', '1022300038']",1629483,1611661324,2023,1022300038,True,F,3
