target,mode,memory_kind,memory_param,shrink_target,shrink_k,floor,mae_tuneA_2022,mae_tuneB_2022_23,mae_2023,mae_2024,mae_wf_eval_2023_24,mae_all_seasons,mae_wf_decision_stratum,champ_mae_wf_eval_2023_24,d081ref_mae_wf_eval_2023_24,est_skill_vs_d081ref_wf_eval_2023_24,champ_skill_vs_est_wf_eval_2023_24,champ_mae_all_seasons,d081ref_mae_all_seasons,est_skill_vs_d081ref_all_seasons,champ_skill_vs_est_all_seasons,mae_wf_tier_0,mae_wf_tier_1-2,mae_wf_tier_3-7,mae_wf_tier_8-14,mae_wf_tier_15-24,mae_wf_tier_25+
pts,minutes_weighted,expanding,0.0,league,0.5,0.0,4.294260405806856,4.362519347394896,4.425229015298655,4.418090920796084,4.421652092667283,4.3816144431186705,5.074720481031681,4.227561938738641,4.203732679236231,-0.05183950314144248,0.043895392459871285,4.190919667572693,4.181628792249526,-0.047824821571873954,0.04352157818118019,8.831158057564638,5.528039542765591,4.12784466705348,4.256216590165093,4.285118629417209,4.485257307066084
pts,composite,expanding,0.0,league,0.5,0.0,4.117158441446891,4.159411277088287,4.198229067540638,4.188223903886371,4.193215447127987,4.169311660199467,5.032914608540501,4.227561938738641,4.203732679236231,0.0025018793797694228,-0.008190967538808103,4.190919667572693,4.181628792249526,0.0029455345421594004,-0.0051826318429244456,6.376723166097363,4.9929956828377,3.8801866927888162,4.0482492108122115,4.1049552581446065,4.310499151225766
minutes,equal,expanding,0.0,league,0.5,0.0,5.222180245280949,5.247298123520325,5.270373983857344,5.411237134158065,5.340960971751022,5.303629641765975,4.642595843454507,5.099994974918809,5.296698859382703,-0.008356546887673622,0.04511659944843449,5.079670829517937,5.266906514137651,-0.0069724282232370705,0.042227460696796615,12.022355133709192,7.313796426110609,4.876122864402437,4.92043342662762,5.456247937367463,5.2415569682863765
minutes,minutes_weighted,expanding,0.0,league,0.5,0.0,5.62651540513989,5.58796012706443,5.552539292404541,5.7795693346511445,5.666304793242416,5.653799475070845,4.405945305625083,5.099994974918809,5.296698859382703,-0.06978043186370386,0.09994340915070132,5.079670829517937,5.266906514137651,-0.07345734348894917,0.10154740154552688,16.564028265111084,7.912131231945214,5.265857093532536,5.239159460185343,5.731570864000802,5.460502216674049
fga,equal,expanding,0.0,league,0.5,0.0,2.637446734637815,2.633580711639974,2.6300289862152515,2.645418739448969,2.63774084217528,2.637648407772339,2.958870386769861,2.6389777226770477,2.6390234186339177,0.0004860041974548146,-0.0004689166130313893,2.6375697656574264,2.6406107283524665,0.0011218316082415303,2.9815237952424134e-05,4.647904083737559,3.466530726259287,2.3838876062060064,2.4053703696018585,2.6537144364041985,2.6963692904990633
fga,minutes_weighted,expanding,0.0,league,0.5,0.0,2.788388877439586,2.7850876642390525,2.7820548310501887,2.809577746361828,2.7958466544316334,2.793502766310061,2.9537614235608594,2.6389777226770477,2.6390234186339177,-0.05942472305868929,0.0561078453662458,2.6375697656574264,2.6406107283524665,-0.057900256299036945,0.05581988410149541,6.659170887118173,3.889810505688684,2.5874392453270683,2.5345459544936055,2.7666120800566363,2.8050149883038853
ppm,ratio_of_prior_sums,expanding,0.0,league,0.5,0.0,0.1795340288930576,0.18276513913574657,0.18573356855415635,0.18183518804064974,0.1837800772576435,0.1824455961735363,0.15198332977051496,0.18269237180042866,0.18452018948290308,0.004011009458280146,0.005918516704560783,0.1817428309958614,0.18350234471241625,0.005758774039296699,0.00385191636528448,0.23347360355873942,0.2189325999507991,0.20222562264038024,0.18796351490722155,0.17660795299589996,0.1701911854770658
ppm,mean_of_prior_ratios,expanding,0.0,league,0.5,0.0,0.1793162216518341,0.18180125446665912,0.184084260603615,0.17970062069191634,0.18188760422672196,0.18107945012400123,0.15163477542322631,0.18269237180042866,0.18452018948290308,0.014267193544287182,-0.004424532266110726,0.1817428309958614,0.18350234471241625,0.013203616510798044,-0.0036634796019421323,0.21351471712435977,0.21448766893187762,0.1994947503256159,0.18675090027010297,0.17501883143076197,0.16882397409570407
pts,equal,expanding,0.0,league,1.0,0.0,4.138746389470632,4.1838532728662186,4.2252930844440515,4.220585176301924,4.222933936190421,4.196474819626423,5.024245557951285,4.227561938738641,4.203732679236231,-0.0045676684078963525,-0.001095921134015132,4.190919667572693,4.181628792249526,-0.0035502977701926675,0.0013237663259050292,6.376723166097364,5.1756580683852995,3.947912177121575,4.06730666062894,4.113960306695402,4.3148959163184095
pts,minutes_weighted,expanding,0.0,league,1.0,0.0,4.337668982779843,4.414197920819854,4.484505256062173,4.478044729762732,4.481267865085812,4.4361364921757565,5.0661996383376815,4.227561938738641,4.203732679236231,-0.06602113098685547,0.05661476483560135,4.190919667572693,4.181628792249526,-0.060863293365003956,0.0552771144520835,8.831158057564638,5.790550079413487,4.265049804876249,4.3070685514364015,4.312898073776295,4.498610791551765
pts,composite,expanding,0.0,league,1.0,0.0,4.128498505298532,4.174624103547559,4.216999811121749,4.208580903326684,4.212781068737104,4.1862920895801725,5.02248669863595,4.227561938738641,4.203732679236231,-0.0021524654851545755,-0.0035085777685495145,4.190919667572693,4.181628792249526,-0.0011151868236820572,-0.0011054121149449703,6.376723166097363,5.148882696769494,3.918173461356109,4.057809959912091,4.11005330356495,4.31199432871301
minutes,equal,expanding,0.0,league,1.0,0.0,5.293695321550736,5.325625443107207,5.354959729170671,5.503003830864064,5.429145115424303,5.386574901368787,4.676320998476262,5.099994974918809,5.296698859382703,-0.02500543443337011,0.060626513660571035,5.079670829517937,5.266906514137651,-0.022720810956093018,0.05697573643185805,12.022355133709192,7.803995758732133,5.1192345381623765,4.959100003976664,5.47610976275015,5.261166812972585
minutes,minutes_weighted,expanding,0.0,league,1.0,0.0,5.73311001211889,5.710163082294668,5.689081677936359,5.921688981296965,5.805641962661244,5.782846057461607,4.406039444677319,5.099994974918809,5.296698859382703,-0.09608684895819342,0.12154504054517568,5.079670829517937,5.266906514137651,-0.0979587433228688,0.12159673990220832,16.564028265111084,8.5998920559415,5.6256241604446116,5.34132216018108,5.776125827344186,5.484546639593898
fga,equal,expanding,0.0,league,1.0,0.0,2.655112725464867,2.655944373528509,2.6567084107765297,2.6731872716690988,2.6649660221663227,2.661869251490356,2.956252895603721,2.6389777226770477,2.6390234186339177,-0.009830380188832866,0.009751831457929572,2.6375697656574264,2.6406107283524665,-0.008050608485997035,0.009128730052884615,4.647904083737559,3.6195289101068755,2.4713242632408807,2.4108372813768044,2.6577370147805044,2.7018308737639125
fga,minutes_weighted,expanding,0.0,league,1.0,0.0,2.8296779835207904,2.833069331893963,2.8361849725013304,2.8625246593543787,2.8493838762107124,2.8431905550843033,2.94781264517817,2.6389777226770477,2.6390234186339177,-0.07971147815190172,0.07384268412913042,2.6375697656574264,2.6406107283524665,-0.0767170354027269,0.07232043911343822,6.659170887118173,4.123564375705368,2.7308193955804416,2.5722770622064997,2.785738305642763,2.817219266863746
ppm,ratio_of_prior_sums,expanding,0.0,league,1.0,0.0,0.1790197050951452,0.18231710158870834,0.18534642835891102,0.1817554020648369,0.18354695327259818,0.18212409452556672,0.15176172943975766,0.18269237180042866,0.18452018948290308,0.005274415840522795,0.004655928398333731,0.1817428309958614,0.18350234471241625,0.00751080422982886,0.0020934271805085336,0.23347360355873942,0.2170072902644151,0.2010091138053192,0.18806530943909042,0.1767588028518624,0.17025364350933117
ppm,mean_of_prior_ratios,expanding,0.0,league,1.0,0.0,0.17855992151130548,0.18105468999899094,0.1833466403240297,0.17937865282489387,0.18135826873809097,0.18047878242039958,0.15129035564206816,0.18269237180042866,0.18452018948290308,0.017135906665135314,-0.007356174447520569,0.1817428309958614,0.18350234471241625,0.01647696816493094,-0.00700386249568874,0.21351471712435977,0.2122541725766811,0.1976201579202303,0.18641836544761353,0.17496964189985956,0.16877249417394088
pts,equal,expanding,0.0,league,2.0,0.0,4.190394412339256,4.2430608525373925,4.291445648692463,4.287281366651906,4.289358913266235,4.258255580674299,5.018429617740068,4.227561938738641,4.203732679236231,-0.020369095887791122,0.014407042119153668,4.190919667572693,4.181628792249526,-0.01832462713256544,0.01581302761797665,6.376723166097364,5.445687533344916,4.147635492035431,4.117212350105919,4.135919010428103,4.322994230767278
pts,minutes_weighted,expanding,0.0,league,2.0,0.0,4.427879249197326,4.522099210768094,4.6086593355304535,4.598762323410796,4.60369991020749,4.548441626229803,5.058530006444935,4.227561938738641,4.203732679236231,-0.09514573392043757,0.08170340786871488,4.190919667572693,4.181628792249526,-0.08772008521180763,0.07860317621652291,8.831158057564638,6.183868305470171,4.583897422382526,4.424635820131964,4.372826685958253,4.526772040169488
pts,composite,expanding,0.0,league,2.0,0.0,4.173282332775155,4.227928055741281,4.27813122414445,4.266139932388457,4.272122348407944,4.2410581400218765,5.020806048391446,4.227561938738641,4.203732679236231,-0.016268795946401182,0.010430508781170245,4.190919667572693,4.181628792249526,-0.01421200941664158,0.01182216107250178,6.376723166097363,5.4174521239292694,4.090483476958818,4.099928466621468,4.129474517371147,4.318421838793409
minutes,equal,expanding,0.0,league,2.0,0.0,5.445457535338811,5.491066547775665,5.532967666615084,5.691869650554311,5.612593973372063,5.560065034493105,4.766615657647387,5.099994974918809,5.296698859382703,-0.05963999887019744,0.09133014090903191,5.079670829517937,5.266906514137651,-0.055660475379341934,0.08640082480959044,12.022355133709192,8.463226808466326,5.678179329576987,5.090939141188072,5.529707443857377,5.306427496840051
minutes,minutes_weighted,expanding,0.0,league,2.0,0.0,5.928543868745636,5.933145319043261,5.937372683448956,6.170652539267763,6.054269986422571,6.014755804903241,4.416838313556098,5.099994974918809,5.296698859382703,-0.14302703384729676,0.15762016124881084,5.079670829517937,5.266906514137651,-0.1419902344494215,0.15546516030177326,16.564028265111084,9.455283193405949,6.302642234383087,5.580229354170925,5.874260700018474,5.534651170154961
fga,equal,expanding,0.0,league,2.0,0.0,2.7037191689065305,2.7128831799257873,2.7213021807821476,2.7374023373958454,2.729370022212296,2.721308272653989,2.963070812786481,2.6389777226770477,2.6390234186339177,-0.034234862389036946,0.03311837486292191,2.6375697656574264,2.6406107283524665,-0.030560181943921405,0.030771415292430437,4.647904083737559,3.8691469222908887,2.6772936235253098,2.4508435058110907,2.6739380497866767,2.7153912956811515
fga,minutes_weighted,expanding,0.0,league,2.0,0.0,2.9101242881276357,2.9248439681746583,2.9383669766761558,2.967206345213994,2.952818479098868,2.9394002169029947,2.943985745138689,2.6389777226770477,2.6390234186339177,-0.11890575060807351,0.10628515049038745,2.6375697656574264,2.6406107283524665,-0.11315166046339198,0.10268436720862129,6.659170887118173,4.454289988252099,3.0223083922381635,2.661701280342876,2.8285651333315953,2.8429756129876695
ppm,ratio_of_prior_sums,expanding,0.0,league,2.0,0.0,0.1789711050458747,0.1823637910400071,0.18548066052324333,0.18213712625423836,0.18380520450465715,0.18228590615180693,0.1514785890415225,0.18269237180042866,0.18452018948290308,0.0038748333190508077,0.006054413460312547,0.1817428309958614,0.18350234471241625,0.00662900826970747,0.0029792492870692744,0.23347360355873942,0.21768069340809212,0.20081424331145734,0.18852809219710123,0.17716926067198782,0.17040443132787128
ppm,mean_of_prior_ratios,expanding,0.0,league,2.0,0.0,0.17821640476435485,0.18071900825491297,0.183018156617553,0.17931938801465597,0.1811646915059405,0.18023808103207373,0.15086284680000453,0.18269237180042866,0.18452018948290308,0.01818499095608983,-0.00843254986272024,0.1817428309958614,0.18350234471241625,0.017788675591356884,-0.008348679453149987,0.21351471712435977,0.2123338256071451,0.19660512199526256,0.18622763705308581,0.1750300367901105,0.1687154586335656
pts,equal,expanding,0.0,league,4.0,0.0,4.296784167816684,4.3627110014836425,4.423278155749706,4.41658752271579,4.419925457531911,4.3812236558359805,5.04251304281066,4.227561938738641,4.203732679236231,-0.05142876457476353,0.043521892086543446,4.190919667572693,4.181628792249526,-0.047731368206665126,0.04343626420664326,6.376723166097364,5.749184768243904,4.518462099047433,4.257386373030641,4.2019447600252136,4.350411183433656
pts,minutes_weighted,expanding,0.0,league,4.0,0.0,4.588956761677763,4.7090865518158,4.819450103749693,4.803133902335676,4.811274001559565,4.741402411361105,5.063989801153383,4.227561938738641,4.203732679236231,-0.14452425229706023,0.12132172531261254,4.190919667572693,4.181628792249526,-0.1338649715032323,0.11610124938338362,8.831158057564638,6.58664681092052,5.109706919478431,4.664645308375477,4.5030056113450065,4.586370360302234
pts,composite,expanding,0.0,league,4.0,0.0,4.274683436299422,4.340562230695079,4.4010852511571406,4.388806866411732,4.394932512179432,4.357139697928505,5.058492902378471,4.227561938738641,4.203732679236231,-0.045483347189893,0.038082626519739704,4.190919667572693,4.181628792249526,-0.04197190004150553,0.03814888708636932,6.376723166097363,5.708227160754303,4.446065390862462,4.228229813490675,4.189654839111584,4.343611785618488
minutes,equal,expanding,0.0,league,4.0,0.0,5.6994272305407545,5.771139736390346,5.837022202800607,6.010885659450967,5.924145752739198,5.853519468869348,4.985250583655147,5.099994974918809,5.296698859382703,-0.11845998989446427,0.13911723516244,5.079670829517937,5.266906514137651,-0.1113771344065222,0.13220228333858874,12.022355133709192,9.087412227365986,6.547519625456732,5.430884003163683,5.669584482384661,5.409579070562958
minutes,minutes_weighted,expanding,0.0,league,4.0,0.0,6.243356971724536,6.286808492089818,6.326727517328522,6.553674802187468,6.440451548167265,6.378507132687534,4.461682299162255,5.099994974918809,5.296698859382703,-0.21593689185453502,0.20813083729042325,5.079670829517937,5.266906514137651,-0.21105379705640837,0.2036270049011205,16.564028265111084,10.210829078578472,7.319935542593873,6.048322889709496,6.080056189964612,5.64060857639918
fga,equal,expanding,0.0,league,4.0,0.0,2.8013314338496373,2.8213729439220905,2.839785131566579,2.8536672946616726,2.8467415291499036,2.832469691431066,3.0061695459799,2.6389777226770477,2.6390234186339177,-0.07871021873065098,0.07298302439663307,2.6375697656574264,2.6406107283524665,-0.07265704142552831,0.06880918315322515,4.647904083737559,4.11632795143405,3.0135105835764886,2.575144899850773,2.7255014156533597,2.7509137219432604
fga,minutes_weighted,expanding,0.0,league,4.0,0.0,3.0499498819650572,3.0809490025108235,3.109427975514327,3.1409123775365355,3.1252049129151795,3.1015531768387734,2.9580727029157368,2.6389777226770477,2.6390234186339177,-0.18422780595593657,0.1555824989999075,2.6375697656574264,2.6406107283524665,-0.17455903043077425,0.14959711625975003,6.659170887118173,4.781057476043421,3.4653195411731548,2.8632303543634934,2.922343599811851,2.900807539092353
ppm,ratio_of_prior_sums,expanding,0.0,league,4.0,0.0,0.17978979003015572,0.18340222344760107,0.186720975462533,0.18346916646812947,0.1850914832807204,0.18342522591643165,0.15141258229984358,0.18269237180042866,0.18452018948290308,-0.0030961045477913007,0.01296176051846265,0.1817428309958614,0.18350234471241625,0.0004202605481987698,0.009172102213120703,0.23347360355873942,0.2199522960705178,0.20346629590635298,0.19018565608098795,0.17826335923578063,0.1707783587026849
ppm,mean_of_prior_ratios,expanding,0.0,league,4.0,0.0,0.17867923882012646,0.18119628894532108,0.18350870946893083,0.1799889554936747,0.18174494917598175,0.18078143389590098,0.1506661334207011,0.18269237180042866,0.18452018948290308,0.015040307050944612,-0.005212924093585425,0.1817428309958614,0.18350234471241625,0.014827662397335906,-0.005318007935007252,0.21351471712435977,0.21373403144853736,0.198164025308989,0.18681957013171105,0.1754934640632258,0.16875615267930724
pts,equal,expanding,0.0,league,8.0,0.0,4.475885354972455,4.55701072189866,4.631540808362876,4.626742939875112,4.62913658068418,4.5809715942619205,5.144651665740415,4.227561938738641,4.203732679236231,-0.10119670633415234,0.0867493613433602,4.190919667572693,4.181628792249526,-0.09549934292411599,0.08514611336551448,6.376723166097364,5.977497169697112,4.989516144294954,4.530960963147376,4.364213820150854,4.4300109436660655
pts,minutes_weighted,expanding,0.0,league,8.0,0.0,4.8333419183210475,4.989754368130501,5.133450894261256,5.109585638520006,5.121491936120033,5.030929908766536,5.111161862837127,4.227561938738641,4.203732679236231,-0.21832008048869267,0.1745448413336017,4.190919667572693,4.181628792249526,-0.20310294354466718,0.16696917993830562,8.831158057564638,6.897449518268546,5.753681769574055,5.084518238684138,4.761992199243956,4.712841766755307
pts,composite,expanding,0.0,league,8.0,0.0,4.4493117869505,4.529880947073582,4.603900044895165,4.596366388672497,4.600124904984909,4.55272618599463,5.1883954789759095,4.227561938738641,4.203732679236231,-0.09429529801136116,0.08098975004842623,4.190919667572693,4.181628792249526,-0.08874470025481873,0.07947030057176463,6.376723166097363,5.943391492620734,4.911188016701078,4.496019474699155,4.34187747897821,4.423706273920331
minutes,equal,expanding,0.0,league,8.0,0.0,6.087645682046289,6.2017040057386765,6.306489685592552,6.487170979642361,6.397029676274861,6.299794069759619,5.432811642312144,5.099994974918809,5.296698859382703,-0.20773897971243072,0.20275577369391617,5.079670829517937,5.266906514137651,-0.19610895937671335,0.19367668636956537,12.022355133709192,9.536177928940937,7.5670069014273365,6.0889718288419346,5.991362547544381,5.635065350039314
minutes,minutes_weighted,expanding,0.0,league,8.0,0.0,6.685797267732405,6.783970556456428,6.874162613199095,7.088605737601238,6.981620768108606,6.8886470590055735,4.578354990501364,5.099994974918809,5.296698859382703,-0.31810792976104185,0.2695113148776125,5.079670829517937,5.266906514137651,-0.3079113974236638,0.2626025421236743,16.564028265111084,10.755090751210648,8.47725420688425,6.820256843462803,6.476634527816724,5.863176036274515
fga,equal,expanding,0.0,league,8.0,0.0,2.9644274505575274,2.999451420747642,3.03162803363081,3.046930888317002,3.0392963444428776,3.015765966524591,3.1401725592376573,2.6389777226770477,2.6390234186339177,-0.15167463955896232,0.13171424448220792,2.6375697656574264,2.6406107283524665,-0.14207139058553775,0.1254063495195561,4.647904083737559,4.302666624099351,3.4292288083237725,2.8479499563707513,2.8537694002607843,2.8408771502930033
fga,minutes_weighted,expanding,0.0,league,8.0,0.0,3.2598196180268104,3.315613867669773,3.3668721905304735,3.4002110685316347,3.383578411943475,3.344682536227322,3.0248605468928385,2.6389777226770477,2.6390234186339177,-0.2821327723173346,0.22006308074259762,2.6375697656574264,2.6406107283524665,-0.26663218486359064,0.2114140169989025,6.659170887118173,5.022603241455804,3.978077218607376,3.2352190307055415,3.115912878271908,3.0243515089742092
ppm,ratio_of_prior_sums,expanding,0.0,league,8.0,0.0,0.18196581801614742,0.1858647884332117,0.1894467827380209,0.1860905035186945,0.1877649401829124,0.18594234699237794,0.1521589107531997,0.18269237180042866,0.18452018948290308,-0.01758480039014909,0.027015524716926698,0.1817428309958614,0.18350234471241625,-0.01329684524623187,0.022585043506462177,0.23347360355873942,0.22258379226941813,0.20863722946299082,0.1939230940085048,0.18072214648826854,0.1718078844302027
ppm,mean_of_prior_ratios,expanding,0.0,league,8.0,0.0,0.18033389399827415,0.18298456456678708,0.18541974254064,0.18204823486206795,0.1837302689545194,0.18266282983360707,0.1517741787755072,0.18269237180042866,0.18452018948290308,0.004280943622469335,0.0056490264777638854,0.1817428309958614,0.18350234471241625,0.004574954506030182,0.005036595779139841,0.21351471712435977,0.21584666984501538,0.2025020461084531,0.18947879171491597,0.17732258681493757,0.16931998290158987
pts,equal,expanding,0.0,league,16.0,0.0,4.726302632032236,4.830872335444766,4.926940795066808,4.916967818994631,4.921943303957402,4.860455832890496,5.382770247806903,4.227561938738641,4.203732679236231,-0.17085068902422718,0.1410787004922336,4.190919667572693,4.181628792249526,-0.16233555735486305,0.13775172295303673,6.376723166097364,6.120162838509861,5.433100507051836,4.944244270540532,4.6600527675808365,4.607371250504835
pts,minutes_weighted,expanding,0.0,league,16.0,0.0,5.152214442152748,5.350364943289127,5.53240632617811,5.499576544003947,5.515955214358358,5.401635937151003,5.237910506879518,4.227561938738641,4.203732679236231,-0.31215651309220305,0.23357573177279478,4.190919667572693,4.181628792249526,-0.29175405219198525,0.22413881343822672,8.831158057564638,7.092391324281254,6.321094685463359,5.632318614399443,5.175372212218238,4.959692756582949
pts,composite,expanding,0.0,league,16.0,0.0,4.698232117269749,4.804927374160936,4.902948585314971,4.894456283621762,4.898693065006585,4.835690640190093,5.462935316364439,4.227561938738641,4.203732679236231,-0.1653198333002992,0.13700207736265702,4.190919667572693,4.181628792249526,-0.15641317783942066,0.13333586049914348,6.376723166097363,6.098558293777167,5.372847289434612,4.904880095114121,4.639486926852594,4.609130778230354
minutes,equal,expanding,0.0,league,16.0,0.0,6.602706292015733,6.7777912269933225,6.938642214013597,7.106929924317622,7.022971739120238,6.890887447725334,6.171167064428411,5.099994974918809,5.296698859382703,-0.3259148623636725,0.2738124024463636,5.079670829517937,5.266906514137651,-0.30833676831523893,0.26284228728845016,12.022355133709192,9.815071235587144,8.491028600310782,6.957411244218273,6.570845123734244,6.0818269645320715
minutes,minutes_weighted,expanding,0.0,league,16.0,0.0,7.215805578364245,7.384297037750053,7.539090581524464,7.755789148469061,7.6476789461098145,7.511946427188697,4.796976287437563,5.099994974918809,5.296698859382703,-0.44385760813313513,0.33313165852587845,5.079670829517937,5.266906514137651,-0.4262539893246282,0.32378766558656424,16.564028265111084,11.091098825263323,9.475629214471951,7.804668013930981,7.118658882262054,6.266083008600733
fga,equal,expanding,0.0,league,16.0,0.0,3.189636874600446,3.2427108573384866,3.291470063889314,3.3212054653008583,3.3063705713319593,3.2696825977644943,3.4043800368886097,2.6389777226770477,2.6390234186339177,-0.2528765557690624,0.20185058941716105,2.6375697656574264,2.6406107283524665,-0.23822968779821596,0.1933254416007376,4.647904083737559,4.416125325057882,3.8114897604089792,3.236464217044613,3.1018503822611883,3.02651866777581
fga,minutes_weighted,expanding,0.0,league,16.0,0.0,3.5296966581022096,3.617159363794864,3.697511579934577,3.7429279344388315,3.7202698645443055,3.660375035918294,3.1789829968847374,2.6389777226770477,2.6390234186339177,-0.40971460816747585,0.29064884571208516,2.6375697656574264,2.6406107283524665,-0.3861850202366177,0.2794263593823991,6.659170887118173,5.171366550264311,4.432184494097443,3.7193583876471807,3.4493989603446114,3.2578752166470952
ppm,ratio_of_prior_sums,expanding,0.0,league,16.0,0.0,0.18579344738039857,0.189876234777984,0.19362710222285925,0.19018635088658964,0.19190293041213424,0.18998279459655448,0.1546961882128821,0.18269237180042866,0.18452018948290308,-0.04001047771477184,0.04799592477261716,0.1817428309958614,0.18350234471241625,-0.035315351933482786,0.04337215703238495,0.23347360355873942,0.2245656635284741,0.21446566754266044,0.199460609468662,0.18557403040931475,0.17419615769361935
ppm,mean_of_prior_ratios,expanding,0.0,league,16.0,0.0,0.18358085101150745,0.18633971520708664,0.18887429094868663,0.18554935762588445,0.18720815592541842,0.18606813834241676,0.1552555695099656,0.18269237180042866,0.18452018948290308,-0.014567329732578571,0.024121727510572732,0.1817428309958614,0.18350234471241625,-0.013982347931420724,0.02324582480959536,0.21351471712435977,0.2174788092721129,0.20766848031293347,0.19407846382536317,0.18155300795933693,0.17111999792892488
