response,window,stratum,arm,n,n_blocks,p,p_min_attainable,max_attainable_abs_t,six_block_floor_ok,bonferroni_alpha,bonferroni_attainable,signflip_p_resolution
pts,PRIMARY_WINDOW_2023_2024,C_TREATED_all,AB_ONLY_baseABC_vs_base,2475,282,0.7092645367731614,2.5737787947340145e-85,16.792855623746664,True,0.0002777777777777778,True,4.999750012499375e-05
pts,PRIMARY_WINDOW_2023_2024,DECISION_all,C_SHARED_INTERCEPT,3158,764,0.1535423228838558,2.0611676062710827e-230,27.640549922170507,True,0.0002777777777777778,True,4.999750012499375e-05
pts,PRIMARY_WINDOW_2023_2024,DECISION_all,C_FROZEN_INTERCEPT,3158,764,0.2091395430228488,2.0611676062710827e-230,27.640549922170507,True,0.0002777777777777778,True,4.999750012499375e-05
pts,PRIMARY_WINDOW_2023_2024,DECISION_all,ABC_SHARED_INTERCEPT,3158,764,0.9011549422528874,2.0611676062710827e-230,27.640549922170507,True,0.0002777777777777778,True,4.999750012499375e-05
pts,PRIMARY_WINDOW_2023_2024,DECISION_all,ABC_FROZEN_INTERCEPT,3158,764,0.1902904854757262,2.0611676062710827e-230,27.640549922170507,True,0.0002777777777777778,True,4.999750012499375e-05
pts,PRIMARY_WINDOW_2023_2024,DECISION_all,AB_ONLY_baseABC_vs_base,3158,764,4.999750012499375e-05,2.0611676062710827e-230,27.640549922170507,True,0.0002777777777777778,True,4.999750012499375e-05
pts,PRIMARY_WINDOW_2023_2024,POOLED,C_SHARED_INTERCEPT,9022,960,0.791210439478026,2.0522684006491881e-289,30.983866769659336,True,0.0002777777777777778,True,4.999750012499375e-05
pts,PRIMARY_WINDOW_2023_2024,POOLED,C_FROZEN_INTERCEPT,9022,960,0.0001999900004999,2.0522684006491881e-289,30.983866769659336,True,0.0002777777777777778,True,4.999750012499375e-05
pts,PRIMARY_WINDOW_2023_2024,POOLED,ABC_SHARED_INTERCEPT,9022,960,4.999750012499375e-05,2.0522684006491881e-289,30.983866769659336,True,0.0002777777777777778,True,4.999750012499375e-05
pts,PRIMARY_WINDOW_2023_2024,POOLED,ABC_FROZEN_INTERCEPT,9022,960,0.0001999900004999,2.0522684006491881e-289,30.983866769659336,True,0.0002777777777777778,True,4.999750012499375e-05
pts,PRIMARY_WINDOW_2023_2024,POOLED,AB_ONLY_baseABC_vs_base,9022,960,4.999750012499375e-05,2.0522684006491881e-289,30.983866769659336,True,0.0002777777777777778,True,4.999750012499375e-05
pts,PRIMARY_WINDOW_2023_2024,VACUOUS_freed_eq_0,C_SHARED_INTERCEPT,3300,333,4.999750012499375e-05,1.142987391282275e-100,18.24828759089466,True,0.0002777777777777778,True,4.999750012499375e-05
pts,PRIMARY_WINDOW_2023_2024,VACUOUS_freed_eq_0,C_FROZEN_INTERCEPT,3300,333,1.0,1.142987391282275e-100,18.24828759089466,True,0.0002777777777777778,True,4.999750012499375e-05
pts,PRIMARY_WINDOW_2023_2024,VACUOUS_freed_eq_0,ABC_SHARED_INTERCEPT,3300,333,4.999750012499375e-05,1.142987391282275e-100,18.24828759089466,True,0.0002777777777777778,True,4.999750012499375e-05
pts,PRIMARY_WINDOW_2023_2024,VACUOUS_freed_eq_0,ABC_FROZEN_INTERCEPT,3300,333,1.0,1.142987391282275e-100,18.24828759089466,True,0.0002777777777777778,True,4.999750012499375e-05
pts,PRIMARY_WINDOW_2023_2024,VACUOUS_freed_eq_0,AB_ONLY_baseABC_vs_base,3300,333,4.999750012499375e-05,1.142987391282275e-100,18.24828759089466,True,0.0002777777777777778,True,4.999750012499375e-05
pts,PRIMARY_WINDOW_2023_2024,VACUOUS_freed_0_to_25,C_SHARED_INTERCEPT,3189,345,4.999750012499375e-05,2.7904965607477417e-104,18.57417562100671,True,0.0002777777777777778,True,4.999750012499375e-05
pts,PRIMARY_WINDOW_2023_2024,VACUOUS_freed_0_to_25,C_FROZEN_INTERCEPT,3189,345,1.0,2.7904965607477417e-104,18.57417562100671,True,0.0002777777777777778,True,4.999750012499375e-05
