cluster_perm_dR2_M,naive_row_perm_dR2_M
3.920136170197018e-05,6.392159591608146e-06
1.7479036632785975e-06,1.9509802949665797e-07
0.0005170201940805013,8.001734183039471e-07
3.640779177352997e-06,0.000208428364192175
5.640713016390873e-05,0.000296508015196113
1.0159009796891953e-06,9.944582613749593e-06
4.648441620054208e-05,2.308901519989156e-05
0.00010578817061246574,9.549118300540717e-05
0.00010597868291374544,0.0001736655849721989
1.6829358357608827e-05,0.00017774624082480398
0.0005660740600868553,2.388272222298904e-05
6.121799719142638e-05,8.989379032941714e-06
6.0515819236260865e-06,4.849472409048685e-06
1.662874386647991e-05,0.0001318769749942979
1.5950839103026725e-05,7.40155817015672e-06
0.00016170936462462295,4.159275941722256e-05
1.2944696057897352e-05,9.98508074164944e-05
8.442183921735138e-06,3.96462167498751e-05
0.00046225689330407223,4.69564330522355e-05
0.0006984276439245997,3.6812702066602695e-05
4.669392416865183e-06,9.467862679037995e-05
0.00012418322203440655,4.138818391384799e-05
2.1357990568518472e-05,4.420636861915867e-05
7.18085108626943e-05,2.3235302619575395e-07
0.0005022054647442864,3.148200218751637e-06
4.467773368655733e-05,6.642521903254385e-06
7.14963507735821e-05,5.2482045078755395e-05
6.638665181033304e-05,3.909030636625634e-06
4.603390404707643e-05,2.544063936203997e-05
4.901974917265687e-05,2.718668059336766e-05
4.022522452806276e-06,0.00038458908684448404
4.664075678266795e-05,8.110425485217391e-05
5.729132363312654e-05,4.7423529110619044e-05
0.00016341416458070463,9.010259701471812e-07
0.0003036538386916326,0.00035139012216984123
0.0007300069149387788,5.531450386746285e-07
1.5564014800659041e-06,1.1794061163296795e-06
0.0002892476048995193,3.320255669034194e-08
0.00020320645374602902,1.0046200857639905e-06
0.0003101429767157153,4.238702168148584e-08
7.447543956350934e-05,4.276840068961286e-07
0.0002406575918122951,5.297958450257401e-08
0.00011129174752246911,1.2983150589122702e-07
8.829766071110554e-05,9.201768355692731e-05
1.8699843849427592e-05,3.934307205131008e-05
6.4167687777913785e-06,6.476104822804398e-05
0.00022148148834392066,1.3929532044381228e-05
0.00032908495320680455,3.663451505415285e-05
1.2787076934128339e-05,0.00025568330801509773
6.026041820123167e-08,6.188793925375123e-05
8.329293470126836e-05,1.5106611716208286e-07
2.4427763498784797e-06,3.327301422584919e-05
0.0002560437869356495,7.905000386247471e-05
0.00028643289492363627,4.787746600392988e-05
3.3875466417707716e-05,0.0001030534330819086
0.0003006771953303568,9.818667633536068e-06
2.4019553802864187e-06,0.00010181014144991599
8.647381380122662e-06,1.555132360113134e-05
1.4567227196359705e-05,7.831443700256305e-06
3.732378647314636e-05,2.4826283637806024e-05
6.089073330727185e-06,1.658698418765825e-05
7.445552380241672e-05,9.106846576777448e-06
7.646855356593227e-06,5.488719181529993e-05
0.00040163442902840243,0.00016611202155538717
0.00011036420041179105,1.864837591462476e-07
2.293641409609021e-05,0.00023582913687674625
0.00032293410208448375,4.175575763058373e-05
0.0005621858645416889,5.433766865038823e-07
1.5615400356972803e-05,6.7062656134265465e-06
0.0007943521781998427,4.4557265865427486e-05
3.200088123526656e-05,7.3330194973966975e-06
9.085506511834283e-06,1.8868831998155507e-06
9.141598553133661e-05,8.641562312130375e-05
2.6303658405340564e-07,0.00024199217758156104
0.00025032833659943704,7.664499607256516e-05
4.607755546772897e-06,0.00010763205825765252
0.0006240752279064482,0.00023457433132553592
0.00017490768690370947,2.6266527074397646e-07
0.0008166884658635166,6.533528380524223e-06
3.694084138825735e-05,2.911199667915101e-06
4.905393743887584e-05,0.0003697989578146858
0.0002394409862035475,3.6688705020287776e-06
0.0002536646523854602,0.00022985689922329353
0.00023478804154405128,8.879479044617689e-05
2.1767034839418826e-05,4.258359971962113e-05
7.517103950917179e-06,6.205420682150884e-05
1.0005714986104358e-05,5.354533671267066e-05
0.00022379098026493167,1.4388470654429565e-05
1.687767456374943e-05,2.374789455396853e-05
5.39328895017777e-07,1.9519405254120437e-05
0.0001741781417055859,1.0358863809897658e-07
1.7766576287498965e-05,5.174490387192713e-05
9.844148441228227e-05,3.928553628324786e-05
7.093444699531324e-05,7.357117973966575e-07
2.4025355679873166e-05,8.766054750709894e-08
5.812083115093963e-05,3.096247602088318e-05
0.00018948963791938156,2.12927471454052e-05
3.714118793936322e-07,5.7947705032077674e-05
1.4164617905682988e-06,5.992176180000189e-07
2.011195192927909e-07,2.1204655586155044e-05
2.373924938011334e-05,4.655947188662034e-05
6.541095425209882e-06,8.940402446846537e-05
1.417121042331294e-07,0.000157604565224573
6.824273860393069e-05,3.4900673651583736e-05
0.0007469255985354567,0.00010251067409339553
0.00011702790034863991,0.0001738156684306904
1.042547650988071e-05,4.736115314622053e-06
4.283168021387913e-05,0.0004055930799517499
0.0004269587493758052,1.4761846328125216e-05
3.343111083030426e-07,7.548196579419192e-07
5.24741998126342e-07,0.00023201668605291913
4.302189206249998e-05,4.55827493320861e-06
5.02817186189286e-07,3.605565006114539e-06
2.1898796907425627e-06,0.00011629990403349408
0.00045244416218052745,1.581627398798811e-06
2.869972164740851e-06,0.00010895275734056503
2.690578656757739e-08,7.08742963292136e-06
9.41817291354975e-06,2.0652870649290864e-05
5.632739216050408e-07,1.192506665615178e-07
5.241864784328717e-06,8.85591449151757e-05
0.00037298912195566877,0.00011149008452041481
0.00026160038781340234,5.080214230177783e-06
2.603230054097312e-05,8.536968478598046e-06
3.3258975572953207e-06,3.5110614404611514e-06
0.00044196439140742143,1.3988737009528322e-06
0.0003442399406895161,8.644154921130219e-05
0.0002540972083061618,3.677263073606285e-05
