target,stratum,arm,base,dr2_common_sst,dr2_kit,n,n_clusters,p,null_mean,null_sd,p_row_NAIVE,inflation,mae_arm,mae_base,sst_common,component,identical_forecast,rows_component_can_act_on,coverage_frac
ppm,POOLED,FULL_STACK,MINUS_C3_PER_TARGET_HALFLIFE,-0.00010807894894371284,-0.0001080789489438388,13808,472,0.2504373906523369,-9.206668687096695e-07,9.221746852580445e-05,0.2599350162459385,0.9648775413787236,0.17912396384096613,0.17912541955780326,962.107250511479,C3_PER_TARGET_HALFLIFE,False,947,0.06858342989571263
ppm,DECISION,FULL_STACK,MINUS_C3_PER_TARGET_HALFLIFE,-1.14184405974882e-06,-1.1418440597685808e-06,5107,257,0.6075981004748813,9.988897868250878e-10,2.282447667333887e-06,0.6298425393651587,0.9526937751646499,0.15159550755243636,0.1515957253578224,252.94414129912354,C3_PER_TARGET_HALFLIFE,False,0,0.0
ppm,POOLED_EXCL_ROUTED__POSTHOC,FULL_STACK,MINUS_C3_PER_TARGET_HALFLIFE,-7.953251834891262e-08,-7.953251807960336e-08,12818,451,0.9470132466883279,3.592080706521848e-09,1.1511502454767494e-06,0.950012496875781,0.9641669061961059,0.1779657860263584,0.17796574226611314,884.9260528459707,C3_PER_TARGET_HALFLIFE,False,0,0.0
pts,POOLED,FULL_STACK,MINUS_C4_SHRINK_OWN_PRIOR_SEASON,0.00594339943150668,0.005943399431506596,13808,472,0.00024993751562109475,7.913334712841758e-06,0.0008692636224370355,0.00024993751562109475,1.0136143754716103,4.029277766983091,4.041368551938514,794393.9606025491,C4_SHRINK_OWN_PRIOR_SEASON,False,947,0.06858342989571263
pts,DECISION,FULL_STACK,MINUS_C4_SHRINK_OWN_PRIOR_SEASON,1.3557432089861265e-05,1.3557432089859273e-05,5107,257,0.3051737065733567,2.788275933484669e-07,1.313054136195287e-05,0.3601599600099975,0.9029145672145029,5.003583973815462,5.003607522653516,293539.864108087,C4_SHRINK_OWN_PRIOR_SEASON,False,0,0.0
pts,POOLED_EXCL_ROUTED__POSTHOC,FULL_STACK,MINUS_C4_SHRINK_OWN_PRIOR_SEASON,3.048839697039618e-06,3.0488396970216106e-06,12818,451,0.6698325418645339,7.688123007337901e-09,6.945516265705367e-06,0.6765808547863035,0.9402320256417515,4.029167127130346,4.029150411526183,740211.9960212201,C4_SHRINK_OWN_PRIOR_SEASON,False,0,0.0
minutes,POOLED,FULL_STACK,MINUS_C4_SHRINK_OWN_PRIOR_SEASON,0.0,-0.0,13808,472,1.0,0.0,0.0,1.0,inf,4.727297925233974,4.727297925233974,1596325.117607325,C4_SHRINK_OWN_PRIOR_SEASON,True,947,0.06858342989571263
minutes,DECISION,FULL_STACK,MINUS_C4_SHRINK_OWN_PRIOR_SEASON,0.0,-0.0,5107,257,1.0,0.0,0.0,1.0,inf,4.339354549972571,4.339354549972571,213459.3165649544,C4_SHRINK_OWN_PRIOR_SEASON,True,0,0.0
minutes,POOLED_EXCL_ROUTED__POSTHOC,FULL_STACK,MINUS_C4_SHRINK_OWN_PRIOR_SEASON,0.0,-0.0,12818,451,1.0,0.0,0.0,1.0,inf,4.688460374549074,4.688460374549074,1470952.3357341457,C4_SHRINK_OWN_PRIOR_SEASON,True,0,0.0
fga,POOLED,FULL_STACK,MINUS_C4_SHRINK_OWN_PRIOR_SEASON,0.0046821575251414504,0.004682157525141388,13808,472,0.00024993751562109475,7.062473465702893e-06,0.000660522835650549,0.00024993751562109475,0.9479858002250164,2.492173718184691,2.4986035991929456,396833.66446987254,C4_SHRINK_OWN_PRIOR_SEASON,False,947,0.06858342989571263
fga,DECISION,FULL_STACK,MINUS_C4_SHRINK_OWN_PRIOR_SEASON,3.172495987535662e-05,3.172495987527641e-05,5107,257,0.3171707073231692,1.7231080562281218e-07,3.1147904204134444e-05,0.31617095726068484,0.9789833853533072,2.9209818202361957,2.9210488610040373,124986.92265517917,C4_SHRINK_OWN_PRIOR_SEASON,False,0,0.0
fga,POOLED_EXCL_ROUTED__POSTHOC,FULL_STACK,MINUS_C4_SHRINK_OWN_PRIOR_SEASON,1.6878871445635824e-05,1.687887144560179e-05,12818,451,0.24093976505873532,5.557639478461102e-08,1.4506814806907184e-05,0.2376905773556611,1.021960893486184,2.481660503961662,2.4817168125618094,368583.7969261976,C4_SHRINK_OWN_PRIOR_SEASON,False,0,0.0
ppm,POOLED,FULL_STACK,MINUS_C4_SHRINK_OWN_PRIOR_SEASON,0.024856178454523037,0.024856178454522905,13808,472,0.00024993751562109475,2.902222363946785e-05,0.0038477803263546463,0.00024993751562109475,1.0767358825109314,0.17912396384096613,0.18072633604095614,962.107250511479,C4_SHRINK_OWN_PRIOR_SEASON,False,947,0.06858342989571263
ppm,DECISION,FULL_STACK,MINUS_C4_SHRINK_OWN_PRIOR_SEASON,3.171034475679679e-05,3.1710344756779785e-05,5107,257,0.25368657835541114,4.919361190456939e-07,2.7503375736968158e-05,0.27293176705823546,0.9499590922887889,0.15159550755243636,0.15159836914675767,252.94414129912354,C4_SHRINK_OWN_PRIOR_SEASON,False,0,0.0
ppm,POOLED_EXCL_ROUTED__POSTHOC,FULL_STACK,MINUS_C4_SHRINK_OWN_PRIOR_SEASON,4.029185625809006e-06,4.0291856259635315e-06,12818,451,0.8042989252686829,-4.8740968346542986e-08,1.5609555414901627e-05,0.7990502374406399,1.0248270734708578,0.1779657860263584,0.17796789781664057,884.9260528459707,C4_SHRINK_OWN_PRIOR_SEASON,False,0,0.0
pts,POOLED,FULL_STACK,MINUS_C6_OPP_DEFENCE_SELECTIVE,0.0016612758464791266,0.0016612758464790987,13808,472,0.0069982504373906525,-5.718606367485285e-06,0.0006167757059205432,0.0014996250937265683,1.1800553038074564,4.029277766983091,4.035441077288438,794393.9606025491,C6_OPP_DEFENCE_SELECTIVE,False,3923,0.2841106604866744
pts,DECISION,FULL_STACK,MINUS_C6_OPP_DEFENCE_SELECTIVE,0.003258309885404209,0.00325830988540413,5107,257,0.020494876280929768,6.663137179593867e-06,0.0014129733911324028,0.004498875281179705,1.19917120839745,5.003583973815462,5.015505399069068,293539.864108087,C6_OPP_DEFENCE_SELECTIVE,False,3074,0.601918934795379
pts,POOLED_EXCL_ROUTED__POSTHOC,FULL_STACK,MINUS_C6_OPP_DEFENCE_SELECTIVE,0.001676660665724361,0.001676660665724403,12818,451,0.009747563109222694,-3.2253128245403797e-06,0.0006477649815124495,0.0024993751562109472,1.1834275311229594,4.029167127130346,4.035252399809193,740211.9960212201,C6_OPP_DEFENCE_SELECTIVE,False,3906,0.3047277266344203
minutes,POOLED,FULL_STACK,MINUS_C6_OPP_DEFENCE_SELECTIVE,-5.7546910170125365e-05,-5.754691017010224e-05,13808,472,0.07298175456135966,6.060113830188582e-08,3.192013610354064e-05,0.047488127968008,1.0959102805252279,4.727297925233974,4.727214946232399,1596325.117607325,C6_OPP_DEFENCE_SELECTIVE,False,3923,0.2841106604866744
minutes,DECISION,FULL_STACK,MINUS_C6_OPP_DEFENCE_SELECTIVE,-0.00045441968175263803,-0.0004544196817525387,5107,257,0.04598850287428143,-4.905520214776929e-07,0.00022952857467688998,0.010747313171707074,1.284914251316577,4.339354549972571,4.3388731489986565,213459.3165649544,C6_OPP_DEFENCE_SELECTIVE,False,3074,0.601918934795379
minutes,POOLED_EXCL_ROUTED__POSTHOC,FULL_STACK,MINUS_C6_OPP_DEFENCE_SELECTIVE,-6.388634969112239e-05,-6.388634969111124e-05,12818,451,0.07323169207698076,-5.17973417517841e-07,3.5075687623702056e-05,0.03949012746813297,1.1188377455890037,4.688460374549074,4.688318061057502,1470952.3357341457,C6_OPP_DEFENCE_SELECTIVE,False,3906,0.3047277266344203
fga,POOLED,FULL_STACK,MINUS_C6_OPP_DEFENCE_SELECTIVE,0.00039249470205371395,0.00039249470205363887,13808,472,0.10972256935766059,-4.8505101116799645e-06,0.00024223593315584523,0.06323419145213696,1.148133250185681,2.492173718184691,2.4932950120916773,396833.66446987254,C6_OPP_DEFENCE_SELECTIVE,False,3923,0.2841106604866744
fga,DECISION,FULL_STACK,MINUS_C6_OPP_DEFENCE_SELECTIVE,0.0009901555532521034,0.00099015555325211,5107,257,0.16070982254436392,6.5266081797257425e-06,0.0007007647018296833,0.08322919270182455,1.2475850369909625,2.9209818202361957,2.924325243207645,124986.92265517917,C6_OPP_DEFENCE_SELECTIVE,False,3074,0.601918934795379
fga,POOLED_EXCL_ROUTED__POSTHOC,FULL_STACK,MINUS_C6_OPP_DEFENCE_SELECTIVE,0.00043806563094006545,0.0004380656309401442,12818,451,0.09197700574856287,7.430175372562663e-07,0.00025779977939172685,0.04673831542114471,1.1701388071521293,2.481660503961662,2.482838794914248,368583.7969261976,C6_OPP_DEFENCE_SELECTIVE,False,3906,0.3047277266344203
ppm,POOLED,FULL_STACK,MINUS_C6_OPP_DEFENCE_SELECTIVE,0.0018409174838451836,0.0018409174838452027,13808,472,0.0017495626093476631,-5.788812894513407e-06,0.0005742177480719668,0.00024993751562109475,1.1657011707409495,0.17912396384096613,0.17944154736763102,962.107250511479,C6_OPP_DEFENCE_SELECTIVE,False,3923,0.2841106604866744
ppm,DECISION,FULL_STACK,MINUS_C6_OPP_DEFENCE_SELECTIVE,0.005908996940307332,0.005908996940307374,5107,257,0.0012496875781054736,4.760491706371318e-06,0.0017865929536643734,0.00024993751562109475,1.1273389889062488,0.15159550755243636,0.15222914571768728,252.94414129912354,C6_OPP_DEFENCE_SELECTIVE,False,3074,0.601918934795379
ppm,POOLED_EXCL_ROUTED__POSTHOC,FULL_STACK,MINUS_C6_OPP_DEFENCE_SELECTIVE,0.0019482274009375855,0.0019482274009376404,12818,451,0.0012496875781054736,-5.142015601356704e-06,0.0006103423691858174,0.0004998750312421895,1.1546741840974757,0.1779657860263584,0.17829361227698512,884.9260528459707,C6_OPP_DEFENCE_SELECTIVE,False,3906,0.3047277266344203
pts,POOLED,FULL_STACK,MINUS_C5_TEAMMATE_VOLUME_PRIOR_ONLY,-0.0003715792121558037,-0.00037157921215578705,13808,472,0.23844038990252436,1.1585215097861769e-07,0.000312386926573575,0.2569357660584854,0.9431262696751518,4.029277766983091,4.029318615682128,794393.9606025491,C5_TEAMMATE_VOLUME_PRIOR_ONLY,False,11706,0.8477694090382387
pts,DECISION,FULL_STACK,MINUS_C5_TEAMMATE_VOLUME_PRIOR_ONLY,-0.00037184249838961847,-0.00037184249838968927,5107,257,0.5668582854286428,1.2335776807459597e-05,0.0006334055800074558,0.6150962259435141,0.8581891337254852,5.003583973815462,4.995328578113431,293539.864108087,C5_TEAMMATE_VOLUME_PRIOR_ONLY,False,4513,0.8836890542392795
pts,POOLED_EXCL_ROUTED__POSTHOC,FULL_STACK,MINUS_C5_TEAMMATE_VOLUME_PRIOR_ONLY,-0.0003845494369818514,-0.0003845494369818612,12818,451,0.2606848287928018,1.9455552410754543e-06,0.00033904051582930416,0.2804298925268683,0.9454630810641435,4.029167127130346,4.029152858062719,740211.9960212201,C5_TEAMMATE_VOLUME_PRIOR_ONLY,False,11644,0.9084100483694805
minutes,POOLED,FULL_STACK,MINUS_C5_TEAMMATE_VOLUME_PRIOR_ONLY,-0.00016453281707895506,-0.00016453281707899127,13808,472,0.5263684078980255,4.5208622396387434e-07,0.00025948731759601836,0.5561109722569357,0.9504836975619011,4.727297925233974,4.731847405198502,1596325.117607325,C5_TEAMMATE_VOLUME_PRIOR_ONLY,False,11706,0.8477694090382387
minutes,DECISION,FULL_STACK,MINUS_C5_TEAMMATE_VOLUME_PRIOR_ONLY,-0.004854366357852857,-0.004854366357852836,5107,257,0.0004998750312421895,-8.448341689330473e-06,0.0012968222403236629,0.0007498125468632841,0.9739712722278759,4.339354549972571,4.333191311316635,213459.3165649544,C5_TEAMMATE_VOLUME_PRIOR_ONLY,False,4513,0.8836890542392795
minutes,POOLED_EXCL_ROUTED__POSTHOC,FULL_STACK,MINUS_C5_TEAMMATE_VOLUME_PRIOR_ONLY,-0.0002164541735671932,-0.00021645417356719486,12818,451,0.4491377155711072,-2.8815508111568926e-06,0.00028386433619690467,0.4741314671332167,0.9567169237545697,4.688460374549074,4.69324659369154,1470952.3357341457,C5_TEAMMATE_VOLUME_PRIOR_ONLY,False,11644,0.9084100483694805
fga,POOLED,FULL_STACK,MINUS_C5_TEAMMATE_VOLUME_PRIOR_ONLY,1.3507866299944382e-06,1.3507866299957947e-06,13808,472,0.9965008747813047,-2.550439218468483e-06,0.00026140864097123494,0.9965008747813047,0.9865447680280072,2.492173718184691,2.4946763571534767,396833.66446987254,C5_TEAMMATE_VOLUME_PRIOR_ONLY,False,11706,0.8477694090382387
fga,DECISION,FULL_STACK,MINUS_C5_TEAMMATE_VOLUME_PRIOR_ONLY,-0.00011784414133853005,-0.00011784414133846446,5107,257,0.8722819295176206,2.031710396400446e-06,0.0006567560861590187,0.8572856785803549,0.9794945066176468,2.9209818202361957,2.918656804360818,124986.92265517917,C5_TEAMMATE_VOLUME_PRIOR_ONLY,False,4513,0.8836890542392795
fga,POOLED_EXCL_ROUTED__POSTHOC,FULL_STACK,MINUS_C5_TEAMMATE_VOLUME_PRIOR_ONLY,-3.6305598771768643e-07,-3.630559876264754e-07,12818,451,0.9987503124218945,1.2527826559277518e-06,0.00028246929227288296,0.9985003749062734,0.9875576657120598,2.481660503961662,2.4844363722752134,368583.7969261976,C5_TEAMMATE_VOLUME_PRIOR_ONLY,False,11644,0.9084100483694805
ppm,POOLED,FULL_STACK,MINUS_C5_TEAMMATE_VOLUME_PRIOR_ONLY,-0.00018542230446483288,-0.0001854223044649112,13808,472,0.35766058485378655,-3.0449564849823013e-06,0.00020047681096966886,0.4131467133216696,0.8986171767630977,0.17912396384096613,0.1791246820588578,962.107250511479,C5_TEAMMATE_VOLUME_PRIOR_ONLY,False,11706,0.8477694090382387
ppm,DECISION,FULL_STACK,MINUS_C5_TEAMMATE_VOLUME_PRIOR_ONLY,0.00025064061858270925,0.00025064061858268583,5107,257,0.5636090977255686,9.968743899340206e-06,0.0004209950571457637,0.6118470382404398,0.8770951012698579,0.15159550755243636,0.1514483036727854,252.94414129912354,C5_TEAMMATE_VOLUME_PRIOR_ONLY,False,4513,0.8836890542392795
ppm,POOLED_EXCL_ROUTED__POSTHOC,FULL_STACK,MINUS_C5_TEAMMATE_VOLUME_PRIOR_ONLY,-0.00019209752759563603,-0.00019209752759547646,12818,451,0.39665083729067735,-1.1659634578163403e-06,0.0002252425755065682,0.4361409647588103,0.927039860247942,0.1779657860263584,0.17796489831860812,884.9260528459707,C5_TEAMMATE_VOLUME_PRIOR_ONLY,False,11644,0.9084100483694805
pts,POOLED,FULL_STACK,MINUS_C7_HOME_AWAY,0.00010271778773629503,0.00010271778773620977,13808,472,0.3871532116970757,-3.4034812039962915e-07,0.00011636245101745549,0.3986503374156461,0.9542093748975267,4.029277766983091,4.029082290822491,794393.9606025491,C7_HOME_AWAY,False,13808,1.0
pts,DECISION,FULL_STACK,MINUS_C7_HOME_AWAY,0.00029050443504285983,0.0002905044350428207,5107,257,0.17245688577855536,2.6516577502461167e-06,0.00021448700756133057,0.23594101474631343,0.8798880509028142,5.003583973815462,5.004618055972448,293539.864108087,C7_HOME_AWAY,False,5107,1.0
pts,POOLED_EXCL_ROUTED__POSTHOC,FULL_STACK,MINUS_C7_HOME_AWAY,0.0001544589182209677,0.00015445891822094882,12818,451,0.21194701324668833,1.2389093788028144e-09,0.0001240106981365771,0.22669332666833292,0.9628406789429756,4.029167127130346,4.029152732470132,740211.9960212201,C7_HOME_AWAY,False,12818,1.0
minutes,POOLED,FULL_STACK,MINUS_C7_HOME_AWAY,3.88495885839113e-06,3.884958858373926e-06,13808,472,0.6430892276930767,-3.049471691460068e-07,8.502416630861407e-06,0.6488377905523619,0.9839663958811878,4.727297925233974,4.727279859679293,1596325.117607325,C7_HOME_AWAY,False,13808,1.0
minutes,DECISION,FULL_STACK,MINUS_C7_HOME_AWAY,2.739753011127277e-06,2.739753011169198e-06,5107,257,0.9425143714071482,-8.829112768534277e-07,3.523051633366246e-05,0.9415146213446638,0.9555885154501212,4.339354549972571,4.339162023373333,213459.3165649544,C7_HOME_AWAY,False,5107,1.0
minutes,POOLED_EXCL_ROUTED__POSTHOC,FULL_STACK,MINUS_C7_HOME_AWAY,6.888702442475747e-06,6.888702442561681e-06,12818,451,0.4451387153211697,-1.9930323537745384e-07,8.90387017331691e-06,0.4446388402899275,0.9936415806157474,4.688460374549074,4.688441971629013,1470952.3357341457,C7_HOME_AWAY,False,12818,1.0
fga,POOLED,FULL_STACK,MINUS_C7_HOME_AWAY,2.345171236206589e-05,2.3451712362024884e-05,13808,472,0.4266433391652087,-5.417323042126816e-07,2.888987056054895e-05,0.39015246188452885,1.0619700296782928,2.492173718184691,2.4921826929754407,396833.66446987254,C7_HOME_AWAY,False,13808,1.0
fga,DECISION,FULL_STACK,MINUS_C7_HOME_AWAY,4.687705648442897e-05,4.6877056484462234e-05,5107,257,0.459135216195951,-1.6082958320153083e-07,6.268314350500276e-05,0.4451387153211697,1.0222828510853588,2.9209818202361957,2.9209927025944027,124986.92265517917,C7_HOME_AWAY,False,5107,1.0
fga,POOLED_EXCL_ROUTED__POSTHOC,FULL_STACK,MINUS_C7_HOME_AWAY,3.5380771415294276e-05,3.5380771415290035e-05,12818,451,0.2471882029492627,-3.9766796670360737e-07,3.0522607368559496e-05,0.21119720069982503,1.0681791485578813,2.481660503961662,2.48170174200183,368583.7969261976,C7_HOME_AWAY,False,12818,1.0
ppm,POOLED,FULL_STACK,MINUS_C7_HOME_AWAY,0.00011973963901901197,0.00011973963901887151,13808,472,0.5906023494126469,2.570169592628813e-06,0.00021859296407183222,0.5918520369907523,0.9897306539021318,0.17912396384096613,0.17913205324260772,962.107250511479,C7_HOME_AWAY,False,13808,1.0
ppm,DECISION,FULL_STACK,MINUS_C7_HOME_AWAY,0.000373643911247612,0.00037364391124760363,5107,257,0.3306673331667083,5.701851212772842e-06,0.0003850005852980235,0.36715821044738817,0.9315471218184608,0.15159550755243636,0.15162417477759194,252.94414129912354,C7_HOME_AWAY,False,5107,1.0
ppm,POOLED_EXCL_ROUTED__POSTHOC,FULL_STACK,MINUS_C7_HOME_AWAY,0.00012073445944416061,0.00012073445944435574,12818,451,0.5896025993501625,-3.0692354937981313e-07,0.00022219591497821357,0.6025993501624594,0.9557969543339424,0.1779657860263584,0.1779813281425537,884.9260528459707,C7_HOME_AWAY,False,12818,1.0
