family,target,stratum,arm,base,dr2_common_sst,dr2_kit,n,n_clusters,p,null_mean,null_sd,p_row_NAIVE,inflation,mae_arm,mae_base,sst_common,component
PLACEBO_SECONDARY,fga,POOLED_EXCL_ROUTED__POSTHOC,PLACEBO_STACK,R4_COMPLETE,0.4426621899268339,0.4426621899268339,12818,451,0.00024993751562109475,0.0011809319252412622,0.08226352618113063,0.00024993751562109475,5.272331249572578,2.4881684853923103,3.4269773639626155,368583.7969261976,
PLACEBO_HEADLINE,ppm,POOLED,PLACEBO_STACK,CHAMPION,-0.02122974478498285,-0.02122974478498273,13808,472,0.00024993751562109475,-1.4093434919272812e-05,0.0028255298456939713,0.00024993751562109475,1.0494034658377258,0.18353503350635006,0.18150687130196966,962.107250511479,
PLACEBO_SECONDARY,ppm,POOLED,PLACEBO_STACK,R4_COMPLETE,-0.04565994570939025,-0.045659945709390214,13808,472,0.00024993751562109475,-0.00019940040278043874,0.007351722234365019,0.00024993751562109475,1.2730649912110248,0.18353503350635006,0.18025890511313153,962.107250511479,
PLACEBO_HEADLINE,ppm,DECISION,PLACEBO_STACK,CHAMPION,-0.03201061668770877,-0.03201061668770894,5107,257,0.00024993751562109475,-9.7528050858897e-05,0.006120224335329754,0.00024993751562109475,1.1082955811300992,0.15499498305702333,0.15212589651501462,252.94414129912354,
PLACEBO_SECONDARY,ppm,DECISION,PLACEBO_STACK,R4_COMPLETE,0.021139474799132696,0.021139474799132512,5107,257,0.1657085728567858,-0.0004802874201567227,0.015176446785555114,0.02499375156210947,1.5873023454783841,0.15499498305702333,0.15708464666119168,252.94414129912354,
PLACEBO_HEADLINE,ppm,POOLED_EXCL_ROUTED__POSTHOC,PLACEBO_STACK,CHAMPION,-0.0230251411039748,-0.023025141103974793,12818,451,0.00024993751562109475,5.093593315629525e-05,0.003063492067886449,0.00024993751562109475,1.0681847563159972,0.18047815426909342,0.17829925767900973,884.9260528459707,
PLACEBO_SECONDARY,ppm,POOLED_EXCL_ROUTED__POSTHOC,PLACEBO_STACK,R4_COMPLETE,-0.03266488035369253,-0.0326648803536925,12818,451,0.00024993751562109475,0.00013092299652843608,0.007286729567719513,0.00024993751562109475,1.2488993536668798,0.18047815426909342,0.17939803228173962,884.9260528459707,
PLACEBO_ABLATION,pts,POOLED,PLACEBO_FULL,PLACEBO_MINUS_C1_FALLBACK_ROUTE,0.0005341954735246235,0.0005341954735246454,13808,472,0.10747313171707074,7.187311940917821e-07,0.0003290773726828885,0.07748062984253937,1.083755426672486,4.184734629789545,4.183552566864432,794393.9606025491,C1_FALLBACK_ROUTE
PLACEBO_ABLATION,pts,DECISION,PLACEBO_FULL,PLACEBO_MINUS_C1_FALLBACK_ROUTE,0.00038527459923742846,0.000385274599237436,5107,257,0.5578605348662834,1.211966565464139e-06,0.000656417978830447,0.5108722819295176,1.1175623252492826,5.0101228091724685,5.0101446529251605,293539.864108087,C1_FALLBACK_ROUTE
PLACEBO_ABLATION,pts,POOLED_EXCL_ROUTED__POSTHOC,PLACEBO_FULL,PLACEBO_MINUS_C1_FALLBACK_ROUTE,0.0005742044725814965,0.0005742044725814519,12818,451,0.10022494376405898,5.940436536936611e-07,0.0003571621637099054,0.07473131717070733,1.1109537911931884,4.03824579022659,4.036977996962628,740211.9960212201,C1_FALLBACK_ROUTE
PLACEBO_ABLATION,minutes,POOLED,PLACEBO_FULL,PLACEBO_MINUS_C1_FALLBACK_ROUTE,-0.0012384431285052955,-0.001238443128505179,13808,472,0.0049987503124218945,6.042020329817659e-06,0.00044611771547040276,0.0017495626093476631,1.066765389003096,5.061248325873222,5.049666790216909,1596325.117607325,C1_FALLBACK_ROUTE
PLACEBO_ABLATION,minutes,DECISION,PLACEBO_FULL,PLACEBO_MINUS_C1_FALLBACK_ROUTE,-0.0022466063852119023,-0.0022466063852118446,5107,257,0.21994501374656336,-1.820209115471432e-05,0.0018312692689614457,0.17945513621594603,1.0972216094734641,4.338627379574916,4.332841934094357,213459.3165649544,C1_FALLBACK_ROUTE
PLACEBO_ABLATION,minutes,POOLED_EXCL_ROUTED__POSTHOC,PLACEBO_FULL,PLACEBO_MINUS_C1_FALLBACK_ROUTE,-0.0013455744111063872,-0.001345574411106276,12818,451,0.002749312671832042,1.6991270276178524e-06,0.00048412361929092533,0.0032491877030742314,1.0583434367229965,4.70675545757591,4.694273830802295,1470952.3357341457,C1_FALLBACK_ROUTE
PLACEBO_ABLATION,fga,POOLED,PLACEBO_FULL,PLACEBO_MINUS_C1_FALLBACK_ROUTE,-0.0004033065780407741,-0.0004033065780408229,13808,472,0.4543864033991502,7.886379319987069e-06,0.0005320173995269987,0.4403899025243689,1.0218286284353175,2.62992272253932,2.6282807631378984,396833.66446987254,C1_FALLBACK_ROUTE
PLACEBO_ABLATION,fga,DECISION,PLACEBO_FULL,PLACEBO_MINUS_C1_FALLBACK_ROUTE,-0.0006053528876162062,-0.0006053528876161282,5107,257,0.6440889777555611,2.5735503234039617e-05,0.0012890195625202129,0.6403399150212447,1.0069195522362857,2.920997484515817,2.922150152839658,124986.92265517917,C1_FALLBACK_ROUTE
PLACEBO_ABLATION,fga,POOLED_EXCL_ROUTED__POSTHOC,PLACEBO_FULL,PLACEBO_MINUS_C1_FALLBACK_ROUTE,-0.00043567559253288035,-0.0004356755925329106,12818,451,0.4596350912271932,6.700804123298381e-06,0.0005854561599474594,0.445888527868033,1.0246705999402688,2.4881684853923103,2.4863974189897067,368583.7969261976,C1_FALLBACK_ROUTE
PLACEBO_ABLATION,ppm,POOLED,PLACEBO_FULL,PLACEBO_MINUS_C1_FALLBACK_ROUTE,-0.020338500908428037,-0.02033850090842808,13808,472,0.00024993751562109475,-1.5368083090229876e-05,0.0027503109230172947,0.00024993751562109475,1.0276532274721373,0.18353503350635006,0.18159379679736073,962.107250511479,C1_FALLBACK_ROUTE
PLACEBO_ABLATION,ppm,DECISION,PLACEBO_FULL,PLACEBO_MINUS_C1_FALLBACK_ROUTE,-0.030484207026308496,-0.03048420702630863,5107,257,0.00024993751562109475,-0.00011298457292437012,0.005963310223547583,0.00024993751562109475,1.0864918930699703,0.15499498305702333,0.15223687176822687,252.94414129912354,C1_FALLBACK_ROUTE
PLACEBO_ABLATION,ppm,POOLED_EXCL_ROUTED__POSTHOC,PLACEBO_FULL,PLACEBO_MINUS_C1_FALLBACK_ROUTE,-0.022126583344324158,-0.022126583344324127,12818,451,0.00024993751562109475,4.4370011147261794e-05,0.0029915591042440712,0.00024993751562109475,1.0472514453619273,0.18047815426909342,0.1783851161276642,884.9260528459707,C1_FALLBACK_ROUTE
PLACEBO_ABLATION,pts,POOLED,PLACEBO_FULL,PLACEBO_MINUS_C3_PER_TARGET_HALFLIFE,0.0,-0.0,13808,472,1.0,0.0,0.0,1.0,inf,4.184734629789545,4.184734629789545,794393.9606025491,C3_PER_TARGET_HALFLIFE
PLACEBO_ABLATION,pts,DECISION,PLACEBO_FULL,PLACEBO_MINUS_C3_PER_TARGET_HALFLIFE,0.0,-0.0,5107,257,1.0,0.0,0.0,1.0,inf,5.0101228091724685,5.0101228091724685,293539.864108087,C3_PER_TARGET_HALFLIFE
PLACEBO_ABLATION,pts,POOLED_EXCL_ROUTED__POSTHOC,PLACEBO_FULL,PLACEBO_MINUS_C3_PER_TARGET_HALFLIFE,0.0,-0.0,12818,451,1.0,0.0,0.0,1.0,inf,4.03824579022659,4.03824579022659,740211.9960212201,C3_PER_TARGET_HALFLIFE
PLACEBO_ABLATION,minutes,POOLED,PLACEBO_FULL,PLACEBO_MINUS_C3_PER_TARGET_HALFLIFE,0.0,-0.0,13808,472,1.0,0.0,0.0,1.0,inf,5.061248325873222,5.061248325873222,1596325.117607325,C3_PER_TARGET_HALFLIFE
PLACEBO_ABLATION,minutes,DECISION,PLACEBO_FULL,PLACEBO_MINUS_C3_PER_TARGET_HALFLIFE,0.0,-0.0,5107,257,1.0,0.0,0.0,1.0,inf,4.338627379574916,4.338627379574916,213459.3165649544,C3_PER_TARGET_HALFLIFE
PLACEBO_ABLATION,minutes,POOLED_EXCL_ROUTED__POSTHOC,PLACEBO_FULL,PLACEBO_MINUS_C3_PER_TARGET_HALFLIFE,0.0,-0.0,12818,451,1.0,0.0,0.0,1.0,inf,4.70675545757591,4.70675545757591,1470952.3357341457,C3_PER_TARGET_HALFLIFE
PLACEBO_ABLATION,fga,POOLED,PLACEBO_FULL,PLACEBO_MINUS_C3_PER_TARGET_HALFLIFE,-0.0005531165098876523,-0.0005531165098877021,13808,472,0.10147463134216446,4.169672569212483e-06,0.00033435445082252756,0.09122719320169957,1.0175027736173752,2.62992272253932,2.629634353736785,396833.66446987254,C3_PER_TARGET_HALFLIFE
PLACEBO_ABLATION,fga,DECISION,PLACEBO_FULL,PLACEBO_MINUS_C3_PER_TARGET_HALFLIFE,-0.0007016498592936626,-0.0007016498592936367,5107,257,0.41914521369657587,1.4512382007999267e-05,0.0008494927750406102,0.41039740064983754,1.0039503435030246,2.920997484515817,2.919911843274945,124986.92265517917,C3_PER_TARGET_HALFLIFE
PLACEBO_ABLATION,fga,POOLED_EXCL_ROUTED__POSTHOC,PLACEBO_FULL,PLACEBO_MINUS_C3_PER_TARGET_HALFLIFE,-0.0005955488514736151,-0.0005955488514737395,12818,451,0.10097475631092227,1.4548279359111248e-06,0.00035904641581272043,0.10347413146713322,0.9944415299190131,2.4881684853923103,2.487857974493715,368583.7969261976,C3_PER_TARGET_HALFLIFE
PLACEBO_ABLATION,ppm,POOLED,PLACEBO_FULL,PLACEBO_MINUS_C3_PER_TARGET_HALFLIFE,-0.01960695485231878,-0.019606954852318816,13808,472,0.00024993751562109475,-1.586864935684064e-05,0.0026213734959103984,0.00024993751562109475,1.0253034569385016,0.18353503350635006,0.18170875746567205,962.107250511479,C3_PER_TARGET_HALFLIFE
PLACEBO_ABLATION,ppm,DECISION,PLACEBO_FULL,PLACEBO_MINUS_C3_PER_TARGET_HALFLIFE,-0.028898970039797134,-0.02889897003979727,5107,257,0.00024993751562109475,-0.0001093265580169024,0.005664546179512701,0.00024993751562109475,1.0814615182561536,0.15499498305702333,0.15244938716255352,252.94414129912354,C3_PER_TARGET_HALFLIFE
PLACEBO_ABLATION,ppm,POOLED_EXCL_ROUTED__POSTHOC,PLACEBO_FULL,PLACEBO_MINUS_C3_PER_TARGET_HALFLIFE,-0.02133033152904429,-0.021330331529044302,12818,451,0.00024993751562109475,3.962863634762421e-05,0.0028382182652326397,0.00024993751562109475,1.040519211431069,0.18047815426909342,0.17850916261121594,884.9260528459707,C3_PER_TARGET_HALFLIFE
PLACEBO_ABLATION,pts,POOLED,PLACEBO_FULL,PLACEBO_MINUS_C4_SHRINK_OWN_PRIOR_SEASON,0.00037279924639122,0.0003727992463911928,13808,472,0.002749312671832042,-1.2865208905487912e-06,0.0001283206012725088,0.002749312671832042,1.0320592953696517,4.184734629789545,4.185242010999345,794393.9606025491,C4_SHRINK_OWN_PRIOR_SEASON
PLACEBO_ABLATION,pts,DECISION,PLACEBO_FULL,PLACEBO_MINUS_C4_SHRINK_OWN_PRIOR_SEASON,0.00038063976349633766,0.00038063976349625157,5107,257,0.1137215696075981,-5.322887638322422e-06,0.00024049515044578817,0.10972256935766059,1.0150903646158829,5.0101228091724685,5.01166972824494,293539.864108087,C4_SHRINK_OWN_PRIOR_SEASON
PLACEBO_ABLATION,pts,POOLED_EXCL_ROUTED__POSTHOC,PLACEBO_FULL,PLACEBO_MINUS_C4_SHRINK_OWN_PRIOR_SEASON,0.0003996071473216789,0.00039960714732170487,12818,451,0.0029992501874531365,-1.293094779042835e-06,0.0001353451008239931,0.0034991252186953262,1.0026773568956227,4.03824579022659,4.038791328474786,740211.9960212201,C4_SHRINK_OWN_PRIOR_SEASON
PLACEBO_ABLATION,minutes,POOLED,PLACEBO_FULL,PLACEBO_MINUS_C4_SHRINK_OWN_PRIOR_SEASON,-0.00017076337311983103,-0.0001707633731198761,13808,472,0.24368907773056736,4.785371117484354e-06,0.00014616107234436242,0.23344163959010247,1.0164755520818454,5.061248325873222,5.0576429139518195,1596325.117607325,C4_SHRINK_OWN_PRIOR_SEASON
PLACEBO_ABLATION,minutes,DECISION,PLACEBO_FULL,PLACEBO_MINUS_C4_SHRINK_OWN_PRIOR_SEASON,-0.0002177829291600819,-0.00021778292915998593,5107,257,0.6213446638340415,2.235863206677442e-06,0.00042765794579974084,0.5821044738815296,1.128750491059331,4.338627379574916,4.337153743983615,213459.3165649544,C4_SHRINK_OWN_PRIOR_SEASON
PLACEBO_ABLATION,minutes,POOLED_EXCL_ROUTED__POSTHOC,PLACEBO_FULL,PLACEBO_MINUS_C4_SHRINK_OWN_PRIOR_SEASON,-0.00018674625270098666,-0.00018674625270097357,12818,451,0.24543864033991503,1.6270070852452142e-06,0.00015934200356223973,0.23069232691827044,1.0205326183897379,4.70675545757591,4.70286739058848,1470952.3357341457,C4_SHRINK_OWN_PRIOR_SEASON
PLACEBO_ABLATION,fga,POOLED,PLACEBO_FULL,PLACEBO_MINUS_C4_SHRINK_OWN_PRIOR_SEASON,0.0003390940090653993,0.00033909400906527605,13808,472,0.03399150212446888,-5.80997690878121e-07,0.00015971822456472878,0.02424393901524619,1.0626215318705308,2.62992272253932,2.629959905553379,396833.66446987254,C4_SHRINK_OWN_PRIOR_SEASON
PLACEBO_ABLATION,fga,DECISION,PLACEBO_FULL,PLACEBO_MINUS_C4_SHRINK_OWN_PRIOR_SEASON,0.00021551865347291255,0.0002155186534730899,5107,257,0.42864283929017744,-2.6499794679173047e-06,0.00026362489380470913,0.337665583604099,1.1937222431300025,2.920997484515817,2.921593286471329,124986.92265517917,C4_SHRINK_OWN_PRIOR_SEASON
PLACEBO_ABLATION,fga,POOLED_EXCL_ROUTED__POSTHOC,PLACEBO_FULL,PLACEBO_MINUS_C4_SHRINK_OWN_PRIOR_SEASON,0.0003646654395940141,0.0003646654395941059,12818,451,0.03449137715571107,2.2910487975476623e-06,0.00017184473951005653,0.02699325168707823,1.051089847549476,2.4881684853923103,2.4882077368217486,368583.7969261976,C4_SHRINK_OWN_PRIOR_SEASON
PLACEBO_ABLATION,ppm,POOLED,PLACEBO_FULL,PLACEBO_MINUS_C4_SHRINK_OWN_PRIOR_SEASON,0.0,-0.0,13808,472,1.0,0.0,0.0,1.0,inf,0.18353503350635006,0.18353503350635006,962.107250511479,C4_SHRINK_OWN_PRIOR_SEASON
PLACEBO_ABLATION,ppm,DECISION,PLACEBO_FULL,PLACEBO_MINUS_C4_SHRINK_OWN_PRIOR_SEASON,0.0,-0.0,5107,257,1.0,0.0,0.0,1.0,inf,0.15499498305702333,0.15499498305702333,252.94414129912354,C4_SHRINK_OWN_PRIOR_SEASON
PLACEBO_ABLATION,ppm,POOLED_EXCL_ROUTED__POSTHOC,PLACEBO_FULL,PLACEBO_MINUS_C4_SHRINK_OWN_PRIOR_SEASON,0.0,-0.0,12818,451,1.0,0.0,0.0,1.0,inf,0.18047815426909342,0.18047815426909342,884.9260528459707,C4_SHRINK_OWN_PRIOR_SEASON
PLACEBO_ABLATION,pts,POOLED,PLACEBO_FULL,PLACEBO_MINUS_C6_OPP_DEFENCE_SELECTIVE,-2.6000793400760003e-05,-2.6000793400718254e-05,13808,472,0.6633341664583854,2.5686548928904114e-07,5.9530556714200206e-05,0.6520869782554362,1.0232969191101895,4.184734629789545,4.184603602301777,794393.9606025491,C6_OPP_DEFENCE_SELECTIVE
PLACEBO_ABLATION,pts,DECISION,PLACEBO_FULL,PLACEBO_MINUS_C6_OPP_DEFENCE_SELECTIVE,-9.535017614092922e-05,-9.53501761410029e-05,5107,257,0.5003749062734316,1.4781511000686423e-07,0.0001387133856406496,0.4966258435391152,1.0016426561670804,5.0101228091724685,5.009710153105686,293539.864108087,C6_OPP_DEFENCE_SELECTIVE
PLACEBO_ABLATION,pts,POOLED_EXCL_ROUTED__POSTHOC,PLACEBO_FULL,PLACEBO_MINUS_C6_OPP_DEFENCE_SELECTIVE,-3.4712902783007316e-05,-3.4712902782968427e-05,12818,451,0.5896025993501625,1.7389962627149288e-06,6.273448996051823e-05,0.5813546613346663,1.031755333519511,4.03824579022659,4.038100578766678,740211.9960212201,C6_OPP_DEFENCE_SELECTIVE
PLACEBO_ABLATION,minutes,POOLED,PLACEBO_FULL,PLACEBO_MINUS_C6_OPP_DEFENCE_SELECTIVE,1.1704388611200045e-05,1.1704388611096919e-05,13808,472,0.7728067983004249,-1.3110915300987427e-06,3.951462022813106e-05,0.7400649837540615,1.1133349600627378,5.061248325873222,5.060912836427147,1596325.117607325,C6_OPP_DEFENCE_SELECTIVE
PLACEBO_ABLATION,minutes,DECISION,PLACEBO_FULL,PLACEBO_MINUS_C6_OPP_DEFENCE_SELECTIVE,0.00021157873481714162,0.00021157873481714786,5107,257,0.4031492126968258,-3.36078727362314e-06,0.0002493382387159718,0.3654086478380405,1.078691553301304,4.338627379574916,4.338329654516304,213459.3165649544,C6_OPP_DEFENCE_SELECTIVE
PLACEBO_ABLATION,minutes,POOLED_EXCL_ROUTED__POSTHOC,PLACEBO_FULL,PLACEBO_MINUS_C6_OPP_DEFENCE_SELECTIVE,2.0228316873760477e-05,2.0228316873794714e-05,12818,451,0.6213446638340415,-3.240663140877038e-07,4.130389230941237e-05,0.6033491627093227,1.0577632625905862,4.70675545757591,4.706430266074636,1470952.3357341457,C6_OPP_DEFENCE_SELECTIVE
PLACEBO_ABLATION,fga,POOLED,PLACEBO_FULL,PLACEBO_MINUS_C6_OPP_DEFENCE_SELECTIVE,-7.719050608923084e-06,-7.719050609011128e-06,13808,472,0.7698075481129718,3.2111944267716784e-07,2.749366481028628e-05,0.7903024243939015,0.9225989343748986,2.62992272253932,2.629962698421093,396833.66446987254,C6_OPP_DEFENCE_SELECTIVE
PLACEBO_ABLATION,fga,DECISION,PLACEBO_FULL,PLACEBO_MINUS_C6_OPP_DEFENCE_SELECTIVE,-1.9589736673597535e-05,-1.958973667351075e-05,5107,257,0.8092976755811048,-5.270114634332351e-07,8.043728321341685e-05,0.8235441139715072,0.9379274000764336,2.920997484515817,2.9211254640394895,124986.92265517917,C6_OPP_DEFENCE_SELECTIVE
PLACEBO_ABLATION,fga,POOLED_EXCL_ROUTED__POSTHOC,PLACEBO_FULL,PLACEBO_MINUS_C6_OPP_DEFENCE_SELECTIVE,-5.322299333809788e-06,-5.322299333782538e-06,12818,451,0.8537865533616595,-4.6903952094809677e-07,2.928611448661431e-05,0.8667833041739565,0.9304832543400098,2.4881684853923103,2.4882211677417185,368583.7969261976,C6_OPP_DEFENCE_SELECTIVE
PLACEBO_ABLATION,ppm,POOLED,PLACEBO_FULL,PLACEBO_MINUS_C6_OPP_DEFENCE_SELECTIVE,-5.5335165204617454e-05,-5.5335165204480925e-05,13808,472,0.34916270932266935,8.88187885563743e-07,5.7546593594526926e-05,0.3449137715571107,0.9865885236341481,0.18353503350635006,0.18352420512502957,962.107250511479,C6_OPP_DEFENCE_SELECTIVE
PLACEBO_ABLATION,ppm,DECISION,PLACEBO_FULL,PLACEBO_MINUS_C6_OPP_DEFENCE_SELECTIVE,-0.00024884342733366704,-0.0002488434273338778,5107,257,0.2324418895276181,7.190054045862146e-07,0.00020739870535322366,0.21519620094976255,1.033611363332376,0.15499498305702333,0.15496174866551438,252.94414129912354,C6_OPP_DEFENCE_SELECTIVE
PLACEBO_ABLATION,ppm,POOLED_EXCL_ROUTED__POSTHOC,PLACEBO_FULL,PLACEBO_MINUS_C6_OPP_DEFENCE_SELECTIVE,-6.961791191106848e-05,-6.961791191107016e-05,12818,451,0.250687328167958,1.7294842244443805e-06,6.032916018151177e-05,0.28242939265183703,0.9565112570124602,0.18047815426909342,0.1804651606173946,884.9260528459707,C6_OPP_DEFENCE_SELECTIVE
PLACEBO_ABLATION,pts,POOLED,PLACEBO_FULL,PLACEBO_MINUS_C5_TEAMMATE_VOLUME_PRIOR_ONLY,-8.545962540984497e-05,-8.545962540976577e-05,13808,472,0.2276930767308173,3.377322242607064e-07,6.992648578764314e-05,0.2361909522619345,0.9846143172601225,4.184734629789545,4.183918956945438,794393.9606025491,C5_TEAMMATE_VOLUME_PRIOR_ONLY
PLACEBO_ABLATION,pts,DECISION,PLACEBO_FULL,PLACEBO_MINUS_C5_TEAMMATE_VOLUME_PRIOR_ONLY,0.00012779698745679635,0.000127796987456718,5107,257,0.30192451887028243,1.769632371549926e-07,0.0001240610241177469,0.33866533366658336,0.934221817285375,5.0101228091724685,5.010549242563894,293539.864108087,C5_TEAMMATE_VOLUME_PRIOR_ONLY
PLACEBO_ABLATION,pts,POOLED_EXCL_ROUTED__POSTHOC,PLACEBO_FULL,PLACEBO_MINUS_C5_TEAMMATE_VOLUME_PRIOR_ONLY,-7.234514109877299e-05,-7.234514109873826e-05,12818,451,0.3124218945263684,-2.225835812782285e-07,7.160101219771252e-05,0.3224193951512122,0.9626413118448316,4.03824579022659,4.037478375524942,740211.9960212201,C5_TEAMMATE_VOLUME_PRIOR_ONLY
PLACEBO_ABLATION,minutes,POOLED,PLACEBO_FULL,PLACEBO_MINUS_C5_TEAMMATE_VOLUME_PRIOR_ONLY,-0.00010188898516738654,-0.00010188898516734608,13808,472,0.15971007248187952,-6.128133468263283e-07,7.183361992829942e-05,0.1709572606848288,0.9715156913149439,5.061248325873222,5.06038497318245,1596325.117607325,C5_TEAMMATE_VOLUME_PRIOR_ONLY
PLACEBO_ABLATION,minutes,DECISION,PLACEBO_FULL,PLACEBO_MINUS_C5_TEAMMATE_VOLUME_PRIOR_ONLY,-0.00021456968331678983,-0.00021456968331678064,5107,257,0.4271432141964509,-2.5191743658718777e-06,0.00027420459955781887,0.4461384653836541,0.9574025170840411,4.338627379574916,4.337739598277047,213459.3165649544,C5_TEAMMATE_VOLUME_PRIOR_ONLY
PLACEBO_ABLATION,minutes,POOLED_EXCL_ROUTED__POSTHOC,PLACEBO_FULL,PLACEBO_MINUS_C5_TEAMMATE_VOLUME_PRIOR_ONLY,-0.00013091588247615693,-0.00013091588247606832,12818,451,0.06023494126468383,-4.351794235271534e-07,7.000974652728687e-05,0.06598350412396901,0.9926359459357048,4.70675545757591,4.7057817976447724,1470952.3357341457,C5_TEAMMATE_VOLUME_PRIOR_ONLY
PLACEBO_ABLATION,fga,POOLED,PLACEBO_FULL,PLACEBO_MINUS_C5_TEAMMATE_VOLUME_PRIOR_ONLY,-0.00013454999223971864,-0.00013454999223980413,13808,472,0.11522119470132466,1.0612847861731271e-07,8.636173073910919e-05,0.11497125718570357,1.0009648948237175,2.62992272253932,2.6294089894101056,396833.66446987254,C5_TEAMMATE_VOLUME_PRIOR_ONLY
