analysis,target,stratum,fill_source,n,mae,mae_D094_incumbent,skill_vs_D094,p_blockflip,population,variant,mae_D092_incumbent,skill_vs_D092
step3_V3_fill_decomposition_POSTHOC,minutes,wf_eval_2023_24,F2_raw_prev_box_master,9517,4.832708418022174,4.884528084606726,0.010608940247033738,0.0009995002498750624,,,,
step3_V3_fill_decomposition_POSTHOC,minutes,wf_eval_2023_24,F3_rapm_plus_raw_box,9517,4.836708278698432,4.884528084606726,0.00979005649675646,0.0014992503748125937,,,,
step3_V3_fill_decomposition_POSTHOC,minutes,wf_eval_2023_24,F4_negcontrol_shuffled_rapm,9517,4.825615586293785,4.884528084606726,0.012061041986553334,0.0004997501249375312,,,,
step3_V3_fill_decomposition_POSTHOC,minutes,data_poor_wf,F0_league_D094,657,6.5430126016625705,7.394540881668156,0.11515634217624171,0.0004997501249375312,,,,
step3_V3_fill_decomposition_POSTHOC,minutes,data_poor_wf,F1_rapm,657,6.451297141425613,7.394540881668156,0.12755947331104,0.0004997501249375312,,,,
step3_V3_fill_decomposition_POSTHOC,minutes,data_poor_wf,F2_raw_prev_box_master,657,6.465471013298407,7.394540881668156,0.1256426711593429,0.0004997501249375312,,,,
step3_V3_fill_decomposition_POSTHOC,minutes,data_poor_wf,F3_rapm_plus_raw_box,657,6.524135595012086,7.394540881668156,0.11770917229139899,0.0004997501249375312,,,,
step3_V3_fill_decomposition_POSTHOC,minutes,data_poor_wf,F4_negcontrol_shuffled_rapm,657,6.541161511128955,7.394540881668156,0.11540667422027762,0.0004997501249375312,,,,
step3_V3_fill_decomposition_POSTHOC,fga,wf_eval_2023_24,F0_league_D094,9517,2.536875927651161,2.558836001322271,0.008582055926898868,0.0004997501249375312,,,,
step3_V3_fill_decomposition_POSTHOC,fga,wf_eval_2023_24,F1_rapm,9517,2.534197730275751,2.558836001322271,0.009628702673320388,0.0004997501249375312,,,,
step3_V3_fill_decomposition_POSTHOC,fga,wf_eval_2023_24,F2_raw_prev_box_master,9517,2.5370436480071494,2.558836001322271,0.008516510360124907,0.0004997501249375312,,,,
step3_V3_fill_decomposition_POSTHOC,fga,wf_eval_2023_24,F3_rapm_plus_raw_box,9517,2.5417932120724767,2.558836001322271,0.006660367933305489,0.0004997501249375312,,,,
step3_V3_fill_decomposition_POSTHOC,fga,wf_eval_2023_24,F4_negcontrol_shuffled_rapm,9517,2.5369024370095548,2.558836001322271,0.008571695998251583,0.0004997501249375312,,,,
step3_V3_fill_decomposition_POSTHOC,fga,data_poor_wf,F0_league_D094,657,2.9989252307875365,3.241461429134673,0.07482310175502627,0.0004997501249375312,,,,
step3_V3_fill_decomposition_POSTHOC,fga,data_poor_wf,F1_rapm,657,2.963277824395696,3.241461429134673,0.08582042724267114,0.0004997501249375312,,,,
step3_V3_fill_decomposition_POSTHOC,fga,data_poor_wf,F2_raw_prev_box_master,657,3.0024531218154515,3.241461429134673,0.0737347374153472,0.0004997501249375312,,,,
step3_V3_fill_decomposition_POSTHOC,fga,data_poor_wf,F3_rapm_plus_raw_box,657,3.064430468277193,3.241461429134673,0.0546145510991749,0.0004997501249375312,,,,
step3_V3_fill_decomposition_POSTHOC,fga,data_poor_wf,F4_negcontrol_shuffled_rapm,657,3.008477598743155,3.241461429134673,0.07187616927890272,0.0004997501249375312,,,,
step3_V3_fill_decomposition_POSTHOC,ppm,wf_eval_2023_24,F0_league_D094,9517,0.17971930046837825,0.18029301753872462,0.0031821369356311857,0.0079960019990005,,,,
step3_V3_fill_decomposition_POSTHOC,ppm,wf_eval_2023_24,F1_rapm,9517,0.17961126333518934,0.18029301753872462,0.0037813677581209904,0.015992003998001,,,,
step3_V3_fill_decomposition_POSTHOC,ppm,wf_eval_2023_24,F2_raw_prev_box_master,9517,0.17947632539079272,0.18029301753872462,0.0045298046429140815,0.005997001499250375,,,,
step3_V3_fill_decomposition_POSTHOC,ppm,wf_eval_2023_24,F3_rapm_plus_raw_box,9517,0.17982359575286547,0.18029301753872462,0.0026036603761336874,0.15542228885557222,,,,
step3_V3_fill_decomposition_POSTHOC,ppm,wf_eval_2023_24,F4_negcontrol_shuffled_rapm,9517,0.17981876102033664,0.18029301753872462,0.0026304763482374316,0.031484257871064465,,,,
step3_V3_fill_decomposition_POSTHOC,ppm,data_poor_wf,F0_league_D094,657,0.19727271921631478,0.20198256359683808,0.023318074078534146,0.04997501249375312,,,,
step3_V3_fill_decomposition_POSTHOC,ppm,data_poor_wf,F1_rapm,657,0.1968377691155709,0.20198256359683808,0.025471478278374038,0.047476261869065464,,,,
step3_V3_fill_decomposition_POSTHOC,ppm,data_poor_wf,F2_raw_prev_box_master,657,0.19667117185890454,0.20198256359683808,0.02629628836940201,0.04547726136931534,,,,
step3_V3_fill_decomposition_POSTHOC,ppm,data_poor_wf,F3_rapm_plus_raw_box,657,0.19953569534931614,0.20198256359683808,0.012114254834421967,0.3618190904547726,,,,
step3_V3_fill_decomposition_POSTHOC,ppm,data_poor_wf,F4_negcontrol_shuffled_rapm,657,0.1980614703776551,0.20198256359683808,0.01941302828005287,0.12093953023488256,,,,
step4_C3_decomposition_POSTHOC,pts,,,698,3.8948638210272026,,,0.0004997501249375312,all_data_poor,C3_full_rapm,3.988570185463301,0.02349372333414601
step4_C3_decomposition_POSTHOC,pts,,,698,3.9046034572664565,,,0.0009995002498750624,all_data_poor,C3_recalibration_only_NO_RAPM,3.988570185463301,0.02105183669648547
step4_C3_decomposition_POSTHOC,pts,,,698,3.9160594607100956,,,0.0034982508745627187,all_data_poor,C3_negcontrol_shuffled_rapm,3.988570185463301,0.018179628634210077
step4_C3_decomposition_POSTHOC,pts,,,572,4.099226714956443,,,0.0014992503748125937,veteran_returning,C3_full_rapm,4.194992164730473,0.022828516958668166
step4_C3_decomposition_POSTHOC,pts,,,572,4.148361304322903,,,0.047476261869065464,veteran_returning,C3_recalibration_only_NO_RAPM,4.194992164730473,0.011115839690862828
step4_C3_decomposition_POSTHOC,pts,,,572,4.162614251728274,,,0.1809095452273863,veteran_returning,C3_negcontrol_shuffled_rapm,4.194992164730473,0.0077182296726122646
step4_C3_decomposition_POSTHOC,pts,,,126,2.9671211596976357,,,0.14842578710644677,true_rookie,C3_full_rapm,3.051479930377408,0.027645199249053842
step4_C3_decomposition_POSTHOC,pts,,,126,2.798020215073697,,,0.0009995002498750624,true_rookie,C3_recalibration_only_NO_RAPM,3.051479930377408,0.08306124276962334
step4_C3_decomposition_POSTHOC,pts,,,126,2.796778980849793,,,0.0009995002498750624,true_rookie,C3_negcontrol_shuffled_rapm,3.051479930377408,0.08346800743864413
step4_C3_decomposition_POSTHOC,minutes,,,698,5.2289640529465835,,,0.019490254872563718,all_data_poor,C3_full_rapm,5.358635441870362,0.024198583824265207
step4_C3_decomposition_POSTHOC,minutes,,,698,5.26764971582816,,,0.10494752623688156,all_data_poor,C3_recalibration_only_NO_RAPM,5.358635441870362,0.016979271500963455
step4_C3_decomposition_POSTHOC,minutes,,,698,5.265857977940784,,,0.10044977511244378,all_data_poor,C3_negcontrol_shuffled_rapm,5.358635441870362,0.01731363608068015
step4_C3_decomposition_POSTHOC,minutes,,,572,5.206406849828691,,,0.3743128435782109,veteran_returning,C3_full_rapm,5.2605552827522875,0.01029329225017972
step4_C3_decomposition_POSTHOC,minutes,,,572,5.28420664882416,,,0.6816591704147926,veteran_returning,C3_recalibration_only_NO_RAPM,5.2605552827522875,-0.0044959828004123015
step4_C3_decomposition_POSTHOC,minutes,,,572,5.28392522092144,,,0.6826586706646677,veteran_returning,C3_negcontrol_shuffled_rapm,5.2605552827522875,-0.004442485044454436
step4_C3_decomposition_POSTHOC,minutes,,,126,5.331366594084953,,,0.0009995002498750624,true_rookie,C3_full_rapm,5.803888227707973,0.08141466807840725
step4_C3_decomposition_POSTHOC,minutes,,,126,5.192486496195525,,,0.0009995002498750624,true_rookie,C3_recalibration_only_NO_RAPM,5.803888227707973,0.1053434710533524
step4_C3_decomposition_POSTHOC,minutes,,,126,5.183838430441299,,,0.0004997501249375312,true_rookie,C3_negcontrol_shuffled_rapm,5.803888227707973,0.1068335179693044
step4_C3_decomposition_POSTHOC,ppm,,,698,0.1951408314648954,,,0.7051474262868566,all_data_poor,C3_full_rapm,0.1953357459657426,0.000997843481660543
step4_C3_decomposition_POSTHOC,ppm,,,698,0.19503421622433814,,,0.1934032983508246,all_data_poor,C3_recalibration_only_NO_RAPM,0.1953357459657426,0.0015436485519518817
step4_C3_decomposition_POSTHOC,ppm,,,698,0.1950264236135741,,,0.30134932533733133,all_data_poor,C3_negcontrol_shuffled_rapm,0.1953357459657426,0.0015835419709750997
step4_C3_decomposition_POSTHOC,ppm,,,572,0.18695806213104477,,,0.06346826586706647,veteran_returning,C3_full_rapm,0.18794434396462542,0.005247733519271436
step4_C3_decomposition_POSTHOC,ppm,,,572,0.18774409393994787,,,0.456271864067966,veteran_returning,C3_recalibration_only_NO_RAPM,0.18794434396462542,0.001065475131910576
step4_C3_decomposition_POSTHOC,ppm,,,572,0.1876569983110087,,,0.3888055972013993,veteran_returning,C3_negcontrol_shuffled_rapm,0.18794434396462542,0.0015288869436305141
step4_C3_decomposition_POSTHOC,ppm,,,126,0.23228800653602674,,,0.02148925537231384,true_rookie,C3_full_rapm,0.2288903645739888,-0.014843971122863175
step4_C3_decomposition_POSTHOC,ppm,,,126,0.22812905707093495,,,0.0814592703648176,true_rookie,C3_recalibration_only_NO_RAPM,0.2288903645739888,0.0033260792977057863
step4_C3_decomposition_POSTHOC,ppm,,,126,0.22848127498712498,,,0.5747126436781609,true_rookie,C3_negcontrol_shuffled_rapm,0.2288903645739888,0.001787273079953522
