target,estimator,split,n,mae,rmse
ast,RATE36_a0.20_m0.10,2023,4435,1.2360084242192622,1.6912629342110366
ast,RATE36_a0.20_m0.10,2024,4447,1.2133705231719325,1.644782401344723
ast,RATE36_a0.20_m0.10,SCORE_pooled,8882,1.2246741812607533,1.668153165251666
ast,RATE36CTX_a0.20_m0.10,SELECT_2021_2022,7463,1.2519935391395325,1.6929600598765393
ast,RATE36CTX_a0.20_m0.10,2023,4435,1.240999950073423,1.6953805875144436
ast,RATE36CTX_a0.20_m0.10,2024,4447,1.2137788873908726,1.6440484146275443
ast,RATE36CTX_a0.20_m0.10,SCORE_pooled,8882,1.227371030263774,1.6698770807269678
ast,RATE36_a0.20_m0.15,SELECT_2021_2022,7463,1.2438174142554526,1.6848658924962978
ast,RATE36_a0.20_m0.15,2023,4435,1.2331177136131304,1.6887955132653858
ast,RATE36_a0.20_m0.15,2024,4447,1.2111705074826593,1.641101611262999
ast,RATE36_a0.20_m0.15,SCORE_pooled,8882,1.2221292846937197,1.665087117317407
ast,RATE36CTX_a0.20_m0.15,SELECT_2021_2022,7463,1.2485456400830186,1.6902833677378133
ast,RATE36CTX_a0.20_m0.15,2023,4435,1.238176904634885,1.6928693306014229
ast,RATE36CTX_a0.20_m0.15,2024,4447,1.2111971801598729,1.6400195603782837
ast,RATE36CTX_a0.20_m0.15,SCORE_pooled,8882,1.2246688169586433,1.6666182454638587
ast,RATE36_a0.20_m0.20,SELECT_2021_2022,7463,1.241901648782778,1.6835872656714417
ast,RATE36_a0.20_m0.20,2023,4435,1.2311566390342188,1.6874600335839183
ast,RATE36_a0.20_m0.20,2024,4447,1.2106856550639664,1.639507423520897
ast,RATE36_a0.20_m0.20,SCORE_pooled,8882,1.2209073184177233,1.6636241184586424
ast,RATE36CTX_a0.20_m0.20,SELECT_2021_2022,7463,1.2464868360141688,1.689061884127908
ast,RATE36CTX_a0.20_m0.20,2023,4435,1.2361816347963914,1.6915407762044943
ast,RATE36CTX_a0.20_m0.20,2024,4447,1.2102072400742976,1.6381476296802586
ast,RATE36CTX_a0.20_m0.20,SCORE_pooled,8882,1.223176891120513,1.665022171265302
ast,RATE36_a0.20_m0.25,SELECT_2021_2022,7463,1.2407772865664708,1.6833754551735844
ast,RATE36_a0.20_m0.25,2023,4435,1.230073341487871,1.6870521917794463
ast,RATE36_a0.20_m0.25,2024,4447,1.210764458195519,1.6392764158023392
ast,RATE36_a0.20_m0.25,SCORE_pooled,8882,1.2204058562366786,1.663303574154571
ast,RATE36CTX_a0.20_m0.25,SELECT_2021_2022,7463,1.2454425758568408,1.688932266822518
ast,RATE36CTX_a0.20_m0.25,2023,4435,1.235009867121908,1.6911917226334205
ast,RATE36CTX_a0.20_m0.25,2024,4447,1.2099166667447097,1.6376978631789239
ast,RATE36CTX_a0.20_m0.25,SCORE_pooled,8882,1.2224463158859926,1.6646235529173348
ast,RATE36_a0.20_m0.30,SELECT_2021_2022,7463,1.2402431809814076,1.683966819610175
ast,RATE36_a0.20_m0.30,2023,4435,1.229484634407604,1.6874388857853981
ast,RATE36_a0.20_m0.30,2024,4447,1.2109715397579992,1.6399696542545659
ast,RATE36_a0.20_m0.30,SCORE_pooled,8882,1.220215581051739,1.6638414982943872
ast,RATE36CTX_a0.20_m0.30,SELECT_2021_2022,7463,1.2450707890455983,1.689607305694673
ast,RATE36CTX_a0.20_m0.30,2023,4435,1.2345978465680896,1.6916773139111554
ast,RATE36CTX_a0.20_m0.30,2024,4447,1.2099071490670672,1.638216238241332
ast,RATE36CTX_a0.20_m0.30,SCORE_pooled,8882,1.222235818670426,1.6651252302242332
ast,RATE36_a0.20_m0.40,SELECT_2021_2022,7463,1.2403931989743386,1.6869220088670958
ast,RATE36_a0.20_m0.40,2023,4435,1.229936771917047,1.6902156395163852
ast,RATE36_a0.20_m0.40,2024,4447,1.2119924006759717,1.6432180527558378
ast,RATE36_a0.20_m0.40,SCORE_pooled,8882,1.2209524644514915,1.6668507457814652
ast,RATE36CTX_a0.20_m0.40,SELECT_2021_2022,7463,1.2456654644112348,1.692691718839017
ast,RATE36CTX_a0.20_m0.40,2023,4435,1.2353389025493318,1.6947115059120177
ast,RATE36CTX_a0.20_m0.40,2024,4447,1.2109733921008494,1.6412016505127665
ast,RATE36CTX_a0.20_m0.40,SCORE_pooled,8882,1.2231396878494443,1.6681350032746391
ast,RATE36_a0.20_m0.50,SELECT_2021_2022,7463,1.242154890709899,1.6917197568616935
ast,RATE36_a0.20_m0.50,2023,4435,1.2324666930223416,1.6952100039830866
ast,RATE36_a0.20_m0.50,2024,4447,1.214105238458072,1.6482615276312238
ast,RATE36_a0.20_m0.50,SCORE_pooled,8882,1.2232735621455901,1.6718688564011674
ast,RATE36CTX_a0.20_m0.50,SELECT_2021_2022,7463,1.247482590886176,1.697556748303411
ast,RATE36CTX_a0.20_m0.50,2023,4435,1.2380692556896347,1.699972669999774
ast,RATE36CTX_a0.20_m0.50,2024,4447,1.2132845077478,1.6460599860995768
ast,RATE36CTX_a0.20_m0.50,SCORE_pooled,8882,1.2256601390382793,1.6731970649537795
ast,RATE36_a0.20_m0.70,SELECT_2021_2022,7463,1.2492432361541677,1.7062412465525396
ast,RATE36_a0.20_m0.70,2023,4435,1.2414231497198618,1.7107458289327644
ast,RATE36_a0.20_m0.70,2024,4447,1.2209825852959146,1.6628630893673608
ast,RATE36_a0.20_m0.70,SCORE_pooled,8882,1.231189059425638,1.6869420114872231
ast,RATE36CTX_a0.20_m0.70,SELECT_2021_2022,7463,1.254792260210609,1.712097484762311
ast,RATE36CTX_a0.20_m0.70,2023,4435,1.2473367720860937,1.7159616809614868
ast,RATE36CTX_a0.20_m0.70,2024,4447,1.2205543617902632,1.6604957529918243
ast,RATE36CTX_a0.20_m0.70,SCORE_pooled,8882,1.233927474789814,1.688419025949217
ast,RATE36_a0.25_m0.05,SELECT_2021_2022,7463,1.2622412966653342,1.7074561626470461
ast,RATE36_a0.25_m0.05,2023,4435,1.2507059776516225,1.7096129102258841
ast,RATE36_a0.25_m0.05,2024,4447,1.2274071478057071,1.6649444115652565
ast,RATE36_a0.25_m0.05,SCORE_pooled,8882,1.2390408238208652,1.6873962996923213
ast,RATE36CTX_a0.25_m0.05,SELECT_2021_2022,7463,1.2677840749492888,1.7133649471376058
ast,RATE36CTX_a0.25_m0.05,2023,4435,1.2562289972950158,1.714279270832785
ast,RATE36CTX_a0.25_m0.05,2024,4447,1.2292604964126235,1.6658426634967998
ast,RATE36CTX_a0.25_m0.05,SCORE_pooled,8882,1.242726528996885,1.690201763443345
ast,RATE36_a0.25_m0.08,SELECT_2021_2022,7463,1.2593767317743316,1.7045680920700175
ast,RATE36_a0.25_m0.08,2023,4435,1.2482571138503051,1.7070910138470747
ast,RATE36_a0.25_m0.08,2024,4447,1.2235900327495786,1.6604977861912962
ast,RATE36_a0.25_m0.08,SCORE_pooled,8882,1.2359069101062234,1.6839240836495357
ast,RATE36CTX_a0.25_m0.08,SELECT_2021_2022,7463,1.2648041484654549,1.710396201332269
ast,RATE36CTX_a0.25_m0.08,2023,4435,1.2537382422907575,1.7117221251132295
ast,RATE36CTX_a0.25_m0.08,2024,4447,1.2253858990011266,1.661108743722754
ast,RATE36CTX_a0.25_m0.08,SCORE_pooled,8882,1.2395429179708986,1.686571115358563
ast,RATE36_a0.25_m0.10,SELECT_2021_2022,7463,1.2577697437292812,1.702992214613962
ast,RATE36_a0.25_m0.10,2023,4435,1.2469908788954336,1.7057599910684065
ast,RATE36_a0.25_m0.10,2024,4447,1.221862969511872,1.6582237571302563
ast,RATE36_a0.25_m0.10,SCORE_pooled,8882,1.2344099497095857,1.68212768962321
ast,RATE36CTX_a0.25_m0.10,SELECT_2021_2022,7463,1.2630806276710984,1.7087896076285096
ast,RATE36CTX_a0.25_m0.10,2023,4435,1.2524587963250813,1.7103696631081136
ast,RATE36CTX_a0.25_m0.10,2024,4447,1.223624148647395,1.6586592402556426
ast,RATE36CTX_a0.25_m0.10,SCORE_pooled,8882,1.2380219940032313,1.6846779348848704
ast,RATE36_a0.25_m0.15,SELECT_2021_2022,7463,1.2545374499488335,1.7002362986548147
ast,RATE36_a0.25_m0.15,2023,4435,1.2444291553991629,1.7034043319999208
ast,RATE36_a0.25_m0.15,2024,4447,1.2194190166944803,1.6545145263163
ast,RATE36_a0.25_m0.15,SCORE_pooled,8882,1.2319071911096195,1.6791043501481828
ast,RATE36CTX_a0.25_m0.15,SELECT_2021_2022,7463,1.2597703461869414,1.706025131383001
ast,RATE36CTX_a0.25_m0.15,2023,4435,1.2497700988361389,1.707976740221866
ast,RATE36CTX_a0.25_m0.15,2024,4447,1.2207367819994637,1.6545764968461518
ast,RATE36CTX_a0.25_m0.15,SCORE_pooled,8882,1.2352338277291028,1.6814525466803056
ast,RATE36_a0.25_m0.20,SELECT_2021_2022,7463,1.2524670180800301,1.6989278371109306
ast,RATE36_a0.25_m0.20,2023,4435,1.2426537965684057,1.7021717737018607
ast,RATE36_a0.25_m0.20,2024,4447,1.2186809954728683,1.6528664559429709
ast,RATE36_a0.25_m0.20,SCORE_pooled,8882,1.2306512018293994,1.6776669479529474
ast,RATE36CTX_a0.25_m0.20,SELECT_2021_2022,7463,1.257646578202332,1.704774042430214
ast,RATE36CTX_a0.25_m0.20,2023,4435,1.247707254662964,1.7067478179298048
ast,RATE36CTX_a0.25_m0.20,2024,4447,1.219441023117236,1.6526403351056909
ast,RATE36CTX_a0.25_m0.20,SCORE_pooled,8882,1.2335550443855656,1.6798753843744518
ast,RATE36_a0.25_m0.25,SELECT_2021_2022,7463,1.2513211172113228,1.6987212722898797
ast,RATE36_a0.25_m0.25,2023,4435,1.241634893078679,1.7018608163649103
ast,RATE36_a0.25_m0.25,2024,4447,1.218650944171351,1.6525737531063036
ast,RATE36_a0.25_m0.25,SCORE_pooled,8882,1.2301273924266989,1.6773650286706037
ast,RATE36CTX_a0.25_m0.25,SELECT_2021_2022,7463,1.2565457649629492,1.704654402924219
ast,RATE36CTX_a0.25_m0.25,2023,4435,1.24674387474914,1.7064890642089574
ast,RATE36CTX_a0.25_m0.25,2024,4447,1.219050423651061,1.6521238407508239
ast,RATE36CTX_a0.25_m0.25,SCORE_pooled,8882,1.2328784416222367,1.6794897173556573
ast,RATE36_a0.25_m0.30,SELECT_2021_2022,7463,1.2506693663228101,1.6993410859076437
ast,RATE36_a0.25_m0.30,2023,4435,1.241215746750032,1.7023397577760042
ast,RATE36_a0.25_m0.30,2024,4447,1.2188269205230615,1.6532060524110295
ast,RATE36_a0.25_m0.30,SCORE_pooled,8882,1.2300062094576047,1.677919568239937
ast,RATE36CTX_a0.25_m0.30,SELECT_2021_2022,7463,1.2561796631394344,1.7053657463487317
ast,RATE36CTX_a0.25_m0.30,2023,4435,1.2464269774983936,1.7070605826367813
ast,RATE36CTX_a0.25_m0.30,2024,4447,1.2189499116682794,1.652576144456082
ast,RATE36CTX_a0.25_m0.30,SCORE_pooled,8882,1.2326698831788123,1.6800024463767482
ast,RATE36_a0.25_m0.40,SELECT_2021_2022,7463,1.250957479871091,1.7023925794525676
ast,RATE36_a0.25_m0.40,2023,4435,1.2418475402422726,1.7052907242244773
ast,RATE36_a0.25_m0.40,2024,4447,1.2197144713721417,1.6563505413953288
ast,RATE36_a0.25_m0.40,SCORE_pooled,8882,1.230766054398378,1.680965689230194
ast,RATE36CTX_a0.25_m0.40,SELECT_2021_2022,7463,1.256918282146436,1.7085677268314747
ast,RATE36CTX_a0.25_m0.40,2023,4435,1.2471877039979795,1.7102608000829105
ast,RATE36CTX_a0.25_m0.40,2024,4447,1.2199328214373137,1.65543933761136
ast,RATE36CTX_a0.25_m0.40,SCORE_pooled,8882,1.2335418514031493,1.6830362621762227
ast,RATE36_a0.25_m0.50,SELECT_2021_2022,7463,1.252758552537783,1.7073105523431447
ast,RATE36_a0.25_m0.50,2023,4435,1.2440464360393173,1.7104510620863163
ast,RATE36_a0.25_m0.50,2024,4447,1.221860842605589,1.661323335850273
ast,RATE36_a0.25_m0.50,SCORE_pooled,8882,1.2329386524320451,1.68603295702023
ast,RATE36CTX_a0.25_m0.50,SELECT_2021_2022,7463,1.2590402872797009,1.713576897573208
ast,RATE36CTX_a0.25_m0.50,2023,4435,1.2497435964286636,1.7156837768469355
ast,RATE36CTX_a0.25_m0.50,2024,4447,1.2223504497827966,1.6601969927828535
ast,RATE36CTX_a0.25_m0.50,SCORE_pooled,8882,1.23602851839059,1.688130889950922
ast,RATE36_a0.25_m0.70,SELECT_2021_2022,7463,1.2602487237554556,1.722080476059581
ast,RATE36_a0.25_m0.70,2023,4435,1.2528024669690458,1.7263197227112947
ast,RATE36_a0.25_m0.70,2024,4447,1.2289134402544897,1.6758788203250823
ast,RATE36_a0.25_m0.70,SCORE_pooled,8882,1.2408418160120955,1.701252149491337
ast,RATE36CTX_a0.25_m0.70,SELECT_2021_2022,7463,1.2662566224362355,1.7284089902901167
ast,RATE36CTX_a0.25_m0.70,2023,4435,1.259203553682439,1.7319986414620177
ast,RATE36CTX_a0.25_m0.70,2024,4447,1.2297229984805693,1.67450887867648
ast,RATE36CTX_a0.25_m0.70,SCORE_pooled,8882,1.2444433612727661,1.7034574680145878
ast,RATE36_a0.30_m0.05,SELECT_2021_2022,7463,1.2743632663767779,1.7247735426987096
ast,RATE36_a0.30_m0.05,2023,4435,1.2628098131479433,1.7261567216700624
ast,RATE36_a0.30_m0.05,2024,4447,1.2372057557312364,1.6807412485593758
ast,RATE36_a0.30_m0.05,SCORE_pooled,8882,1.2499904882963224,1.7035696537602876
ast,RATE36CTX_a0.30_m0.05,SELECT_2021_2022,7463,1.2803820150772576,1.7310941819754246
ast,RATE36CTX_a0.30_m0.05,2023,4435,1.268728459301586,1.731360165716538
ast,RATE36CTX_a0.30_m0.05,2024,4447,1.2404561225931747,1.6828667251435117
ast,RATE36CTX_a0.30_m0.05,SCORE_pooled,8882,1.2545731923186652,1.7072528735359995
ast,RATE36_a0.30_m0.08,SELECT_2021_2022,7463,1.2714962239211636,1.7217885120132894
ast,RATE36_a0.30_m0.08,2023,4435,1.2603280337089888,1.7236771440972654
ast,RATE36_a0.30_m0.08,2024,4447,1.2338190004380587,1.676299216046884
ast,RATE36_a0.30_m0.08,SCORE_pooled,8882,1.247055609597772,1.700121220231117
ast,RATE36CTX_a0.30_m0.08,SELECT_2021_2022,7463,1.277383197780462,1.7280143930033491
ast,RATE36CTX_a0.30_m0.08,2023,4435,1.2663036120033435,1.7288601995158686
ast,RATE36CTX_a0.30_m0.08,2024,4447,1.2367371023633469,1.6781119291075024
ast,RATE36CTX_a0.30_m0.08,SCORE_pooled,8882,1.2515003843103616,1.7036407547991625
ast,RATE36_a0.30_m0.10,SELECT_2021_2022,7463,1.2698796448309129,1.720161858797156
ast,RATE36_a0.30_m0.10,2023,4435,1.2591556716159071,1.7223698845248132
ast,RATE36_a0.30_m0.10,2024,4447,1.2320534880452028,1.6740134655576964
ast,RATE36_a0.30_m0.10,SCORE_pooled,8882,1.2455862716678185,1.6983311235086642
ast,RATE36CTX_a0.30_m0.10,SELECT_2021_2022,7463,1.2757188132770325,1.726349731167777
ast,RATE36CTX_a0.30_m0.10,2023,4435,1.264966294099649,1.727537934292298
ast,RATE36CTX_a0.30_m0.10,2024,4447,1.2348369543824358,1.6756379475795193
ast,RATE36CTX_a0.30_m0.10,SCORE_pooled,8882,1.2498812711630978,1.7017507481110858
ast,RATE36_a0.30_m0.15,SELECT_2021_2022,7463,1.2665954568398432,1.7173228633986475
ast,RATE36_a0.30_m0.15,2023,4435,1.2567981952731642,1.7200638729970772
ast,RATE36_a0.30_m0.15,2024,4447,1.2291629864226465,1.670240760034618
ast,RATE36_a0.30_m0.15,SCORE_pooled,8882,1.24296192261405,1.6953017004119537
ast,RATE36CTX_a0.30_m0.15,SELECT_2021_2022,7463,1.272384855370661,1.7234895421804957
ast,RATE36CTX_a0.30_m0.15,2023,4435,1.2624845578690274,1.725200532199641
ast,RATE36CTX_a0.30_m0.15,2024,4447,1.2315250274500742,1.6714721186329018
ast,RATE36CTX_a0.30_m0.15,SCORE_pooled,8882,1.2469838787682521,1.6985124898728554
ast,RATE36_a0.30_m0.20,SELECT_2021_2022,7463,1.2642980310541225,1.7159810788771837
ast,RATE36_a0.30_m0.20,2023,4435,1.2551658904811835,1.718875803607301
ast,RATE36_a0.30_m0.20,2024,4447,1.228128927665434,1.6685050544110545
ast,RATE36_a0.30_m0.20,SCORE_pooled,8882,1.2416291449687273,1.693843650183866
ast,RATE36CTX_a0.30_m0.20,SELECT_2021_2022,7463,1.2702167539455296,1.7221980883675148
ast,RATE36CTX_a0.30_m0.20,2023,4435,1.260736969311577,1.7240125513219913
ast,RATE36CTX_a0.30_m0.20,2024,4447,1.229890194970807,1.6694393178831872
ast,RATE36CTX_a0.30_m0.20,SCORE_pooled,8882,1.2452927444192774,1.6969084699222334
ast,RATE36_a0.30_m0.25,SELECT_2021_2022,7463,1.2629710796491003,1.7157764672878375
ast,RATE36_a0.30_m0.25,2023,4435,1.254094973604636,1.7186104302113452
ast,RATE36_a0.30_m0.25,2024,4447,1.2280165162502548,1.6681183873010155
ast,RATE36_a0.30_m0.25,SCORE_pooled,8882,1.2410381283158571,1.6935184870522983
ast,RATE36CTX_a0.30_m0.25,SELECT_2021_2022,7463,1.2689863198378395,1.7220774140620765
ast,RATE36CTX_a0.30_m0.25,2023,4435,1.2598468595229813,1.723792008889856
ast,RATE36CTX_a0.30_m0.25,2024,4447,1.2294466787026803,1.6688232501483675
ast,RATE36CTX_a0.30_m0.25,SCORE_pooled,8882,1.244626233075348,1.6964931441486846
ast,RATE36_a0.30_m0.30,SELECT_2021_2022,7463,1.262307835503598,1.716422742935513
ast,RATE36_a0.30_m0.30,2023,4435,1.2537642031911354,1.7191382096198562
ast,RATE36_a0.30_m0.30,2024,4447,1.2282671686062503,1.6686591707979122
ast,RATE36_a0.30_m0.30,SCORE_pooled,8882,1.2409984620518666,1.6940526210513893
ast,RATE36CTX_a0.30_m0.30,SELECT_2021_2022,7463,1.268646844026309,1.7228155570269648
ast,RATE36CTX_a0.30_m0.30,2023,4435,1.259649283088881,1.7244044893593773
ast,RATE36CTX_a0.30_m0.30,2024,4447,1.229511423613844,1.6691776830779825
ast,RATE36CTX_a0.30_m0.30,SCORE_pooled,8882,1.244559994518121,1.6969784577034965
ast,RATE36_a0.30_m0.40,SELECT_2021_2022,7463,1.2626849214945821,1.719572098775797
ast,RATE36_a0.30_m0.40,2023,4435,1.2545952902395692,1.722197759593908
ast,RATE36_a0.30_m0.40,2024,4447,1.2292242725937295,1.6716446625210633
ast,RATE36_a0.30_m0.40,SCORE_pooled,8882,1.2418926426972312,1.6970753081051793
ast,RATE36CTX_a0.30_m0.40,SELECT_2021_2022,7463,1.2692980182709632,1.726123526578549
ast,RATE36CTX_a0.30_m0.40,2023,4435,1.2606751964537513,1.7277003478592123
ast,RATE36CTX_a0.30_m0.40,2024,4447,1.2307343793924834,1.6718608426609078
ast,RATE36CTX_a0.30_m0.40,SCORE_pooled,8882,1.245684562196663,1.699972161566515
ast,RATE36_a0.30_m0.50,SELECT_2021_2022,7463,1.2645396572377436,1.7246187417407142
ast,RATE36_a0.30_m0.50,2023,4435,1.2566382132193836,1.7274806581590603
ast,RATE36_a0.30_m0.50,2024,4447,1.2316982415832844,1.6765012462733535
ast,RATE36_a0.30_m0.50,SCORE_pooled,8882,1.2441513798636379,1.7021473793162052
ast,RATE36CTX_a0.30_m0.50,SELECT_2021_2022,7463,1.271396987990206,1.7312752398977762
ast,RATE36CTX_a0.30_m0.50,2023,4435,1.2632049442176945,1.733236112166784
ast,RATE36CTX_a0.30_m0.50,2024,4447,1.2332124799565627,1.6764694050167892
ast,RATE36CTX_a0.30_m0.50,SCORE_pooled,8882,1.2481884514717756,1.705050670924599
ast,RATE36_a0.30_m0.70,SELECT_2021_2022,7463,1.272121406794331,1.739666763866396
ast,RATE36_a0.30_m0.70,2023,4435,1.2648000983326044,1.743639436566389
ast,RATE36_a0.30_m0.70,2024,4447,1.239013681946354,1.6909497994196458
ast,RATE36_a0.30_m0.70,SCORE_pooled,8882,1.251889470808437,1.7174610932450913
ast,RATE36CTX_a0.30_m0.70,SELECT_2021_2022,7463,1.2788361364165535,1.7464155936688286
ast,RATE36CTX_a0.30_m0.70,2023,4435,1.271636818391679,1.749822850998155
ast,RATE36CTX_a0.30_m0.70,2024,4447,1.2405618995203536,1.69058804975817
ast,RATE36CTX_a0.30_m0.70,SCORE_pooled,8882,1.2560783671171032,1.7204203892075598
ast,RATE36_a0.40_m0.05,SELECT_2021_2022,7463,1.3027788530261246,1.7641727163544576
ast,RATE36_a0.40_m0.05,2023,4435,1.2889876056420482,1.7647995349369912
ast,RATE36_a0.40_m0.05,2024,4447,1.2635021518434766,1.7186822941619182
ast,RATE36_a0.40_m0.05,SCORE_pooled,8882,1.27622766271903,1.7418623916659908
ast,RATE36CTX_a0.40_m0.05,SELECT_2021_2022,7463,1.3095112443708299,1.7714298254730336
ast,RATE36CTX_a0.40_m0.05,2023,4435,1.296072920207886,1.7712450855393542
ast,RATE36CTX_a0.40_m0.05,2024,4447,1.268088931001405,1.723277001540502
ast,RATE36CTX_a0.40_m0.05,SCORE_pooled,8882,1.2820620217614525,1.7473932452523877
ast,RATE36_a0.40_m0.08,SELECT_2021_2022,7463,1.299665006826253,1.7609923346474556
ast,RATE36_a0.40_m0.08,2023,4435,1.2868421960937126,1.7623370889444951
ast,RATE36_a0.40_m0.08,2024,4447,1.2597406651738452,1.714217868458132
ast,RATE36_a0.40_m0.08,SCORE_pooled,8882,1.2732731229119234,1.738411473176575
ast,RATE36CTX_a0.40_m0.08,SELECT_2021_2022,7463,1.3062372518873888,1.768123951496273
ast,RATE36CTX_a0.40_m0.08,2023,4435,1.2940939565041878,1.7687894209974386
ast,RATE36CTX_a0.40_m0.08,2024,4447,1.2638306552482856,1.71847107006041
ast,RATE36CTX_a0.40_m0.08,SCORE_pooled,8882,1.2789418623041207,1.7437777613445447
ast,RATE36_a0.40_m0.10,SELECT_2021_2022,7463,1.2978670242899286,1.7592602248043687
ast,RATE36_a0.40_m0.10,2023,4435,1.2857842568637032,1.76102653272254
ast,RATE36_a0.40_m0.10,2024,4447,1.2577653036536725,1.7118859149678776
ast,RATE36_a0.40_m0.10,SCORE_pooled,8882,1.2717558527964878,1.736596853574598
ast,RATE36CTX_a0.40_m0.10,SELECT_2021_2022,7463,1.3043708425924287,1.7663365267389108
ast,RATE36CTX_a0.40_m0.10,2023,4435,1.2930562879267973,1.7674764335814837
ast,RATE36CTX_a0.40_m0.10,2024,4447,1.2615278524458413,1.7159363423327552
ast,RATE36CTX_a0.40_m0.10,SCORE_pooled,8882,1.2772707719862648,1.7418622094489822
ast,RATE36_a0.40_m0.15,SELECT_2021_2022,7463,1.2944827348356267,1.7562362473388489
ast,RATE36_a0.40_m0.15,2023,4435,1.2835482708795072,1.7586805962614065
ast,RATE36_a0.40_m0.15,2024,4447,1.2543093150844005,1.7079205908969177
ast,RATE36_a0.40_m0.15,SCORE_pooled,8882,1.2689090413793003,1.73345211181217
ast,RATE36CTX_a0.40_m0.15,SELECT_2021_2022,7463,1.3008428201274458,1.7632562595589234
ast,RATE36CTX_a0.40_m0.15,2023,4435,1.2908610471821325,1.7651135099036883
ast,RATE36CTX_a0.40_m0.15,2024,4447,1.2576411041234876,1.7115545405960522
ast,RATE36CTX_a0.40_m0.15,SCORE_pooled,8882,1.274228634799584,1.7385041090240565
ast,RATE36_a0.40_m0.20,SELECT_2021_2022,7463,1.2921169617940578,1.7548003614475776
ast,RATE36_a0.40_m0.20,2023,4435,1.28209450275179,1.7574393577303404
ast,RATE36_a0.40_m0.20,2024,4447,1.2526308330036726,1.7059322496618439
ast,RATE36_a0.40_m0.20,SCORE_pooled,8882,1.2673427644755146,1.731842505196032
ast,RATE36CTX_a0.40_m0.20,SELECT_2021_2022,7463,1.2985904181713663,1.761843681854571
ast,RATE36CTX_a0.40_m0.20,2023,4435,1.2892423406180709,1.7638695386201437
ast,RATE36CTX_a0.40_m0.20,2024,4447,1.2555500548060348,1.709256008944439
ast,RATE36CTX_a0.40_m0.20,SCORE_pooled,8882,1.2723734377801825,1.7367405660111555
ast,RATE36_a0.40_m0.25,SELECT_2021_2022,7463,1.290698264966756,1.754569131020027
ast,RATE36_a0.40_m0.25,2023,4435,1.2811890554876129,1.7571315352351033
ast,RATE36_a0.40_m0.25,2024,4447,1.2519781560863825,1.7052729236402024
ast,RATE36_a0.40_m0.25,SCORE_pooled,8882,1.2665638731370983,1.7313613701800699
ast,RATE36CTX_a0.40_m0.25,SELECT_2021_2022,7463,1.2971942800501228,1.7616757702052896
ast,RATE36CTX_a0.40_m0.25,2023,4435,1.288567174074255,1.763594907896073
ast,RATE36CTX_a0.40_m0.25,2024,4447,1.2544846040789475,1.708355750442305
ast,RATE36CTX_a0.40_m0.25,SCORE_pooled,8882,1.2715028654985814,1.736157719666267
ast,RATE36_a0.40_m0.30,SELECT_2021_2022,7463,1.2898678216656263,1.7552389296904063
ast,RATE36_a0.40_m0.30,2023,4435,1.2808865131593947,1.7576361667284595
ast,RATE36_a0.40_m0.30,2024,4447,1.251948660795235,1.7055428056128634
ast,RATE36_a0.40_m0.30,SCORE_pooled,8882,1.2663980387771139,1.7317501863456637
ast,RATE36CTX_a0.40_m0.30,SELECT_2021_2022,7463,1.296658308588183,1.762422901075165
ast,RATE36CTX_a0.40_m0.30,2023,4435,1.2883423940675085,1.7641694412962527
ast,RATE36CTX_a0.40_m0.30,2024,4447,1.2543018887638095,1.7084242497721316
ast,RATE36CTX_a0.40_m0.30,SCORE_pooled,8882,1.2712991462533285,1.7364828963427617
ast,RATE36_a0.40_m0.40,SELECT_2021_2022,7463,1.2899259821827815,1.7585374093818702
ast,RATE36_a0.40_m0.40,2023,4435,1.2816116685145726,1.7607104992255735
ast,RATE36_a0.40_m0.40,2024,4447,1.2529613234119494,1.7080369766046417
ast,RATE36_a0.40_m0.40,SCORE_pooled,8882,1.2672671419809804,1.7345381120303227
ast,RATE36CTX_a0.40_m0.40,SELECT_2021_2022,7463,1.2972323034128337,1.7658671036191056
ast,RATE36CTX_a0.40_m0.40,2023,4435,1.2892639923683835,1.7674505504104752
ast,RATE36CTX_a0.40_m0.40,2024,4447,1.255391401010911,1.7105680855526033
ast,RATE36CTX_a0.40_m0.40,SCORE_pooled,8882,1.2723048149571383,1.739203457712787
ast,RATE36_a0.40_m0.50,SELECT_2021_2022,7463,1.291732089765147,1.763815432135225
ast,RATE36_a0.40_m0.50,2023,4435,1.2834931048464404,1.766082353599667
ast,RATE36_a0.40_m0.50,2024,4447,1.255383011926045,1.7125034772778402
ast,RATE36_a0.40_m0.50,SCORE_pooled,8882,1.2694190693570235,1.739463025327478
ast,RATE36CTX_a0.40_m0.50,SELECT_2021_2022,7463,1.299590678113605,1.771252777986709
ast,RATE36CTX_a0.40_m0.50,2023,4435,1.291344382410539,1.7730481485757565
ast,RATE36CTX_a0.40_m0.50,2024,4447,1.2581945553841307,1.7147142655444247
ast,RATE36CTX_a0.40_m0.50,SCORE_pooled,8882,1.2747470754091388,1.7440857021261191
ast,RATE36_a0.40_m0.70,SELECT_2021_2022,7463,1.29947172205404,1.7794214700979882
ast,RATE36_a0.40_m0.70,2023,4435,1.2909821313274057,1.7826196846779323
ast,RATE36_a0.40_m0.70,2024,4447,1.2629823498559893,1.7264957897761448
ast,RATE36_a0.40_m0.70,SCORE_pooled,8882,1.276963326080458,1.7547442221082146
ast,RATE36CTX_a0.40_m0.70,SELECT_2021_2022,7463,1.3076263708273907,1.7869739964780738
ast,RATE36CTX_a0.40_m0.70,2023,4435,1.2991473002774727,1.7899591121202763
