candidate,dependent,sd_abs,mean_abs,sd_signed_recovered,fold_factor_sd
pts__pred_width,minutes_absres,1.3993096355662447,7.26811269349572,7.4015896658449085,5.289458085414942
pts__pred_width,minutes_sqres,1.2359590443526154,7.65784289022529,7.75694221266931,6.276051175087544
pts__pred_width,fga_absres,1.5683868120257687,5.755217598393875,5.965095707279048,3.8033319724069705
pts__pred_width,fga_sqres,1.362605219107183,5.620172817707905,5.782995372991487,4.244072525115285
pts__pred_iqr,pts_absres,1.5045207169810884,2.2379309958754123,2.6966493524604203,1.7923643868935284
pts__pred_iqr,pts_sqres,1.259745935458509,1.8811181113669222,2.2639711064448,1.7971648431005127
pts__pred_iqr,minutes_absres,1.360785936380629,3.9840286808954017,4.210014595562402,3.0938110712402365
pts__pred_iqr,minutes_sqres,1.222901440071338,4.20366982771919,4.377936494811824,3.5799585734042774
pts__pred_iqr,fga_absres,1.510069510502411,3.161845572332084,3.5039374066648215,2.3203815336282343
pts__pred_iqr,fga_sqres,1.3144470874546805,3.106207164361289,3.3728762345581984,2.5660038100807068
pts__pred_cv,pts_absres,0.6142628358910216,14.713602482070836,14.726419009112771,23.974133137570174
pts__pred_cv,pts_sqres,0.37229712430309725,10.409272252630197,10.415927898086723,27.977459985983753
pts__pred_cv,minutes_absres,1.0435143244093266,4.888864253403414,4.998991481634388,4.790534604749225
pts__pred_cv,minutes_sqres,1.2163579593953846,6.457481489095366,6.571042068606303,5.402227212680528
pts__pred_cv,fga_absres,0.7230111683283563,9.704349090056418,9.731245367947844,13.459329252751443
pts__pred_cv,fga_sqres,0.5629207112980577,7.034474196565272,7.0569615947198505,12.536333187043283
pts__is_fallback,pts_absres,0.5526682520073893,0.7464171940851628,0.928752294426706,1.6804878714370015
pts__is_fallback,pts_sqres,0.5667153179319478,0.8054284524573866,0.9848254889098927,1.737778136126104
