season,season_type,team_id,zone,fga,fgm,pts,games,team_abbr,attempt_share,fg_pct,pps,league_fg_pct,league_share,k_conversion,k_share,fg_pct_shrunk,share_shrunk,pts_value,pps_shrunk
2022,Playoffs,1611661319,Backcourt,2,0,0,10,LVA,0.002782,0.000000,0.000000,0.166667,0.001911,122.411748,5000.000000,0.163987,0.002013,3,0.491962
2022,Playoffs,1611661321,Restricted Area,86,54,108,3,DAL,0.411483,0.627907,1.255814,0.616541,0.296591,343.740841,109.530113,0.618816,0.361771,2,1.237632
2022,Playoffs,1611661321,In The Paint (Non-RA),44,15,30,3,DAL,0.210526,0.340909,0.681818,0.407752,0.205479,1231.180672,149.517590,0.405446,0.202703,2,0.810891
2022,Playoffs,1611661321,Mid-Range,34,10,20,3,DAL,0.162679,0.294118,0.588235,0.396985,0.190188,1807.084576,122.307775,0.395085,0.168093,2,0.790170
2022,Playoffs,1611661321,Corner 3,2,1,3,3,DAL,0.009569,0.500000,1.500000,0.403670,0.034724,5000.000000,490.572701,0.403708,0.026463,3,1.211125
2022,Playoffs,1611661321,Above the Break 3,43,12,36,3,DAL,0.205742,0.279070,0.837209,0.343126,0.271105,4515.440280,333.689182,0.342521,0.239185,3,1.027564
2022,Playoffs,1611661321,Backcourt,0,0,0,3,DAL,0.000000,,,0.166667,0.001911,122.411748,5000.000000,0.166667,0.001784,3,0.500000
2022,Playoffs,1611661322,Restricted Area,29,21,42,2,WAS,0.230159,0.724138,1.448276,0.616541,0.296591,343.740841,109.530113,0.624913,0.264210,2,1.249825
2022,Playoffs,1611661322,In The Paint (Non-RA),32,15,30,2,WAS,0.253968,0.468750,0.937500,0.407752,0.205479,1231.180672,149.517590,0.409297,0.230408,2,0.818594
2022,Playoffs,1611661322,Mid-Range,22,9,18,2,WAS,0.174603,0.409091,0.818182,0.396985,0.190188,1807.084576,122.307775,0.397131,0.184484,2,0.794261
2022,Playoffs,1611661322,Corner 3,5,4,12,2,WAS,0.039683,0.800000,2.400000,0.403670,0.034724,5000.000000,490.572701,0.404066,0.036170,3,1.212197
2022,Playoffs,1611661322,Above the Break 3,38,18,54,2,WAS,0.301587,0.473684,1.421053,0.343126,0.271105,4515.440280,333.689182,0.344215,0.282841,3,1.032646
2022,Playoffs,1611661322,Backcourt,0,0,0,2,WAS,0.000000,,,0.166667,0.001911,122.411748,5000.000000,0.166667,0.001887,3,0.500000
2022,Playoffs,1611661323,Restricted Area,228,140,280,12,CON,0.294955,0.614035,1.228070,0.616541,0.296591,343.740841,109.530113,0.615542,0.297927,2,1.231084
