game_id,team_id,season,season_type,game_date,pts,n_cand,n_app,pts_app,gap,pts_in_univ,unreachable
1022200049,1611661317,2022,Regular Season,2022-05-29,54.0,11,9,54.0,0.0,54.0,0.0
1022200053,1611661317,2022,Regular Season,2022-05-31,70.0,11,8,70.0,0.0,70.0,0.0
1022200061,1611661317,2022,Regular Season,2022-06-03,88.0,12,8,88.0,0.0,88.0,0.0
1022200067,1611661317,2022,Regular Season,2022-06-05,81.0,13,7,81.0,0.0,81.0,0.0
1022200077,1611661317,2022,Regular Season,2022-06-10,90.0,13,8,90.0,0.0,90.0,0.0
1022200081,1611661317,2022,Regular Season,2022-06-12,99.0,14,9,99.0,0.0,99.0,0.0
1022200083,1611661317,2022,Regular Season,2022-06-14,65.0,13,10,65.0,0.0,65.0,0.0
1022200087,1611661317,2022,Regular Season,2022-06-15,93.0,13,8,93.0,0.0,93.0,0.0
1022200090,1611661317,2022,Regular Season,2022-06-17,88.0,13,9,88.0,0.0,88.0,0.0
1022200099,1611661317,2022,Regular Season,2022-06-21,71.0,13,9,71.0,0.0,71.0,0.0
1022200103,1611661317,2022,Regular Season,2022-06-23,88.0,13,8,88.0,0.0,88.0,0.0
1022200107,1611661317,2022,Regular Season,2022-06-25,83.0,13,8,83.0,0.0,83.0,0.0
1022200112,1611661317,2022,Regular Season,2022-06-27,83.0,13,10,83.0,0.0,81.0,2.0
1022200117,1611661317,2022,Regular Season,2022-06-29,99.0,13,10,99.0,0.0,99.0,0.0
1022200123,1611661317,2022,Regular Season,2022-07-02,75.0,13,10,75.0,0.0,75.0,0.0
1022200128,1611661317,2022,Regular Season,2022-07-04,75.0,13,9,75.0,0.0,75.0,0.0
1022200135,1611661317,2022,Regular Season,2022-07-07,84.0,11,9,84.0,0.0,84.0,0.0
1022200140,1611661317,2022,Regular Season,2022-07-12,107.0,11,8,107.0,0.0,107.0,0.0
1022200145,1611661317,2022,Regular Season,2022-07-14,80.0,11,9,80.0,0.0,80.0,0.0
1022200152,1611661317,2022,Regular Season,2022-07-17,75.0,12,9,75.0,0.0,75.0,0.0
1022200163,1611661317,2022,Regular Season,2022-07-22,94.0,13,9,94.0,0.0,94.0,0.0
1022200172,1611661317,2022,Regular Season,2022-07-28,90.0,13,8,90.0,0.0,90.0,0.0
1022200178,1611661317,2022,Regular Season,2022-07-31,69.0,13,10,69.0,0.0,69.0,0.0
1022200182,1611661317,2022,Regular Season,2022-08-02,63.0,13,10,63.0,0.0,63.0,0.0
1022200189,1611661317,2022,Regular Season,2022-08-04,64.0,13,9,64.0,0.0,64.0,0.0
1022200194,1611661317,2022,Regular Season,2022-08-06,76.0,13,8,76.0,0.0,76.0,0.0
1022200204,1611661317,2022,Regular Season,2022-08-10,77.0,14,9,77.0,0.0,77.0,0.0
1022200210,1611661317,2022,Regular Season,2022-08-12,86.0,14,9,86.0,0.0,86.0,0.0
1022200214,1611661317,2022,Regular Season,2022-08-14,67.0,14,10,67.0,0.0,67.0,0.0
1042200101,1611661317,2022,Playoffs,2022-08-17,63.0,14,10,63.0,0.0,63.0,0.0
1042200102,1611661317,2022,Playoffs,2022-08-20,80.0,14,9,80.0,0.0,80.0,0.0
1022200003,1611661319,2022,Regular Season,2022-05-06,106.0,20,9,106.0,0.0,106.0,0.0
1022200008,1611661319,2022,Regular Season,2022-05-08,85.0,20,9,85.0,0.0,85.0,0.0
1022200010,1611661319,2022,Regular Season,2022-05-10,76.0,20,9,76.0,0.0,76.0,0.0
1022200016,1611661319,2022,Regular Season,2022-05-13,96.0,20,10,96.0,0.0,96.0,0.0
1022200026,1611661319,2022,Regular Season,2022-05-17,86.0,18,9,86.0,0.0,86.0,0.0
1022200029,1611661319,2022,Regular Season,2022-05-19,93.0,11,8,93.0,0.0,93.0,0.0
1022200034,1611661319,2022,Regular Season,2022-05-21,100.0,11,10,100.0,0.0,100.0,0.0
1022200038,1611661319,2022,Regular Season,2022-05-23,104.0,11,10,104.0,0.0,104.0,0.0
1022200047,1611661319,2022,Regular Season,2022-05-28,83.0,11,8,83.0,0.0,83.0,0.0
1022200054,1611661319,2022,Regular Season,2022-05-31,89.0,11,10,89.0,0.0,89.0,0.0
1022200058,1611661319,2022,Regular Season,2022-06-02,90.0,11,8,90.0,0.0,90.0,0.0
1022200066,1611661319,2022,Regular Season,2022-06-05,84.0,11,8,84.0,0.0,84.0,0.0
1022200078,1611661319,2022,Regular Season,2022-06-11,89.0,11,9,89.0,0.0,89.0,0.0
1022200085,1611661319,2022,Regular Season,2022-06-15,92.0,11,8,92.0,0.0,92.0,0.0
1022200096,1611661319,2022,Regular Season,2022-06-19,96.0,10,8,96.0,0.0,96.0,0.0
1022200098,1611661319,2022,Regular Season,2022-06-21,95.0,11,8,95.0,0.0,95.0,0.0
1022200109,1611661319,2022,Regular Season,2022-06-25,86.0,11,8,86.0,0.0,86.0,0.0
1022200113,1611661319,2022,Regular Season,2022-06-27,79.0,11,9,79.0,0.0,76.0,3.0
1022200118,1611661319,2022,Regular Season,2022-06-29,78.0,12,9,78.0,0.0,78.0,0.0
1022200121,1611661319,2022,Regular Season,2022-07-01,91.0,12,9,91.0,0.0,91.0,0.0
1022200126,1611661319,2022,Regular Season,2022-07-03,71.0,12,12,71.0,0.0,71.0,0.0
1022200133,1611661319,2022,Regular Season,2022-07-06,107.0,12,8,107.0,0.0,107.0,0.0
1022200138,1611661319,2022,Regular Season,2022-07-12,107.0,12,9,107.0,0.0,107.0,0.0
1022200143,1611661319,2022,Regular Season,2022-07-14,108.0,12,12,108.0,0.0,108.0,0.0
1022200150,1611661319,2022,Regular Season,2022-07-17,91.0,12,8,91.0,0.0,91.0,0.0
1022200155,1611661319,2022,Regular Season,2022-07-19,76.0,12,12,76.0,0.0,76.0,0.0
1022200160,1611661319,2022,Regular Season,2022-07-21,90.0,12,12,90.0,0.0,90.0,0.0
1022200165,1611661319,2022,Regular Season,2022-07-23,84.0,12,12,84.0,0.0,84.0,0.0
1022200173,1611661319,2022,Regular Season,2022-07-29,93.0,12,12,93.0,0.0,93.0,0.0
1022200179,1611661319,2022,Regular Season,2022-07-31,94.0,12,12,94.0,0.0,94.0,0.0
1022200184,1611661319,2022,Regular Season,2022-08-02,73.0,12,8,73.0,0.0,73.0,0.0
1022200190,1611661319,2022,Regular Season,2022-08-04,80.0,12,8,80.0,0.0,80.0,0.0
1022200197,1611661319,2022,Regular Season,2022-08-07,89.0,12,8,89.0,0.0,89.0,0.0
1022200201,1611661319,2022,Regular Season,2022-08-09,97.0,12,9,97.0,0.0,97.0,0.0
1022200205,1611661319,2022,Regular Season,2022-08-11,89.0,12,11,89.0,0.0,89.0,0.0
1022200215,1611661319,2022,Regular Season,2022-08-14,109.0,12,8,109.0,0.0,109.0,0.0
1042200101,1611661319,2022,Playoffs,2022-08-17,79.0,12,11,79.0,0.0,79.0,0.0
1042200102,1611661319,2022,Playoffs,2022-08-20,117.0,12,11,117.0,0.0,117.0,0.0
1042200201,1611661319,2022,Playoffs,2022-08-28,73.0,12,7,73.0,0.0,73.0,0.0
1042200202,1611661319,2022,Playoffs,2022-08-31,78.0,11,7,78.0,0.0,78.0,0.0
1042200203,1611661319,2022,Playoffs,2022-09-04,110.0,12,7,110.0,0.0,110.0,0.0
1042200204,1611661319,2022,Playoffs,2022-09-06,97.0,12,7,97.0,0.0,97.0,0.0
1042200301,1611661319,2022,Playoffs,2022-09-11,67.0,12,8,67.0,0.0,67.0,0.0
1042200302,1611661319,2022,Playoffs,2022-09-13,85.0,12,12,85.0,0.0,85.0,0.0
1042200303,1611661319,2022,Playoffs,2022-09-15,76.0,12,12,76.0,0.0,76.0,0.0
1042200304,1611661319,2022,Playoffs,2022-09-18,78.0,12,7,78.0,0.0,78.0,0.0
1022200002,1611661320,2022,Regular Season,2022-05-06,98.0,25,10,98.0,0.0,77.0,21.0
1022200007,1611661320,2022,Regular Season,2022-05-08,87.0,26,10,87.0,0.0,87.0,0.0
1022200012,1611661320,2022,Regular Season,2022-05-11,75.0,26,9,75.0,0.0,75.0,0.0
1022200019,1611661320,2022,Regular Season,2022-05-14,60.0,26,9,60.0,0.0,60.0,0.0
1022200027,1611661320,2022,Regular Season,2022-05-17,84.0,23,9,84.0,0.0,84.0,0.0
1022200033,1611661320,2022,Regular Season,2022-05-20,80.0,12,9,80.0,0.0,80.0,0.0
1022200038,1611661320,2022,Regular Season,2022-05-23,76.0,12,10,76.0,0.0,76.0,0.0
1022200043,1611661320,2022,Regular Season,2022-05-25,99.0,12,8,99.0,0.0,99.0,0.0
1022200045,1611661320,2022,Regular Season,2022-05-27,96.0,12,9,96.0,0.0,96.0,0.0
1022200051,1611661320,2022,Regular Season,2022-05-29,85.0,12,8,85.0,0.0,85.0,0.0
1022200055,1611661320,2022,Regular Season,2022-05-31,93.0,12,9,93.0,0.0,93.0,0.0
1022200067,1611661320,2022,Regular Season,2022-06-05,74.0,12,10,74.0,0.0,74.0,0.0
1022200078,1611661320,2022,Regular Season,2022-06-11,72.0,12,10,72.0,0.0,72.0,0.0
1022200095,1611661320,2022,Regular Season,2022-06-19,82.0,12,11,82.0,0.0,79.0,3.0
1022200100,1611661320,2022,Regular Season,2022-06-21,84.0,13,11,84.0,0.0,84.0,0.0
1022200105,1611661320,2022,Regular Season,2022-06-23,59.0,13,9,59.0,0.0,59.0,0.0
1022200108,1611661320,2022,Regular Season,2022-06-25,85.0,12,9,85.0,0.0,85.0,0.0
1022200113,1611661320,2022,Regular Season,2022-06-27,73.0,12,9,73.0,0.0,73.0,0.0
1022200120,1611661320,2022,Regular Season,2022-07-01,97.0,12,10,97.0,0.0,97.0,0.0
1022200127,1611661320,2022,Regular Season,2022-07-03,84.0,12,9,84.0,0.0,84.0,0.0
1022200128,1611661320,2022,Regular Season,2022-07-04,78.0,12,9,78.0,0.0,78.0,0.0
1022200136,1611661320,2022,Regular Season,2022-07-07,69.0,13,8,69.0,0.0,69.0,0.0
1022200141,1611661320,2022,Regular Season,2022-07-12,81.0,13,9,81.0,0.0,81.0,0.0
1022200146,1611661320,2022,Regular Season,2022-07-14,68.0,13,9,68.0,0.0,68.0,0.0
1022200156,1611661320,2022,Regular Season,2022-07-19,86.0,13,8,86.0,0.0,86.0,0.0
1022200159,1611661320,2022,Regular Season,2022-07-21,85.0,13,10,85.0,0.0,85.0,0.0
1022200165,1611661320,2022,Regular Season,2022-07-23,66.0,13,8,66.0,0.0,66.0,0.0
1022200172,1611661320,2022,Regular Season,2022-07-28,80.0,12,11,80.0,0.0,77.0,3.0
1022200181,1611661320,2022,Regular Season,2022-07-31,77.0,13,10,77.0,0.0,77.0,0.0
1022200183,1611661320,2022,Regular Season,2022-08-02,73.0,13,10,73.0,0.0,73.0,0.0
1022200187,1611661320,2022,Regular Season,2022-08-03,61.0,13,8,61.0,0.0,61.0,0.0
1022200191,1611661320,2022,Regular Season,2022-08-05,86.0,13,8,86.0,0.0,86.0,0.0
1022200196,1611661320,2022,Regular Season,2022-08-07,79.0,12,8,79.0,0.0,79.0,0.0
1022200202,1611661320,2022,Regular Season,2022-08-09,71.0,12,9,71.0,0.0,71.0,0.0
1022200206,1611661320,2022,Regular Season,2022-08-11,69.0,12,9,69.0,0.0,69.0,0.0
1022200216,1611661320,2022,Regular Season,2022-08-14,88.0,12,8,88.0,0.0,88.0,0.0
1022200006,1611661321,2022,Regular Season,2022-05-07,59.0,18,11,59.0,0.0,59.0,0.0
1022200015,1611661321,2022,Regular Season,2022-05-13,94.0,18,11,94.0,0.0,94.0,0.0
1022200021,1611661321,2022,Regular Season,2022-05-15,81.0,18,9,81.0,0.0,81.0,0.0
1022200025,1611661321,2022,Regular Season,2022-05-17,68.0,18,10,68.0,0.0,68.0,0.0
1022200030,1611661321,2022,Regular Season,2022-05-19,94.0,17,9,94.0,0.0,94.0,0.0
1022200035,1611661321,2022,Regular Season,2022-05-21,94.0,13,12,94.0,0.0,94.0,0.0
1022200039,1611661321,2022,Regular Season,2022-05-24,85.0,12,11,85.0,0.0,85.0,0.0
1022200044,1611661321,2022,Regular Season,2022-05-26,68.0,12,11,68.0,0.0,68.0,0.0
1022200055,1611661321,2022,Regular Season,2022-05-31,91.0,12,11,91.0,0.0,91.0,0.0
1022200062,1611661321,2022,Regular Season,2022-06-03,68.0,12,11,68.0,0.0,68.0,0.0
1022200066,1611661321,2022,Regular Season,2022-06-05,78.0,12,10,78.0,0.0,78.0,0.0
1022200075,1611661321,2022,Regular Season,2022-06-10,88.0,12,9,88.0,0.0,88.0,0.0
1022200080,1611661321,2022,Regular Season,2022-06-12,79.0,12,11,79.0,0.0,79.0,0.0
1022200085,1611661321,2022,Regular Season,2022-06-15,84.0,12,10,84.0,0.0,84.0,0.0
1022200090,1611661321,2022,Regular Season,2022-06-17,93.0,12,10,93.0,0.0,93.0,0.0
1022200095,1611661321,2022,Regular Season,2022-06-19,92.0,12,11,92.0,0.0,92.0,0.0
1022200097,1611661321,2022,Regular Season,2022-06-21,75.0,12,10,75.0,0.0,75.0,0.0
1022200102,1611661321,2022,Regular Season,2022-06-23,94.0,12,11,94.0,0.0,94.0,0.0
1022200107,1611661321,2022,Regular Season,2022-06-25,72.0,11,9,72.0,0.0,72.0,0.0
1022200115,1611661321,2022,Regular Season,2022-06-28,64.0,11,10,64.0,0.0,64.0,0.0
1022200120,1611661321,2022,Regular Season,2022-07-01,89.0,12,10,89.0,0.0,89.0,0.0
1022200130,1611661321,2022,Regular Season,2022-07-05,82.0,12,10,82.0,0.0,82.0,0.0
1022200137,1611661321,2022,Regular Season,2022-07-12,74.0,12,9,74.0,0.0,74.0,0.0
1022200144,1611661321,2022,Regular Season,2022-07-14,92.0,12,10,92.0,0.0,92.0,0.0
1022200149,1611661321,2022,Regular Season,2022-07-16,81.0,12,9,81.0,0.0,81.0,0.0
1022200162,1611661321,2022,Regular Season,2022-07-22,83.0,12,10,83.0,0.0,83.0,0.0
1022200166,1611661321,2022,Regular Season,2022-07-24,96.0,12,9,96.0,0.0,96.0,0.0
1022200171,1611661321,2022,Regular Season,2022-07-28,77.0,12,9,77.0,0.0,77.0,0.0
1022200176,1611661321,2022,Regular Season,2022-07-30,81.0,12,9,81.0,0.0,81.0,0.0
1022200185,1611661321,2022,Regular Season,2022-08-02,84.0,12,9,84.0,0.0,84.0,0.0
1022200190,1611661321,2022,Regular Season,2022-08-04,82.0,12,8,82.0,0.0,82.0,0.0
1022200193,1611661321,2022,Regular Season,2022-08-06,95.0,12,9,95.0,0.0,95.0,0.0
1022200199,1611661321,2022,Regular Season,2022-08-08,86.0,12,9,86.0,0.0,86.0,0.0
1022200203,1611661321,2022,Regular Season,2022-08-10,73.0,12,10,73.0,0.0,73.0,0.0
1022200210,1611661321,2022,Regular Season,2022-08-12,74.0,12,8,74.0,0.0,74.0,0.0
1022200216,1611661321,2022,Regular Season,2022-08-14,116.0,12,9,116.0,0.0,116.0,0.0
1042200121,1611661321,2022,Playoffs,2022-08-18,68.0,12,10,68.0,0.0,68.0,0.0
1042200122,1611661321,2022,Playoffs,2022-08-21,89.0,12,9,89.0,0.0,89.0,0.0
1042200123,1611661321,2022,Playoffs,2022-08-24,58.0,12,10,58.0,0.0,58.0,0.0
1022200001,1611661322,2022,Regular Season,2022-05-06,84.0,20,9,84.0,0.0,84.0,0.0
1022200009,1611661322,2022,Regular Season,2022-05-08,78.0,21,8,78.0,0.0,78.0,0.0
1022200010,1611661322,2022,Regular Season,2022-05-10,89.0,23,9,89.0,0.0,89.0,0.0
1022200015,1611661322,2022,Regular Season,2022-05-13,86.0,23,9,86.0,0.0,86.0,0.0
1022200025,1611661322,2022,Regular Season,2022-05-17,84.0,21,10,84.0,0.0,74.0,10.0
1022200032,1611661322,2022,Regular Season,2022-05-20,78.0,12,10,78.0,0.0,76.0,2.0
1022200037,1611661322,2022,Regular Season,2022-05-22,73.0,13,10,73.0,0.0,73.0,0.0
1022200040,1611661322,2022,Regular Season,2022-05-24,70.0,13,11,70.0,0.0,70.0,0.0
1022200048,1611661322,2022,Regular Season,2022-05-28,71.0,12,9,71.0,0.0,71.0,0.0
1022200052,1611661322,2022,Regular Season,2022-05-31,87.0,11,9,87.0,0.0,87.0,0.0
1022200059,1611661322,2022,Regular Season,2022-06-03,70.0,11,9,70.0,0.0,70.0,0.0
1022200065,1611661322,2022,Regular Season,2022-06-05,82.0,11,10,82.0,0.0,82.0,0.0
1022200072,1611661322,2022,Regular Season,2022-06-08,84.0,11,10,84.0,0.0,84.0,0.0
1022200076,1611661322,2022,Regular Season,2022-06-10,76.0,11,10,76.0,0.0,76.0,0.0
1022200081,1611661322,2022,Regular Season,2022-06-12,90.0,11,10,90.0,0.0,90.0,0.0
1022200083,1611661322,2022,Regular Season,2022-06-14,83.0,11,11,83.0,0.0,83.0,0.0
1022200088,1611661322,2022,Regular Season,2022-06-16,65.0,11,10,65.0,0.0,65.0,0.0
1022200094,1611661322,2022,Regular Season,2022-06-19,71.0,11,11,71.0,0.0,71.0,0.0
1022200100,1611661322,2022,Regular Season,2022-06-21,82.0,11,10,82.0,0.0,82.0,0.0
1022200104,1611661322,2022,Regular Season,2022-06-23,71.0,11,10,71.0,0.0,71.0,0.0
1022200109,1611661322,2022,Regular Season,2022-06-25,87.0,11,9,87.0,0.0,87.0,0.0
1022200114,1611661322,2022,Regular Season,2022-06-28,92.0,12,11,92.0,0.0,92.0,0.0
1022200124,1611661322,2022,Regular Season,2022-07-03,72.0,12,9,72.0,0.0,72.0,0.0
1022200132,1611661322,2022,Regular Season,2022-07-06,85.0,12,11,85.0,0.0,85.0,0.0
1022200141,1611661322,2022,Regular Season,2022-07-12,94.0,12,9,94.0,0.0,94.0,0.0
1022200145,1611661322,2022,Regular Season,2022-07-14,75.0,11,9,75.0,0.0,75.0,0.0
1022200151,1611661322,2022,Regular Season,2022-07-17,70.0,11,11,70.0,0.0,70.0,0.0
1022200158,1611661322,2022,Regular Season,2022-07-21,78.0,11,9,78.0,0.0,78.0,0.0
1022200171,1611661322,2022,Regular Season,2022-07-28,87.0,11,9,87.0,0.0,87.0,0.0
1022200175,1611661322,2022,Regular Season,2022-07-30,77.0,11,9,77.0,0.0,77.0,0.0
1022200180,1611661322,2022,Regular Season,2022-07-31,78.0,11,9,78.0,0.0,78.0,0.0
1022200184,1611661322,2022,Regular Season,2022-08-02,83.0,11,9,83.0,0.0,83.0,0.0
1022200192,1611661322,2022,Regular Season,2022-08-05,83.0,11,10,83.0,0.0,83.0,0.0
1022200196,1611661322,2022,Regular Season,2022-08-07,76.0,11,9,76.0,0.0,76.0,0.0
1022200207,1611661322,2022,Regular Season,2022-08-12,82.0,12,10,82.0,0.0,82.0,0.0
1022200213,1611661322,2022,Regular Season,2022-08-14,95.0,12,11,95.0,0.0,95.0,0.0
1042200131,1611661322,2022,Playoffs,2022-08-18,83.0,12,9,83.0,0.0,83.0,0.0
1042200132,1611661322,2022,Playoffs,2022-08-21,84.0,12,9,84.0,0.0,84.0,0.0
1022200005,1611661323,2022,Regular Season,2022-05-07,79.0,18,8,79.0,0.0,79.0,0.0
1022200019,1611661323,2022,Regular Season,2022-05-14,77.0,18,9,77.0,0.0,77.0,0.0
1022200023,1611661323,2022,Regular Season,2022-05-17,92.0,18,11,92.0,0.0,92.0,0.0
1022200031,1611661323,2022,Regular Season,2022-05-20,94.0,18,9,94.0,0.0,94.0,0.0
1022200036,1611661323,2022,Regular Season,2022-05-22,92.0,18,10,92.0,0.0,92.0,0.0
1022200039,1611661323,2022,Regular Season,2022-05-24,77.0,11,9,77.0,0.0,77.0,0.0
1022200044,1611661323,2022,Regular Season,2022-05-26,99.0,11,10,99.0,0.0,99.0,0.0
1022200048,1611661323,2022,Regular Season,2022-05-28,79.0,11,8,79.0,0.0,79.0,0.0
1022200054,1611661323,2022,Regular Season,2022-05-31,81.0,11,10,81.0,0.0,79.0,2.0
1022200058,1611661323,2022,Regular Season,2022-06-02,97.0,12,8,97.0,0.0,97.0,0.0
1022200061,1611661323,2022,Regular Season,2022-06-03,92.0,12,9,92.0,0.0,92.0,0.0
1022200068,1611661323,2022,Regular Season,2022-06-05,93.0,12,9,93.0,0.0,93.0,0.0
1022200071,1611661323,2022,Regular Season,2022-06-08,88.0,12,10,88.0,0.0,88.0,0.0
1022200073,1611661323,2022,Regular Season,2022-06-10,79.0,12,7,79.0,0.0,79.0,0.0
1022200086,1611661323,2022,Regular Season,2022-06-15,105.0,12,10,105.0,0.0,104.0,1.0
1022200089,1611661323,2022,Regular Season,2022-06-17,82.0,13,9,82.0,0.0,82.0,0.0
1022200094,1611661323,2022,Regular Season,2022-06-19,63.0,12,10,63.0,0.0,63.0,0.0
1022200101,1611661323,2022,Regular Season,2022-06-22,77.0,12,8,77.0,0.0,77.0,0.0
1022200110,1611661323,2022,Regular Season,2022-06-26,72.0,12,10,72.0,0.0,72.0,0.0
1022200116,1611661323,2022,Regular Season,2022-06-29,83.0,11,8,83.0,0.0,83.0,0.0
1022200124,1611661323,2022,Regular Season,2022-07-03,74.0,11,9,74.0,0.0,74.0,0.0
1022200130,1611661323,2022,Regular Season,2022-07-05,71.0,11,9,71.0,0.0,71.0,0.0
1022200142,1611661323,2022,Regular Season,2022-07-13,89.0,11,10,89.0,0.0,89.0,0.0
1022200148,1611661323,2022,Regular Season,2022-07-15,93.0,11,10,93.0,0.0,93.0,0.0
1022200150,1611661323,2022,Regular Season,2022-07-17,83.0,11,9,83.0,0.0,83.0,0.0
1022200154,1611661323,2022,Regular Season,2022-07-19,82.0,12,10,82.0,0.0,82.0,0.0
1022200161,1611661323,2022,Regular Season,2022-07-22,94.0,12,9,94.0,0.0,94.0,0.0
1022200168,1611661323,2022,Regular Season,2022-07-24,86.0,12,9,86.0,0.0,86.0,0.0
1022200170,1611661323,2022,Regular Season,2022-07-28,88.0,13,8,88.0,0.0,88.0,0.0
1022200177,1611661323,2022,Regular Season,2022-07-31,92.0,13,8,92.0,0.0,92.0,0.0
1022200182,1611661323,2022,Regular Season,2022-08-02,87.0,13,10,87.0,0.0,87.0,0.0
1022200189,1611661323,2022,Regular Season,2022-08-04,77.0,13,10,77.0,0.0,77.0,0.0
1022200195,1611661323,2022,Regular Season,2022-08-07,91.0,13,9,91.0,0.0,91.0,0.0
1022200202,1611661323,2022,Regular Season,2022-08-09,97.0,13,10,97.0,0.0,97.0,0.0
1022200206,1611661323,2022,Regular Season,2022-08-11,93.0,13,10,93.0,0.0,93.0,0.0
1022200211,1611661323,2022,Regular Season,2022-08-14,90.0,13,10,90.0,0.0,90.0,0.0
1042200121,1611661323,2022,Playoffs,2022-08-18,93.0,12,10,93.0,0.0,93.0,0.0
1042200122,1611661323,2022,Playoffs,2022-08-21,79.0,12,10,79.0,0.0,79.0,0.0
1042200123,1611661323,2022,Playoffs,2022-08-24,73.0,12,10,73.0,0.0,73.0,0.0
1042200211,1611661323,2022,Playoffs,2022-08-28,68.0,12,8,68.0,0.0,68.0,0.0
1042200212,1611661323,2022,Playoffs,2022-08-31,77.0,12,10,77.0,0.0,77.0,0.0
