screen,candidate,target,stratum,base,n,null_scheme_recorded,null_class,null_permutes_at,null_level_source,null_source_cite,candidate_level_recorded,candidate_level_source,level_recorded,var_share_between,var_share_entity,var_share_source,n_rows_for_var_share,stat_scale,observed_stat,dr2_reported,null_mean,null_mean_source,null_mean_recorded_by_screen,flag_applicable,flag_computable,flag_null_mean_gt_observed,p_decision,p_familywise,kill_reason,kill_reason_corrected,ceiling_recorded,mde80_fw_used,blind_used,is_kill,is_ceiling,EXPOSURE,exposure_reason,exposure_confidence,EXPOSURE_thr0.3,EXPOSURE_thr0.8,_i,z_obs_vs_null
E0_I0016_efficiency_predictors,D02_opp_poss_per40,ppm,,,14852.0,p_N1_within_entity,WITHIN_ENTITY,opp_team_season,TABLE,E0_I0016/screen_results.csv:entity_level + s02_screen.py:167-186,opp_team_season,TABLE,opp_team_season,0.7129086653895824,opp_team_season,RECORDED,,DR2,0.0010606313808426,0.0010606313808426,0.0011843400843533,RECORDED,True,True,True,1.0,0.6688851913477537,1.0,UNINFORMATIVE_NULL,UNINFORMATIVE_NULL,,0.0031493040795228,0.6666666666666666,True,False,EXPOSED,"within-entity null at opp_team_season, between-share 0.713 >= 0.5",1.0,EXPOSED,NOT_EXPOSED,27,-0.474414358848382
E0_I0016_efficiency_predictors,D04_pl_fastbreak_share,ppm,,,14784.0,p_N1_within_entity,WITHIN_ENTITY,player_season,TABLE,E0_I0016/screen_results.csv:entity_level + s02_screen.py:167-186,player_season,TABLE,player_season,0.7484732709508133,player_season,RECORDED,,DR2,0.0001050671538916,0.0001050671538916,9.899778954315866e-05,RECORDED,True,True,True,0.0,0.3810316139767055,1.0,POWERED_NULL,POWERED_NULL,,0.0014429864199532,0.0,True,False,EXPOSED,"within-entity null at player_season, between-share 0.748 >= 0.5",1.0,EXPOSED,NOT_EXPOSED,29,0.07396544703108549
E0_I0016_efficiency_predictors,D06_tm_fastbreak_pts,ppm,,,14852.0,p_N1_within_entity,WITHIN_ENTITY,team_season,TABLE,E0_I0016/screen_results.csv:entity_level + s02_screen.py:167-186,team_season,TABLE,team_season,0.820987135102918,team_season,RECORDED,,DR2,5.483190098153161e-06,5.483190098153161e-06,3.3013363372869504e-05,RECORDED,True,True,True,1.0,0.8086522462562395,1.0,POWERED_NULL,POWERED_NULL,,0.0013255219307764,0.0,True,False,EXPOSED,"within-entity null at team_season, between-share 0.821 >= 0.5",1.0,EXPOSED,EXPOSED,31,-0.828814662312092
E0_I0016_efficiency_predictors,E01_pl_fg3a_share,ppm,,,14844.0,p_N1_within_entity,WITHIN_ENTITY,player_season,TABLE,E0_I0016/screen_results.csv:entity_level + s02_screen.py:167-186,player_season,TABLE,player_season,0.9608734710130812,player_season,RECORDED,,DR2,9.544676853532186e-05,9.544676853532186e-05,0.0001652832094457,RECORDED,True,True,True,1.0,0.951747088186356,1.0,UNINFORMATIVE_NULL,UNINFORMATIVE_NULL,,0.0032741388381777,0.6666666666666666,True,False,EXPOSED,"within-entity null at player_season, between-share 0.961 >= 0.5",1.0,EXPOSED,EXPOSED,32,-1.4291475195860368
E0_I0016_efficiency_predictors,E03_pl_blocked_rate,ppm,,,14844.0,p_N1_within_entity,WITHIN_ENTITY,player_season,TABLE,E0_I0016/screen_results.csv:entity_level + s02_screen.py:167-186,player_season,TABLE,player_season,0.7424025630255989,player_season,RECORDED,,DR2,5.851831918594807e-08,5.851831918594807e-08,0.0001848834286651,RECORDED,True,True,True,1.0,1.0,1.0,POWERED_NULL,POWERED_NULL,,0.0017403375188696,0.0,True,False,EXPOSED,"within-entity null at player_season, between-share 0.742 >= 0.5",1.0,EXPOSED,NOT_EXPOSED,34,-1.3633079831457489
E0_I0016_efficiency_predictors,E07_pl_2ndchance_share,ppm,,,14784.0,p_N1_within_entity,WITHIN_ENTITY,player_season,TABLE,E0_I0016/screen_results.csv:entity_level + s02_screen.py:167-186,player_season,TABLE,player_season,0.7511237213436976,player_season,RECORDED,,DR2,6.189791308908391e-05,6.189791308908391e-05,8.507928772246481e-05,RECORDED,True,True,True,1.0,0.5041597337770383,1.0,UNINFORMATIVE_NULL,UNINFORMATIVE_NULL,,0.0069235743096506,0.6666666666666666,True,False,EXPOSED,"within-entity null at player_season, between-share 0.751 >= 0.5",1.0,EXPOSED,NOT_EXPOSED,38,-0.2685380764368971
E0_I0016_efficiency_predictors,F04_load_x_fg3a_share,ppm,,,14844.0,p_N1_within_entity,WITHIN_ENTITY,player_season,TABLE,E0_I0016/screen_results.csv:entity_level + s02_screen.py:167-186,player_season,TABLE,player_season,0.6499423795258509,player_season,RECORDED,,DR2,0.0003090732032386,0.0003090732032386,0.000552426618032,RECORDED,True,True,True,1.0,0.9018302828618968,1.0,UNINFORMATIVE_NULL,UNINFORMATIVE_NULL,,0.0052841111267903,1.0,True,False,EXPOSED,"within-entity null at player_season, between-share 0.650 >= 0.5",1.0,EXPOSED,NOT_EXPOSED,42,-1.1671198798927442
E0_I0016_efficiency_predictors,A01_opp_efg_allowed,ts,,,14079.0,p_N1_within_entity,WITHIN_ENTITY,opp_team_season,TABLE,E0_I0016/screen_results.csv:entity_level + s02_screen.py:167-186,opp_team_season,TABLE,opp_team_season,0.6642566921319022,opp_team_season,RECORDED,,DR2,0.000782667827166,0.000782667827166,0.0016067388328279,RECORDED,True,True,True,1.0,0.9983361064891848,1.0,UNINFORMATIVE_NULL,UNINFORMATIVE_NULL,,0.0084893297519599,1.0,True,False,EXPOSED,"within-entity null at opp_team_season, between-share 0.664 >= 0.5",1.0,EXPOSED,NOT_EXPOSED,44,-2.1101629415884875
E0_I0016_efficiency_predictors,A02_opp_ts_allowed,ts,,,14079.0,p_N1_within_entity,WITHIN_ENTITY,opp_team_season,TABLE,E0_I0016/screen_results.csv:entity_level + s02_screen.py:167-186,opp_team_season,TABLE,opp_team_season,0.7226664765803353,opp_team_season,RECORDED,,DR2,0.0010774935524713,0.0010774935524713,0.0020027376024568,RECORDED,True,True,True,1.0,0.9983361064891848,1.0,UNINFORMATIVE_NULL,UNINFORMATIVE_NULL,,0.0086119028013466,1.0,True,False,EXPOSED,"within-entity null at opp_team_season, between-share 0.723 >= 0.5",1.0,EXPOSED,NOT_EXPOSED,45,-2.3002406070055628
E0_I0016_efficiency_predictors,A04_opp_blk,ts,,,14079.0,p_N1_within_entity,WITHIN_ENTITY,opp_team_season,TABLE,E0_I0016/screen_results.csv:entity_level + s02_screen.py:167-186,opp_team_season,TABLE,opp_team_season,0.7191510009864481,opp_team_season,RECORDED,,DR2,0.000652738534702,0.000652738534702,0.0004291168114725,RECORDED,True,True,True,0.0,0.1131447587354409,1.0,UNINFORMATIVE_NULL,UNINFORMATIVE_NULL,,0.0030159335348506,0.6666666666666666,True,False,EXPOSED,"within-entity null at opp_team_season, between-share 0.719 >= 0.5",1.0,EXPOSED,NOT_EXPOSED,47,1.2349799376077224
E0_I0016_efficiency_predictors,A05_opp_fg3pct_allowed,ts,,,14079.0,p_N1_within_entity,WITHIN_ENTITY,opp_team_season,TABLE,E0_I0016/screen_results.csv:entity_level + s02_screen.py:167-186,opp_team_season,TABLE,opp_team_season,0.6892945900329,opp_team_season,RECORDED,,DR2,0.0003636478600497,0.0003636478600497,0.0008872809944957,RECORDED,True,True,True,1.0,0.9833610648918468,1.0,UNINFORMATIVE_NULL,UNINFORMATIVE_NULL,,0.0050733591891755,1.0,True,False,EXPOSED,"within-entity null at opp_team_season, between-share 0.689 >= 0.5",1.0,EXPOSED,NOT_EXPOSED,48,-1.8075587792674792
E0_I0016_efficiency_predictors,A07_opp_ftrate_allowed,ts,,,14079.0,p_N1_within_entity,WITHIN_ENTITY,opp_team_season,TABLE,E0_I0016/screen_results.csv:entity_level + s02_screen.py:167-186,opp_team_season,TABLE,opp_team_season,0.7993041977620429,opp_team_season,RECORDED,,DR2,0.0010685854965211,0.0010685854965211,0.0016322574417403,RECORDED,True,True,True,1.0,0.9733777038269552,1.0,UNINFORMATIVE_NULL,UNINFORMATIVE_NULL,,0.0048860061807126,1.0,True,False,EXPOSED,"within-entity null at opp_team_season, between-share 0.799 >= 0.5",1.0,EXPOSED,NOT_EXPOSED,50,-1.8281436413752328
E0_I0016_efficiency_predictors,A08_opp_pf,ts,,,14079.0,p_N1_within_entity,WITHIN_ENTITY,opp_team_season,TABLE,E0_I0016/screen_results.csv:entity_level + s02_screen.py:167-186,opp_team_season,TABLE,opp_team_season,0.8116289468542558,opp_team_season,RECORDED,,DR2,0.0010938711864259,0.0010938711864259,0.0014732211441181,RECORDED,True,True,True,1.0,0.9201331114808652,1.0,UNINFORMATIVE_NULL,UNINFORMATIVE_NULL,,0.004370301801219,1.0,True,False,EXPOSED,"within-entity null at opp_team_season, between-share 0.812 >= 0.5",1.0,EXPOSED,EXPOSED,51,-1.3874979394000129
E0_I0016_efficiency_predictors,A10_opp_defrtg,ts,,,14079.0,p_N1_within_entity,WITHIN_ENTITY,opp_team_season,TABLE,E0_I0016/screen_results.csv:entity_level + s02_screen.py:167-186,opp_team_season,TABLE,opp_team_season,0.771993007067546,opp_team_season,RECORDED,,DR2,0.0006940830677306,0.0006940830677306,0.0014016589177834,RECORDED,True,True,True,1.0,0.9983361064891848,1.0,UNINFORMATIVE_NULL,UNINFORMATIVE_NULL,,0.0079848560787978,1.0,True,False,EXPOSED,"within-entity null at opp_team_season, between-share 0.772 >= 0.5",1.0,EXPOSED,NOT_EXPOSED,53,-2.4036311630131406
E0_I0016_efficiency_predictors,A11_opp_fastbreak_allowed,ts,,,14079.0,p_N1_within_entity,WITHIN_ENTITY,opp_team_season,TABLE,E0_I0016/screen_results.csv:entity_level + s02_screen.py:167-186,opp_team_season,TABLE,opp_team_season,0.7444829058354183,opp_team_season,RECORDED,,DR2,0.0001256960371241,0.0001256960371241,0.0003687750535445,RECORDED,True,True,True,1.0,0.9417637271214644,1.0,UNINFORMATIVE_NULL,UNINFORMATIVE_NULL,,0.0029852403985937,1.0,True,False,EXPOSED,"within-entity null at opp_team_season, between-share 0.744 >= 0.5",1.0,EXPOSED,NOT_EXPOSED,54,-1.4447250625185395
E0_I0016_efficiency_predictors,B01_pl_ftrate,ts,,,14073.0,p_N1_within_entity,WITHIN_ENTITY,player_season,TABLE,E0_I0016/screen_results.csv:entity_level + s02_screen.py:167-186,player_season,TABLE,player_season,0.697039625738563,player_season,RECORDED,,DR2,0.0001651112563206,0.0001651112563206,0.0007271503069168,RECORDED,True,True,True,1.0,0.9916805324459236,1.0,POWERED_NULL,POWERED_NULL,,0.0015137873107134,0.3333333333333333,True,False,EXPOSED,"within-entity null at player_season, between-share 0.697 >= 0.5",1.0,EXPOSED,NOT_EXPOSED,56,-1.825238646813439
E0_I0016_efficiency_predictors,B02_pl_ftpct,ts,,,13670.0,p_N1_within_entity,WITHIN_ENTITY,player_season,TABLE,E0_I0016/screen_results.csv:entity_level + s02_screen.py:167-186,player_season,TABLE,player_season,0.7384270980659213,player_season,RECORDED,,DR2,0.0001099541850482,0.0001099541850482,0.0007021367396556,RECORDED,True,True,True,1.0,0.9966722129783694,1.0,POWERED_NULL,POWERED_NULL,,0.0018708397377239,0.3333333333333333,True,False,EXPOSED,"within-entity null at player_season, between-share 0.738 >= 0.5",1.0,EXPOSED,NOT_EXPOSED,57,-2.263026127133413
E0_I0016_efficiency_predictors,B03_pl_fouls_drawn_per36,ts,,,14079.0,p_N1_within_entity,WITHIN_ENTITY,player_season,TABLE,E0_I0016/screen_results.csv:entity_level + s02_screen.py:167-186,player_season,TABLE,player_season,0.9004561994855943,player_season,RECORDED,,DR2,0.0024711059735078,0.0024711059735078,0.0032289740823469,RECORDED,True,True,True,1.0,0.9983361064891848,1.0,UNINFORMATIVE_NULL,UNINFORMATIVE_NULL,,0.0145450520438516,1.0,True,False,EXPOSED,"within-entity null at player_season, between-share 0.900 >= 0.5",1.0,EXPOSED,EXPOSED,58,-2.4214334996613083
E0_I0016_efficiency_predictors,B06_pl_ftpts_per36,ts,,,14079.0,p_N1_within_entity,WITHIN_ENTITY,player_season,TABLE,E0_I0016/screen_results.csv:entity_level + s02_screen.py:167-186,player_season,TABLE,player_season,0.8744135456204726,player_season,RECORDED,,DR2,0.0017938216108652,0.0017938216108652,0.0035528640249052,RECORDED,True,True,True,1.0,1.0,1.0,UNINFORMATIVE_NULL,UNINFORMATIVE_NULL,,0.0163592932836512,1.0,True,False,EXPOSED,"within-entity null at player_season, between-share 0.874 >= 0.5",1.0,EXPOSED,EXPOSED,61,-4.666570139223279
E0_I0016_efficiency_predictors,C02_tm_ast_per_game,ts,,,14079.0,p_N1_within_entity,WITHIN_ENTITY,team_season,TABLE,E0_I0016/screen_results.csv:entity_level + s02_screen.py:167-186,team_season,TABLE,team_season,0.8500113943956605,team_season,RECORDED,,DR2,0.000668175265454,0.000668175265454,0.0010931453060014,RECORDED,True,True,True,1.0,0.9816971713810316,1.0,UNINFORMATIVE_NULL,UNINFORMATIVE_NULL,,0.0060968860998238,0.6666666666666666,True,False,EXPOSED,"within-entity null at team_season, between-share 0.850 >= 0.5",1.0,EXPOSED,EXPOSED,63,-1.959859479150896
E0_I0016_efficiency_predictors,C03_tm_ast_rate,ts,,,14079.0,p_N1_within_entity,WITHIN_ENTITY,team_season,TABLE,E0_I0016/screen_results.csv:entity_level + s02_screen.py:167-186,team_season,TABLE,team_season,0.8834462738239894,team_season,RECORDED,,DR2,0.0007155613323171,0.0007155613323171,0.0007929636297838,RECORDED,True,True,True,1.0,0.6605657237936772,1.0,UNINFORMATIVE_NULL,UNINFORMATIVE_NULL,,0.0044283187376074,0.6666666666666666,True,False,EXPOSED,"within-entity null at team_season, between-share 0.883 >= 0.5",1.0,EXPOSED,EXPOSED,64,-0.4903713377014824
E0_I0016_efficiency_predictors,D01_tm_poss_per40,ts,,,14079.0,p_N1_within_entity,WITHIN_ENTITY,team_season,TABLE,E0_I0016/screen_results.csv:entity_level + s02_screen.py:167-186,team_season,TABLE,team_season,0.7657539860650784,team_season,RECORDED,,DR2,0.0002284599536457,0.0002284599536457,0.0002218793166402,RECORDED,True,True,True,0.0,0.4226289517470882,1.0,POWERED_NULL,POWERED_NULL,,0.0019370649722702,0.0,True,False,EXPOSED,"within-entity null at team_season, between-share 0.766 >= 0.5",1.0,EXPOSED,NOT_EXPOSED,70,0.05501483420771534
E0_I0016_efficiency_predictors,D02_opp_poss_per40,ts,,,14079.0,p_N1_within_entity,WITHIN_ENTITY,opp_team_season,TABLE,E0_I0016/screen_results.csv:entity_level + s02_screen.py:167-186,opp_team_season,TABLE,opp_team_season,0.7133173038616187,opp_team_season,RECORDED,,DR2,0.0003571286849211,0.0003571286849211,0.0003889357161294,RECORDED,True,True,True,1.0,0.5224625623960066,1.0,UNINFORMATIVE_NULL,UNINFORMATIVE_NULL,,0.0031493040795228,0.6666666666666666,True,False,EXPOSED,"within-entity null at opp_team_season, between-share 0.713 >= 0.5",1.0,EXPOSED,NOT_EXPOSED,71,-0.1791511339071659
E0_I0016_efficiency_predictors,E01_pl_fg3a_share,ts,,,14073.0,p_N1_within_entity,WITHIN_ENTITY,player_season,TABLE,E0_I0016/screen_results.csv:entity_level + s02_screen.py:167-186,player_season,TABLE,player_season,0.9626574958321004,player_season,RECORDED,,DR2,0.0012213546347136,0.0012213546347136,0.0011386420262945,RECORDED,True,True,True,0.0,0.259567387687188,1.0,UNINFORMATIVE_NULL,UNINFORMATIVE_NULL,,0.0032741388381777,0.6666666666666666,True,False,EXPOSED,"within-entity null at player_season, between-share 0.963 >= 0.5",1.0,EXPOSED,EXPOSED,76,0.6056182033726646
E0_I0016_efficiency_predictors,E02_pl_paintpts_share,ts,,,14036.0,p_N1_within_entity,WITHIN_ENTITY,player_season,TABLE,E0_I0016/screen_results.csv:entity_level + s02_screen.py:167-186,player_season,TABLE,player_season,0.907475608408343,player_season,RECORDED,,DR2,0.0023201837903074,0.0023201837903074,0.001469562042208,RECORDED,True,True,True,0.0,0.0033277870216306,0.6256239600665557,UNINFORMATIVE_NULL,UNINFORMATIVE_NULL,,0.0076821141924757,0.6666666666666666,True,False,EXPOSED,"within-entity null at player_season, between-share 0.907 >= 0.5",1.0,EXPOSED,EXPOSED,77,3.5170222752609126
E0_I0016_efficiency_predictors,E06_pl_efg_prior,ts,,,14073.0,p_N1_within_entity,WITHIN_ENTITY,player_season,TABLE,E0_I0016/screen_results.csv:entity_level + s02_screen.py:167-186,player_season,TABLE,player_season,0.6827363220793305,player_season,RECORDED,,DR2,0.0008841662368468,0.0008841662368468,0.0120639172063513,RECORDED,True,True,True,1.0,1.0,1.0,UNINFORMATIVE_NULL,UNINFORMATIVE_NULL,,0.0612766295370589,0.6666666666666666,True,False,EXPOSED,"within-entity null at player_season, between-share 0.683 >= 0.5",1.0,EXPOSED,NOT_EXPOSED,81,-6.1588723218436865
E0_I0016_efficiency_predictors,E07_pl_2ndchance_share,ts,,,14036.0,p_N1_within_entity,WITHIN_ENTITY,player_season,TABLE,E0_I0016/screen_results.csv:entity_level + s02_screen.py:167-186,player_season,TABLE,player_season,0.7501125977716336,player_season,RECORDED,,DR2,0.0020652958210235,0.0020652958210235,0.0011767554245959,RECORDED,True,True,True,0.0,0.0099833610648918,0.8851913477537438,UNINFORMATIVE_NULL,UNINFORMATIVE_NULL,,0.0069235743096506,0.6666666666666666,True,False,EXPOSED,"within-entity null at player_season, between-share 0.750 >= 0.5",1.0,EXPOSED,NOT_EXPOSED,82,2.696746178646939
E0_I0016_efficiency_predictors,F04_load_x_fg3a_share,ts,,,14073.0,p_N1_within_entity,WITHIN_ENTITY,player_season,TABLE,E0_I0016/screen_results.csv:entity_level + s02_screen.py:167-186,player_season,TABLE,player_season,0.6451492275620435,player_season,RECORDED,,DR2,0.0005247443974346,0.0005247443974346,0.0007628059225865,RECORDED,True,True,True,1.0,0.8036605657237936,1.0,UNINFORMATIVE_NULL,UNINFORMATIVE_NULL,,0.0052841111267903,1.0,True,False,EXPOSED,"within-entity null at player_season, between-share 0.645 >= 0.5",1.0,EXPOSED,NOT_EXPOSED,86,-0.8844520530560254
E0_I0016_efficiency_predictors,A01_opp_efg_allowed,efg,,,13989.0,p_N1_within_entity,WITHIN_ENTITY,opp_team_season,TABLE,E0_I0016/screen_results.csv:entity_level + s02_screen.py:167-186,opp_team_season,TABLE,opp_team_season,0.6638593599225361,opp_team_season,RECORDED,,DR2,0.0005276445804308,0.0005276445804308,0.001356551351992,RECORDED,True,True,True,1.0,0.9966722129783694,1.0,UNINFORMATIVE_NULL,UNINFORMATIVE_NULL,,0.0084893297519599,1.0,True,False,EXPOSED,"within-entity null at opp_team_season, between-share 0.664 >= 0.5",1.0,EXPOSED,NOT_EXPOSED,88,-2.299497281745597
