game_id,season,season_type,status,era,n_possessions,n_real_possessions,model_home_pts,model_away_pts,master_home_pts,master_away_pts,resid_home,resid_away,exact,dominant_failure,game_seconds,anomalies
1022100033,2021,Regular Season,ok,v2,186,185,87,90,87,90,0,0,True,,2700.0,"{'rebound_after_tech_ft_skipped': 1, 'tech_ft_synthetic': 1}"
1022100034,2021,Regular Season,ok,v2,151,150,85,89,85,89,0,0,True,,2400.0,{'tech_ft_synthetic': 1}
1022100035,2021,Regular Season,ok,v2,176,175,79,82,79,82,0,0,True,,2700.0,{'tech_ft_synthetic': 1}
1022100036,2021,Regular Season,ok,v2,166,166,101,78,101,78,0,0,True,,2400.0,{}
1022100037,2021,Regular Season,ok,v2,160,160,79,74,79,74,0,0,True,,2700.0,{}
1022100038,2021,Regular Season,ok,v2,155,155,74,67,74,67,0,0,True,,2400.0,{'lineup_underfull': 2}
1022100039,2021,Regular Season,ok,v2,162,162,83,84,83,84,0,0,True,,2400.0,"{'inferred_flip': 2, 'lineup_underfull': 2, 'rebound_after_tech_ft_skipped': 1, 'tech_ft_folded': 1}"
1022100040,2021,Regular Season,ok,v2,154,154,79,69,79,69,0,0,True,,2400.0,{}
1022100041,2021,Regular Season,ok,v2,157,157,88,73,88,73,0,0,True,,2400.0,{'tech_ft_folded': 1}
1022100042,2021,Regular Season,ok,v2,173,171,82,94,82,94,0,0,True,,2400.0,"{'tech_ft_folded': 1, 'tech_ft_synthetic': 2}"
1022100043,2021,Regular Season,ok,v2,170,170,77,74,77,74,0,0,True,,2700.0,{'tech_ft_folded': 1}
1022100044,2021,Regular Season,ok,v2,150,150,98,63,98,63,0,0,True,,2400.0,{}
1022100045,2021,Regular Season,ok,v2,167,166,86,84,86,84,0,0,True,,2400.0,{'tech_ft_synthetic': 1}
1022100046,2021,Regular Season,ok,v2,191,191,105,102,105,102,0,0,True,,2700.0,{'lineup_underfull': 2}
1022100047,2021,Regular Season,ok,v2,180,180,93,96,93,96,0,0,True,,2400.0,"{'rebound_after_tech_ft_skipped': 1, 'tech_ft_folded': 1}"
1022100048,2021,Regular Season,ok,v2,157,157,68,63,68,63,0,0,True,,2400.0,{'inferred_flip': 1}
1022100049,2021,Regular Season,ok,v2,144,143,85,64,85,64,0,0,True,,2400.0,{'tech_ft_synthetic': 1}
1022100050,2021,Regular Season,ok,v2,156,155,100,80,100,80,0,0,True,,2400.0,{'tech_ft_synthetic': 1}
1022100051,2021,Regular Season,ok,v2,155,155,67,68,67,68,0,0,True,,2400.0,{}
1022100052,2021,Regular Season,ok,v2,171,170,85,81,85,81,0,0,True,,2400.0,{'tech_ft_synthetic': 1}
1022100053,2021,Regular Season,ok,v2,160,160,71,95,71,95,0,0,True,,2400.0,{'inferred_flip': 1}
1022100054,2021,Regular Season,ok,v2,162,162,92,76,92,76,0,0,True,,2400.0,"{'inferred_flip': 1, 'lineup_underfull': 2}"
1022100055,2021,Regular Season,ok,v2,154,154,81,85,81,85,0,0,True,,2400.0,"{'inferred_flip': 2, 'lineup_underfull': 2, 'tech_ft_folded': 2}"
1022100056,2021,Regular Season,ok,v2,156,156,89,71,89,71,0,0,True,,2400.0,{}
1022100057,2021,Regular Season,ok,v2,157,157,75,86,75,86,0,0,True,,2400.0,{}
1022100058,2021,Regular Season,ok,v2,148,148,59,77,59,77,0,0,True,,2400.0,"{'inferred_flip': 1, 'period_opens_with_rebound': 1}"
1022100059,2021,Regular Season,ok,v2,153,153,79,83,79,83,0,0,True,,2400.0,{'inferred_flip': 1}
1022100060,2021,Regular Season,ok,v2,157,156,80,64,80,64,0,0,True,,2400.0,"{'tech_ft_folded': 1, 'tech_ft_synthetic': 1}"
1022100061,2021,Regular Season,ok,v2,152,152,66,89,66,89,0,0,True,,2400.0,{'lineup_underfull': 4}
1022100062,2021,Regular Season,ok,v2,159,159,101,78,101,78,0,0,True,,2400.0,{'inferred_flip': 2}
1022100063,2021,Regular Season,ok,v2,172,171,85,78,85,78,0,0,True,,2400.0,"{'inferred_flip': 1, 'tech_ft_synthetic': 1}"
1022100064,2021,Regular Season,ok,v2,169,168,83,85,83,85,0,0,True,,2400.0,{'tech_ft_synthetic': 1}
1022100065,2021,Regular Season,ok,v2,159,159,70,87,70,87,0,0,True,,2400.0,{}
1022100066,2021,Regular Season,ok,v2,177,176,89,105,89,105,0,0,True,,2400.0,"{'tech_ft_folded': 1, 'tech_ft_synthetic': 1}"
1022100067,2021,Regular Season,ok,v2,170,169,100,78,100,78,0,0,True,,2400.0,{'tech_ft_synthetic': 1}
1022100068,2021,Regular Season,ok,v2,143,143,85,80,85,80,0,0,True,,2400.0,{}
1022100069,2021,Regular Season,ok,v2,166,166,69,79,69,79,0,0,True,,2400.0,{}
1022100070,2021,Regular Season,ok,v2,175,172,96,93,96,93,0,0,True,,2400.0,"{'lineup_underfull': 2, 'rebound_after_tech_ft_skipped': 1, 'tech_ft_synthetic': 3}"
1022100071,2021,Regular Season,ok,v2,156,155,81,75,81,75,0,0,True,,2400.0,{'tech_ft_synthetic': 1}
1022100072,2021,Regular Season,ok,v2,160,160,73,85,73,85,0,0,True,,2400.0,{}
1022100073,2021,Regular Season,ok,v2,172,172,103,76,103,76,0,0,True,,2400.0,{'inferred_flip': 1}
1022100074,2021,Regular Season,ok,v2,152,150,66,80,66,80,0,0,True,,2400.0,"{'tech_ft_folded': 1, 'tech_ft_synthetic': 2}"
1022100075,2021,Regular Season,ok,v2,157,157,91,81,91,81,0,0,True,,2400.0,"{'inferred_flip': 1, 'tech_ft_folded': 1}"
1022100076,2021,Regular Season,ok,v2,161,161,82,77,82,77,0,0,True,,2400.0,{}
1022100077,2021,Regular Season,ok,v2,153,153,95,77,95,77,0,0,True,,2400.0,{}
1022100078,2021,Regular Season,ok,v2,164,164,73,76,73,76,0,0,True,,2400.0,{}
1022100079,2021,Regular Season,ok,v2,147,147,80,70,80,70,0,0,True,,2400.0,{'inferred_flip': 1}
1022100080,2021,Regular Season,ok,v2,169,168,72,92,72,92,0,0,True,,2400.0,{'tech_ft_synthetic': 1}
1022100081,2021,Regular Season,ok,v2,147,147,83,87,83,87,0,0,True,,2400.0,{'lineup_underfull': 2}
1022100082,2021,Regular Season,ok,v2,153,153,85,87,85,87,0,0,True,,2400.0,"{'inferred_flip': 1, 'tech_ft_folded': 1}"
1022100083,2021,Regular Season,ok,v2,154,153,64,89,64,89,0,0,True,,2400.0,{'tech_ft_synthetic': 1}
1022100084,2021,Regular Season,ok,v2,171,171,68,91,68,91,0,0,True,,2400.0,{}
1022100085,2021,Regular Season,ok,v2,162,162,89,82,89,82,0,0,True,,2400.0,{'rebound_after_tech_ft_skipped': 2}
1022100086,2021,Regular Season,ok,v2,185,185,90,89,90,89,0,0,True,,2700.0,{'tech_ft_folded': 1}
1022100087,2021,Regular Season,ok,v2,157,157,85,74,85,74,0,0,True,,2400.0,{}
1022100088,2021,Regular Season,ok,v2,165,165,78,101,78,101,0,0,True,,2400.0,{'inferred_flip': 1}
1022100089,2021,Regular Season,ok,v2,166,166,88,79,88,79,0,0,True,,2400.0,{}
1022100090,2021,Regular Season,ok,v2,150,150,74,58,74,58,0,0,True,,2400.0,{}
1022100091,2021,Regular Season,ok,v2,185,184,95,92,95,92,0,0,True,,2700.0,"{'inferred_flip': 1, 'lineup_underfull': 6, 'made_ft_nonfinal_flip': 1, 'tech_ft_synthetic': 1}"
1022100092,2021,Regular Season,ok,v2,151,151,73,69,73,69,0,0,True,,2400.0,{'lineup_underfull': 2}
1022100093,2021,Regular Season,ok,v2,151,150,71,90,71,90,0,0,True,,2400.0,{'tech_ft_synthetic': 1}
1022100094,2021,Regular Season,ok,v2,174,173,81,91,81,91,0,0,True,,2400.0,{'tech_ft_synthetic': 1}
1022100095,2021,Regular Season,ok,v2,151,151,76,82,76,82,0,0,True,,2400.0,{'tech_ft_folded': 1}
1022100096,2021,Regular Season,ok,v2,181,181,75,99,75,99,0,0,True,,2400.0,{'tech_ft_folded': 1}
1022100097,2021,Regular Season,ok,v2,157,156,80,86,80,86,0,0,True,,2400.0,{'tech_ft_synthetic': 1}
1022100098,2021,Regular Season,ok,v2,150,149,100,91,100,91,0,0,True,,2400.0,"{'tech_ft_folded': 1, 'tech_ft_synthetic': 1}"
1022100099,2021,Regular Season,ok,v2,152,152,58,66,58,66,0,0,True,,2400.0,{}
1022100100,2021,Regular Season,ok,v2,161,160,68,99,68,99,0,0,True,,2400.0,"{'tech_ft_folded': 2, 'tech_ft_synthetic': 1}"
1022100101,2021,Regular Season,ok,v2,162,162,91,88,91,88,0,0,True,,2400.0,{'lineup_underfull': 2}
1022100102,2021,Regular Season,ok,v2,145,144,73,67,73,67,0,0,True,,2400.0,"{'inferred_flip': 1, 'tech_ft_synthetic': 1}"
1022100103,2021,Regular Season,ok,v2,162,162,82,79,82,79,0,0,True,,2400.0,{'rebound_after_tech_ft_skipped': 1}
1022100104,2021,Regular Season,ok,v2,171,171,118,95,118,95,0,0,True,,2400.0,{'rebound_after_tech_ft_skipped': 1}
1022100105,2021,Regular Season,ok,v2,151,151,74,84,74,84,0,0,True,,2400.0,{}
1022100106,2021,Regular Season,ok,v2,164,164,99,96,99,96,0,0,True,,2400.0,{}
1022100107,2021,Regular Season,ok,v2,156,156,85,79,85,79,0,0,True,,2400.0,{'tech_ft_folded': 1}
1022100108,2021,Regular Season,ok,v2,175,175,90,99,90,99,0,0,True,,2700.0,{}
1022100109,2021,Regular Season,ok,v2,150,150,71,62,71,62,0,0,True,,2400.0,{}
1022100110,2021,Regular Season,ok,v2,158,158,84,72,84,72,0,0,True,,2400.0,{}
1022100111,2021,Regular Season,ok,v2,161,161,82,69,82,69,0,0,True,,2400.0,{}
1022100112,2021,Regular Season,ok,v2,159,159,85,77,85,77,0,0,True,,2400.0,{'tech_ft_folded': 1}
1022100113,2021,Regular Season,ok,v2,159,159,67,77,67,77,0,0,True,,2400.0,{}
1022100114,2021,Regular Season,ok,v2,179,178,85,89,85,89,0,0,True,,2700.0,"{'inferred_flip': 1, 'tech_ft_synthetic': 1}"
1022100115,2021,Regular Season,ok,v2,158,158,79,95,79,95,0,0,True,,2400.0,{'rebound_after_tech_ft_skipped': 1}
1022100116,2021,Regular Season,ok,v2,144,144,54,71,54,71,0,0,True,,2400.0,{}
1022100117,2021,Regular Season,ok,v2,159,159,68,79,68,79,0,0,True,,2400.0,{}
1022100118,2021,Regular Season,ok,v2,151,151,82,75,82,75,0,0,True,,2400.0,{}
1022100119,2021,Regular Season,ok,v2,150,148,61,86,61,86,0,0,True,,2400.0,"{'inferred_flip': 1, 'miss_flip_no_rebound': 1, 'tech_ft_folded': 1, 'tech_ft_synthetic': 2}"
1022100120,2021,Regular Season,ok,v2,182,182,87,85,87,85,0,0,True,,2700.0,{'lineup_underfull': 2}
1022100121,2021,Regular Season,ok,v2,148,148,59,80,59,80,0,0,True,,2400.0,{}
1022100122,2021,Regular Season,ok,v2,162,162,84,83,84,83,0,0,True,,2400.0,{}
1022100123,2021,Regular Season,ok,v2,168,168,92,81,92,81,0,0,True,,2400.0,{}
1022100124,2021,Regular Season,ok,v2,153,153,88,78,88,78,0,0,True,,2400.0,{}
1022100125,2021,Regular Season,ok,v2,156,156,75,70,75,70,0,0,True,,2400.0,{}
1022100126,2021,Regular Season,ok,v2,151,151,72,60,72,60,0,0,True,,2400.0,{'tech_ft_folded': 1}
1022100127,2021,Regular Season,ok,v2,153,153,76,80,76,80,0,0,True,,2400.0,{}
1022100128,2021,Regular Season,ok,v2,164,164,93,83,93,83,0,0,True,,2400.0,{}
1022100129,2021,Regular Season,ok,v2,156,156,84,80,84,80,0,0,True,,2400.0,{}
1022100130,2021,Regular Season,ok,v2,179,176,85,80,85,80,0,0,True,,2700.0,"{'inferred_flip': 1, 'tech_ft_synthetic': 3}"
1022100131,2021,Regular Season,ok,v2,161,161,83,79,83,79,0,0,True,,2400.0,{'tech_ft_folded': 1}
1022100132,2021,Regular Season,ok,v2,152,151,82,71,82,71,0,0,True,,2400.0,{'tech_ft_synthetic': 1}
1022100133,2021,Regular Season,ok,v2,154,153,77,64,77,64,0,0,True,,2400.0,"{'rebound_after_tech_ft_skipped': 1, 'tech_ft_synthetic': 1}"
1022100134,2021,Regular Season,ok,v2,150,150,66,64,66,64,0,0,True,,2400.0,{}
1022100135,2021,Regular Season,ok,v2,158,158,83,99,83,99,0,0,True,,2400.0,{'tech_ft_folded': 1}
1022100136,2021,Regular Season,ok,v2,145,145,81,83,81,83,0,0,True,,2400.0,{'tech_ft_folded': 1}
1022100137,2021,Regular Season,ok,v2,158,158,69,84,69,84,0,0,True,,2400.0,{'inferred_flip': 2}
1022100138,2021,Regular Season,ok,v2,171,168,95,101,95,101,0,0,True,,2400.0,{'tech_ft_synthetic': 3}
1022100139,2021,Regular Season,ok,v2,164,164,83,86,83,86,0,0,True,,2400.0,{'lineup_underfull': 2}
1022100140,2021,Regular Season,ok,v2,172,172,78,85,78,85,0,0,True,,2400.0,{'tech_ft_folded': 1}
1022100141,2021,Regular Season,ok,v2,160,160,76,70,76,70,0,0,True,,2400.0,{}
1022100142,2021,Regular Season,ok,v2,153,153,79,86,79,86,0,0,True,,2400.0,{'inferred_flip': 1}
1022100143,2021,Regular Season,ok,v2,151,151,76,62,76,62,0,0,True,,2400.0,{'rebound_after_tech_ft_skipped': 1}
1022100144,2021,Regular Season,ok,v2,154,154,78,68,78,68,0,0,True,,2400.0,{'tech_ft_folded': 2}
1022100145,2021,Regular Season,ok,v2,156,156,79,106,79,106,0,0,True,,2400.0,{}
1022100146,2021,Regular Season,ok,v2,161,161,71,78,71,78,0,0,True,,2400.0,{}
1022100147,2021,Regular Season,ok,v2,147,145,76,72,76,72,0,0,True,,2400.0,{'tech_ft_synthetic': 2}
1022100148,2021,Regular Season,ok,v2,149,148,77,82,77,82,0,0,True,,2400.0,{'tech_ft_synthetic': 1}
1022100149,2021,Regular Season,ok,v2,163,163,64,80,64,80,0,0,True,,2400.0,{'tech_ft_folded': 1}
1022100150,2021,Regular Season,ok,v2,165,165,69,73,69,73,0,0,True,,2400.0,{}
1022100151,2021,Regular Season,ok,v2,166,166,71,87,71,87,0,0,True,,2400.0,{'dup_scoring_row_dropped': 1}
1022100152,2021,Regular Season,ok,v2,148,148,76,61,76,61,0,0,True,,2400.0,{}
1022100153,2021,Regular Season,ok,v2,160,157,76,75,76,75,0,0,True,,2400.0,"{'rebound_after_tech_ft_skipped': 1, 'tech_ft_synthetic': 3}"
1022100154,2021,Regular Season,ok,v2,155,155,75,107,75,107,0,0,True,,2400.0,{}
1022100155,2021,Regular Season,ok,v2,140,140,74,72,74,72,0,0,True,,2400.0,"{'inferred_flip': 2, 'tech_ft_folded': 1}"
1022100156,2021,Regular Season,ok,v2,145,144,75,85,75,85,0,0,True,,2400.0,{'tech_ft_synthetic': 1}
1022100157,2021,Regular Season,ok,v2,166,166,74,66,74,66,0,0,True,,2400.0,{}
1022100158,2021,Regular Season,ok,v2,157,157,103,83,103,83,0,0,True,,2400.0,{}
1022100159,2021,Regular Season,ok,v2,146,146,72,68,72,68,0,0,True,,2400.0,{}
1022100160,2021,Regular Season,ok,v2,151,151,66,57,66,57,0,0,True,,2400.0,{'tech_ft_folded': 1}
1022100161,2021,Regular Season,ok,v2,164,164,90,83,90,83,0,0,True,,2400.0,{}
1022100162,2021,Regular Season,ok,v2,158,158,85,75,85,75,0,0,True,,2400.0,{}
1022100163,2021,Regular Season,ok,v2,155,155,65,87,65,87,0,0,True,,2400.0,"{'inferred_flip': 1, 'miss_flip_no_rebound': 1}"
1022100164,2021,Regular Season,ok,v2,160,159,93,75,93,75,0,0,True,,2400.0,{'tech_ft_synthetic': 1}
1022100165,2021,Regular Season,ok,v2,155,155,92,84,92,84,0,0,True,,2400.0,{'tech_ft_folded': 1}
1022100166,2021,Regular Season,ok,v2,154,153,64,69,64,69,0,0,True,,2400.0,{'tech_ft_synthetic': 1}
1022100167,2021,Regular Season,ok,v2,140,140,81,86,81,86,0,0,True,,2400.0,{'inferred_flip': 1}
1022100168,2021,Regular Season,ok,v2,146,146,56,83,56,83,0,0,True,,2400.0,{}
1022100169,2021,Regular Season,ok,v2,167,167,105,71,105,71,0,0,True,,2400.0,{}
1022100170,2021,Regular Season,ok,v2,154,154,75,76,75,76,0,0,True,,2400.0,"{'lineup_underfull': 2, 'tech_ft_folded': 1}"
1022100171,2021,Regular Season,ok,v2,164,163,102,81,102,81,0,0,True,,2400.0,{'tech_ft_synthetic': 1}
1022100172,2021,Regular Season,ok,v2,147,147,57,75,57,75,0,0,True,,2400.0,{'tech_ft_folded': 1}
1022100173,2021,Regular Season,ok,v2,156,156,82,74,82,74,0,0,True,,2400.0,{'tech_ft_folded': 1}
1022100174,2021,Regular Season,ok,v2,156,156,89,72,89,72,0,0,True,,2400.0,{}
1022100175,2021,Regular Season,ok,v2,146,146,77,76,77,76,0,0,True,,2400.0,{}
1022100176,2021,Regular Season,ok,v2,145,144,67,76,67,76,0,0,True,,2400.0,{'tech_ft_synthetic': 1}
1022100177,2021,Regular Season,ok,v2,161,160,71,79,71,79,0,0,True,,2400.0,{'tech_ft_synthetic': 1}
1022100178,2021,Regular Season,ok,v2,151,150,90,80,90,80,0,0,True,,2400.0,{'tech_ft_synthetic': 1}
1022100179,2021,Regular Season,ok,v2,149,149,81,53,81,53,0,0,True,,2400.0,{}
1022100180,2021,Regular Season,ok,v2,156,156,85,75,85,75,0,0,True,,2400.0,{}
1022100181,2021,Regular Season,ok,v2,150,150,85,78,85,78,0,0,True,,2400.0,{}
1022100182,2021,Regular Season,ok,v2,172,172,98,69,98,69,0,0,True,,2400.0,{}
1022100183,2021,Regular Season,ok,v2,151,150,68,74,68,74,0,0,True,,2400.0,"{'tech_ft_folded': 2, 'tech_ft_synthetic': 1}"
1022100184,2021,Regular Season,ok,v2,160,160,73,92,73,92,0,0,True,,2400.0,{}
1022100185,2021,Regular Season,ok,v2,152,151,91,80,91,80,0,0,True,,2400.0,{'tech_ft_synthetic': 1}
1022100186,2021,Regular Season,ok,v2,163,163,70,103,70,103,0,0,True,,2400.0,{}
1022100187,2021,Regular Season,ok,v2,148,147,94,85,94,85,0,0,True,,2400.0,"{'tech_ft_folded': 1, 'tech_ft_synthetic': 1}"
1022100188,2021,Regular Season,ok,v2,147,147,84,64,84,64,0,0,True,,2400.0,{}
1022100189,2021,Regular Season,ok,v2,152,151,83,84,83,84,0,0,True,,2400.0,{'tech_ft_synthetic': 1}
1022100190,2021,Regular Season,ok,v2,157,155,77,83,77,83,0,0,True,,2400.0,{'tech_ft_synthetic': 2}
1022100191,2021,Regular Season,ok,v2,156,156,87,84,87,84,0,0,True,,2400.0,{'lineup_underfull': 2}
1022100192,2021,Regular Season,ok,v2,164,163,98,87,98,87,0,0,True,,2400.0,"{'tech_ft_folded': 1, 'tech_ft_synthetic': 1}"
1022200001,2022,Regular Season,ok,v2,154,154,84,70,84,70,0,0,True,,2400.0,{}
1022200002,2022,Regular Season,ok,v2,186,186,91,98,91,98,0,0,True,,2700.0,"{'rebound_after_tech_ft_skipped': 1, 'tech_ft_folded': 1}"
1022200003,2022,Regular Season,ok,v2,168,168,88,106,88,106,0,0,True,,2400.0,{'tech_ft_folded': 1}
1022200004,2022,Regular Season,ok,v2,164,164,97,74,97,74,0,0,True,,2400.0,{}
1022200005,2022,Regular Season,ok,v2,151,151,81,79,81,79,0,0,True,,2400.0,{}
1022200006,2022,Regular Season,ok,v2,168,167,59,66,59,66,0,0,True,,2400.0,"{'tech_ft_folded': 1, 'tech_ft_synthetic': 1}"
1022200007,2022,Regular Season,ok,v2,173,173,77,87,77,87,0,0,True,,2400.0,{}
1022200008,2022,Regular Season,ok,v2,168,168,85,74,85,74,0,0,True,,2400.0,{}
1022200009,2022,Regular Season,ok,v2,157,156,66,78,66,78,0,0,True,,2400.0,"{'rebound_after_tech_ft_skipped': 1, 'tech_ft_synthetic': 1}"
1022200010,2022,Regular Season,ok,v2,164,164,89,76,89,76,0,0,True,,2400.0,{'tech_ft_folded': 1}
1022200011,2022,Regular Season,ok,v2,166,166,82,76,82,76,0,0,True,,2400.0,{'tech_ft_folded': 1}
1022200012,2022,Regular Season,ok,v2,160,160,77,75,77,75,0,0,True,,2400.0,{'lineup_underfull': 2}
1022200013,2022,Regular Season,ok,v2,143,142,83,50,83,50,0,0,True,,2400.0,{'tech_ft_synthetic': 1}
1022200014,2022,Regular Season,ok,v2,165,165,97,77,97,77,0,0,True,,2400.0,{}
1022200015,2022,Regular Season,ok,v2,152,152,86,94,86,94,0,0,True,,2400.0,{}
1022200016,2022,Regular Season,ok,v2,167,167,73,96,73,96,0,0,True,,2400.0,{'inferred_flip': 1}
1022200017,2022,Regular Season,ok,v2,193,192,86,92,86,92,0,0,True,,2700.0,{'tech_ft_synthetic': 1}
1022200018,2022,Regular Season,ok,v2,154,153,64,69,64,69,0,0,True,,2400.0,{'tech_ft_synthetic': 1}
1022200019,2022,Regular Season,ok,v2,150,150,77,60,77,60,0,0,True,,2400.0,{}
1022200020,2022,Regular Season,ok,v2,150,150,78,82,78,82,0,0,True,,2400.0,{}
1022200021,2022,Regular Season,ok,v2,155,155,71,81,71,81,0,0,True,,2400.0,{'lineup_underfull': 2}
1022200022,2022,Regular Season,ok,v2,166,165,79,85,79,85,0,0,True,,2400.0,"{'rebound_after_tech_ft_skipped': 1, 'tech_ft_synthetic': 1}"
1022200023,2022,Regular Season,ok,v2,174,174,65,92,65,92,0,0,True,,2400.0,{'rebound_after_tech_ft_skipped': 1}
1022200024,2022,Regular Season,ok,v2,166,165,79,101,79,101,0,0,True,,2400.0,{'tech_ft_synthetic': 1}
1022200025,2022,Regular Season,ok,v2,153,153,68,84,68,84,0,0,True,,2400.0,{}
1022200026,2022,Regular Season,ok,v2,160,159,86,74,86,74,0,0,True,,2400.0,{'tech_ft_synthetic': 1}
1022200027,2022,Regular Season,ok,v2,156,156,84,87,84,87,0,0,True,,2400.0,{}
1022200028,2022,Regular Season,ok,v2,156,156,74,71,74,71,0,0,True,,2400.0,{}
1022200029,2022,Regular Season,ok,v2,163,162,93,87,93,87,0,0,True,,2400.0,{'tech_ft_synthetic': 1}
1022200030,2022,Regular Season,ok,v2,156,155,84,94,84,94,0,0,True,,2400.0,{'tech_ft_synthetic': 1}
1022200031,2022,Regular Season,ok,v2,167,167,94,85,94,85,0,0,True,,2400.0,{}
1022200032,2022,Regular Season,ok,v2,155,155,73,78,73,78,0,0,True,,2400.0,"{'inferred_flip': 1, 'tech_ft_folded': 1}"
1022200033,2022,Regular Season,ok,v2,158,158,83,80,83,80,0,0,True,,2400.0,{}
1022200034,2022,Regular Season,ok,v2,164,164,100,80,100,80,0,0,True,,2400.0,{'lineup_underfull': 2}
1022200035,2022,Regular Season,ok,v2,157,156,94,78,94,78,0,0,True,,2400.0,{'tech_ft_synthetic': 1}
1022200036,2022,Regular Season,ok,v2,147,147,70,92,70,92,0,0,True,,2400.0,{}
1022200037,2022,Regular Season,ok,v2,159,157,73,82,73,82,0,0,True,,2400.0,{'tech_ft_synthetic': 2}
1022200038,2022,Regular Season,ok,v2,160,160,104,76,104,76,0,0,True,,2400.0,{}
1022200039,2022,Regular Season,ok,v2,149,148,77,85,77,85,0,0,True,,2400.0,{'tech_ft_synthetic': 1}
1022200040,2022,Regular Season,ok,v2,148,148,70,50,70,50,0,0,True,,2400.0,{}
1022200041,2022,Regular Season,ok,v2,171,170,95,90,95,90,0,0,True,,2400.0,{'tech_ft_synthetic': 1}
1022200042,2022,Regular Season,ok,v2,167,167,84,78,84,78,0,0,True,,2400.0,{}
1022200043,2022,Regular Season,ok,v2,161,160,99,94,99,94,0,0,True,,2400.0,{'tech_ft_synthetic': 1}
1022200044,2022,Regular Season,ok,v2,157,157,99,68,99,68,0,0,True,,2400.0,{'inferred_flip': 1}
1022200045,2022,Regular Season,ok,v2,167,167,101,96,101,96,0,0,True,,2400.0,{}
