arm,target,feature,spearman,n_cells
A4_CLEAN_DEC,COMPOSED2 rejection (BLOCKBOOT),dev_excess_kurtosis,-0.1650483217159745,50
A4_CLEAN_DEC,COMPOSED2 rejection (BLOCKBOOT),dev_max_abs_z,-0.12165397450445492,50
A4_CLEAN_DEC,COMPOSED2 rejection (BLOCKBOOT),excess_kurtosis_whole,-0.1492465939451873,50
A4_CLEAN_DEC,COMPOSED2 rejection (BLOCKBOOT),max_within_block_spread_z,-0.32939595519746456,50
A4_CLEAN_DEC,COMPOSED2 rejection (BLOCKBOOT),n_distinct_over_n,0.29140268710839634,50
A4_CLEAN_DEC,COMPOSED2 rejection (BLOCKBOOT),pos_corr_mean_abs,0.2799128688449077,50
A4_CLEAN_DEC,COMPOSED2 rejection (BLOCKBOOT),pos_monotone_share,0.22790733291577323,50
A4_CLEAN_DEC,COMPOSED2 rejection (BLOCKBOOT),dev_lag1_autocorr,0.3233555393829434,50
A4_CLEAN_DEC,COMPOSED2 rejection (BLOCKBOOT),shared_position_profile_sd,-0.2761919727031627,50
A4_CLEAN_DEC,COMPOSED2 rejection (BLOCKBOOT),resp_shared_position_profile_sd,-0.520565814722133,50
A4_CLEAN_DEC,E0_I0014 own null Type-I (EXCH),var_share_between_block,-0.0896945800694866,50
A4_CLEAN_DEC,E0_I0014 own null Type-I (EXCH),dev_excess_kurtosis,0.1363782893082388,50
A4_CLEAN_DEC,E0_I0014 own null Type-I (EXCH),dev_max_abs_z,-0.005992525823607942,50
A4_CLEAN_DEC,E0_I0014 own null Type-I (EXCH),excess_kurtosis_whole,0.08210726914766042,50
A4_CLEAN_DEC,E0_I0014 own null Type-I (EXCH),max_within_block_spread_z,0.05282121552583452,50
A4_CLEAN_DEC,E0_I0014 own null Type-I (EXCH),n_distinct_over_n,-0.3234143122404144,50
A4_CLEAN_DEC,E0_I0014 own null Type-I (EXCH),pos_corr_mean_abs,-0.0025613215213808136,50
A4_CLEAN_DEC,E0_I0014 own null Type-I (EXCH),pos_monotone_share,-0.25485316951641035,50
A4_CLEAN_DEC,E0_I0014 own null Type-I (EXCH),dev_lag1_autocorr,0.12482817905144607,50
A4_CLEAN_DEC,E0_I0014 own null Type-I (EXCH),shared_position_profile_sd,-0.007345676816035541,50
A4_CLEAN_DEC,E0_I0014 own null Type-I (EXCH),resp_shared_position_profile_sd,-0.2053215174193625,50
A4_CLEAN_DEC,planted |mean t| (BLOCKBOOT),var_share_between_block,-0.17478282670375433,50
A4_CLEAN_DEC,planted |mean t| (BLOCKBOOT),dev_excess_kurtosis,-0.389981770619911,50
A4_CLEAN_DEC,planted |mean t| (BLOCKBOOT),dev_max_abs_z,-0.24944171625602024,50
A4_CLEAN_DEC,planted |mean t| (BLOCKBOOT),excess_kurtosis_whole,-0.37869612452480106,50
A4_CLEAN_DEC,planted |mean t| (BLOCKBOOT),max_within_block_spread_z,-0.4357995645957848,50
A4_CLEAN_DEC,planted |mean t| (BLOCKBOOT),n_distinct_over_n,0.20768783729529658,50
A4_CLEAN_DEC,planted |mean t| (BLOCKBOOT),pos_corr_mean_abs,0.491166751421367,50
A4_CLEAN_DEC,planted |mean t| (BLOCKBOOT),pos_monotone_share,0.5393011759530193,50
A4_CLEAN_DEC,planted |mean t| (BLOCKBOOT),dev_lag1_autocorr,0.32255726959015146,50
A4_CLEAN_DEC,planted |mean t| (BLOCKBOOT),shared_position_profile_sd,0.404739923205824,50
A4_CLEAN_DEC,planted |mean t| (BLOCKBOOT),resp_shared_position_profile_sd,0.18799032091044177,50
A1_FULL,COMPOSED2 Type-I (EXCH),var_share_between_block,0.23548956931608286,54
A1_FULL,COMPOSED2 Type-I (EXCH),dev_excess_kurtosis,-0.2828287752483718,54
A1_FULL,COMPOSED2 Type-I (EXCH),dev_max_abs_z,0.08630979010389409,54
A1_FULL,COMPOSED2 Type-I (EXCH),excess_kurtosis_whole,-0.2562100469935653,54
A1_FULL,COMPOSED2 Type-I (EXCH),max_within_block_spread_z,0.2035853957387393,54
A1_FULL,COMPOSED2 Type-I (EXCH),n_distinct_over_n,0.4104318910726432,54
A1_FULL,COMPOSED2 Type-I (EXCH),pos_corr_mean_abs,-0.6389452289364158,54
A1_FULL,COMPOSED2 Type-I (EXCH),pos_monotone_share,-0.4025490821325028,54
A1_FULL,COMPOSED2 Type-I (EXCH),dev_lag1_autocorr,-0.6602785118686851,54
A1_FULL,COMPOSED2 Type-I (EXCH),shared_position_profile_sd,-0.42630180552535746,54
A1_FULL,COMPOSED2 Type-I (EXCH),resp_shared_position_profile_sd,-0.14896009438070146,54
A1_FULL,COMPOSED2 Type-I (CIRCSHIFT),var_share_between_block,0.3745303169388735,54
A1_FULL,COMPOSED2 Type-I (CIRCSHIFT),dev_excess_kurtosis,-0.2886051663049998,54
A1_FULL,COMPOSED2 Type-I (CIRCSHIFT),dev_max_abs_z,0.06221440194002748,54
A1_FULL,COMPOSED2 Type-I (CIRCSHIFT),excess_kurtosis_whole,-0.21841063344864153,54
A1_FULL,COMPOSED2 Type-I (CIRCSHIFT),max_within_block_spread_z,0.23195963270226794,54
A1_FULL,COMPOSED2 Type-I (CIRCSHIFT),n_distinct_over_n,0.35870168207802083,54
A1_FULL,COMPOSED2 Type-I (CIRCSHIFT),pos_corr_mean_abs,-0.6004617931935534,54
A1_FULL,COMPOSED2 Type-I (CIRCSHIFT),pos_monotone_share,-0.3435417918676403,54
A1_FULL,COMPOSED2 Type-I (CIRCSHIFT),dev_lag1_autocorr,-0.6685895295535959,54
A1_FULL,COMPOSED2 Type-I (CIRCSHIFT),shared_position_profile_sd,-0.5577479989363583,54
A1_FULL,COMPOSED2 Type-I (CIRCSHIFT),resp_shared_position_profile_sd,-0.16857437450990323,54
A1_FULL,COMPOSED2 rejection (BLOCKBOOT),var_share_between_block,0.12710962177002938,54
A1_FULL,COMPOSED2 rejection (BLOCKBOOT),dev_excess_kurtosis,0.23832336758958556,54
A1_FULL,COMPOSED2 rejection (BLOCKBOOT),dev_max_abs_z,0.21624895020469256,54
A1_FULL,COMPOSED2 rejection (BLOCKBOOT),excess_kurtosis_whole,0.224933339713134,54
A1_FULL,COMPOSED2 rejection (BLOCKBOOT),max_within_block_spread_z,0.10645072161778985,54
A1_FULL,COMPOSED2 rejection (BLOCKBOOT),n_distinct_over_n,0.20782601589570915,54
A1_FULL,COMPOSED2 rejection (BLOCKBOOT),pos_corr_mean_abs,0.049217916751585496,54
A1_FULL,COMPOSED2 rejection (BLOCKBOOT),pos_monotone_share,-0.025115424228966177,54
A1_FULL,COMPOSED2 rejection (BLOCKBOOT),dev_lag1_autocorr,-0.013944757602761688,54
A1_FULL,COMPOSED2 rejection (BLOCKBOOT),shared_position_profile_sd,0.1855284005338623,54
A1_FULL,COMPOSED2 rejection (BLOCKBOOT),resp_shared_position_profile_sd,-0.08527161118773452,54
A1_FULL,E0_I0014 own null Type-I (EXCH),var_share_between_block,-0.15189928664777858,54
A1_FULL,E0_I0014 own null Type-I (EXCH),dev_excess_kurtosis,0.09498978364719705,54
A1_FULL,E0_I0014 own null Type-I (EXCH),dev_max_abs_z,0.14714404515716395,54
A1_FULL,E0_I0014 own null Type-I (EXCH),excess_kurtosis_whole,0.008206626443480084,54
A1_FULL,E0_I0014 own null Type-I (EXCH),max_within_block_spread_z,0.02300923301910304,54
A1_FULL,E0_I0014 own null Type-I (EXCH),n_distinct_over_n,-0.050819859683914,54
A1_FULL,E0_I0014 own null Type-I (EXCH),pos_corr_mean_abs,-0.2793704375736094,54
A1_FULL,E0_I0014 own null Type-I (EXCH),pos_monotone_share,-0.30120266584853367,54
A1_FULL,E0_I0014 own null Type-I (EXCH),dev_lag1_autocorr,-0.3550324654847599,54
A1_FULL,E0_I0014 own null Type-I (EXCH),shared_position_profile_sd,-0.034897336745639614,54
A1_FULL,E0_I0014 own null Type-I (EXCH),resp_shared_position_profile_sd,0.053980454789002076,54
A1_FULL,planted |mean t| (BLOCKBOOT),var_share_between_block,0.1648220931233198,54
A1_FULL,planted |mean t| (BLOCKBOOT),dev_excess_kurtosis,0.391878009758276,54
A1_FULL,planted |mean t| (BLOCKBOOT),dev_max_abs_z,0.3153766901373339,54
A1_FULL,planted |mean t| (BLOCKBOOT),excess_kurtosis_whole,0.3194312600772438,54
A1_FULL,planted |mean t| (BLOCKBOOT),max_within_block_spread_z,0.09918396088855146,54
A1_FULL,planted |mean t| (BLOCKBOOT),n_distinct_over_n,0.20631748858663093,54
A1_FULL,planted |mean t| (BLOCKBOOT),pos_corr_mean_abs,0.21156439941171543,54
A1_FULL,planted |mean t| (BLOCKBOOT),pos_monotone_share,0.11761970010733278,54
A1_FULL,planted |mean t| (BLOCKBOOT),dev_lag1_autocorr,0.11609075252477967,54
A1_FULL,planted |mean t| (BLOCKBOOT),shared_position_profile_sd,0.29005475334280206,54
A1_FULL,planted |mean t| (BLOCKBOOT),resp_shared_position_profile_sd,-0.05178053623146372,54
