dR2_M,dR2_OxM,slice
4.8054806151887064e-05,0.0001019034856869494,2023_2024
0.0001281616670388841,2.056082765022893e-05,2023_2024
2.6890449440930553e-05,0.0002652132167231258,2023_2024
5.512448313371721e-06,9.66677797209492e-06,2023_2024
7.75591700100664e-05,8.288216118979008e-07,2023_2024
2.904783248347531e-05,7.245783064269151e-05,2023_2024
1.1205734159247527e-05,7.331534478405288e-06,2023_2024
9.138446918077747e-06,0.00010630415006440685,2023_2024
3.256999574696717e-05,2.3372320676617875e-06,2023_2024
3.17602332520206e-05,0.00017421451827492884,2023_2024
6.485768755293275e-05,0.0003588487623805703,2023_2024
5.089255652013236e-06,7.127250930771822e-06,2023_2024
0.00015406888121283213,4.309448099604207e-05,2023_2024
3.0055232810966004e-05,4.016061061484777e-07,2023_2024
0.00014919230265686423,2.3595134168719056e-07,2023_2024
0.00010577615718676547,8.987314650710232e-06,2023_2024
8.290565240587355e-05,3.0691124451864837e-06,2023_2024
0.0005749761482886084,0.00011999921173588834,2023_2024
0.00012461666136132088,8.442894873672557e-06,2023_2024
4.4481925728367955e-05,0.0001265108262209491,2023_2024
6.028960691983887e-05,0.00031841756452377634,2023_2024
4.71265914170349e-06,9.697565769983818e-05,2023_2024
3.482449661973419e-07,9.77801986046245e-08,2023_2024
2.023859871336242e-05,4.221973704843229e-05,2023_2024
5.966869697004995e-06,0.00011761859426240306,2023_2024
2.205589758019766e-05,2.8248303918121387e-05,2023_2024
0.0005390283697831455,3.226103121312107e-07,2023_2024
0.0001275264792242048,1.0850393819872295e-05,2023_2024
1.6553119202455946e-05,3.04673189344129e-07,2023_2024
0.00016928895993550963,5.179439902991412e-05,2023_2024
0.000410677089741851,0.0005699899094329108,2023_2024
1.0657925647250543e-05,2.7954176084588056e-05,2023_2024
9.838952563234749e-05,0.00022989164852948996,2023_2024
8.297796045830808e-07,1.460322131918712e-05,2023_2024
0.0003588570470085539,0.0002252861264044892,2023_2024
2.3498279410838485e-05,0.0011051744722421208,2023_2024
0.00025345940903132025,8.717534619628875e-05,2023_2024
3.936020849037991e-05,7.797376878815321e-05,2023_2024
0.0001428058759448403,0.0002443204894607698,2023_2024
3.291513239744859e-07,9.0989843605227e-06,2023_2024
8.533732953641682e-05,0.0002541074813279254,2023_2024
7.850981112889066e-06,0.000353445314557832,2023_2024
0.0009460046277051104,6.485043868287299e-05,2023_2024
9.511109345650137e-05,1.570505135661815e-05,2023_2024
1.7459092248039987e-05,8.670685891354335e-05,2023_2024
0.00027724268334350377,5.581462501091927e-05,2023_2024
7.115828656201195e-06,0.00013396666845311156,2023_2024
3.219735860815476e-06,7.672373644518338e-05,2023_2024
9.273027111866838e-05,0.0006442606656205108,2023_2024
4.313083261653361e-07,1.5513662658950267e-06,2023_2024
4.577795664317819e-06,0.00015705370909957495,2023_2024
8.342284806395206e-06,0.0001784465372678401,2023_2024
0.00036122258598658696,1.072973369886654e-05,2023_2024
2.0521407861906482e-07,1.4101662892174183e-05,2023_2024
7.556896299831806e-07,4.089219979641623e-05,2023_2024
2.7456313396179155e-06,0.0001242264555421091,2023_2024
1.4465418200049207e-05,0.00022059059121104507,2023_2024
1.2199733989581851e-05,2.4684474875136253e-05,2023_2024
0.00010876695932804381,0.0001131034675275755,2023_2024
0.000155688409656074,6.132289411153735e-06,2023_2024
5.214353200333477e-07,2.112839969092839e-06,2023_2024
0.00023749891476076979,9.118120553341935e-05,2023_2024
0.00010289363923310368,7.486695064173876e-05,2023_2024
4.439066614292386e-08,1.8483783619793748e-05,2023_2024
1.4043332869806413e-05,1.4051821132676778e-05,2023_2024
3.007783381259177e-05,2.9568016646219775e-07,2023_2024
3.785198358818853e-05,3.9827728723684785e-05,2023_2024
1.5683934704302516e-06,1.213276789124862e-05,2023_2024
1.0060969949821086e-05,7.05514577149513e-05,2023_2024
1.4074534595009958e-05,0.0005237829369199032,2023_2024
2.053843180305215e-06,0.00011120608109616015,2023_2024
8.717307054650902e-06,1.8878056932791765e-05,2023_2024
1.5694118887354946e-05,1.9032887581094116e-05,2023_2024
4.8539427483396125e-05,0.0001051570771093413,2023_2024
9.981380821544317e-05,0.0002412156919016084,2023_2024
0.00010301545897117848,0.0001285945004810829,2023_2024
6.324702993887321e-06,9.006655695509291e-05,2023_2024
1.800114675476472e-05,5.4130118165574e-09,2023_2024
6.48321960783349e-07,3.908368032357057e-05,2023_2024
7.026211537497495e-05,4.370901174943764e-05,2023_2024
4.1024783783427665e-06,3.4535368894639262e-06,2023_2024
9.902447495879763e-06,1.9310703254227235e-06,2023_2024
6.754855108703772e-06,0.00020361004831881413,2023_2024
1.932365572110406e-05,0.00017332031560113315,2023_2024
1.1518344600336405e-06,3.345636578777622e-06,2023_2024
1.175381720097679e-05,0.00023681124368946094,2023_2024
7.628687377780885e-05,7.581043718085656e-05,2023_2024
2.5598121327075063e-06,6.282717532091198e-05,2023_2024
0.0002589278425263464,3.5467838991443124e-05,2023_2024
8.60895543741691e-09,4.921306896943367e-05,2023_2024
6.848518459257047e-05,4.7312581519243224e-08,2023_2024
1.0135767103403026e-07,5.604979371742758e-07,2023_2024
2.1100596806600258e-05,0.000167955563102673,2023_2024
1.0914443070442204e-06,2.614820494573067e-06,2023_2024
0.0010044127821730031,0.0004320674431752547,2023_2024
8.89875355999381e-05,6.982197879978891e-06,2023_2024
0.00018980185026873375,7.214612395567421e-05,2023_2024
4.347419984007672e-06,0.00013108421281182725,2023_2024
6.665413545314802e-05,3.309594146660988e-05,2023_2024
7.55938100744924e-05,7.082731980911916e-05,2023_2024
2.720993866778265e-06,0.00013723707839297106,2023_2024
0.0003122146643266266,9.141619911612331e-06,2023_2024
9.728496559835431e-05,0.00021964002724639275,2023_2024
0.00010343022084946529,0.00027736575542858244,2023_2024
1.935200291569572e-06,0.0005766011636775259,2023_2024
2.160427734110293e-05,7.503282731469163e-06,2023_2024
0.0005084060706411764,7.298490580565087e-06,2023_2024
8.709767112546896e-05,2.2761328696274674e-06,2023_2024
2.6559616181365264e-05,4.386072968542987e-05,2023_2024
0.00026420881270383667,2.425739090006207e-05,2023_2024
7.469185900998987e-06,0.0006994797324493263,2023_2024
7.237436587814727e-06,0.0005756196037600692,2023_2024
2.64156283683592e-05,1.110755644406769e-05,2023_2024
6.730437795043898e-05,0.000197007789128123,2023_2024
8.264142410951969e-06,1.4694913392787612e-05,2023_2024
4.975126355333259e-08,1.1716893440483211e-05,2023_2024
3.0886633151094856e-07,7.815008840272863e-05,2023_2024
6.782245144654198e-05,7.516758030434723e-05,2023_2024
3.959370888928504e-07,0.00015433119558017072,2023_2024
4.8055737418839506e-05,7.182799451110888e-06,2023_2024
0.00010682183825150293,1.4764933761624022e-05,2023_2024
8.366017686056715e-06,0.00017614533314014302,2023_2024
0.00014746993745140546,2.7107892109690113e-05,2023_2024
0.00010705712565683978,0.00016300673613800498,2023_2024
0.00010147591399234379,9.72796844701529e-05,2023_2024
4.027182215482483e-07,8.867984165172871e-05,2023_2024
0.0002961202827405085,0.00014978629736361881,2023_2024
3.3704823305780174e-05,0.0006548374755226405,2023_2024
9.734476497547107e-06,4.512294984448939e-05,2023_2024
0.0004879213006685479,2.7546581554349636e-05,2023_2024
9.210482165500355e-05,1.503831437710268e-06,2023_2024
1.2503801327445885e-05,1.1653326148497456e-07,2023_2024
1.9351487445806725e-06,0.00012619490454546245,2023_2024
5.089655464529663e-06,2.347420712300874e-05,2023_2024
1.60522386938311e-07,5.781689381700872e-07,2023_2024
1.9390765112148323e-05,2.9946263135571805e-05,2023_2024
2.028636264417294e-06,0.0002288288388797577,2023_2024
5.856934896242283e-05,2.921470082850597e-05,2023_2024
2.85958426885502e-05,8.173983478676483e-05,2023_2024
3.738827823074331e-05,2.9620384177420078e-05,2023_2024
2.5655176965955206e-05,5.791959381551415e-06,2023_2024
4.347347958644221e-05,0.00011338729961507532,2023_2024
0.0008351595498107267,0.00011606867329527759,2023_2024
0.00015715326667642415,0.00016268797798968393,2023_2024
0.00023434716562620306,7.4662995060981174e-06,2023_2024
1.9642381421491883e-05,1.7474852475829472e-05,2023_2024
0.0006338144449213878,0.0003340986238058452,2023_2024
9.075625015952937e-07,2.741988225263281e-05,2023_2024
6.369324775823415e-06,5.258144637365625e-05,2023_2024
2.427055778575493e-07,1.6744361647558215e-05,2023_2024
1.8364384746227813e-07,3.4783588926168285e-05,2023_2024
1.9993087911007734e-05,5.1220682979469245e-06,2023_2024
9.106146049930874e-05,1.367555874431936e-06,2023_2024
1.5360533786257236e-05,0.00016853290036544788,2023_2024
4.8071102607405436e-05,0.0002851996382802202,2023_2024
6.85797622266282e-05,0.0001382003930614495,2023_2024
2.254278434410395e-05,1.4708445241429224e-05,2023_2024
5.771783098296179e-05,3.90212518541766e-05,2023_2024
1.7732948265347659e-06,5.517782465191967e-05,2023_2024
2.0838013728985416e-05,0.00043173898387127707,2023_2024
0.0006598304469918048,6.484781366433712e-05,2023_2024
5.32807796693735e-06,2.01791677951757e-05,2023_2024
0.0004457385896174948,0.0007873952912224036,2023_2024
2.9868852821302028e-05,0.00022126064850735983,2023_2024
5.020305666347813e-05,5.015559461529762e-06,2023_2024
0.00015425447566985717,0.0005111264704527052,2023_2024
0.0007545594895290719,0.00019404133829092896,2023_2024
0.0006924758649060614,6.444680353046017e-06,2023_2024
9.510700883796908e-05,5.980524939919185e-05,2023_2024
0.00010947032025443448,0.0002502742476554465,2023_2024
2.2113273157042812e-07,4.382249658652082e-05,2023_2024
8.183661276173204e-05,1.4910822943026147e-07,2023_2024
5.0603896582623875e-05,8.864410997100336e-05,2023_2024
1.0937819313605601e-06,1.8140496088281388e-05,2023_2024
6.989584955263695e-08,6.471132120478007e-05,2023_2024
1.6557312499942967e-06,1.388948769165399e-05,2023_2024
6.38862234080273e-05,2.4549389482708683e-05,2023_2024
1.1293009897217487e-05,1.4965939474365086e-05,2023_2024
8.418991267133968e-06,9.446671120905137e-07,2023_2024
0.00014274017028592656,2.2116192911481036e-06,2023_2024
0.00016845521106911843,0.000192617500597958,2023_2024
0.000299271235274734,7.10597243214206e-06,2023_2024
5.391146057354135e-07,0.0001361658413704392,2023_2024
8.024936412620587e-05,0.0001557430194850662,2023_2024
6.495902173242474e-05,0.00014451455001718294,2023_2024
4.7345709942470116e-05,0.00018951553857848857,2023_2024
7.740687024604398e-05,0.00022461513173199776,2023_2024
8.160283679048419e-05,0.00043435920918466486,2023_2024
0.0001354646172468943,4.661810239614539e-06,2023_2024
0.0005676216406090839,3.008488811917509e-05,2023_2024
5.412684286221214e-06,5.632407096278769e-08,2023_2024
1.0509864453389639e-05,2.026316554060159e-05,2023_2024
4.876199513292878e-05,4.93733083350989e-05,2023_2024
0.00011186556221187693,3.0359149455705392e-05,2023_2024
0.000549074604381361,0.0001778011515458644,2023_2024
1.0073495720908099e-06,5.235425853800102e-05,2023_2024
0.00011296475432887032,0.00014225648996779583,2023_2024
3.397456593712267e-05,5.747014897339309e-05,2023_2024
3.852702880502434e-06,6.713081104159357e-05,2023_2024
0.0004055807375837883,2.3646631996943057e-06,2023_2024
1.769017701080955e-05,9.082957077066744e-05,2023_2024
8.006702589036241e-05,1.496788253341208e-06,2023_2024
2.3340163692098237e-05,1.7599509562149507e-05,2023_2024
2.991538748942091e-07,8.178793235869009e-05,2023_2024
1.9188404332126652e-07,7.166550280168771e-05,2023_2024
0.0003280164613421732,0.00017592997839688262,2023_2024
4.227852659510756e-05,1.3535025441324677e-05,2023_2024
1.022076554724194e-06,4.156370642638407e-05,2023_2024
3.3553189408008777e-06,9.639313698162066e-05,2023_2024
2.2643031738489583e-07,0.000163136593532065,2023_2024
8.968625841543343e-06,7.309528885557359e-05,2023_2024
2.0286505951983003e-05,9.538306342649072e-05,2023_2024
9.942500962156764e-05,7.601451886884991e-05,2023_2024
7.281368108458253e-08,0.0001275553772812632,2023_2024
6.524939906160654e-07,0.00018500686880418282,2023_2024
8.731929796657045e-05,6.171846407143633e-05,2023_2024
4.885572004620364e-06,0.00011603061725151687,2023_2024
0.0001642272391266797,0.00013741752292273368,2023_2024
3.099756129831821e-05,0.00010343101359344686,2023_2024
9.772406018848656e-06,3.909050506312184e-05,2023_2024
1.0275971405793172e-05,0.0002842032395447003,2023_2024
0.00022497819430566945,1.4328816942299483e-05,2023_2024
0.0002593193932902693,0.00041235301491415743,2023_2024
3.1789391129466438e-06,5.8736115063906524e-06,2023_2024
6.24280749325079e-05,1.7003643908997113e-05,2023_2024
0.00017702832134058877,4.092545792488966e-05,2023_2024
8.245396919792647e-06,2.1416207649505026e-05,2023_2024
1.418949473031006e-05,4.485651550201197e-08,2023_2024
0.00018057387583958473,0.00012779772812221424,2023_2024
0.0006562521790455245,0.00048815328960316595,2023_2024
2.956353618355223e-06,0.0001394714453870627,2023_2024
0.00016360149971528237,0.00014770663850161014,2023_2024
0.00016705763057522915,2.417748219407656e-05,2023_2024
0.0012045269344543863,9.537445248108956e-05,2023_2024
5.023521946445619e-05,1.0874399239302335e-05,2023_2024
1.0972739435621826e-05,0.00010232023822431824,2023_2024
4.241349797706739e-06,0.0007191251150783229,2023_2024
1.1338614158695748e-08,0.00016498046444846093,2023_2024
8.625162584163792e-05,0.000268098197160338,2023_2024
0.0004217756871973677,0.0002740144799013855,2023_2024
4.503704975622469e-08,3.603298635279639e-05,2023_2024
2.9041012953201495e-05,5.004840273326039e-07,2023_2024
8.669218964363345e-06,3.1115318200769515e-05,2023_2024
0.00012883354437265293,0.00011397477154040381,2023_2024
6.674301348263967e-07,0.00014660587857262541,2023_2024
7.762287923540612e-09,8.931136526613148e-05,2023_2024
0.0003627812000969177,3.932965486952433e-06,2023_2024
2.699506213676983e-06,3.429601765914114e-07,2023_2024
0.00021333941015178048,0.0001154978891091396,2023_2024
4.1736879985432296e-07,0.00017978002249352532,2023_2024
0.0005207137352789548,2.875774287147692e-06,2023_2024
2.245202712636285e-08,1.797997318497835e-05,2023_2024
1.0582001698566934e-05,2.248431751006308e-05,2023_2024
0.00017809348486474974,0.0013173146484518616,2023_2024
9.653192840519687e-06,5.117478077631965e-06,2023_2024
5.084938829336139e-06,8.904063131709439e-05,2023_2024
1.12065091500968e-05,5.823177130481749e-05,2023_2024
4.11365343133685e-06,0.0001896273588252173,2023_2024
0.00014017974214286522,0.0002239450904469864,2023_2024
0.0001669380922156849,0.0002066500970232532,2023_2024
7.637795407244852e-08,4.050970626723327e-06,2023_2024
0.0002478564212757828,0.00027907936796922606,2023_2024
2.213820775587294e-07,0.0001651566294601503,2023_2024
4.889949882680433e-06,7.289804157650792e-06,2023_2024
3.10617107276423e-05,1.8825616272533097e-05,2023_2024
0.0002342835996822501,0.0001985934051091931,2023_2024
1.4900233821224518e-06,2.9052681593810803e-08,2023_2024
0.00015723010972212847,0.00014066373220478212,2023_2024
6.387958661246973e-05,6.50986773043094e-07,2023_2024
6.357132714684965e-07,2.461975457335175e-05,2023_2024
2.621680677850069e-05,0.00021428523205813121,2023_2024
2.2143802836493975e-05,2.118106989801305e-07,2023_2024
0.0001483581517189858,7.742854580827796e-07,2023_2024
0.0007805890236207702,0.00042501139392137066,2023_2024
2.732245702863345e-05,0.0002361265953345626,2023_2024
2.5734346795647234e-05,3.299844725968004e-05,2023_2024
6.313617644393421e-05,2.436891488599713e-07,2023_2024
0.0003011453822636678,0.0002194345811628029,2023_2024
3.9834261528870485e-05,5.767370434495156e-05,2023_2024
3.241694369471304e-05,6.803279141731622e-05,2023_2024
0.0001820125123224159,8.125155538352136e-05,2023_2024
3.3627613205133855e-06,0.0001808989236532499,2023_2024
7.733667275200418e-05,5.823018596129437e-05,2023_2024
0.00031785927205785214,0.0004867353861481849,2023_2024
0.00018484118839934283,0.00019053139046376621,2023_2024
0.0003331764986819197,0.0007647724788899524,2023_2024
4.63632766289912e-06,3.290170251135649e-06,2023_2024
4.1150432407155435e-06,1.5797482049051403e-05,2023_2024
2.28745331869451e-05,2.125603192715264e-05,2023_2024
0.0006171292700890563,3.6150958567682245e-05,2023_2024
1.3096679785107312e-06,1.7081749101754973e-05,2023_2024
0.00010059377341731235,6.551272307153688e-05,2023_2024
0.00010481612683221897,2.8122649702311264e-06,2023_2024
1.641740878910447e-05,0.00025180745960518003,2023_2024
0.0002917637824255692,7.802321566385828e-06,2023_2024
4.7657882282781117e-05,0.00018115440888066825,2023_2024
4.6929597852241045e-07,0.00010448714353550326,2023_2024
1.3468166185637287e-06,0.00012370734399580474,2023_2024
0.0003245494940224969,3.960001020442139e-05,2023_2024
0.00020014278353286397,0.0001349882784995593,2023_2024
1.925483552267515e-05,1.7485907375047738e-05,2023_2024
0.00038333066088513945,0.0003020464658659572,2023_2024
0.00027096179684138466,0.0004360750972367544,2023_2024
3.550481192948762e-05,0.0002075440126813044,2023_2024
0.0001879219345914951,6.5747886091038765e-06,2023_2024
4.8589202501947426e-05,6.279879503068297e-05,2023_2024
0.0004048884438722089,5.2531646796527554e-05,2023_2024
0.00013645516469695806,3.4865704264364084e-05,2023_2024
0.0005752343093988754,7.916946545005743e-06,2023_2024
0.00019995358608515534,1.8562934073207416e-06,2023_2024
2.6198902461471718e-05,4.199709339847146e-06,2023_2024
8.072302658312935e-06,1.767679238295905e-05,2023_2024
5.236609666448011e-06,8.132342527900072e-05,2023_2024
0.00020557204807702956,6.913451113910174e-05,2023_2024
0.000499409271680018,0.00016248784473626987,2023_2024
0.0005108238464603954,0.00023173466905601625,2023_2024
2.0342860132083196e-05,5.814179565577504e-07,2023_2024
0.00031975754252222544,0.0002522790374392958,2023_2024
0.00012870422203259402,2.8972217436473713e-05,2023_2024
8.291996853837524e-05,0.00025442730562474924,2023_2024
0.00018926453412371202,2.5520814709634188e-05,2023_2024
8.355648251967551e-06,8.250150037980575e-05,2023_2024
7.23816888370532e-06,0.0005857518799613493,2023_2024
0.0008105704505323441,0.0003822489436901,2023_2024
1.0646856027807239e-05,0.00024522842828289537,2023_2024
0.00019489208693168614,9.090239848497106e-05,2023_2024
2.621892504672818e-05,1.7880576598794384e-05,2023_2024
0.00013571389127531308,0.0002746277313845358,2023_2024
2.349250484190435e-05,1.181626265922553e-05,2023_2024
3.7627449888000264e-05,0.00013361662448585498,2023_2024
