draw,seed,n_clusters_drawn,n_rows_drawn,mean_target
93,20260804,1491,2982,79.38472315
94,20260804,1491,2982,79.24900514
95,20260804,1491,2982,79.39673597
96,20260804,1491,2982,79.12961473
97,20260804,1491,2982,79.46537000
98,20260804,1491,2982,79.24331172
99,20260804,1491,2982,79.35472837
100,20260804,1491,2982,79.20819733
101,20260804,1491,2982,79.35176243
102,20260804,1491,2982,79.35387883
103,20260804,1491,2982,79.24584544
104,20260804,1491,2982,79.36577241
105,20260804,1491,2982,79.49359863
106,20260804,1491,2982,79.37102616
107,20260804,1491,2982,79.25473582
108,20260804,1491,2982,79.27063119
109,20260804,1491,2982,79.29905358
110,20260804,1491,2982,79.35264923
111,20260804,1491,2982,79.37952157
112,20260804,1491,2982,79.22440569
113,20260804,1491,2982,79.27826962
114,20260804,1491,2982,79.23939936
115,20260804,1491,2982,79.34937775
116,20260804,1491,2982,79.40481407
117,20260804,1491,2982,79.16776958
118,20260804,1491,2982,79.31748267
119,20260804,1491,2982,79.34050973
120,20260804,1491,2982,78.95656159
121,20260804,1491,2982,79.19670616
122,20260804,1491,2982,79.02810940
123,20260804,1491,2982,79.26247112
124,20260804,1491,2982,79.27671212
125,20260804,1491,2982,79.41378642
126,20260804,1491,2982,79.34307325
127,20260804,1491,2982,79.19324093
128,20260804,1491,2982,79.16437887
129,20260804,1491,2982,79.32474849
130,20260804,1491,2982,79.28676503
131,20260804,1491,2982,79.33615769
132,20260804,1491,2982,79.28531932
133,20260804,1491,2982,79.49733214
134,20260804,1491,2982,79.23547954
135,20260804,1491,2982,79.30372606
136,20260804,1491,2982,79.28078843
137,20260804,1491,2982,79.40911394
138,20260804,1491,2982,79.29719055
139,20260804,1491,2982,79.26326105
140,20260804,1491,2982,79.35485506
141,20260804,1491,2982,79.28851628
142,20260804,1491,2982,79.11722930
143,20260804,1491,2982,79.22054550
144,20260804,1491,2982,79.02693941
145,20260804,1491,2982,79.34617334
146,20260804,1491,2982,79.39544675
147,20260804,1491,2982,79.24647142
148,20260804,1491,2982,79.29290558
149,20260804,1491,2982,79.31430807
150,20260804,1491,2982,79.09417989
151,20260804,1491,2982,79.40008197
152,20260804,1491,2982,79.16663686
153,20260804,1491,2982,79.43348238
154,20260804,1491,2982,79.36360385
155,20260804,1491,2982,79.34625531
156,20260804,1491,2982,79.36510172
157,20260804,1491,2982,79.24972055
158,20260804,1491,2982,79.34241002
159,20260804,1491,2982,79.32357106
160,20260804,1491,2982,79.26270959
161,20260804,1491,2982,79.25543632
162,20260804,1491,2982,79.31784783
163,20260804,1491,2982,79.37154035
164,20260804,1491,2982,79.40108801
165,20260804,1491,2982,79.27075043
166,20260804,1491,2982,79.33977942
167,20260804,1491,2982,79.33055369
168,20260804,1491,2982,79.34897533
169,20260804,1491,2982,79.46369327
170,20260804,1491,2982,79.22294508
171,20260804,1491,2982,79.17745734
172,20260804,1491,2982,79.09989567
173,20260804,1491,2982,79.26781429
174,20260804,1491,2982,79.17026604
175,20260804,1491,2982,79.23928013
176,20260804,1491,2982,79.28690662
177,20260804,1491,2982,79.26156196
178,20260804,1491,2982,79.11028393
179,20260804,1491,2982,79.28914226
180,20260804,1491,2982,79.16886504
181,20260804,1491,2982,79.24540577
182,20260804,1491,2982,79.37323944
183,20260804,1491,2982,79.39161636
184,20260804,1491,2982,79.39382219
185,20260804,1491,2982,79.45311871
186,20260804,1491,2982,79.21975557
187,20260804,1491,2982,79.21882406
188,20260804,1491,2982,79.16512408
189,20260804,1491,2982,79.24744020
190,20260804,1491,2982,79.26571280
191,20260804,1491,2982,79.30044713
192,20260804,1491,2982,79.20665474
193,20260804,1491,2982,79.28148148
194,20260804,1491,2982,79.24436247
195,20260804,1491,2982,79.17884343
196,20260804,1491,2982,79.25435576
197,20260804,1491,2982,79.26508682
198,20260804,1491,2982,79.29350175
199,20260804,1491,2982,79.48891870
200,20260804,1491,2982,79.33395931
201,20260804,1491,2982,79.26005664
202,20260804,1491,2982,79.37055667
203,20260804,1491,2982,79.33532305
204,20260804,1491,2982,79.45609956
205,20260804,1491,2982,79.36402116
206,20260804,1491,2982,79.24209703
207,20260804,1491,2982,79.25638274
208,20260804,1491,2982,79.11211715
209,20260804,1491,2982,79.38280051
210,20260804,1491,2982,79.18690662
211,20260804,1491,2982,79.31780311
212,20260804,1491,2982,79.35212013
213,20260804,1491,2982,79.27984947
214,20260804,1491,2982,79.19277890
215,20260804,1491,2982,79.22776660
216,20260804,1491,2982,79.29458231
217,20260804,1491,2982,79.26549668
218,20260804,1491,2982,79.15646471
219,20260804,1491,2982,79.22515091
220,20260804,1491,2982,79.42226693
221,20260804,1491,2982,79.25390118
222,20260804,1491,2982,79.04736568
223,20260804,1491,2982,79.19552128
224,20260804,1491,2982,79.21765407
225,20260804,1491,2982,79.13300544
226,20260804,1491,2982,79.28727178
227,20260804,1491,2982,79.32763991
228,20260804,1491,2982,79.25742604
229,20260804,1491,2982,79.30827185
230,20260804,1491,2982,79.37137641
231,20260804,1491,2982,79.39675833
232,20260804,1491,2982,79.24840152
233,20260804,1491,2982,79.32711827
234,20260804,1491,2982,79.25094269
235,20260804,1491,2982,79.29040912
236,20260804,1491,2982,79.25115880
237,20260804,1491,2982,79.24033087
238,20260804,1491,2982,79.35319323
239,20260804,1491,2982,79.21743051
240,20260804,1491,2982,79.29880021
241,20260804,1491,2982,79.45105447
242,20260804,1491,2982,79.28864297
243,20260804,1491,2982,79.33963783
244,20260804,1491,2982,79.15491467
245,20260804,1491,2982,79.26703182
246,20260804,1491,2982,79.30740741
247,20260804,1491,2982,79.29289813
248,20260804,1491,2982,79.11690141
249,20260804,1491,2982,79.36922274
250,20260804,1491,2982,79.28265892
251,20260804,1491,2982,79.37638423
252,20260804,1491,2982,79.31357776
253,20260804,1491,2982,79.21600715
254,20260804,1491,2982,79.31607422
255,20260804,1491,2982,78.97159252
256,20260804,1491,2982,79.30391982
257,20260804,1491,2982,79.27248677
258,20260804,1491,2982,79.30701245
259,20260804,1491,2982,79.22921231
260,20260804,1491,2982,79.29443327
261,20260804,1491,2982,79.21342127
262,20260804,1491,2982,79.37642894
263,20260804,1491,2982,79.18230121
264,20260804,1491,2982,79.37084731
265,20260804,1491,2982,79.38695879
266,20260804,1491,2982,79.25321559
267,20260804,1491,2982,79.21204263
268,20260804,1491,2982,79.10307027
269,20260804,1491,2982,79.23825173
270,20260804,1491,2982,79.36961025
271,20260804,1491,2982,79.22482301
272,20260804,1491,2982,79.48931366
273,20260804,1491,2982,79.17604143
274,20260804,1491,2982,79.40925553
275,20260804,1491,2982,79.28923169
276,20260804,1491,2982,79.27303823
277,20260804,1491,2982,79.20339071
278,20260804,1491,2982,79.53875848
279,20260804,1491,2982,79.20067069
280,20260804,1491,2982,79.40611819
281,20260804,1491,2982,79.33362397
282,20260804,1491,2982,79.25387138
283,20260804,1491,2982,79.36923765
284,20260804,1491,2982,79.25853640
285,20260804,1491,2982,79.35603994
286,20260804,1491,2982,79.42518071
287,20260804,1491,2982,79.17253149
288,20260804,1491,2982,79.34640435
289,20260804,1491,2982,79.14275281
290,20260804,1491,2982,79.23474924
291,20260804,1491,2982,79.36180043
292,20260804,1491,2982,79.23195469
293,20260804,1491,2982,79.25619644
294,20260804,1491,2982,79.26229972
295,20260804,1491,2982,79.48698860
296,20260804,1491,2982,79.32992771
297,20260804,1491,2982,79.28784559
298,20260804,1491,2982,79.28826291
299,20260804,1491,2982,79.34100156
300,20260804,1491,2982,79.21798942
301,20260804,1491,2982,79.14406439
302,20260804,1491,2982,79.36428944
303,20260804,1491,2982,79.37664506
304,20260804,1491,2982,79.36905880
305,20260804,1491,2982,79.32329533
306,20260804,1491,2982,79.49164617
307,20260804,1491,2982,79.39390417
308,20260804,1491,2982,79.31308592
309,20260804,1491,2982,79.26369327
310,20260804,1491,2982,79.33729786
311,20260804,1491,2982,79.42916760
312,20260804,1491,2982,79.31871973
313,20260804,1491,2982,79.19630375
314,20260804,1491,2982,79.31257918
315,20260804,1491,2982,79.14787987
316,20260804,1491,2982,79.35648707
317,20260804,1491,2982,79.16603324
318,20260804,1491,2982,79.32559058
319,20260804,1491,2982,79.15758998
320,20260804,1491,2982,79.15458678
321,20260804,1491,2982,79.30976228
322,20260804,1491,2982,79.35983307
323,20260804,1491,2982,79.32649974
324,20260804,1491,2982,79.29715329
325,20260804,1491,2982,79.12867576
326,20260804,1491,2982,79.28054997
327,20260804,1491,2982,79.21457635
328,20260804,1491,2982,79.31214696
329,20260804,1491,2982,79.32438334
330,20260804,1491,2982,79.26504956
331,20260804,1491,2982,79.22509129
332,20260804,1491,2982,79.36899173
333,20260804,1491,2982,79.26011625
334,20260804,1491,2982,79.42508384
335,20260804,1491,2982,79.21842909
336,20260804,1491,2982,79.02714062
337,20260804,1491,2982,79.25618899
338,20260804,1491,2982,79.35024965
339,20260804,1491,2982,79.33533050
340,20260804,1491,2982,79.22594083
341,20260804,1491,2982,79.30231761
342,20260804,1491,2982,79.36034727
343,20260804,1491,2982,79.28483494
344,20260804,1491,2982,79.39521574
345,20260804,1491,2982,79.35095760
346,20260804,1491,2982,79.27341084
347,20260804,1491,2982,79.26403607
348,20260804,1491,2982,79.29461957
349,20260804,1491,2982,79.34200015
350,20260804,1491,2982,79.15083091
351,20260804,1491,2982,79.25566734
352,20260804,1491,2982,79.30039496
353,20260804,1491,2982,79.37042254
354,20260804,1491,2982,79.19378493
355,20260804,1491,2982,79.11598480
356,20260804,1491,2982,79.32503912
357,20260804,1491,2982,79.32616439
358,20260804,1491,2982,79.37955138
359,20260804,1491,2982,79.33685819
360,20260804,1491,2982,79.31298159
361,20260804,1491,2982,79.47955883
362,20260804,1491,2982,79.20612564
363,20260804,1491,2982,79.48912736
364,20260804,1491,2982,79.15320814
365,20260804,1491,2982,79.32509129
366,20260804,1491,2982,79.46227737
367,20260804,1491,2982,79.05402787
368,20260804,1491,2982,79.29466428
369,20260804,1491,2982,79.36469185
370,20260804,1491,2982,79.34280498
371,20260804,1491,2982,79.30274238
372,20260804,1491,2982,79.11035099
373,20260804,1491,2982,79.18411208
374,20260804,1491,2982,79.26713615
375,20260804,1491,2982,79.16879052
376,20260804,1491,2982,79.16770996
377,20260804,1491,2982,79.30873388
378,20260804,1491,2982,79.27627990
379,20260804,1491,2982,79.07317982
380,20260804,1491,2982,79.45323049
381,20260804,1491,2982,79.32766227
382,20260804,1491,2982,79.22268425
383,20260804,1491,2982,79.19519338
384,20260804,1491,2982,79.25206796
385,20260804,1491,2982,79.26444593
386,20260804,1491,2982,79.28371712
387,20260804,1491,2982,79.41241523
388,20260804,1491,2982,79.41712497
389,20260804,1491,2982,79.20476936
390,20260804,1491,2982,79.23062821
391,20260804,1491,2982,79.32034429
392,20260804,1491,2982,79.35490722
393,20260804,1491,2982,79.29798048
394,20260804,1491,2982,79.22603026
395,20260804,1491,2982,79.29567032
396,20260804,1491,2982,79.34261122
397,20260804,1491,2982,79.17337357
398,20260804,1491,2982,79.43744690
399,20260804,1491,2982,79.32667114
400,20260804,1491,2982,79.17151800
401,20260804,1491,2982,79.23120203
402,20260804,1491,2982,79.21784783
403,20260804,1491,2982,79.22008346
404,20260804,1491,2982,79.10356957
405,20260804,1491,2982,79.24341605
406,20260804,1491,2982,79.52361577
407,20260804,1491,2982,79.25099486
408,20260804,1491,2982,79.24192563
409,20260804,1491,2982,79.28894105
410,20260804,1491,2982,79.38515538
411,20260804,1491,2982,79.26250093
412,20260804,1491,2982,79.25023474
413,20260804,1491,2982,79.11452418
414,20260804,1491,2982,79.40304047
415,20260804,1491,2982,79.38772636
416,20260804,1491,2982,79.27443923
417,20260804,1491,2982,79.34394515
418,20260804,1491,2982,79.18508086
419,20260804,1491,2982,79.28856845
420,20260804,1491,2982,79.32521797
421,20260804,1491,2982,79.24187346
422,20260804,1491,2982,79.18766674
423,20260804,1491,2982,79.30236232
424,20260804,1491,2982,79.39073701
425,20260804,1491,2982,79.40045458
426,20260804,1491,2982,79.22237872
427,20260804,1491,2982,79.30872643
428,20260804,1491,2982,79.16955809
429,20260804,1491,2982,79.15861838
430,20260804,1491,2982,79.27069826
431,20260804,1491,2982,79.31630524
432,20260804,1491,2982,79.26907370
433,20260804,1491,2982,79.38400775
434,20260804,1491,2982,79.32252776
435,20260804,1491,2982,79.29604292
436,20260804,1491,2982,79.20373351
437,20260804,1491,2982,79.18107907
438,20260804,1491,2982,79.21039571
439,20260804,1491,2982,79.39527536
440,20260804,1491,2982,79.28561741
441,20260804,1491,2982,79.32466652
442,20260804,1491,2982,79.29839779
443,20260804,1491,2982,79.12287801
444,20260804,1491,2982,79.42247559
445,20260804,1491,2982,79.16882778
446,20260804,1491,2982,79.29263731
447,20260804,1491,2982,79.27413369
448,20260804,1491,2982,79.25176988
449,20260804,1491,2982,79.13531560
450,20260804,1491,2982,79.44352783
451,20260804,1491,2982,79.18176466
452,20260804,1491,2982,79.16288099
453,20260804,1491,2982,79.40613309
454,20260804,1491,2982,79.33783441
455,20260804,1491,2982,79.28082569
456,20260804,1491,2982,79.38757732
457,20260804,1491,2982,79.29907594
458,20260804,1491,2982,79.26559356
459,20260804,1491,2982,79.30816007
460,20260804,1491,2982,79.32125345
461,20260804,1491,2982,79.25448245
462,20260804,1491,2982,79.39802519
463,20260804,1491,2982,79.36926746
464,20260804,1491,2982,79.30127431
465,20260804,1491,2982,79.48938073
466,20260804,1491,2982,79.22998733
467,20260804,1491,2982,79.33931739
468,20260804,1491,2982,79.21491169
469,20260804,1491,2982,79.25510843
470,20260804,1491,2982,79.29907594
471,20260804,1491,2982,79.31193084
472,20260804,1491,2982,79.30131157
473,20260804,1491,2982,79.31558984
474,20260804,1491,2982,79.30309263
475,20260804,1491,2982,79.20566361
476,20260804,1491,2982,79.06400626
477,20260804,1491,2982,79.26170355
478,20260804,1491,2982,79.08903048
479,20260804,1491,2982,79.34390044
480,20260804,1491,2982,79.37499068
481,20260804,1491,2982,79.24445190
482,20260804,1491,2982,79.20726582
483,20260804,1491,2982,79.56025039
484,20260804,1491,2982,79.29979879
485,20260804,1491,2982,79.32760265
486,20260804,1491,2982,79.25489977
487,20260804,1491,2982,79.33530815
488,20260804,1491,2982,79.25080110
489,20260804,1491,2982,79.26398390
490,20260804,1491,2982,79.34504061
491,20260804,1491,2982,79.36888740
492,20260804,1491,2982,79.34068112
493,20260804,1491,2982,79.27757657
494,20260804,1491,2982,79.27426783
495,20260804,1491,2982,79.28087786
496,20260804,1491,2982,79.34468291
497,20260804,1491,2982,79.24757433
498,20260804,1491,2982,79.20491840
499,20260804,1491,2982,79.18324763
