dec,candidate,n,cand_med,obs_rate,mean_pred,brier_model,brier_R3,brier_R2,calib_gap,bss_vs_R3,bss_vs_R2
5,mdl_pred_dist_from_half,1780,0.4214842216675866,0.9056179775280899,0.8706378366913659,0.04269986340056334,0.04713344453754384,0.07931474181860308,0.03498014083672407,0.09406444151241611,0.46164026482970677
6,mdl_pred_dist_from_half,1781,0.4374574119348602,0.9011791128579449,0.8686888639746381,0.038330503544303104,0.044663919238529796,0.07981338511239873,0.03249024888330687,0.14180161083497356,0.5197484295356796
7,mdl_pred_dist_from_half,1781,0.4507119541066794,0.9129702414373947,0.8964510185834664,0.03075538035824984,0.03850358671807678,0.0682227252593373,0.01651922285392826,0.20123336603831998,0.549191559830857
8,mdl_pred_dist_from_half,1781,0.4608312560288166,0.9309376754632229,0.9172852534896716,0.024805769971442713,0.028025008083517433,0.054248266477764526,0.01365242197355132,0.11487019388115982,0.5427361723787028
9,mdl_pred_dist_from_half,1781,0.47030250751313607,0.9219539584503088,0.9197759254777867,0.02573101800406118,0.027936981182407866,0.05958179873305051,0.0021780329725220593,0.07896211705707845,0.568139623992453
0,mdl_pred_entropy,1781,0.1336890447117234,0.9219539584503088,0.9197759254777867,0.02573101800406118,0.027936981182407866,0.05958179873305051,0.0021780329725220593,0.07896211705707845,0.568139623992453
1,mdl_pred_entropy,1781,0.16529331374894649,0.9309376754632229,0.9172852534896716,0.024805769971442713,0.028025008083517433,0.054248266477764526,0.01365242197355132,0.11487019388115982,0.5427361723787028
2,mdl_pred_entropy,1781,0.19641357819361907,0.9129702414373947,0.8964510185834664,0.03075538035824984,0.03850358671807678,0.0682227252593373,0.01651922285392826,0.20123336603831998,0.549191559830857
3,mdl_pred_entropy,1781,0.23390697385082954,0.9011791128579449,0.8686888639746381,0.038330503544303104,0.044663919238529796,0.07981338511239873,0.03249024888330687,0.14180161083497356,0.5197484295356796
4,mdl_pred_entropy,1781,0.275148988717953,0.9051094890510949,0.8701984490018156,0.04268024503787343,0.04712061032561713,0.07936795665677839,0.03491104004927925,0.09423403595707869,0.46224840810200774
5,mdl_pred_entropy,1780,0.32522660903720035,0.8747191011235955,0.8272993879454426,0.04813810069143357,0.053582471572560984,0.09585635261612066,0.04741971317815297,0.10160731152079616,0.4978100107333112
6,mdl_pred_entropy,1781,0.4010391842394165,0.7462099943851769,0.7035054651896387,0.10359563095596841,0.10796966492792864,0.1745860177316774,0.04270452919553813,0.040511693491685485,0.40662126153088995
7,mdl_pred_entropy,1781,0.49196306984605,0.6749017405951713,0.6457092544871345,0.15788215062546138,0.15102992890827563,0.2238934910814872,0.02919248610803682,-0.04536995923071174,0.29483367353453194
8,mdl_pred_entropy,1781,0.5529711688500816,0.5002807411566536,0.49889302889281995,0.20563264428548966,0.22225800828571035,0.3030386107336591,0.001387712263833607,0.0748020920751209,0.3214308771161165
9,mdl_pred_entropy,1781,0.6525903589226689,0.42504211117349805,0.47865840025730866,0.24441722183068815,0.2718000007284114,0.3604766069633641,-0.05361628908381061,0.10074605895636002,0.3219609341930787
0,mdl_pred_point,1781,0.14252974308565644,0.1695676586187535,0.1325632210437879,0.13500066055972096,0.15377148867074458,0.38826456294476686,0.037004437574965604,0.12206962599689541,0.6522972389346651
1,mdl_pred_point,1781,0.3104281839709281,0.34025828186412127,0.3297385644610633,0.22425455652179513,0.2352056872578914,0.37691750493202103,0.01051971740305796,0.04655980416021532,0.40503013633648943
2,mdl_pred_point,1781,0.7383452936131986,0.6535654126895003,0.7211848693090136,0.21928909081530695,0.25109063510188084,0.26177945449593953,-0.0676194566195133,0.12665364550004155,0.16231359241865806
3,mdl_pred_point,1781,0.8262040527803358,0.8427849522740034,0.8261074032535839,0.13201158621351447,0.1296146838385037,0.15818986039473548,0.016677549020419513,-0.018492521865788314,0.1654864231872868
4,mdl_pred_point,1781,0.8886884164879615,0.9449747332959012,0.886907116161839,0.05518736311145266,0.05668377199776876,0.08185616911973434,0.058067617134062166,0.026399246796331766,0.32580080762480024
5,mdl_pred_point,1780,0.9162725413518934,0.9623595505617978,0.9158595737896925,0.038367291284998356,0.040304159920767905,0.05849045209262822,0.04649997677210527,0.04805629591528893,0.3440418066142126
6,mdl_pred_point,1781,0.9341986617555966,0.9618192026951151,0.9341596905308288,0.03748584499098982,0.039369091348147305,0.0533645889648025,0.027659512164286304,0.04783565717846083,0.29755207117374716
7,mdl_pred_point,1781,0.9489648800782032,0.9685569904548007,0.948812717577591,0.03082908910876515,0.03319770865616191,0.043599648558854655,0.0197442728772097,0.07134888651289839,0.29290510066498987
8,mdl_pred_point,1781,0.9601286918518063,0.9752947782144863,0.9599989392963876,0.024327411139591883,0.02666691476921026,0.03928996864501461,0.015295838918098714,0.0877305698790315,0.3808238596627458
9,mdl_pred_point,1781,0.9700611594784484,0.974171813587872,0.9711826768539499,0.025210285422167657,0.02697858287281627,0.03731202092487593,0.002989136733922093,0.06554448982679362,0.32433878419702644
0,pl_absence_spells,1781,0.0,0.9522740033688939,0.9141703285673096,0.04793913516379811,0.048971269886193824,0.06616428933006163,0.038103674801584275,0.021076331587772446,0.27545303290944523
1,pl_absence_spells,1781,0.0,0.9460976979225154,0.9094923678228432,0.04899975963879333,0.050744809179835204,0.06449865296626306,0.03660533009967226,0.03438872998531872,0.24029793824650336
2,pl_absence_spells,1781,0.0,0.9449747332959012,0.9105840994426807,0.0487169544075818,0.050989550706728136,0.0666627079590991,0.0343906338532205,0.04456984357868565,0.2692022886698199
3,pl_absence_spells,1781,0.0,0.9623806850084222,0.9224615590893509,0.03687472825649688,0.037753373401563046,0.05388533534789528,0.03991912591907132,0.02327328834222231,0.3156815668228521
4,pl_absence_spells,1781,1.0,0.8220101066816395,0.8037847018132735,0.06963481228190266,0.08063575336584944,0.12945448017334038,0.01822540486836599,0.1364275848460772,0.46209036420631255
5,pl_absence_spells,1780,1.0,0.6123595505617978,0.6443644803527755,0.09481333369745816,0.09652919363605503,0.23215454348792725,-0.03200492979097769,0.017775554461442966,0.5915938914097163
6,pl_absence_spells,1781,1.0,0.742841100505334,0.7277869115491359,0.09370464415169615,0.09418786789876761,0.18272453016053686,0.015054188956198145,0.005130424521243349,0.4871808176528364
7,pl_absence_spells,1781,2.0,0.6709713644020213,0.6596805975590897,0.1235070544579602,0.13194377850623173,0.21486090079722767,0.011290766842931621,0.06394181024513457,0.4251766887335241
8,pl_absence_spells,1781,3.0,0.613700168444694,0.6150646422715003,0.15523963061025822,0.1713094698392239,0.22903064727939723,-0.0013644738268062673,0.09380590135529243,0.322188395071514
9,pl_absence_spells,1781,5.0,0.5255474452554745,0.5189726441166638,0.20256481995682832,0.22984922737544125,0.2597256528873998,0.006574801138810704,0.11870567384612485,0.22008158337502648
0,pl_boundary_score,1732,0.0,0.9041570438799076,0.8758944470585524,0.04492275467018081,0.051261869503132954,0.08435963746681986,0.028262596821355235,0.12366140553193672,0.4674852095251153
1,pl_boundary_score,1732,0.0,0.8856812933025404,0.8598894473050437,0.046629842254139596,0.050243944591473064,0.09169410023663192,0.025791845997496732,0.07193110267753178,0.4914630043393904
2,pl_boundary_score,1732,0.0,0.8839491916859122,0.8523790830707787,0.047680838913223236,0.04748143105369916,0.085758381891642,0.03157010861513354,-0.004199701969777481,0.4440095782885778
3,pl_boundary_score,1732,0.0,0.9387990762124712,0.9075712858344133,0.03715292583215494,0.0370188106845357,0.06335144531115207,0.031227790378057896,-0.003622891852526955,0.4135425695550039
4,pl_boundary_score,1732,0.0,0.9081986143187067,0.8810643468475612,0.05168574107558636,0.05251032507813994,0.07431699572775335,0.027134267471145557,0.015703273619550706,0.30452327129950785
5,pl_boundary_score,1732,0.25413223140495883,0.8475750577367206,0.8364512878342215,0.07555797198901378,0.07921113722362308,0.11537327681802101,0.011123769902499081,0.04611933829829962,0.3450998873145309
6,pl_boundary_score,1732,0.4897959183673471,0.726905311778291,0.7341367472655861,0.10879784352360089,0.12010062448350298,0.19015705572119235,-0.0072314354872951014,0.09411092580500813,0.4278527130588311
7,pl_boundary_score,1732,0.7296,0.6339491916859122,0.6331084098820534,0.13552716756133568,0.1520703733283774,0.23502105103520024,0.0008407818038588255,0.1087865138025188,0.423340305200843
8,pl_boundary_score,1732,0.888888888888889,0.5669745958429562,0.5630783383804983,0.17430422118267555,0.1845984314768746,0.26632881008767645,0.0038962574624579194,0.05576542667150808,0.34552998180972627
9,pl_boundary_score,1732,0.9917355371900826,0.48614318706697457,0.4908620892731689,0.183732583879819,0.20393749521520918,0.2878486557602687,-0.004718902206194309,0.09907403890622735,0.36170421433950173
0,pl_boundary_score_career,1770,0.0,0.9152542372881356,0.8871316541706898,0.05502453982358341,0.050989988123354625,0.05208860098301701,0.028122583117445754,-0.0791243898796059,-0.05636432511450318
1,pl_boundary_score_career,1770,0.03571138706273849,0.9378531073446328,0.9054120860735871,0.037078658601119356,0.034972947187840484,0.04343979642234332,0.032441021271045645,-0.06020972158763316,0.14643571897478103
2,pl_boundary_score_career,1770,0.14524741901032392,0.9169491525423729,0.8911058124515164,0.05436395339426049,0.06004854799440104,0.0790066098349043,0.025843340090856426,0.09466664540615677,0.31190626318656367
3,pl_boundary_score_career,1770,0.2653061224489795,0.8587570621468926,0.8386176805907849,0.06319136723174232,0.06588047866479854,0.10653186659176411,0.020139381556107727,0.04081803119158389,0.4068313148600403
4,pl_boundary_score_career,1770,0.4037814452812051,0.8242937853107345,0.8180330109991378,0.0750558392746073,0.0829522130400513,0.144030861452881,0.006260774311596662,0.09519183968764588,0.47889057582869865
5,pl_boundary_score_career,1770,0.5237056139654831,0.7903954802259887,0.7776634004250012,0.08899922647745258,0.09845515913168071,0.16572435142292022,0.012732079800987561,0.09604303865459318,0.4629683223177563
6,pl_boundary_score_career,1770,0.6588514726007253,0.7361581920903955,0.7171066816169931,0.10029914308697307,0.10334731748727302,0.1943013397216942,0.019051510473402367,0.029494470436306375,0.4837959263140662
7,pl_boundary_score_career,1770,0.8163265306122449,0.6700564971751413,0.6621296573247503,0.13144653560489333,0.144335991949993,0.22274471727822354,0.007926839850390999,0.0893017477550948,0.4098781007645289
8,pl_boundary_score_career,1770,0.9256198347107438,0.5926553672316384,0.5933043046743974,0.13927680094250486,0.15578019617920646,0.24062890749233157,-0.0006489374427590677,0.10594026481849095,0.4211967199038903
9,pl_boundary_score_career,1770,0.9927875296393317,0.5536723163841808,0.5354246706666933,0.17090908775166203,0.19011498403489832,0.24714990338583634,0.018247645717487493,0.10102252792294786,0.30848005437069304
0,pl_career_games_prior,1781,4.0,0.6103312745648513,0.6096969621655307,0.1672346569662158,0.1706281630801332,0.20522065501893838,0.0006343123993205468,0.019888311827653493,0.18509831795058396
1,pl_career_games_prior,1781,16.0,0.6945536215609208,0.6772287042786993,0.14197621857386705,0.15758145598463388,0.19271907870618124,0.01732491728222152,0.09902965620706372,0.26329961970021953
2,pl_career_games_prior,1781,28.0,0.7478944413250983,0.7205682421181905,0.11429256735336964,0.1256063832661045,0.1632044924884349,0.02732619920690782,0.09007357443582997,0.2996971737069756
3,pl_career_games_prior,1781,37.0,0.7153284671532847,0.700342146920151,0.09336734510549322,0.10864753674927037,0.1785585502270181,0.014986320233133732,0.1406400191017655,0.47710515689791044
4,pl_career_games_prior,1781,46.0,0.7782144862436833,0.7716452545193367,0.09951567719230289,0.10925361969588483,0.1666791165881262,0.006569231724346536,0.08913153203242319,0.4029505361597763
5,pl_career_games_prior,1780,57.0,0.8640449438202247,0.8319579240228414,0.07341163933466958,0.07639153583271442,0.11627623562145456,0.032087019797383265,0.03900820248686121,0.368644513280716
6,pl_career_games_prior,1781,69.0,0.7445255474452555,0.7339846263855145,0.07519089599050177,0.08475601299215835,0.17416244645534482,0.010540921059740915,0.11285473046663419,0.568271475735266
7,pl_career_games_prior,1781,84.0,0.8618753509264458,0.8431795839012945,0.06163210811368664,0.05932914928399631,0.11057410982515066,0.0186957670251513,-0.03881665012027291,0.44261718940225103
8,pl_career_games_prior,1781,103.0,0.8736664795058956,0.8510223532997728,0.04299199869968045,0.04127027917940369,0.10648238303072242,0.022644126206122772,-0.0417181457094673,0.5962524741085449
9,pl_career_games_prior,1781,131.0,0.9028635597978664,0.8868418653740044,0.05236974862012725,0.059438850792901614,0.08521960880741393,0.01602169442386192,0.11893066703804078,0.38547302254723337
0,pl_career_opps_prior,1781,8.0,0.6917462099943852,0.6979779475808975,0.14799791895790534,0.14562003434231383,0.17426506276180206,-0.006231737586512298,-0.016329378209057,0.1507309806544559
1,pl_career_opps_prior,1781,26.0,0.7349803481190342,0.7032180586668132,0.11587341433548623,0.12917452444865207,0.15032948923660686,0.03176228945222104,0.10297007223319132,0.22920369833020227
2,pl_career_opps_prior,1781,38.0,0.7647389107243122,0.7335559219140704,0.11774627507472447,0.12852308036400623,0.1706523234733436,0.03118298881024184,0.08385112820794072,0.3100224322869135
3,pl_career_opps_prior,1781,48.0,0.7613700168444694,0.7518708533294414,0.10332267427217355,0.1152210636619181,0.16968660924392787,0.009499163515027997,0.10326574856709214,0.39109706574638925
4,pl_career_opps_prior,1781,59.0,0.7540707467714767,0.7447362766107904,0.09617572890754865,0.10869405181384562,0.16665282177989185,0.009334470160686226,0.11517026642576922,0.4228976870576271
5,pl_career_opps_prior,1780,70.0,0.7707865168539326,0.7550498384804396,0.07884462805528983,0.09289809732350764,0.14994582079876573,0.015736678373493018,0.15127833263665358,0.4741792226333338
6,pl_career_opps_prior,1781,84.0,0.8057271195957327,0.7770091156378617,0.08097361540526664,0.08002905546607224,0.14401559953295753,0.028718003957871052,-0.011802712573495855,0.4377441355807009
7,pl_career_opps_prior,1781,100.0,0.8192026951151039,0.8039520085831287,0.0627623303326743,0.06742358651210296,0.13259996609250557,0.015250686531975255,0.06913391026138815,0.5266791373921659
8,pl_career_opps_prior,1781,118.0,0.8270634475014037,0.8029926825975761,0.05835069931988466,0.059291999426376446,0.1297259562176038,0.024070764903827646,0.01587566814407415,0.5502002758645577
9,pl_career_opps_prior,1781,143.0,0.8635597978663672,0.8560617770545349,0.05993862181603565,0.06603676164073666,0.11124193250795375,0.007498020811832262,0.09234462249795106,0.4611867983168122
0,pl_consec_absences,1781,0.0,0.9320606400898371,0.9069656635162806,0.059604560894944356,0.06566562821480772,0.08406657666842096,0.025094976573556527,0.09230197722370348,0.290983845696022
1,pl_consec_absences,1781,0.0,0.9320606400898371,0.8968907306489535,0.05894145515636374,0.061547109443477896,0.0709240522659881,0.03516990944088361,0.04233593276231884,0.16894969656676906
2,pl_consec_absences,1781,0.0,0.884334643458731,0.8792702812374041,0.09150772372787448,0.09767066119069522,0.11358580919620652,0.00506436222132689,0.06309916803765692,0.19437362487944831
3,pl_consec_absences,1781,0.0,0.9517125210555868,0.9141704234624088,0.04277745366461284,0.0460179691747927,0.061455978407821306,0.03754209759317795,0.07041848148211904,0.3039334044811385
4,pl_consec_absences,1781,0.0,0.9169006176305446,0.8855129141116457,0.0674764308307177,0.074059798522961,0.09229990521215962,0.03138770351889897,0.08889259522090431,0.2689436606070498
5,pl_consec_absences,1780,0.0,0.9129213483146067,0.8937180257954767,0.0650171267130782,0.07410084284861476,0.0810741657492229,0.01920332251913004,0.12258586793802395,0.1980537066001028
6,pl_consec_absences,1781,0.0,0.9410443571027512,0.9132027583508816,0.050802372294608746,0.056526180394037145,0.07275259607321044,0.027841598751869645,0.10125941748634748,0.30171052255665676
7,pl_consec_absences,1781,0.0,0.7961819202695115,0.8041395010934029,0.12421971418856399,0.1451065132384945,0.16147854560422686,-0.00795758082389142,0.14394115456141743,0.23073549044082786
8,pl_consec_absences,1781,1.0,0.39416058394160586,0.33451636531878354,0.24673614442601477,0.24608109394225225,0.3518255691226432,0.05964421862282232,-0.002661929339099256,0.2986975192243495
9,pl_consec_absences,1781,7.0,0.13194834362717575,0.19811567665491187,0.11489516068276961,0.12612590370347218,0.40961371312926026,-0.06616733302773611,0.089043905263954,0.7195036274420027
0,pl_days_since_appear,1659,2.0,0.8095238095238095,0.8132027945537963,0.06557039479601665,0.07827802612125545,0.13537574269495142,-0.003678985029986759,0.1623397006147579,0.5156414768946493
1,pl_days_since_appear,1658,2.0,0.8003618817852834,0.811559786548551,0.07013493490359922,0.08397127204612044,0.14302522538497747,-0.011197904763267541,0.16477465215629628,0.5096324112420116
2,pl_days_since_appear,1658,2.0,0.8480096501809409,0.8379829979514222,0.0488764209758323,0.04795944273665093,0.1249319848511603,0.010026652229518707,-0.01911986851508196,0.6087757587933786
3,pl_days_since_appear,1658,2.0,0.8299155609167672,0.8264766089064847,0.0531711107398566,0.055040440512066045,0.13163969135125528,0.0034389520102825477,0.033962841772671615,0.5960860269872581
4,pl_days_since_appear,1659,2.0,0.8306208559373116,0.8312907395840599,0.06946719923027435,0.07408711535330648,0.13453549796425132,-0.0006698836467482483,0.062357889101238184,0.4836515248285391
5,pl_days_since_appear,1658,3.0,0.8329312424607962,0.8245413998992274,0.05054666716492107,0.057435279342219196,0.10850830181478559,0.008389842561568828,0.11993694913980302,0.5341677427483851
6,pl_days_since_appear,1658,3.0,0.8769601930036188,0.8641018607854845,0.05456884368754586,0.0558531860139001,0.10992437820442665,0.012858332218134372,0.022994969813084798,0.5035783274019159
7,pl_days_since_appear,1658,4.0,0.8329312424607962,0.8125853452841639,0.09205029393535034,0.08825587891419369,0.1256887859472498,0.020345897176632266,-0.042993340135967006,0.2676332001966919
8,pl_days_since_appear,1658,5.0,0.7979493365500603,0.7458484770660803,0.12555431538923467,0.1221786290080363,0.14136554065521087,0.05210085948398002,-0.02762910673172092,0.11184638910368983
9,pl_days_since_appear,1659,9.0,0.6238698010849909,0.5091468170198131,0.24883233940943475,0.27828469965183983,0.20980881971282644,0.11472298406517778,0.10583535594753402,-0.18599561138574305
0,pl_dnp_frac10,1635,0.0,0.9663608562691132,0.9291108199132493,0.034969413756990295,0.03886701870613573,0.05436137232900972,0.03725003635586388,0.10028052263576726,0.35672312418189245
1,pl_dnp_frac10,1634,0.0,0.9626682986536108,0.9300619977445016,0.036164884263308286,0.03760283681685496,0.04885761942861272,0.03260630090910921,0.03824053383392956,0.2597902909258638
2,pl_dnp_frac10,1635,0.0,0.9700305810397554,0.936820257654187,0.030122472720723527,0.031089741016887103,0.045932137595694644,0.0332103233855684,0.03111213746162067,0.34419614898247197
3,pl_dnp_frac10,1634,0.0,0.9583843329253366,0.9251339228667541,0.040218308625752854,0.04104303390469161,0.05663835360865562,0.033250410058582536,0.020094159726444683,0.289910351143989
4,pl_dnp_frac10,1635,0.0,0.9651376146788991,0.9325133981494146,0.03502425115863225,0.03566322867138891,0.05502423601702058,0.03262421652948455,0.017916984427976956,0.3634759209051399
5,pl_dnp_frac10,1634,0.1,0.8959608323133414,0.8640483557819663,0.07245138060612266,0.07490798660252103,0.10135811228124271,0.03191247653137519,0.03279498098692313,0.2851940611809275
6,pl_dnp_frac10,1634,0.2,0.7772337821297429,0.7724733256168732,0.13661018644909428,0.13730298470094648,0.18433141894424274,0.004760456512869715,0.005045762503715023,0.2588882175836955
7,pl_dnp_frac10,1635,0.3333333333333333,0.6134556574923548,0.6273934490758245,0.19376880486952439,0.21151331547215116,0.26882563290960176,-0.01393779158346975,0.08389311359909679,0.27920264607101963
8,pl_dnp_frac10,1634,0.6,0.47123623011015914,0.4882702192511867,0.19297300227402622,0.22449983930588366,0.298155272406427,-0.01703398914102755,0.14043144587244782,0.352776824248215
9,pl_dnp_frac10,1635,1.0,0.1963302752293578,0.23431715019678276,0.1120215729716939,0.13275706362582598,0.3677144967123932,-0.03798687496742495,0.15619124201612944,0.6953572024675676
0,pl_dnp_frac5,1684,0.0,0.9637767220902613,0.923887264387402,0.03741952066469834,0.04133456967907676,0.05733719213157563,0.03988945770285934,0.09471609465817632,0.3473778663798329
1,pl_dnp_frac5,1683,0.0,0.9459298871063577,0.9210736169221769,0.048391706125935796,0.05135234507942472,0.05864931262509141,0.024856270184180795,0.05765343235853815,0.1748973012646562
2,pl_dnp_frac5,1683,0.0,0.966131907308378,0.9289448938803053,0.03362161696581862,0.03388602429945616,0.051309087344390866,0.037187013428072624,0.007802843181039298,0.3447239328162762
3,pl_dnp_frac5,1683,0.0,0.9536541889483066,0.9220576577891565,0.04336282524360835,0.0454963940988877,0.06785825705744238,0.031596531159150065,0.046895339675535164,0.36097938373363336
4,pl_dnp_frac5,1683,0.0,0.9655377302436126,0.9290379877228808,0.03468295965763754,0.03497226474967847,0.049200894040301084,0.03649974252073174,0.008272415129866206,0.2950746051641199
5,pl_dnp_frac5,1683,0.0,0.9506833036244801,0.9210465513984107,0.04690305332528249,0.04814619518832341,0.07000405130218963,0.02963675222606932,0.025820147535612792,0.3299951580971511
6,pl_dnp_frac5,1683,0.2,0.8033273915626857,0.786978801224711,0.12699332561084767,0.132188052034761,0.16393745785859784,0.016348590337974755,0.03929800268595607,0.22535503923463218
7,pl_dnp_frac5,1683,0.4,0.6423054070112894,0.6424732039916414,0.1962024463349478,0.20991131090427478,0.25256753794114434,-0.00016779698035207513,0.06530788889017325,0.22316839315799664
8,pl_dnp_frac5,1683,0.6,0.44563279857397503,0.4619818275375432,0.21362873412024722,0.2408782037772645,0.3183681702329217,-0.016349028963568157,0.1131255100283558,0.3289884036964058
9,pl_dnp_frac5,1684,1.0,0.14133016627078385,0.20028164561123163,0.11222194848853001,0.132780957240709,0.39814446140349424,-0.05895147934044778,0.1548340152037695,0.7181376124310814
0,pl_games_prior,1781,0.0,0.5687815833801235,0.5276221403595212,0.13244046179756985,0.13628277427999722,0.257116418932366,0.04115944302060237,0.02819367673373896,0.4849007996163478
1,pl_games_prior,1781,3.0,0.6670409882088714,0.6580533457153359,0.1123106099468185,0.12207564834568775,0.19334089648479508,0.008987642493535453,0.07999169802659656,0.41910577643540126
2,pl_games_prior,1781,6.0,0.7647389107243122,0.7293604846471634,0.1110595858210229,0.11841398371986481,0.1551900306335505,0.035378426077148806,0.06210751186481833,0.2843639158544443
3,pl_games_prior,1781,9.0,0.7102751263335205,0.7125437783539391,0.10997759890913686,0.12161239395977808,0.18485443629403148,-0.0022686520204185934,0.09567112916541465,0.4050583739618492
4,pl_games_prior,1781,12.0,0.7574396406513195,0.7557233034429194,0.10518132671700216,0.11388494408517964,0.16744608671135539,0.0017163372084001427,0.07642465330331694,0.3718495977853792
5,pl_games_prior,1780,16.0,0.7882022471910113,0.7787223304181107,0.0906048921527502,0.09727866113321916,0.14522798357098704,0.00947991677290061,0.0686046549441045,0.3761196022634111
6,pl_games_prior,1781,20.0,0.8405390230207749,0.8196641549227333,0.0850154414891216,0.09104380255327957,0.12595458651637012,0.02087486809804162,0.06621385415696057,0.32503099854905027
7,pl_games_prior,1781,24.0,0.8601909039865244,0.8444408832310231,0.07312880562654525,0.08179333403746833,0.11758877677543501,0.01575002075550136,0.10593196270681404,0.3780970630708841
8,pl_games_prior,1781,29.0,0.8972487366647951,0.8825162091860834,0.057145613631653006,0.0625791479356112,0.09033955023166036,0.014732527478711677,0.08682659453191754,0.3674352652286531
9,pl_games_prior,1781,36.0,0.9387984278495227,0.9177911418642593,0.04512817356565956,0.04795002455854748,0.062054166512647224,0.02100728598526347,0.05884983415268974,0.2727615871456107
0,pl_is_rookie_window,1781,0.0,0.7933745087029759,0.7755792080676088,0.08158043098443075,0.09585130035479819,0.15233198567991052,0.01779530063536705,0.14888550616990204,0.4644563279319902
1,pl_is_rookie_window,1781,0.0,0.8635597978663672,0.8321977338187041,0.056742517364872846,0.06526807594714029,0.10494034732506272,0.03136206404766306,0.13062371547725993,0.4592878829616649
2,pl_is_rookie_window,1781,0.0,0.7046603032004491,0.6974762383030957,0.1040925296881601,0.11464880989776875,0.19380739281051124,0.007184064897353459,0.09207492183321908,0.4629073319719381
3,pl_is_rookie_window,1781,0.0,0.8259404828747895,0.8019124054052953,0.05998859259529119,0.06007854582597254,0.13421492840161206,0.024028077469494202,0.001497260452040683,0.5530408330153334
4,pl_is_rookie_window,1781,0.0,0.7973048848961257,0.7768276881063162,0.08370617602612004,0.0861485928009357,0.14881062056751598,0.020477196789809526,0.028351209177140846,0.4374986428596861
5,pl_is_rookie_window,1780,0.0,0.8235955056179776,0.8036411203408009,0.07641703064419679,0.07850766078905763,0.13705394384784944,0.019954385277176634,0.026629632367701772,0.4424309983444823
6,pl_is_rookie_window,1781,0.0,0.8680516563728242,0.8423149245318069,0.061747888676363556,0.0693082174301686,0.11318423655463704,0.025736731841017324,0.10908271824221194,0.4544479818392714
7,pl_is_rookie_window,1781,0.0,0.7198203256597417,0.7041122914376504,0.13131555831221692,0.14029152056766409,0.18671531840557462,0.015708034222091327,0.06398078956680753,0.2967070970204
8,pl_is_rookie_window,1781,1.0,0.7158899494665918,0.718077692800301,0.13947271393784993,0.1445392842000342,0.16558852241874222,-0.002187743333709191,0.035053240302286404,0.15771508857872607
