game_id,season,season_type,game_date,team_id,team_abbreviation,opp_team_id,opp_team_abbreviation,is_home,wl,minutes,fgm,fga,fg_pct,fg3m,fg3a,fg3_pct,ftm,fta,ft_pct,oreb,dreb,reb,ast,stl,blk,tov,pf,pts,plus_minus,points_paint,points_fast_break,points_second_chance,points_off_turnovers,fouls_drawn,opp_fgm,opp_fga,opp_fg_pct,opp_fg3m,opp_fg3a,opp_fg3_pct,opp_ftm,opp_fta,opp_ft_pct,opp_oreb,opp_dreb,opp_reb,opp_ast,opp_stl,opp_blk,opp_tov,opp_pf,opp_pts,opp_plus_minus,opp_points_paint,opp_points_fast_break,opp_points_second_chance,opp_points_off_turnovers,opp_fouls_drawn,box_source,opp_box_source,in_misc,era,source,observed_time
1022300231,2023,Regular Season,2023-09-08,1611661322,WAS,1611661330,ATL,1,L,200.0,27,70,0.386,11,31,0.355,10,12,0.833,4,28,32,24,6,2,7,21,75,-5,24,12,0,15,15,25,66,0.379,6,24,0.25,24,29,0.828,9,38,47,13,4,1,13,15,80,5,28,8,11,6,21,team_gamelog,team_gamelog,1,gamelog_new,gamelog_team_2023_regular_season.parquet+misc_1022300231.parquet,2026-07-31T20:42:43+00:00
1022300231,2023,Regular Season,2023-09-08,1611661330,ATL,1611661322,WAS,0,W,200.0,25,66,0.379,6,24,0.25,24,29,0.828,9,38,47,13,4,1,13,15,80,5,28,8,11,6,21,27,70,0.386,11,31,0.355,10,12,0.833,4,28,32,24,6,2,7,21,75,-5,24,12,0,15,15,team_gamelog,team_gamelog,1,gamelog_new,gamelog_team_2023_regular_season.parquet+misc_1022300231.parquet,2026-07-31T20:42:43+00:00
1022300232,2023,Regular Season,2023-09-08,1611661324,MIN,1611661329,CHI,0,L,200.0,33,65,0.508,7,19,0.368,14,18,0.778,7,24,31,24,11,1,17,14,87,-5,38,11,4,12,17,35,75,0.467,11,22,0.5,11,14,0.786,9,23,32,25,8,2,15,17,92,5,34,2,5,13,14,team_gamelog,team_gamelog,1,gamelog_new,gamelog_team_2023_regular_season.parquet+misc_1022300232.parquet,2026-07-31T20:42:43+00:00
1022300232,2023,Regular Season,2023-09-08,1611661329,CHI,1611661324,MIN,1,W,200.0,35,75,0.467,11,22,0.5,11,14,0.786,9,23,32,25,8,2,15,17,92,5,34,2,5,13,14,33,65,0.508,7,19,0.368,14,18,0.778,7,24,31,24,11,1,17,14,87,-5,38,11,4,12,17,team_gamelog,team_gamelog,1,gamelog_new,gamelog_team_2023_regular_season.parquet+misc_1022300232.parquet,2026-07-31T20:42:43+00:00
1022300233,2023,Regular Season,2023-09-08,1611661321,DAL,1611661328,SEA,1,W,200.0,41,69,0.594,8,20,0.4,16,21,0.762,9,27,36,30,7,5,16,22,106,15,60,22,19,21,19,31,69,0.449,11,25,0.44,18,21,0.857,8,16,24,22,5,2,16,19,91,-15,32,16,20,16,22,team_gamelog,team_gamelog,1,gamelog_new,gamelog_team_2023_regular_season.parquet+misc_1022300233.parquet,2026-07-31T20:42:43+00:00
1022300233,2023,Regular Season,2023-09-08,1611661328,SEA,1611661321,DAL,0,L,200.0,31,69,0.449,11,25,0.44,18,21,0.857,8,16,24,22,5,2,16,19,91,-15,32,16,20,16,22,41,69,0.594,8,20,0.4,16,21,0.762,9,27,36,30,7,5,16,22,106,15,60,22,19,21,19,team_gamelog,team_gamelog,1,gamelog_new,gamelog_team_2023_regular_season.parquet+misc_1022300233.parquet,2026-07-31T20:42:43+00:00
1022300234,2023,Regular Season,2023-09-08,1611661317,PHO,1611661319,LVA,1,L,200.0,26,75,0.347,5,18,0.278,16,18,0.889,8,27,35,13,6,0,10,14,73,-21,34,2,14,9,15,38,70,0.543,6,25,0.24,12,14,0.857,3,35,38,25,8,6,10,15,94,21,50,20,6,9,14,team_gamelog,team_gamelog,1,gamelog_new,gamelog_team_2023_regular_season.parquet+misc_1022300234.parquet,2026-07-31T20:42:43+00:00
1022300234,2023,Regular Season,2023-09-08,1611661319,LVA,1611661317,PHO,0,W,200.0,38,70,0.543,6,25,0.24,12,14,0.857,3,35,38,25,8,6,10,15,94,21,50,20,6,9,14,26,75,0.347,5,18,0.278,16,18,0.889,8,27,35,13,6,0,10,14,73,-21,34,2,14,9,15,team_gamelog,team_gamelog,1,gamelog_new,gamelog_team_2023_regular_season.parquet+misc_1022300234.parquet,2026-07-31T20:42:43+00:00
1022300235,2023,Regular Season,2023-09-10,1611661321,DAL,1611661330,ATL,0,W,200.0,33,66,0.5,5,18,0.278,23,23,1.0,6,38,44,26,6,4,16,20,94,17,46,8,8,14,18,26,68,0.382,6,18,0.333,19,26,0.731,7,22,29,17,6,3,13,18,77,-17,28,13,7,19,20,team_gamelog,team_gamelog,1,gamelog_new,gamelog_team_2023_regular_season.parquet+misc_1022300235.parquet,2026-07-31T20:42:43+00:00
1022300235,2023,Regular Season,2023-09-10,1611661330,ATL,1611661321,DAL,1,L,200.0,26,68,0.382,6,18,0.333,19,26,0.731,7,22,29,17,6,3,13,18,77,-17,28,13,7,19,20,33,66,0.5,5,18,0.278,23,23,1.0,6,38,44,26,6,4,16,20,94,17,46,8,8,14,18,team_gamelog,team_gamelog,1,gamelog_new,gamelog_team_2023_regular_season.parquet+misc_1022300235.parquet,2026-07-31T20:42:43+00:00
1022300236,2023,Regular Season,2023-09-10,1611661323,CON,1611661329,CHI,1,L,225.0,34,83,0.41,7,23,0.304,16,19,0.842,10,26,36,21,9,3,10,13,91,-11,42,23,12,19,20,39,72,0.542,12,23,0.522,12,14,0.857,6,32,38,28,6,4,17,20,102,11,44,23,5,8,13,team_gamelog,team_gamelog,1,gamelog_new,gamelog_team_2023_regular_season.parquet+misc_1022300236.parquet,2026-07-31T20:42:43+00:00
1022300236,2023,Regular Season,2023-09-10,1611661329,CHI,1611661323,CON,0,W,225.0,39,72,0.542,12,23,0.522,12,14,0.857,6,32,38,28,6,4,17,20,102,11,44,23,5,8,13,34,83,0.41,7,23,0.304,16,19,0.842,10,26,36,21,9,3,10,13,91,-11,42,23,12,19,20,team_gamelog,team_gamelog,1,gamelog_new,gamelog_team_2023_regular_season.parquet+misc_1022300236.parquet,2026-07-31T20:42:43+00:00
1022300237,2023,Regular Season,2023-09-10,1611661324,MIN,1611661325,IND,0,L,200.0,27,67,0.403,5,20,0.25,13,17,0.765,8,21,29,13,5,2,15,15,72,-15,28,9,11,13,16,34,71,0.479,8,20,0.4,11,19,0.579,11,25,36,13,13,0,15,16,87,15,48,5,20,14,15,team_gamelog,team_gamelog,1,gamelog_new,gamelog_team_2023_regular_season.parquet+misc_1022300237.parquet,2026-07-31T20:42:43+00:00
1022300237,2023,Regular Season,2023-09-10,1611661325,IND,1611661324,MIN,1,W,200.0,34,71,0.479,8,20,0.4,11,19,0.579,11,25,36,13,13,0,15,16,87,15,48,5,20,14,15,27,67,0.403,5,20,0.25,13,17,0.765,8,21,29,13,5,2,15,15,72,-15,28,9,11,13,16,team_gamelog,team_gamelog,1,gamelog_new,gamelog_team_2023_regular_season.parquet+misc_1022300237.parquet,2026-07-31T20:42:43+00:00
1022300238,2023,Regular Season,2023-09-10,1611661313,NYL,1611661322,WAS,1,L,200.0,30,74,0.405,12,37,0.324,16,16,1.0,11,25,36,19,5,2,10,14,88,-2,28,7,15,15,15,33,66,0.5,8,22,0.364,16,19,0.842,7,25,32,21,6,3,12,15,90,2,40,6,11,12,14,team_gamelog,team_gamelog,1,gamelog_new,gamelog_team_2023_regular_season.parquet+misc_1022300238.parquet,2026-07-31T20:42:43+00:00
1022300238,2023,Regular Season,2023-09-10,1611661322,WAS,1611661313,NYL,0,W,200.0,33,66,0.5,8,22,0.364,16,19,0.842,7,25,32,21,6,3,12,15,90,2,40,6,11,12,14,30,74,0.405,12,37,0.324,16,16,1.0,11,25,36,19,5,2,10,14,88,-2,28,7,15,15,15,team_gamelog,team_gamelog,1,gamelog_new,gamelog_team_2023_regular_season.parquet+misc_1022300238.parquet,2026-07-31T20:42:43+00:00
1022300239,2023,Regular Season,2023-09-10,1611661317,PHO,1611661319,LVA,0,L,200.0,34,71,0.479,11,26,0.423,6,6,1.0,10,22,32,21,6,3,15,12,85,-15,36,6,17,13,11,37,70,0.529,14,33,0.424,12,16,0.75,10,22,32,22,12,3,9,11,100,15,36,13,13,22,12,team_gamelog,team_gamelog,1,gamelog_new,gamelog_team_2023_regular_season.parquet+misc_1022300239.parquet,2026-07-31T20:42:43+00:00
1022300239,2023,Regular Season,2023-09-10,1611661319,LVA,1611661317,PHO,1,W,200.0,37,70,0.529,14,33,0.424,12,16,0.75,10,22,32,22,12,3,9,11,100,15,36,13,13,22,12,34,71,0.479,11,26,0.423,6,6,1.0,10,22,32,21,6,3,15,12,85,-15,36,6,17,13,11,team_gamelog,team_gamelog,1,gamelog_new,gamelog_team_2023_regular_season.parquet+misc_1022300239.parquet,2026-07-31T20:42:43+00:00
1022300240,2023,Regular Season,2023-09-10,1611661320,LAS,1611661328,SEA,0,W,200.0,34,77,0.442,5,18,0.278,18,24,0.75,14,24,38,25,16,2,12,16,91,2,54,14,20,27,19,32,65,0.492,12,22,0.545,13,15,0.867,5,28,33,25,5,3,21,19,89,-2,38,13,8,13,16,team_gamelog,team_gamelog,1,gamelog_new,gamelog_team_2023_regular_season.parquet+misc_1022300240.parquet,2026-07-31T20:42:43+00:00
1022300240,2023,Regular Season,2023-09-10,1611661328,SEA,1611661320,LAS,1,L,200.0,32,65,0.492,12,22,0.545,13,15,0.867,5,28,33,25,5,3,21,19,89,-2,38,13,8,13,16,34,77,0.442,5,18,0.278,18,24,0.75,14,24,38,25,16,2,12,16,91,2,54,14,20,27,19,team_gamelog,team_gamelog,1,gamelog_new,gamelog_team_2023_regular_season.parquet+misc_1022300240.parquet,2026-07-31T20:42:43+00:00
1022400001,2024,Regular Season,2024-05-14,1611661313,NYL,1611661322,WAS,0,W,200.0,32,68,0.471,8,28,0.286,13,15,0.867,8,28,36,21,8,5,20,20,85,5,34,8,9,19,20,31,78,0.397,10,32,0.313,8,11,0.727,10,24,34,22,9,7,14,20,80,-5,30,8,1,19,20,team_gamelog,team_gamelog,1,gamelog_new,wnba_team_gamelog_2024.parquet+misc_1022400001.parquet,2026-07-31T20:42:45+00:00
1022400001,2024,Regular Season,2024-05-14,1611661322,WAS,1611661313,NYL,1,L,200.0,31,78,0.397,10,32,0.313,8,11,0.727,10,24,34,22,9,7,14,20,80,-5,30,8,1,19,20,32,68,0.471,8,28,0.286,13,15,0.867,8,28,36,21,8,5,20,20,85,5,34,8,9,19,20,team_gamelog,team_gamelog,1,gamelog_new,wnba_team_gamelog_2024.parquet+misc_1022400001.parquet,2026-07-31T20:42:45+00:00
1022400002,2024,Regular Season,2024-05-14,1611661323,CON,1611661325,IND,1,W,200.0,32,66,0.485,9,21,0.429,19,25,0.76,8,22,30,20,11,1,15,22,92,21,32,10,15,29,21,24,50,0.48,8,20,0.4,15,19,0.789,4,24,28,16,6,5,25,21,71,-21,28,14,6,12,22,team_gamelog,team_gamelog,1,gamelog_new,wnba_team_gamelog_2024.parquet+misc_1022400002.parquet,2026-07-31T20:42:45+00:00
1022400002,2024,Regular Season,2024-05-14,1611661325,IND,1611661323,CON,0,L,200.0,24,50,0.48,8,20,0.4,15,19,0.789,4,24,28,16,6,5,25,21,71,-21,28,14,6,12,22,32,66,0.485,9,21,0.429,19,25,0.76,8,22,30,20,11,1,15,22,92,21,32,10,15,29,21,team_gamelog,team_gamelog,1,gamelog_new,wnba_team_gamelog_2024.parquet+misc_1022400002.parquet,2026-07-31T20:42:45+00:00
1022400003,2024,Regular Season,2024-05-14,1611661317,PHO,1611661319,LVA,0,L,200.0,29,76,0.382,15,36,0.417,7,10,0.7,10,27,37,21,6,6,17,23,80,-9,24,8,10,10,12,29,71,0.408,6,29,0.207,25,29,0.862,8,29,37,17,7,5,11,12,89,9,36,14,13,23,23,team_gamelog,team_gamelog,1,gamelog_new,wnba_team_gamelog_2024.parquet+misc_1022400003.parquet,2026-07-31T20:42:45+00:00
1022400003,2024,Regular Season,2024-05-14,1611661319,LVA,1611661317,PHO,1,W,200.0,29,71,0.408,6,29,0.207,25,29,0.862,8,29,37,17,7,5,11,12,89,9,36,14,13,23,23,29,76,0.382,15,36,0.417,7,10,0.7,10,27,37,21,6,6,17,23,80,-9,24,8,10,10,12,team_gamelog,team_gamelog,1,gamelog_new,wnba_team_gamelog_2024.parquet+misc_1022400003.parquet,2026-07-31T20:42:45+00:00
1022400004,2024,Regular Season,2024-05-14,1611661324,MIN,1611661328,SEA,0,W,200.0,34,75,0.453,7,24,0.292,8,9,0.889,7,32,39,23,15,8,17,15,83,13,40,18,11,22,12,29,78,0.372,1,9,0.111,11,14,0.786,14,29,43,14,10,5,17,12,70,-13,46,10,14,19,15,team_gamelog,team_gamelog,1,gamelog_new,wnba_team_gamelog_2024.parquet+misc_1022400004.parquet,2026-07-31T20:42:45+00:00
1022400004,2024,Regular Season,2024-05-14,1611661328,SEA,1611661324,MIN,1,L,200.0,29,78,0.372,1,9,0.111,11,14,0.786,14,29,43,14,10,5,17,12,70,-13,46,10,14,19,15,34,75,0.453,7,24,0.292,8,9,0.889,7,32,39,23,15,8,17,15,83,13,40,18,11,22,12,team_gamelog,team_gamelog,1,gamelog_new,wnba_team_gamelog_2024.parquet+misc_1022400004.parquet,2026-07-31T20:42:45+00:00
1022400005,2024,Regular Season,2024-05-15,1611661321,DAL,1611661329,CHI,1,W,200.0,37,82,0.451,5,15,0.333,8,10,0.8,15,27,42,18,7,12,15,20,87,8,60,13,26,24,19,29,74,0.392,5,17,0.294,16,27,0.593,16,21,37,14,9,3,14,19,79,-8,42,12,12,14,20,team_gamelog,team_gamelog,1,gamelog_new,wnba_team_gamelog_2024.parquet+misc_1022400005.parquet,2026-07-31T20:42:45+00:00
1022400005,2024,Regular Season,2024-05-15,1611661329,CHI,1611661321,DAL,0,L,200.0,29,74,0.392,5,17,0.294,16,27,0.593,16,21,37,14,9,3,14,19,79,-8,42,12,12,14,20,37,82,0.451,5,15,0.333,8,10,0.8,15,27,42,18,7,12,15,20,87,8,60,13,26,24,19,team_gamelog,team_gamelog,1,gamelog_new,wnba_team_gamelog_2024.parquet+misc_1022400005.parquet,2026-07-31T20:42:45+00:00
1022400006,2024,Regular Season,2024-05-15,1611661320,LAS,1611661330,ATL,1,L,200.0,28,72,0.389,12,31,0.387,13,22,0.591,8,27,35,24,8,2,14,17,81,-11,30,10,10,20,20,34,67,0.507,8,17,0.471,16,19,0.842,7,27,34,20,8,9,13,20,92,11,48,19,11,21,17,team_gamelog,team_gamelog,1,gamelog_new,wnba_team_gamelog_2024.parquet+misc_1022400006.parquet,2026-07-31T20:42:45+00:00
1022400006,2024,Regular Season,2024-05-15,1611661330,ATL,1611661320,LAS,0,W,200.0,34,67,0.507,8,17,0.471,16,19,0.842,7,27,34,20,8,9,13,20,92,11,48,19,11,21,17,28,72,0.389,12,31,0.387,13,22,0.591,8,27,35,24,8,2,14,17,81,-11,30,10,10,20,20,team_gamelog,team_gamelog,1,gamelog_new,wnba_team_gamelog_2024.parquet+misc_1022400006.parquet,2026-07-31T20:42:45+00:00
1022400007,2024,Regular Season,2024-05-16,1611661313,NYL,1611661325,IND,0,W,200.0,36,78,0.462,8,27,0.296,22,23,0.957,13,27,40,22,8,8,10,17,102,36,48,16,29,21,20,22,60,0.367,5,19,0.263,17,22,0.773,7,19,26,13,5,4,16,20,66,-36,28,2,5,10,17,team_gamelog,team_gamelog,1,gamelog_new,wnba_team_gamelog_2024.parquet+misc_1022400007.parquet,2026-07-31T20:42:45+00:00
1022400007,2024,Regular Season,2024-05-16,1611661325,IND,1611661313,NYL,1,L,200.0,22,60,0.367,5,19,0.263,17,22,0.773,7,19,26,13,5,4,16,20,66,-36,28,2,5,10,17,36,78,0.462,8,27,0.296,22,23,0.957,13,27,40,22,8,8,10,17,102,36,48,16,29,21,20,team_gamelog,team_gamelog,1,gamelog_new,wnba_team_gamelog_2024.parquet+misc_1022400007.parquet,2026-07-31T20:42:45+00:00
1022400008,2024,Regular Season,2024-05-17,1611661322,WAS,1611661323,CON,0,L,200.0,28,58,0.483,9,22,0.409,12,14,0.857,4,24,28,22,6,4,22,21,77,-7,32,2,4,12,22,29,68,0.426,2,20,0.1,24,26,0.923,8,21,29,16,14,3,13,22,84,7,46,12,17,26,21,team_gamelog,team_gamelog,1,gamelog_new,wnba_team_gamelog_2024.parquet+misc_1022400008.parquet,2026-07-31T20:42:45+00:00
1022400008,2024,Regular Season,2024-05-17,1611661323,CON,1611661322,WAS,1,W,200.0,29,68,0.426,2,20,0.1,24,26,0.923,8,21,29,16,14,3,13,22,84,7,46,12,17,26,21,28,58,0.483,9,22,0.409,12,14,0.857,4,24,28,22,6,4,22,21,77,-7,32,2,4,12,22,team_gamelog,team_gamelog,1,gamelog_new,wnba_team_gamelog_2024.parquet+misc_1022400008.parquet,2026-07-31T20:42:45+00:00
1022400009,2024,Regular Season,2024-05-17,1611661324,MIN,1611661328,SEA,1,W,250.0,35,79,0.443,13,30,0.433,19,25,0.76,10,32,42,27,18,10,28,23,102,9,36,19,10,35,25,31,78,0.397,5,20,0.25,26,29,0.897,9,33,42,19,20,8,25,25,93,-9,40,12,14,22,23,team_gamelog,team_gamelog,1,gamelog_new,wnba_team_gamelog_2024.parquet+misc_1022400009.parquet,2026-07-31T20:42:45+00:00
1022400009,2024,Regular Season,2024-05-17,1611661328,SEA,1611661324,MIN,0,L,250.0,31,78,0.397,5,20,0.25,26,29,0.897,9,33,42,19,20,8,25,25,93,-9,40,12,14,22,23,35,79,0.443,13,30,0.433,19,25,0.76,10,32,42,27,18,10,28,23,102,9,36,19,10,35,25,team_gamelog,team_gamelog,1,gamelog_new,wnba_team_gamelog_2024.parquet+misc_1022400009.parquet,2026-07-31T20:42:45+00:00
1022400010,2024,Regular Season,2024-05-18,1611661313,NYL,1611661325,IND,1,W,200.0,31,64,0.484,15,32,0.469,14,16,0.875,6,26,32,21,9,6,20,14,91,11,32,28,8,16,16,33,80,0.413,9,26,0.346,5,6,0.833,10,24,34,22,9,3,16,16,80,-11,38,2,16,16,14,team_gamelog,team_gamelog,1,gamelog_new,wnba_team_gamelog_2024.parquet+misc_1022400010.parquet,2026-07-31T20:42:45+00:00
1022400010,2024,Regular Season,2024-05-18,1611661325,IND,1611661313,NYL,0,L,200.0,33,80,0.413,9,26,0.346,5,6,0.833,10,24,34,22,9,3,16,16,80,-11,38,2,16,16,14,31,64,0.484,15,32,0.469,14,16,0.875,6,26,32,21,9,6,20,14,91,11,32,28,8,16,16,team_gamelog,team_gamelog,1,gamelog_new,wnba_team_gamelog_2024.parquet+misc_1022400010.parquet,2026-07-31T20:42:45+00:00
1022400011,2024,Regular Season,2024-05-18,1611661319,LVA,1611661320,LAS,1,W,200.0,31,73,0.425,13,31,0.419,14,16,0.875,10,24,34,23,10,4,12,14,89,7,34,8,10,25,18,34,66,0.515,5,14,0.357,9,15,0.6,3,28,31,16,11,5,18,18,82,-7,52,20,6,14,14,team_gamelog,team_gamelog,1,gamelog_new,wnba_team_gamelog_2024.parquet+misc_1022400011.parquet,2026-07-31T20:42:45+00:00
1022400011,2024,Regular Season,2024-05-18,1611661320,LAS,1611661319,LVA,0,L,200.0,34,66,0.515,5,14,0.357,9,15,0.6,3,28,31,16,11,5,18,18,82,-7,52,20,6,14,14,31,73,0.425,13,31,0.419,14,16,0.875,10,24,34,23,10,4,12,14,89,7,34,8,10,25,18,team_gamelog,team_gamelog,1,gamelog_new,wnba_team_gamelog_2024.parquet+misc_1022400011.parquet,2026-07-31T20:42:45+00:00
1022400012,2024,Regular Season,2024-05-18,1611661321,DAL,1611661329,CHI,1,L,200.0,23,66,0.348,7,18,0.389,21,23,0.913,13,27,40,15,7,8,26,23,74,-9,24,10,20,6,24,32,80,0.4,4,21,0.19,15,20,0.75,19,23,42,25,15,13,19,24,83,9,46,16,16,31,23,team_gamelog,team_gamelog,1,gamelog_new,wnba_team_gamelog_2024.parquet+misc_1022400012.parquet,2026-07-31T20:42:45+00:00
1022400012,2024,Regular Season,2024-05-18,1611661329,CHI,1611661321,DAL,0,W,200.0,32,80,0.4,4,21,0.19,15,20,0.75,19,23,42,25,15,13,19,24,83,9,46,16,16,31,23,23,66,0.348,7,18,0.389,21,23,0.913,13,27,40,15,7,8,26,23,74,-9,24,10,20,6,24,team_gamelog,team_gamelog,1,gamelog_new,wnba_team_gamelog_2024.parquet+misc_1022400012.parquet,2026-07-31T20:42:45+00:00
1022400013,2024,Regular Season,2024-05-18,1611661317,PHO,1611661330,ATL,1,W,200.0,27,66,0.409,6,23,0.261,28,32,0.875,7,31,38,17,10,5,12,22,88,3,34,6,13,14,21,27,66,0.409,10,23,0.435,21,27,0.778,7,26,33,21,8,5,14,21,85,-3,32,12,13,13,22,team_gamelog,team_gamelog,1,gamelog_new,wnba_team_gamelog_2024.parquet+misc_1022400013.parquet,2026-07-31T20:42:45+00:00
1022400013,2024,Regular Season,2024-05-18,1611661330,ATL,1611661317,PHO,0,L,200.0,27,66,0.409,10,23,0.435,21,27,0.778,7,26,33,21,8,5,14,21,85,-3,32,12,13,13,22,27,66,0.409,6,23,0.261,28,32,0.875,7,31,38,17,10,5,12,22,88,3,34,6,13,14,21,team_gamelog,team_gamelog,1,gamelog_new,wnba_team_gamelog_2024.parquet+misc_1022400013.parquet,2026-07-31T20:42:45+00:00
1022400014,2024,Regular Season,2024-05-19,1611661322,WAS,1611661328,SEA,1,L,200.0,25,62,0.403,9,26,0.346,16,23,0.696,6,23,29,20,9,4,16,23,75,-9,30,7,5,26,23,28,68,0.412,5,20,0.25,23,29,0.793,14,29,43,10,10,2,20,23,84,9,36,8,21,13,23,team_gamelog,team_gamelog,1,gamelog_new,wnba_team_gamelog_2024.parquet+misc_1022400014.parquet,2026-07-31T20:42:45+00:00
1022400014,2024,Regular Season,2024-05-19,1611661328,SEA,1611661322,WAS,0,W,200.0,28,68,0.412,5,20,0.25,23,29,0.793,14,29,43,10,10,2,20,23,84,9,36,8,21,13,23,25,62,0.403,9,26,0.346,16,23,0.696,6,23,29,20,9,4,16,23,75,-9,30,7,5,26,23,team_gamelog,team_gamelog,1,gamelog_new,wnba_team_gamelog_2024.parquet+misc_1022400014.parquet,2026-07-31T20:42:45+00:00
1022400015,2024,Regular Season,2024-05-20,1611661323,CON,1611661325,IND,0,W,200.0,30,74,0.405,4,19,0.211,24,30,0.8,15,18,33,15,5,4,8,13,88,4,42,11,24,22,24,33,69,0.478,6,20,0.3,12,13,0.923,13,23,36,20,4,7,17,24,84,-4,48,10,20,13,13,team_gamelog,team_gamelog,1,gamelog_new,wnba_team_gamelog_2024.parquet+misc_1022400015.parquet,2026-07-31T20:42:45+00:00
1022400015,2024,Regular Season,2024-05-20,1611661325,IND,1611661323,CON,1,L,200.0,33,69,0.478,6,20,0.3,12,13,0.923,13,23,36,20,4,7,17,24,84,-4,48,10,20,13,13,30,74,0.405,4,19,0.211,24,30,0.8,15,18,33,15,5,4,8,13,88,4,42,11,24,22,24,team_gamelog,team_gamelog,1,gamelog_new,wnba_team_gamelog_2024.parquet+misc_1022400015.parquet,2026-07-31T20:42:45+00:00
1022400016,2024,Regular Season,2024-05-20,1611661313,NYL,1611661328,SEA,1,W,200.0,26,63,0.413,3,23,0.13,19,20,0.95,7,29,36,18,7,5,18,13,74,11,42,4,9,12,23,24,70,0.343,6,24,0.25,9,14,0.643,12,22,34,16,8,3,17,23,63,-11,24,13,9,15,13,team_gamelog,team_gamelog,1,gamelog_new,wnba_team_gamelog_2024.parquet+misc_1022400016.parquet,2026-07-31T20:42:45+00:00
1022400016,2024,Regular Season,2024-05-20,1611661328,SEA,1611661313,NYL,0,L,200.0,24,70,0.343,6,24,0.25,9,14,0.643,12,22,34,16,8,3,17,23,63,-11,24,13,9,15,13,26,63,0.413,3,23,0.13,19,20,0.95,7,29,36,18,7,5,18,13,74,11,42,4,9,12,23,team_gamelog,team_gamelog,1,gamelog_new,wnba_team_gamelog_2024.parquet+misc_1022400016.parquet,2026-07-31T20:42:45+00:00
1022400017,2024,Regular Season,2024-05-21,1611661321,DAL,1611661330,ATL,0,L,200.0,30,70,0.429,2,16,0.125,16,20,0.8,11,24,35,17,6,6,16,20,78,-5,44,9,15,13,20,30,72,0.417,7,22,0.318,16,22,0.727,13,23,36,17,9,3,13,20,83,5,26,17,17,16,20,team_gamelog,team_gamelog,1,gamelog_new,wnba_team_gamelog_2024.parquet+misc_1022400017.parquet,2026-07-31T20:42:45+00:00
1022400017,2024,Regular Season,2024-05-21,1611661330,ATL,1611661321,DAL,1,W,200.0,30,72,0.417,7,22,0.318,16,22,0.727,13,23,36,17,9,3,13,20,83,5,26,17,17,16,20,30,70,0.429,2,16,0.125,16,20,0.8,11,24,35,17,6,6,16,20,78,-5,44,9,15,13,20,team_gamelog,team_gamelog,1,gamelog_new,wnba_team_gamelog_2024.parquet+misc_1022400017.parquet,2026-07-31T20:42:45+00:00
1022400018,2024,Regular Season,2024-05-21,1611661317,PHO,1611661319,LVA,0,W,200.0,37,78,0.474,16,33,0.485,8,13,0.615,6,33,39,23,7,7,7,15,98,10,32,9,13,7,18,33,78,0.423,11,31,0.355,11,15,0.733,7,32,39,22,5,4,9,18,88,-10,34,14,8,2,15,team_gamelog,team_gamelog,1,gamelog_new,wnba_team_gamelog_2024.parquet+misc_1022400018.parquet,2026-07-31T20:42:45+00:00
1022400018,2024,Regular Season,2024-05-21,1611661319,LVA,1611661317,PHO,1,L,200.0,33,78,0.423,11,31,0.355,11,15,0.733,7,32,39,22,5,4,9,18,88,-10,34,14,8,2,15,37,78,0.474,16,33,0.485,8,13,0.615,6,33,39,23,7,7,7,15,98,10,32,9,13,7,18,team_gamelog,team_gamelog,1,gamelog_new,wnba_team_gamelog_2024.parquet+misc_1022400018.parquet,2026-07-31T20:42:45+00:00
1022400019,2024,Regular Season,2024-05-21,1611661320,LAS,1611661322,WAS,1,W,200.0,26,55,0.473,8,21,0.381,10,15,0.667,5,28,33,21,8,5,28,19,70,2,28,8,6,10,16,27,64,0.422,8,25,0.32,6,11,0.545,8,20,28,21,13,3,19,16,68,-2,26,6,5,26,19,team_gamelog,team_gamelog,1,gamelog_new,wnba_team_gamelog_2024.parquet+misc_1022400019.parquet,2026-07-31T20:42:45+00:00
1022400019,2024,Regular Season,2024-05-21,1611661322,WAS,1611661320,LAS,0,L,200.0,27,64,0.422,8,25,0.32,6,11,0.545,8,20,28,21,13,3,19,16,68,-2,26,6,5,26,19,26,55,0.473,8,21,0.381,10,15,0.667,5,28,33,21,8,5,28,19,70,2,28,8,6,10,16,team_gamelog,team_gamelog,1,gamelog_new,wnba_team_gamelog_2024.parquet+misc_1022400019.parquet,2026-07-31T20:42:45+00:00
1022400020,2024,Regular Season,2024-05-22,1611661325,IND,1611661328,SEA,0,L,200.0,31,72,0.431,6,22,0.273,15,18,0.833,13,27,40,18,5,8,13,17,83,-2,50,9,18,6,16,34,82,0.415,6,20,0.3,11,13,0.846,17,24,41,20,6,9,9,16,85,2,46,7,21,11,17,team_gamelog,team_gamelog,1,gamelog_new,wnba_team_gamelog_2024.parquet+misc_1022400020.parquet,2026-07-31T20:42:45+00:00
1022400020,2024,Regular Season,2024-05-22,1611661328,SEA,1611661325,IND,1,W,200.0,34,82,0.415,6,20,0.3,11,13,0.846,17,24,41,20,6,9,9,16,85,2,46,7,21,11,17,31,72,0.431,6,22,0.273,15,18,0.833,13,27,40,18,5,8,13,17,83,-2,50,9,18,6,16,team_gamelog,team_gamelog,1,gamelog_new,wnba_team_gamelog_2024.parquet+misc_1022400020.parquet,2026-07-31T20:42:45+00:00
