nb,m,n,dist,icc,sigma,arm,obs_effect_u,se_true,sd_obs,sd_centred,inflation_sd_obs_over_centred,neff_blocks,q975_over_sd,A_obs,A_ctr,A_oracle,E_inj,E_inj_gridpoint,u80,u80_status,ratio_E_over_A_obs,ratio_E_over_A_ctr,ratio_E_over_A_oracle,ratio_grid_over_interp,type_I,S1_pass,S2_pass,S3_ratio,S3_pass,power_min,power_max
4,4,16,brier,0.7,1.0,FRESH,0.0,4.2956276964910253e-17,0.401519304179901,0.401519304179901,1.0,2.0457535224060184,1.6376765947381748,1.124890459800848,1.124890459800848,1.203456612007381e-16,inf,inf,inf,ABOVE_GRID,inf,inf,inf,,0.0,False,False,9.464439491052956e+299,True,0.0,0.0
4,4,16,brier,0.7,1.0,FRESH,1.0,4.690846785475998e-17,0.47379190982930475,0.4737919098293048,0.9999999999999999,2.384497823102283,1.7550860513324997,1.327368307699133,1.327368307699133,1.3141805991487774e-16,inf,inf,inf,ABOVE_GRID,inf,inf,inf,,0.0,False,False,9483599641730560.0,True,0.0,0.0
4,4,16,brier,0.7,1.0,FRESH,3.0,4.042522233897312e-17,0.3808799554322662,0.3808799554322662,1.0,3.2593044992708307,1.930019264962267,1.0670675699397056,1.0670675699397056,1.1325469652653202e-16,inf,inf,inf,ABOVE_GRID,inf,inf,inf,,0.0,False,False,9089371695766208.0,True,0.0,0.0
4,16,64,gauss,0.0,1.0,FRESH,0.0,2.5963325926369825e-17,0.12933722377437212,0.12933722377437212,1.0,1.9669558626734496,1.5269075234227758,0.36234922606792436,0.36234922606792436,7.273846446542881e-17,inf,inf,inf,ABOVE_GRID,inf,inf,inf,,0.0,False,False,7.752300338609832e+16,True,0.0,0.0
4,16,64,gauss,0.0,1.0,FRESH,1.0,2.5445944301426822e-17,0.15072136147100496,0.15072136147100496,1.0,1.968699371105485,1.5967873145265827,0.42225870547674543,0.42225870547674543,7.128897586571286e-17,inf,inf,inf,ABOVE_GRID,inf,inf,inf,,0.0,False,False,3.671683706330427e+16,True,0.0,0.0
4,16,64,gauss,0.0,1.0,FRESH,3.0,2.7609937262904166e-17,0.12116186742257645,0.12116186742257645,1.0,2.783802467430858,1.866559215330799,0.33944527034307886,0.33944527034307886,7.735158608669337e-17,inf,inf,inf,ABOVE_GRID,inf,inf,inf,,0.0,False,False,1.655879670991009e+16,True,0.0,0.0
4,16,64,gauss,0.3,1.0,FRESH,0.0,3.221604013333214e-17,0.16715323009241864,0.16715323009241864,1.0,2.263077038485527,1.7224291039018729,0.46829398212846873,0.46829398212846873,9.025597479694132e-17,inf,inf,inf,ABOVE_GRID,inf,inf,inf,,0.0,False,False,3.0668707807101404e+16,True,0.0,0.0
4,16,64,gauss,0.3,1.0,FRESH,1.0,3.136333763277679e-17,0.20298083893923435,0.20298083893923435,1.0,1.7705508368390486,1.7254265397542887,0.568668073659575,0.568668073659575,8.786705626192298e-17,inf,inf,inf,ABOVE_GRID,inf,inf,inf,,0.0,False,False,6.014925196398901e+16,True,0.0,0.0
4,16,64,gauss,0.3,1.0,FRESH,3.0,3.2805307017920436e-17,0.08867988694983012,0.08867988694983012,1.0,2.3929564228760234,1.817753107640787,0.24844424108033983,0.24844424108033983,9.190685606180064e-17,inf,inf,inf,ABOVE_GRID,inf,inf,inf,,0.0,False,False,6252455962311382.0,True,0.0,0.0
4,16,64,gauss,0.7,1.0,FRESH,0.0,3.9497474137951735e-17,0.48499629953120976,0.48499629953120976,1.0,2.044253650770459,1.537186882651102,1.3587583578221445,1.3587583578221445,1.1065553108277352e-16,inf,inf,inf,ABOVE_GRID,inf,inf,inf,,0.0,False,False,3.166320657041734e+17,True,0.0,0.0
