candidate,family,outcome,n,dR2_base_single_ref,p_base_single_ref,pfw_base_single_ref,dR2_base_full_ref,p_base_full_ref,z_base_full_ref,survival_ratio,p_familywise_full_ref
A09_share_catch_action,A_own_profile,ts,13984,0.0002373824450771,0.0981697171381031,1.0,0.0012174988592355087,0.0033277870216306157,9.024946792505032,5.128849603179689,0.021630615640599003
A05_share_midrange,A_own_profile,ts,13984,0.0005747036942887,0.0183028286189683,0.7437603993344426,0.00120689127471398,0.0016638935108153079,8.12445813068363,2.100023519437659,0.03494176372712146
F01_dist_x_oppdist,F_interaction,efg,13984,0.0013600523156568,0.0016638935108153,0.0133111480865224,0.0011464297405887282,0.0016638935108153079,8.026841267996975,0.8429306192056968,0.036605657237936774
A12_share_plain_jumpshot,A_own_profile,ts,13984,0.0016736766318306,0.0016638935108153,0.0016638935108153,0.0010331479088685597,0.0033277870216306157,7.70934423802788,0.617292426278632,0.04326123128119801
A08_share_3pa,A_own_profile,ts,13984,0.001237396370508,0.0049916805324459,0.0399334442595673,0.0008541821977431624,0.009983361064891847,5.325214799731769,0.690306047521771,0.2579034941763727
C03_assisted_share_2pt,C_assisted,efg,13851,0.00059787882831,0.0066555740432612,0.5341098169717138,0.0008238583802695006,0.0033277870216306157,6.047091203376094,1.377968814514252,0.15141430948419302
B01_dist_t5,B_form_trend,ppm,13979,0.0002390835595625,0.1014975041597337,1.0,0.0007924730053538813,0.0066555740432612314,5.5506582290633135,3.3146277678148635,0.22296173044925124
C04_assisted_share_t5,C_assisted,efg,13822,0.0004615262112902,0.0266222961730449,0.8502495840266223,0.0007679242816324934,0.0066555740432612314,5.4715816130995965,1.6638801065832323,0.22961730449251247
A07_share_abovebreak3,A_own_profile,ts,13984,0.000958176199562,0.0016638935108153,0.1148086522462562,0.0007546392175663292,0.0066555740432612314,5.098600741972465,0.7875787542116874,0.2945091514143095
A01_dist_mean,A_own_profile,ppm,13984,0.0001640388041812,0.173044925124792,1.0,0.0006920927113795693,0.004991680532445923,4.8291418386674545,4.219079228443242,0.3594009983361065
F04_3pa_x_opp3pa,F_interaction,ts,13984,0.0010210072894538,0.0016638935108153,0.129783693843594,0.0006723054265675006,0.014975041597337771,3.8104657545525202,0.6584726999619743,0.6073211314475874
A12_share_plain_jumpshot,A_own_profile,efg,13984,0.0009570599445871,0.0033277870216306,0.0549084858569051,0.0006175537537559274,0.0066555740432612314,4.593463105627346,0.6452613101704469,0.41098169717138106
C01_assisted_share,C_assisted,efg,13924,0.0003082673911777,0.0532445923460898,0.9983361064891848,0.0006147213677954703,0.011647254575707155,4.117443874599443,1.994117397389968,0.5241264559068219
A04_share_paint,A_own_profile,ppm,13984,8.629162734190731e-05,0.3194675540765391,1.0,0.0006131513649346852,0.011647254575707155,4.579713054431904,7.105571928841233,0.41430948419301167
A08_share_3pa,A_own_profile,ppm,13984,0.0004939076650869,0.0099833610648918,0.4658901830282861,0.0006101462955438777,0.008319467554076539,5.0724255502261695,1.2353448603323989,0.3011647254575707
A12_share_plain_jumpshot,A_own_profile,ppm,13984,0.0004820078328606,0.0249584026622296,0.7088186356073212,0.0006030583111788006,0.008319467554076539,4.572210780512811,1.251137990019364,0.4193011647254576
C03_assisted_share_2pt,C_assisted,ts,13851,0.0002435336485525,0.1198003327787021,1.0,0.0005727301558356625,0.009983361064891847,3.5557880670852375,2.3517495805603046,0.6772046589018302
F01_dist_x_oppdist,F_interaction,ppm,13984,0.0001098415127489,0.2013311148086522,1.0,0.0005648749985465317,0.0066555740432612314,4.721778425410419,5.142636735510442,0.3826955074875208
F02_lt5ft_x_opplt5ft,F_interaction,ppm,13984,1.00237707454415e-06,0.9118136439267888,1.0,0.0005385199883335783,0.016638935108153077,3.6355371401648195,537.2429218600001,0.6505823627287853
A07_share_abovebreak3,A_own_profile,ppm,13984,0.0003265570751094,0.0415973377703826,0.966722129783694,0.0005215833946776429,0.019966722129783693,3.7275468873438395,1.5972197034864644,0.6289517470881864
A03_share_restricted,A_own_profile,ppm,13984,4.797299408330751e-06,0.8169717138103162,1.0,0.00047768873061473997,0.013311148086522463,3.5196612583912255,99.57450847975207,0.6838602329450915
F04_3pa_x_opp3pa,F_interaction,ppm,13984,0.0003661715881436,0.0282861896838602,0.9201331114808652,0.0004503806068764795,0.014975041597337771,3.5910068265405655,1.2299714709155851,0.6655574043261231
A08_share_3pa,A_own_profile,efg,13984,0.0006731824435029,0.0083194675540765,0.5524126455906821,0.00044962574771343445,0.029950083194675542,2.524246549373948,0.6679106861043643,0.9168053244592346
A02_share_lt5ft,A_own_profile,ppm,13984,2.9713177028440576e-06,0.8419301164725458,1.0,0.0004414070179514135,0.018302828618968387,3.4398014464977424,148.55598158652364,0.7254575707154742
D03_xefg_action,D_quality_index,ppm,13984,0.0003066310491892,0.0465890183028286,0.966722129783694,0.00043762548169494156,0.016638935108153077,3.256635616604577,1.427205375489924,0.7753743760399334
C03_assisted_share_2pt,C_assisted,ppm,13851,1.0992166778311052e-05,0.7104825291181365,1.0,0.0004286657527362614,0.018302828618968387,3.302757914763798,38.997384353926805,0.7603993344425957
C04_assisted_share_t5,C_assisted,ts,13822,7.77217230377981e-05,0.2978369384359401,1.0,0.0004141985503040298,0.026622296173044926,2.7532837505644343,5.329250743741158,0.8818635607321131
E05_opp_3pa_conceded,E_opp_conceded,efg,13989,0.0003688661799158,0.0465890183028286,0.9733777038269552,0.00038640248547147356,0.04159733777038269,2.236809875033124,1.047541104363855,0.9683860232945092
A11_share_layup_action,A_own_profile,ppm,13984,5.864288417603414e-06,0.7803660565723793,1.0,0.0003796871998967124,0.029950083194675542,2.9459461128214497,64.74565588502908,0.8519134775374376
A07_share_abovebreak3,A_own_profile,efg,13984,0.000527249169382,0.0183028286189683,0.7454242928452579,0.0003784581364503513,0.03993344425956739,2.2784389366638864,0.7177975015000027,0.9650582362728786
A06_share_corner3,A_own_profile,ts,13984,0.0009460459417074,0.0033277870216306,0.1264559068219634,0.00037080232678568883,0.04658901830282862,2.087285904493941,0.39194959825785425,0.978369384359401
B06_3pa_trend,B_form_trend,ts,13979,0.0003396438720655,0.0266222961730449,0.9001663893510815,0.00034953088873134413,0.024958402662229616,2.846651526685872,1.029109951566968,0.8685524126455907
E05_opp_3pa_conceded,E_opp_conceded,ts,13989,0.0003197612979581,0.0698835274542429,1.0,0.0003380976180750415,0.064891846921797,1.564496416991379,1.0573437756039639,0.9983361064891847
F04_3pa_x_opp3pa,F_interaction,efg,13984,0.0005217022078081,0.0266222961730449,0.8752079866888519,0.00032601499130887305,0.06156405990016639,1.5219382230560856,0.6249062902735358,1.0
B06_3pa_trend,B_form_trend,ppm,13979,0.0002867841815913,0.043261231281198,0.966722129783694,0.00029670900525008523,0.033277870216306155,2.4289437490345627,1.0346072911124828,0.9384359400998337
B03_restricted_t5,B_form_trend,ppm,13979,2.119955271427117e-05,0.5973377703826955,1.0,0.00028835585707696237,0.04991680532445923,1.9786353952071645,13.601978351309565,0.9866888519134775
B06_3pa_trend,B_form_trend,efg,13979,0.0002745817510218,0.0499168053244592,0.9750415973377704,0.000277389608663032,0.048252911813643926,2.1404372723284997,1.010225944116035,0.9750415973377704
A06_share_corner3,A_own_profile,ppm,13984,0.0005897894710844,0.0066555740432612,0.410981697171381,0.00027442448657298004,0.048252911813643926,1.8410070510336538,0.46529227805375556,0.9883527454242929
E06_opp_assisted_conceded,E_opp_conceded,efg,13989,0.0002651379198415,0.0698835274542429,0.9983361064891848,0.0002736710934860674,0.064891846921797,1.773288679367813,1.032183905077284,0.9900166389351082
B02_lt5ft_t5,B_form_trend,ppm,13979,1.6019276627042867e-05,0.6389351081530782,1.0,0.0002718240371349906,0.064891846921797,1.7950189565410586,16.96855878474014,0.9900166389351082
C01_assisted_share,C_assisted,ts,13924,7.21246623800893e-06,0.7703826955074875,1.0,0.00024282721762917237,0.10815307820299501,1.1699164138022045,33.667709437515114,1.0
A06_share_corner3,A_own_profile,efg,13984,0.0004645987705519,0.021630615640599,0.8252911813643927,0.00022190042308509037,0.11314475873544093,1.1168790362525187,0.477617327358601,1.0
A10_share_selfcreate_action,A_own_profile,ppm,13984,0.0001840175344376,0.129783693843594,1.0,0.00021124211149050272,0.1048252911813644,1.0592449102580423,1.1479455592974186,1.0
E04_opp_xefg_conceded,E_opp_conceded,ts,13989,0.000161098951863,0.2096505823627288,1.0,0.00018473315889989627,0.18801996672212978,0.48360309626991854,1.1467061502485443,1.0
F03_xefg_x_oppxefg,F_interaction,ppm,13984,0.0003926904678474,0.0249584026622296,0.8652246256239601,0.00017276387687778822,0.14309484193011648,0.7593571102466251,0.43994925016851816,1.0
B04_dist_trend,B_form_trend,ts,13979,0.0001584477673829,0.1414309484193011,1.0,0.00017029603653244594,0.11980033277870217,1.0125855369453507,1.074777129051707,1.0
A09_share_catch_action,A_own_profile,ppm,13984,0.0002264354552278,0.0898502495840266,1.0,0.00015841437457619017,0.1896838602329451,0.5442656481536966,0.6996005745514595,1.0
B04_dist_trend,B_form_trend,efg,13979,0.0001508530259096,0.1597337770382695,1.0,0.0001557538143538382,0.13810316139767054,0.8306639376408852,1.0324871736227224,1.0
C01_assisted_share,C_assisted,ppm,13924,0.0001515150025005,0.1430948419301164,1.0,0.00015014073144548962,0.1447587354409318,0.6900072739428836,0.9909298021164218,1.0
E05_opp_3pa_conceded,E_opp_conceded,ppm,13989,0.0001088315955152,0.3727121464226289,1.0,0.00014376783558725143,0.33943427620632277,0.026392350796125293,1.3210119258719502,1.0
E06_opp_assisted_conceded,E_opp_conceded,ts,13989,0.0001279951753576,0.232945091514143,1.0,0.00014330120366993736,0.2096505823627288,0.5206460338810539,1.1195828535690862,1.0
C05_assisted_trend,C_assisted,ts,13822,0.0001153188537387,0.2113144758735441,1.0,0.00012375496355765934,0.20632279534109818,0.4195127735019047,1.0731546451031733,1.0
C05_assisted_trend,C_assisted,efg,13822,0.000118830423675,0.1980033277870216,1.0,0.00012098736149328416,0.1930116472545757,0.40358916303368136,1.0181513938230444,1.0
E04_opp_xefg_conceded,E_opp_conceded,ppm,13989,3.748285665841903e-05,0.5840266222961731,1.0,0.00011141640544263534,0.4442595673876872,-0.2871936322264481,2.972463023775699,1.0
E04_opp_xefg_conceded,E_opp_conceded,efg,13989,0.0001054625296913,0.3277870216306156,1.0,0.00010860286344073443,0.33277870216306155,-0.016714984264767262,1.0297767724577298,1.0
D04_xefg_minus_own,D_quality_index,ppm,13984,0.009597156705388,0.0016638935108153,0.0016638935108153,0.00010672394843044154,0.24459234608985025,0.24663286242398957,0.011120371554475605,1.0
D02_xpps_zone,D_quality_index,ppm,13984,0.0005910651136974,0.0049916805324459,0.2745424292845257,0.00010672394843044102,0.2628951747088186,0.3271555557839139,0.18056208352888697,1.0
D01_xefg_zone,D_quality_index,ppm,13984,0.0005910651136974,0.0083194675540765,0.497504159733777,0.00010672394843044102,0.26955074875207985,0.1849645135302896,0.18056208352888697,1.0
B04_dist_trend,B_form_trend,ppm,13979,0.0001092596273942,0.2013311148086522,1.0,0.00010141134536878321,0.22961730449251247,0.3697778593813763,0.9281685082349693,1.0
C04_assisted_share_t5,C_assisted,ppm,13822,0.0001492453798963,0.1397670549084858,1.0,9.285624559902898e-05,0.24958402662229617,0.19543565925142825,0.6221716589387771,1.0
E01_opp_dist_conceded,E_opp_conceded,efg,13989,7.98328964583766e-05,0.3760399334442595,1.0,8.366006536424652e-05,0.3643926788685524,-0.11603314586191192,1.0479397475934666,1.0
C02_assisted_share_3pt,C_assisted,efg,11931,3.448989566621071e-06,0.8419301164725458,1.0,7.836545934036137e-05,0.3544093178036606,-0.14216538952238295,22.721280487123934,1.0
G01_noise,G_control,ppm,13989,5.843069032522379e-05,0.324459234608985,1.0,7.624216563092924e-05,0.26455906821963393,0.18028648352658413,1.3048308210388617,1.0
B05_lt5ft_trend,B_form_trend,ppm,13979,4.931252214779071e-05,0.389351081530782,1.0,7.229543867428396e-05,0.28286189683860236,0.039362365851915555,1.4660665389941514,1.0
E03_opp_restricted_conceded,E_opp_conceded,ts,13989,6.106484196422205e-05,0.4675540765391014,1.0,5.9097403234999766e-05,0.4841930116472546,-0.3886495486417997,0.9677811541643715,1.0
E01_opp_dist_conceded,E_opp_conceded,ts,13989,4.941919952332322e-05,0.5224625623960066,1.0,5.079835383900224e-05,0.5091514143094842,-0.4023151328320474,1.027907257280202,1.0
G01_noise,G_control,efg,13989,4.954159416813719e-05,0.3943427620632279,1.0,4.877860123813207e-05,0.39434276206322794,-0.21545107830757518,0.9845989427103288,1.0
E01_opp_dist_conceded,E_opp_conceded,ppm,13989,4.339103385545744e-05,0.5906821963394343,1.0,4.6392612671401905e-05,0.5723793677204659,-0.46099066770681524,1.0691750933140522,1.0
G01_noise,G_control,ts,13989,3.755728372874116e-05,0.4509151414309484,1.0,4.085005731098988e-05,0.43094841930116473,-0.2905670869029114,1.0876733686608142,1.0
C02_assisted_share_3pt,C_assisted,ts,11931,2.4984385458249547e-05,0.6139767054908486,1.0,3.7373964103869434e-05,0.5257903494176372,-0.39765006447424367,1.4958928714225788,1.0
E02_opp_lt5ft_conceded,E_opp_conceded,ts,13989,2.025821750557745e-05,0.6805324459234608,1.0,2.219792946704854e-05,0.6772046589018302,-0.5960506022864126,1.0957493896458093,1.0
E06_opp_assisted_conceded,E_opp_conceded,ppm,13989,1.3752686793415588e-06,0.9118136439267888,1.0,1.6696235962244133e-05,0.7204658901830283,-0.7022683218636702,12.140344801742911,1.0
E02_opp_lt5ft_conceded,E_opp_conceded,ppm,13989,1.3617635662191895e-05,0.7737104825291181,1.0,1.509311226673968e-05,0.757071547420965,-0.6624149765265366,1.1083504244899363,1.0
E03_opp_restricted_conceded,E_opp_conceded,efg,13989,1.1035354338274712e-05,0.7487520798668885,1.0,9.27141763660713e-06,0.7753743760399334,-0.6757024320462077,0.8401558620053011,1.0
C05_assisted_trend,C_assisted,ppm,13822,1.803612662766415e-05,0.5990016638935108,1.0,8.937530423548023e-06,0.7021630615640599,-0.5399815875370831,0.495534912126835,1.0
E03_opp_restricted_conceded,E_opp_conceded,ppm,13989,9.286215359766706e-06,0.8419301164725458,1.0,8.668609470645726e-06,0.8386023294509152,-0.7159273931517851,0.9334921854389886,1.0
C02_assisted_share_3pt,C_assisted,ppm,11931,0.0001483792823923,0.168053244592346,1.0,7.064533658388248e-06,0.7687188019966722,-0.6829110498148282,0.047611321098792805,1.0
B05_lt5ft_trend,B_form_trend,ts,13979,2.577817649071924e-06,0.8386023294509152,1.0,2.786639645112872e-06,0.8419301164725458,-0.6282905865055421,1.0810072799820145,1.0
E02_opp_lt5ft_conceded,E_opp_conceded,efg,13989,2.5124585689016942e-06,0.8801996672212978,1.0,2.5175778271372655e-06,0.8768718801996672,-0.6923998677526904,1.0020375493148168,1.0
A05_share_midrange,A_own_profile,ppm,13984,0.000594761003612,0.0066555740432612,0.389351081530782,1.8735351498042282e-06,0.8985024958402662,-0.6900825043432098,0.003150063871750497,1.0
B05_lt5ft_trend,B_form_trend,efg,13979,1.132843241257871e-07,0.9683860232945092,1.0,1.264444262949313e-07,0.961730449251248,-0.6759892577864197,1.116168783904573,1.0
G02_ref_echo,G_control,ppm,13989,0.0,1.0,1.0,0.0,1.0,-0.7215625165637061,,1.0
G02_ref_echo,G_control,ts,13989,0.0,1.0,1.0,0.0,1.0,-0.7291275544095913,,1.0
G02_ref_echo,G_control,efg,13989,0.0,1.0,1.0,0.0,1.0,-0.7491873456345923,,1.0
