candidate,family,outcome,entity,n,dR2,beta_sign,beta,practical_spread_p10_p90,p_correct_entityswap,p_row_naive,sd_null_correct,sd_null_row,inflation_correct_over_row,z_correct,p_familywise_maxz
C02_assisted_share_3pt,C_assisted,efg,player_id+season,11931,3.448989566621071e-06,1.0,0.003523176030423922,0.0010066217229782633,0.8419301164725458,0.8502495840266223,0.0001590883492042801,0.0001165239530023995,1.365284519664417,-0.6148148883554311,1.0
A02_share_lt5ft,A_own_profile,ppm,player_id+season,13984,2.9713177028440576e-06,-1.0,-0.002235074991829703,-0.0011151320340402366,0.8419301164725458,0.8419301164725458,0.00010624306632271562,7.985441933686779e-05,1.3304594436348813,-0.6965405215493439,1.0
B05_lt5ft_trend,B_form_trend,ts,player_id+season,13979,2.577817649071924e-06,1.0,0.0056318143143608956,0.00098470370623582,0.8386023294509152,0.8502495840266223,0.00011904662365991153,9.256689908461827e-05,1.2860604042821755,-0.6317362821618713,1.0
E02_opp_lt5ft_conceded,E_opp_conceded,efg,opp_team_id+season,13989,2.5124585689016942e-06,1.0,0.012179582021495267,0.0010931647151637036,0.8801996672212978,0.8668885191347754,0.00014519361299521316,0.00010809125881922857,1.3432502737157908,-0.6946693299281502,1.0
E06_opp_assisted_conceded,E_opp_conceded,ppm,opp_team_id+season,13989,1.3752686793415588e-06,1.0,0.0081224185966682,0.0007284969060239567,0.9118136439267887,0.8718801996672213,0.00013528583484475823,6.890741107264341e-05,1.9632987619014959,-0.7405317964456855,1.0
F02_lt5ft_x_opplt5ft,F_interaction,ppm,player_id+season,13984,1.00237707454415e-06,1.0,0.0038306682353433917,0.0006395584961497907,0.9118136439267887,0.9118136439267887,0.00012728191998906497,8.632911048679789e-05,1.4743800703069898,-0.6587355929146324,1.0
B05_lt5ft_trend,B_form_trend,efg,player_id+season,13979,1.132843241257871e-07,1.0,0.0012298659304977389,0.0002150379029447317,0.9683860232945092,0.9717138103161398,0.00011167921692590083,9.290615604248912e-05,1.2020647681820584,-0.6787604643337423,1.0
G02_ref_echo,G_control,ppm,player_id+season,13989,0.0,0.0,0.0,0.0,1.0,1.0,0.00010555646539684013,8.209168099942982e-05,1.2858363248472557,-0.7654478423584143,1.0
G02_ref_echo,G_control,ts,player_id+season,13989,0.0,0.0,0.0,0.0,1.0,1.0,0.0001267487497424451,9.557062636040481e-05,1.3262312341081137,-0.7177553499149344,1.0
G02_ref_echo,G_control,efg,player_id+season,13989,0.0,0.0,0.0,0.0,1.0,1.0,0.0001164500683856229,9.706390607934568e-05,1.1997257589286572,-0.7436360436456924,1.0
