outcome,candidate,family,entity_level,n,n_entity_seasons,dr2,dr2_sign,p_N1_within_entity,p_N2_entity_swap,p_correct_level,p_familywise_maxt,p_row_level_NAIVE,spread_refresid_decile,corr_with_abs_resid,skill_vs_reference,dr2_over_refA,VERDICT
ppm,C02_tm_ast_per_game,C,team_season,14852,48,1.8607577332200923e-05,-1.0,0.3910149750415973,0.562396006655574,0.562396006655574,1.0,0.5574043261231281,0.0050244013448518,0.0126985948732592,0.0038287578777037,6.726052318353246e-06,KILL
ppm,A06_opp_fg3a_share_allowed,A,opp_team_season,14852,48,1.8367951266040987e-05,1.0,0.2362728785357737,0.6838602329450915,0.6838602329450915,1.0,0.5873544093178037,-0.0062899210643102,0.0020233967180032,0.0038067648597315,2.5635670806377585e-05,KILL
efg,A12_opp_2ndchance_allowed,A,opp_team_season,13989,48,1.7920713540501913e-05,-1.0,0.3860232945091514,0.6256239600665557,0.6256239600665557,1.0,0.610648918469218,0.001388020799814,0.0101450163132491,0.0212591449163234,1.3549975847113352e-05,KILL
efg,D04_pl_fastbreak_share,D,player_season,13950,591,1.4917031370070822e-05,-1.0,0.7803660565723793,0.6555740432612313,0.7803660565723793,1.0,0.6289517470881864,-0.0036061446196821,-0.0300440344749618,0.0213290519614296,3.361831955322273e-05,KILL
efg,D05_transition_x_pace,D,team_season,13950,48,1.4274921334510875e-05,-1.0,0.6472545757071547,0.6622296173044925,0.6622296173044925,1.0,0.6389351081530782,-0.0046264618742717,-0.0300764410189066,0.0213265252448584,3.255579379684587e-05,KILL
ppm,F01_b2b_x_fg3a_share,F,player_season,14844,600,1.3536343074806649e-05,-1.0,0.6123128119800333,0.6389351081530782,0.6389351081530782,1.0,0.5790349417637272,-0.0002818846152504,-0.0001690140648785,0.0038637298544959,1.073689883699234e-05,KILL
ppm,E05_paint_vs_opp_rim,E,opp_team_season,14784,48,1.1225887775385056e-05,1.0,0.653910149750416,0.6638935108153078,0.6638935108153078,1.0,0.6772046589018302,-0.0002014632992802,-0.0203251968157229,0.0048446594662878,2.4701725372548245e-10,KILL
ts,D03_pace_sum,D,team_season,14079,48,9.38071528060447e-06,1.0,0.8236272878535774,0.7437603993344426,0.8236272878535774,1.0,0.6938435940099834,0.0030361492702067,0.0106074621455562,0.0204030873342476,5.59331812454379e-06,KILL
ts,A09_opp_stl,A,opp_team_season,14079,48,9.270149948823524e-06,-1.0,0.4925124792013311,0.7737104825291181,0.7737104825291181,1.0,0.6888519134775375,-0.0106977458230652,0.0169183231916425,0.0203517722794392,1.0231468722079912e-05,KILL
efg,A03_opp_paintpts_allowed,A,opp_team_season,13989,48,9.170078573907372e-06,-1.0,0.8352745424292846,0.778702163061564,0.8352745424292846,1.0,0.6938435940099834,0.0053418749566886,-0.0111539828543583,0.0211901981513771,4.375431561712296e-06,KILL
ts,D04_pl_fastbreak_share,D,player_season,14036,591,6.768701659211038e-06,-1.0,0.7038269550748752,0.7737104825291181,0.7737104825291181,1.0,0.762063227953411,0.0001985546834838,-0.0309813237457568,0.0198860281001922,2.6422887762280316e-05,KILL
ppm,E02_pl_paintpts_share,E,player_season,14784,596,6.6410310239238605e-06,1.0,0.5723793677204659,0.7637271214642263,0.7637271214642263,1.0,0.7088186356073212,0.002531627613349,-0.0334606579202151,0.0048460841707576,2.055662983492309e-06,KILL
ts,D05_transition_x_pace,D,team_season,14036,48,5.776149327303563e-06,-1.0,0.7520798668885191,0.7520798668885191,0.7520798668885191,1.0,0.7870216306156406,-0.0008838223075386,-0.0308798223642512,0.0198836170141111,2.434182739675635e-05,KILL
ppm,D06_tm_fastbreak_pts,D,team_season,14852,48,5.483190098153161e-06,1.0,0.8086522462562395,0.757071547420965,0.8086522462562395,1.0,0.7587354409317804,-0.0029915152251388,0.0205112044964983,0.0037677389812532,7.456398875231432e-06,KILL
ts,D06_tm_fastbreak_pts,D,team_season,14079,48,4.458584196688049e-06,-1.0,0.6073211314475874,0.8252911813643927,0.8252911813643927,1.0,0.8103161397670549,-0.0202271087852996,0.0066627064468493,0.0203316582029952,7.827933805804304e-08,KILL
ts,A12_opp_2ndchance_allowed,A,opp_team_season,14079,48,2.127855771355432e-06,-1.0,0.8302828618968386,0.8785357737104825,0.8785357737104825,1.0,0.8519134775374376,0.0015762649875456,0.0082549326341785,0.0203396026164232,6.370302670311936e-07,KILL
efg,D03_pace_sum,D,team_season,13989,48,1.3762253098895763e-06,1.0,0.9484193011647256,0.8851913477537438,0.9484193011647256,1.0,0.9051580698835274,0.0021684443213025,0.0040744302091026,0.0212453818906265,1.922987846783983e-07,KILL
ppm,C03_tm_ast_rate,C,team_season,14852,48,9.237019556218498e-07,1.0,0.7970049916805324,0.8985024958402662,0.8985024958402662,1.0,0.891846921797005,0.0097759806949956,0.0057485913413042,0.0037920757058338,2.174333677182966e-05,KILL
efg,A09_opp_stl,A,opp_team_season,13989,48,8.668693769717543e-07,1.0,0.9484193011647256,0.930116472545757,0.9484193011647256,1.0,0.8951747088186356,-0.0062212107335573,0.0163375182980813,0.0212307898018032,3.480914540013413e-07,KILL
efg,D06_tm_fastbreak_pts,D,team_season,13989,48,1.912745318628997e-07,1.0,0.9534109816971714,0.966722129783694,0.966722129783694,1.0,0.9633943427620631,-0.0214100121483211,-0.0003428667301489,0.0212412008080324,7.223265942045875e-06,KILL
ppm,E03_pl_blocked_rate,E,player_season,14844,600,5.851831918594807e-08,1.0,1.0,0.9816971713810316,1.0,1.0,0.9900166389351082,0.0020838454246347,0.0220708031636542,0.0038716975803341,8.313942022967757e-06,KILL
efg,E06_pl_efg_prior,E,player_season,13984,596,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0017914367123195,-0.0685593658548402,0.0212255710684921,0.0012950784644525,KILL
