metric,season,rs_mean,po_mean,pct_change,n_pairs,mean_diff,sd_diff,t_stat
ch_paint,pooled,35.519393939393936,35.16210317460318,-1.005903325378814,40,-0.35729076479076455,5.044018527074343,-0.44799700778960166
ch_np2,2021,9.578125,8.98409090909091,-6.20198724603292,8,-0.5940340909090907,3.1155800615113605,-0.539283890183892
ch_np2,2022,9.125,10.352083333333333,13.447488584474884,8,1.227083333333333,2.908346314459895,1.1933639976326245
ch_np2,2023,9.36875,8.483333333333334,-9.450744941071825,8,-0.8854166666666665,1.9263304513858746,-1.3000555096352455
ch_np2,2024,8.79375,8.313582251082252,-5.460329767366014,8,-0.4801677489177488,2.367941676292365,-0.5735443144840341
ch_np2,2025,6.886363636363637,7.37594696969697,7.10946094609461,8,0.4895833333333334,1.6762853958251238,0.8260829470163314
ch_np2,pooled,8.750397727272727,8.70180735930736,-0.5552932504304835,40,-0.048590367965367885,2.4644143852125246,-0.124699998537781
box_poss,2021,81.97046875,82.31079545454546,0.4151820890318531,8,0.34032670454545233,5.204916175702997,0.1849384792987235
box_poss,2022,82.04597222222222,80.00675000000001,-2.485462926441986,8,-2.0392222222222234,2.3845109030812948,-2.4188572336848315
box_poss,2023,82.947125,81.84219047619048,-1.3320950229553215,8,-1.1049345238095292,3.48691528786881,-0.8962726422073519
box_poss,2024,81.853625,80.18590909090909,-2.037436838125266,8,-1.6677159090909122,2.0153061051882926,-2.340593769601453
box_poss,2025,80.48613636363636,82.55022727272727,2.5645297467943404,8,2.064090909090911,1.7610496270859122,3.315142643013061
box_poss,pooled,81.86066546717173,81.37917445887447,-0.5881835989842408,40,-0.4814910082972602,3.4183153656721514,-0.8908530057822678
box_poss_reg,2021,81.13774305555555,79.83544292929292,-1.6050484980472457,8,-1.3023001262626277,3.6422467522588824,-1.0113156115513486
box_poss_reg,2022,81.4433611111111,79.67900925925926,-2.1663544183113816,8,-1.764351851851849,2.8008419852566875,-1.7817287307325886
box_poss_reg,2023,82.5063611111111,81.06519047619048,-1.746738815665151,8,-1.4411706349206348,3.428332166861033,-1.1889880900687073
box_poss_reg,2024,81.40811944444445,79.76416666666665,-2.0193965773888976,8,-1.643952777777777,1.9758017069652796,-2.3533741326756634
box_poss_reg,2025,80.31556565656567,81.44309343434344,1.40387204965866,8,1.1275277777777752,1.5081038013670183,2.1146622319237394
box_poss_reg,pooled,81.36223007575758,80.35738055315055,-1.2350319327179116,40,-1.0048495226070226,2.863499824018705,-2.219391229234657
pbp_poss,2021,80.046875,80.21477272727273,0.2097492591343829,8,0.16789772727272556,4.113892183245205,0.11543484001245882
pbp_poss,2022,80.09027777777779,77.87083333333334,-2.771178357756005,8,-2.219444444444445,2.1430890527065576,-2.9292001938070924
pbp_poss,2023,80.73124999999999,79.97003968253969,-0.9428942540346122,8,-0.7612103174603178,3.052454324473709,-0.7053432027726204
pbp_poss,2024,79.703125,77.68668831168831,-2.5299342884130147,8,-2.0164366883116855,1.8864121977199522,-3.0233817568862236
pbp_poss,2025,78.3153409090909,79.65814393939394,1.7146104642023687,8,1.3428030303030312,1.3849983223381332,2.742256400490589
pbp_poss,pooled,79.77737373737374,79.0800955988456,-0.874029948420677,40,-0.6972781385281384,2.890976486576691,-1.525427197785568
pts_per100,2021,100.95063322618309,96.78015307744539,-4.131207517434388,8,-4.170480148737692,9.73622570909334,-1.2115474238531878
pts_per100,2022,101.97533881374396,99.70308290749159,-2.2282406047236556,8,-2.272255906252365,7.329282446364116,-0.8768812345057276
pts_per100,2023,102.13394946832153,96.51394820978305,-5.502579003156639,8,-5.620001258538473,7.301395550840688,-2.1770857214998705
pts_per100,2024,100.9835779347113,99.85970979738013,-1.1129216852048742,8,-1.1238681373311667,6.850398621479605,-0.46402834344534394
pts_per100,2025,103.51838344981437,95.60663485592998,-7.6428440342869095,8,-7.911748593884385,8.356595068128879,-2.6778615147288365
pts_per100,pooled,101.91237657855486,97.69270576960604,-4.140489065816516,40,-4.219670808948816,7.9450905030754715,-3.358997792973718
ch_ft_per100,2021,17.744873854677714,13.685460873854284,-22.876538960311244,8,-4.0594129808234305,3.0069767060733588,-3.8183713769107146
ch_ft_per100,2022,17.569948896619774,14.992726523281748,-14.668354407301933,8,-2.577222373338024,2.6949936836442547,-2.7048247687894205
ch_ft_per100,2023,18.142240468482434,14.220919099812207,-21.61431701604072,8,-3.9213213686702244,2.8187017547724182,-3.934851108392352
ch_ft_per100,2024,17.629342157228315,14.119391114369028,-19.90971081935778,8,-3.5099510428592877,3.7501545457488934,-2.647261763494035
ch_ft_per100,2025,17.507793468503923,16.136938836386047,-7.829968034429972,8,-1.3708546321178756,3.199600500302667,-1.2118270469076933
ch_ft_per100,pooled,17.71883976910243,14.631087289540663,-17.426380732592303,40,-3.087752479561768,3.121728276852347,-6.255721075181547
ch_3pt_per100,2021,27.748826480115223,30.940008286257026,11.500240590097036,8,3.1911818061418056,4.219078513080889,2.1393356754332986
ch_3pt_per100,2022,30.324215416917006,28.241519693181125,-6.868094343420371,8,-2.082695723735885,8.199248539973738,-0.7184503615042682
ch_3pt_per100,2023,28.75689512084216,29.485428115979488,2.533420218267252,8,0.7285329951373241,7.21451831365194,0.28561885840940204
ch_3pt_per100,2024,29.670545257889167,28.726180066500174,-3.1828373330547253,8,-0.9443651913889948,5.227274503684155,-0.5109867716164906
ch_3pt_per100,2025,34.03067559347873,27.952839983329852,-17.85987349400012,8,-6.077835610148876,5.36811976838344,-3.2023717504854066
ch_3pt_per100,pooled,30.106231573848458,29.069195229049534,-3.444590340890551,40,-1.0370363447989253,6.665226413776408,-0.9840316479458533
ch_paint_per100,2021,43.76784322654704,41.077846410106666,-6.146057511942424,8,-2.6899968164403782,7.112971258409553,-1.069659876961474
ch_paint_per100,2022,42.945554237907636,43.527875303467184,1.3559519160787437,8,0.5823210655595448,3.4696814424871296,0.47469853484851454
ch_paint_per100,2023,43.9379482507867,42.30478703137916,-3.7169719671156827,8,-1.633161219407537,6.361629338366444,-0.7261154723676484
ch_paint_per100,2024,42.901797018676355,46.60442808395552,8.63048012573297,8,3.7026310652791627,5.895839452249472,1.776273289458007
ch_paint_per100,2025,43.420424606106096,42.543549360529894,-2.019499471805925,8,-0.8768752455762026,6.408714542225972,-0.3870008116705343
ch_paint_per100,pooled,43.39471346800476,43.211697237887684,-0.42174775563853245,40,-0.18301623011708204,6.09534905490164,-0.189898275138838
ch_np2_per100,2021,11.689089664843113,11.07683750722742,-5.237808718818735,8,-0.6122521576156923,4.107569132427363,-0.4215901312807002
ch_np2_per100,2022,11.135620262299543,12.94096138756154,16.212308634249233,8,1.805341125261996,3.3629523760267364,1.5183907582253084
ch_np2_per100,2023,11.296865628210236,10.502813962612205,-7.028955568128074,8,-0.79405166559803,2.596108094457777,-0.8651093050485795
ch_np2_per100,2024,10.781893500917464,10.409710532555412,-3.451925845218032,8,-0.3721829683620532,2.963541621172321,-0.35521431369921486
ch_np2_per100,2025,8.559489781725624,8.973306675684192,4.834597674759333,8,0.41381689395856974,2.0319241613304,0.5760308134651467
ch_np2_per100,pooled,10.692591767599197,10.780726013128154,0.8242552174864036,40,0.08813424552895806,3.0847555002838245,0.1806982470451066
fta,2021,17.6796875,14.0625,-20.459566946531154,8,-3.6171875,3.177713881612512,-3.2195948475704883
fta,2022,17.95486111111111,15.538541666666667,-13.457745116998648,8,-2.4163194444444445,2.219621711289054,-3.079075783030261
fta,2023,18.85,15.259126984126985,-19.049724222138014,8,-3.5908730158730164,2.10777708447627,-4.818594297479061
fta,2024,18.168750000000003,14.247970779220779,-21.579796192799286,8,-3.920779220779221,2.5460414103569065,-4.355639406759934
fta,2025,17.75,17.16714015151515,-3.283717456252667,8,-0.5828598484848484,3.1536284991205035,-0.5227554881114759
fta,pooled,18.08065972222222,15.255055916305917,-15.627769391862783,40,-2.825603805916306,2.829050712502461,-6.316849501811899
fta_per100,2021,21.520256030876304,16.945559134486608,-21.257632296874736,8,-4.574696896389694,3.254008963230985,-3.9763863392660044
fta_per100,2022,21.84638114523438,19.42845412920172,-11.067860621666897,8,-2.4179270160326576,2.4443999441039077,-2.7977951702623147
fta_per100,2023,22.667943309471816,18.609092024820097,-17.905688351336774,8,-4.058851284651719,2.7542323519020337,-4.168190479968693
fta_per100,2024,22.18269956609884,17.756780941342672,-19.952119044699888,8,-4.425918624756166,3.119009773846623,-4.013577769184408
fta_per100,2025,22.041592419964786,20.77486691672411,-5.746978163398479,8,-1.2667255032406706,3.7883362604181903,-0.9457557425428161
fta_per100,pooled,22.05177449432922,18.702950629315044,-15.186187696030343,40,-3.3488238650141815,3.220742621180044,-6.576067784201304
fg3a,2021,21.171875,21.860795454545453,3.2539416303253943,8,0.6889204545454546,2.5082382341508547,0.7768645234325238
fg3a,2022,23.805555555555557,21.61875,-9.186114352392067,8,-2.186805555555556,3.0522824280007557,-2.0264245841530184
fg3a,2023,22.634375,23.52420634920635,3.931327236587494,8,0.8898313492063505,2.3803079526374344,1.0573518950588074
fg3a,2024,23.849999999999998,23.072375541125542,-3.2604799114233076,8,-0.7776244588744587,2.3898210823049197,-0.9203425849040053
fg3a,2025,26.25,23.466382575757578,-10.604256854256853,8,-2.783617424242424,3.4539647860481337,-2.279484452026395
fg3a,pooled,23.542361111111113,22.708501984126986,-3.5419519862456634,40,-0.8338591269841267,3.0373904806680283,-1.7362891638545377
fg3a_per100,2021,25.90918466104308,26.739574762699196,3.2050028301534446,8,0.8303901016561128,3.4625054087637697,0.6783232400735685
fg3a_per100,2022,29.065149718517972,27.108656985147103,-6.731404284232365,8,-1.9564927333708702,4.197006026064227,-1.3185106435561502
fg3a_per100,2023,27.329573621223425,28.875600134326454,5.656972679231352,8,1.5460265131030275,2.903220166253428,1.5061976270578377
fg3a_per100,2024,29.151151039324567,28.741502179196807,-1.4052579247219061,8,-0.4096488601277608,2.8818941671607607,-0.4020487500234019
fg3a_per100,2025,32.71094735227993,28.386931445495993,-13.218864804545506,8,-4.324015906783941,3.976152056654216,-3.075879318577399
fg3a_per100,pooled,28.833201278477794,27.970453101373106,-2.992203913717602,40,-0.8627481771046863,3.959539062733975,-1.37806408452268
pf,2021,17.0859375,18.03465909090909,5.552645799559378,8,0.9487215909090907,3.1905822706227864,0.8410345366320381
pf,2022,17.17361111111111,15.165625,-11.69227658714112,8,-2.0079861111111104,1.5361397694591243,-3.697217203601217
pf,2023,17.653125,15.8125,-10.42662418127102,8,-1.8406249999999997,1.9890296225259485,-2.6173937368889226
pf,2024,16.596874999999997,15.694805194805195,-5.435178641731079,8,-0.9020698051948048,3.422527139954852,-0.7454838489494506
pf,2025,16.957386363636363,17.857481060606062,5.30798011950634,8,0.9000946969696972,2.849281988647267,0.8935065977649933
pf,pooled,17.093386994949498,16.513014069264067,-3.3953067689680543,40,-0.5803729256854254,2.866128002478543,-1.280682744018739
pf_per100,2021,20.86978292667897,21.946261588620395,5.158073113282402,8,1.076478661941429,4.088774724216098,0.7446586451958079
pf_per100,2022,20.914711118179092,18.97907074109125,-9.254922844262369,8,-1.9356403770878385,2.2968589809357076,-2.383610744826321
pf_per100,2023,21.284446674781506,19.281773404797697,-9.409092472940072,8,-2.00267326998381,2.3874095661725114,-2.372619880177298
pf_per100,2024,20.27993935216051,19.528396343141864,-3.705844460223121,8,-0.751543009018649,3.8776255211487975,-0.5481923461995256
pf_per100,2025,21.073276289513814,21.652128197865604,2.7468529354395326,8,0.5788519083517931,3.4762968194953348,0.4709725675930604
pf_per100,pooled,20.884431272262777,20.277526055103362,-2.906017450259532,40,-0.6069052171594151,3.3873569633407667,-1.133156517505053
ft_rate,2021,0.2646331774960244,0.19952189295197623,-24.604354283969673,8,-0.06511128454404815,0.039819445535137984,-4.62493941983552
ft_rate,2022,0.26771229279289727,0.23153857611967482,-13.512161244387281,8,-0.036173716673222465,0.02861299992995559,-3.5758124520984036
ft_rate,2023,0.2763597070837877,0.2185255661887882,-20.927124834976453,8,-0.05783414089499952,0.036873358616395666,-4.436255849258987
ft_rate,2024,0.27089251557494454,0.20806216458391757,-23.19383053373597,8,-0.06283035099102695,0.04256272902110118,-4.175274308943891
ft_rate,2025,0.26620871234693555,0.2554937164011016,-4.0250357891629305,8,-0.010714995945833954,0.04943434983199218,-0.6130673363307563
ft_rate,pooled,0.26916128105891785,0.22262838324909168,-17.28810980047328,40,-0.04653289780982621,0.04331301458163245,-6.794721846459182
fg3a_share,2021,0.3131002426909956,0.31142149323284335,-0.536169963882487,8,-0.0016787494581522906,0.03746162576201912,-0.12674891723212248
fg3a_share,2022,0.3506123881135511,0.3179904504777733,-9.304274104887801,8,-0.03262193763577785,0.05618516536485001,-1.642226603261667
fg3a_share,2023,0.327649372820351,0.3340585710455336,1.9561149072294095,8,0.006409198225182551,0.03800823624035431,0.4769479434232354
fg3a_share,2024,0.350165303849884,0.333591554376755,-4.7331215545656065,8,-0.016573749473129007,0.0267009525053552,-1.7556543182923565
fg3a_share,2025,0.3895153547405494,0.343873021531034,-11.7177237441428,8,-0.04564233320951542,0.046229359356600844,-2.79251140580784
fg3a_share,pooled,0.3462085324430662,0.32818701813278783,-5.205392883620519,40,-0.018021514310278403,0.04435320268483491,-2.569782052076417
paint_share,2021,0.43412561752590917,0.4232112707225384,-2.5140987683638354,8,-0.010914346803370778,0.04493720370246567,-0.6869683025213904
paint_share,2022,0.4219550112979753,0.43967598617174897,4.199730871606942,8,0.01772097487377363,0.05144513186321239,0.9742901649702805
paint_share,2023,0.43162064916878495,0.4370706154697467,1.26267506233941,8,0.005449966300961721,0.054764233235253736,0.28147627756193433
paint_share,2024,0.4273227777400186,0.46998920984381065,9.984591116214768,8,0.042666432103792076,0.05568515047933819,2.1671647259583993
paint_share,2025,0.4211493546572824,0.4456216592819924,5.810837498403554,8,0.024472304624709944,0.06370157728824029,1.086599942296238
paint_share,pooled,0.4272346820779941,0.44311374829796735,3.7167081433418154,40,0.01587906621997332,0.05471094999317187,1.8356112031694891
