zone,rowset,null,arm,obs,sign,null_mean,null_sd,z,p_unadjusted_one_sided,p_familywise_one_sided,n_draws
Above the Break 3,ALL_x_CLEAN,N_OPPGAME,RAW_UNFROZEN,0.5736222283576196,+,-0.005971409997302387,0.0862542070175571,6.719598479839312,0.0001999600079984003,0.0001999600079984003,5000
Restricted Area,ALL_x_CLEAN,N_OPPGAME,PROJ_UNFROZEN,0.7684257430122119,+,-0.001335027418660651,0.07068577228744534,10.88989687062656,0.0001999600079984003,0.0001999600079984003,5000
In The Paint (Non-RA),ALL_x_CLEAN,N_OPPGAME,PROJ_UNFROZEN,0.7466999690136746,+,-0.001839440504947602,0.09363564361765514,7.99417167008701,0.0001999600079984003,0.0001999600079984003,5000
Mid-Range,ALL_x_CLEAN,N_OPPGAME,PROJ_UNFROZEN,0.5583357463879478,+,-0.002636639787167543,0.08198010474406356,6.84278689233728,0.0001999600079984003,0.0001999600079984003,5000
Corner 3,ALL_x_CLEAN,N_OPPGAME,PROJ_UNFROZEN,0.35912538028963187,+,-0.002411682444912018,0.11891942152915744,3.040185178212458,0.0011997600479904018,0.0057988402319536095,5000
Above the Break 3,ALL_x_CLEAN,N_OPPGAME,PROJ_UNFROZEN,0.6150075365777117,+,-0.004966052330607995,0.07325783161045271,8.462898440743084,0.0001999600079984003,0.0001999600079984003,5000
Restricted Area,ALL_x_CLEAN,N_OPPGAME,COMMON_FROZEN,0.7278485515709215,+,-0.002101026819504261,0.06086322081527973,11.99327884085904,0.0001999600079984003,0.0001999600079984003,5000
In The Paint (Non-RA),ALL_x_CLEAN,N_OPPGAME,COMMON_FROZEN,0.7278485515709215,+,-0.002101026819504261,0.06086322081527973,11.99327884085904,0.0001999600079984003,0.0001999600079984003,5000
Mid-Range,ALL_x_CLEAN,N_OPPGAME,COMMON_FROZEN,0.7278485515709215,+,-0.002101026819504261,0.06086322081527973,11.99327884085904,0.0001999600079984003,0.0001999600079984003,5000
Corner 3,ALL_x_CLEAN,N_OPPGAME,COMMON_FROZEN,0.7278485515709215,+,-0.002101026819504261,0.06086322081527973,11.99327884085904,0.0001999600079984003,0.0001999600079984003,5000
Above the Break 3,ALL_x_CLEAN,N_OPPGAME,COMMON_FROZEN,0.7278485515709215,+,-0.002101026819504261,0.06086322081527973,11.99327884085904,0.0001999600079984003,0.0001999600079984003,5000
Restricted Area,ALL_x_CLEAN,N_OPPGAME,COMMON_UNFROZEN,0.7107516441356154,+,-0.002209446419272059,0.06020857798469697,11.841520169038017,0.0001999600079984003,0.0001999600079984003,5000
In The Paint (Non-RA),ALL_x_CLEAN,N_OPPGAME,COMMON_UNFROZEN,0.7107516441356154,+,-0.002209446419272059,0.06020857798469697,11.841520169038017,0.0001999600079984003,0.0001999600079984003,5000
Mid-Range,ALL_x_CLEAN,N_OPPGAME,COMMON_UNFROZEN,0.7107516441356154,+,-0.002209446419272059,0.06020857798469697,11.841520169038017,0.0001999600079984003,0.0001999600079984003,5000
Corner 3,ALL_x_CLEAN,N_OPPGAME,COMMON_UNFROZEN,0.7107516441356154,+,-0.002209446419272059,0.06020857798469697,11.841520169038017,0.0001999600079984003,0.0001999600079984003,5000
Above the Break 3,ALL_x_CLEAN,N_OPPGAME,COMMON_UNFROZEN,0.7107516441356154,+,-0.002209446419272059,0.06020857798469697,11.841520169038017,0.0001999600079984003,0.0001999600079984003,5000
Restricted Area,ALL_x_CLEAN,N_BLIND,RAW_FROZEN,0.8100002145070573,+,-0.010249879928030205,0.054891802967793085,14.943034298151156,0.0001999600079984003,0.0001999600079984003,5000
In The Paint (Non-RA),ALL_x_CLEAN,N_BLIND,RAW_FROZEN,0.7613421447753786,+,-0.024574498588678228,0.07110623558770397,11.052710593780347,0.0001999600079984003,0.0001999600079984003,5000
Mid-Range,ALL_x_CLEAN,N_BLIND,RAW_FROZEN,0.5416357577539914,+,0.03598310338153999,0.09031215857061174,5.598943291529238,0.0001999600079984003,0.0001999600079984003,5000
Corner 3,ALL_x_CLEAN,N_BLIND,RAW_FROZEN,0.3205159963227915,+,0.0037545934832784317,0.13773036137421057,2.2998662000085717,0.010797840431913617,0.052589482103579284,5000
Above the Break 3,ALL_x_CLEAN,N_BLIND,RAW_FROZEN,0.5860581952096443,+,-0.006291147357424148,0.07853274726465544,7.5427049632028105,0.0001999600079984003,0.0001999600079984003,5000
Restricted Area,ALL_x_CLEAN,N_BLIND,PROJ_FROZEN,0.7837402318748573,+,-0.009829235374344117,0.04870968913159867,16.29181958244939,0.0001999600079984003,0.0001999600079984003,5000
In The Paint (Non-RA),ALL_x_CLEAN,N_BLIND,PROJ_FROZEN,0.7664865094308885,+,-0.022364945051785066,0.06203489421086949,12.716253723286828,0.0001999600079984003,0.0001999600079984003,5000
Mid-Range,ALL_x_CLEAN,N_BLIND,PROJ_FROZEN,0.5780387614634107,+,0.027980341416774503,0.07473625025530875,7.359994890933986,0.0001999600079984003,0.0001999600079984003,5000
Corner 3,ALL_x_CLEAN,N_BLIND,PROJ_FROZEN,0.37803139987629053,+,0.00203591304976342,0.1147339755238664,3.277106760310196,0.0007998400319936012,0.002599480103979204,5000
Above the Break 3,ALL_x_CLEAN,N_BLIND,PROJ_FROZEN,0.6279642272541266,+,-0.006056914294562452,0.06540984999495494,9.693052982044616,0.0001999600079984003,0.0001999600079984003,5000
Restricted Area,ALL_x_CLEAN,N_BLIND,RAW_UNFROZEN,0.7955123396084993,+,-0.016752959362661326,0.054403617262734745,14.930354631539254,0.0001999600079984003,0.0001999600079984003,5000
In The Paint (Non-RA),ALL_x_CLEAN,N_BLIND,RAW_UNFROZEN,0.7400931815492786,+,-0.030159497647142063,0.06995565789729567,11.010584452329152,0.0001999600079984003,0.0001999600079984003,5000
Mid-Range,ALL_x_CLEAN,N_BLIND,RAW_UNFROZEN,0.5201098732239797,+,0.016471917149358684,0.08907736520645466,5.653938628599297,0.0001999600079984003,0.0001999600079984003,5000
Corner 3,ALL_x_CLEAN,N_BLIND,RAW_UNFROZEN,0.3048157432351423,+,-0.0018030669396897653,0.13401291749386593,2.287979516518374,0.011797640471905619,0.05538892221555689,5000
Above the Break 3,ALL_x_CLEAN,N_BLIND,RAW_UNFROZEN,0.5736222283576196,+,-0.012164178835979214,0.07793887894133968,7.5159716838432855,0.0001999600079984003,0.0001999600079984003,5000
Restricted Area,ALL_x_CLEAN,N_BLIND,PROJ_UNFROZEN,0.7684257430122119,+,-0.016696568071163622,0.04824792948518348,16.27266329272181,0.0001999600079984003,0.0001999600079984003,5000
In The Paint (Non-RA),ALL_x_CLEAN,N_BLIND,PROJ_UNFROZEN,0.7466999690136746,+,-0.02784618471035415,0.061064857331558836,12.683991866525442,0.0001999600079984003,0.0001999600079984003,5000
Mid-Range,ALL_x_CLEAN,N_BLIND,PROJ_UNFROZEN,0.5583357463879478,+,0.011067503157498715,0.07374416315735279,7.421173687505366,0.0001999600079984003,0.0001999600079984003,5000
Corner 3,ALL_x_CLEAN,N_BLIND,PROJ_UNFROZEN,0.35912538028963187,+,-0.0052070312500597455,0.1117565470898742,3.260054296834143,0.0009998000399920016,0.003599280143971206,5000
Above the Break 3,ALL_x_CLEAN,N_BLIND,PROJ_UNFROZEN,0.6150075365777117,+,-0.012354621120694489,0.06492440345102461,9.662963760177691,0.0001999600079984003,0.0001999600079984003,5000
Restricted Area,ALL_x_CLEAN,N_BLIND,COMMON_FROZEN,0.7278485515709215,+,-0.008527825299660686,0.04153622808955989,17.728532674724743,0.0001999600079984003,0.0001999600079984003,5000
In The Paint (Non-RA),ALL_x_CLEAN,N_BLIND,COMMON_FROZEN,0.7278485515709215,+,-0.008527825299660686,0.04153622808955989,17.728532674724743,0.0001999600079984003,0.0001999600079984003,5000
Mid-Range,ALL_x_CLEAN,N_BLIND,COMMON_FROZEN,0.7278485515709215,+,-0.008527825299660686,0.04153622808955989,17.728532674724743,0.0001999600079984003,0.0001999600079984003,5000
Corner 3,ALL_x_CLEAN,N_BLIND,COMMON_FROZEN,0.7278485515709215,+,-0.008527825299660686,0.04153622808955989,17.728532674724743,0.0001999600079984003,0.0001999600079984003,5000
Above the Break 3,ALL_x_CLEAN,N_BLIND,COMMON_FROZEN,0.7278485515709215,+,-0.008527825299660686,0.04153622808955989,17.728532674724743,0.0001999600079984003,0.0001999600079984003,5000
Restricted Area,ALL_x_CLEAN,N_BLIND,COMMON_UNFROZEN,0.7107516441356154,+,-0.015914731543646816,0.04109134099717439,17.684172821939075,0.0001999600079984003,0.0001999600079984003,5000
In The Paint (Non-RA),ALL_x_CLEAN,N_BLIND,COMMON_UNFROZEN,0.7107516441356154,+,-0.015914731543646816,0.04109134099717439,17.684172821939075,0.0001999600079984003,0.0001999600079984003,5000
Mid-Range,ALL_x_CLEAN,N_BLIND,COMMON_UNFROZEN,0.7107516441356154,+,-0.015914731543646816,0.04109134099717439,17.684172821939075,0.0001999600079984003,0.0001999600079984003,5000
Corner 3,ALL_x_CLEAN,N_BLIND,COMMON_UNFROZEN,0.7107516441356154,+,-0.015914731543646816,0.04109134099717439,17.684172821939075,0.0001999600079984003,0.0001999600079984003,5000
Above the Break 3,ALL_x_CLEAN,N_BLIND,COMMON_UNFROZEN,0.7107516441356154,+,-0.015914731543646816,0.04109134099717439,17.684172821939075,0.0001999600079984003,0.0001999600079984003,5000
Restricted Area,DECISION_x_PUBLISHED,N_TSTRAJ,RAW_FROZEN,0.7272739488374835,+,-0.008124187243256305,0.14741441274947584,4.988644748939955,0.0001999600079984003,0.0001999600079984003,5000
In The Paint (Non-RA),DECISION_x_PUBLISHED,N_TSTRAJ,RAW_FROZEN,0.7586148188829646,+,-0.012947630918360764,0.20323897593091997,3.7963311233352015,0.0001999600079984003,0.0003999200159968006,5000
Mid-Range,DECISION_x_PUBLISHED,N_TSTRAJ,RAW_FROZEN,0.6360380646801762,+,-0.014033020910787602,0.15776497351921878,4.12050324663334,0.0001999600079984003,0.0001999600079984003,5000
Corner 3,DECISION_x_PUBLISHED,N_TSTRAJ,RAW_FROZEN,0.3732700218135228,+,-0.02391007741508453,0.12406795131089515,3.2013110157137623,0.0001999600079984003,0.001799640071985603,5000
Above the Break 3,DECISION_x_PUBLISHED,N_TSTRAJ,RAW_FROZEN,0.5765842230048062,+,-0.0058790458931936365,0.13208765295019345,4.4096723341554895,0.0001999600079984003,0.0001999600079984003,5000
Restricted Area,DECISION_x_PUBLISHED,N_TSTRAJ,PROJ_FROZEN,0.7159702692710718,+,-0.008537487131953242,0.1306433388231578,5.54569228656761,0.0001999600079984003,0.0001999600079984003,5000
In The Paint (Non-RA),DECISION_x_PUBLISHED,N_TSTRAJ,PROJ_FROZEN,0.745105159476619,+,-0.012253899018970022,0.17697675003088678,4.279426864621547,0.0001999600079984003,0.0001999600079984003,5000
Mid-Range,DECISION_x_PUBLISHED,N_TSTRAJ,PROJ_FROZEN,0.6482533024165698,+,-0.0129462764821827,0.14030148223864963,4.712705584778264,0.0001999600079984003,0.0001999600079984003,5000
Corner 3,DECISION_x_PUBLISHED,N_TSTRAJ,PROJ_FROZEN,0.44782055541799337,+,-0.022364574411309797,0.11272291491218159,4.171158368248441,0.0001999600079984003,0.0001999600079984003,5000
Above the Break 3,DECISION_x_PUBLISHED,N_TSTRAJ,PROJ_FROZEN,0.6082818288951163,+,-0.006240397117516365,0.11634641807265286,5.28183193081967,0.0001999600079984003,0.0001999600079984003,5000
Restricted Area,DECISION_x_PUBLISHED,N_TSTRAJ,RAW_UNFROZEN,0.7260897219416469,+,-0.008122060093532902,0.14672542101235617,5.00398483759232,0.0001999600079984003,0.0001999600079984003,5000
In The Paint (Non-RA),DECISION_x_PUBLISHED,N_TSTRAJ,RAW_UNFROZEN,0.7489286083674496,+,-0.01366221762759452,0.2023324057517063,3.7689999442346527,0.0001999600079984003,0.0003999200159968006,5000
Mid-Range,DECISION_x_PUBLISHED,N_TSTRAJ,RAW_UNFROZEN,0.6246884036501319,+,-0.015393546953657876,0.15546513520097907,4.117205763056248,0.0001999600079984003,0.0001999600079984003,5000
Corner 3,DECISION_x_PUBLISHED,N_TSTRAJ,RAW_UNFROZEN,0.33505413283831725,+,-0.02713096323057021,0.1197588102627006,3.024287693526725,0.0015996800639872025,0.004199160167966407,5000
Above the Break 3,DECISION_x_PUBLISHED,N_TSTRAJ,RAW_UNFROZEN,0.5727108988657778,+,-0.006212445326776923,0.13192071397933733,4.388418821650943,0.0001999600079984003,0.0001999600079984003,5000
Restricted Area,DECISION_x_PUBLISHED,N_TSTRAJ,PROJ_UNFROZEN,0.7135659661369503,+,-0.008676807827259362,0.13003194886976854,5.554348606184166,0.0001999600079984003,0.0001999600079984003,5000
In The Paint (Non-RA),DECISION_x_PUBLISHED,N_TSTRAJ,PROJ_UNFROZEN,0.7364378011445949,+,-0.012873573471509536,0.1761479204878331,4.2538757911017235,0.0001999600079984003,0.0001999600079984003,5000
Mid-Range,DECISION_x_PUBLISHED,N_TSTRAJ,PROJ_UNFROZEN,0.6388237988425928,+,-0.014042853104196389,0.13855846857956675,4.711849507573639,0.0001999600079984003,0.0001999600079984003,5000
Corner 3,DECISION_x_PUBLISHED,N_TSTRAJ,PROJ_UNFROZEN,0.41369736987025296,+,-0.025231244580002265,0.10973289083195878,3.9999731267666645,0.0001999600079984003,0.0001999600079984003,5000
Above the Break 3,DECISION_x_PUBLISHED,N_TSTRAJ,PROJ_UNFROZEN,0.6050546308004466,+,-0.006497661496971675,0.11615581206843419,5.264930625573149,0.0001999600079984003,0.0001999600079984003,5000
Restricted Area,DECISION_x_PUBLISHED,N_TSTRAJ,COMMON_FROZEN,0.6903048026923148,+,-0.009541910924844643,0.10879526405980218,6.432694655095191,0.0001999600079984003,0.0001999600079984003,5000
In The Paint (Non-RA),DECISION_x_PUBLISHED,N_TSTRAJ,COMMON_FROZEN,0.6903048026923148,+,-0.009541910924844643,0.10879526405980218,6.432694655095191,0.0001999600079984003,0.0001999600079984003,5000
Mid-Range,DECISION_x_PUBLISHED,N_TSTRAJ,COMMON_FROZEN,0.6903048026923148,+,-0.009541910924844643,0.10879526405980218,6.432694655095191,0.0001999600079984003,0.0001999600079984003,5000
Corner 3,DECISION_x_PUBLISHED,N_TSTRAJ,COMMON_FROZEN,0.6903048026923148,+,-0.009541910924844643,0.10879526405980218,6.432694655095191,0.0001999600079984003,0.0001999600079984003,5000
Above the Break 3,DECISION_x_PUBLISHED,N_TSTRAJ,COMMON_FROZEN,0.6903048026923148,+,-0.009541910924844643,0.10879526405980218,6.432694655095191,0.0001999600079984003,0.0001999600079984003,5000
Restricted Area,DECISION_x_PUBLISHED,N_TSTRAJ,COMMON_UNFROZEN,0.6850345819286543,+,-0.009957811778531101,0.10827836449225456,6.418571216569308,0.0001999600079984003,0.0001999600079984003,5000
In The Paint (Non-RA),DECISION_x_PUBLISHED,N_TSTRAJ,COMMON_UNFROZEN,0.6850345819286543,+,-0.009957811778531101,0.10827836449225456,6.418571216569308,0.0001999600079984003,0.0001999600079984003,5000
Mid-Range,DECISION_x_PUBLISHED,N_TSTRAJ,COMMON_UNFROZEN,0.6850345819286543,+,-0.009957811778531101,0.10827836449225456,6.418571216569308,0.0001999600079984003,0.0001999600079984003,5000
Corner 3,DECISION_x_PUBLISHED,N_TSTRAJ,COMMON_UNFROZEN,0.6850345819286543,+,-0.009957811778531101,0.10827836449225456,6.418571216569308,0.0001999600079984003,0.0001999600079984003,5000
Above the Break 3,DECISION_x_PUBLISHED,N_TSTRAJ,COMMON_UNFROZEN,0.6850345819286543,+,-0.009957811778531101,0.10827836449225456,6.418571216569308,0.0001999600079984003,0.0001999600079984003,5000
Restricted Area,DECISION_x_PUBLISHED,N_OPPGAME,RAW_FROZEN,0.7272739488374835,+,0.002517969571567274,0.06772249478060963,10.701849977821979,0.0001999600079984003,0.0001999600079984003,5000
In The Paint (Non-RA),DECISION_x_PUBLISHED,N_OPPGAME,RAW_FROZEN,0.7586148188829646,+,-0.0002794422395661182,0.10049581517796917,7.551501122495462,0.0001999600079984003,0.0001999600079984003,5000
Mid-Range,DECISION_x_PUBLISHED,N_OPPGAME,RAW_FROZEN,0.6360380646801762,+,0.0012187500686631368,0.0908363244971337,6.988606354625726,0.0001999600079984003,0.0001999600079984003,5000
Corner 3,DECISION_x_PUBLISHED,N_OPPGAME,RAW_FROZEN,0.3732700218135228,+,-0.00217714289088007,0.10485224646706227,3.5807259963890603,0.0003999200159968006,0.0003999200159968006,5000
Above the Break 3,DECISION_x_PUBLISHED,N_OPPGAME,RAW_FROZEN,0.5765842230048062,+,0.0001702101407256286,0.07511633487786938,7.6736173803110095,0.0001999600079984003,0.0001999600079984003,5000
Restricted Area,DECISION_x_PUBLISHED,N_OPPGAME,PROJ_FROZEN,0.7159702692710718,+,0.0020845216402894016,0.06008038879194967,11.88217589774382,0.0001999600079984003,0.0001999600079984003,5000
In The Paint (Non-RA),DECISION_x_PUBLISHED,N_OPPGAME,PROJ_FROZEN,0.745105159476619,+,0.00019282902861666142,0.0871790728750783,8.54462322070586,0.0001999600079984003,0.0001999600079984003,5000
Mid-Range,DECISION_x_PUBLISHED,N_OPPGAME,PROJ_FROZEN,0.6482533024165698,+,0.0015675983380851245,0.07704875660655945,8.393201039968888,0.0001999600079984003,0.0001999600079984003,5000
Corner 3,DECISION_x_PUBLISHED,N_OPPGAME,PROJ_FROZEN,0.44782055541799337,+,-0.0021010243593290383,0.08877698239508568,5.067998118870823,0.0001999600079984003,0.0001999600079984003,5000
Above the Break 3,DECISION_x_PUBLISHED,N_OPPGAME,PROJ_FROZEN,0.6082818288951163,+,0.0006461816199457162,0.06420123556101105,9.464547558399069,0.0001999600079984003,0.0001999600079984003,5000
Restricted Area,DECISION_x_PUBLISHED,N_OPPGAME,RAW_UNFROZEN,0.7260897219416469,+,0.0024988214637431325,0.0674790295188845,10.72319660844265,0.0001999600079984003,0.0001999600079984003,5000
In The Paint (Non-RA),DECISION_x_PUBLISHED,N_OPPGAME,RAW_UNFROZEN,0.7489286083674496,+,0.0011236444043657937,0.10015536574664878,7.466449334873559,0.0001999600079984003,0.0001999600079984003,5000
Mid-Range,DECISION_x_PUBLISHED,N_OPPGAME,RAW_UNFROZEN,0.6246884036501319,+,0.0002312984560999109,0.09078425394200364,6.878473722909685,0.0001999600079984003,0.0001999600079984003,5000
Corner 3,DECISION_x_PUBLISHED,N_OPPGAME,RAW_UNFROZEN,0.33505413283831725,+,-0.006718707573278273,0.1025205168729882,3.333701885594422,0.0011997600479904018,0.001999600079984003,5000
Above the Break 3,DECISION_x_PUBLISHED,N_OPPGAME,RAW_UNFROZEN,0.5727108988657778,+,4.40603603645243e-06,0.07478410892189426,7.658130866116026,0.0001999600079984003,0.0001999600079984003,5000
Restricted Area,DECISION_x_PUBLISHED,N_OPPGAME,PROJ_UNFROZEN,0.7135659661369503,+,0.002137291534709864,0.059879505017196445,11.881004600788357,0.0001999600079984003,0.0001999600079984003,5000
In The Paint (Non-RA),DECISION_x_PUBLISHED,N_OPPGAME,PROJ_UNFROZEN,0.7364378011445949,+,0.001220485702205889,0.08691256454120604,8.459275357060898,0.0001999600079984003,0.0001999600079984003,5000
Mid-Range,DECISION_x_PUBLISHED,N_OPPGAME,PROJ_UNFROZEN,0.6388237988425928,+,0.0006309815806336008,0.07700993980118923,8.287148631845884,0.0001999600079984003,0.0001999600079984003,5000
Corner 3,DECISION_x_PUBLISHED,N_OPPGAME,PROJ_UNFROZEN,0.41369736987025296,+,-0.0054273229754527716,0.08714376155632948,4.80957770654397,0.0001999600079984003,0.0001999600079984003,5000
Above the Break 3,DECISION_x_PUBLISHED,N_OPPGAME,PROJ_UNFROZEN,0.6050546308004466,+,0.0005329676170078934,0.06387919217078002,9.463514528600479,0.0001999600079984003,0.0001999600079984003,5000
Restricted Area,DECISION_x_PUBLISHED,N_OPPGAME,COMMON_FROZEN,0.6903048026923148,+,0.0013278604564551633,0.05115482275599195,13.468465046243507,0.0001999600079984003,0.0001999600079984003,5000
In The Paint (Non-RA),DECISION_x_PUBLISHED,N_OPPGAME,COMMON_FROZEN,0.6903048026923148,+,0.0013278604564551633,0.05115482275599195,13.468465046243507,0.0001999600079984003,0.0001999600079984003,5000
Mid-Range,DECISION_x_PUBLISHED,N_OPPGAME,COMMON_FROZEN,0.6903048026923148,+,0.0013278604564551633,0.05115482275599195,13.468465046243507,0.0001999600079984003,0.0001999600079984003,5000
Corner 3,DECISION_x_PUBLISHED,N_OPPGAME,COMMON_FROZEN,0.6903048026923148,+,0.0013278604564551633,0.05115482275599195,13.468465046243507,0.0001999600079984003,0.0001999600079984003,5000
Above the Break 3,DECISION_x_PUBLISHED,N_OPPGAME,COMMON_FROZEN,0.6903048026923148,+,0.0013278604564551633,0.05115482275599195,13.468465046243507,0.0001999600079984003,0.0001999600079984003,5000
Restricted Area,DECISION_x_PUBLISHED,N_OPPGAME,COMMON_UNFROZEN,0.6850345819286543,+,0.0013669701077062238,0.0509993268295279,13.405424234445267,0.0001999600079984003,0.0001999600079984003,5000
In The Paint (Non-RA),DECISION_x_PUBLISHED,N_OPPGAME,COMMON_UNFROZEN,0.6850345819286543,+,0.0013669701077062238,0.0509993268295279,13.405424234445267,0.0001999600079984003,0.0001999600079984003,5000
Mid-Range,DECISION_x_PUBLISHED,N_OPPGAME,COMMON_UNFROZEN,0.6850345819286543,+,0.0013669701077062238,0.0509993268295279,13.405424234445267,0.0001999600079984003,0.0001999600079984003,5000
Corner 3,DECISION_x_PUBLISHED,N_OPPGAME,COMMON_UNFROZEN,0.6850345819286543,+,0.0013669701077062238,0.0509993268295279,13.405424234445267,0.0001999600079984003,0.0001999600079984003,5000
Above the Break 3,DECISION_x_PUBLISHED,N_OPPGAME,COMMON_UNFROZEN,0.6850345819286543,+,0.0013669701077062238,0.0509993268295279,13.405424234445267,0.0001999600079984003,0.0001999600079984003,5000
Restricted Area,DECISION_x_PUBLISHED,N_BLIND,RAW_FROZEN,0.7272739488374835,+,-0.020645803585180558,0.05162470518639725,14.487632417893899,0.0001999600079984003,0.0001999600079984003,5000
In The Paint (Non-RA),DECISION_x_PUBLISHED,N_BLIND,RAW_FROZEN,0.7586148188829646,+,-0.012300238731289041,0.0742802740020367,10.37846276109746,0.0001999600079984003,0.0001999600079984003,5000
Mid-Range,DECISION_x_PUBLISHED,N_BLIND,RAW_FROZEN,0.6360380646801762,+,-0.015090670030343492,0.08181803886697088,7.958253995420242,0.0001999600079984003,0.0001999600079984003,5000
Corner 3,DECISION_x_PUBLISHED,N_BLIND,RAW_FROZEN,0.3732700218135228,+,0.012175713030033163,0.0984164998783399,3.669042378359987,0.0001999600079984003,0.0001999600079984003,5000
Above the Break 3,DECISION_x_PUBLISHED,N_BLIND,RAW_FROZEN,0.5765842230048062,+,-0.01762673271365922,0.06955758606823784,8.542719627094717,0.0001999600079984003,0.0001999600079984003,5000
Restricted Area,DECISION_x_PUBLISHED,N_BLIND,PROJ_FROZEN,0.7159702692710718,+,-0.019649769523159978,0.04575734475915734,16.076545583362623,0.0001999600079984003,0.0001999600079984003,5000
In The Paint (Non-RA),DECISION_x_PUBLISHED,N_BLIND,PROJ_FROZEN,0.745105159476619,+,-0.013256798855683113,0.06374287503450855,11.89720353720705,0.0001999600079984003,0.0001999600079984003,5000
Mid-Range,DECISION_x_PUBLISHED,N_BLIND,PROJ_FROZEN,0.6482533024165698,+,-0.016149032331200325,0.06919931270975925,9.601285167880992,0.0001999600079984003,0.0001999600079984003,5000
Corner 3,DECISION_x_PUBLISHED,N_BLIND,PROJ_FROZEN,0.44782055541799337,+,0.008425239888130532,0.0814404699031579,5.395294453142946,0.0001999600079984003,0.0001999600079984003,5000
Above the Break 3,DECISION_x_PUBLISHED,N_BLIND,PROJ_FROZEN,0.6082818288951163,+,-0.01830506209378471,0.05827256924345379,10.752690315937809,0.0001999600079984003,0.0001999600079984003,5000
Restricted Area,DECISION_x_PUBLISHED,N_BLIND,RAW_UNFROZEN,0.7260897219416469,+,-0.022140124077422194,0.05141938811304239,14.55151205561084,0.0001999600079984003,0.0001999600079984003,5000
In The Paint (Non-RA),DECISION_x_PUBLISHED,N_BLIND,RAW_UNFROZEN,0.7489286083674496,+,-0.022221821882573926,0.073818870939513,10.446521606675645,0.0001999600079984003,0.0001999600079984003,5000
Mid-Range,DECISION_x_PUBLISHED,N_BLIND,RAW_UNFROZEN,0.6246884036501319,+,-0.022900449285548335,0.081319832313402,7.963479934881195,0.0001999600079984003,0.0001999600079984003,5000
Corner 3,DECISION_x_PUBLISHED,N_BLIND,RAW_UNFROZEN,0.33505413283831725,+,-0.011321523952073085,0.09682857255226689,3.577205030089863,0.0001999600079984003,0.0001999600079984003,5000
Above the Break 3,DECISION_x_PUBLISHED,N_BLIND,RAW_UNFROZEN,0.5727108988657778,+,-0.01904917749566735,0.0694138028152154,8.525106713094996,0.0001999600079984003,0.0001999600079984003,5000
Restricted Area,DECISION_x_PUBLISHED,N_BLIND,PROJ_UNFROZEN,0.7135659661369503,+,-0.022032210105047117,0.045569629818703425,16.142289923542045,0.0001999600079984003,0.0001999600079984003,5000
In The Paint (Non-RA),DECISION_x_PUBLISHED,N_BLIND,PROJ_UNFROZEN,0.7364378011445949,+,-0.021882174127430234,0.06336010236294742,11.968414617263713,0.0001999600079984003,0.0001999600079984003,5000
Mid-Range,DECISION_x_PUBLISHED,N_BLIND,PROJ_UNFROZEN,0.6388237988425928,+,-0.02259840612874851,0.0687869689290023,9.615516067498495,0.0001999600079984003,0.0001999600079984003,5000
Corner 3,DECISION_x_PUBLISHED,N_BLIND,PROJ_UNFROZEN,0.41369736987025296,+,-0.013659554370162766,0.08019246898864604,5.329140374776621,0.0001999600079984003,0.0001999600079984003,5000
Above the Break 3,DECISION_x_PUBLISHED,N_BLIND,PROJ_UNFROZEN,0.6050546308004466,+,-0.01969275286776981,0.05814044206865138,10.745487331013479,0.0001999600079984003,0.0001999600079984003,5000
Restricted Area,DECISION_x_PUBLISHED,N_BLIND,COMMON_FROZEN,0.6903048026923148,+,-0.017244289493786598,0.03931108356542756,17.998717613786685,0.0001999600079984003,0.0001999600079984003,5000
In The Paint (Non-RA),DECISION_x_PUBLISHED,N_BLIND,COMMON_FROZEN,0.6903048026923148,+,-0.017244289493786598,0.03931108356542756,17.998717613786685,0.0001999600079984003,0.0001999600079984003,5000
Mid-Range,DECISION_x_PUBLISHED,N_BLIND,COMMON_FROZEN,0.6903048026923148,+,-0.017244289493786598,0.03931108356542756,17.998717613786685,0.0001999600079984003,0.0001999600079984003,5000
Corner 3,DECISION_x_PUBLISHED,N_BLIND,COMMON_FROZEN,0.6903048026923148,+,-0.017244289493786598,0.03931108356542756,17.998717613786685,0.0001999600079984003,0.0001999600079984003,5000
Above the Break 3,DECISION_x_PUBLISHED,N_BLIND,COMMON_FROZEN,0.6903048026923148,+,-0.017244289493786598,0.03931108356542756,17.998717613786685,0.0001999600079984003,0.0001999600079984003,5000
Restricted Area,DECISION_x_PUBLISHED,N_BLIND,COMMON_UNFROZEN,0.6850345819286543,+,-0.02150508205478952,0.039131871885109415,18.05535053518098,0.0001999600079984003,0.0001999600079984003,5000
In The Paint (Non-RA),DECISION_x_PUBLISHED,N_BLIND,COMMON_UNFROZEN,0.6850345819286543,+,-0.02150508205478952,0.039131871885109415,18.05535053518098,0.0001999600079984003,0.0001999600079984003,5000
Mid-Range,DECISION_x_PUBLISHED,N_BLIND,COMMON_UNFROZEN,0.6850345819286543,+,-0.02150508205478952,0.039131871885109415,18.05535053518098,0.0001999600079984003,0.0001999600079984003,5000
Corner 3,DECISION_x_PUBLISHED,N_BLIND,COMMON_UNFROZEN,0.6850345819286543,+,-0.02150508205478952,0.039131871885109415,18.05535053518098,0.0001999600079984003,0.0001999600079984003,5000
