screen,decision,family_size_K,cell,mde80_fw,mde80_percell,n,stat_family,reported_dr2,reported_p_fw,blind_to_best_lead_fw,blind_to_D079_ceiling_fw,blind_to_D084_ceiling_fw,blind_to_best_lead_percell,was_reported_null_at_fw05
E0_I0016_efficiency_predictors,D085,132,ppm|F03_minutes_load_7d,0.0162605650767296,0.0113784408137928,14852,increment,0.0022153768931159,1.0,True,True,True,True,True
E0_I0019_availability_forecast,D090,318,pl_min_sd5|skill_vs_R2,0.0161248298271522,0.0016320544852917,15254,t_statistic,,1.0,True,True,True,False,True
E0_I0019_availability_forecast,D090,318,pl_min_mean5|skill_vs_R1,0.0156611689010722,0.0015851256245114,15831,t_statistic,,1.0,True,True,True,False,True
E0_I0019_availability_forecast,D090,318,pl_start_mean5|skill_vs_R1,0.0156179245940071,0.001580748706053,15831,t_statistic,,1.0,True,True,True,False,True
E0_I0019_availability_forecast,D090,318,pl_usg_mean5|skill_vs_R1,0.0147084309286817,0.0014886954421272,15831,t_statistic,,1.0,True,True,True,False,True
E0_I0016_efficiency_predictors,D085,132,ppm|B03_pl_fouls_drawn_per36,0.0145973608005101,0.0109356826072212,14852,increment,0.0011721228564671,1.0,True,True,True,True,True
E0_I0016_efficiency_predictors,D085,132,ts|B03_pl_fouls_drawn_per36,0.0145450520438516,0.0118834406326779,14079,increment,0.0024711059735078,1.0,True,True,True,True,True
E1_I0023_usage_defence_interaction,D098/D099,120,A10_opp_defrtg|attempts|DECISION,0.0143910975873912,0.0046353989972785,5670,paired,0.0030329591415273,,True,True,True,True,True
E0_I0019_availability_forecast,D090,318,pl_min_cv5|skill_vs_R1,0.0142892974305513,0.001446273369281,15254,t_statistic,,1.0,True,True,True,False,True
E0_I0019_availability_forecast,D090,318,pl_prior_season_games|skill_vs_R1,0.0141934487713499,0.001436572167108,17809,t_statistic,,1.0,True,True,True,False,True
E0_I0019_availability_forecast,D090,318,neg_ctrl_player_noise|skill_vs_R1,0.014074135281914,0.0014244960014878,17809,t_statistic,,1.0,True,True,True,False,True
E0_I0019_availability_forecast,D090,318,pl_is_rookie_window|skill_vs_R1,0.0140676552609958,0.0014238401342745,17809,t_statistic,,1.0,True,True,True,False,True
E0_I0019_availability_forecast,D090,318,pl_switches|skill_vs_R1,0.0139184683969442,0.0014087403724021,17809,t_statistic,,1.0,True,True,True,False,True
E0_I0019_availability_forecast,D090,318,pl_consec_absences|brier,0.0138737531315676,0.0014042145727378,17809,t_statistic,,1.0,True,True,True,False,True
E0_I0019_availability_forecast,D090,318,pl_career_games_prior|skill_vs_R1,0.0138327491824639,0.0014000644093087,17809,t_statistic,,1.0,True,True,True,False,True
E0_I0019_availability_forecast,D090,318,pl_absence_spells|skill_vs_R1,0.0138016279891631,0.0013969145166488,17809,t_statistic,,0.9790209790209792,True,True,True,False,True
E0_I0019_availability_forecast,D090,318,pl_career_opps_prior|skill_vs_R1,0.0130162140144563,0.0013174198234352,17809,t_statistic,,1.0,True,True,True,False,True
E0_I0019_availability_forecast,D090,318,pl_switch_rate|skill_vs_R1,0.0126158415574043,0.0012768966258993,17320,t_statistic,,1.0,True,True,True,False,True
E0_I0019_availability_forecast,D090,318,pl_prior_rate_career|skill_vs_R1,0.0124544776932063,0.0012605643841856,17700,t_statistic,,0.5184815184815185,True,True,True,False,True
E1_I0023_usage_defence_interaction,D098/D099,120,A02_opp_ts_allowed|attempts|DECISION,0.0123904760082937,0.003990995107626,5670,paired,0.0008496746491069,,True,True,True,True,True
E0_I0019_availability_forecast,D090,318,pl_min_sd5|brier,0.0117300347101529,0.0011872407936421,15254,t_statistic,,1.0,True,True,True,False,True
E0_I0019_availability_forecast,D090,318,pl_switches5|skill_vs_R1,0.011723045261123,0.0011865333652995,16345,t_statistic,,0.938061938061938,True,True,True,False,True
E0_I0019_availability_forecast,D090,318,pl_consec_absences|skill_vs_R1,0.0114080505672022,0.0011546515712857,17809,t_statistic,,0.1278721278721278,True,True,True,False,True
E0_I0016_efficiency_predictors,D085,132,ts|A02_opp_ts_allowed,0.0112210473422376,0.0079713125511613,14079,increment,0.0010774935524713,1.0,True,True,True,True,True
E1_I0023_usage_defence_interaction,D098/D099,120,A01_opp_efg_allowed|attempts|DECISION,0.0109617162517073,0.0035307889626246,5670,paired,0.0009925553613312,,True,True,True,True,True
E0_I0019_availability_forecast,D090,318,pl_minutes_prior|skill_vs_R1,0.0108489363646658,0.0010980615265025,17809,t_statistic,,1.0,True,True,True,False,True
E0_I0016_efficiency_predictors,D085,132,ppm|A10_opp_defrtg,0.0104123279076732,0.007391982982166,14852,increment,0.0014430974149688,1.0,True,True,True,True,True
E0_I0014_residual_heterogeneity,D078/D082 era,348,pl_start_frac5|fga_absres,0.0102306923702277,0.001116308767398,13879,t_statistic,0.0444085491589262,0.987,True,True,True,False,True
E0_I0014_residual_heterogeneity,D078/D082 era,348,pl_career_games_prior|fga_absres,0.0101825794510641,0.0011110589884443,13879,t_statistic,0.0027825522852674,1.0,True,True,True,False,True
E0_I0019_availability_forecast,D090,318,pl_min_sd5|skill_vs_R1,0.0097572668130387,0.0009875695580733,15254,t_statistic,,1.0,True,True,True,False,True
E0_I0014_residual_heterogeneity,D078/D082 era,348,pts__pred_width|pts_sqres,0.0097214350710203,0.0010607418157789,13879,t_statistic,0.0505131054872348,0.684,True,True,True,False,True
E0_I0014_residual_heterogeneity,D078/D082 era,348,pl_career_games_prior|minutes_absres,0.009710863061542,0.0010595882646366,13879,t_statistic,0.0181535109283278,1.0,True,True,True,False,True
E0_I0016_efficiency_predictors,D085,132,ts|A01_opp_efg_allowed,0.0096906033378449,0.0065870910792622,14079,increment,0.000782667827166,1.0,True,True,True,True,True
E1_I0023_usage_defence_interaction,D098/D099,120,A02_opp_ts_allowed|ppm|DECISION,0.0096604630928524,0.0031116529272296,5670,paired,0.0009115321646123,,True,True,True,True,True
E0_I0014_residual_heterogeneity,D078/D082 era,348,pl_career_games_prior|fga_sqres,0.0096230171270203,0.0010500030690958,13879,t_statistic,0.0014600078786105,1.0,True,True,True,False,True
E1_I0023_usage_defence_interaction,D098/D099,120,A01_opp_efg_allowed|ppm|DECISION,0.0096195858222579,0.0030984862832003,5670,paired,0.0007335602282017,,True,True,True,True,True
E1_I0023_usage_defence_interaction,D098/D099,120,A10_opp_defrtg|points|DECISION,0.0094193575652434,0.0030339923934079,5670,paired,0.0018291287993169,,True,True,True,True,True
E1_I0023_usage_defence_interaction,D098/D099,120,A02_opp_ts_allowed|points|DECISION,0.0093200706004751,0.0030020118794732,5670,paired,0.0008248842414869,,True,True,True,True,True
E0_I0014_residual_heterogeneity,D078/D082 era,348,pts__pred_iqr|fga_absres,0.0093105571011973,0.001015909397459,13879,t_statistic,0.0392533522836681,1.0,True,True,True,False,True
E0_I0014_residual_heterogeneity,D078/D082 era,348,pts__pred_iqr|pts_absres,0.0092422589981522,0.00100845713827,13879,t_statistic,0.0543121784105285,0.235,True,True,True,False,True
E0_I0014_residual_heterogeneity,D078/D082 era,348,fga__pred_width|pts_sqres,0.008953179021168,0.0009769145504266,13879,t_statistic,0.0396123058271695,1.0,True,True,True,False,True
E0_I0016_efficiency_predictors,D085,132,ts|A07_opp_ftrate_allowed,0.0089447919366708,0.006441156688601,14079,increment,0.0010685854965211,1.0,True,True,True,True,True
E0_I0014_residual_heterogeneity,D078/D082 era,348,pl_career_games_prior|pts_absres,0.0088484299188073,0.0009654849875866,13879,t_statistic,0.0121396711736503,1.0,True,True,True,False,True
E0_I0019_availability_forecast,D090,318,pl_prior_season_games|llskill_vs_R3,0.0088060472203581,0.0008912930565924,17809,t_statistic,,1.0,True,True,True,False,True
E0_I0016_efficiency_predictors,D085,132,efg|A02_opp_ts_allowed,0.0086119028013466,0.0059225226499485,13989,increment,0.0006914606545055,1.0,True,True,True,True,True
E0_I0019_availability_forecast,D090,318,pl_is_rookie_window|llskill_vs_R3,0.0085731532480599,0.0008677209844428,17809,t_statistic,,1.0,True,True,True,False,True
E0_I0019_availability_forecast,D090,318,pl_start_mean5|llskill_vs_R3,0.008571442673476,0.0008675478507755,15831,t_statistic,,0.98001998001998,True,True,True,False,True
E0_I0014_residual_heterogeneity,D078/D082 era,348,minutes__pred_cv|fga_absres,0.0085700402247196,0.0009351088561365,13879,t_statistic,0.0391707153674244,1.0,True,True,True,False,True
E1_I0023_usage_defence_interaction,D098/D099,120,A10_opp_defrtg|ppm|DECISION,0.0085159871440994,0.0027430151195125,5670,paired,0.0017689144763437,,True,True,True,True,True
E0_I0016_efficiency_predictors,D085,132,efg|A01_opp_efg_allowed,0.0084893297519599,0.0056477565567146,13989,increment,0.0005276445804308,1.0,True,True,True,True,True
E0_I0014_residual_heterogeneity,D078/D082 era,348,pl_career_games_prior|minutes_sqres,0.0084169909456317,0.0009184090819758,13879,t_statistic,0.0193287190166225,1.0,True,True,True,False,True
E0_I0019_availability_forecast,D090,318,pl_usg_mean5|llskill_vs_R3,0.0083855134660951,0.0008487292585729,15831,t_statistic,,1.0,True,True,True,False,True
E0_I0014_residual_heterogeneity,D078/D082 era,348,pl_min_cv5|fga_absres,0.0083727059410175,0.0009135769809678,13879,t_statistic,0.027650403333589,1.0,True,True,True,False,True
E0_I0014_residual_heterogeneity,D078/D082 era,348,minutes__pred_width|fga_absres,0.0083580561718979,0.0009119784903558,13879,t_statistic,0.0281694670740547,1.0,True,True,True,False,True
E0_I0019_availability_forecast,D090,318,pl_career_games_prior|llskill_vs_R3,0.0082816620332746,0.0008382180656763,17809,t_statistic,,1.0,True,True,True,False,True
E1_I0023_usage_defence_interaction,D098/D099,120,A01_opp_efg_allowed|points|DECISION,0.0082459546837405,0.0026560371674571,5670,paired,0.0007267049728086,,True,True,True,True,True
E0_I0014_residual_heterogeneity,D078/D082 era,348,pl_start_frac5|minutes_absres,0.0082419444566161,0.0008993091107013,13879,t_statistic,0.0003244079545629,1.0,True,True,True,False,True
E0_I0019_availability_forecast,D090,318,pl_min_mean5|llskill_vs_R3,0.0082042022139161,0.000830378066931,15831,t_statistic,,0.4095904095904096,True,True,True,False,True
E0_I0014_residual_heterogeneity,D078/D082 era,348,fga__pred_width|minutes_absres,0.0082037916479278,0.0008951461163214,13879,t_statistic,0.0025782813864278,1.0,True,True,True,False,True
E0_I0014_residual_heterogeneity,D078/D082 era,348,minutes__pred_width|pts_absres,0.0081882019785346,0.0008934450697065,13879,t_statistic,0.0381490934854125,1.0,True,True,True,False,True
E0_I0019_availability_forecast,D090,318,pl_is_rookie_window|skill_vs_R3,0.0080800565030415,0.000817812814061,17809,t_statistic,,1.0,True,True,True,False,True
E0_I0016_efficiency_predictors,D085,132,efg|C02_tm_ast_per_game,0.0080795482460779,0.0060011828248612,13989,increment,0.0010117240320042,1.0,True,True,True,True,True
E0_I0014_residual_heterogeneity,D078/D082 era,348,pl_start_frac5|pts_sqres,0.0080394970240011,0.0008772193209014,13879,t_statistic,0.0402823674389781,1.0,True,True,True,False,True
E0_I0016_efficiency_predictors,D085,132,ts|A08_opp_pf,0.0080228603452453,0.0057996302567383,14079,increment,0.0010938711864259,1.0,True,True,True,True,True
E0_I0014_residual_heterogeneity,D078/D082 era,348,pts__pred_width|minutes_absres,0.0079948337928037,0.0008723459501889,13879,t_statistic,0.0006387208004863,1.0,True,True,True,False,True
E0_I0019_availability_forecast,D090,318,pl_start_mean5|skill_vs_R3,0.0079870075484823,0.0008083949804921,15831,t_statistic,,0.973026973026973,True,True,True,False,True
E0_I0016_efficiency_predictors,D085,132,ts|A10_opp_defrtg,0.0079848560787978,0.0056154499881278,14079,increment,0.0006940830677306,1.0,True,True,True,True,True
E0_I0016_efficiency_predictors,D085,132,efg|E02_pl_paintpts_share,0.0079670294521555,0.0058389059191018,13950,increment,0.0018616706291119,1.0,True,True,True,True,True
E0_I0014_residual_heterogeneity,D078/D082 era,348,fga__pred_cv|fga_absres,0.00796492946106,0.0008690829777037,13879,t_statistic,0.0400008200765562,1.0,True,True,True,False,True
E0_I0019_availability_forecast,D090,318,neg_ctrl_player_noise|llskill_vs_R3,0.0079103817537724,0.0008006393965085,17809,t_statistic,,1.0,True,True,True,False,True
E0_I0019_availability_forecast,D090,318,pl_career_opps_prior|llskill_vs_R3,0.0078817306888698,0.0007977395148053,17809,t_statistic,,1.0,True,True,True,False,True
E0_I0019_availability_forecast,D090,318,pl_boundary_score_career|llskill_vs_R3,0.0078375088263248,0.0007932636542915,17700,t_statistic,,0.0889110889110889,True,True,True,False,True
E0_I0014_residual_heterogeneity,D078/D082 era,348,fga__pred_cv|pts_absres,0.0078103232347474,0.0008522133192601,13879,t_statistic,0.0532303046160557,0.347,True,True,True,False,True
E0_I0019_availability_forecast,D090,318,pl_min_mean5|signed_err,0.0077973417512766,0.0007891981940234,15831,t_statistic,,0.7792207792207793,True,True,True,False,True
E0_I0014_residual_heterogeneity,D078/D082 era,348,pl_start_frac5|fga_sqres,0.0077813665622415,0.0008490537493871,13879,t_statistic,0.0288863877265792,1.0,True,True,True,False,True
E0_I0014_residual_heterogeneity,D078/D082 era,348,pl_is_rookie_window|pts_absres,0.0077659876173639,0.0008473756957052,13879,t_statistic,0.0072564511603824,1.0,True,True,True,False,True
E0_I0014_residual_heterogeneity,D078/D082 era,348,fga__pred_iqr|fga_absres,0.0077559911556448,0.0008462849447124,13879,t_statistic,0.0280921240407474,1.0,True,True,True,False,True
E0_I0019_availability_forecast,D090,318,mdl_n_prior_games|skill_vs_R1,0.00773810082107,0.000783202197359,17809,t_statistic,,1.0,True,True,True,False,True
E0_I0019_availability_forecast,D090,318,pl_usg_mean5|skill_vs_R3,0.0077043253445551,0.0007797836547431,15831,t_statistic,,1.0,True,True,True,False,True
E0_I0019_availability_forecast,D090,318,pl_usg_mean5|signed_err,0.0077042977479655,0.0007797808615888,15831,t_statistic,,1.0,True,True,True,False,True
E0_I0014_residual_heterogeneity,D078/D082 era,348,pl_min_cv5|pts_absres,0.0076991858189293,0.0008400867038587,13879,t_statistic,0.0499999012894672,0.739,True,True,True,False,True
E0_I0016_efficiency_predictors,D085,132,ts|E02_pl_paintpts_share,0.0076821141924757,0.0056967903834972,14036,increment,0.0023201837903074,0.6256239600665557,True,True,True,True,True
E0_I0019_availability_forecast,D090,318,pl_start_mean5|signed_err,0.0076806029815247,0.0007773826254361,15831,t_statistic,,0.952047952047952,True,True,True,False,True
E0_I0014_residual_heterogeneity,D078/D082 era,348,pl_career_games_prior|pts_sqres,0.0076397050475235,0.0008335965364087,13879,t_statistic,0.0085308931155832,1.0,True,True,True,False,True
E0_I0019_availability_forecast,D090,318,pl_games_prior|skill_vs_R1,0.0076225480921513,0.0007715066724114,17809,t_statistic,,1.0,True,True,True,False,True
E0_I0014_residual_heterogeneity,D078/D082 era,348,fga__pred_width|fga_sqres,0.0076107054134296,0.0008304322788376,13879,t_statistic,0.033603867979466,1.0,True,True,True,False,True
E0_I0019_availability_forecast,D090,318,pl_min_mean5|skill_vs_R3,0.0075926254187734,0.0007684780864467,15831,t_statistic,,0.3146853146853147,True,True,True,False,True
E0_I0014_residual_heterogeneity,D078/D082 era,348,pts__pred_width|fga_sqres,0.0075809195222255,0.0008271822298387,13879,t_statistic,0.0435612426366106,0.994,True,True,True,False,True
E0_I0019_availability_forecast,D090,318,pl_switch_rate|llskill_vs_R3,0.0075661087804068,0.000765794238056,17320,t_statistic,,0.2457542457542457,True,True,True,False,True
E0_I0014_residual_heterogeneity,D078/D082 era,348,pts__pred_iqr|minutes_absres,0.0075606897026737,0.00082497487924,13879,t_statistic,0.0032444162318359,1.0,True,True,True,False,True
E0_I0016_efficiency_predictors,D085,132,ts|E07_pl_2ndchance_share,0.007530850922814,0.0049461395196853,14036,increment,0.0020652958210235,0.8851913477537438,True,True,True,True,True
E0_I0014_residual_heterogeneity,D078/D082 era,348,minutes__pred_cv|minutes_absres,0.0074453355985914,0.0008123881653518,13879,t_statistic,0.0029584451950763,1.0,True,True,True,False,True
E0_I0014_residual_heterogeneity,D078/D082 era,348,pl_min_mean5|minutes_absres,0.0074434496534875,0.0008121823828907,13879,t_statistic,0.0034838985466751,1.0,True,True,True,False,True
E0_I0019_availability_forecast,D090,318,mdl_is_cold_start|skill_vs_R3,0.0073823335207343,0.0007471936549771,17809,t_statistic,,1.0,True,True,True,False,True
E0_I0019_availability_forecast,D090,318,pl_prior_season_games|skill_vs_R3,0.0073626750609997,0.0007452039485598,17809,t_statistic,,1.0,True,True,True,False,True
E0_I0014_residual_heterogeneity,D078/D082 era,348,fga__pred_iqr|pts_absres,0.0073622837588456,0.0008033260712626,13879,t_statistic,0.0353228377967076,1.0,True,True,True,False,True
E0_I0019_availability_forecast,D090,318,pl_switch_rate|skill_vs_R3,0.0073074716972464,0.0007396166091347,17320,t_statistic,,0.3586413586413586,True,True,True,False,True
E0_I0019_availability_forecast,D090,318,pl_min_cv5|signed_err,0.0073031028482829,0.0007391744215505,15254,t_statistic,,1.0,True,True,True,False,True
E0_I0019_availability_forecast,D090,318,pl_prior_rate_career|llskill_vs_R3,0.0072595189567284,0.0007347631324727,17700,t_statistic,,0.916083916083916,True,True,True,False,True
E0_I0019_availability_forecast,D090,318,pl_boundary_score_career|skill_vs_R3,0.0072386685956782,0.0007326527892544,17700,t_statistic,,0.2067932067932067,True,True,True,False,True
E0_I0019_availability_forecast,D090,318,pl_min_per_opp_prior|signed_err,0.00721987559928,0.0007307506796265,17320,t_statistic,,1.0,True,True,True,False,True
E0_I0019_availability_forecast,D090,318,pl_boundary_score|llskill_vs_R3,0.0072181031993937,0.0007305712883885,17320,t_statistic,,0.4145854145854146,True,True,True,False,True
E0_I0014_residual_heterogeneity,D078/D082 era,348,fga__pred_iqr|minutes_absres,0.0072095942491529,0.0007866655528742,13879,t_statistic,0.0054606919098415,1.0,True,True,True,False,True
E0_I0014_residual_heterogeneity,D078/D082 era,348,minutes__pred_width|minutes_absres,0.0071939549073625,0.00078495908632,13879,t_statistic,0.0070737970589818,1.0,True,True,True,False,True
E0_I0014_residual_heterogeneity,D078/D082 era,348,pl_min_mean5|fga_absres,0.0071740659028829,0.0007827889233171,13879,t_statistic,0.0464160847380818,0.956,True,True,True,False,True
E0_I0019_availability_forecast,D090,318,mdl_is_cold_start|llskill_vs_R3,0.0071527692584884,0.0007239585952662,17809,t_statistic,,1.0,True,True,True,False,True
E0_I0014_residual_heterogeneity,D078/D082 era,348,fga__pred_cv|minutes_absres,0.0070677931905698,0.0007711931137475,13879,t_statistic,0.0028331760680538,1.0,True,True,True,False,True
E0_I0019_availability_forecast,D090,318,pl_prior_rate_inseason|llskill_vs_R3,0.0070570899725307,0.0007142745359942,17320,t_statistic,,0.1578421578421578,True,True,True,False,True
E0_I0014_residual_heterogeneity,D078/D082 era,348,pts__pred_iqr|fga_sqres,0.0070545287387117,0.0007697457802369,13879,t_statistic,0.01844302748356,1.0,True,True,True,False,True
E0_I0019_availability_forecast,D090,318,pl_prior_rate_career|skill_vs_R3,0.0070343114851599,0.0007119690398817,17700,t_statistic,,0.965034965034965,True,True,True,False,True
E0_I0024_reb_ast_characterisation,D097,250,DECISION|y_oreb|B_SINGLE|R10_opp_allowed_oreb_pg,0.0069747171545146,0.0030331473662795,5111,increment,0.0004227868991593,1.0,True,True,True,True,True
E0_I0019_availability_forecast,D090,318,neg_ctrl_player_noise|skill_vs_R3,0.00696468674196,0.0007049220585712,17809,t_statistic,,1.0,True,True,True,False,True
E0_I0019_availability_forecast,D090,318,pl_career_games_prior|skill_vs_R3,0.0069551368189033,0.0007039554750521,17809,t_statistic,,1.0,True,True,True,False,True
E0_I0016_efficiency_predictors,D085,132,ppm|A01_opp_efg_allowed,0.0069272755644795,0.0044510995573514,14852,increment,0.0007493126225815,1.0,True,True,True,True,True
E0_I0016_efficiency_predictors,D085,132,efg|E07_pl_2ndchance_share,0.0069235743096506,0.0044781051868319,13950,increment,0.0020268763181041,0.7820299500831946,True,True,True,True,True
E0_I0014_residual_heterogeneity,D078/D082 era,348,pl_is_rookie_window|pts_sqres,0.0069027125306344,0.000753180551025,13879,t_statistic,0.0046019346305824,1.0,True,True,True,False,True
E0_I0014_residual_heterogeneity,D078/D082 era,348,pl_prior_season_games|pts_absres,0.0068946512197713,0.0007523009515152,13879,t_statistic,0.0185262909187,1.0,True,True,True,False,True
E0_I0024_reb_ast_characterisation,D097,250,POOLED|y_oreb|B_COMPLETE_PLUS_R10|R08_player_ra_share,0.006870281426422,0.002987730620827,13784,increment,0.0065402705613551,1.0,True,True,True,True,True
E0_I0016_efficiency_predictors,D085,132,ppm|D02_opp_poss_per40,0.0068692627945584,0.0047788960819444,14852,increment,0.0010606313808426,1.0,True,True,True,True,True
E0_I0014_residual_heterogeneity,D078/D082 era,348,pts__is_cold_start|minutes_sqres,0.0068639440855541,0.0007489503822763,13879,t_statistic,0.0166026792926985,1.0,True,True,True,False,True
E0_I0024_reb_ast_characterisation,D097,250,POOLED|y_oreb|B_COMPLETE|R08_player_ra_share,0.0068193430960592,0.0029655786884748,13784,increment,0.0064881159695263,1.0,True,True,True,True,True
E0_I0019_availability_forecast,D090,318,pl_switch_rate|signed_err,0.0068099306466767,0.0006892586139246,17320,t_statistic,,1.0,True,True,True,False,True
E1_I0023_usage_defence_interaction,D098/D099,120,A10_opp_defrtg|points|POOLED,0.0068062030636683,0.0021922905230136,14807,paired,0.0018725396989683,,True,True,True,False,True
E0_I0014_residual_heterogeneity,D078/D082 era,348,pl_min_cv5|minutes_absres,0.0067992986586004,0.0007418966801153,13879,t_statistic,0.0034789206841802,1.0,True,True,True,False,True
E0_I0019_availability_forecast,D090,318,neg_ctrl_player_noise|signed_err,0.0067811020301425,0.0006863407615551,17809,t_statistic,,1.0,True,True,True,False,True
E0_I0019_availability_forecast,D090,318,pl_boundary_score|skill_vs_R3,0.006767683049647,0.000684982576226,17320,t_statistic,,0.3816183816183816,True,True,True,False,True
E0_I0019_availability_forecast,D090,318,pl_min_trend5|skill_vs_R2,0.0067596546097704,0.0006841699877242,13953,t_statistic,,1.0,True,True,True,False,True
E0_I0019_availability_forecast,D090,318,pl_is_rookie_window|signed_err,0.0067560448352127,0.0006838046289067,17809,t_statistic,,1.0,True,True,True,False,True
E0_I0014_residual_heterogeneity,D078/D082 era,348,pl_min_cv5|fga_sqres,0.0067288922328434,0.0007342143740201,13879,t_statistic,0.0146845406777784,1.0,True,True,True,False,True
E0_I0014_residual_heterogeneity,D078/D082 era,348,minutes__pred_cv|fga_sqres,0.0066939643398344,0.000730403262144,13879,t_statistic,0.0184719316288181,1.0,True,True,True,False,True
E0_I0019_availability_forecast,D090,318,pl_prior_rate_inseason|skill_vs_R3,0.0066673054902527,0.0006748229870838,17320,t_statistic,,0.1318681318681318,True,True,True,False,True
E0_I0016_efficiency_predictors,D085,132,ppm|A02_opp_ts_allowed,0.0066650717064642,0.0044416766577531,14852,increment,0.0008046485441452,1.0,True,True,True,True,True
E0_I0019_availability_forecast,D090,318,pl_career_opps_prior|skill_vs_R3,0.0066457764101483,0.0006726439481652,17809,t_statistic,,1.0,True,True,True,False,True
E0_I0019_availability_forecast,D090,318,pl_prior_season_games|signed_err,0.0066014624306295,0.0006681587641471,17809,t_statistic,,1.0,True,True,True,False,True
E0_I0019_availability_forecast,D090,318,pl_prior_rate_inseason|signed_err,0.0065896649115212,0.0006669646930045,17320,t_statistic,,0.6203796203796204,True,True,True,False,True
E0_I0019_availability_forecast,D090,318,pl_boundary_score_career|signed_err,0.0065137463703489,0.0006592806928033,17700,t_statistic,,1.0,True,True,True,False,True
E0_I0019_availability_forecast,D090,318,pl_prior_rate_career|signed_err,0.0065099547327548,0.000658896926946,17700,t_statistic,,1.0,True,True,True,False,True
E0_I0014_residual_heterogeneity,D078/D082 era,348,fga__pred_width|minutes_sqres,0.0065037550805143,0.0007096488247966,13879,t_statistic,0.0022365979018109,1.0,True,True,True,False,True
E0_I0024_reb_ast_characterisation,D097,250,DECISION|y_oreb|B_COMPLETE|R10_opp_allowed_oreb_pg,0.0064978056161174,0.0028257492819426,5111,increment,0.0005009781027001,1.0,True,True,True,True,True
E0_I0014_residual_heterogeneity,D078/D082 era,348,pl_start_frac5|minutes_sqres,0.0064873958283312,0.0007078638061508,13879,t_statistic,4.910638915767867e-06,1.0,True,True,True,False,True
