stratum,base,null,carrier,n,n_clusters,family_size_K,mde80_familywise,mde80_status,mde80_per_cell,type1_at_delta0_familywise,type1_at_delta0_per_cell,null_mean,null_sd,sigma_drift_delta1e2_vs_0,t_crit_familywise,t_crit_per_cell
POOLED,B_COMPLETE,N_C_entity_swap_opp_team_season,A10_opp_defrtg,14852,48,348,0.001668785861529759,OK,0.000715329997697535,0.0014992503748125937,0.04697651174412794,0.0001066684311852092,0.00014986187838837416,12.285468083590542,6.97447469907285,1.9795394199991527
POOLED,B_COMPLETE,N_D_within_date_opp_swap,A10_opp_defrtg,14852,1632,1,0.0002509791714015189,OK,0.00025403991618696897,0.04897551224387806,0.047976011994003,3.550992501585241e-05,4.909163640964099e-05,17.64551065983988,2.00296895747484,2.051112665952921
POOLED,B_COMPLETE,N_D_within_date_opp_swap,A10_opp_defrtg,14852,1632,18,0.00044956082708102026,OK,0.00025403991618696897,0.005497251374312844,0.047976011994003,3.550992501585241e-05,4.909163640964099e-05,17.64551065983988,5.065914990765384,2.051112665952921
POOLED,B_COMPLETE,N_D_within_date_opp_swap,A10_opp_defrtg,14852,1632,39,0.0004924713299476862,OK,0.00025403991618696897,0.00399800099950025,0.047976011994003,3.550992501585241e-05,4.909163640964099e-05,17.64551065983988,5.748932232686749,2.051112665952921
POOLED,B_COMPLETE,N_D_within_date_opp_swap,A10_opp_defrtg,14852,1632,44,0.0004984428661240304,OK,0.00025403991618696897,0.00399800099950025,0.047976011994003,3.550992501585241e-05,4.909163640964099e-05,17.64551065983988,5.866627662225086,2.051112665952921
POOLED,B_COMPLETE,N_D_within_date_opp_swap,A10_opp_defrtg,14852,1632,132,0.0005579443821379643,OK,0.00025403991618696897,0.001999000499750125,0.047976011994003,3.550992501585241e-05,4.909163640964099e-05,17.64551065983988,6.97447469907285,2.051112665952921
POOLED,B_COMPLETE,N_D_within_date_opp_swap,A10_opp_defrtg,14852,1632,154,0.0005596787654017665,OK,0.00025403991618696897,0.001999000499750125,0.047976011994003,3.550992501585241e-05,4.909163640964099e-05,17.64551065983988,7.0083281495438365,2.051112665952921
POOLED,B_COMPLETE,N_D_within_date_opp_swap,A10_opp_defrtg,14852,1632,250,0.0005575151641572872,OK,0.00025403991618696897,0.001999000499750125,0.047976011994003,3.550992501585241e-05,4.909163640964099e-05,17.64551065983988,6.964093931192527,2.051112665952921
POOLED,B_COMPLETE,N_D_within_date_opp_swap,A10_opp_defrtg,14852,1632,318,0.0005579443821379643,OK,0.00025403991618696897,0.001999000499750125,0.047976011994003,3.550992501585241e-05,4.909163640964099e-05,17.64551065983988,6.97447469907285,2.051112665952921
POOLED,B_COMPLETE,N_D_within_date_opp_swap,A10_opp_defrtg,14852,1632,348,0.0005579443821379643,OK,0.00025403991618696897,0.001999000499750125,0.047976011994003,3.550992501585241e-05,4.909163640964099e-05,17.64551065983988,6.97447469907285,2.051112665952921
POOLED,B_COMPLETE,N_R_row_level_CONTRAST_ONLY,P01_c04_prevgame,14852,14852,1,0.0004434130908791365,OK,0.0004179303360038196,0.038980509745127435,0.049475262368815595,5.554508977858145e-05,8.347711138041287e-05,18.54992642399068,1.9992539964460991,1.7739579077945105
POOLED,B_COMPLETE,N_R_row_level_CONTRAST_ONLY,P01_c04_prevgame,14852,14852,18,0.0007721414207920021,OK,0.0004179303360038196,0.0024987506246876563,0.049475262368815595,5.554508977858145e-05,8.347711138041287e-05,18.54992642399068,4.974338012066289,1.7739579077945105
POOLED,B_COMPLETE,N_R_row_level_CONTRAST_ONLY,P01_c04_prevgame,14852,14852,39,0.0008688551274918144,OK,0.0004179303360038196,0.0009995002498750624,0.049475262368815595,5.554508977858145e-05,8.347711138041287e-05,18.54992642399068,5.695986850028299,1.7739579077945105
POOLED,B_COMPLETE,N_R_row_level_CONTRAST_ONLY,P01_c04_prevgame,14852,14852,44,0.0008846443486904272,OK,0.0004179303360038196,0.0009995002498750624,0.049475262368815595,5.554508977858145e-05,8.347711138041287e-05,18.54992642399068,5.833238170032072,1.7739579077945105
POOLED,B_COMPLETE,N_R_row_level_CONTRAST_ONLY,P01_c04_prevgame,14852,14852,132,0.0009585609183217905,OK,0.0004179303360038196,0.0009995002498750624,0.049475262368815595,5.554508977858145e-05,8.347711138041287e-05,18.54992642399068,6.606553602093543,1.7739579077945105
POOLED,B_COMPLETE,N_R_row_level_CONTRAST_ONLY,P01_c04_prevgame,14852,14852,154,0.0009681194864377766,OK,0.0004179303360038196,0.0009995002498750624,0.049475262368815595,5.554508977858145e-05,8.347711138041287e-05,18.54992642399068,6.726312674502062,1.7739579077945105
POOLED,B_COMPLETE,N_R_row_level_CONTRAST_ONLY,P01_c04_prevgame,14852,14852,250,0.0009541785066452291,OK,0.0004179303360038196,0.0009995002498750624,0.049475262368815595,5.554508977858145e-05,8.347711138041287e-05,18.54992642399068,6.535048638253136,1.7739579077945105
POOLED,B_COMPLETE,N_R_row_level_CONTRAST_ONLY,P01_c04_prevgame,14852,14852,318,0.0009585609183217905,OK,0.0004179303360038196,0.0009995002498750624,0.049475262368815595,5.554508977858145e-05,8.347711138041287e-05,18.54992642399068,6.606553602093543,1.7739579077945105
POOLED,B_COMPLETE,N_R_row_level_CONTRAST_ONLY,P01_c04_prevgame,14852,14852,348,0.0009675968468648059,OK,0.0004179303360038196,0.0009995002498750624,0.049475262368815595,5.554508977858145e-05,8.347711138041287e-05,18.54992642399068,6.686211887168178,1.7739579077945105
POOLED,B_COMPLETE,N_R_row_level_CONTRAST_ONLY_OPP,A10_opp_defrtg,14852,14852,1,0.00045417144722241883,OK,0.00043710216706621403,0.04047976011994003,0.047976011994003,5.810274741514898e-05,8.757877910418184e-05,16.394047556037318,1.9992539964460991,1.8369029009333957
POOLED,B_COMPLETE,N_R_row_level_CONTRAST_ONLY_OPP,A10_opp_defrtg,14852,14852,18,0.0008038224701553173,OK,0.00043710216706621403,0.0029985007496251873,0.047976011994003,5.810274741514898e-05,8.757877910418184e-05,16.394047556037318,4.974338012066289,1.8369029009333957
