season,team,slate_index,n_name,n_id,delta
2021,LAS,11,13,13,0
2021,LAS,12,10,10,0
2021,LAS,13,10,10,0
2021,LAS,14,10,10,0
2021,LAS,15,11,11,0
2021,LAS,16,10,10,0
2021,LAS,17,9,9,0
2021,LAS,18,9,9,0
2021,LAS,19,9,9,0
2021,LAS,20,11,11,0
2021,LAS,21,11,11,0
2021,LAS,22,10,10,0
2021,LAS,23,12,12,0
2021,LAS,24,12,12,0
2021,LAS,25,11,11,0
2021,LAS,26,10,10,0
2021,LAS,27,11,11,0
2021,LAS,28,11,11,0
2021,LAS,29,11,11,0
2021,LAS,30,11,11,0
2021,LAS,31,11,11,0
2021,LAS,32,11,11,0
2021,LVA,1,10,10,0
2021,LVA,2,10,10,0
2021,LVA,3,10,10,0
2021,LVA,4,10,10,0
2021,LVA,5,9,9,0
2021,LVA,6,11,11,0
2021,LVA,7,12,12,0
2021,LVA,8,12,12,0
2021,LVA,9,11,11,0
2021,LVA,10,11,11,0
2021,LVA,11,11,11,0
2021,LVA,12,11,11,0
2021,LVA,13,11,11,0
2021,LVA,14,11,11,0
2021,LVA,15,11,11,0
2021,LVA,16,11,11,0
2021,LVA,17,12,12,0
2021,LVA,18,10,10,0
2021,LVA,19,10,10,0
2021,LVA,20,10,10,0
2021,LVA,21,10,10,0
2021,LVA,22,10,10,0
2021,LVA,23,10,10,0
2021,LVA,24,11,11,0
2021,LVA,25,11,11,0
2021,LVA,26,11,11,0
2021,LVA,27,12,12,0
2021,LVA,28,12,12,0
2021,LVA,29,12,12,0
2021,LVA,30,12,12,0
2021,LVA,31,12,12,0
2021,LVA,32,12,12,0
2021,LVA,33,11,11,0
2021,LVA,34,10,10,0
2021,LVA,35,10,10,0
2021,LVA,36,10,10,0
2021,LVA,37,10,10,0
2021,MIN,1,11,11,0
2021,MIN,2,11,11,0
2021,MIN,3,11,11,0
2021,MIN,4,12,12,0
2021,MIN,5,13,13,0
2021,MIN,6,12,12,0
2021,MIN,7,12,12,0
2021,MIN,8,12,12,0
2021,MIN,9,12,12,0
2021,MIN,10,13,13,0
2021,MIN,11,13,13,0
2021,MIN,12,13,13,0
2021,MIN,13,10,10,0
2021,MIN,14,13,13,0
2021,MIN,15,12,12,0
2021,MIN,16,12,12,0
2021,MIN,17,13,13,0
2021,MIN,18,13,13,0
2021,MIN,19,13,13,0
2021,MIN,20,13,13,0
2021,MIN,21,13,13,0
2021,MIN,22,12,12,0
2021,MIN,23,12,12,0
2021,MIN,24,12,12,0
2021,MIN,25,12,12,0
2021,MIN,26,12,12,0
2021,MIN,27,12,12,0
2021,MIN,28,12,12,0
2021,MIN,29,13,13,0
2021,MIN,30,13,13,0
2021,MIN,31,13,13,0
2021,MIN,32,13,13,0
2021,MIN,33,13,13,0
2021,NYL,1,12,12,0
2021,NYL,2,13,13,0
2021,NYL,3,14,14,0
2021,NYL,4,13,13,0
2021,NYL,5,13,13,0
2021,NYL,6,12,12,0
2021,NYL,7,12,12,0
2021,NYL,8,12,12,0
2021,NYL,9,12,12,0
2021,NYL,10,13,13,0
2021,NYL,11,13,13,0
2021,NYL,12,13,13,0
2021,NYL,13,12,12,0
2021,NYL,14,13,13,0
2021,NYL,15,13,13,0
2021,NYL,16,12,12,0
2021,NYL,17,12,12,0
2021,NYL,18,13,13,0
2021,NYL,19,13,13,0
2021,NYL,20,12,12,0
2021,NYL,21,12,12,0
2021,NYL,22,12,12,0
2021,NYL,23,12,12,0
2021,NYL,24,12,12,0
2021,NYL,25,12,12,0
2021,NYL,26,12,12,0
2021,NYL,27,12,12,0
2021,NYL,28,12,12,0
2021,NYL,29,12,12,0
2021,NYL,30,12,12,0
2021,NYL,31,12,12,0
2021,NYL,32,12,12,0
2021,NYL,33,12,12,0
2021,PHO,1,11,11,0
2021,PHO,2,11,11,0
2021,PHO,3,11,11,0
2021,PHO,4,11,11,0
2021,PHO,5,12,12,0
2021,PHO,6,13,13,0
2021,PHO,7,12,12,0
2021,PHO,8,12,12,0
2021,PHO,9,12,12,0
2021,PHO,10,12,12,0
2021,PHO,11,12,12,0
2021,PHO,12,12,12,0
2021,PHO,13,12,12,0
2021,PHO,14,12,12,0
2021,PHO,15,12,12,0
2021,PHO,16,11,11,0
2021,PHO,17,10,10,0
2021,PHO,18,11,11,0
2021,PHO,19,11,11,0
2021,PHO,20,11,11,0
2021,PHO,21,11,11,0
2021,PHO,22,11,11,0
2021,PHO,23,11,11,0
2021,PHO,24,11,11,0
2021,PHO,25,11,11,0
2021,PHO,26,11,11,0
2021,PHO,27,11,11,0
2021,PHO,28,11,11,0
2021,PHO,29,11,11,0
2021,PHO,30,11,11,0
2021,PHO,31,11,11,0
2021,PHO,32,11,11,0
2021,PHO,33,12,11,1
2021,PHO,34,12,11,1
2021,PHO,35,11,11,0
2021,PHO,36,11,11,0
2021,PHO,37,11,11,0
2021,PHO,38,11,11,0
2021,PHO,39,11,11,0
2021,PHO,40,11,11,0
2021,PHO,41,11,11,0
2021,PHO,42,11,11,0
2021,PHO,43,11,11,0
2021,SEA,1,11,11,0
2021,SEA,2,11,11,0
2021,SEA,3,12,12,0
2021,SEA,4,13,13,0
2021,SEA,5,12,12,0
2021,SEA,6,12,12,0
2021,SEA,7,12,12,0
2021,SEA,8,12,12,0
2021,SEA,9,12,12,0
2021,SEA,10,12,12,0
2021,SEA,11,12,12,0
2021,SEA,12,12,12,0
2021,SEA,13,12,12,0
2021,SEA,14,12,12,0
2021,SEA,15,12,12,0
2021,SEA,16,12,12,0
2021,SEA,17,13,13,0
2021,SEA,18,13,13,0
2021,SEA,19,12,12,0
2021,SEA,20,12,12,0
2021,SEA,21,12,12,0
2021,SEA,22,13,13,0
2021,SEA,23,13,13,0
2021,SEA,24,12,12,0
2021,SEA,25,12,12,0
2021,SEA,26,13,13,0
2021,SEA,27,12,12,0
2021,SEA,28,12,12,0
2021,SEA,29,12,12,0
2021,SEA,30,12,12,0
2021,SEA,31,12,12,0
2021,SEA,32,12,12,0
2021,SEA,33,12,12,0
2021,WAS,1,11,11,0
2021,WAS,2,12,12,0
2021,WAS,3,12,12,0
2021,WAS,4,13,13,0
2021,WAS,5,13,13,0
2021,WAS,6,12,12,0
2021,WAS,7,12,12,0
2021,WAS,8,12,12,0
2021,WAS,9,12,12,0
2021,WAS,10,10,10,0
2021,WAS,11,11,11,0
2021,WAS,12,11,11,0
2021,WAS,13,13,13,0
2021,WAS,14,13,13,0
2021,WAS,15,13,13,0
2021,WAS,16,13,13,0
2021,WAS,17,14,14,0
2021,WAS,18,12,12,0
2021,WAS,19,13,12,1
2021,WAS,20,13,12,1
2021,WAS,21,12,12,0
2021,WAS,22,12,12,0
2021,WAS,23,13,12,1
2021,WAS,24,13,12,1
2021,WAS,25,11,11,0
2021,WAS,26,12,12,0
2021,WAS,27,12,12,0
2021,WAS,28,12,12,0
2021,WAS,29,13,12,1
2021,WAS,30,13,12,1
2021,WAS,31,13,12,1
2021,WAS,32,13,12,1
2022,ATL,1,10,10,0
2022,ATL,2,10,10,0
2022,ATL,3,11,11,0
2022,ATL,4,11,11,0
2022,ATL,5,11,11,0
2022,ATL,6,11,11,0
2022,ATL,7,12,12,0
2022,ATL,8,12,12,0
2022,ATL,9,12,12,0
2022,ATL,10,11,11,0
2022,ATL,11,11,11,0
2022,ATL,12,12,12,0
2022,ATL,13,13,13,0
2022,ATL,14,14,14,0
2022,ATL,15,13,13,0
2022,ATL,16,14,14,0
2022,ATL,17,15,15,0
2022,ATL,18,10,10,0
2022,ATL,19,12,12,0
2022,ATL,20,14,14,0
2022,ATL,21,12,12,0
2022,ATL,22,12,12,0
2022,ATL,23,12,12,0
2022,ATL,24,12,12,0
2022,ATL,25,12,12,0
2022,ATL,26,12,12,0
2022,ATL,27,12,12,0
2022,ATL,28,12,12,0
2022,ATL,29,12,12,0
2022,ATL,30,12,12,0
2022,ATL,31,10,10,0
2022,ATL,32,10,10,0
2022,ATL,33,13,13,0
2022,ATL,34,13,13,0
2022,ATL,35,14,14,0
2022,ATL,36,14,14,0
2022,CHI,1,11,11,0
2022,CHI,2,12,12,0
2022,CHI,3,12,12,0
2022,CHI,4,11,11,0
2022,CHI,5,11,11,0
2022,CHI,6,12,12,0
2022,CHI,7,11,11,0
2022,CHI,8,11,10,1
2022,CHI,9,11,10,1
2022,CHI,10,11,10,1
2022,CHI,11,10,10,0
2022,CHI,12,11,11,0
2022,CHI,13,11,11,0
2022,CHI,14,11,11,0
2022,CHI,15,11,11,0
2022,CHI,16,11,11,0
2022,CHI,17,11,11,0
2022,CHI,18,11,11,0
2022,CHI,19,11,11,0
2022,CHI,20,11,11,0
2022,CHI,21,11,11,0
2022,CHI,22,11,11,0
2022,CHI,23,11,11,0
2022,CHI,24,11,11,0
2022,CHI,25,11,11,0
2022,CHI,26,11,11,0
2022,CHI,27,11,11,0
2022,CHI,28,11,11,0
2022,CHI,29,11,11,0
2022,CHI,30,11,11,0
2022,CHI,31,11,11,0
2022,CHI,32,11,11,0
2022,CHI,33,11,11,0
2022,CHI,34,11,11,0
2022,CHI,35,11,11,0
2022,CHI,36,11,11,0
2022,CHI,37,12,11,1
2022,CHI,38,12,11,1
2022,CHI,39,10,10,0
2022,CHI,40,10,10,0
2022,CHI,41,10,10,0
2022,CHI,42,10,10,0
2022,CHI,43,10,10,0
2022,CHI,44,10,10,0
2022,CON,1,9,9,0
2022,CON,2,11,11,0
2022,CON,3,11,11,0
2022,CON,4,11,11,0
2022,CON,5,11,11,0
2022,CON,6,11,11,0
2022,CON,7,11,11,0
2022,CON,8,11,11,0
2022,CON,9,12,12,0
2022,CON,10,12,12,0
2022,CON,11,12,12,0
2022,CON,12,12,12,0
2022,CON,13,12,12,0
2022,CON,14,11,11,0
2022,CON,15,12,12,0
2022,CON,16,12,12,0
2022,CON,17,11,11,0
2022,CON,18,11,11,0
2022,CON,19,11,11,0
2022,CON,20,11,11,0
2022,CON,21,11,11,0
2022,CON,22,11,11,0
2022,CON,23,11,11,0
2022,CON,24,11,11,0
2022,CON,25,11,11,0
2022,CON,26,12,12,0
2022,CON,27,12,12,0
2022,CON,28,12,12,0
2022,CON,29,12,12,0
2022,CON,30,12,12,0
2022,CON,31,12,12,0
2022,CON,32,13,13,0
2022,CON,33,13,13,0
2022,CON,34,12,12,0
2022,CON,35,12,12,0
2022,CON,36,12,12,0
2022,CON,37,12,12,0
2022,CON,38,12,12,0
2022,CON,39,12,12,0
2022,CON,40,12,12,0
2022,CON,41,12,12,0
2022,CON,42,12,12,0
2022,CON,43,12,12,0
2022,CON,44,12,12,0
2022,CON,45,12,12,0
2022,CON,46,12,12,0
2022,CON,47,12,12,0
2022,CON,48,12,12,0
2022,DAL,1,11,11,0
2022,DAL,2,12,12,0
2022,DAL,3,13,13,0
2022,DAL,4,12,12,0
2022,DAL,5,12,12,0
2022,DAL,6,12,12,0
2022,DAL,7,12,12,0
2022,DAL,8,12,12,0
2022,DAL,9,12,12,0
2022,DAL,10,12,12,0
2022,DAL,11,12,12,0
2022,DAL,12,12,12,0
2022,DAL,13,12,12,0
2022,DAL,14,12,12,0
2022,DAL,15,12,12,0
2022,DAL,16,11,11,0
2022,DAL,17,11,11,0
2022,DAL,18,11,11,0
2022,DAL,19,11,11,0
2022,DAL,20,12,12,0
2022,DAL,21,12,12,0
2022,DAL,22,12,12,0
2022,DAL,23,12,12,0
2022,DAL,24,12,12,0
2022,DAL,25,12,12,0
2022,DAL,26,12,12,0
2022,DAL,27,12,12,0
2022,DAL,28,12,12,0
2022,DAL,29,12,12,0
2022,DAL,30,12,12,0
2022,DAL,31,12,12,0
2022,DAL,32,12,12,0
2022,DAL,33,11,11,0
2022,DAL,34,11,11,0
2022,DAL,35,12,12,0
2022,DAL,36,12,12,0
2022,DAL,37,12,12,0
2022,DAL,38,12,12,0
2022,DAL,39,12,12,0
2022,IND,1,10,10,0
2022,IND,2,10,10,0
2022,IND,3,10,10,0
2022,IND,4,12,12,0
2022,IND,5,12,12,0
2022,IND,6,11,11,0
2022,IND,7,12,12,0
2022,IND,8,12,12,0
2022,IND,9,12,12,0
2022,IND,10,12,12,0
2022,IND,11,12,12,0
2022,IND,12,12,12,0
2022,IND,13,12,12,0
2022,IND,14,12,12,0
2022,IND,15,12,12,0
2022,IND,16,11,11,0
2022,IND,17,12,12,0
2022,IND,18,12,12,0
2022,IND,19,12,12,0
2022,IND,20,12,12,0
2022,IND,21,12,12,0
2022,IND,22,12,12,0
2022,IND,23,12,12,0
2022,IND,24,12,12,0
2022,IND,25,12,12,0
2022,IND,26,13,13,0
2022,IND,27,13,13,0
2022,IND,28,12,12,0
2022,IND,29,12,12,0
2022,IND,30,12,12,0
2022,IND,31,12,12,0
2022,IND,32,12,12,0
2022,IND,33,12,12,0
2022,IND,34,12,12,0
2022,IND,35,12,12,0
2022,IND,36,12,12,0
2022,LAS,1,11,11,0
2022,LAS,2,11,11,0
2022,LAS,3,11,11,0
2022,LAS,4,11,11,0
2022,LAS,5,12,12,0
2022,LAS,6,12,12,0
2022,LAS,7,12,12,0
2022,LAS,8,12,12,0
2022,LAS,9,12,12,0
2022,LAS,10,12,12,0
2022,LAS,11,12,12,0
2022,LAS,12,12,12,0
2022,LAS,13,12,12,0
2022,LAS,14,12,12,0
2022,LAS,15,11,11,0
2022,LAS,16,11,11,0
2022,LAS,17,12,12,0
2022,LAS,18,12,12,0
2022,LAS,19,12,12,0
2022,LAS,20,12,12,0
2022,LAS,21,12,12,0
2022,LAS,22,13,13,0
2022,LAS,23,13,13,0
2022,LAS,24,13,13,0
2022,LAS,25,12,12,0
2022,LAS,26,12,12,0
2022,LAS,27,10,10,0
2022,LAS,28,13,13,0
2022,LAS,29,13,13,0
2022,LAS,30,12,12,0
2022,LAS,31,12,12,0
2022,LAS,32,12,12,0
2022,LAS,33,12,12,0
2022,LAS,34,10,10,0
2022,LAS,35,10,10,0
2022,LAS,36,10,10,0
2022,LVA,1,10,10,0
2022,LVA,2,10,10,0
2022,LVA,3,10,10,0
2022,LVA,4,10,10,0
2022,LVA,5,11,11,0
2022,LVA,6,11,11,0
2022,LVA,7,11,11,0
2022,LVA,8,10,10,0
2022,LVA,9,11,11,0
2022,LVA,10,11,11,0
2022,LVA,11,11,11,0
2022,LVA,12,10,10,0
2022,LVA,13,10,10,0
2022,LVA,14,10,10,0
2022,LVA,15,11,11,0
2022,LVA,16,11,11,0
2022,LVA,17,11,11,0
2022,LVA,18,12,12,0
2022,LVA,19,12,12,0
2022,LVA,20,12,12,0
2022,LVA,21,12,12,0
2022,LVA,22,12,12,0
2022,LVA,23,12,12,0
2022,LVA,24,12,12,0
2022,LVA,25,12,12,0
2022,LVA,26,12,12,0
2022,LVA,27,12,12,0
2022,LVA,28,12,12,0
2022,LVA,29,12,12,0
2022,LVA,30,12,12,0
2022,LVA,31,12,12,0
2022,LVA,32,12,12,0
2022,LVA,33,12,12,0
2022,LVA,34,12,12,0
2022,LVA,35,12,12,0
2022,LVA,36,12,12,0
2022,LVA,37,11,11,0
2022,LVA,38,11,11,0
2022,LVA,39,11,11,0
2022,LVA,40,12,12,0
2022,LVA,41,12,12,0
2022,LVA,42,12,12,0
2022,LVA,43,12,12,0
2022,LVA,44,12,12,0
2022,LVA,45,12,12,0
2022,LVA,46,12,12,0
2022,MIN,1,11,11,0
2022,MIN,2,11,11,0
2022,MIN,3,12,12,0
2022,MIN,4,15,15,0
2022,MIN,5,16,16,0
2022,MIN,6,13,13,0
2022,MIN,7,10,10,0
2022,MIN,8,12,12,0
2022,MIN,9,12,12,0
2022,MIN,10,13,13,0
2022,MIN,11,13,13,0
2022,MIN,12,13,13,0
2022,MIN,13,13,13,0
2022,MIN,14,13,13,0
2022,MIN,15,12,12,0
2022,MIN,16,12,12,0
2022,MIN,17,12,12,0
2022,MIN,18,12,12,0
2022,MIN,19,11,11,0
2022,MIN,20,11,11,0
2022,MIN,21,10,10,0
2022,MIN,22,10,10,0
2022,MIN,23,11,10,1
2022,MIN,24,11,10,1
2022,MIN,25,11,10,1
2022,MIN,26,10,10,0
2022,MIN,27,10,10,0
2022,MIN,28,11,11,0
2022,MIN,29,11,11,0
2022,MIN,30,11,11,0
2022,MIN,31,11,11,0
2022,MIN,32,11,11,0
2022,MIN,33,12,12,0
2022,MIN,34,12,12,0
2022,MIN,35,12,12,0
2022,MIN,36,11,11,0
2022,NYL,1,12,12,0
2022,NYL,2,13,12,1
2022,NYL,3,13,12,1
2022,NYL,4,13,12,1
2022,NYL,5,13,12,1
2022,NYL,6,14,13,1
2022,NYL,7,14,13,1
2022,NYL,8,13,13,0
2022,NYL,9,13,13,0
2022,NYL,10,13,13,0
2022,NYL,11,13,13,0
2022,NYL,12,13,13,0
2022,NYL,13,14,14,0
2022,NYL,14,14,14,0
2022,NYL,15,13,13,0
2022,NYL,16,13,13,0
2022,NYL,17,14,13,1
2022,NYL,18,14,13,1
2022,NYL,19,14,13,1
2022,NYL,20,13,13,0
2022,NYL,21,13,13,0
2022,NYL,22,12,12,0
2022,NYL,23,12,12,0
2022,NYL,24,12,12,0
2022,NYL,25,12,12,0
2022,NYL,26,12,12,0
2022,NYL,27,12,12,0
2022,NYL,28,12,12,0
2022,NYL,29,12,12,0
2022,NYL,30,12,12,0
2022,NYL,31,12,12,0
2022,NYL,32,12,12,0
2022,NYL,33,12,12,0
2022,NYL,34,12,12,0
2022,NYL,35,12,12,0
2022,NYL,36,12,12,0
2022,NYL,37,13,12,1
2022,NYL,38,13,12,1
2022,NYL,39,12,12,0
2022,PHO,1,11,11,0
2022,PHO,2,13,13,0
2022,PHO,3,13,13,0
2022,PHO,4,10,10,0
2022,PHO,5,10,10,0
2022,PHO,6,10,10,0
2022,PHO,7,11,11,0
2022,PHO,8,11,11,0
2022,PHO,9,12,12,0
2022,PHO,10,13,13,0
2022,PHO,11,12,12,0
2022,PHO,12,13,13,0
2022,PHO,13,11,11,0
2022,PHO,14,10,10,0
2022,PHO,15,13,13,0
2022,PHO,16,13,13,0
2022,PHO,17,13,13,0
2022,PHO,18,12,12,0
2022,PHO,19,12,12,0
2022,PHO,20,13,13,0
2022,PHO,21,11,11,0
2022,PHO,22,11,11,0
2022,PHO,23,11,11,0
2022,PHO,24,12,11,1
2022,PHO,25,12,11,1
2022,PHO,26,13,12,1
2022,PHO,27,13,12,1
2022,PHO,28,14,13,1
2022,PHO,29,14,13,1
2022,PHO,30,14,13,1
2022,PHO,31,13,13,0
2022,PHO,32,13,13,0
2022,PHO,33,14,13,1
2022,PHO,34,14,13,1
2022,PHO,35,14,14,0
2022,PHO,36,14,14,0
2022,PHO,37,15,14,1
2022,PHO,38,15,14,1
2022,SEA,1,11,11,0
2022,SEA,2,11,11,0
2022,SEA,3,12,12,0
2022,SEA,4,12,12,0
2022,SEA,5,12,12,0
2022,SEA,6,13,13,0
2022,SEA,7,12,12,0
2022,SEA,8,13,13,0
2022,SEA,9,13,13,0
2022,SEA,10,13,13,0
2022,SEA,11,12,12,0
2022,SEA,12,11,11,0
2022,SEA,13,11,11,0
2022,SEA,14,11,11,0
2022,SEA,15,11,11,0
2022,SEA,16,11,11,0
2022,SEA,17,11,11,0
2022,SEA,18,11,11,0
2022,SEA,19,12,12,0
2022,SEA,20,11,11,0
2022,SEA,21,11,11,0
2022,SEA,22,11,11,0
2022,SEA,23,11,11,0
2022,SEA,24,11,11,0
2022,SEA,25,11,11,0
2022,SEA,26,11,11,0
2022,SEA,27,11,11,0
2022,SEA,28,11,11,0
2022,SEA,29,11,11,0
2022,SEA,30,11,11,0
2022,SEA,31,11,11,0
2022,SEA,32,11,11,0
2022,SEA,33,11,11,0
2022,SEA,34,11,11,0
2022,SEA,35,11,11,0
2022,SEA,36,11,11,0
2022,SEA,37,11,11,0
2022,SEA,38,11,11,0
2022,SEA,39,11,11,0
2022,SEA,40,11,11,0
2022,SEA,41,11,11,0
2022,SEA,42,11,11,0
2022,WAS,1,9,9,0
2022,WAS,2,11,11,0
2022,WAS,3,11,11,0
2022,WAS,4,11,11,0
2022,WAS,5,12,12,0
2022,WAS,6,12,12,0
2022,WAS,7,11,11,0
2022,WAS,8,11,11,0
2022,WAS,9,11,11,0
2022,WAS,10,11,11,0
2022,WAS,11,11,11,0
2022,WAS,12,11,11,0
2022,WAS,13,11,11,0
2022,WAS,14,11,11,0
2022,WAS,15,11,11,0
2022,WAS,16,11,11,0
2022,WAS,17,11,11,0
2022,WAS,18,11,11,0
2022,WAS,19,11,11,0
2022,WAS,20,11,11,0
2022,WAS,21,11,11,0
2022,WAS,22,12,12,0
2022,WAS,23,11,11,0
2022,WAS,24,11,11,0
2022,WAS,25,11,11,0
2022,WAS,26,11,11,0
2022,WAS,27,11,11,0
2022,WAS,28,11,11,0
2022,WAS,29,11,11,0
2022,WAS,30,11,11,0
2022,WAS,31,11,11,0
2022,WAS,32,11,11,0
2022,WAS,33,11,11,0
2022,WAS,34,11,11,0
2022,WAS,35,12,12,0
2022,WAS,36,12,12,0
2022,WAS,37,12,12,0
2022,WAS,38,12,12,0
2023,ATL,1,11,11,0
2023,ATL,2,12,12,0
2023,ATL,3,12,12,0
2023,ATL,4,12,12,0
2023,ATL,5,11,11,0
2023,ATL,6,12,12,0
2023,ATL,7,12,12,0
2023,ATL,8,12,12,0
2023,ATL,9,12,12,0
2023,ATL,10,12,12,0
2023,ATL,11,12,12,0
2023,ATL,12,12,12,0
2023,ATL,13,11,11,0
2023,ATL,14,11,11,0
2023,ATL,15,11,11,0
2023,ATL,16,12,12,0
2023,ATL,17,13,13,0
2023,ATL,18,12,12,0
2023,ATL,19,12,12,0
2023,ATL,20,12,12,0
2023,ATL,21,12,12,0
2023,ATL,22,12,12,0
2023,ATL,23,12,12,0
2023,ATL,24,12,12,0
2023,ATL,25,12,12,0
2023,ATL,26,12,12,0
2023,ATL,27,12,12,0
2023,ATL,28,12,12,0
2023,ATL,29,12,12,0
2023,ATL,30,12,12,0
2023,ATL,31,12,12,0
2023,ATL,32,12,12,0
2023,ATL,33,12,12,0
2023,ATL,34,11,11,0
2023,ATL,35,12,12,0
2023,ATL,36,12,12,0
2023,ATL,37,12,12,0
2023,ATL,38,12,12,0
2023,ATL,39,12,12,0
2023,ATL,40,11,11,0
2023,ATL,41,11,11,0
2023,ATL,42,11,11,0
2023,CHI,1,12,12,0
2023,CHI,2,12,12,0
