season,team,slate_index,n_name,n_id,delta
2024,SEA,26,12,11,1
2024,SEA,27,12,11,1
2024,SEA,28,13,12,1
2024,SEA,29,12,11,1
2024,SEA,30,11,11,0
2024,SEA,31,11,11,0
2024,SEA,32,11,11,0
2024,SEA,33,11,11,0
2024,SEA,34,11,11,0
2024,SEA,35,12,11,1
2024,SEA,36,12,11,1
2024,SEA,37,12,11,1
2024,SEA,38,12,11,1
2024,SEA,39,12,11,1
2024,SEA,40,12,11,1
2024,SEA,41,13,11,2
2024,SEA,42,13,11,2
2024,WAS,1,12,12,0
2024,WAS,2,12,12,0
2024,WAS,3,12,12,0
2024,WAS,4,12,12,0
2024,WAS,5,12,12,0
2024,WAS,6,12,12,0
2024,WAS,7,12,12,0
2024,WAS,8,12,12,0
2024,WAS,9,12,12,0
2024,WAS,10,12,12,0
2024,WAS,11,12,12,0
2024,WAS,12,12,12,0
2024,WAS,13,12,12,0
2024,WAS,14,12,12,0
2024,WAS,15,12,12,0
2024,WAS,16,12,12,0
2024,WAS,17,12,12,0
2024,WAS,18,12,12,0
2024,WAS,19,13,13,0
2024,WAS,20,13,13,0
2024,WAS,21,13,13,0
2024,WAS,22,13,13,0
2024,WAS,23,13,13,0
2024,WAS,24,13,13,0
2024,WAS,25,13,13,0
2024,WAS,26,13,13,0
2024,WAS,27,13,13,0
2024,WAS,28,13,13,0
2024,WAS,29,14,14,0
2024,WAS,30,12,12,0
2024,WAS,31,13,12,1
2024,WAS,32,13,12,1
2024,WAS,33,12,12,0
2024,WAS,34,12,12,0
2024,WAS,35,12,12,0
2024,WAS,36,12,12,0
2024,WAS,37,12,12,0
2024,WAS,38,12,12,0
2024,WAS,39,12,12,0
2024,WAS,40,12,12,0
