era,timing,bet_type,game_id,game_date,season,season_type,model_value,market_ref,edge,side,bet_at_min_threshold,cons_profit,cons_outcome,be_profit,be_outcome,be_book,be_price,be_line,clv_pts,line_terc,total_terc,fav_side,rest_sign,phase,weekend,n_books,p_home_cons,model_p_home
extension,T-24h,spread,1022500168,2025-07-29,2025,Regular Season,4.247227038161156,6.5,-2.2527729618388443,away,True,-1.0,-1.0,-1.0,-1.0,betmgm,-115.0,-7.5,-1.0,mid,low,1.0,equal,mid,weekday,10,,
extension,T-24h,spread,1022500169,2025-07-29,2025,Regular Season,1.5620668735469314,-2.75,4.312066873546931,home,True,-1.0,-1.0,-1.0,-1.0,lowvig,-103.0,3.0,1.2045454545454546,small,high,-1.0,home_more,mid,weekday,10,,
extension,T-24h,spread,1022500170,2025-07-30,2025,Regular Season,1.4658817717942498,-4.166666666666667,5.632548438460917,home,True,0.9090909090909091,1.0,0.9090909090909091,1.0,bovada,-110.0,4.5,0.7575757575757578,mid,mid,-1.0,equal,mid,weekday,9,,
extension,T-24h,spread,1022500172,2025-07-30,2025,Regular Season,7.453978065765479,7.5,-0.04602193423452139,away,False,0.9090909090909091,1.0,0.8849557522123894,1.0,betrivers,-113.0,-8.0,0.2727272727272725,mid,mid,1.0,home_more,mid,weekday,10,,
extension,T-24h,spread,1022500173,2025-07-31,2025,Regular Season,-1.796999072934222,1.9166666666666667,-3.7136657396008887,away,True,0.9090909090909091,1.0,0.8928571428571429,1.0,fanduel,-112.0,-2.5,-2.4469696969696964,small,low,1.0,equal,mid,weekday,6,,
extension,T-24h,spread,1022500174,2025-08-01,2025,Regular Season,1.3818080053710546,-3.15,4.5318080053710545,home,True,0.9090909090909091,1.0,0.9090909090909091,1.0,fanduel,-110.0,3.5,-1.395454545454546,small,mid,-1.0,equal,mid,weekday,10,,
extension,T-24h,spread,1022500175,2025-08-01,2025,Regular Season,-9.444172556724745,-10.45,1.0058274432752548,home,True,0.9090909090909091,1.0,0.9090909090909091,1.0,draftkings,-110.0,11.0,-1.1409090909090924,large,mid,-1.0,home_more,mid,weekday,10,,
extension,T-24h,spread,1022500177,2025-08-01,2025,Regular Season,-3.168174868519517,-3.1,-0.06817486851951671,away,False,0.9090909090909091,1.0,0.8771929824561403,1.0,fanduel,-114.0,2.5,1.1727272727272724,small,high,-1.0,equal,mid,weekday,10,,
extension,T-24h,spread,1022500178,2025-08-01,2025,Regular Season,4.179822712594358,5.7,-1.5201772874056418,away,True,0.9090909090909091,1.0,0.970873786407767,1.0,lowvig,-103.0,-6.0,0.4272727272727277,mid,mid,1.0,home_more,mid,weekday,10,,
extension,T-24h,spread,1022500179,2025-08-02,2025,Regular Season,-6.340979522705394,-6.0625,-0.27847952270539356,away,False,0.9090909090909091,1.0,0.9523809523809523,1.0,williamhill_us,-105.0,6.0,-1.5625,mid,mid,-1.0,home_more,mid,weekend,8,,
extension,T-24h,spread,1022500180,2025-08-03,2025,Regular Season,8.164838445558363,6.75,1.4148384455583631,home,True,0.9090909090909091,1.0,0.8928571428571429,1.0,draftkings,-112.0,-6.5,-1.4772727272727275,mid,low,1.0,away_more,mid,weekend,6,,
extension,T-24h,spread,1022500181,2025-08-03,2025,Regular Season,-6.814150869436138,-10.916666666666666,4.102515797230528,home,True,0.9090909090909091,1.0,0.9433962264150944,1.0,fanduel,-106.0,11.5,-0.8560606060606073,large,mid,-1.0,equal,mid,weekend,6,,
extension,T-24h,spread,1022500182,2025-08-03,2025,Regular Season,-8.96439717196353,-10.863636363636363,1.8992391916728337,home,True,-1.0,-1.0,-1.0,-1.0,mybookieag,-110.0,11.5,-1.6818181818181817,large,mid,-1.0,equal,mid,weekend,11,,
extension,T-24h,spread,1022500183,2025-08-03,2025,Regular Season,0.3679714047664399,4.444444444444445,-4.076473039678005,away,True,-1.0,-1.0,-1.0,-1.0,betrivers,-113.0,-5.0,-5.01010101010101,mid,low,1.0,away_more,mid,weekend,9,,
extension,T-24h,spread,1022500184,2025-08-03,2025,Regular Season,-0.9397991521495264,2.5,-3.4397991521495266,away,True,0.9090909090909091,1.0,0.9090909090909091,1.0,williamhill_us,-110.0,-2.5,0.045454545454545414,small,low,1.0,equal,mid,weekend,6,,
extension,T-24h,spread,1022500190,2025-08-06,2025,Regular Season,0.9321086975159504,-6.5,7.43210869751595,home,True,0.9090909090909091,1.0,0.9090909090909091,1.0,williamhill_us,-110.0,6.5,1.0,mid,low,-1.0,equal,mid,weekday,7,,
extension,T-24h,spread,1022500191,2025-08-07,2025,Regular Season,-10.1356960047006,-10.227272727272727,0.09157672257212646,home,False,-1.0,-1.0,-1.0,-1.0,lowvig,-108.0,10.5,-0.7727272727272734,large,low,-1.0,away_more,mid,weekday,11,,
extension,T-24h,spread,1022500192,2025-08-07,2025,Regular Season,9.001913794880435,11.3,-2.2980862051195654,away,True,0.9090909090909091,1.0,0.9090909090909091,1.0,williamhill_us,-110.0,-11.5,1.75,large,high,1.0,equal,mid,weekday,10,,
extension,T-24h,spread,1022500193,2025-08-07,2025,Regular Season,2.2215147540960056,5.5,-3.2784852459039944,away,True,-1.0,-1.0,-1.0,-1.0,draftkings,-110.0,-6.0,1.2272727272727275,mid,high,1.0,equal,late,weekday,11,,
extension,T-24h,spread,1022500194,2025-08-08,2025,Regular Season,-0.1363552983705269,-8.444444444444445,8.308089146073918,home,True,-1.0,-1.0,-1.0,-1.0,williamhill_us,-105.0,8.5,0.808080808080808,large,high,-1.0,equal,late,weekday,9,,
extension,T-24h,spread,1022500195,2025-08-08,2025,Regular Season,13.397246060103072,9.88888888888889,3.5083571712141826,home,True,-1.0,-1.0,-1.0,-1.0,fanatics,-115.0,-9.5,0.6565656565656557,large,low,1.0,equal,late,weekday,9,,
extension,T-24h,spread,1022500196,2025-08-08,2025,Regular Season,-0.9061709935722198,1.1111111111111112,-2.017282104683331,away,True,-1.0,-1.0,-1.0,-1.0,fanatics,-115.0,-1.5,-0.025252525252525304,small,low,1.0,away_more,late,weekday,9,,
extension,T-24h,spread,1022500197,2025-08-09,2025,Regular Season,-0.7657136614318241,-1.0625,0.29678633856817593,home,False,0.9090909090909091,1.0,0.8695652173913043,1.0,fanatics,-115.0,1.5,-3.1375,small,mid,-1.0,home_more,mid,weekend,8,,
extension,T-24h,spread,1022500198,2025-08-09,2025,Regular Season,9.972415807505872,10.166666666666666,-0.19425085916079432,away,False,-1.0,-1.0,-1.0,-1.0,fanatics,-110.0,-10.5,0.1212121212121211,large,mid,1.0,equal,late,weekend,9,,
extension,T-24h,spread,1022500199,2025-08-10,2025,Regular Season,-6.757736122319627,3.25,-10.007736122319628,away,True,0.9090909090909091,1.0,0.9090909090909091,1.0,mybookieag,-110.0,-3.5,-0.7045454545454546,small,mid,1.0,equal,late,weekend,6,,
extension,T-24h,spread,1022500200,2025-08-10,2025,Regular Season,5.368493410056708,1.9166666666666667,3.4518267433900407,home,True,-1.0,-1.0,-1.0,-1.0,fanatics,-120.0,-1.5,1.265151515151515,small,mid,1.0,equal,late,weekend,6,,
extension,T-24h,spread,1022500201,2025-08-10,2025,Regular Season,0.9090266321540066,-3.5,4.409026632154006,home,True,0.9090909090909091,1.0,0.9090909090909091,1.0,mybookieag,-110.0,3.5,-1.3636363636363633,small,high,-1.0,away_more,late,weekend,7,,
extension,T-24h,spread,1022500202,2025-08-10,2025,Regular Season,0.0442068240630448,3.5,-3.455793175936955,away,True,0.9090909090909091,1.0,0.9523809523809523,1.0,bovada,-105.0,-3.5,-0.40909090909090917,small,mid,1.0,equal,late,weekend,7,,
extension,T-24h,spread,1022500203,2025-08-10,2025,Regular Season,6.132865392850524,13.0,-6.867134607149476,away,True,0.9090909090909091,1.0,0.8695652173913043,1.0,fanatics,-115.0,-13.5,1.5909090909090917,large,mid,1.0,away_more,late,weekend,9,,
extension,T-24h,spread,1022500204,2025-08-11,2025,Regular Season,6.081503884180584,9.1,-3.0184961158194152,away,True,-1.0,-1.0,-1.0,-1.0,fanatics,-120.0,-9.5,0.5999999999999996,large,low,1.0,home_more,late,weekday,5,,
extension,T-24h,spread,1022500205,2025-08-12,2025,Regular Season,4.81948311191885,6.7727272727272725,-1.9532441608084223,away,True,0.9090909090909091,1.0,0.970873786407767,1.0,lowvig,-103.0,-7.0,-2.409090909090909,mid,mid,1.0,home_more,late,weekday,11,,
extension,T-24h,spread,1022500206,2025-08-12,2025,Regular Season,0.8923591659569363,-3.5,4.392359165956936,home,True,-1.0,-1.0,-1.0,-1.0,lowvig,-108.0,4.0,-1.0454545454545459,small,high,-1.0,equal,late,weekday,11,,
extension,T-24h,spread,1022500207,2025-08-13,2025,Regular Season,2.466884816460377,1.6,0.8668848164603769,home,True,0.9090909090909091,1.0,0.9259259259259259,1.0,lowvig,-108.0,-1.5,2.172727272727273,small,low,1.0,away_more,late,weekday,10,,
extension,T-24h,spread,1022500208,2025-08-13,2025,Regular Season,-1.0841529237088066,0.8,-1.8841529237088066,away,True,0.9090909090909091,1.0,0.8771929824561403,1.0,betrivers,-114.0,-2.0,2.5727272727272728,small,low,1.0,home_more,late,weekday,10,,
extension,T-24h,spread,1022500209,2025-08-13,2025,Regular Season,0.2508122602219254,2.25,-1.9991877397780746,away,True,-1.0,-1.0,-1.0,-1.0,mybookieag,-110.0,-3.0,-1.1136363636363638,small,high,1.0,home_more,late,weekday,10,,
extension,T-24h,spread,1022500210,2025-08-13,2025,Regular Season,-1.8816767478933811,-0.5,-1.3816767478933811,away,True,0.9090909090909091,1.0,0.9090909090909091,1.0,mybookieag,-110.0,-1.5,-3.3636363636363638,small,low,-1.0,equal,late,weekday,10,,
extension,T-24h,spread,1022500213,2025-08-15,2025,Regular Season,-0.8035660918624183,-3.125,2.321433908137582,home,True,0.9090909090909091,1.0,0.8333333333333334,1.0,fanatics,-120.0,3.5,-2.425,small,high,-1.0,equal,late,weekday,4,,
extension,T-24h,spread,1022500216,2025-08-16,2025,Regular Season,9.574302389667606,2.3333333333333335,7.240969056334272,home,True,0.9090909090909091,1.0,0.9090909090909091,1.0,williamhill_us,-110.0,-2.0,-0.7878787878787881,small,mid,1.0,home_more,late,weekend,6,,
extension,T-24h,spread,1022500217,2025-08-17,2025,Regular Season,-1.5913658652844964,-6.333333333333333,4.741967468048837,home,True,0.9090909090909091,1.0,0.9090909090909091,1.0,mybookieag,-110.0,6.5,3.483333333333333,mid,mid,-1.0,equal,late,weekend,6,,
extension,T-24h,spread,1022500218,2025-08-17,2025,Regular Season,-7.589371247998424,-7.916666666666667,0.32729541866824263,home,False,0.9090909090909091,1.0,0.9090909090909091,1.0,williamhill_us,-110.0,8.0,1.7348484848484853,large,mid,-1.0,home_more,late,weekend,6,,
extension,T-24h,spread,1022500219,2025-08-17,2025,Regular Season,1.815047488928861,10.25,-8.434952511071138,away,True,-1.0,-1.0,-1.0,-1.0,fanduel,-110.0,-10.5,-0.3863636363636367,large,mid,1.0,equal,late,weekend,6,,
extension,T-24h,spread,1022500220,2025-08-17,2025,Regular Season,-0.8606685283137601,-1.1,0.23933147168624003,home,False,-1.0,-1.0,-1.0,-1.0,fanatics,-115.0,1.5,3.0090909090909093,small,mid,-1.0,equal,late,weekend,10,,
extension,T-24h,spread,1022500221,2025-08-17,2025,Regular Season,-4.998497463977104,-5.285714285714286,0.2872168217371813,home,False,-1.0,-1.0,-1.0,-1.0,williamhill_us,-110.0,5.5,0.7857142857142856,mid,low,-1.0,equal,late,weekend,7,,
extension,T-24h,spread,1022500222,2025-08-19,2025,Regular Season,-7.274880505465892,-1.1,-6.174880505465891,away,True,-1.0,-1.0,-1.0,-1.0,williamhill_us,-105.0,1.0,-4.1,small,mid,-1.0,equal,late,weekday,5,,
extension,T-24h,spread,1022500223,2025-08-19,2025,Regular Season,6.582272747004803,6.166666666666667,0.4156060803381356,home,False,-1.0,-1.0,-1.0,-1.0,fanduel,-110.0,-6.0,-0.07575757575757613,mid,low,1.0,equal,late,weekday,3,,
extension,T-24h,spread,1022500227,2025-08-20,2025,Regular Season,3.1346480290602425,7.5,-4.3653519709397575,away,True,0.9090909090909091,1.0,0.9523809523809523,1.0,fanatics,-105.0,-7.5,-0.8499999999999996,mid,high,1.0,equal,late,weekday,9,,
extension,T-24h,spread,1022500228,2025-08-21,2025,Regular Season,-2.037294879566825,-2.8,0.762705120433175,home,True,0.9090909090909091,1.0,0.8695652173913043,1.0,betmgm,-115.0,3.5,0.2999999999999998,small,low,-1.0,equal,late,weekday,10,,
extension,T-24h,spread,1022500229,2025-08-21,2025,Regular Season,9.898411783597098,13.35,-3.451588216402902,away,True,0.9090909090909091,1.0,0.9259259259259259,1.0,fanduel,-108.0,-13.5,-1.786363636363637,large,mid,1.0,equal,late,weekday,10,,
extension,T-24h,spread,1022500230,2025-08-21,2025,Regular Season,-2.0054386531908426,-2.1,0.09456134680915751,home,False,0.9090909090909091,1.0,0.8695652173913043,1.0,betmgm,-115.0,2.5,-0.3999999999999999,small,low,-1.0,equal,late,weekday,10,,
extension,T-24h,spread,1022500231,2025-08-21,2025,Regular Season,-0.6609374953942588,1.8,-2.460937495394259,away,True,-1.0,-1.0,-1.0,-1.0,lowvig,-108.0,-2.0,0.5272727272727273,small,mid,1.0,equal,late,weekday,10,,
extension,T-24h,spread,1022500233,2025-08-22,2025,Regular Season,-0.0034092516175816,-7.333333333333333,7.329924081715752,home,True,-1.0,-1.0,-1.0,-1.0,lowvig,-103.0,7.5,-0.666666666666667,mid,mid,-1.0,away_more,late,weekday,9,,
extension,T-24h,spread,1022500239,2025-08-24,2025,Regular Season,-0.5884141738305104,-2.8333333333333335,2.244919159502823,home,True,-1.0,-1.0,-1.0,-1.0,mybookieag,-110.0,3.0,0.9242424242424243,small,low,-1.0,equal,late,weekend,3,,
extension,T-24h,spread,1022500240,2025-08-24,2025,Regular Season,6.701282930982166,10.25,-3.548717069017834,away,True,-1.0,-1.0,-1.0,-1.0,williamhill_us,-110.0,-10.5,-1.795454545454545,large,mid,1.0,equal,late,weekend,8,,
extension,T-24h,spread,1022500241,2025-08-25,2025,Regular Season,5.2161969925148925,12.583333333333334,-7.367136340818441,away,True,0.9090909090909091,1.0,0.9090909090909091,1.0,fanduel,-110.0,-13.5,-1.462121212121211,large,mid,1.0,equal,late,weekday,6,,
extension,T-24h,spread,1022500242,2025-08-25,2025,Regular Season,-5.952824351224532,-11.0,5.047175648775468,home,True,0.9090909090909091,1.0,0.8333333333333334,1.0,fanatics,-120.0,11.5,0.45454545454545503,large,mid,-1.0,equal,late,weekday,10,,
extension,T-24h,spread,1022500243,2025-08-26,2025,Regular Season,-0.6086532043259807,-3.2,2.5913467956740197,home,True,0.9090909090909091,1.0,0.9090909090909091,1.0,mybookieag,-110.0,3.5,-0.6181818181818182,small,mid,-1.0,equal,late,weekday,10,,
extension,T-24h,spread,1022500244,2025-08-26,2025,Regular Season,0.761487849181174,-4.6,5.361487849181174,home,True,-1.0,-1.0,-1.0,-1.0,lowvig,-108.0,5.0,1.145454545454545,mid,high,-1.0,home_more,late,weekday,10,,
extension,T-24h,spread,1022500245,2025-08-27,2025,Regular Season,4.422139950933148,2.35,2.0721399509331477,home,True,-1.0,-1.0,-1.0,-1.0,mybookieag,-110.0,-2.0,0.9681818181818183,small,low,1.0,home_more,late,weekday,10,,
extension,T-24h,spread,1022500246,2025-08-27,2025,Regular Season,5.155749976394178,-2.1875,7.343249976394178,home,True,-1.0,-1.0,-1.0,-1.0,bovada,-110.0,2.5,1.4602272727272727,small,mid,-1.0,home_more,late,weekday,8,,
extension,T-24h,spread,1022500247,2025-08-28,2025,Regular Season,2.6090039380604795,11.722222222222221,-9.113218284161743,away,True,-1.0,-1.0,-1.0,-1.0,bovada,-110.0,-12.5,3.858585858585858,large,low,1.0,away_more,late,weekday,9,,
extension,T-24h,spread,1022500248,2025-08-28,2025,Regular Season,5.356310623744382,8.38888888888889,-3.0325782651445072,away,True,0.9090909090909091,1.0,0.9523809523809523,1.0,betmgm,-105.0,-8.5,-0.520202020202019,large,mid,1.0,home_more,late,weekday,9,,
extension,T-24h,spread,1022500249,2025-08-28,2025,Regular Season,8.789953181168178,12.5,-3.710046818831822,away,True,0.9090909090909091,1.0,0.9259259259259259,1.0,lowvig,-108.0,-12.5,0.3636363636363633,large,mid,1.0,away_more,late,weekday,10,,
extension,T-24h,spread,1022500250,2025-08-29,2025,Regular Season,6.813566592197774,12.75,-5.936433407802226,away,True,-1.0,-1.0,-1.0,-1.0,lowvig,-108.0,-13.0,-2.75,large,mid,1.0,equal,late,weekday,10,,
extension,T-24h,spread,1022500251,2025-08-29,2025,Regular Season,-0.6447498500652424,1.5555555555555556,-2.200305405620798,away,True,0.9090909090909091,1.0,0.8928571428571429,1.0,fanduel,-112.0,-2.0,-0.8444444444444443,small,high,1.0,equal,late,weekday,9,,
extension,T-24h,spread,1022500252,2025-08-30,2025,Regular Season,-8.650848431483192,-14.0,5.349151568516808,home,True,-1.0,-1.0,-1.0,-1.0,betrivers,-108.0,14.5,1.3636363636363633,large,mid,-1.0,home_more,late,weekend,10,,
extension,T-24h,spread,1022500253,2025-08-30,2025,Regular Season,4.109746068205805,5.2,-1.0902539317941953,away,True,-1.0,-1.0,-1.0,-1.0,bovada,-110.0,-5.5,0.6545454545454543,mid,low,1.0,home_more,late,weekend,10,,
extension,T-24h,spread,1022500254,2025-08-30,2025,Regular Season,9.896052226792907,11.65,-1.7539477732070932,away,True,0.9090909090909091,1.0,0.9090909090909091,1.0,fanduel,-110.0,-12.5,1.1954545454545453,large,low,1.0,equal,late,weekend,10,,
extension,T-24h,spread,1022500255,2025-08-30,2025,Regular Season,3.4385173514935694,0.8,2.6385173514935696,home,True,0.9090909090909091,1.0,0.8928571428571429,1.0,fanduel,-112.0,1.0,-0.7090909090909091,small,mid,1.0,equal,late,weekend,10,,
