era,timing,bet_type,game_id,game_date,season,season_type,model_value,market_ref,edge,side,bet_at_min_threshold,cons_profit,cons_outcome,be_profit,be_outcome,be_book,be_price,be_line,clv_pts,line_terc,total_terc,fav_side,rest_sign,phase,weekend,n_books
old,near-tip,spread,1022400044,2024-06-01,2024,Regular Season,-2.7327887020264985,-1.2307692307692308,-1.5020194712572676,away,True,-1.0,-1.0,-1.0,-1.0,bovada,-105.0,1.0,,small,,-1.0,equal,early,weekend,13
old,near-tip,spread,1022400045,2024-06-02,2024,Regular Season,-0.4577349716066992,-3.0416666666666665,2.5839316950599676,home,True,-1.0,-1.0,-1.0,-1.0,fanduel,-112.0,3.5,,small,,-1.0,equal,early,weekend,12
old,near-tip,spread,1022400046,2024-06-02,2024,Regular Season,9.84972669807374,14.5,-4.65027330192626,away,True,-1.0,-1.0,-1.0,-1.0,lowvig,-108.0,-15.0,,large,,1.0,home_more,early,weekend,12
old,near-tip,spread,1022400047,2024-06-02,2024,Regular Season,7.412069144197012,6.416666666666667,0.9954024775303454,home,True,0.9090909090909091,1.0,0.9090909090909091,1.0,wynnbet,-110.0,-6.0,,mid,,1.0,equal,early,weekend,12
old,near-tip,spread,1022400048,2024-06-02,2024,Regular Season,-1.2655683251477428,4.625,-5.8905683251477425,away,True,-1.0,-1.0,-1.0,-1.0,wynnbet,-110.0,-5.5,,mid,,1.0,away_more,early,weekend,12
old,near-tip,spread,1022400049,2024-06-04,2024,Regular Season,10.654181263321204,13.083333333333334,-2.4291520700121296,away,True,-1.0,-1.0,-1.0,-1.0,bovada,-110.0,-13.5,,large,,1.0,away_more,early,weekday,12
old,near-tip,spread,1022400050,2024-06-04,2024,Regular Season,-6.734076514214958,-8.458333333333334,1.7242568191183762,home,True,-1.0,-1.0,-1.0,-1.0,lowvig,-108.0,8.5,,mid,,-1.0,home_more,early,weekday,12
old,near-tip,spread,1022400051,2024-06-04,2024,Regular Season,5.342677808309903,5.125,0.2176778083099027,home,False,0.9090909090909091,1.0,1.0,1.0,bovada,100.0,-5.0,,mid,,1.0,home_more,early,weekday,12
old,near-tip,spread,1022400052,2024-06-05,2024,Regular Season,-8.745290872968942,-8.272727272727273,-0.4725636002416689,away,False,0.9090909090909091,1.0,0.9090909090909091,1.0,superbook,-110.0,8.0,,mid,,-1.0,away_more,early,weekday,11
old,near-tip,spread,1022400053,2024-06-05,2024,Regular Season,-7.750549227919842,-7.25,-0.5005492279198416,away,True,0.9090909090909091,1.0,0.9090909090909091,1.0,draftkings,-110.0,7.0,,mid,,-1.0,equal,early,weekday,12
old,near-tip,spread,1022400054,2024-06-06,2024,Regular Season,-2.759837160036808,-3.5,0.7401628399631921,home,True,-1.0,-1.0,-1.0,-1.0,wynnbet,-110.0,3.5,,small,,-1.0,equal,early,weekday,12
old,near-tip,spread,1022400055,2024-06-06,2024,Regular Season,-8.11426090044792,-5.958333333333333,-2.1559275671145874,away,True,0.9090909090909091,1.0,0.8695652173913043,1.0,betmgm,-115.0,5.5,,mid,,-1.0,home_more,early,weekday,12
old,near-tip,spread,1022400056,2024-06-07,2024,Regular Season,0.1895397695723113,-3.9583333333333335,4.147873102905645,home,True,0.9090909090909091,1.0,0.9259259259259259,1.0,lowvig,-108.0,4.5,,small,,-1.0,away_more,mid,weekday,12
old,near-tip,spread,1022400057,2024-06-07,2024,Regular Season,6.481105238602707,7.454545454545454,-0.9734402159427473,away,True,0.9090909090909091,1.0,0.9090909090909091,1.0,betmgm,-110.0,-7.5,,mid,,1.0,away_more,early,weekday,11
old,near-tip,spread,1022400058,2024-06-07,2024,Regular Season,-1.0658200724457485,-4.0,2.9341799275542515,home,True,0.9090909090909091,1.0,0.9090909090909091,1.0,williamhill_us,-110.0,4.5,,small,,-1.0,equal,early,weekday,12
old,near-tip,spread,1022400059,2024-06-07,2024,Regular Season,-9.007239228743156,-4.916666666666667,-4.090572562076489,away,True,-1.0,-1.0,-1.0,-1.0,wynnbet,-110.0,4.5,,mid,,-1.0,home_more,mid,weekday,12
old,near-tip,spread,1022400060,2024-06-08,2024,Regular Season,-0.9965045873156309,-2.125,1.1284954126843691,home,True,-1.0,-1.0,-1.0,-1.0,bovada,-110.0,2.5,,small,,-1.0,home_more,mid,weekend,12
old,near-tip,spread,1022400061,2024-06-08,2024,Regular Season,3.3425007873617707,-0.9166666666666666,4.259167454028438,home,True,-1.0,-1.0,-1.0,-1.0,lowvig,-103.0,1.5,,small,,-1.0,equal,early,weekend,12
old,near-tip,spread,1022400062,2024-06-09,2024,Regular Season,13.315733790634944,14.916666666666666,-1.600932876031722,away,True,0.9090909090909091,1.0,0.9090909090909091,1.0,wynnbet,-110.0,-15.5,,large,,1.0,away_more,mid,weekend,12
old,near-tip,spread,1022400063,2024-06-09,2024,Regular Season,-1.8218368192495733,-1.0,-0.8218368192495733,away,True,0.9090909090909091,1.0,0.9090909090909091,1.0,wynnbet,-110.0,0.0,,small,,-1.0,equal,mid,weekend,12
old,near-tip,spread,1022400064,2024-06-09,2024,Regular Season,1.460481034966799,-1.0,2.460481034966799,home,True,0.9090909090909091,1.0,0.9090909090909091,1.0,williamhill_us,-110.0,1.5,,small,,-1.0,equal,mid,weekend,12
old,near-tip,spread,1022400065,2024-06-09,2024,Regular Season,-9.744634445384438,-10.363636363636363,0.6190019182519251,home,True,0.9090909090909091,1.0,0.9090909090909091,1.0,mybookieag,-110.0,10.5,,large,,-1.0,equal,early,weekend,11
old,near-tip,spread,1022400066,2024-06-10,2024,Regular Season,10.235764880606329,10.416666666666666,-0.18090178606033724,away,False,-1.0,-1.0,-1.0,-1.0,betrivers,-112.0,-11.0,,large,,1.0,away_more,mid,weekday,12
old,near-tip,spread,1022400067,2024-06-11,2024,Regular Season,3.72884455678553,6.916666666666667,-3.187822109881137,away,True,0.9090909090909091,1.0,0.9174311926605505,1.0,betrivers,-109.0,-7.0,,mid,,1.0,home_more,mid,weekday,12
old,near-tip,spread,1022400068,2024-06-11,2024,Regular Season,1.1753352911958648,6.454545454545454,-5.279210163349589,away,True,0.9090909090909091,1.0,0.9259259259259259,1.0,fanduel,-108.0,-6.5,,mid,,1.0,equal,mid,weekday,11
old,near-tip,spread,1022400069,2024-06-11,2024,Regular Season,7.609655915614577,11.291666666666666,-3.682010751052089,away,True,-1.0,-1.0,-1.0,-1.0,superbook,-110.0,-11.5,,large,,1.0,equal,mid,weekday,12
old,near-tip,spread,1022400070,2024-06-12,2024,Regular Season,-6.7732558808346015,-7.458333333333333,0.6850774524987315,home,True,-1.0,-1.0,-1.0,-1.0,lowvig,-103.0,7.5,,mid,,-1.0,home_more,mid,weekday,12
old,near-tip,spread,1022400071,2024-06-13,2024,Regular Season,-0.9523024654336962,-2.4583333333333335,1.5060308678996372,home,True,0.9090909090909091,1.0,0.9090909090909091,1.0,betonlineag,-110.0,3.0,,small,,-1.0,home_more,mid,weekday,12
old,near-tip,spread,1022400072,2024-06-13,2024,Regular Season,-9.55024801191512,-6.708333333333333,-2.8419146785817864,away,True,0.9090909090909091,1.0,0.8771929824561403,1.0,fanduel,-114.0,6.0,,mid,,-1.0,home_more,mid,weekday,12
old,near-tip,spread,1022400073,2024-06-13,2024,Regular Season,-5.923229156146416,-5.136363636363637,-0.7868655197827792,away,True,-1.0,-1.0,-1.0,-1.0,betonlineag,-105.0,5.0,,mid,,-1.0,home_more,mid,weekday,11
old,near-tip,spread,1022400074,2024-06-14,2024,Regular Season,0.5368374717598876,-2.4583333333333335,2.9951708050932213,home,True,0.9090909090909091,1.0,1.02,1.0,lowvig,102.0,2.5,,small,,-1.0,home_more,mid,weekday,12
old,near-tip,spread,1022400075,2024-06-14,2024,Regular Season,11.151018150135206,12.954545454545455,-1.8035273044102489,away,True,0.9090909090909091,1.0,0.9090909090909091,1.0,betus,-110.0,-13.0,,large,,1.0,equal,mid,weekday,11
old,near-tip,spread,1022400076,2024-06-15,2024,Regular Season,-9.01742107943623,-6.541666666666667,-2.4757544127695637,away,True,0.9090909090909091,1.0,0.9090909090909091,1.0,mybookieag,-110.0,6.5,,mid,,-1.0,away_more,mid,weekend,12
old,near-tip,spread,1022400077,2024-06-15,2024,Regular Season,0.8243423528130098,2.45,-1.6256576471869904,away,True,0.9090909090909091,1.0,0.9523809523809523,1.0,betonlineag,-105.0,-2.5,,small,,1.0,away_more,mid,weekend,10
old,near-tip,spread,1022400078,2024-06-16,2024,Regular Season,-4.183471086362609,-3.2916666666666665,-0.891804419695942,away,True,-1.0,-1.0,-1.0,-1.0,lowvig,-103.0,3.0,,small,,-1.0,equal,mid,weekend,12
old,near-tip,spread,1022400079,2024-06-16,2024,Regular Season,0.4890792427735422,2.4583333333333335,-1.9692540905597913,away,True,-1.0,-1.0,-1.0,-1.0,bovada,-115.0,-3.0,,small,,1.0,home_more,mid,weekend,12
old,near-tip,spread,1022400080,2024-06-16,2024,Regular Season,3.2660252181111846,5.166666666666667,-1.9006414485554823,away,True,-1.0,-1.0,-1.0,-1.0,betmgm,-110.0,-5.5,,mid,,1.0,home_more,mid,weekend,12
old,near-tip,spread,1022400081,2024-06-17,2024,Regular Season,11.417421235312505,15.041666666666666,-3.6242454313541614,away,True,0.9090909090909091,1.0,0.8695652173913043,1.0,betrivers,-115.0,-16.0,,large,,1.0,home_more,mid,weekday,12
old,near-tip,spread,1022400082,2024-06-18,2024,Regular Season,10.330691760144866,13.045454545454545,-2.714762785309679,away,True,0.9090909090909091,1.0,0.8695652173913043,1.0,bovada,-115.0,-13.5,,large,,1.0,home_more,mid,weekday,11
old,near-tip,spread,1022400083,2024-06-18,2024,Regular Season,-6.795389248639007,-5.166666666666667,-1.6287225819723403,away,True,-1.0,-1.0,-1.0,-1.0,williamhill_us,-105.0,5.0,,mid,,-1.0,away_more,mid,weekday,12
old,near-tip,spread,1022400084,2024-06-19,2024,Regular Season,1.9178013507973692,5.208333333333333,-3.290531982535964,away,True,-1.0,-1.0,-1.0,-1.0,betmgm,-105.0,-5.5,,mid,,1.0,away_more,mid,weekday,12
old,near-tip,spread,1022400085,2024-06-19,2024,Regular Season,9.469189789450947,9.458333333333334,0.010856456117613433,home,False,0.9090909090909091,1.0,0.9090909090909091,1.0,wynnbet,-110.0,-9.0,,large,,1.0,away_more,mid,weekday,12
old,near-tip,spread,1022400086,2024-06-19,2024,Regular Season,1.29643740797964,6.5,-5.20356259202036,away,True,-1.0,-1.0,-1.0,-1.0,bovada,-105.0,-6.5,,mid,,1.0,home_more,mid,weekday,11
old,near-tip,spread,1022400087,2024-06-20,2024,Regular Season,3.900593402671209,6.416666666666667,-2.516073263995458,away,True,-1.0,-1.0,-1.0,-1.0,williamhill_us,-105.0,-6.5,,mid,,1.0,home_more,mid,weekday,12
old,near-tip,spread,1022400088,2024-06-20,2024,Regular Season,11.40643893542492,14.181818181818182,-2.7753792463932623,away,True,0.9090909090909091,1.0,0.9090909090909091,1.0,betus,-110.0,-14.5,,large,,1.0,equal,mid,weekday,11
old,near-tip,spread,1022400089,2024-06-21,2024,Regular Season,0.8335567247842497,-2.625,3.4585567247842497,home,True,-1.0,-1.0,-1.0,-1.0,betrivers,-117.0,3.5,,small,,-1.0,equal,mid,weekday,12
old,near-tip,spread,1022400090,2024-06-21,2024,Regular Season,0.8087260119389826,5.318181818181818,-4.509455806242836,away,True,-1.0,-1.0,-1.0,-1.0,superbook,-110.0,-5.5,,mid,,1.0,away_more,mid,weekday,11
old,near-tip,spread,1022400091,2024-06-22,2024,Regular Season,4.047049175601322,-3.3333333333333335,7.380382508934655,home,True,0.9090909090909091,1.0,0.9523809523809523,1.0,williamhill_us,-105.0,3.5,,small,,-1.0,home_more,mid,weekend,12
old,near-tip,spread,1022400092,2024-06-22,2024,Regular Season,12.455522114969671,15.409090909090908,-2.953568794121237,away,True,0.9090909090909091,1.0,0.9259259259259259,1.0,fanduel,-108.0,-15.5,,large,,1.0,equal,mid,weekend,11
old,near-tip,spread,1022400093,2024-06-22,2024,Regular Season,8.066236741723213,5.625,2.4412367417232126,home,True,0.9090909090909091,1.0,0.9523809523809523,1.0,betmgm,-105.0,-5.5,,mid,,1.0,away_more,mid,weekend,12
old,near-tip,spread,1022400094,2024-06-23,2024,Regular Season,-8.597066932665658,-8.916666666666666,0.3195997340010077,home,False,-1.0,-1.0,-1.0,-1.0,lowvig,-108.0,9.0,,large,,-1.0,home_more,mid,weekend,12
old,near-tip,spread,1022400095,2024-06-23,2024,Regular Season,6.328996286667306,1.1666666666666667,5.162329620000639,home,True,0.9090909090909091,1.0,0.970873786407767,1.0,lowvig,-103.0,-1.0,,small,,1.0,equal,mid,weekend,12
old,near-tip,spread,1022400096,2024-06-23,2024,Regular Season,0.9249807264086686,2.25,-1.3250192735913315,away,True,0.9090909090909091,1.0,0.9523809523809523,1.0,williamhill_us,-105.0,-2.5,,small,,1.0,home_more,mid,weekend,12
old,near-tip,spread,1022400097,2024-06-23,2024,Regular Season,1.6110393873711368,1.5,0.11103938737113683,home,False,0.9090909090909091,1.0,0.9090909090909091,1.0,wynnbet,-110.0,-1.5,,small,,1.0,home_more,mid,weekend,12
old,near-tip,spread,1022400098,2024-06-27,2024,Regular Season,-8.473985068170013,-9.136363636363637,0.6623785681936241,home,True,0.9090909090909091,1.0,0.9259259259259259,1.0,fanduel,-108.0,9.5,,large,,-1.0,away_more,mid,weekday,11
old,near-tip,spread,1022400099,2024-06-27,2024,Regular Season,-0.4476516454776937,-10.5,10.052348354522307,home,True,0.9090909090909091,1.0,0.970873786407767,1.0,lowvig,-103.0,10.5,,large,,-1.0,equal,mid,weekday,11
old,near-tip,spread,1022400100,2024-06-27,2024,Regular Season,-4.926977816202189,-10.5,5.573022183797811,home,True,-1.0,-1.0,-1.0,-1.0,betonlineag,-105.0,10.5,,large,,-1.0,away_more,mid,weekday,10
old,near-tip,spread,1022400101,2024-06-27,2024,Regular Season,6.4033319611134205,8.863636363636363,-2.460304402522943,away,True,-1.0,-1.0,-1.0,-1.0,lowvig,-108.0,-9.0,,large,,1.0,equal,mid,weekday,11
old,near-tip,spread,1022400102,2024-06-28,2024,Regular Season,7.143929044223662,9.708333333333334,-2.564404289109672,away,True,0.9090909090909091,1.0,0.8928571428571429,1.0,betrivers,-112.0,-10.0,,large,,1.0,away_more,mid,weekday,12
old,near-tip,spread,1022400103,2024-06-28,2024,Regular Season,5.532445085084445,10.125,-4.592554914915555,away,True,-1.0,-1.0,-1.0,-1.0,mybookieag,-110.0,-10.5,,large,,1.0,equal,mid,weekday,12
old,near-tip,spread,1022400104,2024-06-29,2024,Regular Season,-4.409347034158639,-13.272727272727273,8.863380238568634,home,True,0.9090909090909091,1.0,0.9523809523809523,1.0,williamhill_us,-105.0,13.5,,large,,-1.0,equal,mid,weekend,11
old,near-tip,spread,1022400105,2024-06-29,2024,Regular Season,10.626393120351551,10.833333333333334,-0.20694021298178278,away,False,-1.0,-1.0,-1.0,-1.0,betmgm,-115.0,-11.5,,large,,1.0,equal,mid,weekend,12
old,near-tip,spread,1022400106,2024-06-30,2024,Regular Season,11.86127122911884,15.666666666666666,-3.8053954375478263,away,True,0.9090909090909091,1.0,0.9259259259259259,1.0,lowvig,-108.0,-16.0,,large,,1.0,home_more,mid,weekend,12
old,near-tip,spread,1022400107,2024-06-30,2024,Regular Season,-3.839955507093807,-7.083333333333333,3.243377826239526,home,True,-1.0,-1.0,-1.0,-1.0,wynnbet,-110.0,7.5,,mid,,-1.0,equal,mid,weekend,12
old,near-tip,spread,1022400108,2024-06-30,2024,Regular Season,2.7353228968929413,8.0,-5.264677103107059,away,True,0.9090909090909091,1.0,0.8695652173913043,1.0,betmgm,-115.0,-8.5,,mid,,1.0,away_more,mid,weekend,12
old,near-tip,spread,1022400109,2024-07-01,2024,Regular Season,0.5574642758779996,-4.409090909090909,4.966555184968909,home,True,-1.0,-1.0,-1.0,-1.0,lowvig,-103.0,4.5,,small,,-1.0,away_more,mid,weekday,11
old,near-tip,spread,1022400110,2024-07-01,2024,Regular Season,12.30738033031687,11.409090909090908,0.8982894212259609,home,True,0.9090909090909091,1.0,0.9259259259259259,1.0,lowvig,-108.0,-11.0,,large,,1.0,equal,mid,weekday,11
old,near-tip,spread,1022400111,2024-07-02,2024,Regular Season,3.694570604438937,4.545454545454546,-0.850883941015609,away,True,-1.0,-1.0,-1.0,-1.0,betrivers,-110.0,-5.0,,mid,,1.0,equal,mid,weekday,11
old,near-tip,spread,1022400112,2024-07-02,2024,Regular Season,2.8168724300851657,-1.1818181818181819,3.9986906119033474,home,True,-1.0,-1.0,-1.0,-1.0,betmgm,-105.0,1.5,,small,,-1.0,equal,mid,weekday,11
old,near-tip,spread,1022400113,2024-07-02,2024,Regular Season,9.821901271433136,13.363636363636363,-3.5417350922032274,away,True,-1.0,-1.0,-1.0,-1.0,wynnbet,-110.0,-14.0,,large,,1.0,home_more,mid,weekday,11
old,near-tip,spread,1022400114,2024-07-02,2024,Regular Season,-3.22852247465135,1.4545454545454546,-4.683067929196804,away,True,0.9090909090909091,1.0,0.9090909090909091,1.0,wynnbet,-110.0,-2.0,,small,,1.0,home_more,mid,weekday,11
old,near-tip,spread,1022400115,2024-07-03,2024,Regular Season,-4.390346263099293,-4.666666666666667,0.2763204035673743,home,False,-1.0,-1.0,-1.0,-1.0,betus,-110.0,5.0,,mid,,-1.0,equal,mid,weekday,12
old,near-tip,spread,1022400116,2024-07-04,2024,Regular Season,0.5973332677064516,3.5833333333333335,-2.986000065626882,away,True,0.9090909090909091,1.0,0.9433962264150944,1.0,lowvig,-106.0,-4.0,,small,,1.0,away_more,mid,weekday,12
old,near-tip,spread,1022400117,2024-07-04,2024,Regular Season,8.369005488829249,15.590909090909092,-7.221903602079843,away,True,-1.0,-1.0,-1.0,-1.0,wynnbet,-110.0,-16.0,,large,,1.0,equal,mid,weekday,11
old,near-tip,spread,1022400118,2024-07-05,2024,Regular Season,-0.2191865372414132,4.5,-4.719186537241413,away,True,0.9090909090909091,1.0,0.970873786407767,1.0,lowvig,-103.0,-4.5,,small,,1.0,away_more,mid,weekday,12
old,near-tip,spread,1022400119,2024-07-05,2024,Regular Season,-11.94429449367116,-12.85,0.9057055063288395,home,True,0.9090909090909091,1.0,0.9090909090909091,1.0,wynnbet,-110.0,13.5,,large,,-1.0,home_more,mid,weekday,10
old,near-tip,spread,1022400120,2024-07-05,2024,Regular Season,9.681963647544483,10.0,-0.31803635245551654,away,False,0.9090909090909091,1.0,0.9090909090909091,1.0,wynnbet,-110.0,-10.5,,large,,1.0,home_more,mid,weekday,12
old,near-tip,spread,1022400121,2024-07-06,2024,Regular Season,-7.160007388462906,-10.5,3.3399926115370944,home,True,0.9090909090909091,1.0,0.9523809523809523,1.0,williamhill_us,-105.0,10.5,,large,,-1.0,equal,mid,weekend,12
old,near-tip,spread,1022400122,2024-07-06,2024,Regular Season,4.24264134180801,9.208333333333334,-4.965691991525324,away,True,0.9090909090909091,1.0,0.9090909090909091,1.0,betus,-110.0,-9.5,,large,,1.0,equal,mid,weekend,12
old,near-tip,spread,1022400123,2024-07-07,2024,Regular Season,8.133987380215311,13.875,-5.741012619784689,away,True,0.9090909090909091,1.0,0.9615384615384616,1.0,lowvig,-104.0,-14.0,,large,,1.0,home_more,mid,weekend,12
old,near-tip,spread,1022400124,2024-07-07,2024,Regular Season,10.857936438499744,15.454545454545455,-4.596609016045711,away,True,-1.0,-1.0,-1.0,-1.0,draftkings,-108.0,-15.5,,large,,1.0,equal,mid,weekend,11
old,near-tip,spread,1022400125,2024-07-07,2024,Regular Season,9.102155008907456,9.375,-0.2728449910925441,away,False,-1.0,-1.0,-1.0,-1.0,bovada,-115.0,-10.0,,large,,1.0,equal,mid,weekend,12
old,near-tip,spread,1022400126,2024-07-07,2024,Regular Season,-2.541200588382492,-4.208333333333333,1.667132744950841,home,True,-1.0,-1.0,-1.0,-1.0,fanduel,-108.0,4.5,,small,,-1.0,away_more,mid,weekend,12
old,near-tip,spread,1022400127,2024-07-09,2024,Regular Season,-3.994118070685541,-4.666666666666667,0.6725485959811262,home,True,-1.0,-1.0,-1.0,-1.0,superbook,-110.0,5.0,,mid,,-1.0,away_more,mid,weekday,12
old,near-tip,spread,1022400128,2024-07-10,2024,Regular Season,0.3042739028589476,-2.1666666666666665,2.470940569525614,home,True,-1.0,-1.0,-1.0,-1.0,mybookieag,-110.0,2.5,,small,,-1.0,away_more,mid,weekday,12
old,near-tip,spread,1022400129,2024-07-10,2024,Regular Season,-0.75419408248027,7.0,-7.75419408248027,away,True,0.9090909090909091,1.0,0.8695652173913043,1.0,betmgm,-115.0,-7.5,,mid,,1.0,equal,mid,weekday,12
old,near-tip,spread,1022400130,2024-07-10,2024,Regular Season,1.7582570130514326,7.041666666666667,-5.283409653615235,away,True,-1.0,-1.0,-1.0,-1.0,betmgm,-115.0,-7.5,,mid,,1.0,equal,mid,weekday,12
old,near-tip,spread,1022400131,2024-07-10,2024,Regular Season,1.55053454697155,-4.409090909090909,5.959625456062459,home,True,-1.0,-1.0,-1.0,-1.0,wynnbet,-110.0,4.5,,small,,-1.0,equal,mid,weekday,11
old,near-tip,spread,1022400132,2024-07-10,2024,Regular Season,6.52486955045074,7.5,-0.9751304495492601,away,True,-1.0,-1.0,-1.0,-1.0,betmgm,-105.0,-7.5,,mid,,1.0,equal,mid,weekday,12
old,near-tip,spread,1022400133,2024-07-11,2024,Regular Season,8.807083373620735,9.5,-0.6929166263792652,away,True,-1.0,-1.0,-1.0,-1.0,wynnbet,-110.0,-10.0,,large,,1.0,equal,mid,weekday,12
old,near-tip,spread,1022400134,2024-07-12,2024,Regular Season,-7.854432641667894,-14.545454545454545,6.691021903786651,home,True,0.9090909090909091,1.0,0.9090909090909091,1.0,wynnbet,-110.0,15.0,,large,,-1.0,equal,mid,weekday,11
old,near-tip,spread,1022400135,2024-07-12,2024,Regular Season,-2.3122299366937824,0.5833333333333334,-2.895563270027116,away,True,-1.0,-1.0,-1.0,-1.0,williamhill_us,-105.0,-1.5,,small,,1.0,equal,mid,weekday,12
old,near-tip,spread,1022400136,2024-07-12,2024,Regular Season,6.737901358242947,6.2727272727272725,0.46517408551567474,home,False,0.9090909090909091,1.0,0.9090909090909091,1.0,wynnbet,-110.0,-6.0,,mid,,1.0,away_more,mid,weekday,11
old,near-tip,spread,1022400137,2024-07-13,2024,Regular Season,-5.736822762757639,-3.9583333333333335,-1.7784894294243059,away,True,0.9090909090909091,1.0,0.9090909090909091,1.0,wynnbet,-110.0,3.5,,small,,-1.0,equal,mid,weekend,12
old,near-tip,spread,1022400138,2024-07-13,2024,Regular Season,1.9178014151508511,3.5416666666666665,-1.6238652515158154,away,True,0.9090909090909091,1.0,0.9090909090909091,1.0,betrivers,-110.0,-4.0,,small,,1.0,away_more,mid,weekend,12
old,near-tip,spread,1022400139,2024-07-14,2024,Regular Season,5.136054691698192,8.045454545454545,-2.9093998537563532,away,True,-1.0,-1.0,-1.0,-1.0,bovada,-110.0,-9.0,,mid,,1.0,home_more,mid,weekend,11
old,near-tip,spread,1022400140,2024-07-14,2024,Regular Season,-5.074458211046724,-12.5,7.425541788953276,home,True,0.9090909090909091,1.0,0.8771929824561403,1.0,fanduel,-114.0,13.0,,large,,-1.0,home_more,mid,weekend,11
old,near-tip,spread,1022400141,2024-07-14,2024,Regular Season,11.145473603328607,14.25,-3.1045263966713925,away,True,0.9090909090909091,1.0,0.9259259259259259,1.0,fanduel,-108.0,-14.5,,large,,1.0,equal,mid,weekend,12
old,near-tip,spread,1022400142,2024-07-14,2024,Regular Season,4.073175665793363,6.166666666666667,-2.0934910008733043,away,True,0.9090909090909091,1.0,0.9523809523809523,1.0,bovada,-105.0,-6.5,,mid,,1.0,equal,mid,weekend,12
old,near-tip,spread,1022400143,2024-07-16,2024,Regular Season,2.1170986775191647,-4.416666666666667,6.533765344185832,home,True,-1.0,-1.0,-1.0,-1.0,betmgm,-115.0,5.5,,small,,-1.0,equal,mid,weekday,12
old,near-tip,spread,1022400144,2024-07-16,2024,Regular Season,-7.963239078395687,-9.333333333333334,1.370094254937647,home,True,0.9090909090909091,1.0,0.970873786407767,1.0,lowvig,-103.0,9.5,,large,,-1.0,home_more,mid,weekday,12
old,near-tip,spread,1022400145,2024-07-16,2024,Regular Season,3.29452480166122,-2.1818181818181817,5.476342983479402,home,True,0.9090909090909091,1.0,1.0,1.0,williamhill_us,100.0,2.5,,small,,-1.0,home_more,mid,weekday,11
old,near-tip,spread,1022400146,2024-07-16,2024,Regular Season,10.875786538720613,13.090909090909092,-2.215122552188479,away,True,0.9090909090909091,1.0,0.9090909090909091,1.0,wynnbet,-110.0,-13.5,,large,,1.0,away_more,mid,weekday,11
old,near-tip,spread,1022400147,2024-07-17,2024,Regular Season,6.039754397189282,7.625,-1.5852456028107182,away,True,0.9090909090909091,1.0,0.9523809523809523,1.0,williamhill_us,-105.0,-8.0,,mid,,1.0,equal,mid,weekday,12
old,near-tip,spread,1022400148,2024-07-17,2024,Regular Season,-2.6498087829154384,-4.5,1.8501912170845616,home,True,0.9090909090909091,1.0,0.9523809523809523,1.0,betmgm,-105.0,4.5,,small,,-1.0,home_more,mid,weekday,12
