arm,target,scheme,model,decile,n,mean_predicted,mean_realised,median_realised
A4_CLEAN_DEC,fga,GKF,VSD,1,354,2.877375001504326,3.1112093294008596,2.7422871339633845
A4_CLEAN_DEC,fga,GKF,VSD,2,355,2.885865387223309,3.0744883884351277,2.505309152136528
A4_CLEAN_DEC,fga,GKF,VSD,3,355,2.895440147100617,3.2130659854393495,2.6995454335942357
A4_CLEAN_DEC,fga,GKF,VSD,4,355,2.9090078056319175,3.0054320618291737,2.474635862538822
A4_CLEAN_DEC,fga,GKF,VSD,5,355,2.921380544174437,2.9484142835958647,2.5691556034096843
A4_CLEAN_DEC,fga,GKF,VSD,6,355,2.9487043289810493,2.8407052939173854,2.199699737984286
A4_CLEAN_DEC,fga,GKF,VSD,7,355,2.9580971024127356,2.8579283267670683,2.2741772607232864
A4_CLEAN_DEC,fga,GKF,VSD,8,355,2.972029642602832,2.8274609841519567,2.3411647300814646
A4_CLEAN_DEC,fga,GKF,VSD,9,355,2.991139451834575,2.671800772794804,2.214508851640968
A4_CLEAN_DEC,fga,GKF,VSD,10,355,2.9927783746812926,2.7756565795398114,2.445755391743436
A4_CLEAN_DEC,fga,GKF,VSIG,1,354,2.2355893597058665,2.2375438841377475,1.896380445718811
A4_CLEAN_DEC,fga,GKF,VSIG,2,355,2.6594431561576166,2.5842621322478236,2.2293146939064075
A4_CLEAN_DEC,fga,GKF,VSIG,3,355,2.8074884486391056,2.8373717130921086,2.3411647300814646
A4_CLEAN_DEC,fga,GKF,VSIG,4,355,2.9071353017778265,2.7968669619293527,2.575191694668245
A4_CLEAN_DEC,fga,GKF,VSIG,5,355,2.9835306008435944,2.9957158979894185,2.473142043051917
A4_CLEAN_DEC,fga,GKF,VSIG,6,355,3.046284680910019,2.747161908816432,2.206064283121453
A4_CLEAN_DEC,fga,GKF,VSIG,7,355,3.0941896757087397,3.1333646699461464,2.728220157944813
A4_CLEAN_DEC,fga,GKF,VSIG,8,355,3.141953821770125,3.259123467258518,2.649521431869033
A4_CLEAN_DEC,fga,GKF,VSIG,9,355,3.19220925077842,3.4068215896328784,2.9761943033652614
A4_CLEAN_DEC,fga,GKF,VSIG,10,355,3.2613843910694373,3.3254687513976977,2.977867745602815
A4_CLEAN_DEC,fga,GKF,VALL,1,354,2.2087539273282246,2.33606089643323,1.9105613870895066
A4_CLEAN_DEC,fga,GKF,VALL,2,355,2.5107105253636504,2.6934674564554473,2.484702138501712
A4_CLEAN_DEC,fga,GKF,VALL,3,355,2.669730282574243,2.6619006087850985,2.3411647300814646
A4_CLEAN_DEC,fga,GKF,VALL,4,355,2.7924976622439206,2.7715350808579267,2.220840318233426
A4_CLEAN_DEC,fga,GKF,VALL,5,355,2.889714042021379,2.761273251071073,2.2804139462879824
A4_CLEAN_DEC,fga,GKF,VALL,6,355,2.9828142557382193,3.028110940542292,2.7078644011191795
A4_CLEAN_DEC,fga,GKF,VALL,7,355,3.0817673076341086,2.996138406800002,2.5237079920101326
A4_CLEAN_DEC,fga,GKF,VALL,8,355,3.198077373852232,3.144099065936373,2.5727523360175955
A4_CLEAN_DEC,fga,GKF,VALL,9,355,3.3436074599862713,3.3944966022834553,3.050037532262305
A4_CLEAN_DEC,fga,GKF,VALL,10,355,3.6102709310108603,3.536896179993917,2.977867745602815
A4_CLEAN_DEC,fga,GKF,VLEV,1,354,2.3370711577960357,2.191965949638001,1.7889021905256035
A4_CLEAN_DEC,fga,GKF,VLEV,2,355,2.5319669939434784,2.5147585876867864,2.2276707829602254
A4_CLEAN_DEC,fga,GKF,VLEV,3,355,2.653890569479109,2.809269717405249,2.492385605150295
A4_CLEAN_DEC,fga,GKF,VLEV,4,355,2.755572879870914,2.724831159708487,2.1724241904551373
A4_CLEAN_DEC,fga,GKF,VLEV,5,355,2.8567313870912314,3.0297629364957057,2.610309569995744
A4_CLEAN_DEC,fga,GKF,VLEV,6,355,2.955209364682216,2.969354357781268,2.3721934615081928
A4_CLEAN_DEC,fga,GKF,VLEV,7,355,3.058114917482515,2.995511003938592,2.5001462445440836
A4_CLEAN_DEC,fga,GKF,VLEV,8,355,3.1703352825670414,3.2149287885184017,2.8036683633363566
A4_CLEAN_DEC,fga,GKF,VLEV,9,355,3.3498143679320904,3.405843816616335,2.9415343844397714
A4_CLEAN_DEC,fga,GKF,VLEV,10,355,3.649136139120037,3.4673462701114115,3.029872689267428
