stratum,target,candidate,level,n,dr2,beta,sd_candidate,response_sd,d_target_per_1sd_signal,CEILING_dr2_D089form,CEILING_dr2_residualised,ceiling_vs_largest_measured,p_correct_level,fw_p,SURVIVES_fw_0.05
DECISION,y_dreb,R10_opp_allowed_oreb_pg,opp_team_season,5111,0.0003377447120259,-0.0591546494095393,0.8694231467953196,2.787198641156965,0.0514304214372156,0.000340489969833,0.0003377447120259,0.1655274525196889,0.2079866888519135,1.0,False
POOLED,y_dreb,R04_opp_allowed_mid_share,opp_team_season,13977,0.0003184090214214,-1.8360107038160447,0.0253769670559354,2.610515129747928,0.0465923831450846,0.0003185498611687,0.0003184090214214,0.15486138121959164,0.0565723793677204,0.9767054908485856,False
POOLED,y_reb,R04_opp_allowed_mid_share,opp_team_season,13977,0.0003129988307341,-2.287321552230642,0.0253769670559354,3.279438924237498,0.0580452836772881,0.0003132815233107,0.0003129988307341,0.15230020579032574,0.0732113144758735,1.0,False
DECISION,y_oreb,R01_opp_allowed_miss_pg,opp_team_season,5111,0.0003067115590402,0.0129170029457267,1.8728486110166511,1.377471380881575,0.0241915910254024,0.0003084350287934,0.0003067115590402,0.149944107337579,0.9883527454242927,1.0,False
POOLED,y_oreb,R07_own_miss_pg,team_season,13977,0.0002457021142088,-0.0081077645168498,2.469540288071544,1.2236796493286035,0.0200224511205576,0.0002677312152619,0.0002457021142088,0.13015615715211473,0.0133111480865224,0.7437603993344426,False
POOLED,y_oreb,R09_opp_allowed_paint_share,opp_team_season,13977,0.000267353140063,0.5280475761486887,0.0379095734073827,1.2236796493286035,0.0200180583505992,0.0002676137518584,0.000267353140063,0.13009905292095286,0.589018302828619,1.0,False
DECISION,y_reb,R07_own_miss_pg,team_season,5111,0.0002377858946221,-0.0302530127691622,1.8569963058276184,3.476316878584853,0.05617973295249,0.0002611683990314,0.0002377858946221,0.12696567770121536,0.173044925124792,1.0,False
DECISION,y_oreb,A01_c04_prevgame,team_season,5111,0.0002297679923373,-0.0023509396462538,9.41168358822967,1.377471380881575,0.0221263000855658,0.0002580194394516,0.0002297679923373,0.1254348271519689,0.2346089850249584,0.9900166389351082,False
POOLED,y_reb,R09_opp_allowed_paint_share,opp_team_season,13977,0.0002541882937514,1.3796183091173175,0.0379095734073827,3.279438924237498,0.0523007415636521,0.000254341131628,0.0002541882937514,0.12364663666893536,0.1064891846921797,1.0,False
POOLED,y_oreb,R02_opp_allowed_ra_share,opp_team_season,13977,0.0002272543956582,0.4134217973874204,0.0446490567679912,1.2236796493286035,0.0184588933006759,0.0002275494781862,0.0002272543956582,0.11062201175799709,0.3710482529118136,1.0,False
DECISION,y_ast,A05_teammate_prior_fgpct,team_season,5111,0.000150949572356,-1.3950815080599794,0.0256283136638318,2.531073939298562,0.0357535864751727,0.0001995398131271,0.000150949572356,0.09700525674628101,0.259567387687188,0.9916805324459236,False
DECISION,y_dreb,R07_own_miss_pg,team_season,5111,0.0001767238627229,-0.0209691431403674,1.8569963058276184,2.7871986411569645,0.0389396213480329,0.000195185524027,0.0001767238627229,0.09488844143266895,0.2212978369384359,1.0,False
DECISION,y_ast,A02_n_present_prevgame,team_season,5111,0.0001797800758549,-0.0330283976434947,1.0491021961449734,2.531073939298562,0.0346501645029397,0.000187413528397,0.0001797800758549,0.09111012561837628,0.2545757071547421,0.9900166389351082,False
DECISION,y_reb,R01_opp_allowed_miss_pg,opp_team_season,5111,0.0001816556564857,0.0250842432954903,1.8728486110166511,3.476316878584853,0.0469789902143629,0.0001826285374515,0.0001816556564857,0.08878392681161887,0.9650582362728786,1.0,False
POOLED,y_oreb,R03_opp_allowed_atb3_share,opp_team_season,13977,0.000176082057272,-0.5422087129497166,0.030003493519231,1.2236796493286035,0.0162681556050574,0.0001767425679184,0.000176082057272,0.08592249291122996,0.1863560732113144,1.0,False
DECISION,y_reb,R05_opp_allowed_long_miss_pg,opp_team_season,5111,0.0001700472856446,0.0380695352365452,1.1974940290698133,3.476316878584853,0.0455880411352258,0.0001719741409926,0.0001700472856446,0.08360434661769568,0.9201331114808652,1.0,False
DECISION,y_dreb,R05_opp_allowed_long_miss_pg,opp_team_season,5111,0.000166958986371,0.0302217450032269,1.1974940290698133,2.787198641156965,0.0361903591894346,0.0001685970393082,0.000166958986371,0.08196258595439962,0.7870216306156406,1.0,False
POOLED,y_reb,R07_own_miss_pg,team_season,13977,0.0001482232849762,-0.0166915013278591,2.469540288071544,3.279438924237498,0.0412203349975477,0.0001579879412363,0.0001482232849762,0.07680502733898883,0.0083194675540765,0.3227953410981697,False
POOLED,y_dreb,R09_opp_allowed_paint_share,opp_team_season,13977,0.000148666330339,0.8398163105533563,0.0379095734073827,2.610515129747928,0.0318370780736397,0.0001487352732678,0.000148666330339,0.07230689026144872,0.2778702163061564,1.0,False
POOLED,y_ast,A03_absent_usg_prevgame,team_season,13977,0.0001328240324233,0.0019141445084409,14.395953682198334,2.277227958458112,0.0275559356845501,0.0001464257005488,0.0001328240324233,0.071184103329509,0.043261231281198,0.5324459234608985,False
DECISION,y_dreb,R09_opp_allowed_paint_share,opp_team_season,5111,0.0001161180335347,-0.8840151880389121,0.0340427727703217,2.787198641156965,0.0300943281719219,0.0001165825262501,0.0001161180335347,0.05667599720471561,0.8735440931780366,1.0,False
DECISION,y_dreb,R03_opp_allowed_atb3_share,opp_team_season,5111,0.0001069323183031,1.1789946771237343,0.0244966886516669,2.787198641156965,0.0288814655274726,0.0001073748599508,0.0001069323183031,0.052199737457851246,0.7038269550748752,1.0,False
DECISION,y_oreb,R04_opp_allowed_mid_share,opp_team_season,5111,9.937161867254746e-05,-0.6516223520776523,0.0211654923078238,1.377471380881575,0.0137919078805056,0.0001002498026898,9.937161867254749e-05,0.04873592741361206,0.4725457570715474,1.0,False
DECISION,y_ast,A03_absent_usg_prevgame,team_season,5111,8.015684124864575e-05,0.0017243400575381,14.060105166821431,2.531073939298562,0.024244402552349,9.175152858247308e-05,8.015684124864576e-05,0.04460453504252459,0.3777038269550749,1.0,False
POOLED,y_dreb,R06_own_atb3_share,team_season,13977,8.20226321653491e-05,-0.4866084747988913,0.0487482921114295,2.610515129747928,0.0237213320733935,8.257065263517803e-05,8.202263216534913e-05,0.04014129928788431,0.1214642262895174,1.0,False
DECISION,y_dreb,R01_opp_allowed_miss_pg,opp_team_season,5111,7.244853676310031e-05,0.0126988062831569,1.8728486110166511,2.787198641156965,0.0237829417089799,7.281071564338256e-05,7.244853676310032e-05,0.03539655597636488,0.8835274542429284,1.0,False
DECISION,y_reb,R03_opp_allowed_atb3_share,opp_team_season,5111,7.097461266708864e-05,1.1981863924635852,0.0244966886516669,3.476316878584853,0.0293515990028444,7.128937659086662e-05,7.097461266708864e-05,0.03465696479867118,0.56738768718802,1.0,False
POOLED,y_oreb,R04_opp_allowed_mid_share,opp_team_season,13977,7.027958954387319e-05,-0.404729418688272,0.0253769670559354,1.2236796493286035,0.0102708051246201,7.04487843311798e-05,7.02795895438732e-05,0.03424831518287788,0.9434276206322796,1.0,False
POOLED,y_reb,R06_own_atb3_share,team_season,13977,6.529887243353054e-05,-0.544844187226376,0.0487482921114295,3.279438924237498,0.0265602235941257,6.559403683368542e-05,6.529887243353054e-05,0.03188820458613779,0.1697171381031613,1.0,False
POOLED,y_reb,R03_opp_allowed_atb3_share,opp_team_season,13977,4.9802742625764365e-05,-0.7726228440123082,0.030003493519231,3.279438924237498,0.0231813844931331,4.9966582497437365e-05,4.980274262576436e-05,0.02429099781110227,0.5124792013311148,1.0,False
DECISION,y_oreb,R02_opp_allowed_ra_share,opp_team_season,5111,4.876934139161598e-05,-0.2372149427805796,0.0406328662997196,1.377471380881575,0.0096387230542989,4.8963655666308646e-05,4.876934139161598e-05,0.02380343007598865,0.6938435940099834,1.0,False
DECISION,y_reb,R09_opp_allowed_paint_share,opp_team_season,5111,4.6921324204007065e-05,-0.7005413494099534,0.0340427727703217,3.476316878584853,0.0238483699741775,4.706290024228188e-05,4.692132420400706e-05,0.02287938757524642,0.7687188019966722,1.0,False
DECISION,y_ast,R01_opp_allowed_miss_pg,opp_team_season,5111,4.2725017673888e-05,0.0088549591933113,1.8728486110166511,2.531073939298562,0.0165839980258022,4.2930783081618434e-05,4.272501767388801e-05,0.020870580010509693,0.6222961730449251,1.0,False
POOLED,y_reb,R02_opp_allowed_ra_share,opp_team_season,13977,3.785698201076848e-05,0.4521564074643235,0.0446490567679912,3.279438924237498,0.0201883571048855,3.789682814266913e-05,3.785698201076846e-05,0.0184233486352305,0.5074875207986689,1.0,False
POOLED,y_oreb,R01_opp_allowed_miss_pg,opp_team_season,13977,3.685898508401752e-05,0.0030107310506407,2.4910926264040505,1.2236796493286035,0.0075000099203368,3.756541584030198e-05,3.685898508401752e-05,0.018262234244191534,0.930116472545757,1.0,False
DECISION,y_reb,R10_opp_allowed_oreb_pg,opp_team_season,5111,3.708617451713452e-05,-0.0244524544541184,0.8694231467953196,3.476316878584853,0.0212595298983689,3.73997414426166e-05,3.708617451713452e-05,0.01818169248547234,0.5906821963394343,1.0,False
POOLED,y_oreb,R05_opp_allowed_long_miss_pg,opp_team_season,13977,3.647680039565309e-05,-0.0048611484955891,1.5242327707089036,1.2236796493286035,0.0074095218402593,3.66644259804501e-05,3.647680039565308e-05,0.017824222644846913,0.5474209650582362,1.0,False
POOLED,y_oreb,R06_own_atb3_share,team_season,13977,3.564275434907481e-05,-0.151460505222529,0.0487482921114295,1.2236796493286035,0.0073834409519325,3.640676890705377e-05,3.5642754349074805e-05,0.017698963980094202,0.4193011647254576,1.0,False
DECISION,y_oreb,R05_opp_allowed_long_miss_pg,opp_team_season,5111,3.424585681317765e-05,0.0067685172874625,1.1974940290698133,1.377471380881575,0.0081052590373922,3.4623313590282794e-05,3.4245856813177653e-05,0.016831946324882253,0.9584026622296172,1.0,False
POOLED,y_dreb,R10_opp_allowed_oreb_pg,opp_team_season,13977,2.86403084759366e-05,-0.0114849969350928,1.226649543017128,2.610515129747928,0.0140880662419847,2.9123954295845574e-05,2.8640308475936605e-05,0.01415846100916168,0.4658901830282861,1.0,False
DECISION,y_dreb,R06_own_atb3_share,team_season,5111,2.726360521702873e-05,-0.3152294174359799,0.0474239629459665,2.7871986411569645,0.0149494282119625,2.8768241831904887e-05,2.726360521702873e-05,0.0139855332192051,0.6921797004991681,1.0,False
POOLED,y_reb,R01_opp_allowed_miss_pg,opp_team_season,13977,2.813379230353794e-05,0.0070524416926596,2.4910926264040505,3.279438924237498,0.017568285498729,2.869853098782443e-05,2.8133792303537936e-05,0.013951643649890343,0.9201331114808652,1.0,False
DECISION,y_reb,R04_opp_allowed_mid_share,opp_team_season,5111,2.071843817164197e-05,-0.7512452834343948,0.0211654923078238,3.476316878584853,0.0159004762678196,2.092095723882677e-05,2.071843817164197e-05,0.010170616061656186,0.6788685524126455,1.0,False
POOLED,y_dreb,R01_opp_allowed_miss_pg,opp_team_season,13977,2.0314203585031468e-05,0.0047694760071102,2.4910926264040505,2.610515129747928,0.0118812065131234,2.0714223607118e-05,2.0314203585031468e-05,0.010070113566902286,0.7271214642262895,1.0,False
POOLED,y_ast,A02_n_present_prevgame,team_season,13977,1.5392914021444256e-05,-0.0087603925083758,1.0302979561519157,2.277227958458112,0.0090258144964682,1.5709407032540053e-05,1.539291402144426e-05,0.007637047658016555,0.4958402662229617,1.0,False
POOLED,y_dreb,R07_own_miss_pg,team_season,13977,1.0628693762585033e-05,-0.0035386105926097,2.469540288071544,2.610515129747928,0.0087387414222465,1.1205864029812912e-05,1.062869376258503e-05,0.005447673325139968,0.5058236272878536,1.0,False
DECISION,y_oreb,R09_opp_allowed_paint_share,opp_team_season,5111,8.92481694125257e-06,0.1210414434736617,0.0340427727703217,1.377471380881575,0.0041205863559656,8.948554169136908e-06,8.924816941252574e-06,0.004350293713727228,0.8286189683860233,1.0,False
POOLED,y_reb,R10_opp_allowed_oreb_pg,opp_team_season,13977,7.412024527553583e-06,0.0073418087585,1.226649543017128,3.279438924237498,0.0090058263585332,7.541331711161829e-06,7.412024527553582e-06,0.0036661797331851383,0.9251247920133112,1.0,False
DECISION,y_oreb,R06_own_atb3_share,team_season,5111,6.552571118134371e-06,0.0773778628131408,0.0474239629459665,1.377471380881575,0.0036695648988884,7.096823051370173e-06,6.552571118134367e-06,0.003450084128036059,0.8336106489184693,1.0,False
POOLED,y_dreb,R03_opp_allowed_atb3_share,opp_team_season,13977,6.529457274233142e-06,-0.2226685538689845,0.030003493519231,2.610515129747928,0.0066808345129446,6.549512860949875e-06,6.5294572742331405e-06,0.0031840120860232744,0.7870216306156406,1.0,False
POOLED,y_reb,R05_opp_allowed_long_miss_pg,opp_team_season,13977,5.03928442606375e-06,-0.0048419626644139,1.5242327707089036,3.279438924237498,0.0073802781676487,5.064614194043526e-06,5.039284426063751e-06,0.002462136214897193,0.7753743760399334,1.0,False
POOLED,y_ast,R01_opp_allowed_miss_pg,opp_team_season,13977,2.6336493707263877e-06,0.0014977919292238,2.4910926264040505,2.277227958458112,0.003731138430777,2.6845389544899937e-06,2.6336493707263877e-06,0.0013050748441857044,0.8286189683860233,1.0,False
DECISION,y_reb,R06_own_atb3_share,team_season,5111,7.596408558983794e-07,-0.0646548162873817,0.0474239629459665,3.476316878584853,0.003066187611891,7.779626288520404e-07,7.59640855898379e-07,0.00037820254197960156,0.9384359400998336,1.0,False
DECISION,y_dreb,R04_opp_allowed_mid_share,opp_team_season,5111,4.1358250810830774e-07,0.0851314979378701,0.0211654923078238,2.787198641156965,0.0018018500647575,4.179279880640768e-07,4.135825081083079e-07,0.00020317354791642045,0.9550748752079868,1.0,False
DECISION,y_oreb,R03_opp_allowed_atb3_share,opp_team_season,5111,2.942219684065135e-07,0.0305701204452334,0.0244966886516669,1.377471380881575,0.0007488667225908,2.955588006594983e-07,2.9422196840651365e-07,0.00014368439507024712,0.9633943427620631,1.0,False
DECISION,y_oreb,R07_own_miss_pg,team_season,5111,9.47919157616308e-08,-0.0002501449754733,1.8569963058276184,1.377471380881575,0.0004645182953753,1.1372094982555869e-07,9.479191576163085e-08,5.528485650245926e-05,0.9966722129783694,1.0,False
POOLED,y_dreb,R05_opp_allowed_long_miss_pg,opp_team_season,13977,3.306151930948333e-08,0.0003121713112192,1.5242327707089036,2.610515129747928,0.0004758217426356,3.3222792767834763e-08,3.306151930948333e-08,1.61510903100801e-05,0.9900166389351082,1.0,False
POOLED,y_dreb,R02_opp_allowed_ra_share,opp_team_season,13977,2.7498843456291973e-08,0.0097005159389194,0.0446490567679912,2.610515129747928,0.0004331188868356,2.7527185868036643e-08,2.7498843456291973e-08,1.3382200227533614e-05,0.9966722129783694,1.0,False
