protocol,target,target_label,catalog_number,feature,feature_channel,feature_alpha,battery,condition,condition_kind,registered_pairing,n_train,n_val,observed_effect,n_eligible,n_players_eligible,median_player_rows,sd_within_player,mde_player,mde_pooled,plausible_effect,mde_ratio_player,mde_ratio_pooled,degenerate,note,nan_share_feature,nan_share_moderator,corr_fm,mae_noint_2024,mae_int_2024,delta_mae,improvement,beta_interaction,fold_deltas,fold_signs,p_value,null_q50,null_q95,q_value,bh_pass,sign_consistent,survives,power_label,power_label_pooled
player_volume_heterogeneity_v1,fg3a36,3pt attempts / 36,65,early_clock_share,fg3,0.05,survivor,fg3a_rate,player_trait,False,8687,3261,0.0862,11948,169,62.0,2.372,1.6869,0.12152,0.1935,8.72,0.628,False,,0.0,0.0,-0.2352,1.81748,1.81504,-0.00244,0.00244,0.0862,-0.00429;-0.00245;-0.00473,---,0.00498,-3.8e-05,0.000869,0.340632,False,True,False,underpowered,null_with_power
player_volume_heterogeneity_v1,fga36,shot attempts / 36,58,stint_pm_stability,np2,,survivor,experience_years,player_trait,False,8687,3261,0.04098,11948,169,62.0,4.1004,2.9162,0.21007,0.5916,4.93,0.355,False,,0.0,0.0,-0.1387,3.20844,3.20622,-0.00223,0.00223,-0.04098,+0.00267;+0.00099;+0.00436,+++,0.00498,-0.0002,0.000923,0.340632,False,False,False,underpowered,null_with_power
player_volume_heterogeneity_v1,fg3a36,3pt attempts / 36,9,travel_distance,-,,resurrection,starter_share,player_trait,False,8687,3261,0.08413,11948,169,62.0,2.372,1.6869,0.12152,0.1935,8.72,0.628,False,,0.0,0.0,-0.003,1.81833,1.81649,-0.00184,0.00184,0.08413,-0.00034;-0.00296;-0.00207,---,0.00498,-5.6e-05,0.000622,0.340632,False,True,False,underpowered,null_with_power
player_volume_heterogeneity_v1,fg3a36,3pt attempts / 36,74,star_whistle_proxy,ft,0.05,survivor,experience_years,player_trait,False,8687,3261,0.0464,11948,169,62.0,2.372,1.6869,0.12152,0.1935,8.72,0.628,False,,0.0,0.0,0.0087,1.81822,1.81671,-0.00151,0.00151,-0.0464,+0.00008;-0.00052;-0.00040,+--,0.00498,-6e-06,0.000416,0.340632,False,False,False,underpowered,null_with_power
player_volume_heterogeneity_v1,minutes,minutes played,55,closing_lineup_membership,np2,,survivor,usage_ewma,player_trait,False,8687,3261,0.19049,11948,169,62.0,6.1956,4.4063,0.31741,1.216,3.62,0.261,False,,0.0,0.0,0.3813,4.45358,4.44748,-0.0061,0.0061,0.19049,-0.00134;-0.00731;-0.00919,---,0.00995,-1.5e-05,0.002397,0.4124727272727273,False,True,False,underpowered,null_with_power
player_volume_heterogeneity_v1,minutes,minutes played,65,early_clock_share,fg3,0.05,survivor,transition_share,player_trait,False,8687,3261,0.0868,11948,169,62.0,6.1956,4.4063,0.31741,1.216,3.62,0.261,False,,0.0,0.0,0.986,4.48284,4.47709,-0.00575,0.00575,0.0868,-0.00228;-0.00504;-0.00572,---,0.00995,-5.8e-05,0.00151,0.4124727272727273,False,True,False,underpowered,null_with_power
player_volume_heterogeneity_v1,minutes,minutes played,17,opp_rotation_height,-,0.1,resurrection,career_minutes,player_trait,False,8687,3261,0.06179,11941,169,62.0,6.1956,4.4063,0.31751,1.216,3.62,0.261,False,,0.0006,0.0,0.037,4.47273,4.46745,-0.00528,0.00528,-0.06179,+0.00967;+0.00069;-0.00092,++-,0.00995,-0.000261,0.002682,0.4124727272727273,False,False,False,underpowered,null_with_power
player_volume_heterogeneity_v1,minutes,minutes played,65,early_clock_share,fg3,0.05,survivor,starter_share,player_trait,False,8687,3261,0.21182,11948,169,62.0,6.1956,4.4063,0.31741,1.216,3.62,0.261,False,,0.0,0.0,0.1923,4.48947,4.48568,-0.00378,0.00378,0.21182,-0.00050;-0.00055;-0.00582,---,0.00995,-4.2e-05,0.002035,0.4124727272727273,False,True,False,underpowered,null_with_power
player_volume_heterogeneity_v1,minutes,minutes played,44,self_creation_index,fg3,0.2,survivor,starter_share,player_trait,False,8687,3261,0.11567,11948,169,62.0,6.1956,4.4063,0.31741,1.216,3.62,0.261,False,,0.0,0.0,0.1485,4.48272,4.4795,-0.00322,0.00322,0.11567,+0.00913;+0.00115;-0.00107,++-,0.00995,-0.000253,0.001362,0.4124727272727273,False,False,False,underpowered,null_with_power
player_volume_heterogeneity_v1,minutes,minutes played,55,closing_lineup_membership,np2,,survivor,fg3a_rate,player_trait,False,8687,3261,0.11042,11948,169,62.0,6.1956,4.4063,0.31741,1.216,3.62,0.261,False,,0.0,0.0,0.0931,4.47539,4.47282,-0.00257,0.00257,0.11042,+0.00713;+0.00440;-0.00212,++-,0.00995,-0.000166,0.001448,0.4124727272727273,False,False,False,underpowered,null_with_power
player_volume_heterogeneity_v1,fta36,FT attempts / 36,44,self_creation_index,fg3,0.2,survivor,pressure,archetype,False,8687,3261,0.0322,11948,169,62.0,2.9077,2.0679,0.14897,0.1892,10.93,0.787,False,,0.0,0.0,-0.017,2.39749,2.39535,-0.00214,0.00214,0.0322,-0.00017;+0.00107;+0.00010,-++,0.00995,3.4e-05,0.001184,0.4124727272727273,False,False,False,underpowered,null_with_power
player_volume_heterogeneity_v1,fta36,FT attempts / 36,44,self_creation_index,np2,0.05,survivor,pressure,archetype,False,8687,3261,0.03229,11948,169,62.0,2.9077,2.0679,0.14897,0.1892,10.93,0.787,False,,0.0,0.0,-0.0185,2.3977,2.39572,-0.00197,0.00197,0.03229,-0.00020;+0.00154;+0.00016,-++,0.00995,4.9e-05,0.001097,0.4124727272727273,False,False,False,underpowered,null_with_power
player_volume_heterogeneity_v1,fta36,FT attempts / 36,6,rest_bucket_profile,paint,,resurrection,min7d_load,player_trait,False,8687,3261,0.04016,11948,169,62.0,2.9077,2.0679,0.14897,0.1892,10.93,0.787,False,,0.0,0.0,0.0409,2.40152,2.39955,-0.00196,0.00196,0.04016,-0.00005;+0.00163;+0.00140,-++,0.00995,-1.5e-05,0.000923,0.4124727272727273,False,False,False,underpowered,null_with_power
player_volume_heterogeneity_v1,fga36,shot attempts / 36,61,shot_diet_xpts,fg3,0.05,survivor,SMALL_PRESSURE,archetype,False,8687,3261,0.06632,11941,169,62.0,4.1004,2.9162,0.21013,0.5916,4.93,0.355,False,,0.0,0.0006,0.0468,3.20459,3.20268,-0.0019,0.0019,0.06632,+0.00052;+0.00035;-0.00094,++-,0.00995,-0.000166,0.000961,0.4124727272727273,False,False,False,underpowered,null_with_power
player_volume_heterogeneity_v1,fta36,FT attempts / 36,94,blowout_x_min_elasticity,ft,,resurrection,opp_3pa,archetype,False,8687,3261,0.07721,11948,169,62.0,2.9077,2.0679,0.14897,0.1892,10.93,0.787,False,,0.0,0.0,0.0165,2.39721,2.39533,-0.00188,0.00188,0.07721,-0.00131;-0.00102;-0.00072,---,0.00995,-1e-05,0.001004,0.4124727272727273,False,True,False,underpowered,null_with_power
player_volume_heterogeneity_v1,fta36,FT attempts / 36,69,midrange_reliance,np2,0.15,survivor,experience_years,player_trait,False,8687,3261,0.04237,11948,169,62.0,2.9077,2.0679,0.14897,0.1892,10.93,0.787,False,,0.0,0.0,0.1333,2.39795,2.39625,-0.0017,0.0017,0.04237,+0.00028;-0.00031;-0.00017,+--,0.00995,-2e-05,0.00122,0.4124727272727273,False,False,False,underpowered,null_with_power
player_volume_heterogeneity_v1,fg3a36,3pt attempts / 36,74,star_whistle_proxy,ft,0.05,survivor,age,player_trait,False,8687,3261,0.04578,11948,169,62.0,2.372,1.6869,0.12152,0.1935,8.72,0.628,False,,0.0,0.0,0.0087,1.81831,1.81698,-0.00133,0.00133,-0.04578,+0.00015;-0.00025;-0.00037,+--,0.00995,3e-06,0.000459,0.4124727272727273,False,False,False,underpowered,null_with_power
player_volume_heterogeneity_v1,minutes,minutes played,55,closing_lineup_membership,np2,,survivor,career_minutes,player_trait,False,8687,3261,0.27459,11948,169,62.0,6.1956,4.4063,0.31741,1.216,3.62,0.261,False,,0.0,0.0,0.4693,4.46513,4.43465,-0.03048,0.03048,0.27459,+0.13760;-0.01448;-0.03789,+--,0.01493,0.009632,0.022132,0.43455829787234046,False,False,False,underpowered,null_with_power
player_volume_heterogeneity_v1,minutes,minutes played,44,self_creation_index,np2,0.05,survivor,starter_share,player_trait,False,8687,3261,0.11038,11948,169,62.0,6.1956,4.4063,0.31741,1.216,3.62,0.261,False,,0.0,0.0,0.155,4.48199,4.47855,-0.00345,0.00345,0.11038,+0.00839;-0.00048;-0.00067,+--,0.01493,-0.000215,0.001525,0.43455829787234046,False,False,False,underpowered,null_with_power
player_volume_heterogeneity_v1,fga36,shot attempts / 36,17,opp_rotation_height,-,0.1,resurrection,rim_protect,archetype,False,8687,3261,0.05531,11941,169,62.0,4.1004,2.9162,0.21013,0.5916,4.93,0.355,False,,0.0006,0.0,0.162,3.20958,3.20647,-0.00311,0.00311,0.05531,-0.00100;-0.00020;+0.00235,--+,0.01493,-0.000122,0.001565,0.43455829787234046,False,False,False,underpowered,null_with_power
player_volume_heterogeneity_v1,minutes,minutes played,58,stint_pm_stability,np2,,survivor,fg3a_rate,player_trait,False,8687,3261,0.08299,11948,169,62.0,6.1956,4.4063,0.31741,1.216,3.62,0.261,False,,0.0,0.0,-0.082,4.45657,4.45373,-0.00284,0.00284,-0.08299,+0.02635;+0.00528;+0.00107,+++,0.01493,-0.000241,0.002032,0.43455829787234046,False,False,False,underpowered,null_with_power
player_volume_heterogeneity_v1,fga36,shot attempts / 36,6,rest_bucket_profile,paint,,resurrection,fg3a_rate,player_trait,False,8687,3261,0.06002,11948,169,62.0,4.1004,2.9162,0.21007,0.5916,4.93,0.355,False,,0.0,0.0,-0.0134,3.20598,3.20345,-0.00252,0.00252,0.06002,+0.00076;-0.00001;-0.00058,+--,0.01493,-6.6e-05,0.001422,0.43455829787234046,False,False,False,underpowered,null_with_power
player_volume_heterogeneity_v1,fga36,shot attempts / 36,9,travel_distance,-,,resurrection,usage_ewma,player_trait,False,8687,3261,0.06497,11948,169,62.0,4.1004,2.9162,0.21007,0.5916,4.93,0.355,False,,0.0,0.0,0.0079,3.20371,3.20164,-0.00207,0.00207,0.06497,-0.00014;+0.00277;-0.00151,-+-,0.01493,-7.3e-05,0.000773,0.43455829787234046,False,False,False,underpowered,null_with_power
player_volume_heterogeneity_v1,fg3a36,3pt attempts / 36,9,travel_distance,-,,resurrection,career_minutes,player_trait,False,8687,3261,0.02427,11948,169,62.0,2.372,1.6869,0.12152,0.1935,8.72,0.628,False,,0.0,0.0,0.0431,1.82607,1.82436,-0.00172,0.00172,0.02427,+0.00475;+0.00048;-0.00041,++-,0.01493,-0.000101,0.00087,0.43455829787234046,False,False,False,underpowered,null_with_power
player_volume_heterogeneity_v1,fga36,shot attempts / 36,58,stint_pm_stability,np2,,survivor,age,player_trait,False,8687,3261,0.03349,11948,169,62.0,4.1004,2.9162,0.21007,0.5916,4.93,0.355,False,,0.0,0.0,-0.1351,3.20817,3.20649,-0.00169,0.00169,-0.03349,+0.00245;+0.00065;+0.00502,+++,0.01493,-0.000173,0.001041,0.43455829787234046,False,False,False,underpowered,null_with_power
player_volume_heterogeneity_v1,minutes,minutes played,9,travel_distance,-,,resurrection,opp_3pa,archetype,False,8687,3261,0.03101,11948,169,62.0,6.1956,4.4063,0.31741,1.216,3.62,0.261,False,,0.0,0.0,-0.0116,4.48076,4.4791,-0.00165,0.00165,0.03101,-0.00040;-0.00307;+0.00360,--+,0.01493,-0.000152,0.001165,0.43455829787234046,False,False,False,underpowered,null_with_power
player_volume_heterogeneity_v1,minutes,minutes played,74,star_whistle_proxy,ft,0.05,survivor,experience_years,player_trait,False,8687,3261,0.08216,11948,169,62.0,6.1956,4.4063,0.31741,1.216,3.62,0.261,False,,0.0,0.0,0.0087,4.47338,4.47199,-0.00139,0.00139,0.08216,+0.00015;+0.00152;-0.00057,++-,0.01493,-2.9e-05,0.001008,0.43455829787234046,False,False,False,underpowered,null_with_power
player_volume_heterogeneity_v1,fg3a36,3pt attempts / 36,44,self_creation_index,fg3,0.2,survivor,height_inches,player_trait,False,8687,3261,0.04392,11948,169,62.0,2.372,1.6869,0.12152,0.1935,8.72,0.628,False,,0.0,0.0,-0.4913,1.81078,1.80946,-0.00132,0.00132,0.04392,+0.00100;+0.00006;+0.00087,+++,0.01493,-2e-06,0.000662,0.43455829787234046,False,False,False,underpowered,null_with_power
player_volume_heterogeneity_v1,fg3a36,3pt attempts / 36,16,opp_pace_tercile_profile,fg3,,survivor+resurrection,fg3a_rate,player_trait,False,8687,3261,0.05826,11948,169,62.0,2.372,1.6869,0.12152,0.1935,8.72,0.628,False,,0.0,0.0,0.0359,1.81832,1.81709,-0.00123,0.00123,-0.05826,-0.00085;+0.00127;+0.00109,-++,0.01493,-4.9e-05,0.000543,0.43455829787234046,False,False,False,underpowered,null_with_power
player_volume_heterogeneity_v1,fg3a36,3pt attempts / 36,58,stint_pm_stability,np2,,survivor,height_inches,player_trait,False,8687,3261,0.02645,11948,169,62.0,2.372,1.6869,0.12152,0.1935,8.72,0.628,False,,0.0,0.0,0.1074,1.80967,1.80845,-0.00122,0.00122,-0.02645,+0.00212;-0.00147;+0.00177,+-+,0.01493,-5.7e-05,0.000752,0.43455829787234046,False,False,False,underpowered,null_with_power
player_volume_heterogeneity_v1,fga36,shot attempts / 36,1,home_lift_shrunk,fg3,0.05,resurrection,pressure,archetype,False,8687,3261,0.0668,11948,169,62.0,4.1004,2.9162,0.21007,0.5916,4.93,0.355,False,,0.0,0.0,-0.0001,3.20052,3.1995,-0.00102,0.00102,0.0668,+0.00112;+0.00025;-0.00025,++-,0.01493,-5.5e-05,0.000659,0.43455829787234046,False,False,False,underpowered,null_with_power
player_volume_heterogeneity_v1,minutes,minutes played,45,garbage_cleaned_rates,ft,0.05,survivor,height_inches,player_trait,False,8687,3261,0.10634,11948,169,62.0,6.1956,4.4063,0.31741,1.216,3.62,0.261,False,,0.0,0.0,0.1171,4.46506,4.46142,-0.00363,0.00363,-0.10634,+0.00812;-0.00143;-0.00242,+--,0.0199,-0.000316,0.001387,0.4462819672131148,False,False,False,underpowered,null_with_power
player_volume_heterogeneity_v1,minutes,minutes played,55,closing_lineup_membership,np2,,survivor,transition_share,player_trait,False,8687,3261,0.21792,11948,169,62.0,6.1956,4.4063,0.31741,1.216,3.62,0.261,False,,0.0,0.0,0.2257,4.47734,4.47376,-0.00358,0.00358,0.21792,+0.00562;-0.00187;-0.00676,+--,0.0199,-0.00025,0.001766,0.4462819672131148,False,False,False,underpowered,null_with_power
player_volume_heterogeneity_v1,fta36,FT attempts / 36,45,garbage_cleaned_rates,ft,0.05,survivor,rim_share,player_trait,False,8687,3261,0.04228,11948,169,62.0,2.9077,2.0679,0.14897,0.1892,10.93,0.787,False,,0.0,0.0,0.1351,2.39043,2.38811,-0.00232,0.00232,-0.04228,+0.00068;-0.00047;-0.00064,+--,0.0199,-5.9e-05,0.001027,0.4462819672131148,False,False,False,underpowered,null_with_power
player_volume_heterogeneity_v1,fga36,shot attempts / 36,58,stint_pm_stability,np2,,survivor,usage_ewma,player_trait,False,8687,3261,0.16544,11948,169,62.0,4.1004,2.9162,0.21007,0.5916,4.93,0.355,False,,0.0,0.0,-0.1918,3.20667,3.2044,-0.00226,0.00226,-0.16544,-0.00265;-0.00166;-0.00687,---,0.0199,-0.000344,0.000853,0.4462819672131148,False,True,False,underpowered,null_with_power
player_volume_heterogeneity_v1,fta36,FT attempts / 36,60,second_unit_anchor,np2,,survivor,rim_share,player_trait,False,8687,3261,0.05819,11948,169,62.0,2.9077,2.0679,0.14897,0.1892,10.93,0.787,False,,0.0,0.0,0.0042,2.39045,2.38832,-0.00214,0.00214,0.05819,-0.00008;-0.00050;-0.00294,---,0.0199,-0.000112,0.001275,0.4462819672131148,False,True,False,underpowered,null_with_power
player_volume_heterogeneity_v1,fta36,FT attempts / 36,14,paintrel_vs_rimprot,paint,0.5,resurrection,rim_protect,archetype,False,8687,3261,0.04182,11948,169,62.0,2.9077,2.0679,0.14897,0.1892,10.93,0.787,False,,0.0,0.0,0.0812,2.40288,2.40115,-0.00173,0.00173,0.04182,-0.00289;-0.00280;-0.00044,---,0.0199,-3.8e-05,0.00099,0.4462819672131148,False,True,False,underpowered,null_with_power
player_volume_heterogeneity_v1,minutes,minutes played,9,travel_distance,-,,resurrection,starter_share,player_trait,False,8687,3261,0.15072,11948,169,62.0,6.1956,4.4063,0.31741,1.216,3.62,0.261,False,,0.0,0.0,-0.003,4.4898,4.48809,-0.00172,0.00172,0.15072,+0.00089;-0.00042;-0.00485,+--,0.0199,-5.1e-05,0.000995,0.4462819672131148,False,False,False,underpowered,null_with_power
player_volume_heterogeneity_v1,minutes,minutes played,16,opp_pace_tercile_profile,fg3,,survivor+resurrection,opp_3pa,archetype,False,8687,3261,0.04978,11948,169,62.0,6.1956,4.4063,0.31741,1.216,3.62,0.261,False,,0.0,0.0,0.0078,4.4811,4.47942,-0.00168,0.00168,0.04978,+0.00161;+0.00324;+0.00012,+++,0.0199,-0.000108,0.000928,0.4462819672131148,False,False,False,underpowered,null_with_power
player_volume_heterogeneity_v1,minutes,minutes played,74,star_whistle_proxy,ft,0.05,survivor,age,player_trait,False,8687,3261,0.07418,11948,169,62.0,6.1956,4.4063,0.31741,1.216,3.62,0.261,False,,0.0,0.0,0.0087,4.47454,4.47315,-0.00139,0.00139,0.07418,+0.00066;+0.00178;-0.00012,++-,0.0199,-2.9e-05,0.00107,0.4462819672131148,False,False,False,underpowered,null_with_power
player_volume_heterogeneity_v1,fga36,shot attempts / 36,94,blowout_x_min_elasticity,ft,,resurrection,fg3a_rate,player_trait,False,8687,3261,0.06845,11948,169,62.0,4.1004,2.9162,0.21007,0.5916,4.93,0.355,False,,0.0,0.0,0.0179,3.20674,3.20547,-0.00127,0.00127,0.06845,+0.00030;-0.00033;+0.00101,+-+,0.0199,-0.000115,0.000753,0.4462819672131148,False,False,False,underpowered,null_with_power
player_volume_heterogeneity_v1,fg3a36,3pt attempts / 36,1,home_lift_shrunk,fg3,0.05,resurrection,rot_height,archetype,False,8687,3261,0.03954,11941,169,62.0,2.372,1.6869,0.12156,0.1935,8.72,0.628,False,,0.0,0.0006,0.005,1.81657,1.81551,-0.00106,0.00106,-0.03954,-0.00033;-0.00078;-0.00024,---,0.0199,-6.3e-05,0.000665,0.4462819672131148,False,True,False,underpowered,null_with_power
player_volume_heterogeneity_v1,fg3a36,3pt attempts / 36,44,self_creation_index,np2,0.05,survivor,height_inches,player_trait,False,8687,3261,0.04174,11948,169,62.0,2.372,1.6869,0.12152,0.1935,8.72,0.628,False,,0.0,0.0,-0.5232,1.81097,1.80995,-0.00102,0.00102,0.04174,+0.00081;-0.00017;+0.00071,+-+,0.0199,-1.6e-05,0.000668,0.4462819672131148,False,False,False,underpowered,null_with_power
player_volume_heterogeneity_v1,fta36,FT attempts / 36,74,star_whistle_proxy,ft,0.05,survivor,usage_ewma,player_trait,False,8687,3261,0.03287,11948,169,62.0,2.9077,2.0679,0.14897,0.1892,10.93,0.787,False,,0.0,0.0,0.1899,2.37682,2.37584,-0.00098,0.00098,-0.03287,-0.00079;-0.00006;-0.00193,---,0.0199,-8e-06,0.000515,0.4462819672131148,False,True,False,underpowered,null_with_power
player_volume_heterogeneity_v1,fga36,shot attempts / 36,74,star_whistle_proxy,ft,0.05,survivor,age,player_trait,False,8687,3261,0.07061,11948,169,62.0,4.1004,2.9162,0.21007,0.5916,4.93,0.355,False,,0.0,0.0,0.0087,3.20583,3.20504,-0.00079,0.00079,-0.07061,+0.00015;+0.00073;+0.00017,+++,0.0199,-4.4e-05,0.000507,0.4462819672131148,False,False,False,underpowered,null_with_power
player_volume_heterogeneity_v1,fta36,FT attempts / 36,60,second_unit_anchor,np2,,survivor,career_minutes,player_trait,False,8687,3261,0.09565,11948,169,62.0,2.9077,2.0679,0.14897,0.1892,10.93,0.787,False,,0.0,0.0,-0.3168,2.42076,2.40972,-0.01104,0.01104,-0.09565,+0.00841;+0.01529;-0.00265,++-,0.02488,0.001154,0.007427,0.49798536585365855,False,False,False,underpowered,null_with_power
player_volume_heterogeneity_v1,minutes,minutes played,94,blowout_x_min_elasticity,ft,,resurrection,pressure,archetype,False,8687,3261,0.25949,11948,169,62.0,6.1956,4.4063,0.31741,1.216,3.62,0.261,False,,0.0,0.0,0.0119,4.47173,4.46309,-0.00864,0.00864,0.25949,-0.00198;-0.00997;-0.00085,---,0.02488,0.000209,0.006325,0.49798536585365855,False,True,False,underpowered,null_with_power
