game_id,consensus_total,median_total,book_spread_minmax,n_books,actual_total,n_team_rows,season,game_date,err,abs_err
1022500163,162.45454545454547,162.5,1.5,11,160,2,2025,2025-07-27,2.4545454545454675,2.4545454545454675
1022500164,159.0909090909091,159.0,0.5,11,176,2,2025,2025-07-27,-16.909090909090907,16.909090909090907
1022500165,157.3181818181818,157.5,0.5,11,186,2,2025,2025-07-28,-28.681818181818187,28.681818181818187
1022500166,172.86363636363637,173.0,0.5,11,174,2,2025,2025-07-28,-1.136363636363626,1.136363636363626
1022500167,155.5,155.5,1.0,11,152,2,2025,2025-07-29,3.5,3.5
1022500168,156.54545454545453,156.5,0.5,11,189,2,2025,2025-07-29,-32.45454545454547,32.45454545454547
1022500169,175.04545454545453,175.0,1.0,11,163,2,2025,2025-07-29,12.045454545454533,12.045454545454533
1022500170,167.54545454545453,167.5,1.0,11,208,2,2025,2025-07-30,-40.45454545454547,40.45454545454547
1022500171,166.6818181818182,166.5,1.5,11,173,2,2025,2025-07-30,-6.318181818181813,6.318181818181813
1022500172,166.72727272727272,166.5,0.5,11,193,2,2025,2025-07-30,-26.27272727272728,26.27272727272728
1022500173,154.0909090909091,154.0,1.0,11,135,2,2025,2025-07-31,19.090909090909093,19.090909090909093
1022500174,167.5,167.5,1.5,11,167,2,2025,2025-08-01,0.5,0.5
1022500175,172.0909090909091,172.0,1.5,11,140,2,2025,2025-08-01,32.09090909090909,32.09090909090909
1022500176,153.27272727272728,153.5,1.0,11,139,2,2025,2025-08-01,14.27272727272728,14.27272727272728
1022500177,175.27272727272728,175.0,1.0,11,166,2,2025,2025-08-01,9.27272727272728,9.27272727272728
1022500178,169.36363636363637,169.5,1.0,11,214,2,2025,2025-08-01,-44.636363636363626,44.636363636363626
1022500179,166.5,166.5,1.0,11,169,2,2025,2025-08-02,-2.5,2.5
1022500180,157.77272727272728,158.0,1.5,11,182,2,2025,2025-08-03,-24.22727272727272,24.22727272727272
1022500181,170.63636363636363,170.5,1.0,11,165,2,2025,2025-08-03,5.636363636363626,5.636363636363626
1022500182,164.5909090909091,164.5,0.5,11,150,2,2025,2025-08-03,14.590909090909093,14.590909090909093
1022500183,157.0,157.0,1.0,11,178,2,2025,2025-08-03,-21.0,21.0
1022500184,163.27272727272728,163.5,1.0,11,152,2,2025,2025-08-03,11.27272727272728,11.27272727272728
1022500185,176.13636363636363,176.0,1.0,11,161,2,2025,2025-08-05,15.136363636363626,15.136363636363626
1022500186,156.22727272727272,156.0,0.5,11,142,2,2025,2025-08-05,14.22727272727272,14.22727272727272
1022500187,178.3181818181818,178.5,1.0,11,191,2,2025,2025-08-05,-12.681818181818187,12.681818181818187
1022500188,169.04545454545453,169.0,1.0,11,148,2,2025,2025-08-05,21.045454545454533,21.045454545454533
1022500189,156.77272727272728,156.5,1.0,11,178,2,2025,2025-08-05,-21.22727272727272,21.22727272727272
1022500190,157.95454545454547,158.0,1.0,11,150,2,2025,2025-08-06,7.9545454545454675,7.9545454545454675
1022500191,160.72727272727272,160.5,1.0,11,151,2,2025,2025-08-07,9.72727272727272,9.72727272727272
1022500192,175.13636363636363,175.0,1.0,11,193,2,2025,2025-08-07,-17.863636363636374,17.863636363636374
1022500193,172.5,172.5,0.0,11,155,2,2025,2025-08-07,17.5,17.5
1022500194,174.45454545454547,174.5,1.0,11,165,2,2025,2025-08-08,9.454545454545467,9.454545454545467
1022500195,157.45454545454547,157.5,1.0,11,156,2,2025,2025-08-08,1.4545454545454675,1.4545454545454675
1022500196,162.54545454545453,162.5,0.5,11,176,2,2025,2025-08-08,-13.454545454545467,13.454545454545467
1022500197,164.95454545454547,165.0,1.0,11,131,2,2025,2025-08-09,33.95454545454547,33.95454545454547
1022500198,164.0,164.0,1.0,11,162,2,2025,2025-08-09,2.0,2.0
1022500199,167.54545454545453,167.5,1.5,11,154,2,2025,2025-08-10,13.545454545454533,13.545454545454533
1022500200,163.27272727272728,163.5,1.0,11,169,2,2025,2025-08-10,-5.7272727272727195,5.7272727272727195
1022500201,172.1818181818182,172.0,0.5,11,185,2,2025,2025-08-10,-12.818181818181813,12.818181818181813
1022500202,165.95454545454547,166.0,1.0,11,140,2,2025,2025-08-10,25.954545454545467,25.954545454545467
1022500203,167.36363636363637,167.5,1.0,11,180,2,2025,2025-08-10,-12.636363636363626,12.636363636363626
1022500204,154.27272727272728,154.5,1.5,11,131,2,2025,2025-08-11,23.27272727272728,23.27272727272728
1022500205,170.22727272727272,170.0,0.5,11,161,2,2025,2025-08-12,9.22727272727272,9.22727272727272
1022500206,175.45454545454547,175.5,0.5,11,202,2,2025,2025-08-12,-26.545454545454533,26.545454545454533
1022500207,159.04545454545453,159.0,1.0,11,133,2,2025,2025-08-13,26.045454545454533,26.045454545454533
1022500208,148.95454545454547,149.0,1.5,11,171,2,2025,2025-08-13,-22.045454545454533,22.045454545454533
1022500209,172.0909090909091,172.0,1.0,11,160,2,2025,2025-08-13,12.090909090909093,12.090909090909093
1022500210,161.0909090909091,161.0,1.0,11,160,2,2025,2025-08-13,1.0909090909090935,1.0909090909090935
1022500211,162.95454545454547,163.0,1.0,11,172,2,2025,2025-08-15,-9.045454545454533,9.045454545454533
1022500212,148.27272727272728,148.5,1.0,11,149,2,2025,2025-08-15,-0.7272727272727195,0.7272727272727195
1022500213,178.36363636363637,178.5,1.5,11,193,2,2025,2025-08-15,-14.636363636363626,14.636363636363626
1022500214,159.4090909090909,159.5,0.5,11,158,2,2025,2025-08-15,1.4090909090909065,1.4090909090909065
1022500215,168.3181818181818,168.5,0.5,11,169,2,2025,2025-08-15,-0.681818181818187,0.681818181818187
1022500216,166.04545454545453,166.0,1.0,11,166,2,2025,2025-08-16,0.045454545454532536,0.045454545454532536
1022500217,171.77272727272728,172.0,1.5,11,181,2,2025,2025-08-17,-9.22727272727272,9.22727272727272
1022500218,166.86363636363637,167.0,1.5,11,192,2,2025,2025-08-17,-25.136363636363626,25.136363636363626
1022500219,171.36363636363637,171.5,0.5,11,193,2,2025,2025-08-17,-21.636363636363626,21.636363636363626
1022500220,164.0,164.0,1.0,11,167,2,2025,2025-08-17,-3.0,3.0
1022500221,152.4090909090909,152.5,0.5,11,142,2,2025,2025-08-17,10.409090909090907,10.409090909090907
1022500222,166.4090909090909,166.5,0.5,11,160,2,2025,2025-08-19,6.4090909090909065,6.4090909090909065
1022500223,157.9090909090909,158.0,1.0,11,149,2,2025,2025-08-19,8.909090909090907,8.909090909090907
1022500224,158.5,158.5,0.0,11,182,2,2025,2025-08-19,-23.5,23.5
1022500225,165.95454545454547,166.0,1.0,11,146,2,2025,2025-08-19,19.954545454545467,19.954545454545467
1022500226,154.72727272727272,155.0,1.0,11,189,2,2025,2025-08-19,-34.27272727272728,34.27272727272728
1022500227,182.4090909090909,182.5,1.0,11,161,2,2025,2025-08-20,21.409090909090907,21.409090909090907
1022500228,158.0909090909091,158.0,0.5,11,123,2,2025,2025-08-21,35.09090909090909,35.09090909090909
1022500229,162.4090909090909,162.5,1.5,11,176,2,2025,2025-08-21,-13.590909090909093,13.590909090909093
1022500230,161.3181818181818,161.5,0.5,11,148,2,2025,2025-08-21,13.318181818181813,13.318181818181813
1022500231,170.4090909090909,170.5,0.5,11,144,2,2025,2025-08-21,26.409090909090907,26.409090909090907
1022500232,166.04545454545453,166.0,1.0,11,185,2,2025,2025-08-22,-18.954545454545467,18.954545454545467
1022500233,169.4090909090909,169.5,0.5,11,155,2,2025,2025-08-22,14.409090909090907,14.409090909090907
1022500234,155.13636363636363,155.0,1.0,11,153,2,2025,2025-08-22,2.136363636363626,2.136363636363626
1022500235,161.95454545454547,162.0,1.0,11,140,2,2025,2025-08-23,21.954545454545467,21.954545454545467
1022500236,160.5,160.5,1.0,11,172,2,2025,2025-08-23,-11.5,11.5
1022500237,159.22727272727272,159.5,1.0,11,178,2,2025,2025-08-23,-18.77272727272728,18.77272727272728
1022500238,157.0,157.0,1.0,11,166,2,2025,2025-08-24,-9.0,9.0
1022500239,158.45454545454547,158.5,1.0,11,171,2,2025,2025-08-24,-12.545454545454533,12.545454545454533
1022500240,167.86363636363637,168.0,1.5,11,181,2,2025,2025-08-24,-13.136363636363626,13.136363636363626
1022500241,167.27272727272728,167.5,1.0,11,160,2,2025,2025-08-25,7.2727272727272805,7.2727272727272805
1022500242,166.04545454545453,166.0,1.0,11,153,2,2025,2025-08-25,13.045454545454533,13.045454545454533
1022500243,168.45454545454547,168.5,0.5,11,170,2,2025,2025-08-26,-1.5454545454545325,1.5454545454545325
1022500244,177.54545454545453,177.5,0.5,11,176,2,2025,2025-08-26,1.5454545454545325,1.5454545454545325
1022500245,162.22727272727272,162.0,0.5,11,156,2,2025,2025-08-27,6.2272727272727195,6.2272727272727195
1022500246,165.1818181818182,165.5,3.5,11,196,2,2025,2025-08-27,-30.818181818181813,30.818181818181813
1022500247,159.3181818181818,159.0,1.5,11,152,2,2025,2025-08-28,7.318181818181813,7.318181818181813
1022500248,164.8181818181818,165.0,1.0,11,172,2,2025,2025-08-28,-7.181818181818187,7.181818181818187
1022500249,164.54545454545453,164.5,1.0,11,162,2,2025,2025-08-28,2.5454545454545325,2.5454545454545325
1022500250,165.8181818181818,166.0,1.5,11,178,2,2025,2025-08-29,-12.181818181818187,12.181818181818187
1022500251,179.22727272727272,179.5,2.0,11,151,2,2025,2025-08-29,28.22727272727272,28.22727272727272
1022500252,163.45454545454547,163.5,0.5,11,164,2,2025,2025-08-30,-0.5454545454545325,0.5454545454545325
1022500253,148.36363636363637,148.5,1.0,11,161,2,2025,2025-08-30,-12.636363636363626,12.636363636363626
1022500254,162.95454545454547,163.0,1.0,11,148,2,2025,2025-08-30,14.954545454545467,14.954545454545467
1022500255,167.45454545454547,167.5,2.0,11,143,2,2025,2025-08-30,24.454545454545467,24.454545454545467
1022500256,168.5,168.5,2.0,11,159,2,2025,2025-08-31,9.5,9.5
1022500257,159.13636363636363,159.0,0.5,11,138,2,2025,2025-08-31,21.136363636363626,21.136363636363626
1022500258,159.27272727272728,159.5,1.0,11,169,2,2025,2025-09-01,-9.72727272727272,9.72727272727272
1022500259,169.54545454545453,169.5,0.5,11,167,2,2025,2025-09-01,2.5454545454545325,2.5454545454545325
1022500260,173.0909090909091,173.0,0.5,11,176,2,2025,2025-09-01,-2.9090909090909065,2.9090909090909065
1022500261,156.27272727272728,156.5,1.0,11,124,2,2025,2025-09-02,32.27272727272728,32.27272727272728
1022500262,166.36363636363637,166.5,0.5,11,164,2,2025,2025-09-02,2.363636363636374,2.363636363636374
1022500263,170.13636363636363,170.0,1.0,11,161,2,2025,2025-09-03,9.136363636363626,9.136363636363626
1022500264,163.0,163.0,1.0,11,152,2,2025,2025-09-03,11.0,11.0
1022500265,158.4090909090909,158.5,0.5,11,144,2,2025,2025-09-04,14.409090909090907,14.409090909090907
1022500266,159.8181818181818,160.0,1.0,11,164,2,2025,2025-09-04,-4.181818181818187,4.181818181818187
1022500267,163.45454545454547,163.5,0.5,11,184,2,2025,2025-09-04,-20.545454545454533,20.545454545454533
1022500268,169.5909090909091,169.5,0.5,11,189,2,2025,2025-09-05,-19.409090909090907,19.409090909090907
1022500269,161.5,161.5,1.0,11,174,2,2025,2025-09-05,-12.5,12.5
1022500270,162.27272727272728,162.5,1.0,11,160,2,2025,2025-09-05,2.2727272727272805,2.2727272727272805
1022500271,161.5,161.5,2.0,11,171,2,2025,2025-09-06,-9.5,9.5
1022500272,155.1818181818182,155.5,1.0,11,150,2,2025,2025-09-06,5.181818181818187,5.181818181818187
1022500273,161.45454545454547,161.5,1.0,11,159,2,2025,2025-09-07,2.4545454545454675,2.4545454545454675
1022500274,180.9090909090909,180.5,1.0,11,168,2,2025,2025-09-07,12.909090909090907,12.909090909090907
1022500275,160.5909090909091,160.5,1.0,11,146,2,2025,2025-09-07,14.590909090909093,14.590909090909093
1022500276,159.54545454545453,159.5,0.5,11,149,2,2025,2025-09-08,10.545454545454533,10.545454545454533
1022500277,157.63636363636363,157.5,1.0,11,141,2,2025,2025-09-09,16.636363636363626,16.636363636363626
1022500278,164.22727272727272,164.0,0.5,11,155,2,2025,2025-09-09,9.22727272727272,9.22727272727272
1022500279,159.27272727272728,159.5,0.5,11,153,2,2025,2025-09-09,6.2727272727272805,6.2727272727272805
1022500280,172.45454545454547,172.5,1.0,11,171,2,2025,2025-09-09,1.4545454545454675,1.4545454545454675
1022500281,152.1818181818182,152.0,0.5,11,147,2,2025,2025-09-09,5.181818181818187,5.181818181818187
1022500282,156.8181818181818,157.0,1.0,11,160,2,2025,2025-09-10,-3.181818181818187,3.181818181818187
1022500283,157.45454545454547,157.5,1.0,11,177,2,2025,2025-09-11,-19.545454545454533,19.545454545454533
1022500284,167.3181818181818,167.5,1.5,11,173,2,2025,2025-09-11,-5.681818181818187,5.681818181818187
1022500285,152.0909090909091,152.0,0.5,11,125,2,2025,2025-09-11,27.090909090909093,27.090909090909093
1022500286,169.77272727272728,169.5,1.0,11,178,2,2025,2025-09-11,-8.22727272727272,8.22727272727272
1042500101,148.27272727272728,148.5,0.5,11,173,2,2025,2025-09-14,-24.72727272727272,24.72727272727272
1042500111,161.45454545454547,161.5,0.5,11,179,2,2025,2025-09-14,-17.545454545454533,17.545454545454533
1042500121,159.5909090909091,159.5,0.5,11,148,2,2025,2025-09-14,11.590909090909093,11.590909090909093
1042500131,164.5,164.5,1.0,11,145,2,2025,2025-09-14,19.5,19.5
1042500112,161.6818181818182,161.5,0.5,11,169,2,2025,2025-09-16,-7.318181818181813,7.318181818181813
1042500122,159.4090909090909,159.5,1.5,11,137,2,2025,2025-09-16,22.409090909090907,22.409090909090907
1042500102,151.8181818181818,152.0,1.0,11,149,2,2025,2025-09-17,2.818181818181813,2.818181818181813
1042500132,159.72727272727272,159.5,1.0,11,146,2,2025,2025-09-17,13.72727272727272,13.72727272727272
1042500113,159.27272727272728,159.5,0.5,11,147,2,2025,2025-09-18,12.27272727272728,12.27272727272728
1042500123,153.8181818181818,154.0,1.0,11,172,2,2025,2025-09-18,-18.181818181818187,18.181818181818187
1042500133,155.54545454545453,155.5,0.5,11,152,2,2025,2025-09-19,3.5454545454545325,3.5454545454545325
1042500201,158.5,158.5,1.5,11,151,2,2025,2025-09-21,7.5,7.5
1042500211,164.13636363636363,164.5,4.0,11,162,2,2025,2025-09-21,2.136363636363626,2.136363636363626
1042500202,158.9090909090909,159.0,1.5,11,172,2,2025,2025-09-23,-13.090909090909093,13.090909090909093
1042500212,164.0909090909091,164.0,1.5,11,158,2,2025,2025-09-23,6.0909090909090935,6.0909090909090935
1042500203,158.5909090909091,158.5,0.5,11,160,2,2025,2025-09-26,-1.4090909090909065,1.4090909090909065
1042500213,162.6818181818182,162.5,1.0,11,156,2,2025,2025-09-26,6.681818181818187,6.681818181818187
1042500204,155.5909090909091,155.5,0.5,11,167,2,2025,2025-09-28,-11.409090909090907,11.409090909090907
1042500214,159.27272727272728,159.5,1.0,11,173,2,2025,2025-09-28,-13.72727272727272,13.72727272727272
1042500215,158.0909090909091,158.0,1.0,11,205,2,2025,2025-09-30,-46.90909090909091,46.90909090909091
1042500301,161.8181818181818,162.0,1.0,11,175,2,2025,2025-10-03,-13.181818181818187,13.181818181818187
1042500302,164.0909090909091,164.0,1.0,11,169,2,2025,2025-10-05,-4.9090909090909065,4.9090909090909065
1042500303,163.54545454545453,163.5,0.5,11,178,2,2025,2025-10-08,-14.454545454545467,14.454545454545467
1042500304,163.8181818181818,163.5,1.0,11,183,2,2025,2025-10-10,-19.181818181818187,19.181818181818187
1022600001,159.77272727272728,160.0,0.5,11,181,2,2026,2026-05-08,-21.22727272727272,21.22727272727272
1022600002,160.77272727272728,160.5,1.0,11,133,2,2026,2026-05-08,27.77272727272728,27.77272727272728
1022600003,156.72727272727272,156.5,0.5,11,171,2,2026,2026-05-08,-14.27272727272728,14.27272727272728
1022600004,178.5,178.5,1.0,11,211,2,2026,2026-05-09,-32.5,32.5
1022600005,167.5,167.5,0.0,11,165,2,2026,2026-05-09,2.5,2.5
1022600006,163.4090909090909,163.5,0.5,11,181,2,2026,2026-05-09,-17.590909090909093,17.590909090909093
1022600010,160.22727272727272,160.5,1.0,11,181,2,2026,2026-05-09,-20.77272727272728,20.77272727272728
1022600007,164.4090909090909,164.5,1.0,11,171,2,2026,2026-05-10,-6.5909090909090935,6.5909090909090935
1022600008,164.9090909090909,165.0,1.0,11,191,2,2026,2026-05-10,-26.090909090909093,26.090909090909093
1022600009,177.54545454545453,177.5,0.5,11,183,2,2026,2026-05-10,-5.4545454545454675,5.4545454545454675
1022600011,158.5,158.5,0.0,11,174,2,2026,2026-05-10,-15.5,15.5
1022600012,180.45454545454547,180.5,1.5,11,149,2,2026,2026-05-12,31.454545454545467,31.454545454545467
1022600013,168.4090909090909,168.5,1.5,11,172,2,2026,2026-05-12,-3.5909090909090935,3.5909090909090935
1022600014,174.13636363636363,174.0,1.0,11,194,2,2026,2026-05-12,-19.863636363636374,19.863636363636374
1022600015,167.9090909090909,168.0,1.0,11,159,2,2026,2026-05-13,8.909090909090907,8.909090909090907
1022600016,172.0909090909091,172.0,1.0,11,167,2,2026,2026-05-13,5.0909090909090935,5.0909090909090935
1022600017,166.54545454545453,166.5,0.5,11,132,2,2026,2026-05-13,34.54545454545453,34.54545454545453
1022600018,185.5909090909091,185.5,1.0,11,165,2,2026,2026-05-13,20.590909090909093,20.590909090909093
1022600019,178.45454545454547,178.5,0.5,11,176,2,2026,2026-05-14,2.4545454545454675,2.4545454545454675
1022600020,176.0909090909091,176.0,1.0,11,182,2,2026,2026-05-14,-5.9090909090909065,5.9090909090909065
1022600021,172.04545454545453,172.5,1.5,11,195,2,2026,2026-05-15,-22.954545454545467,22.954545454545467
1022600022,170.0909090909091,170.0,1.0,11,206,2,2026,2026-05-15,-35.90909090909091,35.90909090909091
1022600023,170.36363636363637,170.5,0.5,11,194,2,2026,2026-05-15,-23.636363636363626,23.636363636363626
1022600024,166.0909090909091,166.5,1.0,11,174,2,2026,2026-05-15,-7.9090909090909065,7.9090909090909065
1022600025,167.0,167.0,1.0,11,165,2,2026,2026-05-17,2.0,2.0
1022600026,172.8181818181818,173.0,1.0,11,169,2,2026,2026-05-17,3.818181818181813,3.818181818181813
1022600027,176.5,176.5,1.0,11,167,2,2026,2026-05-17,9.5,9.5
1022600028,173.77272727272728,173.5,1.0,11,202,2,2026,2026-05-17,-28.22727272727272,28.22727272727272
1022600029,170.86363636363637,171.0,1.5,11,161,2,2026,2026-05-18,9.863636363636374,9.863636363636374
1022600030,173.54545454545453,173.5,0.5,11,165,2,2026,2026-05-18,8.545454545454533,8.545454545454533
1022600031,169.6818181818182,169.5,1.0,11,188,2,2026,2026-05-19,-18.318181818181813,18.318181818181813
1022600032,175.5909090909091,175.5,1.0,11,163,2,2026,2026-05-20,12.590909090909093,12.590909090909093
1022600033,169.54545454545453,169.5,1.0,11,188,2,2026,2026-05-20,-18.454545454545467,18.454545454545467
1022600034,168.77272727272728,168.5,1.0,11,158,2,2026,2026-05-20,10.77272727272728,10.77272727272728
1022600035,170.4090909090909,170.5,1.0,11,157,2,2026,2026-05-21,13.409090909090907,13.409090909090907
1022600036,172.77272727272728,173.0,0.5,11,172,2,2026,2026-05-21,0.7727272727272805,0.7727272727272805
1022600037,177.5,177.5,2.0,11,185,2,2026,2026-05-21,-7.5,7.5
1022600038,173.54545454545453,173.5,0.5,11,155,2,2026,2026-05-22,18.545454545454533,18.545454545454533
1022600039,167.63636363636363,167.5,1.0,11,172,2,2026,2026-05-22,-4.363636363636374,4.363636363636374
1022600040,165.45454545454547,165.5,0.5,11,136,2,2026,2026-05-22,29.454545454545467,29.454545454545467
1022600041,167.86363636363637,168.0,1.0,11,160,2,2026,2026-05-23,7.863636363636374,7.863636363636374
1022600042,173.27272727272728,173.5,1.0,11,179,2,2026,2026-05-23,-5.7272727272727195,5.7272727272727195
1022600043,181.72727272727272,181.5,1.0,11,196,2,2026,2026-05-23,-14.27272727272728,14.27272727272728
1022600044,169.1818181818182,169.0,0.5,11,162,2,2026,2026-05-24,7.181818181818187,7.181818181818187
1022600045,178.86363636363637,179.0,0.5,11,167,2,2026,2026-05-24,11.863636363636374,11.863636363636374
1022600046,157.63636363636363,157.5,1.0,11,182,2,2026,2026-05-24,-24.363636363636374,24.363636363636374
1022600047,174.5909090909091,174.5,1.0,11,155,2,2026,2026-05-25,19.590909090909093,19.590909090909093
1022600048,159.3181818181818,159.5,0.5,11,167,2,2026,2026-05-25,-7.681818181818187,7.681818181818187
1022600049,169.45454545454547,169.5,0.5,11,158,2,2026,2026-05-27,11.454545454545467,11.454545454545467
1022600050,172.6818181818182,172.5,1.0,11,215,2,2026,2026-05-27,-42.31818181818181,42.31818181818181
1022600051,165.5,165.5,1.5,11,177,2,2026,2026-05-27,-11.5,11.5
1022600052,166.3181818181818,166.5,0.5,11,132,2,2026,2026-05-27,34.31818181818181,34.31818181818181
1022600053,160.4090909090909,160.5,1.0,11,142,2,2026,2026-05-27,18.409090909090907,18.409090909090907
1022600054,176.22727272727272,176.5,1.0,11,182,2,2026,2026-05-28,-5.7727272727272805,5.7727272727272805
1022600055,167.04545454545453,167.0,1.0,11,178,2,2026,2026-05-28,-10.954545454545467,10.954545454545467
1022600056,170.45454545454547,170.5,0.5,11,143,2,2026,2026-05-29,27.454545454545467,27.454545454545467
1022600057,164.95454545454547,165.0,1.0,11,179,2,2026,2026-05-29,-14.045454545454533,14.045454545454533
1022600058,172.72727272727272,172.5,0.5,11,137,2,2026,2026-05-29,35.72727272727272,35.72727272727272
1022600059,163.72727272727272,163.5,0.5,11,152,2,2026,2026-05-29,11.72727272727272,11.72727272727272
1022600060,170.45454545454547,170.5,0.5,11,165,2,2026,2026-05-30,5.4545454545454675,5.4545454545454675
1022600061,168.72727272727272,168.5,1.0,11,165,2,2026,2026-05-30,3.7272727272727195,3.7272727272727195
1022600062,173.5909090909091,173.5,0.5,11,184,2,2026,2026-05-30,-10.409090909090907,10.409090909090907
1022600063,168.3181818181818,168.5,1.5,11,172,2,2026,2026-05-31,-3.681818181818187,3.681818181818187
1022600064,166.36363636363637,166.5,0.5,11,135,2,2026,2026-06-01,31.363636363636374,31.363636363636374
1022600065,166.36363636363637,166.5,0.5,11,188,2,2026,2026-06-01,-21.636363636363626,21.636363636363626
1022600066,161.0,161.0,1.0,11,166,2,2026,2026-06-02,-5.0,5.0
1022600067,161.13636363636363,161.0,0.5,11,162,2,2026,2026-06-02,-0.863636363636374,0.863636363636374
