catalog_number,name,family,channel,alpha_chosen,n_train,n_val,nan_share,mae_frozen_baseline_2024,mae_feat_2024,delta_mae,observed_effect_improvement,improvement_pct_of_baseline,beta_feature_std,fold_deltas,fold_signs,sign_2024,sign_consistent,p_value,n_perm,null_sd,null_q95,se_cluster_player_season,se_iid_row_level,mde80_cluster,mde80_permutation,mde80,practical_floor,underpowered_for_floor,practical,degenerate,note,q_bh,q_by,bh_pass,by_pass,practical_tier,survives,survives_under_by,collapse_group
86,venue_elevation,H,fg3,,6170,3261,0.0,3.35611,3.35277,-0.003336,0.003336,0.0994,0.16153,-0.00921;+0.02218;+0.00620,-++,-,False,0.004498,2000,0.001159,0.001451,0.00309,0.002764,0.007682,0.002883,0.007682,0.006712,True,False,False,,0.102762,0.644588,False,False,neither,False,False,
92,two_season_blend,I,paint,0.1,6170,3261,0.2457,3.46812,3.46397,-0.004158,0.004158,0.1199,-0.88183,-0.00713;-0.01854;-0.01743,---,-,True,0.004998,2000,0.001589,0.001552,0.007621,0.005751,0.018949,0.003951,0.018949,0.006936,True,False,False,,0.106029,0.665081,False,False,neither,False,False,#92 two_season_blend
69,midrange_reliance,F,np2,0.1,6170,3261,0.0,1.60194,1.59502,-0.006915,0.006915,0.4317,0.20704,-0.00890;-0.00200;-0.00609,---,-,True,0.006497,2000,0.002724,0.004253,0.004396,0.002056,0.01093,0.006773,0.01093,0.003204,True,True,False,,0.128641,0.806915,False,False,neither,False,False,
62,zone_mix_drift,F,paint,,6170,3261,0.0,3.46812,3.46545,-0.002677,0.002677,0.0772,-0.06532,-0.00170;+0.00405;-0.00095,-+-,-,False,0.007496,2000,0.001303,0.001334,0.001915,0.001168,0.004762,0.003241,0.004762,0.006936,False,False,False,,0.13096,0.821461,False,False,neither,False,False,
60,second_unit_anchor,E,ft,,6170,3261,0.0,1.99187,1.98965,-0.002222,0.002222,0.1115,-0.04178,+0.00343;-0.00484;-0.00368,+--,-,False,0.007496,2000,0.000855,0.000955,0.001172,0.000723,0.002913,0.002126,0.002913,0.003984,False,False,False,,0.13096,0.821461,False,False,neither,False,False,
65,early_clock_share,F,paint,0.25,6170,3261,0.0,3.46812,3.46548,-0.00264,0.00264,0.0761,-0.19232,-0.00350;-0.00299;-0.00227,---,-,True,0.008496,2000,0.00118,0.001204,0.004272,0.003123,0.010622,0.002935,0.010622,0.006936,True,False,False,,0.132806,0.833042,False,False,neither,False,False,
7,b2b_x_age_pooled,C,np2,,6170,3261,0.0,1.60194,1.59975,-0.002191,0.002191,0.1367,-0.06405,-0.00180;+0.00102;-0.00130,-+-,-,False,0.008496,2000,0.000983,0.001309,0.001427,0.001381,0.003548,0.002443,0.003548,0.003204,True,False,False,,0.132806,0.833042,False,False,neither,False,False,
54,starter_unit_share,E,fg3,0.05,6170,3261,0.0,3.35611,3.34962,-0.006488,0.006488,0.1933,-0.12983,+0.00503;-0.00742;-0.00367,+--,-,False,0.009495,2000,0.002499,0.003878,0.00481,0.002156,0.011959,0.006214,0.011959,0.006712,True,False,False,,0.134286,0.842329,False,False,neither,False,False,
74,star_whistle_proxy,G,ft,0.1,6170,3261,0.0,1.99187,1.9907,-0.001176,0.001176,0.059,0.08774,-0.00183;-0.00350;+0.00008,--+,-,False,0.009495,2000,0.00046,0.000572,0.000989,0.001063,0.002459,0.001143,0.002459,0.003984,False,False,False,,0.134286,0.842329,False,False,neither,False,False,
62,zone_mix_drift,F,fg3,,6170,3261,0.0,3.35611,3.35271,-0.003403,0.003403,0.1014,0.13377,+0.00840;-0.00614;+0.01060,+-+,-,False,0.010495,2000,0.001563,0.001846,0.003643,0.002468,0.009058,0.003886,0.009058,0.006712,True,False,False,,0.135522,0.850082,False,False,neither,False,False,
58,stint_pm_stability,E,np2,,6170,3261,0.0,1.60194,1.59935,-0.002589,0.002589,0.1616,-0.0559,+0.00498;+0.01126;-0.00580,++-,-,False,0.010495,2000,0.001091,0.001371,0.002146,0.001175,0.005336,0.002713,0.005336,0.003204,True,False,False,,0.135522,0.850082,False,False,neither,False,False,
19,career_h2h_franchise,B,paint,,6170,3261,0.0,3.46812,3.4655,-0.002629,0.002629,0.0758,0.12619,-0.00366;+0.00322;+0.00063,-++,-,False,0.010995,2000,0.001471,0.001351,0.002958,0.002778,0.007355,0.003658,0.007355,0.006936,True,False,False,,0.136063,0.853474,False,False,neither,False,False,
65,early_clock_share,F,fg3,0.2,6170,3261,0.0,3.35611,3.3523,-0.003813,0.003813,0.1136,-0.24755,-0.01133;-0.00567;-0.01399,---,-,True,0.011494,2000,0.001686,0.001934,0.007495,0.004169,0.018636,0.004191,0.018636,0.006712,True,False,False,,0.136549,0.85652,False,False,neither,False,False,
45,garbage_cleaned_rates,D,ft,0.05,6170,3261,0.0,1.99187,1.98985,-0.002026,0.002026,0.1017,0.24656,-0.00357;-0.00247;+0.00192,--+,-,False,0.011994,2000,0.000964,0.001082,0.001643,0.00115,0.004086,0.002397,0.004086,0.003984,True,False,False,,0.137008,0.859403,False,False,neither,False,False,
44,self_creation_index,D,fg3,0.05,6170,3261,0.0,3.35611,3.34986,-0.006248,0.006248,0.1862,0.07136,+0.00599;+0.00014;-0.00145,++-,-,False,0.014993,2000,0.002954,0.00432,0.002458,0.001243,0.006113,0.007345,0.007345,0.006712,True,False,False,,0.159033,0.997555,False,False,neither,False,False,
93,possession_denominated_rates,J,fg3,0.1,6170,3261,0.0,3.35611,3.35231,-0.003801,0.003801,0.1132,-0.99771,+0.00050;-0.00072;-0.00550,+--,-,False,0.014493,2000,0.001698,0.002061,0.001786,0.001714,0.004441,0.004222,0.004441,0.006712,False,False,False,,0.159033,0.997555,False,False,neither,False,False,
67,3ppct_by_rest,F,fg3,,6170,3261,0.0,3.35611,3.3535,-0.00261,0.00261,0.0778,0.04642,+0.00064;-0.00063;-0.00047,+--,-,False,0.016992,2000,0.001356,0.001832,0.000937,0.000799,0.002329,0.003371,0.003371,0.006712,False,False,False,,0.174022,1.0,False,False,neither,False,False,
27,age_curve_peak,C,ft,34.0,6170,3261,0.0,1.99187,1.98977,-0.002101,0.002101,0.1055,-0.03879,-0.00010;-0.00203;-0.00086,---,-,True,0.01949,2000,0.001104,0.001422,0.001115,0.000618,0.002772,0.002745,0.002772,0.003984,False,False,False,,0.17991,1.0,False,False,neither,False,False,
51,lineup_familiarity,E,np2,,6170,3261,0.0,1.60194,1.60026,-0.001678,0.001678,0.1048,0.02475,-0.03182;+0.00305;+0.00105,-++,-,False,0.01999,2000,0.000844,0.001163,0.000786,0.000426,0.001954,0.002099,0.002099,0.003204,False,False,False,,0.17991,1.0,False,False,neither,False,False,
11,trip_position,A,ft,,6170,3261,0.0,1.99187,1.99068,-0.001196,0.001196,0.06,0.04405,-0.00015;-0.00069;-0.00031,---,-,True,0.018991,2000,0.000659,0.00075,0.000803,0.000805,0.001998,0.001638,0.001998,0.003984,False,False,False,,0.17991,1.0,False,False,neither,False,False,
100,h2h_micro_update,J,np2,,6170,3261,0.0,1.60194,1.60097,-0.000968,0.000968,0.0604,0.06272,+0.00095;-0.00004;-0.00097,+--,-,False,0.01999,2000,0.000457,0.000624,0.000803,0.000843,0.001997,0.001136,0.001997,0.003204,False,False,False,,0.17991,1.0,False,False,neither,False,False,
86,venue_elevation,H,paint,,6170,3261,0.0,3.46812,3.4663,-0.001825,0.001825,0.0526,-0.04057,-0.00109;+0.00391;-0.00206,-+-,-,False,0.021489,2000,0.001175,0.001226,0.000806,0.000698,0.002003,0.002921,0.002921,0.006936,False,False,False,,0.187713,1.0,False,False,neither,False,False,
60,second_unit_anchor,E,paint,,6170,3261,0.0,3.46812,3.46607,-0.002058,0.002058,0.0593,-0.10968,-0.00236;-0.00612;-0.00477,---,-,True,0.022989,2000,0.001335,0.001506,0.002211,0.001915,0.005497,0.003318,0.005497,0.006936,False,False,False,,0.195078,1.0,False,False,neither,False,False,
10,tip_time_split,A,fg3,,6170,3261,0.0,3.35611,3.35337,-0.002742,0.002742,0.0817,-0.10009,+0.00857;+0.00017;-0.00132,++-,-,False,0.023988,2000,0.001616,0.001906,0.002046,0.001823,0.005087,0.004017,0.005087,0.006712,False,False,False,,0.197901,1.0,False,False,neither,False,False,
10,tip_split_local,A,fg3,,6170,3261,0.0137,3.35611,3.35331,-0.002803,0.002803,0.0835,-0.08629,+0.00024;+0.00309;-0.00171,++-,-,False,0.024988,2000,0.001628,0.001908,0.001878,0.001652,0.004668,0.004047,0.004668,0.006712,False,False,False,,0.200579,1.0,False,False,neither,False,False,
16,opp_pace_tercile_profile,B,fg3,,6170,3261,0.0,3.35611,3.35423,-0.001882,0.001882,0.0561,-0.14069,+0.00472;-0.00290;-0.00143,+--,-,False,0.025987,2000,0.001202,0.001415,0.00298,0.002388,0.007409,0.002989,0.007409,0.006712,True,False,False,,0.203109,1.0,False,False,neither,False,False,
1,home_lift_shrunk,A,fg3,0.5,6170,3261,0.0,3.35611,3.35455,-0.001562,0.001562,0.0465,-0.11247,+0.00161;-0.00041;-0.00136,+--,-,False,0.028486,2000,0.000819,0.001156,0.001676,0.001747,0.004167,0.002035,0.004167,0.006712,False,False,False,,0.216932,1.0,False,False,neither,False,False,
26,zone_displacement_vs_opp,B,np2,,6170,3261,0.0,1.60194,1.59999,-0.00195,0.00195,0.1217,0.06569,+0.00597;-0.00225;+0.00026,+-+,-,False,0.032484,2000,0.000998,0.00164,0.001199,0.001131,0.00298,0.002481,0.00298,0.003204,False,False,False,,0.241194,1.0,False,False,neither,False,False,
66,late_clock_share,F,ft,0.05,6170,3261,0.0,1.99187,1.99083,-0.001041,0.001041,0.0522,-0.04043,+0.00544;+0.00064;-0.00102,++-,-,False,0.033983,2000,0.00076,0.000865,0.001218,0.000737,0.003029,0.001889,0.003029,0.003984,False,False,False,,0.24617,1.0,False,False,neither,False,False,
26,zone_displacement_vs_opp,B,fg3,,6170,3261,0.0,3.35611,3.35396,-0.002145,0.002145,0.0639,0.15038,-0.00023;+0.00066;-0.00118,-+-,-,False,0.03948,2000,0.001369,0.001852,0.002524,0.002513,0.006275,0.003404,0.006275,0.006712,False,False,False,,0.269865,1.0,False,False,neither,False,False,
55,closing_lineup_membership,E,paint,,6170,3261,0.0,3.46812,3.46624,-0.001888,0.001888,0.0544,0.13096,-0.00218;-0.00167;-0.00340,---,-,True,0.038481,2000,0.001403,0.001592,0.003036,0.0022,0.007548,0.003487,0.007548,0.006936,True,False,False,,0.269865,1.0,False,False,neither,False,False,
23,opp_rotation_x_minshare,B,paint,0.5,6170,3261,0.0,3.46812,3.46664,-0.001483,0.001483,0.0428,-0.09563,+0.02619;+0.00116;-0.00070,++-,-,False,0.03998,2000,0.001386,0.001308,0.002074,0.002072,0.005157,0.003446,0.005157,0.006936,False,False,False,,0.269865,1.0,False,False,neither,False,False,
98,season_series_meeting_no,J,np2,,6170,3261,0.0,1.60194,1.59958,-0.002357,0.002357,0.1471,-0.0522,-0.03544;+0.00628;-0.02000,-+-,-,False,0.042479,2000,0.001392,0.002256,0.001031,0.000958,0.002563,0.003462,0.003462,0.003204,True,False,False,,0.274267,1.0,False,False,neither,False,False,
88,career_trajectory_slope,I,paint,,6170,3261,0.5875,3.46812,3.46597,-0.002152,0.002152,0.0621,-0.08351,+0.00000;+0.00506;+0.00476,+++,-,False,0.041979,2000,0.001999,0.001951,0.001875,0.001782,0.004661,0.00497,0.00497,0.006936,False,False,False,,0.274267,1.0,False,False,neither,False,False,
50,usage_absorption_elasticity,E,np2,,6170,3261,0.0,1.60194,1.60056,-0.001377,0.001377,0.086,0.04469,+0.00518;+0.00156;+0.00018,+++,-,False,0.043978,2000,0.000954,0.001268,0.001323,0.000799,0.003289,0.002371,0.003289,0.003204,True,False,False,,0.277904,1.0,False,False,neither,False,False,
80,minutes_load_x_age_pooled,H,ft,,6170,3261,0.0,1.99187,1.99048,-0.001393,0.001393,0.0699,-0.04449,-0.00053;-0.00056;+0.00189,--+,-,False,0.046477,2000,0.00111,0.001349,0.001332,0.000832,0.003313,0.002759,0.003313,0.003984,False,False,False,,0.287576,1.0,False,False,neither,False,False,
5,home_minutes_shift,A,np2,0.5,6170,3261,0.0,1.60194,1.60116,-0.000773,0.000773,0.0483,0.02165,-0.00038;+0.00035;-0.00080,-+-,-,False,0.048976,2000,0.000532,0.000755,0.000369,0.000382,0.000917,0.001324,0.001324,0.003204,False,False,False,,0.296855,1.0,False,False,neither,False,False,
52,onfloor_pace_diff,E,paint,0.25,6170,3261,0.0,3.46812,3.46664,-0.001486,0.001486,0.0429,0.05695,+0.00073;+0.00253;-0.00079,++-,-,False,0.050475,2000,0.001126,0.001485,0.000938,0.000841,0.002332,0.002799,0.002799,0.006936,False,False,False,,0.299822,1.0,False,False,neither,False,False,
19,career_h2h_franchise,B,fg3,,6170,3261,0.0,3.35611,3.35478,-0.001326,0.001326,0.0395,0.0496,-0.00063;+0.00011;+0.00034,-++,-,False,0.052974,2000,0.001187,0.001351,0.000972,0.001031,0.002418,0.002951,0.002951,0.006712,False,False,False,,0.308496,1.0,False,False,neither,False,False,
48,structural_break_score,D,paint,,6170,3261,0.0,3.46812,3.46673,-0.001397,0.001397,0.0403,0.08829,+0.00291;-0.00367;+0.00055,+-+,-,False,0.055972,2000,0.001214,0.001486,0.001537,0.001492,0.003821,0.003018,0.003821,0.006936,False,False,False,,0.319686,1.0,False,False,neither,False,False,
56,best_pair_lift,E,fg3,,6170,3261,0.0,3.35611,3.353,-0.003108,0.003108,0.0926,0.07273,+0.01754;+0.00210;+0.00299,+++,-,False,0.057471,2000,0.002619,0.003269,0.002217,0.001262,0.005512,0.006511,0.006511,0.006712,False,False,False,,0.32159,1.0,False,False,neither,False,False,
94,blowout_x_min_elasticity,J,ft,,6170,3261,0.0,1.99187,1.99125,-0.000621,0.000621,0.0312,0.051,+0.01493;+0.00018;-0.00043,++-,-,False,0.058471,2000,0.000598,0.000712,0.001012,0.000855,0.002517,0.001487,0.002517,0.003984,False,False,False,,0.32159,1.0,False,False,neither,False,False,
36,fast_slow_ewma_gap,D,paint,,6170,3261,0.0,3.46812,3.46689,-0.001238,0.001238,0.0357,0.0621,-0.00253;+0.00245;+0.00112,-++,-,False,0.06047,2000,0.001209,0.001354,0.001053,0.001056,0.002619,0.003007,0.003007,0.006936,False,False,False,,0.326538,1.0,False,False,neither,False,False,
51,lineup_familiarity,E,ft,,6170,3261,0.0,1.99187,1.99119,-0.000683,0.000683,0.0343,0.0393,-0.00261;-0.00695;+0.01451,--+,-,False,0.061969,2000,0.00077,0.000788,0.000888,0.000662,0.002209,0.001915,0.002209,0.003984,False,False,False,,0.328657,1.0,False,False,neither,False,False,
93,possession_denominated_rates,J,paint,0.35,6170,3261,0.0,3.46812,3.46687,-0.001256,0.001256,0.0362,0.15612,-0.00246;+0.00158;+0.00113,-++,-,False,0.064468,2000,0.001366,0.001412,0.001088,0.001096,0.002705,0.003396,0.003396,0.006936,False,False,False,,0.330121,1.0,False,False,neither,False,False,
89,team_change_reset,I,ft,,6170,3261,0.0,1.99187,1.99085,-0.001021,0.001021,0.0513,-0.04465,+0.00179;-0.00064;+0.00267,+-+,-,False,0.063468,2000,0.000993,0.001162,0.001659,0.00099,0.004125,0.00247,0.004125,0.003984,True,False,False,,0.330121,1.0,False,False,neither,False,False,
49,star_onoff_split,E,ft,,6170,3261,0.0,1.99187,1.99098,-0.000897,0.000897,0.045,-0.03884,+0.00133;-0.00360;+0.00628,+-+,-,False,0.066967,2000,0.000893,0.001094,0.000831,0.000627,0.002065,0.00222,0.00222,0.003984,False,False,False,,0.337105,1.0,False,False,neither,False,False,
65,early_clock_share,F,ft,0.3,6170,3261,0.0,1.99187,1.99119,-0.000684,0.000684,0.0343,0.07538,+0.00250;-0.00161;-0.00170,+--,-,False,0.069465,2000,0.000723,0.000823,0.002326,0.001336,0.005784,0.001798,0.005784,0.003984,True,False,False,,0.343852,1.0,False,False,neither,False,False,
26,zone_displacement_vs_opp,B,paint,,6170,3261,0.0,3.46812,3.46703,-0.001094,0.001094,0.0315,0.09229,+0.00048;+0.00185;-0.00140,++-,-,False,0.070965,2000,0.001186,0.001369,0.001494,0.001582,0.003716,0.002949,0.003716,0.006936,False,False,False,,0.345518,1.0,False,False,neither,False,False,
46,early_foul_tendency,D,paint,0.05,6170,3261,0.0,3.46812,3.4665,-0.001622,0.001622,0.0468,0.08071,-0.00455;-0.00576;+0.00090,--+,-,False,0.072464,2000,0.001695,0.002067,0.001453,0.001257,0.003612,0.004213,0.004213,0.006936,False,False,False,,0.347126,1.0,False,False,neither,False,False,
19,career_h2h_franchise,B,ft,,6170,3261,0.0,1.99187,1.9913,-0.000575,0.000575,0.0289,0.05632,-0.00376;-0.00066;+0.00442,--+,-,False,0.074463,2000,0.000816,0.000725,0.001322,0.001221,0.003287,0.002028,0.003287,0.003984,False,False,False,,0.35104,1.0,False,False,neither,False,False,
44,self_creation_index,D,np2,0.2,6170,3261,0.0,1.60194,1.59905,-0.002887,0.002887,0.1802,0.03405,-0.00224;-0.00183;-0.00079,---,-,True,0.077461,2000,0.002378,0.003308,0.001368,0.000583,0.003401,0.005912,0.005912,0.003204,True,False,False,,0.359467,1.0,False,False,neither,False,False,
31,weight_x_b2b_pooled,C,paint,,6170,3261,0.0113,3.46812,3.46707,-0.001055,0.001055,0.0304,0.09059,+0.00259;-0.00072;+0.00200,+-+,-,False,0.07946,2000,0.001597,0.001339,0.002127,0.002039,0.005288,0.003972,0.005288,0.006936,False,False,False,,0.363071,1.0,False,False,neither,False,False,
52,onfloor_pace_diff,E,np2,0.1,6170,3261,0.0,1.60194,1.60042,-0.001518,0.001518,0.0947,0.03025,+0.00053;+0.00094;+0.00060,+++,-,False,0.082959,2000,0.001224,0.001898,0.00075,0.000354,0.001864,0.003043,0.003043,0.003204,False,False,False,,0.373316,1.0,False,False,neither,False,False,
83,post_break_flag,H,np2,,6170,3261,0.0,1.60194,1.59861,-0.003327,0.003327,0.2077,-0.04629,+0.00000;+0.00000;+0.00331,+++,-,False,0.084458,2000,0.002346,0.004175,0.001023,0.001102,0.002544,0.005834,0.005834,0.003204,True,True,False,,0.374293,1.0,False,False,neither,False,False,
24,opp_3pvar_x_shooter,B,fg3,0.5,6170,3261,0.0,3.35611,3.35522,-0.000892,0.000892,0.0266,-0.04342,-0.00264;+0.00482;+0.00445,-++,-,False,0.086457,2000,0.001073,0.001254,0.000863,0.000799,0.002146,0.002667,0.002667,0.006712,False,False,False,,0.374293,1.0,False,False,neither,False,False,
43,shot_distance_drift,D,paint,,6170,3261,0.0,3.46812,3.46729,-0.000832,0.000832,0.024,-0.21356,-0.00497;-0.00664;-0.00505,---,-,True,0.086957,2000,0.001144,0.001222,0.004445,0.00364,0.011053,0.002845,0.011053,0.006936,True,False,False,,0.374293,1.0,False,False,neither,False,False,
89,team_change_reset,I,paint,,6170,3261,0.0,3.46812,3.46695,-0.001179,0.001179,0.034,-0.03812,+0.00076;-0.00090;+0.00118,+-+,-,False,0.088956,2000,0.00156,0.001643,0.00099,0.000853,0.002462,0.003879,0.003879,0.006936,False,False,False,,0.377428,1.0,False,False,neither,False,False,
68,court_side_asymmetry,F,np2,,6170,3261,0.0,1.60194,1.60096,-0.000975,0.000975,0.0609,0.02496,+0.00079;+0.00108;-0.00161,++-,-,False,0.095452,2000,0.001112,0.001455,0.00101,0.000419,0.002512,0.002766,0.002766,0.003204,False,False,False,,0.399285,1.0,False,False,neither,False,False,
68,court_side_asymmetry,F,ft,,6170,3261,0.0,1.99187,1.99126,-0.000613,0.000613,0.0308,0.0153,+0.00150;+0.00028;+0.00068,+++,-,False,0.097951,2000,0.000834,0.000966,0.000341,0.00026,0.000848,0.002074,0.002074,0.003984,False,False,False,,0.404048,1.0,False,False,neither,False,False,
83,post_break_flag,H,ft,,6170,3261,0.0,1.99187,1.98999,-0.001881,0.001881,0.0944,-0.03684,+0.00000;+0.00000;+0.00275,+++,-,False,0.102949,2000,0.001811,0.002545,0.000772,0.000874,0.00192,0.004503,0.004503,0.003984,True,False,False,,0.418847,1.0,False,False,neither,False,False,
40,usage_eff_divergence,D,paint,,6170,3261,0.0,3.46812,3.46752,-0.000603,0.000603,0.0174,-0.01739,+0.00177;+0.00006;+0.00044,+++,-,False,0.104948,2000,0.000999,0.001011,0.000254,0.000272,0.000632,0.002483,0.002483,0.006936,False,False,False,,0.42121,1.0,False,False,neither,False,False,
19,career_h2h_franchise,B,np2,,6170,3261,0.0,1.60194,1.60147,-0.000462,0.000462,0.0289,0.01999,+0.00704;-0.00022;+0.00009,+-+,-,False,0.108446,2000,0.000552,0.000778,0.000324,0.000363,0.000807,0.001372,0.001372,0.003204,False,False,False,,0.423796,1.0,False,False,neither,False,False,
96,opp_def_profile_drift,J,ft,,6170,3261,0.0,1.99187,1.99142,-0.000456,0.000456,0.0229,-0.03857,+0.00010;+0.00046;-0.00027,++-,-,False,0.107446,2000,0.000586,0.000743,0.000622,0.000616,0.001546,0.001457,0.001546,0.003984,False,False,False,,0.423796,1.0,False,False,neither,False,False,
38,hot_hand_3p_dev,D,fg3,,6170,3261,0.0,3.35611,3.35529,-0.000817,0.000817,0.0243,-0.07282,-0.00016;+0.00049;-0.00339,-+-,-,False,0.110445,2000,0.001185,0.001358,0.001394,0.001297,0.003467,0.002947,0.003467,0.006712,False,False,False,,0.426002,1.0,False,False,neither,False,False,
37,rate_volatility,D,fg3,,6170,3261,0.0,3.35611,3.35492,-0.00119,0.00119,0.0355,0.0437,-0.01082;-0.00550;-0.00175,---,-,True,0.113443,2000,0.001619,0.002137,0.000863,0.000499,0.002146,0.004025,0.004025,0.006712,False,False,False,,0.428368,1.0,False,False,neither,False,False,
50,usage_absorption_elasticity,E,ft,,6170,3261,0.0,1.99187,1.99139,-0.000478,0.000478,0.024,0.01567,+0.00728;-0.00098;-0.00070,+--,-,False,0.113943,2000,0.000773,0.000858,0.000333,0.000283,0.000828,0.001921,0.001921,0.003984,False,False,False,,0.428368,1.0,False,False,neither,False,False,
30,draft_pedigree_lowexp,C,fg3,,6170,3261,0.0841,3.35611,3.35474,-0.001364,0.001364,0.0406,-0.02638,+0.00058;+0.00162;+0.00081,+++,-,False,0.116442,2000,0.002152,0.002477,0.001323,0.000495,0.003289,0.00535,0.00535,0.006712,False,False,False,,0.432291,1.0,False,False,neither,False,False,
57,competition_quality,E,fg3,0.35,6170,3261,0.0,3.35611,3.35336,-0.002745,0.002745,0.0818,-0.14465,+0.00675;-0.01613;-0.01214,+--,-,False,0.126437,2000,0.002434,0.00418,0.004672,0.002429,0.011616,0.006052,0.011616,0.006712,True,False,False,,0.452431,1.0,False,False,neither,False,False,
85,games_in_14_days,H,np2,,6170,3261,0.0,1.60194,1.60072,-0.001215,0.001215,0.0758,-0.02966,+0.01826;+0.00095;-0.00021,++-,-,False,0.124438,2000,0.001547,0.002098,0.000769,0.000846,0.001912,0.003847,0.003847,0.003204,True,False,False,,0.452431,1.0,False,False,neither,False,False,
