response,spec,stratum,n,centred,r2_baseline,r2_candidate,dR2_cand_minus_base,p_cluster_opp_team_season,n_clusters,p_row_level_NAIVE,inflation_cluster_over_row,skill_base_vs_refA,skill_cand_vs_refA,skill_base_vs_refB,skill_cand_vs_refB,mae_base,mae_cand,mae_refA,d_skill_vs_refA,p_opponent_team_season,nclust_opponent_team_season,p_opponent_team_season_game,nclust_opponent_team_season_game,p_game,nclust_game,p_player_season,nclust_player_season
ppm_points_per_minute,SPEC_ALL5_GLOBAL_UNCENTRED,all,9962,False,0.1659301669209743,0.1618304685555546,-0.004099698365419595,0.009398120375924815,36,0.0003999200159968006,1.4241034176145817,-0.002593598836446054,-0.0033999888511819787,-0.0041750188018894185,-0.004982680758986335,0.16974859163342423,0.1698851211000671,0.1693094707869918,-0.0008063900147359249,0.009398120375924815,36,0.0001999600079984003,1216,0.0001999600079984003,631,0.0001999600079984003,410
ppm_points_per_minute,SPEC_ALL5_GLOBAL_UNCENTRED,on_stratum,4938,False,0.2362807231609272,0.23235325662863293,-0.003927466532294189,0.09878024395120975,36,0.020395920815836834,1.4023039360715999,-0.0019177124327076633,-0.0033584385394220817,-0.001495039204590487,-0.0029351575205183167,0.15137266820094467,0.15159033732907154,0.15108293457893268,-0.0014407261067144184,0.09878024395120975,36,0.016596680663867228,1188,0.015596880623875225,608,0.001999600079984003,254
ppm_points_per_minute,SPEC_ALL5_GLOBAL_UNCENTRED,off_stratum,5024,False,0.037335555243124374,0.03273005902651982,-0.0046054962166043895,0.0065986802639472104,36,0.003999200159968006,1.085639208565957,-0.003129678137020697,-0.0034329444809206855,-0.006308280002291333,-0.006612507301676507,0.18780995905173314,0.18786673779218016,0.1872240081666486,-0.0003032663438999883,0.0065986802639472104,36,0.0021995600879824036,1213,0.004999000199960008,631,0.0009998000399920016,370
ppm_points_per_minute,SPEC_ALL5_PERZONE_UNCENTRED,all,9962,False,0.1659301669209743,0.16175701758261563,-0.004173149338358719,0.07838432313537293,36,0.0021995600879824036,1.7925809265857007,-0.002593598836446054,-0.012029726581437528,-0.0041750188018894185,-0.013626030424884528,0.16974859163342423,0.1713462174282072,0.1693094707869918,-0.009436127744991474,0.07838432313537293,36,0.0009998000399920016,1216,0.001799640071985603,631,0.0009998000399920016,410
ppm_points_per_minute,SPEC_ALL5_PERZONE_UNCENTRED,on_stratum,4938,False,0.2362807231609272,0.2247940243933555,-0.011486698767571631,0.005398920215956809,36,0.0001999600079984003,2.00369561568965,-0.0019177124327076633,-0.016835416963653538,-0.001495039204590487,-0.016406450489841573,0.15137266820094467,0.1536264787786614,0.15108293457893268,-0.014917704530945874,0.005398920215956809,36,0.0001999600079984003,1188,0.0001999600079984003,608,0.0001999600079984003,254
ppm_points_per_minute,SPEC_ALL5_PERZONE_UNCENTRED,off_stratum,5024,False,0.037335555243124374,0.038096397137856175,0.0007608418947319945,0.7370525894821036,36,0.6810637872425515,1.2392661321433713,-0.003129678137020697,-0.00821809325869638,-0.006308280002291333,-0.011412818708135042,0.18780995905173314,0.18876263252602904,0.1872240081666486,-0.005088415121675682,0.7370525894821036,36,0.6786642671465707,1213,0.6762647470505899,631,0.6828634273145371,370
ppm_points_per_minute,SPEC_RA_XSCENTRED,all,10156,True,0.16307049420964959,0.16240019285630924,-0.0006703013533402339,0.07158568286342731,36,0.0023995200959808036,1.8387201060866747,0.0010321415661644906,0.0006452684926639973,-0.0006843086934975595,-0.0010718465014856182,0.1695254950955886,0.1695911477077028,0.1697006501904553,-0.00038687307350049327,0.07158568286342731,36,0.0013997200559888023,1304,0.0009998000399920016,655,0.003599280143971206,413
ppm_points_per_minute,SPEC_RA_XSCENTRED,on_stratum,4553,True,0.2359751975004124,0.23554264481567422,-0.000432552684738237,0.32673465306938615,36,0.16536692661467706,1.403654203667961,-0.0020266412758331853,-0.0023813038876459025,-0.0018060088188525114,-0.002160593338845773,0.15199211881942978,0.15204591571425766,0.15168470832861827,-0.0003546626118127172,0.32673465306938615,36,0.12837432513497302,1104,0.11097780443911218,561,0.20595880823835233,255
ppm_points_per_minute,SPEC_RA_XSCENTRED,off_stratum,5603,True,0.0621152449739254,0.06124968758176208,-0.0008655573921633098,0.10617876424715057,36,0.003799240151969606,1.800257932946849,0.0030773940140275124,0.002668983443745665,6.814476098038202e-05,-0.00034149861232557477,0.18377312354201925,0.18384841011465547,0.18434041162128595,-0.00040841057028184746,0.10617876424715057,36,0.009398120375924815,1301,0.0061987602479504095,655,0.007198560287942412,413
ppm_points_per_minute,SPEC_ALL5_GLOBAL_XSCENTRED,all,8994,True,0.1706113773236615,0.16989501063051093,-0.0007163666931506769,0.15556888622275544,36,0.01879624075184963,1.6445201472319217,-0.0030399417644946247,-0.0037801019492293975,-0.004947635798072669,-0.005689203702589518,0.16957089591601912,0.1696960251560632,0.16905697256454114,-0.0007401601847347727,0.15556888622275544,36,0.014797040591881624,1094,0.01199760047990402,567,0.013197360527894421,410
ppm_points_per_minute,SPEC_ALL5_GLOBAL_XSCENTRED,on_stratum,4431,True,0.2367543913870881,0.23681543715435105,6.104576726296414e-05,0.9206158768246351,36,0.8982203559288142,1.3575412599450118,-0.002135622590712094,-0.002554932593626047,-0.001825469295545501,-0.0022446495252270715,0.15187120760982292,0.15193475301732057,0.151547559218788,-0.00041931000291395293,0.9206158768246351,36,0.8838232353529294,1069,0.8862227554489103,547,0.9006198760247951,253
ppm_points_per_minute,SPEC_ALL5_GLOBAL_XSCENTRED,off_stratum,4563,True,0.04455304321456066,0.043190745612245895,-0.0013622976023145979,0.03119376124775045,36,0.0009998000399920016,1.5194461374527246,-0.0037552105267273372,-0.004749146279941385,-0.0074269053322928436,-0.008424476861146113,0.18675856168081315,0.1869434932355654,0.1860598677069983,-0.000993935753214048,0.03119376124775045,36,0.002999400119976005,1091,0.0021995600879824036,567,0.0013997200559888023,369
ppm_points_per_minute,SPEC_ALL5_PERZONE_XSCENTRED,all,8994,True,0.1706113773236615,0.17009087561302794,-0.0005205017106336941,0.1765646870625875,36,0.027794441111777646,1.5611346691719161,-0.0030399417644946247,-0.0032707653647991997,-0.004947635798072669,-0.005178898404628818,0.16957089591601912,0.16960991825508304,0.16905697256454114,-0.00023082360030457494,0.1765646870625875,36,0.027594481103779243,1094,0.02299540091981604,567,0.03419316136772645,410
ppm_points_per_minute,SPEC_ALL5_PERZONE_XSCENTRED,on_stratum,4431,True,0.2367543913870881,0.23639018551480306,-0.0003642058722850008,0.4843031393721256,36,0.3217356528694261,1.442747815686578,-0.002135622590712094,-0.002399832374863742,-0.001825469295545501,-0.002089597308793767,0.15187120760982292,0.15191124795773284,0.151547559218788,-0.00026420978415164775,0.4843031393721256,36,0.277744451109778,1069,0.2401519696060788,547,0.34393121375724856,253
ppm_points_per_minute,SPEC_ALL5_PERZONE_XSCENTRED,off_stratum,4563,True,0.04455304321456066,0.04386784482577433,-0.0006851983887863676,0.1803639272145571,36,0.047390521895620874,1.446234582720121,-0.0037552105267273372,-0.003959627416781464,-0.0074269053322928436,-0.0076320699708274375,0.18675856168081315,0.18679659546033367,0.1860598677069983,-0.00020441689005412655,0.1803639272145571,36,0.0637872425514897,1091,0.057588482303539294,567,0.05078984203159368,369
ppf_points_per_FGA,SPEC_RA,all,11267,True,-0.021270733832171596,-0.021365462509172373,-9.472867700073255e-05,0.8130373925214956,36,0.7210557888422315,1.4584361512088597,0.008022171071938256,0.007769719763135008,-0.002502115584777531,-0.002757245249752849,0.47843254006108804,0.47855429774295377,0.48230164637659856,-0.0002524513088032476,0.8130373925214956,36,0.7276544691061788,1450,0.7204559088182364,728,0.743251349730054,413
ppf_points_per_FGA,SPEC_RA,on_stratum,5086,True,-0.012579929675863522,-0.011979257327910497,0.0006006723479530501,0.3967206558688262,36,0.23795240951809637,1.3540434933706276,0.0012909955220067326,0.0010129015427818855,-0.006312873008769593,-0.006593084311506958,0.36911312358671206,0.3692159044136217,0.3695902629611722,-0.00027809397922484713,0.3967206558688262,36,0.21635672865426914,1230,0.21415716856628675,625,0.22435512897420515,257
ppf_points_per_FGA,SPEC_RA,off_stratum,6181,True,-0.03335616225334581,-0.03370075571139952,-0.0003445934580535521,0.370125974805039,36,0.2881423715256949,1.1580531962871596,0.011581980918605295,0.011343090841415271,-0.0004776059754858508,-0.000719410726010894,0.5683853878508757,0.5685227605277756,0.5750455544903113,-0.00023889007719002375,0.370125974805039,36,0.27754449110177964,1447,0.2663467306538692,728,0.3229354129174165,413
ppf_points_per_FGA,SPEC_ALL5_GLOBAL,all,9962,True,-0.01558111165307885,-0.016614545209191256,-0.00103343355611226,0.04379124175164967,36,0.004999000199960008,1.4239386822701703,0.0028775323252746565,0.0020760986577251783,-0.007446929586225837,-0.0082566615036328,0.485080550753594,0.4854704325358729,0.48648041387011826,-0.0008014336675494782,0.04379124175164967,36,0.004799040191961607,1216,0.003599280143971206,631,0.0033993201359728054,410
ppf_points_per_FGA,SPEC_ALL5_GLOBAL,on_stratum,4938,True,-0.011328220550597123,-0.011811884888022206,-0.0004836643374249024,0.6166766646670666,36,0.471505698860228,1.4261591243123397,0.0021306976203908645,0.001593187258364659,-0.0061428536841372505,-0.0066848206614198435,0.3690136563964304,0.3692124285838995,0.3698015917680273,-0.0005375103620262056,0.6166766646670666,36,0.47570485902819437,1188,0.4585082983403319,608,0.49510097980403917,254
ppf_points_per_FGA,SPEC_ALL5_GLOBAL,off_stratum,5024,True,-0.028460909505549692,-0.02972079316546461,-0.0012598836599149068,0.0065986802639472104,36,0.0061987602479504095,1.0858042887744026,0.003329079614758812,0.0023680740198990247,-0.008237984990887126,-0.009210143729251774,0.5991606312344209,0.5997383512291142,0.6011619472180733,-0.0009610055948597873,0.0065986802639472104,36,0.0061987602479504095,1213,0.003799240151969606,631,0.003999200159968006,370
ppf_points_per_FGA,SPEC_ALL5_PERZONE,all,9962,True,-0.01558111165307885,-0.015777686802028956,-0.0001965751489502145,0.6736652669466107,36,0.5268946210757849,1.4815064775223488,0.0028775323252746565,0.002535591751305577,-0.007446929586225837,-0.007792410700646402,0.485080550753594,0.48524689814553745,0.48648041387011826,-0.0003419405739690795,0.6736652669466107,36,0.5380923815236952,1216,0.5238952209558089,631,0.5392921415716857,410
ppf_points_per_FGA,SPEC_ALL5_PERZONE,on_stratum,4938,True,-0.011328220550597123,-0.01063674038542839,0.0006914801651688702,0.39852029594081184,36,0.235752849430114,1.3626360553047305,0.0021306976203908645,0.0018973433204650947,-0.0061428536841372505,-0.006378142775290696,0.3690136563964304,0.3690999511879889,0.3698015917680273,-0.00023335429992576984,0.39852029594081184,36,0.22675464907018597,1188,0.22495500899820037,608,0.24075184963007398,254
ppf_points_per_FGA,SPEC_ALL5_PERZONE,off_stratum,5024,True,-0.028460909505549692,-0.02900700944278567,-0.000546099937235985,0.20375924815036991,36,0.14817036592681462,1.1353174702069064,0.003329079614758812,0.002921486176241883,-0.008237984990887126,-0.008650308836943621,0.5991606312344209,0.599405660899593,0.6011619472180733,-0.00040759343851692886,0.20375924815036991,36,0.14417116576684663,1213,0.15296940611877624,631,0.15556888622275544,370
ppf_points_per_FGA,SPEC_RA_UNCENTRED,all,11267,False,-0.021270733832171596,-0.02162600357871014,-0.00035526974653849694,0.873625274945011,36,0.8084383123375325,1.4701053642277717,0.008022171071938256,0.0030162611090042146,-0.002502115584777531,-0.007561135234128935,0.47843254006108804,0.4808468986778241,0.48230164637659856,-0.005005909962934041,0.873625274945011,36,0.8092381523695261,1450,0.8140371925614877,728,0.8020395920815837,413
ppf_points_per_FGA,SPEC_RA_UNCENTRED,on_stratum,5086,False,-0.012579929675863522,-0.02020391176110481,-0.007623982085241241,0.09278144371125775,36,0.010397920415916816,1.5393569276804149,0.0012909955220067326,-0.008558918576750507,-0.006312873008769593,-0.016237781376638782,0.36911312358671206,0.3727535559286167,0.3695902629611722,-0.00984991409875724,0.09278144371125775,36,0.008398320335932814,1230,0.009398120375924815,625,0.003199360127974405,257
ppf_points_per_FGA,SPEC_RA_UNCENTRED,off_stratum,6181,False,-0.03335616225334581,-0.03111152971334752,0.002244632539998338,0.2453509298140372,36,0.20395920815836832,1.1051707309932797,0.011581980918605295,0.009137842445969158,-0.0004776059754858508,-0.0029515651309941493,0.5683853878508757,0.5697908788141238,0.5750455544903113,-0.002444138472636137,0.2453509298140372,36,0.19796040791841632,1447,0.1883623275344931,728,0.1907618476304739,413
ppf_points_per_FGA,SPEC_ALL5_GLOBAL_UNCENTRED,all,9962,False,-0.01558111165307885,-0.01989663989663737,-0.004315528243558548,0.01219756048790242,36,0.0033993201359728054,1.1592514179350544,0.0028775323252746565,-0.00010072553858364586,-0.007446929586225837,-0.010456025096285959,0.485080550753594,0.4865294148718157,0.48648041387011826,-0.0029782578638583024,0.01219756048790242,36,0.0011997600479904018,1216,0.001799640071985603,631,0.0011997600479904018,410
ppf_points_per_FGA,SPEC_ALL5_GLOBAL_UNCENTRED,on_stratum,4938,False,-0.011328220550597123,-0.01701037258724747,-0.005682152036650021,0.04999000199960008,36,0.03779244151169766,1.0691710415388411,0.0021306976203908645,-0.0012738463581685178,-0.0061428536841372505,-0.009575625476908378,0.3690136563964304,0.37027266217894594,0.3698015917680273,-0.0034045439785593823,0.04999000199960008,36,0.033193361327734455,1188,0.02579484103179364,608,0.021795640871825634,254
ppf_points_per_FGA,SPEC_ALL5_GLOBAL_UNCENTRED,off_stratum,5024,False,-0.028460909505549692,-0.03228955854771631,-0.003828649042166451,0.03959208158368326,36,0.026194761047790442,1.050053968281867,0.003329079614758812,0.0006085606299046642,-0.008237984990887126,-0.010990077505393936,0.5991606312344209,0.6007961037247995,0.6011619472180733,-0.0027205189848541478,0.03959208158368326,36,0.022595480903819236,1213,0.01979604079184163,631,0.01839632073585283,370
ppf_points_per_FGA,SPEC_ALL5_PERZONE_UNCENTRED,all,9962,False,-0.01558111165307885,-0.016502275760979845,-0.0009211641079011758,0.7212557488502299,36,0.6222755448910218,1.4058423234153576,0.0028775323252746565,-0.003379696323234871,-0.007446929586225837,-0.013768947185889724,0.485080550753594,0.48812456993620085,0.48648041387011826,-0.006257228648509527,0.7212557488502299,36,0.6026794641071785,1216,0.6230753849230154,631,0.5910817836432714,410
ppf_points_per_FGA,SPEC_ALL5_PERZONE_UNCENTRED,on_stratum,4938,False,-0.011328220550597123,-0.021313872161797587,-0.009985651611200307,0.05898820235952809,36,0.0033993201359728054,1.587317478792557,0.0021306976203908645,-0.010265494365966132,-0.0061428536841372505,-0.018641825192957873,0.3690136563964304,0.37359778792484727,0.3698015917680273,-0.012396191986356997,0.05898820235952809,36,0.003199360127974405,1188,0.00599880023995201,608,0.0007998400319936012,254
ppf_points_per_FGA,SPEC_ALL5_PERZONE_UNCENTRED,off_stratum,5024,False,-0.028460909505549692,-0.02584676547639675,0.0026141440291529276,0.27454509098180363,36,0.22755448910217957,1.0901970508354246,0.003329079614758812,0.0007835588412579142,-0.008237984990887126,-0.01081304831714025,0.5991606312344209,0.6006909014593027,0.6011619472180733,-0.0025455207735008978,0.27454509098180363,36,0.22095580883823235,1213,0.20735852829434112,631,0.22415516896620677,370
ppf_points_per_FGA,SPEC_RA_XSCENTRED,all,10156,True,-0.0209662107353632,-0.021232585306439233,-0.0002663745710761283,0.48670265946810637,36,0.3235352929414117,1.4172868008439303,0.00904899253488245,0.00882207651597633,-0.0019013229924451647,-0.002130746503635539,0.47933952770669763,0.47944929076916204,0.48371667629953025,-0.00022691601890612034,0.48670265946810637,36,0.33193361327734455,1304,0.3101379724055189,655,0.3385322935412917,413
ppf_points_per_FGA,SPEC_RA_XSCENTRED,on_stratum,4553,True,-0.01601010323151275,-0.015263350404387754,0.0007467528271249373,0.27714457108578283,36,0.13717256548690263,1.358372365737731,0.0012836254761946497,0.0010481508237255577,-0.006471973559248889,-0.006709276805935582,0.3704443899780615,0.3705317323569534,0.3709205129981892,-0.00023547465246909205,0.27714457108578283,36,0.13617276544691062,1104,0.11297740451909619,561,0.1245750849830034,255
ppf_points_per_FGA,SPEC_RA_XSCENTRED,off_stratum,5603,True,-0.030992466859707468,-0.03162239612064521,-0.0006299292609376196,0.09118176364727054,36,0.046990601879624075,1.1581088122550962,0.01311688036687697,0.01289444778849147,0.0005049252105824298,0.00027965003650542997,0.5678277593823142,0.5679557415010531,0.5753748828872521,-0.0002224325783855008,0.09118176364727054,36,0.05318936212757448,1301,0.05118976204759048,655,0.060387922415516895,413
ppf_points_per_FGA,SPEC_ALL5_GLOBAL_XSCENTRED,all,8994,True,-0.015494007921135422,-0.016697276717500875,-0.0012032687963655863,0.008398320335932814,36,0.002599480103979204,1.2545377242936175,0.003920694815539694,0.00310673133726147,-0.00702237166582087,-0.007845277460649447,0.4859771119610426,0.4863742365859159,0.48788997967490777,-0.0008139634782782235,0.008398320335932814,36,0.001799640071985603,1094,0.0003999200159968006,567,0.001999600079984003,410
ppf_points_per_FGA,SPEC_ALL5_GLOBAL_XSCENTRED,on_stratum,4431,True,-0.014188933403236348,-0.014343415399227455,-0.00015448199599098328,0.8514297140571886,36,0.8252349530093981,1.2057078890090516,0.0016307018558778807,0.0012038475003550708,-0.00638945727049145,-0.006819740657597384,0.3705881022833448,0.37074654780631777,0.3711934080627624,-0.0004268543555228099,0.8514297140571886,36,0.8198360327934413,1069,0.8134373125374925,547,0.8314337132573485,253
ppf_points_per_FGA,SPEC_ALL5_GLOBAL_XSCENTRED,off_stratum,4563,True,-0.026327364416433463,-0.02795256028817361,-0.0016251958717400945,0.0005998800239952009,36,0.0005998800239952009,1.1190410863339368,0.00529365825429895,0.004247603812547851,-0.007403616138591307,-0.0084630233053824,0.5980281095244611,0.5986570086618308,0.601210713580982,-0.0010460544417510986,0.0005998800239952009,36,0.0009998000399920016,1091,0.0001999600079984003,567,0.0005998800239952009,369
ppf_points_per_FGA,SPEC_ALL5_PERZONE_XSCENTRED,all,8994,True,-0.015494007921135422,-0.015775646384435404,-0.0002816384632999199,0.5302939412117577,36,0.3757248550289942,1.3911486672166213,0.003920694815539694,0.003657062920864318,-0.00702237166582087,-0.007288899857342379,0.4859771119610426,0.48610573532077744,0.48788997967490777,-0.00026363189467537573,0.5302939412117577,36,0.3757248550289942,1094,0.367126574685063,567,0.3815236952609478,410
ppf_points_per_FGA,SPEC_ALL5_PERZONE_XSCENTRED,on_stratum,4431,True,-0.014188933403236348,-0.01337199848072368,0.0008169349225127781,0.30713857228554287,36,0.16116776644671066,1.3349047900426676,0.0016307018558778807,0.001469413585613033,-0.00638945727049145,-0.006552041211201232,0.3705881022833448,0.370647971426065,0.3711934080627624,-0.0001612882702648477,0.30713857228554287,36,0.17056588682263546,1069,0.13997200559888023,547,0.16976604679064186,253
ppf_points_per_FGA,SPEC_ALL5_PERZONE_XSCENTRED,off_stratum,4563,True,-0.026327364416433463,-0.02704100909683449,-0.0007136446804009288,0.11137772445510898,36,0.05538892221555689,1.2090767522754968,0.00529365825429895,0.0049686663218495575,-0.007403616138591307,-0.00773275654337735,0.5980281095244611,0.598223498156077,0.601210713580982,-0.0003249919324493922,0.11137772445510898,36,0.0619876024795041,1091,0.05598880223955209,567,0.06858628274345131,369
