screen,file,rows,ncols,is_draw_dump,p_cols,within_cols,between_cols,row_cols,null_mean_cols,null_sd_cols,all_cols,error
E0_I0012_layer3_noncollinear,E0_I0012_layer3_noncollinear/r1_placebo_per36min.csv,400,3,False,,,,,,,dR2_M|dR2_OxM|unit,
E0_I0012_layer3_noncollinear,E0_I0012_layer3_noncollinear/r4_symmetry_features_reb.csv,10167,13,False,player_id|possessions,,,,,,game_id|season|game_date|team_id|opp_team_id|player_id|minutes|possessions|y|own_pre|def_pre|dpace|own_dpace,
E0_I0013_possession_volume,E0_I0013_possession_volume/maxt_null_draws.csv,400,1,False,,,,,,,maxT_null_z,
E0_I0013_possession_volume,E0_I0013_possession_volume/noop_diagnostic.csv,200,1,False,,,,,,,noop_dR2_M,
E0_I0013_possession_volume,E0_I0013_possession_volume/placebo_draws_ast_exp_gposs.csv,200,2,False,,,,,,,cluster_perm_dR2_M|naive_row_perm_dR2_M,
E0_I0013_possession_volume,E0_I0013_possession_volume/placebo_draws_ast_opp_fgaA48.csv,200,2,False,,,,,,,cluster_perm_dR2_M|naive_row_perm_dR2_M,
E0_I0013_possession_volume,E0_I0013_possession_volume/placebo_draws_ast_opp_missA48.csv,200,2,False,,,,,,,cluster_perm_dR2_M|naive_row_perm_dR2_M,
E0_I0013_possession_volume,E0_I0013_possession_volume/placebo_draws_ast_opp_missO48.csv,200,2,False,,,,,,,cluster_perm_dR2_M|naive_row_perm_dR2_M,
E0_I0013_possession_volume,E0_I0013_possession_volume/placebo_draws_ast_opp_orebA100.csv,200,2,False,,,,,,,cluster_perm_dR2_M|naive_row_perm_dR2_M,
E0_I0013_possession_volume,E0_I0013_possession_volume/placebo_draws_ast_opp_pace48.csv,200,2,False,,,,,,,cluster_perm_dR2_M|naive_row_perm_dR2_M,
E0_I0013_possession_volume,E0_I0013_possession_volume/placebo_draws_ast_own_orebR100.csv,200,2,False,,,,,,,cluster_perm_dR2_M|naive_row_perm_dR2_M,
E0_I0013_possession_volume,E0_I0013_possession_volume/placebo_draws_ast_own_pace48.csv,200,2,False,,,,,,,cluster_perm_dR2_M|naive_row_perm_dR2_M,
E0_I0013_possession_volume,E0_I0013_possession_volume/placebo_draws_ast_ppm.csv,200,2,False,,,,,,,cluster_perm_dR2_M|naive_row_perm_dR2_M,
E0_I0013_possession_volume,E0_I0013_possession_volume/placebo_draws_pts_exp_gposs.csv,200,2,False,,,,,,,cluster_perm_dR2_M|naive_row_perm_dR2_M,
E0_I0013_possession_volume,E0_I0013_possession_volume/placebo_draws_pts_opp_fgaA48.csv,200,2,False,,,,,,,cluster_perm_dR2_M|naive_row_perm_dR2_M,
E0_I0013_possession_volume,E0_I0013_possession_volume/placebo_draws_pts_opp_missA48.csv,200,2,False,,,,,,,cluster_perm_dR2_M|naive_row_perm_dR2_M,
E0_I0013_possession_volume,E0_I0013_possession_volume/placebo_draws_pts_opp_missO48.csv,200,2,False,,,,,,,cluster_perm_dR2_M|naive_row_perm_dR2_M,
E0_I0013_possession_volume,E0_I0013_possession_volume/placebo_draws_pts_opp_orebA100.csv,200,2,False,,,,,,,cluster_perm_dR2_M|naive_row_perm_dR2_M,
E0_I0013_possession_volume,E0_I0013_possession_volume/placebo_draws_pts_opp_pace48.csv,200,2,False,,,,,,,cluster_perm_dR2_M|naive_row_perm_dR2_M,
E0_I0013_possession_volume,E0_I0013_possession_volume/placebo_draws_pts_own_orebR100.csv,200,2,False,,,,,,,cluster_perm_dR2_M|naive_row_perm_dR2_M,
E0_I0013_possession_volume,E0_I0013_possession_volume/placebo_draws_pts_own_pace48.csv,200,2,False,,,,,,,cluster_perm_dR2_M|naive_row_perm_dR2_M,
E0_I0013_possession_volume,E0_I0013_possession_volume/placebo_draws_pts_ppm.csv,200,2,False,,,,,,,cluster_perm_dR2_M|naive_row_perm_dR2_M,
E0_I0013_possession_volume,E0_I0013_possession_volume/placebo_draws_reb_exp_gposs.csv,200,2,False,,,,,,,cluster_perm_dR2_M|naive_row_perm_dR2_M,
E0_I0013_possession_volume,E0_I0013_possession_volume/placebo_draws_reb_opp_fgaA48.csv,200,2,False,,,,,,,cluster_perm_dR2_M|naive_row_perm_dR2_M,
E0_I0013_possession_volume,E0_I0013_possession_volume/placebo_draws_reb_opp_missA48.csv,200,2,False,,,,,,,cluster_perm_dR2_M|naive_row_perm_dR2_M,
E0_I0013_possession_volume,E0_I0013_possession_volume/placebo_draws_reb_opp_missO48.csv,200,2,False,,,,,,,cluster_perm_dR2_M|naive_row_perm_dR2_M,
E0_I0013_possession_volume,E0_I0013_possession_volume/placebo_draws_reb_opp_orebA100.csv,200,2,False,,,,,,,cluster_perm_dR2_M|naive_row_perm_dR2_M,
E0_I0013_possession_volume,E0_I0013_possession_volume/placebo_draws_reb_opp_pace48.csv,200,2,False,,,,,,,cluster_perm_dR2_M|naive_row_perm_dR2_M,
E0_I0013_possession_volume,E0_I0013_possession_volume/placebo_draws_reb_own_orebR100.csv,200,2,False,,,,,,,cluster_perm_dR2_M|naive_row_perm_dR2_M,
E0_I0013_possession_volume,E0_I0013_possession_volume/placebo_draws_reb_own_pace48.csv,200,2,False,,,,,,,cluster_perm_dR2_M|naive_row_perm_dR2_M,
E0_I0013_possession_volume,E0_I0013_possession_volume/placebo_draws_reb_ppm.csv,200,2,False,,,,,,,cluster_perm_dR2_M|naive_row_perm_dR2_M,
E0_I0013_possession_volume,E0_I0013_possession_volume/placebo_draws_survivor_2021_2024.csv,200,1,False,,,,,,,dR2,
E0_I0013_possession_volume,E0_I0013_possession_volume/placebo_draws_survivor_2022_2024.csv,200,1,False,,,,,,,dR2,
E0_I0013_possession_volume,E0_I0013_possession_volume/placebo_draws_survivor_2023_2024.csv,200,1,False,,,,,,,dR2,
E0_I0013_possession_volume,E0_I0013_possession_volume/placebo_draws_survivor_2024.csv,200,1,False,,,,,,,dR2,
E0_I0015_points_skill_decomposition,E0_I0015_points_skill_decomposition/abstention_curves_best.csv,45,8,False,,,,,,,coverage|n_kept|model_mae|ref_mae|skill|dependent|candidate|direction,
E0_I0015_points_skill_decomposition,E0_I0015_points_skill_decomposition/abstention_rate_screen.csv,550,12,False,p_correct_level|p_row_level_NAIVE|familywise_p_correct,,,p_row_level_NAIVE,,null_sd_correct|null_sd_row_NAIVE,candidate|dependent|direction|coverage|skill_gain|scheme|p_correct_level|p_row_level_NAIVE|null_sd_correct|null_sd_row_NAIVE|inflation_sd_correct_over_row|familywise_p_correct,
E0_I0015_points_skill_decomposition,E0_I0015_points_skill_decomposition/blend_sweep.csv,3,4,False,points_mae,,,,,,blend|best_lambda|points_mae|skill_vs_ref,
E0_I0015_points_skill_decomposition,E0_I0015_points_skill_decomposition/blockflip_draws.csv,2000,10,False,,,,,,,A__H2_model_min_x_naive_rate_vs_H1_model_min_x_model_rate|A__H3_naive_min_x_model_rate_vs_H1_model_min_x_model_rate|A__H4_naive_min_x_naive_rate_vs_H2_model_min_x_naive_rate|A__H4_naive_min_x_naive_rate_vs_H3_naive_min_x_model_rate|A__CHAMPION_vs_REF|B__H2_model_min_x_naive_rate_vs_H1_model_min_x_model_rate|B__H3_naive_min_x_model_rate_vs_H1_model_min_x_model_rate|B__H4_naive_min_x_naive_rate_vs_H2_model_min_x_naive_rate|B__H4_naive_min_x_naive_rate_vs_H3_naive_min_x_model_rate|B__CHAMPION_vs_REF,
E0_I0015_points_skill_decomposition,E0_I0015_points_skill_decomposition/ceiling_oracle_ladder.csv,16,8,False,,,,,,,subset|n|forecast|kind|mae|rmse|r2_forecast_as_is|mae_minus_oracle_O2,
E0_I0015_points_skill_decomposition,E0_I0015_points_skill_decomposition/coldstart_splice.csv,7,7,False,pct_spliced|pooled_points_mae|pooled_skill_vs_ref|p_vs_champion_blockflip,,,,,,splice_threshold_prior_games|n_spliced|pct_spliced|pooled_points_mae|pooled_skill_vs_ref|skill_on_UNspliced_rows|p_vs_champion_blockflip,
E0_I0015_points_skill_decomposition,E0_I0015_points_skill_decomposition/component_skill.csv,9,13,False,paired_mean_abs_err_diff_model_minus_ref|p_two_sided_block_signflip,,p_two_sided_block_signflip,,,null_sd,component|kind|reference|reference_kind|n|model_mae|ref_mae|skill|r2_forecast_as_is|paired_mean_abs_err_diff_model_minus_ref|p_two_sided_block_signflip|null_sd|n_player_season_blocks,
E0_I0015_points_skill_decomposition,E0_I0015_points_skill_decomposition/component_skill_by_depth.csv,6,4,False,,,,,,,component|skill_thin|skill_adequate|skill_pooled,
E0_I0015_points_skill_decomposition,E0_I0015_points_skill_decomposition/component_skill_per_season.csv,18,5,False,,,,,,,component|season|reference|n|skill,
E0_I0015_points_skill_decomposition,E0_I0015_points_skill_decomposition/grouping_levels.csv,55,5,False,,,var_share_between_player_season,,,,candidate|kit_recommended_level|n_distinct|var_share_between_player_season|scheme_used,
E0_I0015_points_skill_decomposition,E0_I0015_points_skill_decomposition/hybrid_2x2.csv,9,11,False,points_mae,,,,,,naive_rate_variant|naive_rate_kind|cell|minutes_factor|rate_factor|n|points_mae|ref_pts_mae|skill_vs_ref_pts|rmse|r2_forecast_as_is,
E0_I0015_points_skill_decomposition,E0_I0015_points_skill_decomposition/hybrid_by_depth.csv,5,11,False,,,,,,,stratum|n|H1_model_min_x_model_rate|H2_model_min_x_naive_rate|H3_naive_min_x_model_rate|H4_naive_min_x_naive_rate|H3_minus_H1|champion_points_mae|reference_points_mae|minutes_skill|rate_ppm_skill,
E0_I0015_points_skill_decomposition,E0_I0015_points_skill_decomposition/hybrid_by_depth_contrasts.csv,15,9,False,p_two_sided_block_signflip,,p_two_sided_block_signflip,,,,stratum|n|A|B|mae_A|mae_B|mean_paired_abs_err_diff|p_two_sided_block_signflip|n_blocks,
E0_I0015_points_skill_decomposition,E0_I0015_points_skill_decomposition/hybrid_contrasts.csv,10,13,False,p_two_sided_block_signflip,,p_two_sided_block_signflip,,,null_sd,naive_rate_variant|A|B|question|mae_A|mae_B|mean_paired_abs_err_diff_A_minus_B|p_two_sided_block_signflip|null_sd|n_blocks|n_rows|n_draws|seed,
E0_I0015_points_skill_decomposition,E0_I0015_points_skill_decomposition/hybrid_fga_chain.csv,8,5,False,points_mae,,,,,,naive_rate_variant|cell|n|points_mae|skill_vs_ref_pts,
E0_I0015_points_skill_decomposition,E0_I0015_points_skill_decomposition/hybrid_per_season.csv,8,8,False,,,,,,,naive_rate_variant|season|n|H1_model_min_x_model_rate|H2_model_min_x_naive_rate|H3_naive_min_x_model_rate|H4_naive_min_x_naive_rate|H3_minus_H1,
E0_I0015_points_skill_decomposition,E0_I0015_points_skill_decomposition/hybrid_sensitivity.csv,4,8,False,,,,,,,subset|n|skill_H1|skill_H2|skill_H3|skill_H4|skill_blend50_champ_ref|H3_minus_H1,
E0_I0015_points_skill_decomposition,E0_I0015_points_skill_decomposition/maxt_null_draws.csv,400,2,False,,,,,,,correct|row,
E0_I0015_points_skill_decomposition,E0_I0015_points_skill_decomposition/noop_placebo_draws.csv,200,3,False,,,,,,,identity|defective_relabel|genuine_shuffle,
E0_I0015_points_skill_decomposition,E0_I0015_points_skill_decomposition/points_skill_depth_by_volume.csv,16,7,False,points_skill|p_blockflip,,,,,,depth|volume|n|points_skill|minutes_skill|rate_skill|p_blockflip,
E0_I0015_points_skill_decomposition,E0_I0015_points_skill_decomposition/shrinkage_sweep.csv,10,3,False,points_mae,,,,,,lambda_toward_reference|points_mae|skill_vs_ref,
E0_I0028_degeneracy_sweep,E0_I0028_degeneracy_sweep/anchor_crosscheck.csv,6,7,False,,,,,,,arm|target|n|skill_vs_D081_ref_pct|skill_vs_rebuilt_ref_pct|mae_D081_ref|mae_rebuilt_ref,
E0_I0028_degeneracy_sweep,E0_I0028_degeneracy_sweep/containment.csv,104,9,False,partition,,,,,,arm|target|partition|cell|n_rows|share_inside_fallback|n_outside_fallback|n_distinct_pred|verdict,
E0_I0028_degeneracy_sweep,E0_I0028_degeneracy_sweep/defects_table.csv,8,42,False,partition|point_outside_interval_rows,,,,,,arm|target|season|partition|cell|n_rows|n_scoreable|n_distinct_pred|sd_pred|sd_truth|sd_ratio|top1_share|top1_value|D1_flag|D2_flag|D3_flag|D4_flag|D5_flag|D6_flag|any_flag|top2_share|share_at_cell_min|share_at_cell_max|share_at_zero|share_at_one|dup_cluster_size|n_distinct_pred_vectors|dup_cluster_players|dup_cluster_games|dup_cluster_seasons|n_distinct_pred_sd|sd_null_share|sd_zero_share|corr_sd_absresid|modal_value|modal_share|modal_n_seasons|q_cross_rows|point_outside_interval_rows|cov90|cov50|quantiles_present,
E0_I0028_degeneracy_sweep,E0_I0028_degeneracy_sweep/output_inventory.csv,8,10,False,pred_point_null|pred_sd_null,,,,,pred_sd_null,arm|target|n_rows|contract_rows|pred_point_null|pred_sd_null|q50_null|n_components|components|fallback_share,
E0_I0028_degeneracy_sweep,E0_I0028_degeneracy_sweep/pooled_anchor.csv,8,7,False,pooled_skill_pct,,,,,,arm|target|n_scoreable|pooled_skill_pct|loss_champion|loss_reference|metric,
E0_I0028_degeneracy_sweep,E0_I0028_degeneracy_sweep/positive_control.csv,18,8,False,,,,,,,arm|target|condition|n_rows|n_distinct_pred|mean_pred|sd_pred|sd_truth,
E0_I0028_degeneracy_sweep,E0_I0028_degeneracy_sweep/region_overlap.csv,20,8,False,,,,,,,arm|A|B|nA|nB|n_both|share_of_A_inside_B|share_of_B_inside_A,
E0_I0028_degeneracy_sweep,E0_I0028_degeneracy_sweep/region_table.csv,1612,42,False,partition|point_outside_interval_rows,,,,,,arm|target|season|partition|cell|n_rows|n_scoreable|n_distinct_pred|sd_pred|sd_truth|sd_ratio|top1_share|top1_value|D1_flag|D2_flag|D3_flag|D4_flag|D5_flag|D6_flag|any_flag|top2_share|share_at_cell_min|share_at_cell_max|share_at_zero|share_at_one|dup_cluster_size|n_distinct_pred_vectors|dup_cluster_players|dup_cluster_games|dup_cluster_seasons|n_distinct_pred_sd|sd_null_share|sd_zero_share|corr_sd_absresid|modal_value|modal_share|modal_n_seasons|q_cross_rows|point_outside_interval_rows|cov90|cov50|quantiles_present,
E0_I0028_degeneracy_sweep,E0_I0028_degeneracy_sweep/region_table_ranked.csv,40,22,False,pooled_skill_before_pct|pooled_skill_after_pct|paired_p|paired_n_blocks,,,,,,rank|arm|target|region|definition|known|n_rows|row_share|n_scoreable|loss_champion_in_region|loss_baseline_in_region|loss_reference_in_region|champion_vs_baseline_pct|champion_vs_reference_pct|pooled_skill_before_pct|pooled_skill_after_pct|routing_gain_pct|routing_gain_worst_over_grid_pct|routing_gain_best_over_grid_pct|fragile|paired_p|paired_n_blocks,
E0_I0028_degeneracy_sweep,E0_I0028_degeneracy_sweep/residual_sweep.csv,286,41,False,point_outside_interval_rows|partition,,,,,,n_rows|n_scoreable|n_distinct_pred|sd_pred|sd_truth|sd_ratio|top1_share|top1_value|top2_share|D1_flag|share_at_cell_min|share_at_cell_max|share_at_zero|share_at_one|D2_flag|dup_cluster_size|n_distinct_pred_vectors|dup_cluster_players|dup_cluster_games|dup_cluster_seasons|D3_flag|n_distinct_pred_sd|sd_null_share|sd_zero_share|corr_sd_absresid|D4_flag|modal_value|modal_share|modal_n_seasons|D5_flag|q_cross_rows|point_outside_interval_rows|cov90|cov50|quantiles_present|D6_flag|any_flag|arm|target|partition|cell,
E0_I0028_degeneracy_sweep,E0_I0028_degeneracy_sweep/routing_gains.csv,40,27,False,pooled_n|pooled_skill_before_pct|pooled_skill_after_pct|pooled_loss_before|pooled_loss_after|pooled_loss_reduction_pct|paired_mean_diff|paired_p|paired_n_blocks,,,,,,region|arm|target|definition|known|n_rows|row_share|n_scoreable|loss_champion_in_region|loss_baseline_in_region|loss_reference_in_region|champion_vs_baseline_pct|champion_vs_reference_pct|pooled_n|pooled_skill_before_pct|pooled_skill_after_pct|routing_gain_pct|pooled_loss_before|pooled_loss_after|pooled_loss_reduction_pct|routing_gain_worst_over_grid_pct|routing_gain_best_over_grid_pct|fragile|paired_mean_diff|paired_p|paired_n_blocks|k_picks,
E0_I0028_degeneracy_sweep,E0_I0028_degeneracy_sweep/routing_gains_vs_D081_reference.csv,18,8,False,pooled_n,,,,,,arm|target|region|n_rows|pooled_n|skill_before_pct|skill_after_pct|routing_gain_pct,
E0_I0028_degeneracy_sweep,E0_I0028_degeneracy_sweep/saturation_check.csv,8,9,False,,,,,,,arm|target|n|n_exact_zero|n_negative|min_pred|max_pred|n_q05_negative|n_q05_exact_zero,
E0_I0028_degeneracy_sweep,E0_I0028_degeneracy_sweep/uncertainty_defect.csv,8,10,False,pred_sd_null_share,,,,,pred_sd_null_share,arm|target|n_rows|n_distinct_pred_sd|pred_sd_null_share|distinct_sd_per_season|n_distinct_interval_width|corr_sd_absresid_all|corr_sd_absresid_nonfallback|cov90,
E1_I0004_efficiency_transfer,E1_I0004_efficiency_transfer/arithmetic_ceiling.csv,3,12,False,,,,,,,stratum|n|sd_points_response|sd_points_adjustment_A|one_sd_signal_moves_points_A|ceiling_dR2_A|sd_points_adjustment_B|one_sd_signal_moves_points_B|ceiling_dR2_B|sd_points_adjustment_C|one_sd_signal_moves_points_C|ceiling_dR2_C,
E1_I0004_efficiency_transfer,E1_I0004_efficiency_transfer/ceiling_vs_d079.csv,3,16,False,,,,,,,stratum|n|sd_fg_points_DIAG|sd_total_points|one_sd_move_points_A|ceiling_dR2_vs_fg_points_A|ceiling_dR2_vs_total_points_A|ceiling_dR2_vs_D079_denominator_A|one_sd_move_points_B|ceiling_dR2_vs_fg_points_B|ceiling_dR2_vs_total_points_B|ceiling_dR2_vs_D079_denominator_B|one_sd_move_points_C|ceiling_dR2_vs_fg_points_C|ceiling_dR2_vs_total_points_C|ceiling_dR2_vs_D079_denominator_C,
E1_I0004_efficiency_transfer,E1_I0004_efficiency_transfer/efficiency_contrast.csv,24,20,False,p_two_sided_cluster|p_row_level_NAIVE,,,p_row_level_NAIVE,,null_sd_cluster,target|spec|n|cluster|reference|r2_baseline|r2_candidate|dr2_candidate_minus_baseline|mae_baseline|mae_candidate|mae_reference|skill_baseline|skill_candidate|d_skill|p_two_sided_cluster|n_clusters|null_sd_cluster|p_row_level_NAIVE|inflation_cluster_over_row|stratum,
E1_I0004_efficiency_transfer,E1_I0004_efficiency_transfer/permutation_draws_paired_cluster.csv,120000,5,False,,,,,,,target|stratum|spec|draw_index|value,
E1_I0004_efficiency_transfer,E1_I0004_efficiency_transfer/points_contrast.csv,12,20,False,p_two_sided_cluster|p_row_level_NAIVE,,,p_row_level_NAIVE,,null_sd_cluster,target|spec|n|cluster|reference|r2_baseline|r2_candidate|dr2_candidate_minus_baseline|mae_baseline|mae_candidate|mae_reference|skill_baseline|skill_candidate|d_skill|p_two_sided_cluster|n_clusters|null_sd_cluster|p_row_level_NAIVE|inflation_cluster_over_row|stratum,
E1_I0004_efficiency_transfer_v2,E1_I0004_efficiency_transfer_v2/arithmetic_ceiling.csv,9,10,False,points_moved_by_1sd_of_signal,,,,,,spec|stratum|n|sd_y_points_this_frame|points_moved_by_1sd_of_signal|CEILING_A_perfect_orthogonal_dR2|CEILING_A_vs_D079_5p82_sd|DIAGNOSTIC_corr_resid_vs_move|DIAGNOSTIC_ORACLE_best_scaling_dR2|D079_mix_ceiling_for_comparison,
E1_I0004_efficiency_transfer_v2,E1_I0004_efficiency_transfer_v2/centring_level_table.csv,5,8,False,,,,,,,zone|n|mean_OC_uncentred|sd_OC_uncentred|mean_OCc_centred|sd_OCc_centred|mean_over_sd_uncentred|corr_OC_OCc,
