target,over,added,null,stratum,n,r2_base,dr2_own_sst,dr2_on_full_wf_sst,sst_basis,perm_p,null_p95,n_draws,block,comparison,arm,mae,mae_base,skill_vs_base,p_blockflip,mae_d094_est,null_mean,null_sd,n_draws_rec,within,vsb_max_component,is_kill,z,EXPOSURE
pts,base_plus_RAPM,pm_all,cyclic_shift_within_player_season,wf_eval_2023_24,9517,0.5202934872479927,0.0002509778889857,0.0002509778889857,own stratum SST + full wf_eval SST (D099),0.9405297351324338,0.0008490060486085,2000.0,dr2,,,,,,,,0.000502585668572702,0.0001877160842426725,2000,True,1.0,True,-1.3403634568774228,EXPOSED
pts,base_plus_RAPM,pm_all,cyclic_shift_within_player_season,decision_stratum_wf,3549,0.3283304270083925,0.0012031133644397,0.0004447508566171,own stratum SST + full wf_eval SST (D099),0.351824087956022,0.0021401885690073,2000.0,dr2,,,,,,,,0.000502585668572702,0.0001877160842426725,2000,True,1.0,True,3.7318469469104274,EXPOSED
minutes,base_only,pm_game_level,cyclic_shift_within_player_season,wf_eval_2023_24,9517,0.6745739866277313,0.0004920157557425,0.0004920157557425,own stratum SST + full wf_eval SST (D099),0.4712643678160919,0.0008721362297104,2000.0,dr2,,,,,,,,0.000503330148476016,0.00020542256950749124,2000,True,0.7275131418617075,True,-0.055078625297320875,EXPOSED
minutes,base_only,pm_game_level,cyclic_shift_within_player_season,decision_stratum_wf,3549,0.2725070890159899,0.0020225053067182,0.000264291650648,own stratum SST + full wf_eval SST (D099),0.1444277861069465,0.0027059676602467,2000.0,dr2,,,,,,,,0.000503330148476016,0.00020542256950749124,2000,True,0.7275131418617075,True,7.395366350856513,EXPOSED
minutes,base_only,pm_prev_season,player_season_relabel,wf_eval_2023_24,9517,0.6745739866277313,3.104487768249028e-05,3.104487768249028e-05,own stratum SST + full wf_eval SST (D099),0.3898050974512743,0.0001585181522851,2000.0,dr2,,,,,,,,4.0948914262108066e-05,5.690786013195819e-05,2000,False,1.0,True,-0.17403635555180363,NOT_EXPOSED
minutes,base_only,pm_prev_season,player_season_relabel,decision_stratum_wf,3549,0.2725070890159899,2.8001661241165413e-07,3.659127739112351e-08,own stratum SST + full wf_eval SST (D099),0.9785107446276862,0.0008337631698158,2000.0,dr2,,,,,,,,4.0948914262108066e-05,5.690786013195819e-05,2000,False,1.0,True,-0.7146446476004054,NOT_EXPOSED
minutes,base_only,pm_all,cyclic_shift_within_player_season,wf_eval_2023_24,9517,0.6745739866277313,0.0005197358795873,0.0005197358795873,own stratum SST + full wf_eval SST (D099),0.4822588705647176,0.0009225714578818,2000.0,dr2,,,,,,,,0.0005333721014442582,0.00020960292422090017,2000,True,1.0,True,-0.0650574027420867,EXPOSED
minutes,base_only,pm_all,cyclic_shift_within_player_season,decision_stratum_wf,3549,0.2725070890159899,0.002060926068917,0.0002693122983699,own stratum SST + full wf_eval SST (D099),0.1334332833583208,0.0027113155899346,2000.0,dr2,,,,,,,,0.0005333721014442582,0.00020960292422090017,2000,True,1.0,True,7.287846642172106,EXPOSED
minutes,base_plus_RAPM,pm_game_level,cyclic_shift_within_player_season,wf_eval_2023_24,9517,0.6759710465258502,0.0004008886407112,0.0004008886407112,own stratum SST + full wf_eval SST (D099),0.5217391304347826,0.0008204900292603,2000.0,dr2,,,,,,,,0.00043576689576752133,0.000204370655607002,2000,True,0.7275131418617075,True,-0.17066175646757759,EXPOSED
minutes,base_plus_RAPM,pm_game_level,cyclic_shift_within_player_season,decision_stratum_wf,3549,0.2765485071057203,0.0016395454473815,0.0002142482252884,own stratum SST + full wf_eval SST (D099),0.2668665667166416,0.0027593401373425,2000.0,dr2,,,,,,,,0.00043576689576752133,0.000204370655607002,2000,True,0.7275131418617075,True,5.8901731661946855,EXPOSED
minutes,base_plus_RAPM,pm_prev_season,player_season_relabel,wf_eval_2023_24,9517,0.6759710465258502,5.761347598682301e-07,5.761347598682301e-07,own stratum SST + full wf_eval SST (D099),0.9150424787606196,0.0001750220261667,2000.0,dr2,,,,,,,,4.739301242612499e-05,6.72713559200531e-05,2000,False,1.0,True,-0.6959407466365782,NOT_EXPOSED
minutes,base_plus_RAPM,pm_prev_season,player_season_relabel,decision_stratum_wf,3549,0.2765485071057203,1.0414515030999757e-10,1.3609207150649648e-11,own stratum SST + full wf_eval SST (D099),0.9985007496251874,0.0008319336079802,2000.0,dr2,,,,,,,,4.739301242612499e-05,6.72713559200531e-05,2000,False,1.0,True,-0.7045035384346578,NOT_EXPOSED
minutes,base_plus_RAPM,pm_all,cyclic_shift_within_player_season,wf_eval_2023_24,9517,0.6759710465258502,0.0004018618403945,0.0004018618403945,own stratum SST + full wf_eval SST (D099),0.5177411294352824,0.0007864022109157,2000.0,dr2,,,,,,,,0.00043113012404664844,0.00019902687199842853,2000,True,1.0,True,-0.1470569444129108,EXPOSED
minutes,base_plus_RAPM,pm_all,cyclic_shift_within_player_season,decision_stratum_wf,3549,0.2765485071057203,0.0016399868359844,0.0002143059039121,own stratum SST + full wf_eval SST (D099),0.2368815592203898,0.0026687395127827,2000.0,dr2,,,,,,,,0.00043113012404664844,0.00019902687199842853,2000,True,1.0,True,6.073836662354299,EXPOSED
fga,base_only,pm_game_level,cyclic_shift_within_player_season,wf_eval_2023_24,9517,0.6425060843377506,0.0004978129798142,0.0004978129798142,own stratum SST + full wf_eval SST (D099),0.1679160419790105,0.0006521873970875,2000.0,dr2,,,,,,,,0.00034390635100316577,0.00016588214980971908,2000,True,0.7275131418617075,True,0.9278070545117614,EXPOSED
fga,base_only,pm_game_level,cyclic_shift_within_player_season,decision_stratum_wf,3549,0.474538913071467,0.0011327611905157,0.0003585371518007,own stratum SST + full wf_eval SST (D099),0.0804597701149425,0.0012999282443653,2000.0,dr2,,,,,,,,0.00034390635100316577,0.00016588214980971908,2000,True,0.7275131418617075,True,4.75551372114129,EXPOSED
fga,base_only,pm_prev_season,player_season_relabel,wf_eval_2023_24,9517,0.6425060843377506,3.3388308262262415e-07,3.3388308262262415e-07,own stratum SST + full wf_eval SST (D099),0.9440279860069966,0.0001935025891554,2000.0,dr2,,,,,,,,5.2436820554863556e-05,7.680644916572397e-05,2000,False,1.0,True,-0.6783667001688792,NOT_EXPOSED
fga,base_only,pm_prev_season,player_season_relabel,decision_stratum_wf,3549,0.474538913071467,1.514869863182912e-06,4.794806978222481e-07,own stratum SST + full wf_eval SST (D099),0.938030984507746,0.0007310333594488,2000.0,dr2,,,,,,,,5.2436820554863556e-05,7.680644916572397e-05,2000,False,1.0,True,-0.6629905593188824,NOT_EXPOSED
fga,base_only,pm_all,cyclic_shift_within_player_season,wf_eval_2023_24,9517,0.6425060843377506,0.0004994569718704,0.0004994569718704,own stratum SST + full wf_eval SST (D099),0.1659170414792603,0.0006404554829033,2000.0,dr2,,,,,,,,0.0003506732419546924,0.00016165650295123254,2000,True,1.0,True,0.9203695935485608,EXPOSED
fga,base_only,pm_all,cyclic_shift_within_player_season,decision_stratum_wf,3549,0.474538913071467,0.0011341260904681,0.0003589691646076,own stratum SST + full wf_eval SST (D099),0.0819590204897551,0.0012896760704289,2000.0,dr2,,,,,,,,0.0003506732419546924,0.00016165650295123254,2000,True,1.0,True,4.846404779334825,EXPOSED
fga,base_plus_RAPM,pm_game_level,cyclic_shift_within_player_season,wf_eval_2023_24,9517,0.643965344954804,0.0003798637054933,0.0003798637054933,own stratum SST + full wf_eval SST (D099),0.2653673163418291,0.0005595321411446,2000.0,dr2,,,,,,,,0.0003068045805082257,0.00014211150355626238,2000,True,0.7275131418617075,True,0.5140971923933658,EXPOSED
fga,base_plus_RAPM,pm_game_level,cyclic_shift_within_player_season,decision_stratum_wf,3549,0.4771790854074839,0.000925782167265,0.0002930249590278,own stratum SST + full wf_eval SST (D099),0.1794102948525737,0.0013988223876851,2000.0,dr2,,,,,,,,0.0003068045805082257,0.00014211150355626238,2000,True,0.7275131418617075,True,4.355576932670473,EXPOSED
fga,base_plus_RAPM,pm_prev_season,player_season_relabel,wf_eval_2023_24,9517,0.643965344954804,1.5383452057544592e-07,1.5383452057544592e-07,own stratum SST + full wf_eval SST (D099),0.9610194902548724,0.0002162560128992,2000.0,dr2,,,,,,,,5.7218280216813756e-05,8.111066863399633e-05,2000,False,1.0,True,-0.7035380999475648,NOT_EXPOSED
fga,base_plus_RAPM,pm_prev_season,player_season_relabel,decision_stratum_wf,3549,0.4771790854074839,2.4860815734453e-07,7.868848385259973e-08,own stratum SST + full wf_eval SST (D099),0.9675162418790604,0.0007509817726539,2000.0,dr2,,,,,,,,5.7218280216813756e-05,8.111066863399633e-05,2000,False,1.0,True,-0.7023696514762947,NOT_EXPOSED
fga,base_plus_RAPM,pm_all,cyclic_shift_within_player_season,wf_eval_2023_24,9517,0.643965344954804,0.0003798765845928,0.0003798765845928,own stratum SST + full wf_eval SST (D099),0.2538730634682659,0.000561495243193,2000.0,dr2,,,,,,,,0.0003041757203243278,0.00013940453887165775,2000,True,1.0,True,0.5430301257132375,EXPOSED
fga,base_plus_RAPM,pm_all,cyclic_shift_within_player_season,decision_stratum_wf,3549,0.4771790854074839,0.0009260227217354,0.0002931010983901,own stratum SST + full wf_eval SST (D099),0.1554222888555722,0.0013280020602019,2000.0,dr2,,,,,,,,0.0003041757203243278,0.00013940453887165775,2000,True,1.0,True,4.460737121217934,EXPOSED
ppm,base_only,pm_game_level,cyclic_shift_within_player_season,wf_eval_2023_24,9517,0.1946265347139758,0.0004599660505751,0.0004599660505751,own stratum SST + full wf_eval SST (D099),0.8875562218890555,0.0022451853401601,2000.0,dr2,,,,,,,,0.0010956476291689259,0.0006050284350293659,2000,True,0.7275131418617075,True,-1.0506639717899742,EXPOSED
ppm,base_only,pm_game_level,cyclic_shift_within_player_season,decision_stratum_wf,3549,0.2577469129390795,0.0015144886026695,0.0004024548068646,own stratum SST + full wf_eval SST (D099),0.448775612193903,0.0032263925572822,2000.0,dr2,,,,,,,,0.0010956476291689259,0.0006050284350293659,2000,True,0.7275131418617075,True,0.6922665931895335,EXPOSED
ppm,base_only,pm_prev_season,player_season_relabel,wf_eval_2023_24,9517,0.1946265347139758,5.480419636670589e-05,5.480419636670589e-05,own stratum SST + full wf_eval SST (D099),0.4887556221889055,0.0004785511753974,2000.0,dr2,,,,,,,,0.00011966891100726963,0.0001709776835549592,2000,False,1.0,True,-0.3793753271883204,NOT_EXPOSED
ppm,base_only,pm_prev_season,player_season_relabel,decision_stratum_wf,3549,0.2577469129390795,6.33654681919144e-05,1.68385138178739e-05,own stratum SST + full wf_eval SST (D099),0.6421789105447276,0.0012328165613032,2000.0,dr2,,,,,,,,0.00011966891100726963,0.0001709776835549592,2000,False,1.0,True,-0.3293028753501448,NOT_EXPOSED
ppm,base_only,pm_all,cyclic_shift_within_player_season,wf_eval_2023_24,9517,0.1946265347139758,0.000469613926833,0.000469613926833,own stratum SST + full wf_eval SST (D099),0.8875562218890555,0.0021912774956911,2000.0,dr2,,,,,,,,0.001103271879407129,0.0005852037580909597,2000,True,1.0,True,-1.0827988436732459,EXPOSED
ppm,base_only,pm_all,cyclic_shift_within_player_season,decision_stratum_wf,3549,0.2577469129390795,0.0015628032052869,0.0004152937572739,own stratum SST + full wf_eval SST (D099),0.4717641179410294,0.0031632890715856,2000.0,dr2,,,,,,,,0.001103271879407129,0.0005852037580909597,2000,True,1.0,True,0.7852501278851066,EXPOSED
ppm,base_plus_RAPM,pm_game_level,cyclic_shift_within_player_season,wf_eval_2023_24,9517,0.1977294405293467,0.000509466986245,0.000509466986245,own stratum SST + full wf_eval SST (D099),0.8355822088955522,0.0022281694657447,2000.0,dr2,,,,,,,,0.0010900270493408046,0.0006056133937335677,2000,True,0.7275131418617075,True,-0.9586314786017016,EXPOSED
ppm,base_plus_RAPM,pm_game_level,cyclic_shift_within_player_season,decision_stratum_wf,3549,0.2620061919011224,0.001849471158054,0.0004914718779688,own stratum SST + full wf_eval SST (D099),0.3228385807096451,0.0032115706361728,2000.0,dr2,,,,,,,,0.0010900270493408046,0.0006056133937335677,2000,True,0.7275131418617075,True,1.2540081123887816,EXPOSED
ppm,base_plus_RAPM,pm_prev_season,player_season_relabel,wf_eval_2023_24,9517,0.1977294405293467,3.72698932710718e-05,3.72698932710718e-05,own stratum SST + full wf_eval SST (D099),0.5677161419290355,0.0004553556374263,2000.0,dr2,,,,,,,,0.00011722515634199583,0.00016634186960336577,2000,False,1.0,True,-0.480668296331967,NOT_EXPOSED
ppm,base_plus_RAPM,pm_prev_season,player_season_relabel,decision_stratum_wf,3549,0.2620061919011224,8.775828836499027e-06,2.3320574966656862e-06,own stratum SST + full wf_eval SST (D099),0.856071964017991,0.001058438389584,2000.0,dr2,,,,,,,,0.00011722515634199583,0.00016634186960336577,2000,False,1.0,True,-0.6519665058718472,NOT_EXPOSED
ppm,base_plus_RAPM,pm_all,cyclic_shift_within_player_season,wf_eval_2023_24,9517,0.1977294405293467,0.0005365241400378,0.0005365241400378,own stratum SST + full wf_eval SST (D099),0.8380809595202399,0.0024188996486094,2000.0,dr2,,,,,,,,0.0011454099846742657,0.0006567081862599298,2000,True,1.0,True,-0.9271787033814505,EXPOSED
ppm,base_plus_RAPM,pm_all,cyclic_shift_within_player_season,decision_stratum_wf,3549,0.2620061919011224,0.0018496019907835,0.0004915066449923,own stratum SST + full wf_eval SST (D099),0.3158420789605197,0.003132245721596,2000.0,dr2,,,,,,,,0.0011454099846742657,0.0006567081862599298,2000,True,1.0,True,1.0723058138192751,EXPOSED
