rule,candidate,target,direction,coverage,n_kept,mae_model,rmse_model,mae_reference_prior_mean,skill_vs_reference,mae_reduction_vs_full,mae_pct_reduction_vs_full,skill_gain_vs_full
games_prior_minutes,pl_games_prior,minutes,-1,0.6,8327,4.697788758463032,6.093146031438605,5.249779396758295,0.10514549213936752,0.381882071054906,7.517850740165908,0.06959603172704998
games_prior_minutes,pl_games_prior,minutes,-1,0.5,6940,4.706362107311915,6.094203506010528,5.272048785200665,0.10729921154688604,0.37330872220602274,7.349073094199882,0.0717497511345685
games_prior_minutes,pl_games_prior,minutes,-1,0.4,5552,4.685019368018192,6.062658648437429,5.252773515019705,0.10808654616043967,0.3946514614997456,7.769232982704867,0.07253708574812212
games_prior_minutes,pl_games_prior,minutes,-1,0.25,3470,4.681994543422947,6.072753714862024,5.2381459811324405,0.10617333684718322,0.39767628609499095,7.828780632479104,0.07062387643486567
games_prior_minutes,pl_games_prior,minutes,-1,0.1,1388,4.673940487932185,6.085855571118504,5.392481231544422,0.1332486313367185,0.4057303415857527,7.987335305824464,0.09769917092440095
min_cv5_minutes,pl_min_cv5,minutes,1,1.0,13879,5.079670829517937,6.640095042190313,5.266906514137652,0.03554946041231777,8.881784197001252e-16,1.748496013834057e-14,2.220446049250313e-16
min_cv5_minutes,pl_min_cv5,minutes,1,0.9,12491,5.080549076700448,6.637600114906103,5.23339843292667,0.02920652004337143,-0.0008782471825101723,-0.01728945067476977,-0.006342940368946115
min_cv5_minutes,pl_min_cv5,minutes,1,0.8,11103,5.042740341485381,6.6134616349050095,5.136124184920546,0.018181772884179215,0.036930488032557385,0.7270252201767589,-0.01736768752813833
min_cv5_minutes,pl_min_cv5,minutes,1,0.75,10409,5.016016622955847,6.602199795035135,5.0723390009662666,0.01110382764237361,0.06365420656209064,1.2531167608774256,-0.024445632769943937
min_cv5_minutes,pl_min_cv5,minutes,1,0.6,8327,4.976709033972169,6.621761576961208,4.931238880833414,-0.009220837651058966,0.10296179554576934,2.026938339143138,-0.04477029806337651
min_cv5_minutes,pl_min_cv5,minutes,1,0.5,6940,4.553792322037408,6.019188014787369,4.700597880580939,0.031231252337072357,0.5258785074805301,10.352609945208519,-0.004318208075245189
min_cv5_minutes,pl_min_cv5,minutes,1,0.4,5552,4.165689344389216,5.502121330167281,4.444461598986139,0.06272351518584751,0.9139814851287218,17.992927412098844,0.027174054773529965
min_cv5_minutes,pl_min_cv5,minutes,1,0.25,3470,3.999335687527755,5.364278637874757,4.232880019099621,0.055173860472790714,1.080335141990183,21.267817900962434,0.01962440006047317
min_cv5_minutes,pl_min_cv5,minutes,1,0.1,1388,3.685668782403556,5.09383237589719,3.98998281424116,0.07626950942030075,1.3940020471143821,27.442763397459622,0.040720049007983206
min_sd5_minutes,pl_min_sd5,minutes,1,1.0,13879,5.079670829517937,6.640095042190313,5.266906514137651,0.035549460412317546,8.881784197001252e-16,1.748496013834057e-14,0.0
min_sd5_minutes,pl_min_sd5,minutes,1,0.9,12491,4.9642899393924775,6.533978025824992,5.0862171075883245,0.02397207307842586,0.11538089012546049,2.271424546940774,-0.011577387333891687
min_sd5_minutes,pl_min_sd5,minutes,1,0.8,11103,4.9398199829122476,6.534297526107382,5.020062141275758,0.01598429583246508,0.13985084660569047,2.75314781802431,-0.019565164579852468
min_sd5_minutes,pl_min_sd5,minutes,1,0.75,10409,4.957898397861432,6.575077848727949,5.025123687431915,0.013377837791061054,0.12177243165650609,2.397250446798387,-0.022171622621256493
min_sd5_minutes,pl_min_sd5,minutes,1,0.6,8327,4.961783150059035,6.64580594062771,4.972404169002218,0.0021359926872785984,0.117887679458903,2.320773991374763,-0.03341346772503895
min_sd5_minutes,pl_min_sd5,minutes,1,0.5,6940,4.56490351780315,6.071604645660257,4.749354803492206,0.038837124898192354,0.5147673117147882,10.133871445438517,0.0032876644858748083
min_sd5_minutes,pl_min_sd5,minutes,1,0.4,5552,4.209795697708463,5.5848250198595,4.50694522745598,0.06593147126290866,0.8698751318094748,17.124635847556018,0.030382010850591112
min_sd5_minutes,pl_min_sd5,minutes,1,0.25,3470,4.07277348971364,5.491609080622693,4.368182310888652,0.06762740200623962,1.006897339804298,19.822098194891357,0.03207794159392208
min_sd5_minutes,pl_min_sd5,minutes,1,0.1,1388,3.778818697381052,5.280624520515643,4.056796723724303,0.06852155660588688,1.3008521321368862,25.60898482983665,0.032972096193569334
dnp_frac5_minutes,pl_dnp_frac5,minutes,1,1.0,13879,5.079670829517937,6.640095042190313,5.266906514137652,0.03554946041231777,8.881784197001252e-16,1.748496013834057e-14,2.220446049250313e-16
dnp_frac5_minutes,pl_dnp_frac5,minutes,1,0.9,12491,5.0250874118153,6.534500451840736,5.28294865676428,0.048810098621498876,0.05458341770263786,1.0745463541742495,0.01326063820918133
dnp_frac5_minutes,pl_dnp_frac5,minutes,1,0.8,11103,5.0519078921237695,6.564242825751052,5.293425641631422,0.0456259832211825,0.027762937394168574,0.5465499306143679,0.010076522808864952
dnp_frac5_minutes,pl_dnp_frac5,minutes,1,0.75,10409,5.003365255359895,6.503997480011816,5.205956818078361,0.03891533675710501,0.0763055741580434,1.5021755684370757,0.0033658763447874662
dnp_frac5_minutes,pl_dnp_frac5,minutes,1,0.6,8327,5.017131836939027,6.49253010946981,5.220305866195155,0.038919947310331104,0.0625389925789106,1.231162307122282,0.0033704868980135583
dnp_frac5_minutes,pl_dnp_frac5,minutes,1,0.5,6940,4.931212893279806,6.368802630766003,5.169737676810668,0.04613866281857726,0.14845793623813197,2.9225896956835027,0.010589202406259712
dnp_frac5_minutes,pl_dnp_frac5,minutes,1,0.4,5552,4.909519391221037,6.325742500178858,5.141631087994701,0.045143592140561295,0.17015143829690071,3.349654810468263,0.009594131728243749
dnp_frac5_minutes,pl_dnp_frac5,minutes,1,0.25,3470,5.018987706739343,6.440424682510589,5.259236026472679,0.045681220337712936,0.06068312277859533,1.1946270696511683,0.01013175992539539
dnp_frac5_minutes,pl_dnp_frac5,minutes,1,0.1,1388,4.612911917927294,5.885108402167713,4.821098701092504,0.043182435389267915,0.4667589115906443,9.188762958385237,0.0076329749769503685
pred_width_minutes,minutes__pred_width,minutes,1,1.0,13879,5.079670829517937,6.640095042190313,5.266906514137652,0.03554946041231777,8.881784197001252e-16,1.748496013834057e-14,2.220446049250313e-16
pred_width_minutes,minutes__pred_width,minutes,1,0.9,12491,5.102566138178163,6.682935168815684,5.262075405709883,0.030312995393155462,-0.0228953086602246,-0.45072425809916844,-0.005236465019162084
pred_width_minutes,minutes__pred_width,minutes,1,0.8,11103,5.061287957234672,6.635862964218633,5.236930357559292,0.03353918962681779,0.01838287228326596,0.3618910142059441,-0.002010270785499757
pred_width_minutes,minutes__pred_width,minutes,1,0.75,10409,5.053072037816947,6.636496780271248,5.241978012607843,0.03603715512284589,0.026598791700990887,0.5236321918031669,0.00048769471052834135
pred_width_minutes,minutes__pred_width,minutes,1,0.6,8327,4.844724168919518,6.381575324108205,5.094955129191396,0.049113476748438356,0.2349466605984203,4.625233966601666,0.01356401633612081
pred_width_minutes,minutes__pred_width,minutes,1,0.5,6940,4.809454821718375,6.338889886003405,5.028122648465266,0.043488960400286825,0.27021600779956323,5.319557445126947,0.007939499987969278
pred_width_minutes,minutes__pred_width,minutes,1,0.4,5552,4.873743448992578,6.39318123097353,5.102600387440459,0.04485104085579372,0.20592738052535964,4.053951278274112,0.009301580443476176
pred_width_minutes,minutes__pred_width,minutes,1,0.25,3470,4.515599314232853,5.986514405798935,4.737269793202903,0.046792876202260136,0.564071515285085,11.104489527299068,0.01124341578994259
pred_width_minutes,minutes__pred_width,minutes,1,0.1,1388,4.295818335207447,5.894572565426763,4.68331412281198,0.08273965346827317,0.7838524943104908,15.43116710940261,0.04719019305595562
pred_width_fga,fga__pred_width,fga,1,1.0,13879,2.637569765657427,3.434429603356535,2.6406107283524665,0.001151613398517437,-4.440892098500626e-16,-1.6837060222343403e-14,-3.3306690738754696e-16
pred_width_fga,fga__pred_width,fga,1,0.9,12491,2.5824008938082574,3.3716425876326945,2.60721710959382,0.009518277436215805,0.055168871849168966,2.091655453724761,0.008366664037698035
pred_width_fga,fga__pred_width,fga,1,0.8,11103,2.5347500077513936,3.316054161767437,2.56338602853967,0.011171169878221643,0.10281975790603282,3.8982763316747575,0.010019556479703873
pred_width_fga,fga__pred_width,fga,1,0.75,10409,2.517153808368676,3.298589919657844,2.5398045301950725,0.008918293339943317,0.12041595728875043,4.565413163914403,0.007766679941425547
pred_width_fga,fga__pred_width,fga,1,0.6,8327,2.384838042828194,3.144063264315895,2.4277334070392853,0.017668893992526025,0.2527317228292323,9.581991957897566,0.016517280594008255
pred_width_fga,fga__pred_width,fga,1,0.5,6940,2.2856095637593867,3.043743032965827,2.32993469552185,0.019024194904542435,0.35196020189803967,13.344109660368053,0.017872581506024665
pred_width_fga,fga__pred_width,fga,1,0.4,5552,2.0795857347352147,2.7878670128128045,2.1618259370227806,0.03804200924743517,0.5579840309222117,21.15523305534751,0.0368903958489174
pred_width_fga,fga__pred_width,fga,1,0.25,3470,1.729448522042581,2.320044813932204,1.8328698230658638,0.05642588454552033,0.9081212436148454,34.43022646980077,0.05527427114700256
pred_width_fga,fga__pred_width,fga,1,0.1,1388,1.4175754458235974,2.067079307827964,1.5019783496535584,0.05619448765651591,1.219994319833829,46.254485311395726,0.05504287425799814
games_prior_pts,pl_games_prior,pts,-1,1.0,13879,4.190919667572693,5.52122155908056,4.181628792249526,-0.0022218316796525084,0.0,0.0,0.0
games_prior_pts,pl_games_prior,pts,-1,0.9,12491,4.046831308419488,5.353769813082615,4.106585790333367,0.014550890926115945,0.14408835915320495,3.438108352877553,0.016772722605768453
games_prior_pts,pl_games_prior,pts,-1,0.8,11103,4.084660011259357,5.390271744340304,4.14520067612844,0.01460500216979288,0.10625965631333578,2.5354734698334007,0.01682683384944539
games_prior_pts,pl_games_prior,pts,-1,0.75,10409,4.0967382502766,5.399639712789198,4.1549821823062265,0.014017853621046905,0.09418141729609353,2.247273266171712,0.016239685300699414
games_prior_pts,pl_games_prior,pts,-1,0.6,8327,4.112413223606761,5.406651000489134,4.187546213196624,0.017942008461444447,0.07850644396593243,1.8732509852998918,0.020163840141096956
games_prior_pts,pl_games_prior,pts,-1,0.5,6940,4.1439021586041855,5.430779472615532,4.221870347528057,0.01846768908228613,0.04701750896850765,1.1218900073963805,0.02068952076193864
games_prior_pts,pl_games_prior,pts,-1,0.4,5552,4.213935537671519,5.517021158908941,4.295435924354949,0.018973717247491972,-0.023015870098825886,-0.5491842345944148,0.02119554892714448
games_prior_pts,pl_games_prior,pts,-1,0.25,3470,4.236112032994452,5.534530459080235,4.317826916909668,0.01892500220312232,-0.04519236542175875,-1.078340054366477,0.02114683388277483
games_prior_pts,pl_games_prior,pts,-1,0.1,1388,4.430829368950443,5.775621056971825,4.55713856771461,0.02771677816843532,-0.23990970137774958,-5.724512050041299,0.029938609848087827
min_cv5_pts,pl_min_cv5,pts,1,1.0,13879,4.190919667572693,5.52122155908056,4.181628792249526,-0.0022218316796525084,0.0,0.0,0.0
min_cv5_pts,pl_min_cv5,pts,1,0.9,12491,4.367257176585385,5.679972922205867,4.345307586013159,-0.00505133184193407,-0.17633750901269174,-4.207608902101035,-0.002829500162281562
min_cv5_pts,pl_min_cv5,pts,1,0.8,11103,4.528931035183317,5.840317031304801,4.486218252846178,-0.009520888180159393,-0.33801136761062356,-8.065326811821086,-0.007299056500506884
min_cv5_pts,pl_min_cv5,pts,1,0.75,10409,4.615680852030622,5.92919905957793,4.56390815466445,-0.011343939363297473,-0.4247611844579291,-10.135273833677257,-0.009122107683644964
min_cv5_pts,pl_min_cv5,pts,1,0.6,8327,4.8375247231049565,6.1664429666553255,4.751350380695604,-0.01813681069690687,-0.6466050555322633,-15.428715098869112,-0.01591497901725436
min_cv5_pts,pl_min_cv5,pts,1,0.5,6940,4.831289391229442,6.173421201912631,4.821764367532614,-0.0019754228889665715,-0.6403697236567485,-15.279933151943217,0.0002464087906859369
min_cv5_pts,pl_min_cv5,pts,1,0.4,5552,4.833061938667616,6.190389889066862,4.8564488395952035,0.00481563827809961,-0.6421422710949232,-15.322228103380484,0.007037469957752118
min_cv5_pts,pl_min_cv5,pts,1,0.25,3470,5.050715069587182,6.4345957981957564,5.050843850452124,2.5496900865618066e-05,-0.8597954020144885,-20.5156736519473,0.0022473285805181265
min_cv5_pts,pl_min_cv5,pts,1,0.1,1388,5.161951610766157,6.555465159198736,5.187353041465374,0.004896800062800688,-0.9710319431934638,-23.169901124730178,0.007118631742453196
newfaces_minutes,tm_newfaces_prior,minutes,1,1.0,13879,5.079670829517937,6.640095042190313,5.266906514137652,0.03554946041231777,8.881784197001252e-16,1.748496013834057e-14,2.220446049250313e-16
newfaces_minutes,tm_newfaces_prior,minutes,1,0.9,12491,4.875019544479321,6.359009043181932,5.126717770619859,0.04909539346655034,0.20465128503861685,4.028829660563622,0.013545933054232795
newfaces_minutes,tm_newfaces_prior,minutes,1,0.8,11103,4.812304326969876,6.261270973883382,5.036825509533442,0.04457593024388162,0.2673665025480618,5.263461187177653,0.009026469831564077
newfaces_minutes,tm_newfaces_prior,minutes,1,0.75,10409,4.752617107031125,6.178475993150933,4.969838178448865,0.043707876115502864,0.32705372248681286,6.438482599823311,0.008158415703185318
newfaces_minutes,tm_newfaces_prior,minutes,1,0.6,8327,4.806107610527989,6.219912607506936,5.016736095665307,0.04198516348494208,0.27356321898994906,5.385451698961964,0.006435703072624532
newfaces_minutes,tm_newfaces_prior,minutes,1,0.5,6940,4.7303276994635475,6.116631607460667,4.945631556111711,0.043534148107352566,0.34934313005439055,6.877278898159298,0.00798468769503502
newfaces_minutes,tm_newfaces_prior,minutes,1,0.4,5552,4.65196033936396,6.007698084179422,4.868398065540953,0.04445768880506362,0.4277104901539781,8.42004343408543,0.008908228392746076
newfaces_minutes,tm_newfaces_prior,minutes,1,0.25,3470,4.688884411214153,5.99823548092374,4.911321121938401,0.04529060617328484,0.3907864183037848,7.693144524895731,0.009741145760967296
newfaces_minutes,tm_newfaces_prior,minutes,1,0.1,1388,4.394107605734122,5.619823448497073,4.661952183784715,0.05745330871951326,0.6855632237838156,13.496213569588244,0.021903848307195717
newfaces_fga,tm_newfaces_prior,fga,1,1.0,13879,2.637569765657427,3.434429603356535,2.640610728352467,0.001151613398517659,-4.440892098500626e-16,-1.6837060222343403e-14,-1.1102230246251565e-16
newfaces_fga,tm_newfaces_prior,fga,1,0.9,12491,2.556024008618794,3.3153144030391615,2.5772538176096895,0.008237376096152382,0.08154575703863243,3.0917004774774846,0.007085762697634612
newfaces_fga,tm_newfaces_prior,fga,1,0.8,11103,2.5700356241143947,3.328676085773638,2.587173886513816,0.006624317943512814,0.06753414154303172,2.560468444185344,0.005472704544995044
newfaces_fga,tm_newfaces_prior,fga,1,0.75,10409,2.5750559207766117,3.334056278343165,2.590832795592493,0.006089499423784006,0.06251384488081468,2.370130477486453,0.004937886025266236
newfaces_fga,tm_newfaces_prior,fga,1,0.6,8327,2.551058552475275,3.310647144781904,2.5621705446585366,0.0043369447855167165,0.08651121318215127,3.2799592378019224,0.0031853313869989464
newfaces_fga,tm_newfaces_prior,fga,1,0.5,6940,2.5714011357746913,3.327049999022748,2.5847568026942094,0.005167088410637621,0.06616862988273509,2.5086968596731034,0.004015475012119851
newfaces_fga,tm_newfaces_prior,fga,1,0.4,5552,2.5576950397144143,3.314716104851346,2.5687014844456546,0.0042848282674682325,0.07987472594301215,3.0283455240890285,0.0031332148689504624
newfaces_fga,tm_newfaces_prior,fga,1,0.25,3470,2.531627469092876,3.2789950357271893,2.555864257747006,0.009482815286714352,0.10594229656455045,4.016663291488096,0.008331201888196582
newfaces_fga,tm_newfaces_prior,fga,1,0.1,1388,2.5456942229669384,3.230440091955434,2.6022358275938835,0.021728086296938565,0.09187554269048803,3.483340758859041,0.020576472898420795
newfaces_pts,tm_newfaces_prior,pts,1,1.0,13879,4.190919667572693,5.52122155908056,4.181628792249526,-0.0022218316796525084,0.0,0.0,0.0
newfaces_pts,tm_newfaces_prior,pts,1,0.9,12491,4.121365474216109,5.4258106435239775,4.1378237886005556,0.003977529064864482,0.06955419335658419,1.659640338486105,0.006199360744516991
newfaces_pts,tm_newfaces_prior,pts,1,0.8,11103,4.162200843668335,5.475722049999853,4.176654326448634,0.003460540818226998,0.028718823904358537,0.6852630492197426,0.0056823724978795065
newfaces_pts,tm_newfaces_prior,pts,1,0.75,10409,4.175289623180414,5.496563482895535,4.1940637700068,0.004476361795127337,0.015630044392278997,0.3729502264912571,0.0066981934747798455
newfaces_pts,tm_newfaces_prior,pts,1,0.6,8327,4.113023625143839,5.42925962289534,4.1248171745417945,0.0028591690004455828,0.07789604242885417,1.8586861263788,0.005081000680098091
newfaces_pts,tm_newfaces_prior,pts,1,0.5,6940,4.192267810426554,5.514000609594503,4.194981106121753,0.0006467956890769955,-0.0013481428538604234,-0.0321681864792518,0.002868627368729504
newfaces_pts,tm_newfaces_prior,pts,1,0.4,5552,4.141130595228892,5.454798970207377,4.147181377849071,0.0014590108483070185,0.04978907234380081,1.188022589147784,0.003680842527959527
newfaces_pts,tm_newfaces_prior,pts,1,0.25,3470,4.0621647715914015,5.336986302276615,4.1028564468962,0.009917889117368905,0.12875489598129164,3.0722348838498306,0.012139720797021414
newfaces_pts,tm_newfaces_prior,pts,1,0.1,1388,4.158803601512027,5.3919832242885795,4.255236649553136,0.02266220564988697,0.032116066060666526,0.7663250219078426,0.024884037329539477
