region,arm,target,definition,known,n_rows,row_share,n_scoreable,loss_champion_in_region,loss_baseline_in_region,loss_reference_in_region,champion_vs_baseline_pct,champion_vs_reference_pct,pooled_n,pooled_skill_before_pct,pooled_skill_after_pct,routing_gain_pct,pooled_loss_before,pooled_loss_after,pooled_loss_reduction_pct,routing_gain_worst_over_grid_pct,routing_gain_best_over_grid_pct,fragile,paired_mean_diff,paired_p,paired_n_blocks,k_picks
R4_tip_time_quality_null,cbs_v15_player_oof_v5,player_scoring_distribution,tip_time_quality is null at cutoff,candidate,1071,0.04954,329,6.019670188666441,5.418785504307042,5.444632956998336,11.088918058885966,10.561542645936717,14262,-2.326434066434113,-1.9917039961779404,0.33473007025617285,4.237402433336078,4.223541049157544,0.32711984279530926,0.017835793022991098,0.574366834567086,False,0.6008846843593982,0.00024993751562109475,329,"[{""season"": 2022, ""k"": 5.0, ""form"": ""B1"", ""how"": ""UNTUNED_PREREG_DEFAULT(no earlier exploration season)"", ""n_tune_rows"": 0, ""n_routed"": 249}, {""season"": 2023, ""k"": 0.5, ""form"": ""B1"", ""how"": ""walk_forward(seasons<2023)"", ""n_tune_rows"": 101, ""n_routed"": 360}, {""season"": 2024, ""k"": 0.5, ""form"": ""B2"", ""how"": ""walk_forward(seasons<2024)"", ""n_tune_rows"": 214, ""n_routed"": 462}]"
R2_is_cold_start,cbs_v14_player_oof,p_active,fallback_level == 3  (n_prior_appearances == 0),"KNOWN, subset of R1",489,0.02746,489,0.14920245398773008,0.14877551878847511,0.16097959639949075,0.2869660295804266,-7.315922436862266,17809,22.05917243512936,22.068757233086988,0.009584797957629121,0.0953264319210709,0.09531470912291067,0.012297531675098394,-0.30471790894804895,-0.05060540997356977,True,0.0004269351992549479,0.8557860534866284,489,"[{""season"": 2022, ""k"": 5.0, ""form"": ""B1"", ""how"": ""UNTUNED_PREREG_DEFAULT(no earlier exploration season)"", ""n_tune_rows"": 0, ""n_routed"": 168}, {""season"": 2023, ""k"": 0.5, ""form"": ""B1"", ""how"": ""walk_forward(seasons<2023)"", ""n_tune_rows"": 168, ""n_routed"": 164}, {""season"": 2024, ""k"": 0.5, ""form"": ""B1"", ""how"": ""walk_forward(seasons<2024)"", ""n_tune_rows"": 332, ""n_routed"": 157}]"
R8_fit_ineligible_nonfallback,cbs_v15_player_oof_v5,e_minutes_given_active,fit_eligible == False AND is_fallback == False,"NEW candidate, disjoint from R1",352,0.01628,14,6.561266775161037,6.667256982238067,6.556333201630822,-1.5897123413630698,0.0752489749756613,14262,0.8787696718162485,0.87677914032529,-0.0019905314909585137,5.180968783408732,5.181072826523238,-0.0020081787568182463,-0.02539818029445584,0.006708417059841931,False,,,0,"[{""season"": 2022, ""k"": 5.0, ""form"": ""B1"", ""how"": ""UNTUNED_PREREG_DEFAULT(no earlier exploration season)"", ""n_tune_rows"": 0, ""n_routed"": 52}, {""season"": 2023, ""k"": 5.0, ""form"": ""B1"", ""how"": ""UNTUNED_PREREG_DEFAULT(no earlier exploration season)"", ""n_tune_rows"": 0, ""n_routed"": 133}, {""season"": 2024, ""k"": 5.0, ""form"": ""B1"", ""how"": ""UNTUNED_PREREG_DEFAULT(no earlier exploration season)"", ""n_tune_rows"": 0, ""n_routed"": 167}]"
R8_fit_ineligible_nonfallback,cbs_v15_player_oof_v5,attempts_usage,fit_eligible == False AND is_fallback == False,"NEW candidate, disjoint from R1",352,0.01628,14,2.3453278065597614,2.663985936991709,2.46313603724318,-11.961704677457508,-4.7828552261073405,14262,-2.451696318506613,-2.4636106805847158,-0.011914362078102592,2.6898060537942152,2.690118858017048,-0.011629248227462696,-0.03761918039530965,-0.00150824031317498,False,,,0,"[{""season"": 2022, ""k"": 5.0, ""form"": ""B1"", ""how"": ""UNTUNED_PREREG_DEFAULT(no earlier exploration season)"", ""n_tune_rows"": 0, ""n_routed"": 52}, {""season"": 2023, ""k"": 5.0, ""form"": ""B1"", ""how"": ""UNTUNED_PREREG_DEFAULT(no earlier exploration season)"", ""n_tune_rows"": 0, ""n_routed"": 133}, {""season"": 2024, ""k"": 5.0, ""form"": ""B1"", ""how"": ""UNTUNED_PREREG_DEFAULT(no earlier exploration season)"", ""n_tune_rows"": 0, ""n_routed"": 167}]"
R8_fit_ineligible_nonfallback,cbs_v15_player_oof_v5,player_scoring_distribution,fit_eligible == False AND is_fallback == False,"NEW candidate, disjoint from R1",352,0.01628,14,2.9246586744022243,3.777376617420624,2.697171115921116,-22.57434270879446,8.434302041063457,14262,-2.326434066434113,-2.346647548492009,-0.02021348205789586,4.237402433336078,4.238239486428368,-0.01975392013053856,-0.04555337040970109,0.00391757807132187,False,,,0,"[{""season"": 2022, ""k"": 5.0, ""form"": ""B1"", ""how"": ""UNTUNED_PREREG_DEFAULT(no earlier exploration season)"", ""n_tune_rows"": 0, ""n_routed"": 52}, {""season"": 2023, ""k"": 5.0, ""form"": ""B1"", ""how"": ""UNTUNED_PREREG_DEFAULT(no earlier exploration season)"", ""n_tune_rows"": 0, ""n_routed"": 133}, {""season"": 2024, ""k"": 5.0, ""form"": ""B1"", ""how"": ""UNTUNED_PREREG_DEFAULT(no earlier exploration season)"", ""n_tune_rows"": 0, ""n_routed"": 167}]"
R8_fit_ineligible_nonfallback,cbs_v15_player_oof_v5,p_active,fit_eligible == False AND is_fallback == False,"NEW candidate, disjoint from R1",2156,0.09974,37,0.4798548926028768,0.4973093999793312,0.6955097015492123,-3.5097883484969006,-31.006729088893437,18192,42.085929883181805,42.063581360057235,-0.02234852312457125,0.09199498053175953,0.09203048057424681,-0.03858910810359273,-0.2278253945758757,0.24715845194415165,False,-0.017454507376454365,0.6553361659585104,36,"[{""season"": 2022, ""k"": 5.0, ""form"": ""B1"", ""how"": ""UNTUNED_PREREG_DEFAULT(no earlier exploration season)"", ""n_tune_rows"": 0, ""n_routed"": 359}, {""season"": 2023, ""k"": 5.0, ""form"": ""B1"", ""how"": ""UNTUNED_PREREG_DEFAULT(no earlier exploration season)"", ""n_tune_rows"": 0, ""n_routed"": 719}, {""season"": 2024, ""k"": 5.0, ""form"": ""B1"", ""how"": ""UNTUNED_PREREG_DEFAULT(no earlier exploration season)"", ""n_tune_rows"": 0, ""n_routed"": 1078}]"
R3_fallback_level_2,cbs_v15_player_oof_v5,p_active,fallback_level == 2  (1 or 2 prior appearances),NEW SUB-STRUCTURE of R1,1332,0.06162,638,0.13592476489028218,0.21454191275376006,0.22122082897944967,-36.64419080373843,-38.55697697303678,18192,42.085929883181805,40.35021866169689,-1.7357112214849146,0.09199498053175953,0.0947521122565231,-2.997045826659761,-4.965059306049868,-0.9218330898783877,False,-0.0786171478634779,0.00024993751562109475,375,"[{""season"": 2022, ""k"": 5.0, ""form"": ""B1"", ""how"": ""UNTUNED_PREREG_DEFAULT(no earlier exploration season)"", ""n_tune_rows"": 0, ""n_routed"": 417}, {""season"": 2023, ""k"": 0.5, ""form"": ""B1"", ""how"": ""walk_forward(seasons<2023)"", ""n_tune_rows"": 247, ""n_routed"": 440}, {""season"": 2024, ""k"": 1.0, ""form"": ""B2"", ""how"": ""walk_forward(seasons<2024)"", ""n_tune_rows"": 458, ""n_routed"": 475}]"
R2_is_cold_start,cbs_v15_player_oof_v5,p_active,fallback_level == 3  (n_prior_appearances == 0),"KNOWN, subset of R1",936,0.0433,324,0.05666666666666666,0.3079460195927212,0.3287280764469618,-81.59850653643387,-82.76184155635715,18192,42.085929883181805,39.26857650454808,-2.8173533786337246,0.09199498053175953,0.09647027243743463,-4.864713139571886,-3.3471880206799254,-1.0521487725329126,False,-0.2512793529260545,0.00024993751562109475,324,"[{""season"": 2022, ""k"": 5.0, ""form"": ""B1"", ""how"": ""UNTUNED_PREREG_DEFAULT(no earlier exploration season)"", ""n_tune_rows"": 0, ""n_routed"": 242}, {""season"": 2023, ""k"": 20.0, ""form"": ""B1"", ""how"": ""walk_forward(seasons<2023)"", ""n_tune_rows"": 111, ""n_routed"": 307}, {""season"": 2024, ""k"": 20.0, ""form"": ""B2"", ""how"": ""walk_forward(seasons<2024)"", ""n_tune_rows"": 218, ""n_routed"": 387}]"
R6_fit_ineligible,cbs_v15_player_oof_v5,p_active,fit_eligible == False  (v5 contract; universe_tier B),NEW candidate (D6 coverage),3808,0.17616,383,0.08249250920706641,0.3312228930464212,0.43687368644230845,-75.0945629245787,-81.11753768489785,18192,42.085929883181805,38.78932329327082,-3.2966065899109886,0.09199498053175953,0.09723155358642491,-5.692237798623756,-4.711938284370564,-1.2024619648633328,False,-0.24873038383935486,0.00024993751562109475,371,"[{""season"": 2022, ""k"": 5.0, ""form"": ""B1"", ""how"": ""UNTUNED_PREREG_DEFAULT(no earlier exploration season)"", ""n_tune_rows"": 0, ""n_routed"": 770}, {""season"": 2023, ""k"": 20.0, ""form"": ""B1"", ""how"": ""walk_forward(seasons<2023)"", ""n_tune_rows"": 126, ""n_routed"": 1268}, {""season"": 2024, ""k"": 20.0, ""form"": ""B2"", ""how"": ""walk_forward(seasons<2024)"", ""n_tune_rows"": 252, ""n_routed"": 1770}]"
R4_tip_time_quality_null,cbs_v15_player_oof_v5,p_active,tip_time_quality is null at cutoff,candidate,1071,0.04954,329,0.04246887374368544,0.3369004960804068,0.4108572084383533,-87.39423828763091,-89.6633494870134,18192,42.085929883181805,38.73380755908434,-3.352122324097462,0.09199498053175953,0.09731973887327125,-5.788096601285164,-4.29089107328341,-1.2840868652346238,False,-0.29443162233672127,0.00024993751562109475,329,"[{""season"": 2022, ""k"": 5.0, ""form"": ""B1"", ""how"": ""UNTUNED_PREREG_DEFAULT(no earlier exploration season)"", ""n_tune_rows"": 0, ""n_routed"": 249}, {""season"": 2023, ""k"": 20.0, ""form"": ""B1"", ""how"": ""walk_forward(seasons<2023)"", ""n_tune_rows"": 101, ""n_routed"": 360}, {""season"": 2024, ""k"": 20.0, ""form"": ""B2"", ""how"": ""walk_forward(seasons<2024)"", ""n_tune_rows"": 214, ""n_routed"": 462}]"
R1_is_fallback,cbs_v15_player_oof_v5,p_active,is_fallback == True  (equivalently n_prior_appearances < 3),KNOWN D092/D094,2268,0.10492,962,0.10923076923076924,0.2582869725248633,0.25742909112027496,-57.70953209022014,-57.568599277019985,18192,42.085929883181805,37.123839903059654,-4.962089980122153,0.09199498053175953,0.09987713024421106,-8.568021501706147,-7.715916633324637,-2.335997700093906,False,-0.1490562032940941,0.00024993751562109475,415,"[{""season"": 2022, ""k"": 5.0, ""form"": ""B1"", ""how"": ""UNTUNED_PREREG_DEFAULT(no earlier exploration season)"", ""n_tune_rows"": 0, ""n_routed"": 659}, {""season"": 2023, ""k"": 0.5, ""form"": ""B1"", ""how"": ""walk_forward(seasons<2023)"", ""n_tune_rows"": 358, ""n_routed"": 747}, {""season"": 2024, ""k"": 1.0, ""form"": ""B2"", ""how"": ""walk_forward(seasons<2024)"", ""n_tune_rows"": 676, ""n_routed"": 862}]"
R7_fb_or_fit_ineligible,cbs_v15_player_oof_v5,p_active,is_fallback OR fit_eligible == False  (DISJOINT UNION),combined,4424,0.20465,999,0.12295758861492137,0.2700196026828863,0.2736542989139393,-54.46345843293311,-55.06827807825159,18192,42.085929883181805,37.00193030164019,-5.08399958154161,0.09199498053175953,0.10007078044677144,-8.778522337122396,-7.5764886209194415,-2.414063404032285,False,-0.14706201406796487,0.00024993751562109475,436,"[{""season"": 2022, ""k"": 5.0, ""form"": ""B1"", ""how"": ""UNTUNED_PREREG_DEFAULT(no earlier exploration season)"", ""n_tune_rows"": 0, ""n_routed"": 1018}, {""season"": 2023, ""k"": 1.0, ""form"": ""B1"", ""how"": ""walk_forward(seasons<2023)"", ""n_tune_rows"": 374, ""n_routed"": 1466}, {""season"": 2024, ""k"": 1.0, ""form"": ""B2"", ""how"": ""walk_forward(seasons<2024)"", ""n_tune_rows"": 698, ""n_routed"": 1940}]"
